Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2
901,848,531,812,1787,1119,444
1010,850,518,825,1784,1106,436
1092,849,385,959,1784,1050,383
1091,832,406,959,1761,1049,290
1086,820,423,959,1761,974,169
1314,821,394,988,1719,919,99
1335,722,519,989,1658,886,98
1203,754,627,951,1696,802,98
1293,702,708,770,1877,798,85
1287,612,804,718,1921,706,84
1306,559,858,717,1922,692,84
1325,410,1013,717,1922,691,84
1365,388,1046,717,1882,709,84
1364,306,1134,689,1565,709,88
1415,302,1138,689,1565,709,88
1384,332,1108,720,1453,774,88
1369,347,1034,722,1379,845,81
1359,377,1034,634,1376,845,263
1255,480,1035,634,1261,840,365
1248,495,944,727,1249,833,356
1166,577,909,762,1249,815,354
1026,717,909,762,1249,645,381
919,809,924,762,1249,634,750
844,883,888,799,1247,602,750
868,884,888,730,1206,549,750
898,882,890,526,1386,549,750
896,883,891,525,1387,519,750
900,887,893,512,1212,535,750
928,889,893,511,858,468,750
928,852,930,507,839,417,750
928,851,915,523,763,351,736
878,901,848,531,812,357,736
770,1010,850,518,825,441,764
708,1092,849,385,959,604,771
705,1091,832,406,959,607,778
705,1086,820,423,959,644,775
476,1314,821,394,988,644,775
428,1335,722,519,989,641,786
428,1203,754,627,951,641,786
309,1293,702,708,770,628,888
311,1287,612,804,718,621,1042
309,1306,559,858,717,622,1063
347,1325,410,1013,717,622,1083
316,1365,388,1046,717,601,1086
321,1364,306,1134,689,620,1077
351,1415,302,1138,689,627,1080
359,1384,332,1108,720,562,1148
359,1369,347,1034,722,517,1139
339,1359,377,1034,634,556,951
339,1255,480,1035,634,556,848
337,1248,495,944,727,556,837
337,1166,577,909,762,570,837
337,1026,717,909,762,574,835
337,919,809,924,762,708,485
367,844,883,888,799,708,485
342,868,884,888,730,749,485
391,898,882,890,526,778,485
399,896,883,891,525,804,489
388,900,887,893,512,982,489
358,928,889,893,511,935,508
358,928,852,930,507,931,510
358,928,851,915,523,910,510
358,878,901,848,531,901,632
355,770,1010,850,518,816,672
378,708,1092,849,385,692,720
378,705,1091,832,406,689,713
378,705,1086,820,423,652,765
378,476,1314,821,394,652,780
378,428,1335,722,519,652,837
370,428,1203,754,627,652,838
370,309,1293,702,708,652,743
388,311,1287,612,804,652,592
375,309,1306,559,858,651,571
312,347,1325,410,1013,651,551
297,316,1365,388,1046,651,548
296,321,1364,306,1134,632,548
215,351,1415,302,1138,625,545
219,359,1384,332,1108,628,477
219,359,1369,347,1034,782,466
219,339,1359,377,1034,820,466
219,339,1255,480,1035,824,462
211,337,1248,495,944,824,534
211,337,1166,577,909,804,547
211,337,1026,717,909,797,571
211,337,919,809,924,790,600
181,367,844,883,888,807,622
181,342,868,884,888,784,648
102,391,898,882,890,816,654
94,399,896,883,891,821,650
124,388,900,887,893,645,650
154,358,928,889,893,628,631
197,358,928,852,930,688,629
259,358,928,851,915,697,629
330,358,878,901,848,736,507
330,355,770,1010,850,739,439
297,378,708,1092,849,700,384
297,378,705,1091,832,700,388
297,378,705,1086,820,725,340
297,378,476,1314,821,725,326
297,378,428,1335,722,725,258
297,370,428,1203,754,725,257
317,370,309,1293,702,731,250
297,388,311,1287,612,735,247
292,375,309,1306,559,735,247
292,312,347,1325,410,735,247
287,297,316,1365,388,735,290
295,296,321,1364,306,735,492
295,215,351,1415,302,735,578
283,219,359,1384,332,732,578
283,219,359,1369,347,552,578
283,219,339,1359,377,475,578
283,219,339,1255,480,471,578
288,211,337,1248,495,471,505
314,211,337,1166,577,471,492
314,211,337,1026,717,500,448
314,211,337,919,809,373,471
314,181,367,844,883,311,451
352,181,342,868,884,289,479
360,102,391,898,882,228,473
390,94,399,896,883,198,473
360,124,388,900,887,190,473
330,154,358,928,889,275,473
287,197,358,928,852,276,473
225,259,358,928,851,267,473
154,330,358,878,901,228,475
154,330,355,770,1010,486,475
144,297,378,708,1092,507,475
144,297,378,705,1091,507,476
186,297,378,705,1086,533,540
186,297,378,476,1314,533,683
186,297,378,428,1335,632,721
186,297,370,428,1203,632,776
179,317,370,309,1293,626,776
187,297,388,311,1287,627,935
187,292,375,309,1306,627,983
187,292,312,347,1325,627,983
218,287,297,316,1365,693,945
255,295,296,321,1364,693,743
364,295,215,351,1415,693,662
425,283,219,359,1384,693,662
425,283,219,359,1369,693,703
433,283,219,339,1359,693,703
433,283,219,339,1255,693,703
428,288,211,337,1248,693,703
402,314,211,337,1166,765,703
402,314,211,337,1026,866,709
402,314,211,337,919,871,639
402,314,181,367,844,893,648
364,352,181,342,868,972,594
356,360,102,391,898,1100,594
435,390,94,399,896,1106,594
435,360,124,388,900,1096,594
435,330,154,358,928,1008,594
488,287,197,358,928,947,594
488,225,259,358,928,947,594
528,154,330,358,878,947,592
630,154,330,355,770,940,650
633,144,297,378,708,919,685
648,144,297,378,705,1062,684
611,186,297,378,705,1073,661
674,186,297,378,476,1164,711
674,186,297,378,428,1100,757
711,186,297,370,428,1129,702
698,179,317,370,309,1129,702
690,187,297,388,311,1151,543
726,187,292,375,309,1151,879
741,187,292,312,347,1151,879
760,218,287,297,316,1151,874
754,255,295,296,321,1151,874
864,364,295,215,351,1158,869
811,425,283,219,359,1160,882
1097,425,283,219,359,1160,889
1101,433,283,219,339,1160,889
1102,433,283,219,339,1160,889
1104,428,288,211,337,1160,889
1104,402,314,211,337,1088,905
1105,402,314,211,337,958,893
1105,402,314,211,337,953,892
1164,402,314,181,367,931,881
1164,364,352,181,342,852,888
1164,356,360,102,391,724,888
1055,435,390,94,399,716,888
1055,435,360,124,388,716,888
1055,435,330,154,358,716,888
1002,488,287,197,358,716,888
1002,488,225,259,358,716,888
962,528,154,330,358,716,898
860,630,154,330,355,462,892
857,633,144,297,378,462,896
859,648,144,297,378,319,933
854,611,186,297,378,340,888
812,674,186,297,378,378,694
833,674,186,297,378,344,655
811,711,186,297,370,315,750
811,698,179,317,370,319,750
937,690,187,297,388,299,750
1032,726,187,292,375,304,366
1032,741,187,292,312,304,471
989,760,218,287,297,238,490
946,754,255,295,296,238,508
729,864,364,295,215,231,511
735,811,425,283,219,267,498
451,1097,425,283,219,272,508
458,1101,433,283,219,276,705
457,1102,433,283,219,276,727
467,1104,428,288,211,276,727
552,1104,402,314,211,317,711
590,1105,402,314,211,317,749
590,1105,402,314,211,447,749
531,1164,402,314,181,468,754
536,1164,364,352,181,468,747
536,1164,356,360,102,471,747
536,1055,435,390,94,471,747
542,1055,435,360,124,494,786
598,1055,435,330,154,494,786
729,1002,488,287,197,536,786
829,1002,488,225,259,597,786
832,962,528,154,330,597,776
971,860,630,154,330,597,743
1021,857,633,144,297,605,704
1004,859,648,144,297,605,663
1004,854,611,186,297,522,832
997,812,674,186,297,433,855
977,833,674,186,297,777,810
980,811,711,186,297,777,935
980,811,698,179,317,885,935
854,937,690,187,297,1024,935
725,1032,726,187,292,1110,935
710,1032,741,187,292,1225,830
705,989,760,218,287,1237,811
700,946,754,255,295,1237,793
728,729,864,364,295,1237,790
714,735,811,425,283,1199,793
712,451,1097,425,283,1196,735
718,458,1101,433,283,1302,538
753,457,1102,433,283,1326,516
805,467,1104,428,288,1326,533
861,552,1104,402,314,1474,533
822,590,1105,402,314,1829,495
822,590,1105,402,314,1722,495
822,531,1164,402,314,1777,490
817,536,1164,364,352,1787,490
817,536,1164,356,360,1784,490
817,536,1055,435,390,1784,591
811,542,1055,435,360,1761,552
770,598,1055,435,330,1761,626
639,729,1002,488,287,1719,816
540,829,1002,488,225,1658,819
579,832,962,528,154,1696,819
440,971,860,630,154,1877,800
401,1021,857,633,144,1921,800
402,1004,859,648,144,1922,800
656,1004,854,611,186,1922,631
642,997,812,674,186,1882,608
651,977,833,674,186,1565,608
633,980,811,711,186,1565,389
633,980,811,698,179,1453,482
633,854,937,690,187,1379,482
676,725,1032,726,187,1376,482
734,710,1032,741,187,1261,482
753,705,989,760,218,1249,482
753,700,946,754,255,1249,482
723,728,729,864,364,1249,576
723,714,735,811,425,1249,573
723,712,451,1097,425,1247,573
698,718,458,1101,433,1206,573
663,753,457,1102,433,1386,573
599,805,467,1104,428,1387,556
458,861,552,1104,402,1212,556
458,822,590,1105,402,858,556
458,822,590,1105,402,839,556
458,822,531,1164,402,763,556
458,817,536,1164,364,812,556
458,817,536,1164,356,825,556
458,817,536,1055,435,959,455
458,811,542,1055,435,959,455
443,770,598,1055,435,959,381
501,639,729,1002,488,988,396
505,540,829,1002,488,989,432
478,579,832,962,528,951,458
500,440,971,860,630,770,476
490,401,1021,857,633,718,476
490,402,1004,859,648,717,568
237,656,1004,854,611,717,694
239,642,997,812,674,717,740
229,651,977,833,674,689,740
229,633,980,811,711,689,739
229,633,980,811,698,720,646
229,633,854,937,690,722,648
245,676,725,1032,726,634,650
270,734,710,1032,741,634,650
251,753,705,989,760,727,650
251,753,700,946,754,762,650
251,723,728,729,864,762,556
251,723,714,735,811,762,556
255,723,712,451,1097,799,558
279,698,718,458,1101,730,600
279,663,753,457,1102,526,605
279,599,805,467,1104,525,605
279,458,861,552,1104,512,605
283,458,822,590,1105,511,605
295,458,822,590,1105,507,605
295,458,822,531,1164,523,605
295,458,817,536,1164,531,605
299,458,817,536,1164,518,639
310,458,817,536,1055,385,684
336,458,811,542,1055,406,761
369,443,770,598,1055,423,942
311,501,639,729,1002,394,771
306,505,540,829,1002,519,740
293,478,579,832,962,627,806
271,500,440,971,860,708,788
270,490,401,1021,857,804,845
269,490,402,1004,859,858,797
268,237,656,1004,854,1013,671
266,239,642,997,812,1046,628
266,229,651,977,833,1134,629
266,229,633,980,811,1138,639
266,229,633,980,811,1108,642
266,229,633,854,937,1034,802
207,245,676,725,1032,1034,955
126,270,734,710,1032,1035,955
124,251,753,705,989,944,955
124,251,753,700,946,909,955
124,251,723,728,729,909,955
124,251,723,714,735,924,959
120,255,723,712,451,888,1143
96,279,698,718,458,888,1155
97,279,663,753,457,890,1187
97,279,599,805,467,891,1189
97,279,458,861,552,893,1349
93,283,458,822,590,893,1453
87,295,458,822,590,930,1547
95,295,458,822,531,915,1547
116,295,458,817,536,848,1558
167,299,458,817,536,850,1538
579,310,458,817,536,849,1549
589,336,458,811,542,832,1473
564,369,443,770,598,820,1367
698,311,501,639,729,821,1388
708,306,505,540,829,722,1416
784,293,478,579,832,754,1408
784,271,500,440,971,702,1425
788,270,490,401,1021,612,1467
860,269,490,402,1004,559,1437
1055,268,237,656,1004,410,1438
1208,266,239,642,997,388,1438
1302,266,229,651,977,306,1437
1608,266,229,633,980,302,1427
1659,266,229,633,980,332,1424
1671,266,229,633,854,347,1262
1669,207,245,676,725,377,1107
1690,126,270,734,710,480,1112
1719,124,251,753,705,495,1119
1737,124,251,753,700,577,1143
1758,124,251,723,728,717,1316
1776,124,251,723,714,809,1323
1779,120,255,723,712,883,1214
1779,96,279,698,718,884,1217
1778,97,279,663,753,882,1180
1783,97,279,599,805,883,1209
1826,97,279,458,861,887,1049
1841,93,283,458,822,889,1079
1872,87,295,458,822,852,1040
1883,95,295,458,822,851,1127
2057,116,295,458,817,901,1119
2057,167,299,458,817,1010,1106
1690,579,310,458,817,1092,1050
1871,589,336,458,811,1091,1049
1902,564,369,443,770,1086,974
1787,698,311,501,639,1314,919
1792,708,306,505,540,1335,886
1719,784,293,478,579,1203,802
1719,784,271,500,440,1293,798
1715,788,270,490,401,1287,706
1654,860,269,490,402,1306,692
1464,1055,268,237,656,1325,691
1311,1208,266,239,642,1365,709
1217,1302,266,229,651,1364,709
911,1608,266,229,633,1415,709
860,1659,266,229,633,1384,774
852,1671,266,229,633,1369,845
897,1669,207,245,676,1359,845
948,1690,126,270,734,1255,840
1015,1719,124,251,753,1248,833
1006,1737,124,251,753,1166,815
985,1758,124,251,723,1026,645
967,1776,124,251,723,919,634
964,1779,120,255,723,844,602
973,1779,96,279,698,868,549
973,1778,97,279,663,898,549
968,1783,97,279,599,896,519
925,1826,97,279,458,900,535
941,1841,93,283,458,928,468
904,1872,87,295,458,928,417
903,1883,95,295,458,928,351
708,2057,116,295,458,878,357
653,2057,167,299,458,770,441
597,1690,579,310,458,708,604
380,1871,589,336,458,705,607
341,1902,564,369,443,705,644
323,1787,698,311,501,476,644
308,1792,708,306,505,428,641
303,1719,784,293,478,428,641
303,1719,784,271,500,309,628
303,1715,788,270,490,311,621
292,1654,860,269,490,309,622
290,1464,1055,268,237,347,622
309,1311,1208,266,239,316,601
341,1217,1302,266,229,321,620
343,911,1608,266,229,351,627
344,860,1659,266,229,359,562
357,852,1671,266,229,359,517
357,897,1669,207,245,339,556
283,948,1690,126,270,339,556
187,1015,1719,124,251,337,556
178,1006,1737,124,251,337,570
181,985,1758,124,251,337,574
186,967,1776,124,251,337,708
192,964,1779,120,255,367,708
183,973,1779,96,279,342,749
183,973,1778,97,279,391,778
183,968,1783,97,279,399,804
183,925,1826,97,279,388,982
154,941,1841,93,283,358,935
155,904,1872,87,295,358,931
174,903,1883,95,295,358,910
202,708,2057,116,295,358,901
202,653,2057,167,299,355,816
221,597,1690,579,310,378,692
221,380,1871,589,336,378,689
221,341,1902,564,369,378,652
224,323,1787,698,311,378,652
226,308,1792,708,306,378,652
226,303,1719,784,293,370,652
226,303,1719,784,271,370,652
227,303,1715,788,270,388,652
227,292,1654,860,269,375,651
224,290,1464,1055,268,312,651
221,309,1311,1208,266,297,651
272,341,1217,1302,266,296,632
271,343,911,1608,266,215,625
270,344,860,1659,266,219,628
