Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2
617,174,1268,228,403,207,665
638,174,1268,228,403,207,623
653,174,1268,228,403,201,623
653,174,1268,228,403,189,623
653,174,1250,246,403,189,623
678,159,1253,259,403,190,623
710,158,1133,380,403,212,653
710,158,975,538,350,329,757
849,158,886,627,350,430,806
851,153,882,636,350,495,621
927,110,925,636,350,495,520
1054,102,926,643,295,498,474
1054,102,753,790,315,528,473
1054,102,748,709,389,531,473
1054,83,759,717,321,523,473
1054,83,745,731,319,568,509
1027,98,757,692,346,641,449
930,195,744,703,244,713,421
883,242,596,847,248,713,438
872,220,347,1129,248,705,470
861,229,232,1244,250,705,448
861,229,229,1244,253,705,449
861,229,229,1244,253,840,472
861,229,228,1245,247,749,512
861,229,228,1245,211,726,552
860,227,177,1299,209,726,599
657,427,158,1321,209,726,610
557,517,155,1334,209,721,610
731,516,174,1334,179,691,645
866,517,174,1328,185,691,645
796,587,174,1268,228,691,645
766,617,174,1268,228,691,646
885,638,174,1268,228,691,646
870,653,174,1268,228,691,658
1077,653,174,1268,228,691,689
1116,653,174,1250,246,691,689
1090,678,159,1253,259,690,705
1092,710,158,1133,380,668,649
1310,710,158,975,538,551,577
1171,849,158,886,627,450,508
1178,851,153,882,636,385,506
1144,927,110,925,636,480,506
1098,1054,102,926,643,484,533
1180,1054,102,753,790,464,533
1410,1054,102,748,709,461,533
1516,1054,83,759,717,466,533
1606,1054,83,745,731,417,497
1747,1027,98,757,692,344,497
1843,930,195,744,703,272,487
1843,883,242,596,847,273,470
1871,872,220,347,1129,286,438
1911,861,229,232,1244,295,408
1921,861,229,229,1244,316,389
1989,861,229,229,1244,251,400
2059,861,229,228,1245,250,384
2314,861,229,228,1245,295,359
2317,860,227,177,1299,366,312
2322,657,427,158,1321,383,301
2331,557,517,155,1334,395,301
2139,731,516,174,1334,395,266
2003,866,517,174,1328,419,266
2003,796,587,174,1268,426,266
2003,766,617,174,1268,426,272
1868,885,638,174,1268,426,273
1868,870,653,174,1268,426,261
1766,1077,653,174,1268,426,230
1727,1116,653,174,1250,426,268
1727,1090,678,159,1253,426,252
1821,1092,710,158,1133,426,252
1628,1310,710,158,975,426,217
1679,1171,849,158,886,426,158
1701,1178,851,153,882,426,158
1659,1144,927,110,925,331,158
1578,1098,1054,102,926,324,209
1496,1180,1054,102,753,363,209
1283,1410,1054,102,748,364,209
1189,1516,1054,83,759,359,209
1099,1606,1054,83,745,359,293
959,1747,1027,98,757,359,350
863,1843,930,195,744,359,358
863,1843,883,242,596,364,358
848,1871,872,220,347,351,358
866,1911,861,229,232,342,358
866,1921,861,229,229,321,358
870,1989,861,229,229,247,324
801,2059,861,229,228,232,300
546,2314,861,229,228,187,285
543,2317,860,227,177,116,285
538,2322,657,427,158,131,285
529,2331,557,517,155,129,382
529,2139,731,516,174,129,443
529,2003,866,517,174,105,443
529,2003,796,587,174,220,443
529,2003,766,617,174,258,436
524,1868,885,638,174,363,436
524,1868,870,653,174,438,436
419,1766,1077,653,174,438,436
419,1727,1116,653,174,438,398
419,1727,1090,678,159,438,398
292,1821,1092,710,158,438,386
288,1628,1310,710,158,438,386
237,1679,1171,849,158,438,386
206,1701,1178,851,153,559,386
206,1659,1144,927,110,606,386
206,1578,1098,1054,102,607,391
207,1496,1180,1054,102,568,472
190,1283,1410,1054,102,622,539
178,1189,1516,1054,83,622,539
236,1099,1606,1054,83,660,455
263,959,1747,1027,98,763,440
401,863,1843,930,195,804,439
416,863,1843,883,242,846,474
473,848,1871,872,220,900,474
416,866,1911,861,229,902,474
656,866,1921,861,229,902,474
584,870,1989,861,229,902,475
583,801,2059,861,229,902,581
583,546,2314,861,229,902,581
583,543,2317,860,227,902,656
583,538,2322,657,427,870,656
586,529,2331,557,517,860,620
586,529,2139,731,516,860,740
586,529,2003,866,517,860,742
586,529,2003,796,587,738,780
586,529,2003,766,617,700,814
651,524,1868,885,638,678,820
679,524,1868,870,653,614,863
679,419,1766,1077,653,624,863
679,419,1727,1116,653,624,865
679,419,1727,1090,678,624,953
678,292,1821,1092,710,624,955
657,288,1628,1310,710,624,956
657,237,1679,1171,849,624,956
657,206,1701,1178,851,569,956
657,206,1659,1144,927,526,956
657,206,1578,1098,1054,525,873
656,207,1496,1180,1054,521,792
656,190,1283,1410,1054,466,801
656,178,1189,1516,1054,466,802
598,236,1099,1606,1054,428,803
570,263,959,1747,1027,484,892
432,401,863,1843,930,443,885
417,416,863,1843,883,395,850
347,473,848,1871,872,341,850
346,416,866,1911,861,801,902
96,656,866,1921,861,801,903
96,584,870,1989,861,801,1132
96,583,801,2059,861,823,1042
96,583,546,2314,861,838,1079
96,583,543,2317,860,838,1006
276,583,538,2322,657,838,1008
355,586,529,2331,557,838,947
372,586,529,2139,731,838,766
443,586,529,2003,866,838,764
558,586,529,2003,796,838,726
646,586,529,2003,766,838,692
601,651,524,1868,885,755,685
597,679,524,1868,870,744,642
684,679,419,1766,1077,743,642
689,679,419,1727,1116,763,640
689,679,419,1727,1090,807,552
689,678,292,1821,1092,810,569
689,657,288,1628,1310,834,568
689,657,237,1679,1171,926,568
689,657,206,1701,1178,884,568
689,657,206,1659,1144,880,568
689,657,206,1578,1098,880,568
689,656,207,1496,1180,874,568
689,656,190,1283,1410,874,494
689,656,178,1189,1516,876,493
689,598,236,1099,1606,884,500
689,570,263,959,1747,744,414
689,432,401,863,1843,816,457
689,417,416,863,1843,816,457
689,347,473,848,1871,831,457
689,346,416,866,1911,398,469
689,96,656,866,1921,402,468
689,96,584,870,1989,403,296
718,96,583,801,2059,502,280
822,96,583,546,2314,569,243
1028,96,583,543,2317,637,241
849,276,583,538,2322,671,239
779,355,586,529,2331,706,251
899,372,586,529,2139,706,251
844,443,586,529,2003,713,251
750,558,586,529,2003,967,251
735,646,586,529,2003,1073,251
717,601,651,524,1868,1124,251
693,597,679,524,1868,1124,266
611,684,679,419,1766,1115,336
615,689,679,419,1727,1095,369
615,689,679,419,1727,1051,404
615,689,678,292,1821,1176,385
630,689,657,288,1628,1176,398
673,689,657,237,1679,1194,411
675,689,657,206,1701,1170,411
675,689,657,206,1659,1170,411
675,689,657,206,1578,1180,411
675,689,656,207,1496,1188,411
675,689,656,190,1283,1291,409
675,689,656,178,1189,1291,411
694,689,598,236,1099,1283,425
743,689,570,263,959,1264,380
847,689,432,401,863,1259,337
877,689,417,416,863,1266,337
878,689,347,473,848,1254,337
977,689,346,416,866,1246,295
982,689,96,656,866,1303,296
982,689,96,584,870,1349,238
953,718,96,583,801,1252,238
849,822,96,583,546,1170,238
645,1028,96,583,543,1102,247
644,849,276,583,538,1068,247
641,779,355,586,529,1033,235
571,899,372,586,529,1033,235
686,844,443,586,529,1026,235
714,750,558,586,529,772,235
642,735,646,586,529,719,235
644,717,601,651,524,668,235
644,693,597,679,524,668,220
639,611,684,679,419,668,150
753,615,689,679,419,723,117
806,615,689,679,419,729,86
833,615,689,678,292,613,86
915,630,689,657,288,657,191
990,673,689,657,237,549,249
988,675,689,657,206,561,331
990,675,689,657,206,665,530
1051,675,689,657,206,655,561
1148,675,689,656,207,647,561
1192,675,689,656,190,544,561
1200,675,689,656,178,542,559
1182,694,689,598,236,542,537
1162,743,689,570,263,548,537
1058,847,689,432,401,517,542
1041,877,689,417,416,512,547
1049,878,689,347,473,509,547
1091,977,689,346,416,488,525
1168,982,689,96,656,457,524
1240,982,689,96,584,410,524
1339,953,718,96,583,403,524
1360,849,822,96,583,403,525
1391,645,1028,96,583,403,522
1391,644,849,276,583,403,522
1382,641,779,355,586,403,531
1315,571,899,372,586,403,549
1184,686,844,443,586,403,549
1135,714,750,558,586,403,550
1141,642,735,646,586,350,550
1142,644,717,601,651,350,550
1169,644,693,597,679,350,550
1242,639,611,684,679,350,550
1123,753,615,689,679,295,550
1160,806,615,689,679,315,546
1229,833,615,689,678,389,546
1139,915,630,689,657,321,428
1021,990,673,689,657,319,357
1021,988,675,689,657,346,275
1019,990,675,689,657,244,78
962,1051,675,689,657,248,52
867,1148,675,689,656,248,52
823,1192,675,689,656,250,73
815,1200,675,689,656,253,73
814,1182,694,689,598,253,73
785,1162,743,689,570,247,73
785,1058,847,689,432,211,68
772,1041,877,689,417,209,63
763,1049,878,689,347,209,63
622,1091,977,689,346,209,123
540,1168,982,689,96,179,124
468,1240,982,689,96,185,124
369,1339,953,718,96,228,124
348,1360,849,822,96,228,123
320,1391,645,1028,96,228,117
320,1391,644,849,276,228,122
320,1382,641,779,355,228,113
320,1315,571,899,372,246,121
320,1184,686,844,443,259,124
320,1135,714,750,558,380,297
313,1141,642,735,646,538,304
308,1142,644,717,601,627,308
281,1169,644,693,597,636,308
208,1242,639,611,684,636,353
204,1123,753,615,689,643,378
114,1160,806,615,689,790,534
18,1229,833,615,689,709,569
11,1139,915,630,689,717,723
20,1021,990,673,689,731,723
44,1021,988,675,689,692,723
44,1019,990,675,689,703,724
40,962,1051,675,689,847,719
38,867,1148,675,689,1129,719
38,823,1192,675,689,1244,733
38,815,1200,675,689,1244,733
59,814,1182,694,689,1244,735
60,785,1162,743,689,1245,751
61,785,1058,847,689,1245,751
80,772,1041,877,689,1299,751
281,763,1049,878,689,1321,751
322,622,1091,977,689,1334,691
364,540,1168,982,689,1334,690
496,468,1240,982,689,1328,697
625,369,1339,953,718,1268,697
625,348,1360,849,822,1268,697
620,320,1391,645,1028,1268,697
625,320,1391,644,849,1268,692
626,320,1382,641,779,1268,692
628,320,1315,571,899,1250,666
629,320,1184,686,844,1253,663
631,320,1135,714,750,1133,489
631,313,1141,642,735,975,482
631,308,1142,644,717,886,478
631,281,1169,644,693,882,478
631,208,1242,639,611,925,433
632,204,1123,753,615,926,423
635,114,1160,806,615,753,339
635,18,1229,833,615,748,345
655,11,1139,915,630,759,205
646,20,1021,990,673,745,205
622,44,1021,988,675,757,205
627,44,1019,990,675,744,239
629,40,962,1051,675,596,240
629,38,867,1148,675,347,240
629,38,823,1192,675,232,224
629,38,815,1200,675,229,236
608,59,814,1182,694,229,234
607,60,785,1162,743,228,218
650,61,785,1058,847,228,218
895,80,772,1041,877,177,218
809,281,763,1049,878,158,229
800,322,622,1091,977,155,229
892,364,540,1168,982,174,229
856,496,468,1240,982,174,222
729,625,369,1339,953,174,222
782,625,348,1360,849,174,222
813,620,320,1391,645,174,222
813,625,320,1391,644,174,228
815,626,320,1382,641,174,240
813,628,320,1315,571,174,240
815,629,320,1184,686,159,240
926,631,320,1135,714,158,240
927,631,313,1141,642,158,240
975,631,308,1142,644,158,240
1042,631,281,1169,644,153,240
1042,631,208,1242,639,110,240
1119,632,204,1123,753,102,225
1123,635,114,1160,806,102,153
1123,635,18,1229,833,102,112
1103,655,11,1139,915,83,106
1105,646,20,1021,990,83,110
1114,622,44,1021,988,98,110
1245,627,44,1019,990,195,73
1385,629,40,962,1051,242,72
1423,629,38,867,1148,220,80
1423,629,38,823,1192,229,61
1423,629,38,815,1200,229,49
1450,608,59,814,1182,229,53
1519,607,60,785,1162,229,160
1475,650,61,785,1058,229,183
1211,895,80,772,1041,227,183
1097,809,281,763,1049,427,172
1069,800,322,622,1091,517,177
937,892,364,540,1168,516,207
841,856,496,468,1240,517,207
839,729,625,369,1339,587,207
786,782,625,348,1360,617,207
755,813,620,320,1391,638,207
750,813,625,320,1391,653,201
747,815,626,320,1382,653,189
747,813,628,320,1315,653,189
744,815,629,320,1184,678,190
631,926,631,320,1135,710,212
630,927,631,313,1141,710,329
582,975,631,308,1142,849,430
515,1042,631,281,1169,851,495
515,1042,631,208,1242,927,495
437,1119,632,204,1123,1054,498
430,1123,635,114,1160,1054,528
430,1123,635,18,1229,1054,531
430,1103,655,11,1139,1054,523
448,1105,646,20,1021,1054,568
454,1114,622,44,1021,1027,641
369,1245,627,44,1019,930,713
460,1385,629,40,962,883,713
430,1423,629,38,867,872,705
431,1423,629,38,823,861,705
553,1423,629,38,815,861,705
526,1450,608,59,814,861,840
513,1519,607,60,785,861,749
513,1475,650,61,785,861,726
513,1211,895,80,772,860,726
512,1097,809,281,763,657,726
512,1069,800,322,622,557,721
620,937,892,364,540,731,691
620,841,856,496,468,866,691
628,839,729,625,369,796,691
628,786,782,625,348,766,691
644,755,813,620,320,885,691
676,750,813,625,320,870,691
680,747,815,626,320,1077,691
732,747,813,628,320,1116,691
756,744,815,629,320,1090,690
771,631,926,631,320,1092,668
775,630,927,631,313,1310,551
776,582,975,631,308,1171,450
776,515,1042,631,281,1178,385
776,515,1042,631,208,1144,480
776,437,1119,632,204,1098,484
776,430,1123,635,114,1180,464
776,430,1123,635,18,1410,461
776,430,1103,655,11,1516,466
764,448,1105,646,20,1606,417
749,454,1114,622,44,1747,344
716,369,1245,627,44,1843,272
485,460,1385,629,40,1843,273
477,430,1423,629,38,1871,286
514,431,1423,629,38,1911,295
410,553,1423,629,38,1921,316
410,526,1450,608,59,1989,251
354,513,1519,607,60,2059,250
354,513,1475,650,61,2314,295
354,513,1211,895,80,2317,366
354,512,1097,809,281,2322,383
410,512,1069,800,322,2331,395
301,620,937,892,364,2139,395
314,620,841,856,496,2003,419
339,628,839,729,625,2003,426
356,628,786,782,625,2003,426
360,644,755,813,620,1868,426
424,676,750,813,625,1868,426
421,680,747,815,626,1766,426
391,732,747,813,628,1727,426
454,756,744,815,629,1727,426
543,771,631,926,631,1821,426
540,775,630,927,631,1628,426
539,776,582,975,631,1679,426
539,776,515,1042,631,1701,426
539,776,515,1042,631,1659,331
539,776,437,1119,632,1578,324
552,776,430,1123,635,1496,363
552,776,430,1123,635,1283,364
552,776,430,1103,655,1189,359
544,764,448,1105,646,1099,359
544,749,454,1114,622,959,359
526,716,369,1245,627,863,359
587,485,460,1385,629,863,364
587,477,430,1423,629,848,351
549,514,431,1423,629,866,342
560,410,553,1423,629,866,321
603,410,526,1450,608,870,247
604,354,513,1519,607,801,232
605,354,513,1475,650,546,187
605,354,513,1211,895,543,116
605,354,512,1097,809,538,131
545,410,512,1069,800,529,129
544,301,620,937,892,529,129
531,314,620,841,856,529,105
498,339,628,839,729,529,220
481,356,628,786,782,529,258
461,360,644,755,813,524,363
365,424,676,750,813,524,438
364,421,680,747,815,419,438
342,391,732,747,813,419,438
255,454,756,744,815,419,438
151,543,771,631,926,292,438
150,540,775,630,927,288,438
150,539,776,582,975,237,438
150,539,776,515,1042,206,559
228,539,776,515,1042,206,606
258,539,776,437,1119,206,607
246,552,776,430,1123,207,568
326,552,776,430,1123,190,622
326,552,776,430,1103,178,622
326,544,764,448,1105,236,660
326,544,749,454,1114,263,763
326,526,716,369,1245,401,804
263,587,485,460,1385,416,846
263,587,477,430,1423,473,900
263,549,514,431,1423,416,902
236,560,410,553,1423,656,902
376,603,410,526,1450,584,902
486,604,354,513,1519,583,902
491,605,354,513,1475,583,902
534,605,354,513,1211,583,902
534,605,354,512,1097,583,870
598,545,410,512,1069,586,860
603,544,301,620,937,586,860
626,531,314,620,841,586,860
654,498,339,628,839,586,738
655,481,356,628,786,586,700
1015,461,360,644,755,651,678
1042,365,424,676,750,679,614
1138,364,421,680,747,679,624
1149,342,391,732,747,679,624
1164,255,454,756,744,679,624
1164,151,543,771,631,678,624
1164,150,540,775,630,657,624
1164,150,539,776,582,657,624
1164,150,539,776,515,657,569
1086,228,539,776,515,657,526
1056,258,539,776,437,657,525
1055,246,552,776,430,656,521
975,326,552,776,430,656,466
975,326,552,776,430,656,466
991,326,544,764,448,598,428
1045,326,544,749,454,570,484
1107,326,526,716,369,432,443
1109,263,587,485,460,417,395
1140,263,587,477,430,347,341
1140,263,549,514,431,346,801
1200,236,560,410,553,96,801
1041,376,603,410,526,96,801
930,486,604,354,513,96,823
924,491,605,354,513,96,838
968,534,605,354,513,96,838
968,534,605,354,512,276,838
918,598,545,410,512,355,838
913,603,544,301,620,372,838
958,626,531,314,620,443,838
976,654,498,339,628,558,838
981,655,481,356,628,646,838
621,1015,461,360,644,601,755
665,1042,365,424,676,597,744
573,1138,364,421,680,684,743
562,1149,342,391,732,689,763
578,1164,255,454,756,689,807
594,1164,151,543,771,689,810
594,1164,150,540,775,689,834
594,1164,150,539,776,689,926
595,1164,150,539,776,689,884
651,1086,228,539,776,689,880
873,1056,258,539,776,689,880
1187,1055,246,552,776,689,874
1353,975,326,552,776,689,874
1417,975,326,552,776,689,876
1445,991,326,544,764,689,884
1765,1045,326,544,749,689,744
1795,1107,326,526,716,689,816
1853,1109,263,587,485,689,816
2031,1140,263,587,477,689,831
2130,1140,263,549,514,689,398
2088,1200,236,560,410,689,402
2086,1041,376,603,410,689,403
2089,930,486,604,354,718,502
2089,924,491,605,354,822,569
2008,968,534,605,354,1028,637
2008,968,534,605,354,849,671
2038,918,598,545,410,779,706
2069,913,603,544,301,899,706
2017,958,626,531,314,844,713
1971,976,654,498,339,750,967
1965,981,655,481,356,735,1073
1966,621,1015,461,360,717,1124
1940,665,1042,365,424,693,1124
1956,573,1138,364,421,611,1115
1986,562,1149,342,391,615,1095
1955,578,1164,255,454,615,1051
1939,594,1164,151,543,615,1176
1940,594,1164,150,540,630,1176
1940,594,1164,150,539,673,1194
1939,595,1164,150,539,675,1170
1883,651,1086,228,539,675,1170
1661,873,1056,258,539,675,1180
1347,1187,1055,246,552,675,1188
1181,1353,975,326,552,675,1291
1182,1417,975,326,552,675,1291
1139,1445,991,326,544,694,1283
765,1765,1045,326,544,743,1264
683,1795,1107,326,526,847,1259
624,1853,1109,263,587,877,1266
415,2031,1140,263,587,878,1254
316,2130,1140,263,549,977,1246
296,2088,1200,236,560,982,1303
274,2086,1041,376,603,982,1349
293,2089,930,486,604,953,1252
293,2089,924,491,605,849,1170
291,2008,968,534,605,645,1102
291,2008,968,534,605,644,1068
281,2038,918,598,545,641,1033
255,2069,913,603,544,571,1033
279,2017,958,626,531,686,1026
330,1971,976,654,498,714,772
343,1965,981,655,481,642,719
355,1966,621,1015,461,644,668
311,1940,665,1042,365,644,668
295,1956,573,1138,364,639,668
265,1986,562,1149,342,753,723
290,1955,578,1164,255,806,729
382,1939,594,1164,151,833,613
384,1940,594,1164,150,915,657
384,1940,594,1164,150,990,549
385,1939,595,1164,150,988,561
385,1883,651,1086,228,990,665
390,1661,873,1056,258,1051,655
393,1347,1187,1055,246,1148,647
482,1181,1353,975,326,1192,544
516,1182,1417,975,326,1200,542
523,1139,1445,991,326,1182,542
523,765,1765,1045,326,1162,548
513,683,1795,1107,326,1058,517
512,624,1853,1109,263,1041,512
512,415,2031,1140,263,1049,509
543,316,2130,1140,263,1091,488
590,296,2088,1200,236,1168,457
633,274,2086,1041,376,1240,410
611,293,2089,930,486,1339,403
611,293,2089,924,491,1360,403
628,291,2008,968,534,1391,403
665,291,2008,968,534,1391,403
680,281,2038,918,598,1382,403
675,255,2069,913,603,1315,403
635,279,2017,958,626,1184,403
589,330,1971,976,654,1135,403
582,343,1965,981,655,1141,350
588,355,1966,621,1015,1142,350
592,311,1940,665,1042,1169,350
590,295,1956,573,1138,1242,350
607,265,1986,562,1149,1123,295
582,290,1955,578,1164,1160,315
490,382,1939,594,1164,1229,389
487,384,1940,594,1164,1139,321
487,384,1940,594,1164,1021,319
486,385,1939,595,1164,1021,346
486,385,1883,651,1086,1019,244
486,390,1661,873,1056,962,248
530,393,1347,1187,1055,867,248
526,482,1181,1353,975,823,250
473,516,1182,1417,975,815,253
536,523,1139,1445,991,814,253
536,523,765,1765,1045,785,247
536,513,683,1795,1107,785,211
536,512,624,1853,1109,772,209
536,512,415,2031,1140,763,209
505,543,316,2130,1140,622,209
458,590,296,2088,1200,540,179
438,633,274,2086,1041,468,185
468,611,293,2089,930,369,228
519,611,293,2089,924,348,228
549,628,291,2008,968,320,228
514,665,291,2008,968,320,228
466,680,281,2038,918,320,228
466,675,255,2069,913,320,246
467,635,279,2017,958,320,259
462,589,330,1971,976,320,380
456,582,343,1965,981,313,538
437,588,355,1966,621,308,627
434,592,311,1940,665,281,636
439,590,295,1956,573,208,636
426,607,265,1986,562,204,643
457,582,290,1955,578,114,790
511,490,382,1939,594,18,709
581,487,384,1940,594,11,717
640,487,384,1940,594,20,731
720,486,385,1939,595,44,692
733,486,385,1883,651,44,703
743,486,390,1661,873,40,847
696,530,393,1347,1187,38,1129
611,526,482,1181,1353,38,1244
565,473,516,1182,1417,38,1244
494,536,523,1139,1445,59,1244
546,536,523,765,1765,60,1245
604,536,513,683,1795,61,1245
683,536,512,624,1853,80,1299
744,536,512,415,2031,281,1321
761,505,543,316,2130,322,1334
761,458,590,296,2088,364,1334
745,438,633,274,2086,496,1328
744,468,611,293,2089,625,1268
707,519,611,293,2089,625,1268
694,549,628,291,2008,620,1268
692,514,665,291,2008,625,1268
691,466,680,281,2038,626,1268
691,466,675,255,2069,628,1250
690,467,635,279,2017,629,1253
690,462,589,330,1971,631,1133
690,456,582,343,1965,631,975
690,437,588,355,1966,631,886
710,434,592,311,1940,631,882
710,439,590,295,1956,631,925
708,426,607,265,1986,632,926
705,457,582,290,1955,635,753
692,511,490,382,1939,635,748
648,581,487,384,1940,655,759
589,640,487,384,1940,646,745
525,720,486,385,1939,622,757
539,733,486,385,1883,627,744
543,743,486,390,1661,629,596
636,696,530,393,1347,629,347
636,611,526,482,1181,629,232
636,565,473,516,1182,629,229
636,494,536,523,1139,608,229
584,546,536,523,765,607,228
533,604,536,513,683,650,228
473,683,536,512,624,895,177
413,744,536,512,415,809,158
396,761,505,543,316,800,155
402,761,458,590,296,892,174
462,745,438,633,274,856,174
433,744,468,611,293,729,174
419,707,519,611,293,782,174
381,694,549,628,291,813,174
395,692,514,665,291,813,174
511,691,466,680,281,815,174
555,691,466,675,255,813,174
774,690,467,635,279,815,159
787,690,462,589,330,926,158
787,690,456,582,343,927,158
787,690,437,588,355,975,158
767,710,434,592,311,1042,153
762,710,439,590,295,1042,110
784,708,426,607,265,1119,102
789,705,457,582,290,1123,102
773,692,511,490,382,1123,102
773,648,581,487,384,1103,83
773,589,640,487,384,1105,83
757,525,720,486,385,1114,98
731,539,733,486,385,1245,195
712,543,743,486,390,1385,242
619,636,696,530,393,1423,220
619,636,611,526,482,1423,229
619,636,565,473,516,1423,229
685,636,494,536,523,1450,229
685,584,546,536,523,1519,229
678,533,604,536,513,1475,229
661,473,683,536,512,1211,227
663,413,744,536,512,1097,427
668,396,761,505,543,1069,517
693,402,761,458,590,937,516
626,462,745,438,633,841,517
626,433,744,468,611,839,587
675,419,707,519,611,786,617
681,381,694,549,628,755,638
673,395,692,514,665,750,653
595,511,691,466,680,747,653
551,555,691,466,675,747,653
332,774,690,467,635,744,678
319,787,690,462,589,631,710
327,787,690,456,582,630,710
368,787,690,437,588,582,849
369,767,710,434,592,515,851
367,762,710,439,590,515,927
343,784,708,426,607,437,1054
311,789,705,457,582,430,1054
286,773,692,511,490,430,1054
260,773,648,581,487,430,1054
260,773,589,640,487,448,1054
260,757,525,720,486,454,1027
259,731,539,733,486,369,930
293,712,543,743,486,460,883
293,619,636,696,530,430,872
316,619,636,611,526,431,861
316,619,636,565,473,553,861
250,685,636,494,536,526,861
285,685,584,546,536,513,861
396,678,533,604,536,513,861
443,661,473,683,536,513,860
487,663,413,744,536,512,657
488,668,396,761,505,512,557
517,693,402,761,458,620,731
540,626,462,745,438,620,866
540,626,433,744,468,628,796
491,675,419,707,519,628,766
485,681,381,694,549,644,885
492,673,395,692,514,676,870
822,595,511,691,466,680,1077
822,551,555,691,466,732,1116
822,332,774,690,467,756,1090
822,319,787,690,462,771,1092
814,327,787,690,456,775,1310
773,368,787,690,437,776,1171
770,369,767,710,434,776,1178
779,367,762,710,439,776,1144
813,343,784,708,426,776,1098
812,311,789,705,457,776,1180
812,286,773,692,511,776,1410
812,260,773,648,581,776,1516
812,260,773,589,640,764,1606
