amsterdam,arkona,basel,bilbao,bourges,bremen,caceres,castricum,deKooy,delft,gorlitz,ljubljana,lux,marseille,oberstdorf,paris,perpignan,potsdam,regensburg,santiago,strijen
3.231100607,2.654057183,3.393156147,2.029055982,3.531931383,3.119554399,0.84365401,2.949601341,2.844349859,2.944686218,2.793056226,3.157167518,3.472934054,1.133944675,3.606869665,3.28692836,0.693130967,2.810381954,3.221308718,1.341300791,3.469016396
236.0201691,170.6788076,203.0978364,502.0769819,177.1936907,187.1092772,528.9366357,248.9938519,234.7601894,254.4875469,199.8152392,372.5032294,210.488894,405.592625,415.7281862,163.5140299,713.6416189,177.3950059,170.5173204,1192.152633,200.2759735
