Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1,Accum_y-2
423,959,1761,494,716,1008,275,628,935,942,609
394,988,1719,536,716,947,276,688,931,771,542
519,989,1658,597,716,947,267,697,910,740,505
627,951,1696,597,716,947,228,736,901,806,506
708,770,1877,597,462,940,486,739,816,788,457
804,718,1921,605,462,919,507,700,692,845,569
858,717,1922,605,319,1062,507,700,689,797,618
1013,717,1922,522,340,1073,533,725,652,671,668
1046,717,1882,433,378,1164,533,725,652,628,674
1134,689,1565,777,344,1100,632,725,652,629,674
1138,689,1565,777,315,1129,632,725,652,639,674
1108,720,1453,885,319,1129,626,731,652,642,670
1034,722,1379,1024,299,1151,627,735,652,802,634
1034,634,1376,1110,304,1151,627,735,651,955,634
1035,634,1261,1225,304,1151,627,735,651,955,640
944,727,1249,1237,238,1151,693,735,651,955,642
909,762,1249,1237,238,1151,693,735,632,955,648
909,762,1249,1237,231,1158,693,735,625,955,657
924,762,1249,1199,267,1160,693,732,628,959,720
888,799,1247,1196,272,1160,693,552,782,1143,729
888,730,1206,1302,276,1160,693,475,820,1155,737
890,526,1386,1326,276,1160,693,471,824,1187,737
891,525,1387,1326,276,1160,693,471,824,1189,737
893,512,1212,1474,317,1088,765,471,804,1349,573
893,511,858,1829,317,958,866,500,797,1453,570
930,507,839,1722,447,953,871,373,790,1547,550
915,523,763,1777,468,931,893,311,807,1547,527
848,531,812,1787,468,852,972,289,784,1558,553
850,518,825,1784,471,724,1100,228,816,1538,508
849,385,959,1784,471,716,1106,198,821,1549,561
832,406,959,1761,494,716,1096,190,645,1473,654
820,423,959,1761,494,716,1008,275,628,1367,778
821,394,988,1719,536,716,947,276,688,1388,848
722,519,989,1658,597,716,947,267,697,1416,842
754,627,951,1696,597,716,947,228,736,1408,841
702,708,770,1877,597,462,940,486,739,1425,854
612,804,718,1921,605,462,919,507,700,1467,743
559,858,717,1922,605,319,1062,507,700,1437,694
410,1013,717,1922,522,340,1073,533,725,1438,644
388,1046,717,1882,433,378,1164,533,725,1438,636
306,1134,689,1565,777,344,1100,632,725,1437,641
302,1138,689,1565,777,315,1129,632,725,1427,641
332,1108,720,1453,885,319,1129,626,731,1424,637
347,1034,722,1379,1024,299,1151,627,735,1262,637
377,1034,634,1376,1110,304,1151,627,735,1107,643
480,1035,634,1261,1225,304,1151,627,735,1112,642
495,944,727,1249,1237,238,1151,693,735,1119,661
577,909,762,1249,1237,238,1151,693,735,1143,657
717,909,762,1249,1237,231,1158,693,735,1316,630
809,924,762,1249,1199,267,1160,693,732,1323,567
883,888,799,1247,1196,272,1160,693,552,1214,557
884,888,730,1206,1302,276,1160,693,475,1217,541
882,890,526,1386,1326,276,1160,693,471,1180,541
883,891,525,1387,1326,276,1160,693,471,1209,541
887,893,512,1212,1474,317,1088,765,471,1049,541
889,893,511,858,1829,317,958,866,500,1079,541
852,930,507,839,1722,447,953,871,373,1040,541
851,915,523,763,1777,468,931,893,311,1127,520
901,848,531,812,1787,468,852,972,289,1119,444
1010,850,518,825,1784,471,724,1100,228,1106,436
1092,849,385,959,1784,471,716,1106,198,1050,383
1091,832,406,959,1761,494,716,1096,190,1049,290
1086,820,423,959,1761,494,716,1008,275,974,169
1314,821,394,988,1719,536,716,947,276,919,99
1335,722,519,989,1658,597,716,947,267,886,98
1203,754,627,951,1696,597,716,947,228,802,98
1293,702,708,770,1877,597,462,940,486,798,85
1287,612,804,718,1921,605,462,919,507,706,84
1306,559,858,717,1922,605,319,1062,507,692,84
1325,410,1013,717,1922,522,340,1073,533,691,84
1365,388,1046,717,1882,433,378,1164,533,709,84
1364,306,1134,689,1565,777,344,1100,632,709,88
1415,302,1138,689,1565,777,315,1129,632,709,88
1384,332,1108,720,1453,885,319,1129,626,774,88
1369,347,1034,722,1379,1024,299,1151,627,845,81
1359,377,1034,634,1376,1110,304,1151,627,845,263
1255,480,1035,634,1261,1225,304,1151,627,840,365
1248,495,944,727,1249,1237,238,1151,693,833,356
1166,577,909,762,1249,1237,238,1151,693,815,354
1026,717,909,762,1249,1237,231,1158,693,645,381
919,809,924,762,1249,1199,267,1160,693,634,750
844,883,888,799,1247,1196,272,1160,693,602,750
868,884,888,730,1206,1302,276,1160,693,549,750
898,882,890,526,1386,1326,276,1160,693,549,750
896,883,891,525,1387,1326,276,1160,693,519,750
900,887,893,512,1212,1474,317,1088,765,535,750
928,889,893,511,858,1829,317,958,866,468,750
928,852,930,507,839,1722,447,953,871,417,750
928,851,915,523,763,1777,468,931,893,351,736
878,901,848,531,812,1787,468,852,972,357,736
770,1010,850,518,825,1784,471,724,1100,441,764
708,1092,849,385,959,1784,471,716,1106,604,771
705,1091,832,406,959,1761,494,716,1096,607,778
705,1086,820,423,959,1761,494,716,1008,644,775
476,1314,821,394,988,1719,536,716,947,644,775
428,1335,722,519,989,1658,597,716,947,641,786
428,1203,754,627,951,1696,597,716,947,641,786
309,1293,702,708,770,1877,597,462,940,628,888
311,1287,612,804,718,1921,605,462,919,621,1042
309,1306,559,858,717,1922,605,319,1062,622,1063
347,1325,410,1013,717,1922,522,340,1073,622,1083
316,1365,388,1046,717,1882,433,378,1164,601,1086
321,1364,306,1134,689,1565,777,344,1100,620,1077
351,1415,302,1138,689,1565,777,315,1129,627,1080
359,1384,332,1108,720,1453,885,319,1129,562,1148
359,1369,347,1034,722,1379,1024,299,1151,517,1139
339,1359,377,1034,634,1376,1110,304,1151,556,951
339,1255,480,1035,634,1261,1225,304,1151,556,848
337,1248,495,944,727,1249,1237,238,1151,556,837
337,1166,577,909,762,1249,1237,238,1151,570,837
337,1026,717,909,762,1249,1237,231,1158,574,835
337,919,809,924,762,1249,1199,267,1160,708,485
367,844,883,888,799,1247,1196,272,1160,708,485
342,868,884,888,730,1206,1302,276,1160,749,485
391,898,882,890,526,1386,1326,276,1160,778,485
399,896,883,891,525,1387,1326,276,1160,804,489
388,900,887,893,512,1212,1474,317,1088,982,489
358,928,889,893,511,858,1829,317,958,935,508
358,928,852,930,507,839,1722,447,953,931,510
358,928,851,915,523,763,1777,468,931,910,510
358,878,901,848,531,812,1787,468,852,901,632
355,770,1010,850,518,825,1784,471,724,816,672
378,708,1092,849,385,959,1784,471,716,692,720
378,705,1091,832,406,959,1761,494,716,689,713
378,705,1086,820,423,959,1761,494,716,652,765
378,476,1314,821,394,988,1719,536,716,652,780
378,428,1335,722,519,989,1658,597,716,652,837
370,428,1203,754,627,951,1696,597,716,652,838
370,309,1293,702,708,770,1877,597,462,652,743
388,311,1287,612,804,718,1921,605,462,652,592
375,309,1306,559,858,717,1922,605,319,651,571
312,347,1325,410,1013,717,1922,522,340,651,551
297,316,1365,388,1046,717,1882,433,378,651,548
296,321,1364,306,1134,689,1565,777,344,632,548
215,351,1415,302,1138,689,1565,777,315,625,545
219,359,1384,332,1108,720,1453,885,319,628,477
219,359,1369,347,1034,722,1379,1024,299,782,466
219,339,1359,377,1034,634,1376,1110,304,820,466
219,339,1255,480,1035,634,1261,1225,304,824,462
211,337,1248,495,944,727,1249,1237,238,824,534
211,337,1166,577,909,762,1249,1237,238,804,547
211,337,1026,717,909,762,1249,1237,231,797,571
211,337,919,809,924,762,1249,1199,267,790,600
181,367,844,883,888,799,1247,1196,272,807,622
181,342,868,884,888,730,1206,1302,276,784,648
102,391,898,882,890,526,1386,1326,276,816,654
94,399,896,883,891,525,1387,1326,276,821,650
124,388,900,887,893,512,1212,1474,317,645,650
154,358,928,889,893,511,858,1829,317,628,631
197,358,928,852,930,507,839,1722,447,688,629
259,358,928,851,915,523,763,1777,468,697,629
330,358,878,901,848,531,812,1787,468,736,507
330,355,770,1010,850,518,825,1784,471,739,439
297,378,708,1092,849,385,959,1784,471,700,384
297,378,705,1091,832,406,959,1761,494,700,388
297,378,705,1086,820,423,959,1761,494,725,340
297,378,476,1314,821,394,988,1719,536,725,326
297,378,428,1335,722,519,989,1658,597,725,258
297,370,428,1203,754,627,951,1696,597,725,257
317,370,309,1293,702,708,770,1877,597,731,250
297,388,311,1287,612,804,718,1921,605,735,247
292,375,309,1306,559,858,717,1922,605,735,247
292,312,347,1325,410,1013,717,1922,522,735,247
287,297,316,1365,388,1046,717,1882,433,735,290
295,296,321,1364,306,1134,689,1565,777,735,492
295,215,351,1415,302,1138,689,1565,777,735,578
283,219,359,1384,332,1108,720,1453,885,732,578
283,219,359,1369,347,1034,722,1379,1024,552,578
283,219,339,1359,377,1034,634,1376,1110,475,578
283,219,339,1255,480,1035,634,1261,1225,471,578
288,211,337,1248,495,944,727,1249,1237,471,505
314,211,337,1166,577,909,762,1249,1237,471,492
314,211,337,1026,717,909,762,1249,1237,500,448
314,211,337,919,809,924,762,1249,1199,373,471
314,181,367,844,883,888,799,1247,1196,311,451
352,181,342,868,884,888,730,1206,1302,289,479
360,102,391,898,882,890,526,1386,1326,228,473
390,94,399,896,883,891,525,1387,1326,198,473
360,124,388,900,887,893,512,1212,1474,190,473
330,154,358,928,889,893,511,858,1829,275,473
287,197,358,928,852,930,507,839,1722,276,473
225,259,358,928,851,915,523,763,1777,267,473
154,330,358,878,901,848,531,812,1787,228,475
154,330,355,770,1010,850,518,825,1784,486,475
144,297,378,708,1092,849,385,959,1784,507,475
144,297,378,705,1091,832,406,959,1761,507,476
186,297,378,705,1086,820,423,959,1761,533,540
186,297,378,476,1314,821,394,988,1719,533,683
186,297,378,428,1335,722,519,989,1658,632,721
186,297,370,428,1203,754,627,951,1696,632,776
179,317,370,309,1293,702,708,770,1877,626,776
187,297,388,311,1287,612,804,718,1921,627,935
187,292,375,309,1306,559,858,717,1922,627,983
187,292,312,347,1325,410,1013,717,1922,627,983
218,287,297,316,1365,388,1046,717,1882,693,945
255,295,296,321,1364,306,1134,689,1565,693,743
364,295,215,351,1415,302,1138,689,1565,693,662
425,283,219,359,1384,332,1108,720,1453,693,662
425,283,219,359,1369,347,1034,722,1379,693,703
433,283,219,339,1359,377,1034,634,1376,693,703
433,283,219,339,1255,480,1035,634,1261,693,703
428,288,211,337,1248,495,944,727,1249,693,703
402,314,211,337,1166,577,909,762,1249,765,703
402,314,211,337,1026,717,909,762,1249,866,709
402,314,211,337,919,809,924,762,1249,871,639
402,314,181,367,844,883,888,799,1247,893,648
364,352,181,342,868,884,888,730,1206,972,594
356,360,102,391,898,882,890,526,1386,1100,594
435,390,94,399,896,883,891,525,1387,1106,594
435,360,124,388,900,887,893,512,1212,1096,594
435,330,154,358,928,889,893,511,858,1008,594
488,287,197,358,928,852,930,507,839,947,594
488,225,259,358,928,851,915,523,763,947,594
528,154,330,358,878,901,848,531,812,947,592
630,154,330,355,770,1010,850,518,825,940,650
633,144,297,378,708,1092,849,385,959,919,685
648,144,297,378,705,1091,832,406,959,1062,684
611,186,297,378,705,1086,820,423,959,1073,661
674,186,297,378,476,1314,821,394,988,1164,711
674,186,297,378,428,1335,722,519,989,1100,757
711,186,297,370,428,1203,754,627,951,1129,702
698,179,317,370,309,1293,702,708,770,1129,702
690,187,297,388,311,1287,612,804,718,1151,543
726,187,292,375,309,1306,559,858,717,1151,879
741,187,292,312,347,1325,410,1013,717,1151,879
760,218,287,297,316,1365,388,1046,717,1151,874
754,255,295,296,321,1364,306,1134,689,1151,874
864,364,295,215,351,1415,302,1138,689,1158,869
811,425,283,219,359,1384,332,1108,720,1160,882
1097,425,283,219,359,1369,347,1034,722,1160,889
1101,433,283,219,339,1359,377,1034,634,1160,889
1102,433,283,219,339,1255,480,1035,634,1160,889
1104,428,288,211,337,1248,495,944,727,1160,889
1104,402,314,211,337,1166,577,909,762,1088,905
1105,402,314,211,337,1026,717,909,762,958,893
1105,402,314,211,337,919,809,924,762,953,892
1164,402,314,181,367,844,883,888,799,931,881
1164,364,352,181,342,868,884,888,730,852,888
1164,356,360,102,391,898,882,890,526,724,888
1055,435,390,94,399,896,883,891,525,716,888
1055,435,360,124,388,900,887,893,512,716,888
1055,435,330,154,358,928,889,893,511,716,888
1002,488,287,197,358,928,852,930,507,716,888
1002,488,225,259,358,928,851,915,523,716,888
962,528,154,330,358,878,901,848,531,716,898
860,630,154,330,355,770,1010,850,518,462,892
857,633,144,297,378,708,1092,849,385,462,896
859,648,144,297,378,705,1091,832,406,319,933
854,611,186,297,378,705,1086,820,423,340,888
812,674,186,297,378,476,1314,821,394,378,694
833,674,186,297,378,428,1335,722,519,344,655
811,711,186,297,370,428,1203,754,627,315,750
811,698,179,317,370,309,1293,702,708,319,750
937,690,187,297,388,311,1287,612,804,299,750
1032,726,187,292,375,309,1306,559,858,304,366
1032,741,187,292,312,347,1325,410,1013,304,471
989,760,218,287,297,316,1365,388,1046,238,490
946,754,255,295,296,321,1364,306,1134,238,508
729,864,364,295,215,351,1415,302,1138,231,511
735,811,425,283,219,359,1384,332,1108,267,498
451,1097,425,283,219,359,1369,347,1034,272,508
458,1101,433,283,219,339,1359,377,1034,276,705
457,1102,433,283,219,339,1255,480,1035,276,727
467,1104,428,288,211,337,1248,495,944,276,727
