Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6
756,472,645,844,250,526,861,840,472,660
756,468,598,807,285,513,861,749,512,794
769,518,597,794,396,513,861,726,552,825
809,482,493,934,443,513,860,726,599,926
997,506,503,937,487,512,657,726,610,938
940,542,525,921,488,512,557,721,610,898
936,546,525,921,517,620,731,691,645,900
931,551,525,920,540,620,866,691,645,840
938,551,507,938,540,628,796,691,645,840
947,551,506,916,491,628,766,691,646,859
944,554,504,890,485,644,885,691,646,864
858,579,565,797,492,676,870,691,658,863
857,550,595,793,822,680,1077,691,689,857
857,494,651,706,822,732,1116,691,689,805
857,450,673,728,822,756,1090,690,705,805
832,438,710,706,822,771,1092,668,649,805
811,389,780,684,814,775,1310,551,577,805
789,409,781,675,773,776,1171,450,508,772
725,473,778,610,770,776,1178,385,506,765
725,470,781,539,779,776,1144,480,506,670
607,591,781,537,813,776,1098,484,533,557
603,594,782,420,812,776,1180,464,533,551
609,594,782,409,812,776,1410,461,533,436
610,523,860,410,812,776,1516,466,533,416
618,557,785,485,812,764,1606,417,497,416
585,590,707,563,930,749,1747,344,497,391
584,591,698,572,1024,716,1843,272,487,388
568,607,675,555,991,485,1843,273,470,388
551,624,675,527,1016,477,1871,286,438,388
405,756,561,655,1053,514,1911,295,408,388
486,756,497,719,1053,410,1921,316,389,388
717,756,472,645,1053,410,1989,251,400,388
717,756,468,598,1018,354,2059,250,384,254
896,769,518,597,907,354,2314,295,359,223
883,809,482,493,858,354,2317,366,312,59
667,997,506,503,1022,354,2322,383,301,37
887,940,542,525,1062,410,2331,395,301,65
920,936,546,525,1003,301,2139,395,266,96
1176,931,551,525,980,314,2003,419,266,97
1208,938,551,507,980,339,2003,426,266,97
1211,947,551,506,980,356,2003,426,272,78
1219,944,554,504,1190,360,1868,426,273,73
1328,858,579,565,1177,424,1868,426,261,73
1364,857,550,595,809,421,1766,426,230,75
1402,857,494,651,824,391,1727,426,268,75
1415,857,450,673,824,454,1727,426,252,75
1415,832,438,710,824,543,1821,426,252,75
1415,811,389,780,824,540,1628,426,217,75
1415,789,409,781,824,539,1679,426,158,77
1415,725,473,778,824,539,1701,426,158,77
1415,725,470,781,826,539,1659,331,158,77
1412,607,591,781,792,539,1578,324,209,77
1562,603,594,782,792,552,1496,363,209,77
1588,609,594,782,792,552,1283,364,209,132
1596,610,523,860,792,552,1189,359,209,132
1758,618,557,785,792,544,1099,359,293,132
1816,585,590,707,674,544,959,359,350,132
1837,584,591,698,580,526,863,359,358,142
1971,568,607,675,579,587,863,364,358,142
1971,551,624,675,554,587,848,351,358,185
1971,405,756,561,494,549,866,342,358,276
1934,486,756,497,494,560,866,321,358,352
1703,717,756,472,494,603,870,247,324,352
1703,717,756,468,510,604,801,232,300,352
1461,896,769,518,523,605,546,187,285,352
1434,883,809,482,561,605,543,116,285,352
1425,667,997,506,354,605,538,131,285,352
1209,887,940,542,323,545,529,129,382,406
1205,920,936,546,332,544,529,129,443,395
949,1176,931,551,392,531,529,105,443,394
910,1208,938,551,400,498,529,220,443,508
898,1211,947,551,400,481,529,258,436,569
890,1219,944,554,190,461,524,363,436,632
781,1328,858,579,190,365,524,438,436,632
745,1364,857,550,265,364,419,438,436,630
707,1402,857,494,254,342,419,438,398,630
694,1415,857,450,326,255,419,438,398,630
694,1415,832,438,326,151,292,438,386,647
807,1415,811,389,384,150,288,438,386,647
967,1415,789,409,384,150,237,438,386,852
1123,1415,725,473,384,150,206,559,386,853
1123,1415,725,470,373,228,206,606,386,853
1123,1412,607,591,373,258,206,607,391,853
973,1562,603,594,373,246,207,568,472,864
941,1588,609,594,373,326,190,622,539,809
924,1596,610,523,406,326,178,622,539,830
820,1758,618,557,730,326,236,660,455,832
774,1816,585,590,731,326,263,763,440,833
754,1837,584,591,731,326,401,804,439,829
620,1971,568,607,731,263,416,846,474,829
620,1971,551,624,731,263,473,900,474,786
620,1971,405,756,731,263,416,902,474,695
678,1934,486,756,731,236,656,902,474,619
793,1703,717,756,731,376,584,902,475,619
794,1703,717,756,715,486,583,902,581,619
799,1461,896,769,702,491,583,902,581,619
799,1434,883,809,664,534,583,902,656,630
987,1425,667,997,660,534,583,870,656,709
982,1209,887,940,645,598,586,860,620,689
953,1205,920,936,635,603,586,860,740,793
953,949,1176,931,575,626,586,860,742,825
953,910,1208,938,567,654,586,738,780,877
953,898,1211,947,567,655,586,700,814,816
963,890,1219,944,567,1015,651,678,820,832
963,781,1328,858,567,1042,679,614,863,832
963,745,1364,857,492,1138,679,624,863,953
966,707,1402,857,567,1149,679,624,865,964
1150,694,1415,857,495,1164,679,624,953,968
1162,694,1415,832,546,1164,678,624,955,965
1050,807,1415,811,488,1164,657,624,956,1015
917,967,1415,789,489,1164,657,624,956,900
800,1123,1415,725,532,1164,657,569,956,950
800,1123,1415,725,579,1086,657,526,956,951
802,1123,1412,607,621,1056,657,525,873,951
802,973,1562,603,647,1055,656,521,792,940
805,941,1588,609,648,975,656,466,801,1086
805,924,1596,610,630,975,656,466,802,1067
723,820,1758,618,368,991,598,428,803,1065
713,774,1816,585,380,1045,570,484,892,1064
910,754,1837,584,411,1107,432,443,885,1058
912,620,1971,568,554,1109,417,395,850,1058
1092,620,1971,551,688,1140,347,341,850,1058
1102,620,1971,405,705,1140,346,801,902,1058
1062,678,1934,486,813,1200,96,801,903,1058
947,793,1703,717,838,1041,96,801,1132,1071
946,794,1703,717,898,930,96,823,1042,1078
993,799,1461,896,899,924,96,838,1079,1078
993,799,1434,883,899,968,96,838,1006,1067
805,987,1425,667,899,968,276,838,1008,988
979,982,1209,887,933,918,355,838,947,915
1110,953,1205,920,946,913,372,838,766,789
1216,953,949,1176,948,958,443,838,764,757
1221,953,910,1208,952,976,558,838,726,591
1221,953,898,1211,952,981,646,838,692,591
1211,963,890,1219,952,621,601,755,685,512
1211,963,781,1328,952,665,597,744,642,512
1259,963,745,1364,952,573,684,743,642,391
1263,966,707,1402,873,562,689,763,640,380
1079,1150,694,1415,873,578,689,807,552,376
1160,1162,694,1415,822,594,689,810,569,362
1174,1050,807,1415,822,594,689,834,568,312
1147,917,967,1415,834,594,689,926,568,220
1108,800,1123,1415,791,595,689,884,568,169
1108,800,1123,1415,829,651,689,880,568,239
1137,802,1123,1412,796,873,689,880,568,333
1137,802,973,1562,936,1187,689,874,568,416
1147,805,941,1588,944,1353,689,874,494,310
1147,805,924,1596,929,1417,689,876,493,320
1133,723,820,1758,867,1445,689,884,500,377
1138,713,774,1816,854,1765,689,744,414,387
941,910,754,1837,823,1795,689,816,457,452
1098,912,620,1971,748,1853,689,816,457,580
952,1092,620,1971,618,2031,689,831,457,637
1081,1102,620,1971,613,2130,689,398,469,637
1073,1062,678,1934,720,2088,689,402,468,637
1128,947,793,1703,696,2086,689,403,296,624
1134,946,794,1703,636,2089,718,502,280,617
1205,993,799,1461,663,2089,822,569,243,617
1292,993,799,1434,667,2008,1028,637,241,622
1391,805,987,1425,667,2008,849,671,239,681
1271,979,982,1209,636,2038,779,706,251,681
1161,1110,953,1205,657,2069,899,706,251,716
1055,1216,953,949,677,2017,844,713,251,790
1050,1221,953,910,691,1971,750,967,251,790
1195,1221,953,898,691,1965,735,1073,251,790
1247,1211,963,890,691,1966,717,1124,251,803
1252,1211,963,781,693,1940,693,1124,266,815
1231,1259,963,745,693,1956,611,1115,336,885
1226,1263,966,707,698,1986,615,1095,369,889
1235,1079,1150,694,700,1955,615,1051,404,892
1142,1160,1162,694,700,1939,615,1176,385,931
1159,1174,1050,807,705,1940,630,1176,398,958
1172,1147,917,967,696,1940,673,1194,411,963
1242,1108,800,1123,696,1939,675,1170,411,963
1354,1108,800,1123,614,1883,675,1170,411,1002
1467,1137,802,1123,614,1661,675,1180,411,908
1467,1137,802,973,470,1347,675,1188,411,825
1550,1147,805,941,469,1181,675,1291,409,785
1616,1147,805,924,469,1182,675,1291,411,788
1650,1133,723,820,481,1139,694,1283,425,731
1643,1138,713,774,481,765,743,1264,380,721
1642,941,910,754,481,683,847,1259,337,656
1483,1098,912,620,413,624,877,1266,337,528
1503,952,1092,620,415,415,878,1254,337,471
1409,1081,1102,620,414,316,977,1246,295,471
1355,1073,1062,678,221,296,982,1303,296,492
1303,1128,947,793,226,274,982,1349,238,553
1297,1134,946,794,226,293,953,1252,238,587
1228,1205,993,799,200,293,849,1170,238,631
1244,1292,993,799,246,291,645,1102,247,651
1164,1391,805,987,259,291,644,1068,247,622
1110,1271,979,982,312,281,641,1033,235,681
1242,1161,1110,953,291,255,571,1033,235,648
1276,1055,1216,953,420,279,686,1026,235,576
1290,1050,1221,953,695,330,714,772,235,576
1181,1195,1221,953,816,343,642,719,235,603
1251,1247,1211,963,847,355,644,668,235,609
1263,1252,1211,963,850,311,644,668,220,597
1249,1231,1259,963,850,295,639,668,150,530
1247,1226,1263,966,864,265,753,723,117,526
1271,1235,1079,1150,980,290,806,729,86,529
1272,1142,1160,1162,1141,382,833,613,86,491
1240,1159,1174,1050,1136,384,915,657,191,471
1227,1172,1147,917,1132,384,990,549,249,466
1157,1242,1108,800,1132,385,988,561,331,466
1046,1354,1108,800,1139,385,990,665,530,356
903,1467,1137,802,1158,390,1051,655,561,356
962,1467,1137,802,1317,393,1148,647,561,357
918,1550,1147,805,1478,482,1192,544,561,366
884,1616,1147,805,1559,516,1200,542,559,546
854,1650,1133,723,1617,523,1182,542,537,618
869,1643,1138,713,1620,523,1162,548,537,710
869,1642,941,910,1625,513,1058,517,542,753
870,1483,1098,912,1632,512,1041,512,547,801
946,1503,952,1092,1633,512,1049,509,547,809
939,1409,1081,1102,1622,543,1091,488,525,820
948,1355,1073,1062,1600,590,1168,457,524,800
1147,1303,1128,947,1671,633,1240,410,524,739
1391,1297,1134,946,1671,611,1339,403,524,705
1343,1228,1205,993,1691,611,1360,403,525,665
1240,1244,1292,993,1641,628,1391,403,522,640
1221,1164,1391,805,1668,665,1391,403,522,657
1222,1110,1271,979,1615,680,1382,403,531,614
1104,1242,1161,1110,1602,675,1315,403,549,682
1070,1276,1055,1216,1451,635,1184,403,549,711
1056,1290,1050,1221,1158,589,1135,403,550,747
1020,1181,1195,1221,1037,582,1141,350,550,720
898,1251,1247,1211,1006,588,1142,350,550,711
881,1263,1252,1211,1001,592,1169,350,550,712
868,1249,1231,1259,1001,590,1242,350,550,709
871,1247,1226,1263,982,607,1123,295,550,709
851,1271,1235,1079,865,582,1160,315,546,808
863,1272,1142,1160,705,490,1229,389,546,807
868,1240,1159,1174,705,487,1139,321,428,823
954,1227,1172,1147,719,487,1021,319,357,853
1036,1157,1242,1108,727,486,1021,346,275,1387
1124,1046,1354,1108,719,486,1019,244,78,1509
1188,903,1467,1137,691,486,962,248,52,1525
1172,962,1467,1137,510,530,867,248,52,1816
1200,918,1550,1147,341,526,823,250,73,1921
1205,884,1616,1147,260,473,815,253,73,1762
1197,854,1650,1133,199,536,814,253,73,1930
1182,869,1643,1138,284,536,785,247,73,2053
1182,869,1642,941,293,536,785,211,68,2024
1181,870,1483,1098,286,536,772,209,63,1976
1051,946,1503,952,279,536,763,209,63,1983
1036,939,1409,1081,295,505,622,209,123,2023
1092,948,1355,1073,295,458,540,179,124,2022
999,1147,1303,1128,219,438,468,185,124,2035
839,1391,1297,1134,219,468,369,228,124,2035
907,1343,1228,1205,220,519,348,228,123,2036
956,1240,1244,1292,248,549,320,228,117,2036
985,1221,1164,1391,301,514,320,228,122,2008
987,1222,1110,1271,302,466,320,228,113,1997
952,1104,1242,1161,389,466,320,246,121,1967
952,1070,1276,1055,389,467,320,259,124,1992
1144,1056,1290,1050,411,462,320,380,297,1991
1147,1020,1181,1195,433,456,313,538,304,2022
1147,898,1251,1247,443,437,308,627,308,2019
1147,881,1263,1252,511,434,281,636,308,2226
1157,868,1249,1231,582,439,208,636,353,2271
1154,871,1247,1226,584,426,204,643,378,2320
1141,851,1271,1235,700,457,114,790,534,2221
1128,863,1272,1142,710,511,18,709,569,2298
1123,868,1240,1159,710,581,11,717,723,2325
1051,954,1227,1172,696,640,20,731,723,2312
980,1036,1157,1242,688,720,44,692,723,1778
924,1124,1046,1354,686,733,44,703,724,1715
859,1188,903,1467,726,743,40,847,719,1732
817,1172,962,1467,754,696,38,1129,719,1464
744,1200,918,1550,754,611,38,1244,733,1356
707,1205,884,1616,754,565,38,1244,733,1320
729,1197,854,1650,844,494,59,1244,735,1080
769,1182,869,1643,807,546,60,1245,751,874
769,1182,869,1642,794,604,61,1245,751,935
820,1181,870,1483,934,683,80,1299,751,978
897,1051,946,1503,937,744,281,1321,751,963
874,1036,939,1409,921,761,322,1334,691,970
823,1092,948,1355,921,761,364,1334,690,994
753,999,1147,1303,920,745,496,1328,697,981
727,839,1391,1297,938,744,625,1268,697,1003
670,907,1343,1228,916,707,625,1268,697,998
668,956,1240,1244,890,694,620,1268,697,998
708,985,1221,1164,797,692,625,1268,692,979
758,987,1222,1110,793,691,626,1268,692,974
780,952,1104,1242,706,691,628,1250,666,934
851,952,1070,1276,728,690,629,1253,663,878
717,1144,1056,1290,706,690,631,1133,489,888
723,1147,1020,1181,684,690,631,975,482,884
794,1147,898,1251,675,690,631,886,478,1047
819,1147,881,1263,610,710,631,882,478,952
815,1157,868,1249,539,710,631,925,433,1012
923,1154,871,1247,537,708,632,926,423,969
1135,1141,851,1271,420,705,635,753,339,967
1167,1128,863,1272,409,692,635,748,345,890
1219,1123,868,1240,410,648,655,759,205,840
1280,1051,954,1227,485,589,646,745,205,823
1305,980,1036,1157,563,525,622,757,205,854
1272,924,1124,1046,572,539,627,744,239,806
1285,859,1188,903,555,543,629,596,240,834
1404,817,1172,962,527,636,629,347,240,834
1400,744,1200,918,655,636,629,232,224,859
1400,707,1205,884,719,636,629,229,236,859
1378,729,1197,854,645,636,608,229,234,918
1338,769,1182,869,598,584,607,228,218,910
1355,769,1182,869,597,533,650,228,218,835
1322,820,1181,870,493,473,895,177,218,792
1341,897,1051,946,503,413,809,158,229,792
1375,874,1036,939,525,396,800,155,229,734
1426,823,1092,948,525,402,892,174,229,711
1424,753,999,1147,525,462,856,174,222,711
1374,727,839,1391,507,433,729,174,222,689
1441,670,907,1343,506,419,782,174,222,689
1452,668,956,1240,504,381,813,174,222,731
1384,708,985,1221,565,395,813,174,228,731
1331,758,987,1222,595,511,815,174,240,731
1309,780,952,1104,651,555,813,174,240,731
1336,851,952,1070,673,774,815,159,240,731
1330,717,1144,1056,710,787,926,158,240,724
1334,723,1147,1020,780,787,927,158,240,700
1263,794,1147,898,781,787,975,158,240,609
1263,819,1147,881,778,767,1042,153,240,683
1267,815,1157,868,781,762,1042,110,240,679
1161,923,1154,871,781,784,1119,102,225,719
952,1135,1141,851,782,789,1123,102,153,716
920,1167,1128,863,782,773,1123,102,112,716
868,1219,1123,868,860,773,1103,83,106,716
1064,1280,1051,954,785,773,1105,83,110,716
1087,1305,980,1036,707,757,1114,98,110,745
1117,1272,924,1124,698,731,1245,195,73,772
1123,1285,859,1188,675,712,1385,242,72,711
1057,1404,817,1172,675,619,1423,220,80,687
1209,1400,744,1200,561,619,1423,229,61,708
1209,1400,707,1205,497,619,1423,229,49,726
1209,1378,729,1197,472,685,1450,229,53,667
1288,1338,769,1182,468,685,1519,229,160,666
1271,1355,769,1182,518,678,1475,229,183,666
1253,1322,820,1181,482,661,1211,227,183,666
1157,1341,897,1051,506,663,1097,427,172,666
1123,1375,874,1036,542,668,1069,517,177,666
1058,1426,823,1092,546,693,937,516,207,665
1021,1424,753,999,551,626,841,517,207,665
1013,1374,727,839,551,626,839,587,207,665
929,1441,670,907,551,675,786,617,207,665
871,1452,668,956,554,681,755,638,207,623
870,1384,708,985,579,673,750,653,201,623
870,1331,758,987,550,595,747,653,189,623
881,1309,780,952,494,551,747,653,189,623
787,1336,851,952,450,332,744,678,190,623
779,1330,717,1144,438,319,631,710,212,653
769,1334,723,1147,389,327,630,710,329,757
785,1263,794,1147,409,368,582,849,430,806
760,1263,819,1147,473,369,515,851,495,621
750,1267,815,1157,470,367,515,927,495,520
748,1161,923,1154,591,343,437,1054,498,474
745,952,1135,1141,594,311,430,1054,528,473
745,920,1167,1128,594,286,430,1054,531,473
745,868,1219,1123,523,260,430,1054,523,473
474,1064,1280,1051,557,260,448,1054,568,509
415,1087,1305,980,590,260,454,1027,641,449
385,1117,1272,924,591,259,369,930,713,421
366,1123,1285,859,607,293,460,883,713,438
312,1057,1404,817,624,293,430,872,705,470
157,1209,1400,744,756,316,431,861,705,448
157,1209,1400,707,756,316,553,861,705,449
159,1209,1378,729,756,250,526,861,840,472
90,1288,1338,769,756,285,513,861,749,512
117,1271,1355,769,769,396,513,861,726,552
117,1253,1322,820,809,443,513,860,726,599
117,1157,1341,897,997,487,512,657,726,610
117,1123,1375,874,940,488,512,557,721,610
208,1058,1426,823,936,517,620,731,691,645
222,1021,1424,753,931,540,620,866,691,645
222,1013,1374,727,938,540,628,796,691,645
356,929,1441,670,947,491,628,766,691,646
364,871,1452,668,944,485,644,885,691,646
364,870,1384,708,858,492,676,870,691,658
364,870,1331,758,857,822,680,1077,691,689
353,881,1309,780,857,822,732,1116,691,689
666,787,1336,851,857,822,756,1090,690,705
678,779,1330,717,832,822,771,1092,668,649
748,769,1334,723,811,814,775,1310,551,577
733,785,1263,794,789,773,776,1171,450,508
733,760,1263,819,725,770,776,1178,385,506
733,750,1267,815,725,779,776,1144,480,506
733,748,1161,923,607,813,776,1098,484,533
733,745,952,1135,603,812,776,1180,464,533
733,745,920,1167,609,812,776,1410,461,533
733,745,868,1219,610,812,776,1516,466,533
733,474,1064,1280,618,812,764,1606,417,497
757,415,1087,1305,585,930,749,1747,344,497
791,385,1117,1272,584,1024,716,1843,272,487
791,366,1123,1285,568,991,485,1843,273,470
791,312,1057,1404,551,1016,477,1871,286,438
793,157,1209,1400,405,1053,514,1911,295,408
793,157,1209,1400,486,1053,410,1921,316,389
791,159,1209,1378,717,1053,410,1989,251,400
781,90,1288,1338,717,1018,354,2059,250,384
754,117,1271,1355,896,907,354,2314,295,359
772,117,1253,1322,883,858,354,2317,366,312
929,117,1157,1341,667,1022,354,2322,383,301
937,117,1123,1375,887,1062,410,2331,395,301
846,208,1058,1426,920,1003,301,2139,395,266
832,222,1021,1424,1176,980,314,2003,419,266
854,222,1013,1374,1208,980,339,2003,426,266
721,356,929,1441,1211,980,356,2003,426,272
759,364,871,1452,1219,1190,360,1868,426,273
1039,364,870,1384,1328,1177,424,1868,426,261
1156,364,870,1331,1364,809,421,1766,426,230
1165,353,881,1309,1402,824,391,1727,426,268
848,666,787,1336,1415,824,454,1727,426,252
834,678,779,1330,1415,824,543,1821,426,252
820,748,769,1334,1415,824,540,1628,426,217
890,733,785,1263,1415,824,539,1679,426,158
893,733,760,1263,1415,824,539,1701,426,158
893,733,750,1267,1415,826,539,1659,331,158
893,733,748,1161,1412,792,539,1578,324,209
909,733,745,952,1562,792,552,1496,363,209
909,733,745,920,1588,792,552,1283,364,209
909,733,745,868,1596,792,552,1189,359,209
909,733,474,1064,1758,792,544,1099,359,293
885,757,415,1087,1816,674,544,959,359,350
851,791,385,1117,1837,580,526,863,359,358
851,791,366,1123,1971,579,587,863,364,358
851,791,312,1057,1971,554,587,848,351,358
849,793,157,1209,1971,494,549,866,342,358
849,793,157,1209,1934,494,560,866,321,358
853,791,159,1209,1703,494,603,870,247,324
902,781,90,1288,1703,510,604,801,232,300
930,754,117,1271,1461,523,605,546,187,285
947,772,117,1253,1434,561,605,543,116,285
856,929,117,1157,1425,354,605,538,131,285
1001,937,117,1123,1209,323,545,529,129,382
1002,846,208,1058,1205,332,544,529,129,443
1003,832,222,1021,949,392,531,529,105,443
993,854,222,1013,910,400,498,529,220,443
992,721,356,929,898,400,481,529,258,436
946,759,364,871,890,190,461,524,363,436
666,1039,364,870,781,190,365,524,438,436
549,1156,364,870,745,265,364,419,438,436
540,1165,353,881,707,254,342,419,438,398
589,848,666,787,694,326,255,419,438,398
551,834,678,779,694,326,151,292,438,386
525,820,748,769,807,384,150,288,438,386
458,890,733,785,967,384,150,237,438,386
455,893,733,760,1123,384,150,206,559,386
455,893,733,750,1123,373,228,206,606,386
455,893,733,748,1123,373,258,206,607,391
439,909,733,745,973,373,246,207,568,472
439,909,733,745,941,373,326,190,622,539
439,909,733,745,924,406,326,178,622,539
439,909,733,474,820,730,326,236,660,455
439,885,757,415,774,731,326,263,763,440
439,851,791,385,754,731,326,401,804,439
439,851,791,366,620,731,263,416,846,474
454,851,791,312,620,731,263,473,900,474
469,849,793,157,620,731,263,416,902,474
469,849,793,157,678,731,236,656,902,474
465,853,791,159,793,731,376,584,902,475
527,902,781,90,794,715,486,583,902,581
569,930,754,117,799,702,491,583,902,581
535,947,772,117,799,664,534,583,902,656
647,856,929,117,987,660,534,583,870,656
519,1001,937,117,982,645,598,586,860,620
545,1002,846,208,953,635,603,586,860,740
574,1003,832,222,953,575,626,586,860,742
568,993,854,222,953,567,654,586,738,780
575,992,721,356,953,567,655,586,700,814
577,946,759,364,963,567,1015,651,678,820
709,666,1039,364,963,567,1042,679,614,863
711,549,1156,364,963,492,1138,679,624,863
794,540,1165,353,966,567,1149,679,624,865
782,589,848,666,1150,495,1164,679,624,953
778,551,834,678,1162,546,1164,678,624,955
745,525,820,748,1050,488,1164,657,624,956
1020,458,890,733,917,489,1164,657,624,956
1022,455,893,733,800,532,1164,657,569,956
1024,455,893,733,800,579,1086,657,526,956
1024,455,893,733,802,621,1056,657,525,873
1024,439,909,733,802,647,1055,656,521,792
1024,439,909,733,805,648,975,656,466,801
1024,439,909,733,805,630,975,656,466,802
1123,439,909,733,723,368,991,598,428,803
1123,439,885,757,713,380,1045,570,484,892
1123,439,851,791,910,411,1107,432,443,885
1158,439,851,791,912,554,1109,417,395,850
1143,454,851,791,1092,688,1140,347,341,850
1203,469,849,793,1102,705,1140,346,801,902
1372,469,849,793,1062,813,1200,96,801,903
1419,465,853,791,947,838,1041,96,801,1132
1309,527,902,781,946,898,930,96,823,1042
1241,569,930,754,993,899,924,96,838,1079
1272,535,947,772,993,899,968,96,838,1006
1114,647,856,929,805,899,968,276,838,1008
1096,519,1001,937,979,933,918,355,838,947
1069,545,1002,846,1110,946,913,372,838,766
1039,574,1003,832,1216,948,958,443,838,764
1034,568,993,854,1221,952,976,558,838,726
1027,575,992,721,1221,952,981,646,838,692
1025,577,946,759,1211,952,621,601,755,685
901,709,666,1039,1211,952,665,597,744,642
904,711,549,1156,1259,952,573,684,743,642
821,794,540,1165,1263,873,562,689,763,640
784,782,589,848,1079,873,578,689,807,552
819,778,551,834,1160,822,594,689,810,569
819,745,525,820,1174,822,594,689,834,568
541,1020,458,890,1147,834,594,689,926,568
553,1022,455,893,1108,791,595,689,884,568
552,1024,455,893,1108,829,651,689,880,568
598,1024,455,893,1137,796,873,689,880,568
616,1024,439,909,1137,936,1187,689,874,568
616,1024,439,909,1147,944,1353,689,874,494
616,1024,439,909,1147,929,1417,689,876,493
529,1123,439,909,1133,867,1445,689,884,500
530,1123,439,885,1138,854,1765,689,744,414
530,1123,439,851,941,823,1795,689,816,457
495,1158,439,851,1098,748,1853,689,816,457
519,1143,454,851,952,618,2031,689,831,457
444,1203,469,849,1081,613,2130,689,398,469
275,1372,469,849,1073,720,2088,689,402,468
228,1419,465,853,1128,696,2086,689,403,296
227,1309,527,902,1134,636,2089,718,502,280
225,1241,569,930,1205,663,2089,822,569,243
247,1272,535,947,1292,667,2008,1028,637,241
356,1114,647,856,1391,667,2008,849,671,239
502,1096,519,1001,1271,636,2038,779,706,251
505,1069,545,1002,1161,657,2069,899,706,251
505,1039,574,1003,1055,677,2017,844,713,251
504,1034,568,993,1050,691,1971,750,967,251
527,1027,575,992,1195,691,1965,735,1073,251
527,1025,577,946,1247,691,1966,717,1124,251
520,901,709,666,1252,693,1940,693,1124,266
515,904,711,549,1231,693,1956,611,1115,336
515,821,794,540,1226,698,1986,615,1095,369
515,784,782,589,1235,700,1955,615,1051,404
480,819,778,551,1142,700,1939,615,1176,385
480,819,745,525,1159,705,1940,630,1176,398
479,541,1020,458,1172,696,1940,673,1194,411
465,553,1022,455,1242,696,1939,675,1170,411
535,552,1024,455,1354,614,1883,675,1170,411
494,598,1024,455,1467,614,1661,675,1180,411
512,616,1024,439,1467,470,1347,675,1188,411
551,616,1024,439,1550,469,1181,675,1291,409
611,616,1024,439,1616,469,1182,675,1291,411
631,529,1123,439,1650,481,1139,694,1283,425
631,530,1123,439,1643,481,765,743,1264,380
713,530,1123,439,1642,481,683,847,1259,337
796,495,1158,439,1483,413,624,877,1266,337
788,519,1143,454,1503,415,415,878,1254,337
801,444,1203,469,1409,414,316,977,1246,295
812,275,1372,469,1355,221,296,982,1303,296
856,228,1419,465,1303,226,274,982,1349,238
898,227,1309,527,1297,226,293,953,1252,238
898,225,1241,569,1228,200,293,849,1170,238
844,247,1272,535,1244,246,291,645,1102,247
715,356,1114,647,1164,259,291,644,1068,247
562,502,1096,519,1110,312,281,641,1033,235
559,505,1069,545,1242,291,255,571,1033,235
559,505,1039,574,1276,420,279,686,1026,235
559,504,1034,568,1290,695,330,714,772,235
536,527,1027,575,1181,816,343,642,719,235
536,527,1025,577,1251,847,355,644,668,235
535,520,901,709,1263,850,311,644,668,220
535,515,904,711,1249,850,295,639,668,150
535,515,821,794,1247,864,265,753,723,117
535,515,784,782,1271,980,290,806,729,86
537,480,819,778,1272,1141,382,833,613,86
537,480,819,745,1240,1136,384,915,657,191
552,479,541,1020,1227,1132,384,990,549,249
564,465,553,1022,1157,1132,385,988,561,331
493,535,552,1024,1046,1139,385,990,665,530
496,494,598,1024,903,1158,390,1051,655,561
547,512,616,1024,962,1317,393,1148,647,561
508,551,616,1024,918,1478,482,1192,544,561
496,611,616,1024,884,1559,516,1200,542,559
609,631,529,1123,854,1617,523,1182,542,537
763,631,530,1123,869,1620,523,1162,548,537
681,713,530,1123,869,1625,513,1058,517,542
598,796,495,1158,870,1632,512,1041,512,547
582,788,519,1143,946,1633,512,1049,509,547
569,801,444,1203,939,1622,543,1091,488,525
558,812,275,1372,948,1600,590,1168,457,524
514,856,228,1419,1147,1671,633,1240,410,524
472,898,227,1309,1391,1671,611,1339,403,524
472,898,225,1241,1343,1691,611,1360,403,525
472,844,247,1272,1240,1641,628,1391,403,522
472,715,356,1114,1221,1668,665,1391,403,522
472,562,502,1096,1222,1615,680,1382,403,531
472,559,505,1069,1104,1602,675,1315,403,549
472,559,505,1039,1070,1451,635,1184,403,549
472,559,504,1034,1056,1158,589,1135,403,550
472,536,527,1027,1020,1037,582,1141,350,550
472,536,527,1025,898,1006,588,1142,350,550
507,535,520,901,881,1001,592,1169,350,550
517,535,515,904,868,1001,590,1242,350,550
517,535,515,821,871,982,607,1123,295,550
517,535,515,784,851,865,582,1160,315,546
563,537,480,819,863,705,490,1229,389,546
586,537,480,819,868,705,487,1139,321,428
573,552,479,541,954,719,487,1021,319,357
572,564,465,553,1036,727,486,1021,346,275
650,493,535,552,1124,719,486,1019,244,78
701,496,494,598,1188,691,486,962,248,52
650,547,512,616,1172,510,530,867,248,52
767,508,551,616,1200,341,526,823,250,73
777,496,611,616,1205,260,473,815,253,73
642,609,631,529,1197,199,536,814,253,73
487,763,631,530,1182,284,536,785,247,73
487,681,713,530,1182,293,536,785,211,68
490,598,796,495,1181,286,536,772,209,63
491,582,788,519,1051,279,536,763,209,63
491,569,801,444,1036,295,505,622,209,123
491,558,812,275,1092,295,458,540,179,124
495,514,856,228,999,219,438,468,185,124
541,472,898,227,839,219,468,369,228,124
546,472,898,225,907,220,519,348,228,123
592,472,844,247,956,248,549,320,228,117
607,472,715,356,985,301,514,320,228,122
870,472,562,502,987,302,466,320,228,113
