Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1,Accum_y-2,Accum_y-3
276,1160,693,471,824,556,840,1112,727,793,1197
276,1160,693,471,824,556,833,1119,727,793,1155
317,1088,765,471,804,570,815,1143,711,622,1084
317,958,866,500,797,574,645,1316,749,801,962
447,953,871,373,790,708,634,1323,749,854,992
468,931,893,311,807,708,602,1214,754,854,995
468,852,972,289,784,749,549,1217,747,854,987
471,724,1100,228,816,778,549,1180,747,854,984
471,716,1106,198,821,804,519,1209,747,869,936
494,716,1096,190,645,982,535,1049,786,704,834
494,716,1008,275,628,935,468,1079,786,690,659
536,716,947,276,688,931,417,1040,786,904,625
597,716,947,267,697,910,351,1127,786,904,565
597,716,947,228,736,901,357,1119,776,904,840
597,462,940,486,739,816,441,1106,743,864,881
605,462,919,507,700,692,604,1050,704,879,810
605,319,1062,507,700,689,607,1049,663,879,899
522,340,1073,533,725,652,644,974,832,874,907
433,378,1164,533,725,652,644,919,855,828,906
777,344,1100,632,725,652,641,886,810,877,903
777,315,1129,632,725,652,641,802,935,880,901
885,319,1129,626,731,652,628,798,935,880,901
1024,299,1151,627,735,652,621,706,935,888,952
1110,304,1151,627,735,651,622,692,935,869,1009
1225,304,1151,627,735,651,622,691,830,865,1035
1237,238,1151,693,735,651,601,709,811,864,1035
1237,238,1151,693,735,632,620,709,793,839,1028
1237,231,1158,693,735,625,627,709,790,812,963
1199,267,1160,693,732,628,562,774,793,809,974
1196,272,1160,693,552,782,517,845,735,922,1304
1302,276,1160,693,475,820,556,845,538,922,1268
1326,276,1160,693,471,824,556,840,516,941,1267
1326,276,1160,693,471,824,556,833,533,943,1267
1474,317,1088,765,471,804,570,815,533,871,1267
1829,317,958,866,500,797,574,645,495,692,1267
1722,447,953,871,373,790,708,634,495,639,1223
1777,468,931,893,311,807,708,602,490,639,1179
1787,468,852,972,289,784,749,549,490,639,1179
1784,471,724,1100,228,816,778,549,490,639,1179
1784,471,716,1106,198,821,804,519,591,627,1179
1761,494,716,1096,190,645,982,535,552,685,1087
1761,494,716,1008,275,628,935,468,626,687,1196
1719,536,716,947,276,688,931,417,816,473,1202
1658,597,716,947,267,697,910,351,819,683,1207
1696,597,716,947,228,736,901,357,819,741,912
1877,597,462,940,486,739,816,441,800,758,871
1921,605,462,919,507,700,692,604,800,713,847
1922,605,319,1062,507,700,689,607,800,713,751
1922,522,340,1073,533,725,652,644,631,713,771
1882,433,378,1164,533,725,652,644,608,707,772
1565,777,344,1100,632,725,652,641,608,1057,767
1565,777,315,1129,632,725,652,641,389,1283,767
1453,885,319,1129,626,731,652,628,482,1283,767
1379,1024,299,1151,627,735,652,621,482,1275,716
1376,1110,304,1151,627,735,651,622,482,1274,659
1261,1225,304,1151,627,735,651,622,482,1268,710
1249,1237,238,1151,693,735,651,601,482,1268,729
1249,1237,238,1151,693,735,632,620,482,1227,679
1249,1237,231,1158,693,735,625,627,576,1209,668
1249,1199,267,1160,693,732,628,562,573,1209,590
1247,1196,272,1160,693,552,782,517,573,1096,256
1206,1302,276,1160,693,475,820,556,573,1100,255
1386,1326,276,1160,693,471,824,556,573,1081,312
1387,1326,276,1160,693,471,824,556,556,1079,312
1212,1474,317,1088,765,471,804,570,556,1079,312
858,1829,317,958,866,500,797,574,556,1079,479
839,1722,447,953,871,373,790,708,556,1079,489
763,1777,468,931,893,311,807,708,556,1079,530
812,1787,468,852,972,289,784,749,556,1155,530
825,1784,471,724,1100,228,816,778,556,1253,530
959,1784,471,716,1106,198,821,804,455,1302,544
959,1761,494,716,1096,190,645,982,455,1264,549
959,1761,494,716,1008,275,628,935,381,1190,440
988,1719,536,716,947,276,688,931,396,1257,434
989,1658,597,716,947,267,697,910,432,1091,429
951,1696,597,716,947,228,736,901,458,1033,420
770,1877,597,462,940,486,739,816,476,1065,420
718,1921,605,462,919,507,700,692,476,1065,425
717,1922,605,319,1062,507,700,689,568,1065,476
717,1922,522,340,1073,533,725,652,694,1065,447
717,1882,433,378,1164,533,725,652,740,1052,446
689,1565,777,344,1100,632,725,652,740,649,446
689,1565,777,315,1129,632,725,652,739,420,446
720,1453,885,319,1129,626,731,652,646,428,446
722,1379,1024,299,1151,627,735,652,648,491,446
634,1376,1110,304,1151,627,735,651,650,491,456
634,1261,1225,304,1151,627,735,651,650,491,379
727,1249,1237,238,1151,693,735,651,650,491,360
762,1249,1237,238,1151,693,735,632,650,491,360
762,1249,1237,231,1158,693,735,625,556,510,374
762,1249,1199,267,1160,693,732,628,556,510,375
799,1247,1196,272,1160,693,552,782,558,511,375
730,1206,1302,276,1160,693,475,820,600,515,375
526,1386,1326,276,1160,693,471,824,605,515,318
525,1387,1326,276,1160,693,471,824,605,515,318
512,1212,1474,317,1088,765,471,804,605,679,318
511,858,1829,317,958,866,500,797,605,682,151
507,839,1722,447,953,871,373,790,605,702,380
523,763,1777,468,931,893,311,807,605,760,352
531,812,1787,468,852,972,289,784,605,734,352
518,825,1784,471,724,1100,228,816,639,689,352
385,959,1784,471,716,1106,198,821,684,637,338
406,959,1761,494,716,1096,190,645,761,611,333
423,959,1761,494,716,1008,275,628,942,609,333
394,988,1719,536,716,947,276,688,771,542,333
519,989,1658,597,716,947,267,697,740,505,406
627,951,1696,597,716,947,228,736,806,506,409
708,770,1877,597,462,940,486,739,788,457,509
804,718,1921,605,462,919,507,700,845,569,615
858,717,1922,605,319,1062,507,700,797,618,592
1013,717,1922,522,340,1073,533,725,671,668,624
1046,717,1882,433,378,1164,533,725,628,674,624
1134,689,1565,777,344,1100,632,725,629,674,680
1138,689,1565,777,315,1129,632,725,639,674,690
1108,720,1453,885,319,1129,626,731,642,670,690
1034,722,1379,1024,299,1151,627,735,802,634,690
1034,634,1376,1110,304,1151,627,735,955,634,680
1035,634,1261,1225,304,1151,627,735,955,640,680
944,727,1249,1237,238,1151,693,735,955,642,826
909,762,1249,1237,238,1151,693,735,955,648,832
909,762,1249,1237,231,1158,693,735,955,657,856
924,762,1249,1199,267,1160,693,732,959,720,855
888,799,1247,1196,272,1160,693,552,1143,729,873
888,730,1206,1302,276,1160,693,475,1155,737,873
890,526,1386,1326,276,1160,693,471,1187,737,893
891,525,1387,1326,276,1160,693,471,1189,737,937
893,512,1212,1474,317,1088,765,471,1349,573,946
893,511,858,1829,317,958,866,500,1453,570,946
930,507,839,1722,447,953,871,373,1547,550,716
915,523,763,1777,468,931,893,311,1547,527,707
848,531,812,1787,468,852,972,289,1558,553,826
850,518,825,1784,471,724,1100,228,1538,508,1158
849,385,959,1784,471,716,1106,198,1549,561,1221
832,406,959,1761,494,716,1096,190,1473,654,1252
820,423,959,1761,494,716,1008,275,1367,778,1270
821,394,988,1719,536,716,947,276,1388,848,1373
722,519,989,1658,597,716,947,267,1416,842,1403
754,627,951,1696,597,716,947,228,1408,841,1452
702,708,770,1877,597,462,940,486,1425,854,1500
612,804,718,1921,605,462,919,507,1467,743,1412
559,858,717,1922,605,319,1062,507,1437,694,1394
410,1013,717,1922,522,340,1073,533,1438,644,1362
388,1046,717,1882,433,378,1164,533,1438,636,1362
306,1134,689,1565,777,344,1100,632,1437,641,1306
302,1138,689,1565,777,315,1129,632,1427,641,1296
332,1108,720,1453,885,319,1129,626,1424,637,1296
347,1034,722,1379,1024,299,1151,627,1262,637,1296
377,1034,634,1376,1110,304,1151,627,1107,643,1296
480,1035,634,1261,1225,304,1151,627,1112,642,1296
495,944,727,1249,1237,238,1151,693,1119,661,1150
577,909,762,1249,1237,238,1151,693,1143,657,1144
717,909,762,1249,1237,231,1158,693,1316,630,1106
809,924,762,1249,1199,267,1160,693,1323,567,1106
883,888,799,1247,1196,272,1160,693,1214,557,1088
884,888,730,1206,1302,276,1160,693,1217,541,1088
882,890,526,1386,1326,276,1160,693,1180,541,1090
883,891,525,1387,1326,276,1160,693,1209,541,1047
887,893,512,1212,1474,317,1088,765,1049,541,1040
889,893,511,858,1829,317,958,866,1079,541,1108
852,930,507,839,1722,447,953,871,1040,541,1111
851,915,523,763,1777,468,931,893,1127,520,1108
901,848,531,812,1787,468,852,972,1119,444,989
1010,850,518,825,1784,471,724,1100,1106,436,657
1092,849,385,959,1784,471,716,1106,1050,383,610
1091,832,406,959,1761,494,716,1096,1049,290,580
1086,820,423,959,1761,494,716,1008,974,169,667
1314,821,394,988,1719,536,716,947,919,99,588
1335,722,519,989,1658,597,716,947,886,98,546
1203,754,627,951,1696,597,716,947,802,98,497
1293,702,708,770,1877,597,462,940,798,85,389
1287,612,804,718,1921,605,462,919,706,84,367
1306,559,858,717,1922,605,319,1062,692,84,411
1325,410,1013,717,1922,522,340,1073,691,84,430
1365,388,1046,717,1882,433,378,1164,709,84,430
1364,306,1134,689,1565,777,344,1100,709,88,434
1415,302,1138,689,1565,777,315,1129,709,88,448
1384,332,1108,720,1453,885,319,1129,774,88,534
1369,347,1034,722,1379,1024,299,1151,845,81,654
1359,377,1034,634,1376,1110,304,1151,845,263,683
1255,480,1035,634,1261,1225,304,1151,840,365,690
1248,495,944,727,1249,1237,238,1151,833,356,694
1166,577,909,762,1249,1237,238,1151,815,354,748
1026,717,909,762,1249,1237,231,1158,645,381,803
919,809,924,762,1249,1199,267,1160,634,750,803
844,883,888,799,1247,1196,272,1160,602,750,815
868,884,888,730,1206,1302,276,1160,549,750,815
898,882,890,526,1386,1326,276,1160,549,750,793
896,883,891,525,1387,1326,276,1160,519,750,792
900,887,893,512,1212,1474,317,1088,535,750,790
928,889,893,511,858,1829,317,958,468,750,722
928,852,930,507,839,1722,447,953,417,750,746
928,851,915,523,763,1777,468,931,351,736,780
878,901,848,531,812,1787,468,852,357,736,991
770,1010,850,518,825,1784,471,724,441,764,994
708,1092,849,385,959,1784,471,716,604,771,978
705,1091,832,406,959,1761,494,716,607,778,1049
705,1086,820,423,959,1761,494,716,644,775,1086
476,1314,821,394,988,1719,536,716,644,775,1304
428,1335,722,519,989,1658,597,716,641,786,1243
428,1203,754,627,951,1696,597,716,641,786,1240
309,1293,702,708,770,1877,597,462,628,888,1200
311,1287,612,804,718,1921,605,462,621,1042,1199
309,1306,559,858,717,1922,605,319,622,1063,1145
347,1325,410,1013,717,1922,522,340,622,1083,1126
316,1365,388,1046,717,1882,433,378,601,1086,1126
321,1364,306,1134,689,1565,777,344,620,1077,1122
351,1415,302,1138,689,1565,777,315,627,1080,1108
359,1384,332,1108,720,1453,885,319,562,1148,1022
359,1369,347,1034,722,1379,1024,299,517,1139,902
339,1359,377,1034,634,1376,1110,304,556,951,873
339,1255,480,1035,634,1261,1225,304,556,848,866
337,1248,495,944,727,1249,1237,238,556,837,884
337,1166,577,909,762,1249,1237,238,570,837,830
337,1026,717,909,762,1249,1237,231,574,835,775
337,919,809,924,762,1249,1199,267,708,485,775
367,844,883,888,799,1247,1196,272,708,485,763
342,868,884,888,730,1206,1302,276,749,485,776
391,898,882,890,526,1386,1326,276,778,485,835
399,896,883,891,525,1387,1326,276,804,489,835
388,900,887,893,512,1212,1474,317,982,489,914
358,928,889,893,511,858,1829,317,935,508,1079
358,928,852,930,507,839,1722,447,931,510,1071
358,928,851,915,523,763,1777,468,910,510,1087
358,878,901,848,531,812,1787,468,901,632,920
355,770,1010,850,518,825,1784,471,816,672,917
378,708,1092,849,385,959,1784,471,692,720,917
378,705,1091,832,406,959,1761,494,689,713,846
378,705,1086,820,423,959,1761,494,652,765,704
378,476,1314,821,394,988,1719,536,652,780,463
378,428,1335,722,519,989,1658,597,652,837,513
370,428,1203,754,627,951,1696,597,652,838,715
370,309,1293,702,708,770,1877,597,652,743,786
388,311,1287,612,804,718,1921,605,652,592,812
375,309,1306,559,858,717,1922,605,651,571,863
312,347,1325,410,1013,717,1922,522,651,551,892
297,316,1365,388,1046,717,1882,433,651,548,1008
296,321,1364,306,1134,689,1565,777,632,548,1018
215,351,1415,302,1138,689,1565,777,625,545,1018
219,359,1384,332,1108,720,1453,885,628,477,1022
219,359,1369,347,1034,722,1379,1024,782,466,1055
219,339,1359,377,1034,634,1376,1110,820,466,1231
219,339,1255,480,1035,634,1261,1225,824,462,1254
211,337,1248,495,944,727,1249,1237,824,534,1232
211,337,1166,577,909,762,1249,1237,804,547,1251
211,337,1026,717,909,762,1249,1237,797,571,1251
211,337,919,809,924,762,1249,1199,790,600,1256
181,367,844,883,888,799,1247,1196,807,622,1327
181,342,868,884,888,730,1206,1302,784,648,1358
102,391,898,882,890,526,1386,1326,816,654,1299
94,399,896,883,891,525,1387,1326,821,650,1306
124,388,900,887,893,512,1212,1474,645,650,1233
154,358,928,889,893,511,858,1829,628,631,1068
197,358,928,852,930,507,839,1722,688,629,1040
259,358,928,851,915,523,763,1777,697,629,989
330,358,878,901,848,531,812,1787,736,507,945
330,355,770,1010,850,518,825,1784,739,439,977
297,378,708,1092,849,385,959,1784,700,384,1094
297,378,705,1091,832,406,959,1761,700,388,1112
297,378,705,1086,820,423,959,1761,725,340,1112
297,378,476,1314,821,394,988,1719,725,326,1158
297,378,428,1335,722,519,989,1658,725,258,1108
297,370,428,1203,754,627,951,1696,725,257,917
317,370,309,1293,702,708,770,1877,731,250,852
297,388,311,1287,612,804,718,1921,735,247,888
292,375,309,1306,559,858,717,1922,735,247,930
292,312,347,1325,410,1013,717,1922,735,247,927
287,297,316,1365,388,1046,717,1882,735,290,811
295,296,321,1364,306,1134,689,1565,735,492,801
295,215,351,1415,302,1138,689,1565,735,578,803
283,219,359,1384,332,1108,720,1453,732,578,857
283,219,359,1369,347,1034,722,1379,552,578,825
283,219,339,1359,377,1034,634,1376,475,578,696
283,219,339,1255,480,1035,634,1261,471,578,673
288,211,337,1248,495,944,727,1249,471,505,685
314,211,337,1166,577,909,762,1249,471,492,674
314,211,337,1026,717,909,762,1249,500,448,674
314,211,337,919,809,924,762,1249,373,471,669
314,181,367,844,883,888,799,1247,311,451,598
352,181,342,868,884,888,730,1206,289,479,716
360,102,391,898,882,890,526,1386,228,473,724
390,94,399,896,883,891,525,1387,198,473,730
360,124,388,900,887,893,512,1212,190,473,747
330,154,358,928,889,893,511,858,275,473,747
287,197,358,928,852,930,507,839,276,473,747
225,259,358,928,851,915,523,763,267,473,747
154,330,358,878,901,848,531,812,228,475,747
154,330,355,770,1010,850,518,825,486,475,715
144,297,378,708,1092,849,385,959,507,475,598
144,297,378,705,1091,832,406,959,507,476,579
186,297,378,705,1086,820,423,959,533,540,579
186,297,378,476,1314,821,394,988,533,683,532
186,297,378,428,1335,722,519,989,632,721,532
186,297,370,428,1203,754,627,951,632,776,521
179,317,370,309,1293,702,708,770,626,776,515
187,297,388,311,1287,612,804,718,627,935,453
187,292,375,309,1306,559,858,717,627,983,360
187,292,312,347,1325,410,1013,717,627,983,392
218,287,297,316,1365,388,1046,717,693,945,418
255,295,296,321,1364,306,1134,689,693,743,423
364,295,215,351,1415,302,1138,689,693,662,437
425,283,219,359,1384,332,1108,720,693,662,379
425,283,219,359,1369,347,1034,722,693,703,378
433,283,219,339,1359,377,1034,634,693,703,331
433,283,219,339,1255,480,1035,634,693,703,331
428,288,211,337,1248,495,944,727,693,703,326
402,314,211,337,1166,577,909,762,765,703,321
402,314,211,337,1026,717,909,762,866,709,330
402,314,211,337,919,809,924,762,871,639,367
402,314,181,367,844,883,888,799,893,648,386
364,352,181,342,868,884,888,730,972,594,291
356,360,102,391,898,882,890,526,1100,594,354
435,390,94,399,896,883,891,525,1106,594,341
435,360,124,388,900,887,893,512,1096,594,318
435,330,154,358,928,889,893,511,1008,594,330
488,287,197,358,928,852,930,507,947,594,345
488,225,259,358,928,851,915,523,947,594,345
528,154,330,358,878,901,848,531,947,592,567
630,154,330,355,770,1010,850,518,940,650,653
633,144,297,378,708,1092,849,385,919,685,658
648,144,297,378,705,1091,832,406,1062,684,658
611,186,297,378,705,1086,820,423,1073,661,658
674,186,297,378,476,1314,821,394,1164,711,658
674,186,297,378,428,1335,722,519,1100,757,658
711,186,297,370,428,1203,754,627,1129,702,746
698,179,317,370,309,1293,702,708,1129,702,746
690,187,297,388,311,1287,612,804,1151,543,824
726,187,292,375,309,1306,559,858,1151,879,841
741,187,292,312,347,1325,410,1013,1151,879,836
760,218,287,297,316,1365,388,1046,1151,874,810
754,255,295,296,321,1364,306,1134,1151,874,805
864,364,295,215,351,1415,302,1138,1158,869,846
811,425,283,219,359,1384,332,1108,1160,882,848
1097,425,283,219,359,1369,347,1034,1160,889,848
1101,433,283,219,339,1359,377,1034,1160,889,876
1102,433,283,219,339,1255,480,1035,1160,889,876
1104,428,288,211,337,1248,495,944,1160,889,869
1104,402,314,211,337,1166,577,909,1088,905,1109
1105,402,314,211,337,1026,717,909,958,893,1100
1105,402,314,211,337,919,809,924,953,892,1063
1164,402,314,181,367,844,883,888,931,881,1044
1164,364,352,181,342,868,884,888,852,888,977
1164,356,360,102,391,898,882,890,724,888,906
1055,435,390,94,399,896,883,891,716,888,906
1055,435,360,124,388,900,887,893,716,888,1077
1055,435,330,154,358,928,889,893,716,888,1153
1002,488,287,197,358,928,852,930,716,888,1138
1002,488,225,259,358,928,851,915,716,888,1138
962,528,154,330,358,878,901,848,716,898,916
860,630,154,330,355,770,1010,850,462,892,870
857,633,144,297,378,708,1092,849,462,896,895
859,648,144,297,378,705,1091,832,319,933,895
854,611,186,297,378,705,1086,820,340,888,900
812,674,186,297,378,476,1314,821,378,694,967
833,674,186,297,378,428,1335,722,344,655,971
811,711,186,297,370,428,1203,754,315,750,883
811,698,179,317,370,309,1293,702,319,750,883
937,690,187,297,388,311,1287,612,299,750,805
1032,726,187,292,375,309,1306,559,304,366,808
1032,741,187,292,312,347,1325,410,304,471,765
989,760,218,287,297,316,1365,388,238,490,766
946,754,255,295,296,321,1364,306,238,508,832
729,864,364,295,215,351,1415,302,231,511,820
735,811,425,283,219,359,1384,332,267,498,821
451,1097,425,283,219,359,1369,347,272,508,821
458,1101,433,283,219,339,1359,377,276,705,793
457,1102,433,283,219,339,1255,480,276,727,793
467,1104,428,288,211,337,1248,495,276,727,793
552,1104,402,314,211,337,1166,577,317,711,622
590,1105,402,314,211,337,1026,717,317,749,801
590,1105,402,314,211,337,919,809,447,749,854
531,1164,402,314,181,367,844,883,468,754,854
536,1164,364,352,181,342,868,884,468,747,854
536,1164,356,360,102,391,898,882,471,747,854
536,1055,435,390,94,399,896,883,471,747,869
542,1055,435,360,124,388,900,887,494,786,704
598,1055,435,330,154,358,928,889,494,786,690
729,1002,488,287,197,358,928,852,536,786,904
829,1002,488,225,259,358,928,851,597,786,904
832,962,528,154,330,358,878,901,597,776,904
971,860,630,154,330,355,770,1010,597,743,864
1021,857,633,144,297,378,708,1092,605,704,879
1004,859,648,144,297,378,705,1091,605,663,879
1004,854,611,186,297,378,705,1086,522,832,874
997,812,674,186,297,378,476,1314,433,855,828
977,833,674,186,297,378,428,1335,777,810,877
980,811,711,186,297,370,428,1203,777,935,880
980,811,698,179,317,370,309,1293,885,935,880
854,937,690,187,297,388,311,1287,1024,935,888
725,1032,726,187,292,375,309,1306,1110,935,869
710,1032,741,187,292,312,347,1325,1225,830,865
705,989,760,218,287,297,316,1365,1237,811,864
700,946,754,255,295,296,321,1364,1237,793,839
728,729,864,364,295,215,351,1415,1237,790,812
714,735,811,425,283,219,359,1384,1199,793,809
712,451,1097,425,283,219,359,1369,1196,735,922
718,458,1101,433,283,219,339,1359,1302,538,922
753,457,1102,433,283,219,339,1255,1326,516,941
805,467,1104,428,288,211,337,1248,1326,533,943
861,552,1104,402,314,211,337,1166,1474,533,871
822,590,1105,402,314,211,337,1026,1829,495,692
822,590,1105,402,314,211,337,919,1722,495,639
822,531,1164,402,314,181,367,844,1777,490,639
817,536,1164,364,352,181,342,868,1787,490,639
817,536,1164,356,360,102,391,898,1784,490,639
817,536,1055,435,390,94,399,896,1784,591,627
811,542,1055,435,360,124,388,900,1761,552,685
770,598,1055,435,330,154,358,928,1761,626,687
639,729,1002,488,287,197,358,928,1719,816,473
540,829,1002,488,225,259,358,928,1658,819,683
579,832,962,528,154,330,358,878,1696,819,741
440,971,860,630,154,330,355,770,1877,800,758
401,1021,857,633,144,297,378,708,1921,800,713
402,1004,859,648,144,297,378,705,1922,800,713
656,1004,854,611,186,297,378,705,1922,631,713
642,997,812,674,186,297,378,476,1882,608,707
651,977,833,674,186,297,378,428,1565,608,1057
633,980,811,711,186,297,370,428,1565,389,1283
633,980,811,698,179,317,370,309,1453,482,1283
633,854,937,690,187,297,388,311,1379,482,1275
676,725,1032,726,187,292,375,309,1376,482,1274
734,710,1032,741,187,292,312,347,1261,482,1268
753,705,989,760,218,287,297,316,1249,482,1268
753,700,946,754,255,295,296,321,1249,482,1227
723,728,729,864,364,295,215,351,1249,576,1209
723,714,735,811,425,283,219,359,1249,573,1209
723,712,451,1097,425,283,219,359,1247,573,1096
698,718,458,1101,433,283,219,339,1206,573,1100
663,753,457,1102,433,283,219,339,1386,573,1081
599,805,467,1104,428,288,211,337,1387,556,1079
458,861,552,1104,402,314,211,337,1212,556,1079
458,822,590,1105,402,314,211,337,858,556,1079
458,822,590,1105,402,314,211,337,839,556,1079
458,822,531,1164,402,314,181,367,763,556,1079
458,817,536,1164,364,352,181,342,812,556,1155
458,817,536,1164,356,360,102,391,825,556,1253
458,817,536,1055,435,390,94,399,959,455,1302
458,811,542,1055,435,360,124,388,959,455,1264
443,770,598,1055,435,330,154,358,959,381,1190
501,639,729,1002,488,287,197,358,988,396,1257
505,540,829,1002,488,225,259,358,989,432,1091
478,579,832,962,528,154,330,358,951,458,1033
500,440,971,860,630,154,330,355,770,476,1065
490,401,1021,857,633,144,297,378,718,476,1065
490,402,1004,859,648,144,297,378,717,568,1065
237,656,1004,854,611,186,297,378,717,694,1065
239,642,997,812,674,186,297,378,717,740,1052
229,651,977,833,674,186,297,378,689,740,649
229,633,980,811,711,186,297,370,689,739,420
229,633,980,811,698,179,317,370,720,646,428
229,633,854,937,690,187,297,388,722,648,491
245,676,725,1032,726,187,292,375,634,650,491
270,734,710,1032,741,187,292,312,634,650,491
251,753,705,989,760,218,287,297,727,650,491
251,753,700,946,754,255,295,296,762,650,491
251,723,728,729,864,364,295,215,762,556,510
251,723,714,735,811,425,283,219,762,556,510
255,723,712,451,1097,425,283,219,799,558,511
279,698,718,458,1101,433,283,219,730,600,515
279,663,753,457,1102,433,283,219,526,605,515
279,599,805,467,1104,428,288,211,525,605,515
279,458,861,552,1104,402,314,211,512,605,679
283,458,822,590,1105,402,314,211,511,605,682
295,458,822,590,1105,402,314,211,507,605,702
295,458,822,531,1164,402,314,181,523,605,760
295,458,817,536,1164,364,352,181,531,605,734
299,458,817,536,1164,356,360,102,518,639,689
310,458,817,536,1055,435,390,94,385,684,637
336,458,811,542,1055,435,360,124,406,761,611
369,443,770,598,1055,435,330,154,423,942,609
311,501,639,729,1002,488,287,197,394,771,542
306,505,540,829,1002,488,225,259,519,740,505
293,478,579,832,962,528,154,330,627,806,506
271,500,440,971,860,630,154,330,708,788,457
270,490,401,1021,857,633,144,297,804,845,569
269,490,402,1004,859,648,144,297,858,797,618
268,237,656,1004,854,611,186,297,1013,671,668
266,239,642,997,812,674,186,297,1046,628,674
266,229,651,977,833,674,186,297,1134,629,674
266,229,633,980,811,711,186,297,1138,639,674
266,229,633,980,811,698,179,317,1108,642,670
266,229,633,854,937,690,187,297,1034,802,634
207,245,676,725,1032,726,187,292,1034,955,634
126,270,734,710,1032,741,187,292,1035,955,640
124,251,753,705,989,760,218,287,944,955,642
124,251,753,700,946,754,255,295,909,955,648
124,251,723,728,729,864,364,295,909,955,657
124,251,723,714,735,811,425,283,924,959,720
120,255,723,712,451,1097,425,283,888,1143,729
96,279,698,718,458,1101,433,283,888,1155,737
97,279,663,753,457,1102,433,283,890,1187,737
97,279,599,805,467,1104,428,288,891,1189,737
97,279,458,861,552,1104,402,314,893,1349,573
93,283,458,822,590,1105,402,314,893,1453,570
87,295,458,822,590,1105,402,314,930,1547,550
95,295,458,822,531,1164,402,314,915,1547,527
116,295,458,817,536,1164,364,352,848,1558,553
167,299,458,817,536,1164,356,360,850,1538,508
579,310,458,817,536,1055,435,390,849,1549,561
589,336,458,811,542,1055,435,360,832,1473,654
564,369,443,770,598,1055,435,330,820,1367,778
698,311,501,639,729,1002,488,287,821,1388,848
708,306,505,540,829,1002,488,225,722,1416,842
784,293,478,579,832,962,528,154,754,1408,841
784,271,500,440,971,860,630,154,702,1425,854
788,270,490,401,1021,857,633,144,612,1467,743
860,269,490,402,1004,859,648,144,559,1437,694
1055,268,237,656,1004,854,611,186,410,1438,644
1208,266,239,642,997,812,674,186,388,1438,636
1302,266,229,651,977,833,674,186,306,1437,641
1608,266,229,633,980,811,711,186,302,1427,641
1659,266,229,633,980,811,698,179,332,1424,637
1671,266,229,633,854,937,690,187,347,1262,637
1669,207,245,676,725,1032,726,187,377,1107,643
1690,126,270,734,710,1032,741,187,480,1112,642
1719,124,251,753,705,989,760,218,495,1119,661
1737,124,251,753,700,946,754,255,577,1143,657
1758,124,251,723,728,729,864,364,717,1316,630
1776,124,251,723,714,735,811,425,809,1323,567
1779,120,255,723,712,451,1097,425,883,1214,557
1779,96,279,698,718,458,1101,433,884,1217,541
1778,97,279,663,753,457,1102,433,882,1180,541
1783,97,279,599,805,467,1104,428,883,1209,541
1826,97,279,458,861,552,1104,402,887,1049,541
1841,93,283,458,822,590,1105,402,889,1079,541
1872,87,295,458,822,590,1105,402,852,1040,541
1883,95,295,458,822,531,1164,402,851,1127,520
2057,116,295,458,817,536,1164,364,901,1119,444
2057,167,299,458,817,536,1164,356,1010,1106,436
1690,579,310,458,817,536,1055,435,1092,1050,383
1871,589,336,458,811,542,1055,435,1091,1049,290
1902,564,369,443,770,598,1055,435,1086,974,169
1787,698,311,501,639,729,1002,488,1314,919,99
1792,708,306,505,540,829,1002,488,1335,886,98
1719,784,293,478,579,832,962,528,1203,802,98
1719,784,271,500,440,971,860,630,1293,798,85
1715,788,270,490,401,1021,857,633,1287,706,84
1654,860,269,490,402,1004,859,648,1306,692,84
1464,1055,268,237,656,1004,854,611,1325,691,84
1311,1208,266,239,642,997,812,674,1365,709,84
1217,1302,266,229,651,977,833,674,1364,709,88
911,1608,266,229,633,980,811,711,1415,709,88
860,1659,266,229,633,980,811,698,1384,774,88
852,1671,266,229,633,854,937,690,1369,845,81
897,1669,207,245,676,725,1032,726,1359,845,263
948,1690,126,270,734,710,1032,741,1255,840,365
1015,1719,124,251,753,705,989,760,1248,833,356
1006,1737,124,251,753,700,946,754,1166,815,354
985,1758,124,251,723,728,729,864,1026,645,381
967,1776,124,251,723,714,735,811,919,634,750
964,1779,120,255,723,712,451,1097,844,602,750
973,1779,96,279,698,718,458,1101,868,549,750
973,1778,97,279,663,753,457,1102,898,549,750
968,1783,97,279,599,805,467,1104,896,519,750
925,1826,97,279,458,861,552,1104,900,535,750
941,1841,93,283,458,822,590,1105,928,468,750
904,1872,87,295,458,822,590,1105,928,417,750
903,1883,95,295,458,822,531,1164,928,351,736
708,2057,116,295,458,817,536,1164,878,357,736
653,2057,167,299,458,817,536,1164,770,441,764
597,1690,579,310,458,817,536,1055,708,604,771
380,1871,589,336,458,811,542,1055,705,607,778
341,1902,564,369,443,770,598,1055,705,644,775
323,1787,698,311,501,639,729,1002,476,644,775
308,1792,708,306,505,540,829,1002,428,641,786
303,1719,784,293,478,579,832,962,428,641,786
303,1719,784,271,500,440,971,860,309,628,888
303,1715,788,270,490,401,1021,857,311,621,1042
292,1654,860,269,490,402,1004,859,309,622,1063
290,1464,1055,268,237,656,1004,854,347,622,1083
309,1311,1208,266,239,642,997,812,316,601,1086
341,1217,1302,266,229,651,977,833,321,620,1077
343,911,1608,266,229,633,980,811,351,627,1080
344,860,1659,266,229,633,980,811,359,562,1148
