Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1,Accum_y-2,Accum_y-3
929,1144,922,573,444,247,680,647,367,343,326,713
898,1191,877,591,339,374,667,665,317,339,327,683
879,1160,906,516,427,374,660,680,275,338,423,645
866,1173,906,510,433,354,680,675,280,323,423,645
842,1197,906,500,417,380,680,632,323,323,444,555
933,1247,736,634,446,387,680,572,383,325,444,555
803,1385,653,717,446,387,672,539,424,326,444,555
782,1384,682,721,446,387,672,486,477,326,444,555
782,1384,635,768,446,387,672,482,481,376,444,555
681,1487,598,805,442,391,634,520,481,334,444,458
656,1512,528,875,441,384,642,518,483,392,431,484
642,1428,520,958,464,357,645,542,476,456,484,523
591,1468,517,950,486,346,629,569,476,505,587,549
591,1468,382,1056,515,345,606,593,465,505,568,537
591,1468,327,1104,522,311,640,593,455,493,606,611
608,1470,302,977,674,247,704,593,438,507,548,594
624,1456,317,977,674,230,721,499,493,759,548,570
625,1456,317,976,675,230,595,607,338,772,623,570
629,1456,317,964,687,230,502,619,402,848,671,570
629,1346,427,960,691,230,386,666,471,848,695,481
629,1341,432,889,762,224,336,671,522,848,705,481
629,1341,432,829,822,224,314,668,547,848,634,443
629,1341,432,818,832,225,314,668,547,848,614,443
629,1213,557,815,817,246,278,699,552,848,523,442
629,1191,571,823,805,258,278,699,552,848,523,442
532,1288,548,846,793,270,278,689,561,847,523,274
482,1338,538,856,793,229,319,689,561,847,523,281
482,941,876,915,783,239,319,687,563,847,525,281
482,941,869,922,783,239,319,677,573,957,661,217
367,1017,908,922,782,240,319,677,573,957,715,217
219,1114,959,922,591,431,307,689,573,1024,724,232
219,929,1144,922,573,444,247,680,647,1024,776,392
223,898,1191,877,591,339,374,667,665,1024,775,392
223,879,1160,906,516,427,374,660,680,1027,679,392
223,866,1173,906,510,433,354,680,675,1076,679,396
223,842,1197,906,500,417,380,680,632,1093,681,398
82,933,1247,736,634,446,387,680,572,1091,689,471
88,803,1385,653,717,446,387,672,539,1134,689,493
124,782,1384,682,721,446,387,672,486,1273,689,493
124,782,1384,635,768,446,387,672,482,1657,689,493
122,681,1487,598,805,442,391,634,520,1456,689,532
122,656,1512,528,875,441,384,642,518,1398,689,506
134,642,1428,520,958,464,357,645,542,1334,636,467
188,591,1468,517,950,486,346,629,569,1285,533,441
222,591,1468,382,1056,515,345,606,593,1286,525,417
501,591,1468,327,1104,522,311,640,593,1252,506,322
482,608,1470,302,977,674,247,704,593,1297,506,322
465,624,1456,317,977,674,230,721,499,1045,506,322
465,625,1456,317,976,675,230,595,607,1055,454,322
461,629,1456,317,964,687,230,502,619,1007,406,322
475,629,1346,427,960,691,230,386,666,1007,382,322
531,629,1341,432,889,762,224,336,671,1007,499,322
612,629,1341,432,829,822,224,314,668,1019,497,322
617,629,1341,432,818,832,225,314,668,1032,567,322
713,629,1213,557,815,817,246,278,699,1135,654,322
831,629,1191,571,823,805,258,278,699,1249,682,322
832,532,1288,548,846,793,270,278,689,1249,682,322
834,482,1338,538,856,793,229,319,689,1249,863,315
1012,482,941,876,915,783,239,319,687,1249,900,494
1021,482,941,869,922,783,239,319,677,1139,995,623
1044,367,1017,908,922,782,240,319,677,1160,927,623
1062,219,1114,959,922,591,431,307,689,1093,1010,608
1132,219,929,1144,922,573,444,247,680,1093,982,448
1113,223,898,1191,877,591,339,374,667,1093,982,448
1113,223,879,1160,906,516,427,374,660,1092,983,448
1363,223,866,1173,906,510,433,354,680,1044,1022,444
1469,223,842,1197,906,500,417,380,680,1087,1097,442
1553,82,933,1247,736,634,446,387,680,1087,1112,369
1539,88,803,1385,653,717,446,387,672,1043,1124,347
1666,124,782,1384,682,721,446,387,672,904,1221,356
1748,124,782,1384,635,768,446,387,672,470,1249,506
1748,122,681,1487,598,805,442,391,634,469,1278,473
1748,122,656,1512,528,875,441,384,642,469,1278,473
1736,134,642,1428,520,958,464,357,645,469,1278,473
1682,188,591,1468,517,950,486,346,629,469,1278,473
1670,222,591,1468,382,1056,515,345,606,468,1271,473
1391,501,591,1468,327,1104,522,311,640,468,1252,473
1391,482,608,1470,302,977,674,247,704,409,1252,473
1391,465,624,1456,317,977,674,230,721,409,1252,482
1390,465,625,1456,317,976,675,230,595,354,1229,629
1390,461,629,1456,317,964,687,230,502,326,1229,629
1376,475,629,1346,427,960,691,230,386,327,1229,629
1320,531,629,1341,432,889,762,224,336,658,1233,658
1239,612,629,1341,432,829,822,224,314,759,1239,658
1234,617,629,1341,432,818,832,225,314,776,1167,658
1138,713,629,1213,557,815,817,246,278,673,1081,658
1020,831,629,1191,571,823,805,258,278,560,1053,658
1022,832,532,1288,548,846,793,270,278,610,1056,658
1020,834,482,1338,538,856,793,229,319,652,875,658
867,1012,482,941,876,915,783,239,319,652,836,479
878,1021,482,941,869,922,783,239,319,652,641,350
860,1044,367,1017,908,922,782,240,319,631,641,350
842,1062,219,1114,959,922,591,431,307,631,539,350
772,1132,219,929,1144,922,573,444,247,631,518,350
771,1113,223,898,1191,877,591,339,374,631,537,382
771,1113,223,879,1160,906,516,427,374,629,654,388
527,1363,223,866,1173,906,510,433,354,628,620,388
434,1469,223,842,1197,906,500,417,380,575,562,388
358,1553,82,933,1247,736,634,446,387,575,539,388
358,1539,88,803,1385,653,717,446,387,586,549,390
184,1666,124,782,1384,682,721,446,387,596,453,400
118,1748,124,782,1384,635,768,446,387,613,427,250
174,1748,122,681,1487,598,805,442,391,652,456,244
193,1748,122,656,1512,528,875,441,384,825,456,285
381,1736,134,642,1428,520,958,464,357,842,456,369
630,1682,188,591,1468,517,950,486,346,842,456,399
609,1670,222,591,1468,382,1056,515,345,842,456,399
613,1391,501,591,1468,327,1104,522,311,842,509,410
677,1391,482,608,1470,302,977,674,247,842,512,481
682,1391,465,624,1456,317,977,674,230,842,518,627
682,1390,465,625,1456,317,976,675,230,842,537,517
683,1390,461,629,1456,317,964,687,230,843,551,517
683,1376,475,629,1346,427,960,691,230,842,551,518
683,1320,531,629,1341,432,889,762,224,511,420,491
683,1239,612,629,1341,432,829,822,224,398,414,491
683,1234,617,629,1341,432,818,832,225,368,425,491
683,1138,713,629,1213,557,815,817,246,368,456,491
683,1020,831,629,1191,571,823,805,258,367,478,491
680,1022,832,532,1288,548,846,793,270,317,552,491
680,1020,834,482,1338,538,856,793,229,275,624,491
655,867,1012,482,941,876,915,783,239,280,645,491
715,878,1021,482,941,869,922,783,239,323,618,491
747,860,1044,367,1017,908,922,782,240,383,757,491
752,842,1062,219,1114,959,922,591,431,424,746,491
784,772,1132,219,929,1144,922,573,444,477,743,491
934,771,1113,223,898,1191,877,591,339,481,724,459
995,771,1113,223,879,1160,906,516,427,481,643,453
990,527,1363,223,866,1173,906,510,433,483,638,453
977,434,1469,223,842,1197,906,500,417,476,598,453
969,358,1553,82,933,1247,736,634,446,476,715,453
976,358,1539,88,803,1385,653,717,446,465,713,473
977,184,1666,124,782,1384,682,721,446,455,753,471
961,118,1748,124,782,1384,635,768,446,438,753,517
928,174,1748,122,681,1487,598,805,442,493,695,703
927,193,1748,122,656,1512,528,875,441,338,713,671
739,381,1736,134,642,1428,520,958,464,402,766,647
490,630,1682,188,591,1468,517,950,486,471,839,640
489,609,1670,222,591,1468,382,1056,515,522,848,640
485,613,1391,501,591,1468,327,1104,522,547,795,629
421,677,1391,482,608,1470,302,977,674,547,834,558
416,682,1391,465,624,1456,317,977,674,552,828,403
423,682,1390,465,625,1456,317,976,675,552,810,366
422,683,1390,461,629,1456,317,964,687,561,842,366
422,683,1376,475,629,1346,427,960,691,561,852,365
485,683,1320,531,629,1341,432,889,762,563,852,363
485,683,1239,612,629,1341,432,829,822,573,854,381
565,683,1234,617,629,1341,432,818,832,573,843,381
580,683,1138,713,629,1213,557,815,817,573,811,418
580,683,1020,831,629,1191,571,823,805,647,789,418
628,680,1022,832,532,1288,548,846,793,665,715,496
636,680,1020,834,482,1338,538,856,793,680,651,555
695,655,867,1012,482,941,876,915,783,675,742,561
697,715,878,1021,482,941,869,922,783,632,733,563
758,747,860,1044,367,1017,908,922,782,572,594,563
782,752,842,1062,219,1114,959,922,591,539,607,563
776,784,772,1132,219,929,1144,922,573,486,619,565
885,934,771,1113,223,898,1191,877,591,482,629,592
851,995,771,1113,223,879,1160,906,516,520,592,592
927,990,527,1363,223,866,1173,906,510,518,592,624
929,977,434,1469,223,842,1197,906,500,542,616,673
929,969,358,1553,82,933,1247,736,634,569,499,717
947,976,358,1539,88,803,1385,653,717,593,481,695
946,977,184,1666,124,782,1384,682,721,593,440,680
947,961,118,1748,124,782,1384,635,768,593,438,678
924,928,174,1748,122,681,1487,598,805,499,457,501
906,927,193,1748,122,656,1512,528,875,607,452,492
993,739,381,1736,134,642,1428,520,958,619,399,432
1105,490,630,1682,188,591,1468,517,950,666,326,409
1122,489,609,1670,222,591,1468,382,1056,671,317,409
1128,485,613,1391,501,591,1468,327,1104,668,317,409
1196,421,677,1391,482,608,1470,302,977,668,275,409
1279,416,682,1391,465,624,1456,317,977,699,275,409
1278,423,682,1390,465,625,1456,317,976,699,274,409
1278,422,683,1390,461,629,1456,317,964,689,228,409
1320,422,683,1376,475,629,1346,427,960,689,218,415
1292,485,683,1320,531,629,1341,432,889,687,218,433
1293,485,683,1239,612,629,1341,432,829,677,216,549
1213,565,683,1234,617,629,1341,432,818,677,216,648
1198,580,683,1138,713,629,1213,557,815,689,216,612
1242,580,683,1020,831,629,1191,571,823,680,272,612
1194,628,680,1022,832,532,1288,548,846,667,356,534
1186,636,680,1020,834,482,1338,538,856,660,440,475
1127,695,655,867,1012,482,941,876,915,680,344,477
1045,697,715,878,1021,482,941,869,922,680,344,574
947,758,747,860,1044,367,1017,908,922,680,344,587
918,782,752,842,1062,219,1114,959,922,672,346,587
892,776,784,772,1132,219,929,1144,922,672,365,608
633,885,934,771,1113,223,898,1191,877,672,402,581
606,851,995,771,1113,223,879,1160,906,634,419,585
529,927,990,527,1363,223,866,1173,906,642,419,553
527,929,977,434,1469,223,842,1197,906,645,395,588
527,929,969,358,1553,82,933,1247,736,629,411,567
502,947,976,358,1539,88,803,1385,653,606,411,567
627,946,977,184,1666,124,782,1384,682,640,411,565
705,947,961,118,1748,124,782,1384,635,704,433,521
803,924,928,174,1748,122,681,1487,598,721,441,521
832,906,927,193,1748,122,656,1512,528,595,428,522
757,993,739,381,1736,134,642,1428,520,502,433,522
714,1105,490,630,1682,188,591,1468,517,386,433,522
707,1122,489,609,1670,222,591,1468,382,336,485,538
777,1128,485,613,1391,501,591,1468,327,314,485,576
709,1196,421,677,1391,482,608,1470,302,314,486,577
704,1279,416,682,1391,465,624,1456,317,278,517,660
706,1278,423,682,1390,465,625,1456,317,278,517,683
735,1278,422,683,1390,461,629,1456,317,278,532,703
731,1320,422,683,1376,475,629,1346,427,319,538,901
698,1292,485,683,1320,531,629,1341,432,319,578,1050
704,1293,485,683,1239,612,629,1341,432,319,578,1017
712,1213,565,683,1234,617,629,1341,432,319,578,985
712,1198,580,683,1138,713,629,1213,557,307,578,1026
668,1242,580,683,1020,831,629,1191,571,247,522,1079
746,1194,628,680,1022,832,532,1288,548,374,515,1118
904,1186,636,680,1020,834,482,1338,538,374,513,1127
959,1127,695,655,867,1012,482,941,876,354,506,1179
1014,1045,697,715,878,1021,482,941,869,380,650,1086
1015,947,758,747,860,1044,367,1017,908,387,650,1073
1015,918,782,752,842,1062,219,1114,959,387,635,1073
1015,892,776,784,772,1132,219,929,1144,387,608,1050
1015,633,885,934,771,1113,223,898,1191,387,562,1072
1015,606,851,995,771,1113,223,879,1160,391,545,1080
1015,529,927,990,527,1363,223,866,1173,384,545,1102
1036,527,929,977,434,1469,223,842,1197,357,545,1026
1036,527,929,969,358,1553,82,933,1247,346,530,1016
1039,502,947,976,358,1539,88,803,1385,345,528,1017
914,627,946,977,184,1666,124,782,1384,311,530,1017
836,705,947,961,118,1748,124,782,1384,247,525,1049
738,803,924,928,174,1748,122,681,1487,230,500,1091
709,832,906,927,193,1748,122,656,1512,230,516,1091
697,757,993,739,381,1736,134,642,1428,230,513,1091
628,714,1105,490,630,1682,188,591,1468,230,513,1091
622,707,1122,489,609,1670,222,591,1468,224,461,1075
591,777,1128,485,613,1391,501,591,1468,224,461,1042
601,709,1196,421,677,1391,482,608,1470,225,460,1082
707,704,1279,416,682,1391,465,624,1456,246,429,1059
706,706,1278,423,682,1390,465,625,1456,258,429,1036
704,735,1278,422,683,1390,461,629,1456,270,479,1021
801,731,1320,422,683,1376,475,629,1346,229,518,817
914,698,1292,485,683,1320,531,629,1341,239,593,650
930,704,1293,485,683,1239,612,629,1341,239,726,549
1066,712,1213,565,683,1234,617,629,1341,240,745,482
1066,712,1198,580,683,1138,713,629,1213,431,746,440
1066,668,1242,580,683,1020,831,629,1191,444,746,387
988,746,1194,628,680,1022,832,532,1288,339,666,348
830,904,1186,636,680,1020,834,482,1338,427,605,339
775,959,1127,695,655,867,1012,482,941,433,609,279
720,1014,1045,697,715,878,1021,482,941,417,526,273
732,1015,947,758,747,860,1044,367,1017,446,558,273
732,1015,918,782,752,842,1062,219,1114,446,558,293
777,1015,892,776,784,772,1132,219,929,446,555,293
880,1015,633,885,934,771,1113,223,898,446,555,273
999,1015,606,851,995,771,1113,223,879,442,555,292
1016,1015,529,927,990,527,1363,223,866,441,568,271
1042,1036,527,929,977,434,1469,223,842,464,568,271
1206,1036,527,929,969,358,1553,82,933,486,567,314
1294,1039,502,947,976,358,1539,88,803,515,567,313
1328,914,627,946,977,184,1666,124,782,522,565,313
1412,836,705,947,961,118,1748,124,782,674,548,281
1412,738,803,924,928,174,1748,122,681,674,553,230
1429,709,832,906,927,193,1748,122,656,675,543,235
1499,697,757,993,739,381,1736,134,642,687,544,241
1523,628,714,1105,490,630,1682,188,591,691,550,266
1519,622,707,1122,489,609,1670,222,591,762,554,266
1509,591,777,1128,485,613,1391,501,591,822,560,263
1499,601,709,1196,421,677,1391,482,608,832,560,228
1315,707,704,1279,416,682,1391,465,624,817,573,168
1308,706,706,1278,423,682,1390,465,625,805,594,255
1281,704,735,1278,422,683,1390,461,629,793,529,251
1146,801,731,1320,422,683,1376,475,629,793,484,251
1031,914,698,1292,485,683,1320,531,629,783,369,251
1008,930,704,1293,485,683,1239,612,629,783,236,251
870,1066,712,1213,565,683,1234,617,629,782,217,251
920,1066,712,1198,580,683,1138,713,629,591,216,251
955,1066,668,1242,580,683,1020,831,629,573,216,290
992,988,746,1194,628,680,1022,832,532,591,216,362
992,830,904,1186,636,680,1020,834,482,516,187,396
1207,775,959,1127,695,655,867,1012,482,510,190,443
1211,720,1014,1045,697,715,878,1021,482,500,129,447
1219,732,1015,947,758,747,860,1044,367,634,106,447
1224,732,1015,918,782,752,842,1062,219,717,106,427
1179,777,1015,892,776,784,772,1132,219,721,162,427
1076,880,1015,633,885,934,771,1113,223,768,184,425
976,999,1015,606,851,995,771,1113,223,805,189,394
972,1016,1015,529,927,990,527,1363,223,875,227,393
954,1042,1036,527,929,977,434,1469,223,958,252,385
831,1206,1036,527,929,969,358,1553,82,950,252,329
740,1294,1039,502,947,976,358,1539,88,1056,252,329
706,1328,914,627,946,977,184,1666,124,1104,252,415
621,1412,836,705,947,961,118,1748,124,977,252,417
621,1412,738,803,924,928,174,1748,122,977,263,453
604,1429,709,832,906,927,193,1748,122,976,265,517
534,1499,697,757,993,739,381,1736,134,964,318,526
510,1523,628,714,1105,490,630,1682,188,960,340,512
510,1519,622,707,1122,489,609,1670,222,889,342,529
475,1509,591,777,1128,485,613,1391,501,829,336,527
475,1499,601,709,1196,421,677,1391,482,818,336,523
475,1315,707,704,1279,416,682,1391,465,815,323,523
475,1308,706,706,1278,423,682,1390,465,823,302,436
475,1281,704,735,1278,422,683,1390,461,846,302,435
475,1146,801,731,1320,422,683,1376,475,856,302,435
475,1031,914,698,1292,485,683,1320,531,915,342,435
475,1008,930,704,1293,485,683,1239,612,922,383,435
469,870,1066,712,1213,565,683,1234,617,922,383,443
419,920,1066,712,1198,580,683,1138,713,922,406,472
384,955,1066,668,1242,580,683,1020,831,922,470,515
347,992,988,746,1194,628,680,1022,832,877,476,446
347,992,830,904,1186,636,680,1020,834,906,476,412
132,1207,775,959,1127,695,655,867,1012,906,460,514
128,1211,720,1014,1045,697,715,878,1021,906,463,510
107,1219,732,1015,947,758,747,860,1044,736,455,510
102,1224,732,1015,918,782,752,842,1062,653,564,510
102,1179,777,1015,892,776,784,772,1132,682,568,510
102,1076,880,1015,633,885,934,771,1113,635,545,542
83,976,999,1015,606,851,995,771,1113,598,551,563
136,972,1016,1015,529,927,990,527,1363,528,500,569
107,954,1042,1036,527,929,977,434,1469,520,475,569
66,831,1206,1036,527,929,969,358,1553,517,475,571
66,740,1294,1039,502,947,976,358,1539,382,475,571
66,706,1328,914,627,946,977,184,1666,327,545,523
90,621,1412,836,705,947,961,118,1748,302,568,538
92,621,1412,738,803,924,928,174,1748,317,559,503
92,604,1429,709,832,906,927,193,1748,317,565,502
198,534,1499,697,757,993,739,381,1736,317,607,694
279,510,1523,628,714,1105,490,630,1682,427,590,892
370,510,1519,622,707,1122,489,609,1670,432,584,877
370,475,1509,591,777,1128,485,613,1391,432,584,877
398,475,1499,601,709,1196,421,677,1391,432,584,984
413,475,1315,707,704,1279,416,682,1391,557,584,984
433,475,1308,706,706,1278,423,682,1390,571,677,992
444,475,1281,704,735,1278,422,683,1390,548,766,992
479,475,1146,801,731,1320,422,683,1376,538,766,992
638,475,1031,914,698,1292,485,683,1320,876,726,992
724,475,1008,930,704,1293,485,683,1239,869,685,992
724,469,870,1066,712,1213,565,683,1234,908,685,984
762,419,920,1066,712,1198,580,683,1138,959,662,955
902,384,955,1066,668,1242,580,683,1020,1144,723,873
903,347,992,988,746,1194,628,680,1022,1191,721,870
903,347,992,830,904,1186,636,680,1020,1160,722,870
903,132,1207,775,959,1127,695,655,867,1173,737,721
903,128,1211,720,1014,1045,697,715,878,1197,734,721
951,107,1219,732,1015,947,758,747,860,1247,733,721
1112,102,1224,732,1015,918,782,752,842,1385,624,721
1159,102,1179,777,1015,892,776,784,772,1384,563,721
1177,102,1076,880,1015,633,885,934,771,1384,563,689
1183,83,976,999,1015,606,851,995,771,1487,796,668
1123,136,972,1016,1015,529,927,990,527,1512,796,675
1195,107,954,1042,1036,527,929,977,434,1428,796,675
1443,66,831,1206,1036,527,929,969,358,1468,796,673
1443,66,740,1294,1039,502,947,976,358,1468,796,707
1443,66,706,1328,914,627,946,977,184,1468,772,669
1419,90,621,1412,836,705,947,961,118,1470,749,710
1417,92,621,1412,738,803,924,928,174,1456,740,709
1417,92,604,1429,709,832,906,927,193,1456,758,640
1311,198,534,1499,697,757,993,739,381,1456,660,433
1261,279,510,1523,628,714,1105,490,630,1346,649,224
1204,370,510,1519,622,707,1122,489,609,1341,649,222
1278,370,475,1509,591,777,1128,485,613,1341,649,295
1250,398,475,1499,601,709,1196,421,677,1341,649,208
1235,413,475,1315,707,704,1279,416,682,1213,649,299
1220,433,475,1308,706,706,1278,423,682,1191,556,291
1237,444,475,1281,704,735,1278,422,683,1288,468,291
1290,479,475,1146,801,731,1320,422,683,1338,468,291
1175,638,475,1031,914,698,1292,485,683,941,468,291
1213,724,475,1008,930,704,1293,485,683,941,468,291
1267,724,469,870,1066,712,1213,565,683,1017,468,305
1230,762,419,920,1066,712,1198,580,683,1114,468,326
1122,902,384,955,1066,668,1242,580,683,929,343,326
1173,903,347,992,988,746,1194,628,680,898,339,327
1266,903,347,992,830,904,1186,636,680,879,338,423
1383,903,132,1207,775,959,1127,695,655,866,323,423
1425,903,128,1211,720,1014,1045,697,715,842,323,444
1448,951,107,1219,732,1015,947,758,747,933,325,444
1409,1112,102,1224,732,1015,918,782,752,803,326,444
1376,1159,102,1179,777,1015,892,776,784,782,326,444
1399,1177,102,1076,880,1015,633,885,934,782,376,444
1401,1183,83,976,999,1015,606,851,995,681,334,444
1398,1123,136,972,1016,1015,529,927,990,656,392,431
1374,1195,107,954,1042,1036,527,929,977,642,456,484
1320,1443,66,831,1206,1036,527,929,969,591,505,587
1495,1443,66,740,1294,1039,502,947,976,591,505,568
1529,1443,66,706,1328,914,627,946,977,591,493,606
1589,1419,90,621,1412,836,705,947,961,608,507,548
1618,1417,92,621,1412,738,803,924,928,624,759,548
1618,1417,92,604,1429,709,832,906,927,625,772,623
1713,1311,198,534,1499,697,757,993,739,629,848,671
1689,1261,279,510,1523,628,714,1105,490,629,848,695
1656,1204,370,510,1519,622,707,1122,489,629,848,705
1583,1278,370,475,1509,591,777,1128,485,629,848,634
1591,1250,398,475,1499,601,709,1196,421,629,848,614
1593,1235,413,475,1315,707,704,1279,416,629,848,523
1588,1220,433,475,1308,706,706,1278,423,629,848,523
1560,1237,444,475,1281,704,735,1278,422,532,847,523
1472,1290,479,475,1146,801,731,1320,422,482,847,523
1428,1175,638,475,1031,914,698,1292,485,482,847,525
1304,1213,724,475,1008,930,704,1293,485,482,957,661
1307,1267,724,469,870,1066,712,1213,565,367,957,715
1382,1230,762,419,920,1066,712,1198,580,219,1024,724
1417,1122,902,384,955,1066,668,1242,580,219,1024,776
1369,1173,903,347,992,988,746,1194,628,223,1024,775
1313,1266,903,347,992,830,904,1186,636,223,1027,679
1197,1383,903,132,1207,775,959,1127,695,223,1076,679
1155,1425,903,128,1211,720,1014,1045,697,223,1093,681
1084,1448,951,107,1219,732,1015,947,758,82,1091,689
962,1409,1112,102,1224,732,1015,918,782,88,1134,689
992,1376,1159,102,1179,777,1015,892,776,124,1273,689
995,1399,1177,102,1076,880,1015,633,885,124,1657,689
987,1401,1183,83,976,999,1015,606,851,122,1456,689
984,1398,1123,136,972,1016,1015,529,927,122,1398,689
936,1374,1195,107,954,1042,1036,527,929,134,1334,636
834,1320,1443,66,831,1206,1036,527,929,188,1285,533
659,1495,1443,66,740,1294,1039,502,947,222,1286,525
625,1529,1443,66,706,1328,914,627,946,501,1252,506
565,1589,1419,90,621,1412,836,705,947,482,1297,506
840,1618,1417,92,621,1412,738,803,924,465,1045,506
881,1618,1417,92,604,1429,709,832,906,465,1055,454
810,1713,1311,198,534,1499,697,757,993,461,1007,406
899,1689,1261,279,510,1523,628,714,1105,475,1007,382
907,1656,1204,370,510,1519,622,707,1122,531,1007,499
906,1583,1278,370,475,1509,591,777,1128,612,1019,497
903,1591,1250,398,475,1499,601,709,1196,617,1032,567
901,1593,1235,413,475,1315,707,704,1279,713,1135,654
901,1588,1220,433,475,1308,706,706,1278,831,1249,682
952,1560,1237,444,475,1281,704,735,1278,832,1249,682
1009,1472,1290,479,475,1146,801,731,1320,834,1249,863
1035,1428,1175,638,475,1031,914,698,1292,1012,1249,900
1035,1304,1213,724,475,1008,930,704,1293,1021,1139,995
1028,1307,1267,724,469,870,1066,712,1213,1044,1160,927
963,1382,1230,762,419,920,1066,712,1198,1062,1093,1010
974,1417,1122,902,384,955,1066,668,1242,1132,1093,982
1304,1369,1173,903,347,992,988,746,1194,1113,1093,982
1268,1313,1266,903,347,992,830,904,1186,1113,1092,983
1267,1197,1383,903,132,1207,775,959,1127,1363,1044,1022
1267,1155,1425,903,128,1211,720,1014,1045,1469,1087,1097
1267,1084,1448,951,107,1219,732,1015,947,1553,1087,1112
1267,962,1409,1112,102,1224,732,1015,918,1539,1043,1124
1223,992,1376,1159,102,1179,777,1015,892,1666,904,1221
1179,995,1399,1177,102,1076,880,1015,633,1748,470,1249
1179,987,1401,1183,83,976,999,1015,606,1748,469,1278
1179,984,1398,1123,136,972,1016,1015,529,1748,469,1278
1179,936,1374,1195,107,954,1042,1036,527,1736,469,1278
1087,834,1320,1443,66,831,1206,1036,527,1682,469,1278
1196,659,1495,1443,66,740,1294,1039,502,1670,468,1271
1202,625,1529,1443,66,706,1328,914,627,1391,468,1252
1207,565,1589,1419,90,621,1412,836,705,1391,409,1252
912,840,1618,1417,92,621,1412,738,803,1391,409,1252
871,881,1618,1417,92,604,1429,709,832,1390,354,1229
847,810,1713,1311,198,534,1499,697,757,1390,326,1229
751,899,1689,1261,279,510,1523,628,714,1376,327,1229
771,907,1656,1204,370,510,1519,622,707,1320,658,1233
772,906,1583,1278,370,475,1509,591,777,1239,759,1239
767,903,1591,1250,398,475,1499,601,709,1234,776,1167
767,901,1593,1235,413,475,1315,707,704,1138,673,1081
767,901,1588,1220,433,475,1308,706,706,1020,560,1053
716,952,1560,1237,444,475,1281,704,735,1022,610,1056
659,1009,1472,1290,479,475,1146,801,731,1020,652,875
710,1035,1428,1175,638,475,1031,914,698,867,652,836
729,1035,1304,1213,724,475,1008,930,704,878,652,641
679,1028,1307,1267,724,469,870,1066,712,860,631,641
668,963,1382,1230,762,419,920,1066,712,842,631,539
590,974,1417,1122,902,384,955,1066,668,772,631,518
256,1304,1369,1173,903,347,992,988,746,771,631,537
255,1268,1313,1266,903,347,992,830,904,771,629,654
312,1267,1197,1383,903,132,1207,775,959,527,628,620
312,1267,1155,1425,903,128,1211,720,1014,434,575,562
312,1267,1084,1448,951,107,1219,732,1015,358,575,539
479,1267,962,1409,1112,102,1224,732,1015,358,586,549
489,1223,992,1376,1159,102,1179,777,1015,184,596,453
530,1179,995,1399,1177,102,1076,880,1015,118,613,427
530,1179,987,1401,1183,83,976,999,1015,174,652,456
530,1179,984,1398,1123,136,972,1016,1015,193,825,456
544,1179,936,1374,1195,107,954,1042,1036,381,842,456
549,1087,834,1320,1443,66,831,1206,1036,630,842,456
440,1196,659,1495,1443,66,740,1294,1039,609,842,456
434,1202,625,1529,1443,66,706,1328,914,613,842,509
429,1207,565,1589,1419,90,621,1412,836,677,842,512
420,912,840,1618,1417,92,621,1412,738,682,842,518
420,871,881,1618,1417,92,604,1429,709,682,842,537
425,847,810,1713,1311,198,534,1499,697,683,843,551
476,751,899,1689,1261,279,510,1523,628,683,842,551
447,771,907,1656,1204,370,510,1519,622,683,511,420
446,772,906,1583,1278,370,475,1509,591,683,398,414
446,767,903,1591,1250,398,475,1499,601,683,368,425
446,767,901,1593,1235,413,475,1315,707,683,368,456
446,767,901,1588,1220,433,475,1308,706,683,367,478
446,716,952,1560,1237,444,475,1281,704,680,317,552
456,659,1009,1472,1290,479,475,1146,801,680,275,624
379,710,1035,1428,1175,638,475,1031,914,655,280,645
360,729,1035,1304,1213,724,475,1008,930,715,323,618
360,679,1028,1307,1267,724,469,870,1066,747,383,757
374,668,963,1382,1230,762,419,920,1066,752,424,746
375,590,974,1417,1122,902,384,955,1066,784,477,743
375,256,1304,1369,1173,903,347,992,988,934,481,724
375,255,1268,1313,1266,903,347,992,830,995,481,643
318,312,1267,1197,1383,903,132,1207,775,990,483,638
318,312,1267,1155,1425,903,128,1211,720,977,476,598
318,312,1267,1084,1448,951,107,1219,732,969,476,715
151,479,1267,962,1409,1112,102,1224,732,976,465,713
380,489,1223,992,1376,1159,102,1179,777,977,455,753
352,530,1179,995,1399,1177,102,1076,880,961,438,753
352,530,1179,987,1401,1183,83,976,999,928,493,695
352,530,1179,984,1398,1123,136,972,1016,927,338,713
338,544,1179,936,1374,1195,107,954,1042,739,402,766
333,549,1087,834,1320,1443,66,831,1206,490,471,839
333,440,1196,659,1495,1443,66,740,1294,489,522,848
333,434,1202,625,1529,1443,66,706,1328,485,547,795
406,429,1207,565,1589,1419,90,621,1412,421,547,834
409,420,912,840,1618,1417,92,621,1412,416,552,828
509,420,871,881,1618,1417,92,604,1429,423,552,810
615,425,847,810,1713,1311,198,534,1499,422,561,842
592,476,751,899,1689,1261,279,510,1523,422,561,852
624,447,771,907,1656,1204,370,510,1519,485,563,852
624,446,772,906,1583,1278,370,475,1509,485,573,854
680,446,767,903,1591,1250,398,475,1499,565,573,843
690,446,767,901,1593,1235,413,475,1315,580,573,811
690,446,767,901,1588,1220,433,475,1308,580,647,789
