Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
708,634,1323,959,556,573,793,498,882,662,578,477,485,775,777,446
708,602,1214,1143,558,573,735,508,889,703,578,466,485,763,880,446
749,549,1217,1155,600,573,538,705,889,703,578,466,485,776,999,442
778,549,1180,1187,605,573,516,727,889,703,578,462,485,835,1016,441
804,519,1209,1189,605,556,533,727,889,703,505,534,489,835,1042,464
982,535,1049,1349,605,556,533,711,905,703,492,547,489,914,1206,486
935,468,1079,1453,605,556,495,749,893,709,448,571,508,1079,1294,515
931,417,1040,1547,605,556,495,749,892,639,471,600,510,1071,1328,522
910,351,1127,1547,605,556,490,754,881,648,451,622,510,1087,1412,674
901,357,1119,1558,605,556,490,747,888,594,479,648,632,920,1412,674
816,441,1106,1538,639,556,490,747,888,594,473,654,672,917,1429,675
692,604,1050,1549,684,455,591,747,888,594,473,650,720,917,1499,687
689,607,1049,1473,761,455,552,786,888,594,473,650,713,846,1523,691
652,644,974,1367,942,381,626,786,888,594,473,631,765,704,1519,762
652,644,919,1388,771,396,816,786,888,594,473,629,780,463,1509,822
652,641,886,1416,740,432,819,786,888,594,473,629,837,513,1499,832
652,641,802,1408,806,458,819,776,898,592,475,507,838,715,1315,817
652,628,798,1425,788,476,800,743,892,650,475,439,743,786,1308,805
652,621,706,1467,845,476,800,704,896,685,475,384,592,812,1281,793
651,622,692,1437,797,568,800,663,933,684,476,388,571,863,1146,793
651,622,691,1438,671,694,631,832,888,661,540,340,551,892,1031,783
651,601,709,1438,628,740,608,855,694,711,683,326,548,1008,1008,783
632,620,709,1437,629,740,608,810,655,757,721,258,548,1018,870,782
625,627,709,1427,639,739,389,935,750,702,776,257,545,1018,920,591
628,562,774,1424,642,646,482,935,750,702,776,250,477,1022,955,573
782,517,845,1262,802,648,482,935,750,543,935,247,466,1055,992,591
820,556,845,1107,955,650,482,935,366,879,983,247,466,1231,992,516
824,556,840,1112,955,650,482,830,471,879,983,247,462,1254,1207,510
824,556,833,1119,955,650,482,811,490,874,945,290,534,1232,1211,500
804,570,815,1143,955,650,482,793,508,874,743,492,547,1251,1219,634
797,574,645,1316,955,556,576,790,511,869,662,578,571,1251,1224,717
790,708,634,1323,959,556,573,793,498,882,662,578,600,1256,1179,721
807,708,602,1214,1143,558,573,735,508,889,703,578,622,1327,1076,768
784,749,549,1217,1155,600,573,538,705,889,703,578,648,1358,976,805
816,778,549,1180,1187,605,573,516,727,889,703,578,654,1299,972,875
821,804,519,1209,1189,605,556,533,727,889,703,505,650,1306,954,958
645,982,535,1049,1349,605,556,533,711,905,703,492,650,1233,831,950
628,935,468,1079,1453,605,556,495,749,893,709,448,631,1068,740,1056
688,931,417,1040,1547,605,556,495,749,892,639,471,629,1040,706,1104
697,910,351,1127,1547,605,556,490,754,881,648,451,629,989,621,977
736,901,357,1119,1558,605,556,490,747,888,594,479,507,945,621,977
739,816,441,1106,1538,639,556,490,747,888,594,473,439,977,604,976
700,692,604,1050,1549,684,455,591,747,888,594,473,384,1094,534,964
700,689,607,1049,1473,761,455,552,786,888,594,473,388,1112,510,960
725,652,644,974,1367,942,381,626,786,888,594,473,340,1112,510,889
725,652,644,919,1388,771,396,816,786,888,594,473,326,1158,475,829
725,652,641,886,1416,740,432,819,786,888,594,473,258,1108,475,818
725,652,641,802,1408,806,458,819,776,898,592,475,257,917,475,815
731,652,628,798,1425,788,476,800,743,892,650,475,250,852,475,823
735,652,621,706,1467,845,476,800,704,896,685,475,247,888,475,846
735,651,622,692,1437,797,568,800,663,933,684,476,247,930,475,856
735,651,622,691,1438,671,694,631,832,888,661,540,247,927,475,915
735,651,601,709,1438,628,740,608,855,694,711,683,290,811,475,922
735,632,620,709,1437,629,740,608,810,655,757,721,492,801,469,922
735,625,627,709,1427,639,739,389,935,750,702,776,578,803,419,922
732,628,562,774,1424,642,646,482,935,750,702,776,578,857,384,922
552,782,517,845,1262,802,648,482,935,750,543,935,578,825,347,877
475,820,556,845,1107,955,650,482,935,366,879,983,578,696,347,906
471,824,556,840,1112,955,650,482,830,471,879,983,578,673,132,906
471,824,556,833,1119,955,650,482,811,490,874,945,505,685,128,906
471,804,570,815,1143,955,650,482,793,508,874,743,492,674,107,736
500,797,574,645,1316,955,556,576,790,511,869,662,448,674,102,653
373,790,708,634,1323,959,556,573,793,498,882,662,471,669,102,682
311,807,708,602,1214,1143,558,573,735,508,889,703,451,598,102,635
289,784,749,549,1217,1155,600,573,538,705,889,703,479,716,83,598
228,816,778,549,1180,1187,605,573,516,727,889,703,473,724,136,528
198,821,804,519,1209,1189,605,556,533,727,889,703,473,730,107,520
190,645,982,535,1049,1349,605,556,533,711,905,703,473,747,66,517
275,628,935,468,1079,1453,605,556,495,749,893,709,473,747,66,382
276,688,931,417,1040,1547,605,556,495,749,892,639,473,747,66,327
267,697,910,351,1127,1547,605,556,490,754,881,648,473,747,90,302
228,736,901,357,1119,1558,605,556,490,747,888,594,475,747,92,317
486,739,816,441,1106,1538,639,556,490,747,888,594,475,715,92,317
507,700,692,604,1050,1549,684,455,591,747,888,594,475,598,198,317
507,700,689,607,1049,1473,761,455,552,786,888,594,476,579,279,427
533,725,652,644,974,1367,942,381,626,786,888,594,540,579,370,432
533,725,652,644,919,1388,771,396,816,786,888,594,683,532,370,432
632,725,652,641,886,1416,740,432,819,786,888,594,721,532,398,432
632,725,652,641,802,1408,806,458,819,776,898,592,776,521,413,557
626,731,652,628,798,1425,788,476,800,743,892,650,776,515,433,571
627,735,652,621,706,1467,845,476,800,704,896,685,935,453,444,548
627,735,651,622,692,1437,797,568,800,663,933,684,983,360,479,538
627,735,651,622,691,1438,671,694,631,832,888,661,983,392,638,876
693,735,651,601,709,1438,628,740,608,855,694,711,945,418,724,869
693,735,632,620,709,1437,629,740,608,810,655,757,743,423,724,908
693,735,625,627,709,1427,639,739,389,935,750,702,662,437,762,959
693,732,628,562,774,1424,642,646,482,935,750,702,662,379,902,1144
693,552,782,517,845,1262,802,648,482,935,750,543,703,378,903,1191
693,475,820,556,845,1107,955,650,482,935,366,879,703,331,903,1160
693,471,824,556,840,1112,955,650,482,830,471,879,703,331,903,1173
693,471,824,556,833,1119,955,650,482,811,490,874,703,326,903,1197
765,471,804,570,815,1143,955,650,482,793,508,874,703,321,951,1247
866,500,797,574,645,1316,955,556,576,790,511,869,709,330,1112,1385
871,373,790,708,634,1323,959,556,573,793,498,882,639,367,1159,1384
893,311,807,708,602,1214,1143,558,573,735,508,889,648,386,1177,1384
972,289,784,749,549,1217,1155,600,573,538,705,889,594,291,1183,1487
1100,228,816,778,549,1180,1187,605,573,516,727,889,594,354,1123,1512
1106,198,821,804,519,1209,1189,605,556,533,727,889,594,341,1195,1428
1096,190,645,982,535,1049,1349,605,556,533,711,905,594,318,1443,1468
1008,275,628,935,468,1079,1453,605,556,495,749,893,594,330,1443,1468
947,276,688,931,417,1040,1547,605,556,495,749,892,594,345,1443,1468
947,267,697,910,351,1127,1547,605,556,490,754,881,594,345,1419,1470
947,228,736,901,357,1119,1558,605,556,490,747,888,592,567,1417,1456
940,486,739,816,441,1106,1538,639,556,490,747,888,650,653,1417,1456
919,507,700,692,604,1050,1549,684,455,591,747,888,685,658,1311,1456
1062,507,700,689,607,1049,1473,761,455,552,786,888,684,658,1261,1346
1073,533,725,652,644,974,1367,942,381,626,786,888,661,658,1204,1341
1164,533,725,652,644,919,1388,771,396,816,786,888,711,658,1278,1341
1100,632,725,652,641,886,1416,740,432,819,786,888,757,658,1250,1341
1129,632,725,652,641,802,1408,806,458,819,776,898,702,746,1235,1213
1129,626,731,652,628,798,1425,788,476,800,743,892,702,746,1220,1191
1151,627,735,652,621,706,1467,845,476,800,704,896,543,824,1237,1288
1151,627,735,651,622,692,1437,797,568,800,663,933,879,841,1290,1338
1151,627,735,651,622,691,1438,671,694,631,832,888,879,836,1175,941
1151,693,735,651,601,709,1438,628,740,608,855,694,874,810,1213,941
1151,693,735,632,620,709,1437,629,740,608,810,655,874,805,1267,1017
1158,693,735,625,627,709,1427,639,739,389,935,750,869,846,1230,1114
1160,693,732,628,562,774,1424,642,646,482,935,750,882,848,1122,929
1160,693,552,782,517,845,1262,802,648,482,935,750,889,848,1173,898
1160,693,475,820,556,845,1107,955,650,482,935,366,889,876,1266,879
1160,693,471,824,556,840,1112,955,650,482,830,471,889,876,1383,866
1160,693,471,824,556,833,1119,955,650,482,811,490,889,869,1425,842
1088,765,471,804,570,815,1143,955,650,482,793,508,905,1109,1448,933
958,866,500,797,574,645,1316,955,556,576,790,511,893,1100,1409,803
953,871,373,790,708,634,1323,959,556,573,793,498,892,1063,1376,782
931,893,311,807,708,602,1214,1143,558,573,735,508,881,1044,1399,782
852,972,289,784,749,549,1217,1155,600,573,538,705,888,977,1401,681
724,1100,228,816,778,549,1180,1187,605,573,516,727,888,906,1398,656
716,1106,198,821,804,519,1209,1189,605,556,533,727,888,906,1374,642
716,1096,190,645,982,535,1049,1349,605,556,533,711,888,1077,1320,591
716,1008,275,628,935,468,1079,1453,605,556,495,749,888,1153,1495,591
716,947,276,688,931,417,1040,1547,605,556,495,749,888,1138,1529,591
716,947,267,697,910,351,1127,1547,605,556,490,754,888,1138,1589,608
716,947,228,736,901,357,1119,1558,605,556,490,747,898,916,1618,624
462,940,486,739,816,441,1106,1538,639,556,490,747,892,870,1618,625
462,919,507,700,692,604,1050,1549,684,455,591,747,896,895,1713,629
319,1062,507,700,689,607,1049,1473,761,455,552,786,933,895,1689,629
340,1073,533,725,652,644,974,1367,942,381,626,786,888,900,1656,629
378,1164,533,725,652,644,919,1388,771,396,816,786,694,967,1583,629
344,1100,632,725,652,641,886,1416,740,432,819,786,655,971,1591,629
315,1129,632,725,652,641,802,1408,806,458,819,776,750,883,1593,629
319,1129,626,731,652,628,798,1425,788,476,800,743,750,883,1588,629
299,1151,627,735,652,621,706,1467,845,476,800,704,750,805,1560,532
304,1151,627,735,651,622,692,1437,797,568,800,663,366,808,1472,482
304,1151,627,735,651,622,691,1438,671,694,631,832,471,765,1428,482
238,1151,693,735,651,601,709,1438,628,740,608,855,490,766,1304,482
238,1151,693,735,632,620,709,1437,629,740,608,810,508,832,1307,367
231,1158,693,735,625,627,709,1427,639,739,389,935,511,820,1382,219
267,1160,693,732,628,562,774,1424,642,646,482,935,498,821,1417,219
272,1160,693,552,782,517,845,1262,802,648,482,935,508,821,1369,223
276,1160,693,475,820,556,845,1107,955,650,482,935,705,793,1313,223
276,1160,693,471,824,556,840,1112,955,650,482,830,727,793,1197,223
276,1160,693,471,824,556,833,1119,955,650,482,811,727,793,1155,223
317,1088,765,471,804,570,815,1143,955,650,482,793,711,622,1084,82
317,958,866,500,797,574,645,1316,955,556,576,790,749,801,962,88
447,953,871,373,790,708,634,1323,959,556,573,793,749,854,992,124
468,931,893,311,807,708,602,1214,1143,558,573,735,754,854,995,124
468,852,972,289,784,749,549,1217,1155,600,573,538,747,854,987,122
471,724,1100,228,816,778,549,1180,1187,605,573,516,747,854,984,122
471,716,1106,198,821,804,519,1209,1189,605,556,533,747,869,936,134
494,716,1096,190,645,982,535,1049,1349,605,556,533,786,704,834,188
494,716,1008,275,628,935,468,1079,1453,605,556,495,786,690,659,222
536,716,947,276,688,931,417,1040,1547,605,556,495,786,904,625,501
597,716,947,267,697,910,351,1127,1547,605,556,490,786,904,565,482
597,716,947,228,736,901,357,1119,1558,605,556,490,776,904,840,465
597,462,940,486,739,816,441,1106,1538,639,556,490,743,864,881,465
605,462,919,507,700,692,604,1050,1549,684,455,591,704,879,810,461
605,319,1062,507,700,689,607,1049,1473,761,455,552,663,879,899,475
522,340,1073,533,725,652,644,974,1367,942,381,626,832,874,907,531
433,378,1164,533,725,652,644,919,1388,771,396,816,855,828,906,612
777,344,1100,632,725,652,641,886,1416,740,432,819,810,877,903,617
777,315,1129,632,725,652,641,802,1408,806,458,819,935,880,901,713
885,319,1129,626,731,652,628,798,1425,788,476,800,935,880,901,831
1024,299,1151,627,735,652,621,706,1467,845,476,800,935,888,952,832
1110,304,1151,627,735,651,622,692,1437,797,568,800,935,869,1009,834
1225,304,1151,627,735,651,622,691,1438,671,694,631,830,865,1035,1012
1237,238,1151,693,735,651,601,709,1438,628,740,608,811,864,1035,1021
1237,238,1151,693,735,632,620,709,1437,629,740,608,793,839,1028,1044
1237,231,1158,693,735,625,627,709,1427,639,739,389,790,812,963,1062
1199,267,1160,693,732,628,562,774,1424,642,646,482,793,809,974,1132
1196,272,1160,693,552,782,517,845,1262,802,648,482,735,922,1304,1113
1302,276,1160,693,475,820,556,845,1107,955,650,482,538,922,1268,1113
1326,276,1160,693,471,824,556,840,1112,955,650,482,516,941,1267,1363
1326,276,1160,693,471,824,556,833,1119,955,650,482,533,943,1267,1469
1474,317,1088,765,471,804,570,815,1143,955,650,482,533,871,1267,1553
1829,317,958,866,500,797,574,645,1316,955,556,576,495,692,1267,1539
1722,447,953,871,373,790,708,634,1323,959,556,573,495,639,1223,1666
1777,468,931,893,311,807,708,602,1214,1143,558,573,490,639,1179,1748
1787,468,852,972,289,784,749,549,1217,1155,600,573,490,639,1179,1748
1784,471,724,1100,228,816,778,549,1180,1187,605,573,490,639,1179,1748
1784,471,716,1106,198,821,804,519,1209,1189,605,556,591,627,1179,1736
1761,494,716,1096,190,645,982,535,1049,1349,605,556,552,685,1087,1682
1761,494,716,1008,275,628,935,468,1079,1453,605,556,626,687,1196,1670
1719,536,716,947,276,688,931,417,1040,1547,605,556,816,473,1202,1391
1658,597,716,947,267,697,910,351,1127,1547,605,556,819,683,1207,1391
1696,597,716,947,228,736,901,357,1119,1558,605,556,819,741,912,1391
1877,597,462,940,486,739,816,441,1106,1538,639,556,800,758,871,1390
1921,605,462,919,507,700,692,604,1050,1549,684,455,800,713,847,1390
1922,605,319,1062,507,700,689,607,1049,1473,761,455,800,713,751,1376
1922,522,340,1073,533,725,652,644,974,1367,942,381,631,713,771,1320
1882,433,378,1164,533,725,652,644,919,1388,771,396,608,707,772,1239
1565,777,344,1100,632,725,652,641,886,1416,740,432,608,1057,767,1234
1565,777,315,1129,632,725,652,641,802,1408,806,458,389,1283,767,1138
1453,885,319,1129,626,731,652,628,798,1425,788,476,482,1283,767,1020
1379,1024,299,1151,627,735,652,621,706,1467,845,476,482,1275,716,1022
1376,1110,304,1151,627,735,651,622,692,1437,797,568,482,1274,659,1020
1261,1225,304,1151,627,735,651,622,691,1438,671,694,482,1268,710,867
1249,1237,238,1151,693,735,651,601,709,1438,628,740,482,1268,729,878
1249,1237,238,1151,693,735,632,620,709,1437,629,740,482,1227,679,860
1249,1237,231,1158,693,735,625,627,709,1427,639,739,576,1209,668,842
1249,1199,267,1160,693,732,628,562,774,1424,642,646,573,1209,590,772
1247,1196,272,1160,693,552,782,517,845,1262,802,648,573,1096,256,771
1206,1302,276,1160,693,475,820,556,845,1107,955,650,573,1100,255,771
1386,1326,276,1160,693,471,824,556,840,1112,955,650,573,1081,312,527
1387,1326,276,1160,693,471,824,556,833,1119,955,650,556,1079,312,434
1212,1474,317,1088,765,471,804,570,815,1143,955,650,556,1079,312,358
858,1829,317,958,866,500,797,574,645,1316,955,556,556,1079,479,358
839,1722,447,953,871,373,790,708,634,1323,959,556,556,1079,489,184
763,1777,468,931,893,311,807,708,602,1214,1143,558,556,1079,530,118
812,1787,468,852,972,289,784,749,549,1217,1155,600,556,1155,530,174
825,1784,471,724,1100,228,816,778,549,1180,1187,605,556,1253,530,193
959,1784,471,716,1106,198,821,804,519,1209,1189,605,455,1302,544,381
959,1761,494,716,1096,190,645,982,535,1049,1349,605,455,1264,549,630
959,1761,494,716,1008,275,628,935,468,1079,1453,605,381,1190,440,609
988,1719,536,716,947,276,688,931,417,1040,1547,605,396,1257,434,613
989,1658,597,716,947,267,697,910,351,1127,1547,605,432,1091,429,677
951,1696,597,716,947,228,736,901,357,1119,1558,605,458,1033,420,682
770,1877,597,462,940,486,739,816,441,1106,1538,639,476,1065,420,682
718,1921,605,462,919,507,700,692,604,1050,1549,684,476,1065,425,683
717,1922,605,319,1062,507,700,689,607,1049,1473,761,568,1065,476,683
717,1922,522,340,1073,533,725,652,644,974,1367,942,694,1065,447,683
717,1882,433,378,1164,533,725,652,644,919,1388,771,740,1052,446,683
689,1565,777,344,1100,632,725,652,641,886,1416,740,740,649,446,683
689,1565,777,315,1129,632,725,652,641,802,1408,806,739,420,446,683
720,1453,885,319,1129,626,731,652,628,798,1425,788,646,428,446,683
722,1379,1024,299,1151,627,735,652,621,706,1467,845,648,491,446,680
634,1376,1110,304,1151,627,735,651,622,692,1437,797,650,491,456,680
634,1261,1225,304,1151,627,735,651,622,691,1438,671,650,491,379,655
727,1249,1237,238,1151,693,735,651,601,709,1438,628,650,491,360,715
762,1249,1237,238,1151,693,735,632,620,709,1437,629,650,491,360,747
762,1249,1237,231,1158,693,735,625,627,709,1427,639,556,510,374,752
762,1249,1199,267,1160,693,732,628,562,774,1424,642,556,510,375,784
799,1247,1196,272,1160,693,552,782,517,845,1262,802,558,511,375,934
730,1206,1302,276,1160,693,475,820,556,845,1107,955,600,515,375,995
526,1386,1326,276,1160,693,471,824,556,840,1112,955,605,515,318,990
525,1387,1326,276,1160,693,471,824,556,833,1119,955,605,515,318,977
512,1212,1474,317,1088,765,471,804,570,815,1143,955,605,679,318,969
511,858,1829,317,958,866,500,797,574,645,1316,955,605,682,151,976
507,839,1722,447,953,871,373,790,708,634,1323,959,605,702,380,977
523,763,1777,468,931,893,311,807,708,602,1214,1143,605,760,352,961
531,812,1787,468,852,972,289,784,749,549,1217,1155,605,734,352,928
518,825,1784,471,724,1100,228,816,778,549,1180,1187,639,689,352,927
385,959,1784,471,716,1106,198,821,804,519,1209,1189,684,637,338,739
406,959,1761,494,716,1096,190,645,982,535,1049,1349,761,611,333,490
423,959,1761,494,716,1008,275,628,935,468,1079,1453,942,609,333,489
394,988,1719,536,716,947,276,688,931,417,1040,1547,771,542,333,485
519,989,1658,597,716,947,267,697,910,351,1127,1547,740,505,406,421
627,951,1696,597,716,947,228,736,901,357,1119,1558,806,506,409,416
708,770,1877,597,462,940,486,739,816,441,1106,1538,788,457,509,423
804,718,1921,605,462,919,507,700,692,604,1050,1549,845,569,615,422
858,717,1922,605,319,1062,507,700,689,607,1049,1473,797,618,592,422
1013,717,1922,522,340,1073,533,725,652,644,974,1367,671,668,624,485
1046,717,1882,433,378,1164,533,725,652,644,919,1388,628,674,624,485
1134,689,1565,777,344,1100,632,725,652,641,886,1416,629,674,680,565
1138,689,1565,777,315,1129,632,725,652,641,802,1408,639,674,690,580
1108,720,1453,885,319,1129,626,731,652,628,798,1425,642,670,690,580
1034,722,1379,1024,299,1151,627,735,652,621,706,1467,802,634,690,628
1034,634,1376,1110,304,1151,627,735,651,622,692,1437,955,634,680,636
1035,634,1261,1225,304,1151,627,735,651,622,691,1438,955,640,680,695
944,727,1249,1237,238,1151,693,735,651,601,709,1438,955,642,826,697
909,762,1249,1237,238,1151,693,735,632,620,709,1437,955,648,832,758
909,762,1249,1237,231,1158,693,735,625,627,709,1427,955,657,856,782
924,762,1249,1199,267,1160,693,732,628,562,774,1424,959,720,855,776
888,799,1247,1196,272,1160,693,552,782,517,845,1262,1143,729,873,885
888,730,1206,1302,276,1160,693,475,820,556,845,1107,1155,737,873,851
890,526,1386,1326,276,1160,693,471,824,556,840,1112,1187,737,893,927
891,525,1387,1326,276,1160,693,471,824,556,833,1119,1189,737,937,929
893,512,1212,1474,317,1088,765,471,804,570,815,1143,1349,573,946,929
893,511,858,1829,317,958,866,500,797,574,645,1316,1453,570,946,947
930,507,839,1722,447,953,871,373,790,708,634,1323,1547,550,716,946
915,523,763,1777,468,931,893,311,807,708,602,1214,1547,527,707,947
848,531,812,1787,468,852,972,289,784,749,549,1217,1558,553,826,924
850,518,825,1784,471,724,1100,228,816,778,549,1180,1538,508,1158,906
849,385,959,1784,471,716,1106,198,821,804,519,1209,1549,561,1221,993
832,406,959,1761,494,716,1096,190,645,982,535,1049,1473,654,1252,1105
820,423,959,1761,494,716,1008,275,628,935,468,1079,1367,778,1270,1122
821,394,988,1719,536,716,947,276,688,931,417,1040,1388,848,1373,1128
722,519,989,1658,597,716,947,267,697,910,351,1127,1416,842,1403,1196
754,627,951,1696,597,716,947,228,736,901,357,1119,1408,841,1452,1279
702,708,770,1877,597,462,940,486,739,816,441,1106,1425,854,1500,1278
612,804,718,1921,605,462,919,507,700,692,604,1050,1467,743,1412,1278
559,858,717,1922,605,319,1062,507,700,689,607,1049,1437,694,1394,1320
410,1013,717,1922,522,340,1073,533,725,652,644,974,1438,644,1362,1292
388,1046,717,1882,433,378,1164,533,725,652,644,919,1438,636,1362,1293
306,1134,689,1565,777,344,1100,632,725,652,641,886,1437,641,1306,1213
302,1138,689,1565,777,315,1129,632,725,652,641,802,1427,641,1296,1198
332,1108,720,1453,885,319,1129,626,731,652,628,798,1424,637,1296,1242
347,1034,722,1379,1024,299,1151,627,735,652,621,706,1262,637,1296,1194
377,1034,634,1376,1110,304,1151,627,735,651,622,692,1107,643,1296,1186
480,1035,634,1261,1225,304,1151,627,735,651,622,691,1112,642,1296,1127
495,944,727,1249,1237,238,1151,693,735,651,601,709,1119,661,1150,1045
577,909,762,1249,1237,238,1151,693,735,632,620,709,1143,657,1144,947
717,909,762,1249,1237,231,1158,693,735,625,627,709,1316,630,1106,918
809,924,762,1249,1199,267,1160,693,732,628,562,774,1323,567,1106,892
883,888,799,1247,1196,272,1160,693,552,782,517,845,1214,557,1088,633
884,888,730,1206,1302,276,1160,693,475,820,556,845,1217,541,1088,606
882,890,526,1386,1326,276,1160,693,471,824,556,840,1180,541,1090,529
883,891,525,1387,1326,276,1160,693,471,824,556,833,1209,541,1047,527
887,893,512,1212,1474,317,1088,765,471,804,570,815,1049,541,1040,527
889,893,511,858,1829,317,958,866,500,797,574,645,1079,541,1108,502
852,930,507,839,1722,447,953,871,373,790,708,634,1040,541,1111,627
851,915,523,763,1777,468,931,893,311,807,708,602,1127,520,1108,705
901,848,531,812,1787,468,852,972,289,784,749,549,1119,444,989,803
1010,850,518,825,1784,471,724,1100,228,816,778,549,1106,436,657,832
1092,849,385,959,1784,471,716,1106,198,821,804,519,1050,383,610,757
1091,832,406,959,1761,494,716,1096,190,645,982,535,1049,290,580,714
1086,820,423,959,1761,494,716,1008,275,628,935,468,974,169,667,707
1314,821,394,988,1719,536,716,947,276,688,931,417,919,99,588,777
1335,722,519,989,1658,597,716,947,267,697,910,351,886,98,546,709
1203,754,627,951,1696,597,716,947,228,736,901,357,802,98,497,704
1293,702,708,770,1877,597,462,940,486,739,816,441,798,85,389,706
1287,612,804,718,1921,605,462,919,507,700,692,604,706,84,367,735
1306,559,858,717,1922,605,319,1062,507,700,689,607,692,84,411,731
1325,410,1013,717,1922,522,340,1073,533,725,652,644,691,84,430,698
1365,388,1046,717,1882,433,378,1164,533,725,652,644,709,84,430,704
1364,306,1134,689,1565,777,344,1100,632,725,652,641,709,88,434,712
1415,302,1138,689,1565,777,315,1129,632,725,652,641,709,88,448,712
1384,332,1108,720,1453,885,319,1129,626,731,652,628,774,88,534,668
1369,347,1034,722,1379,1024,299,1151,627,735,652,621,845,81,654,746
1359,377,1034,634,1376,1110,304,1151,627,735,651,622,845,263,683,904
1255,480,1035,634,1261,1225,304,1151,627,735,651,622,840,365,690,959
1248,495,944,727,1249,1237,238,1151,693,735,651,601,833,356,694,1014
1166,577,909,762,1249,1237,238,1151,693,735,632,620,815,354,748,1015
1026,717,909,762,1249,1237,231,1158,693,735,625,627,645,381,803,1015
919,809,924,762,1249,1199,267,1160,693,732,628,562,634,750,803,1015
844,883,888,799,1247,1196,272,1160,693,552,782,517,602,750,815,1015
868,884,888,730,1206,1302,276,1160,693,475,820,556,549,750,815,1015
898,882,890,526,1386,1326,276,1160,693,471,824,556,549,750,793,1015
896,883,891,525,1387,1326,276,1160,693,471,824,556,519,750,792,1036
900,887,893,512,1212,1474,317,1088,765,471,804,570,535,750,790,1036
928,889,893,511,858,1829,317,958,866,500,797,574,468,750,722,1039
928,852,930,507,839,1722,447,953,871,373,790,708,417,750,746,914
928,851,915,523,763,1777,468,931,893,311,807,708,351,736,780,836
878,901,848,531,812,1787,468,852,972,289,784,749,357,736,991,738
770,1010,850,518,825,1784,471,724,1100,228,816,778,441,764,994,709
708,1092,849,385,959,1784,471,716,1106,198,821,804,604,771,978,697
705,1091,832,406,959,1761,494,716,1096,190,645,982,607,778,1049,628
705,1086,820,423,959,1761,494,716,1008,275,628,935,644,775,1086,622
476,1314,821,394,988,1719,536,716,947,276,688,931,644,775,1304,591
428,1335,722,519,989,1658,597,716,947,267,697,910,641,786,1243,601
428,1203,754,627,951,1696,597,716,947,228,736,901,641,786,1240,707
309,1293,702,708,770,1877,597,462,940,486,739,816,628,888,1200,706
311,1287,612,804,718,1921,605,462,919,507,700,692,621,1042,1199,704
309,1306,559,858,717,1922,605,319,1062,507,700,689,622,1063,1145,801
347,1325,410,1013,717,1922,522,340,1073,533,725,652,622,1083,1126,914
316,1365,388,1046,717,1882,433,378,1164,533,725,652,601,1086,1126,930
321,1364,306,1134,689,1565,777,344,1100,632,725,652,620,1077,1122,1066
351,1415,302,1138,689,1565,777,315,1129,632,725,652,627,1080,1108,1066
359,1384,332,1108,720,1453,885,319,1129,626,731,652,562,1148,1022,1066
359,1369,347,1034,722,1379,1024,299,1151,627,735,652,517,1139,902,988
339,1359,377,1034,634,1376,1110,304,1151,627,735,651,556,951,873,830
339,1255,480,1035,634,1261,1225,304,1151,627,735,651,556,848,866,775
337,1248,495,944,727,1249,1237,238,1151,693,735,651,556,837,884,720
337,1166,577,909,762,1249,1237,238,1151,693,735,632,570,837,830,732
337,1026,717,909,762,1249,1237,231,1158,693,735,625,574,835,775,732
337,919,809,924,762,1249,1199,267,1160,693,732,628,708,485,775,777
367,844,883,888,799,1247,1196,272,1160,693,552,782,708,485,763,880
342,868,884,888,730,1206,1302,276,1160,693,475,820,749,485,776,999
391,898,882,890,526,1386,1326,276,1160,693,471,824,778,485,835,1016
399,896,883,891,525,1387,1326,276,1160,693,471,824,804,489,835,1042
388,900,887,893,512,1212,1474,317,1088,765,471,804,982,489,914,1206
358,928,889,893,511,858,1829,317,958,866,500,797,935,508,1079,1294
358,928,852,930,507,839,1722,447,953,871,373,790,931,510,1071,1328
358,928,851,915,523,763,1777,468,931,893,311,807,910,510,1087,1412
358,878,901,848,531,812,1787,468,852,972,289,784,901,632,920,1412
355,770,1010,850,518,825,1784,471,724,1100,228,816,816,672,917,1429
378,708,1092,849,385,959,1784,471,716,1106,198,821,692,720,917,1499
378,705,1091,832,406,959,1761,494,716,1096,190,645,689,713,846,1523
378,705,1086,820,423,959,1761,494,716,1008,275,628,652,765,704,1519
378,476,1314,821,394,988,1719,536,716,947,276,688,652,780,463,1509
378,428,1335,722,519,989,1658,597,716,947,267,697,652,837,513,1499
370,428,1203,754,627,951,1696,597,716,947,228,736,652,838,715,1315
370,309,1293,702,708,770,1877,597,462,940,486,739,652,743,786,1308
388,311,1287,612,804,718,1921,605,462,919,507,700,652,592,812,1281
375,309,1306,559,858,717,1922,605,319,1062,507,700,651,571,863,1146
312,347,1325,410,1013,717,1922,522,340,1073,533,725,651,551,892,1031
297,316,1365,388,1046,717,1882,433,378,1164,533,725,651,548,1008,1008
296,321,1364,306,1134,689,1565,777,344,1100,632,725,632,548,1018,870
215,351,1415,302,1138,689,1565,777,315,1129,632,725,625,545,1018,920
219,359,1384,332,1108,720,1453,885,319,1129,626,731,628,477,1022,955
219,359,1369,347,1034,722,1379,1024,299,1151,627,735,782,466,1055,992
