Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1
155,904,1872,87,295,458,822,590,1105,358
174,903,1883,95,295,458,822,531,1164,358
202,708,2057,116,295,458,817,536,1164,358
202,653,2057,167,299,458,817,536,1164,355
221,597,1690,579,310,458,817,536,1055,378
221,380,1871,589,336,458,811,542,1055,378
221,341,1902,564,369,443,770,598,1055,378
224,323,1787,698,311,501,639,729,1002,378
226,308,1792,708,306,505,540,829,1002,378
226,303,1719,784,293,478,579,832,962,370
226,303,1719,784,271,500,440,971,860,370
227,303,1715,788,270,490,401,1021,857,388
227,292,1654,860,269,490,402,1004,859,375
224,290,1464,1055,268,237,656,1004,854,312
221,309,1311,1208,266,239,642,997,812,297
272,341,1217,1302,266,229,651,977,833,296
271,343,911,1608,266,229,633,980,811,215
270,344,860,1659,266,229,633,980,811,219
253,357,852,1671,266,229,633,854,937,219
208,357,897,1669,207,245,676,725,1032,219
208,283,948,1690,126,270,734,710,1032,219
208,187,1015,1719,124,251,753,705,989,211
208,178,1006,1737,124,251,753,700,946,211
205,181,985,1758,124,251,723,728,729,211
200,186,967,1776,124,251,723,714,735,211
194,192,964,1779,120,255,723,712,451,181
194,183,973,1779,96,279,698,718,458,181
194,183,973,1778,97,279,663,753,457,102
194,183,968,1783,97,279,599,805,467,94
194,183,925,1826,97,279,458,861,552,124
192,154,941,1841,93,283,458,822,590,154
198,155,904,1872,87,295,458,822,590,197
161,174,903,1883,95,295,458,822,531,259
133,202,708,2057,116,295,458,817,536,330
133,202,653,2057,167,299,458,817,536,330
119,221,597,1690,579,310,458,817,536,297
119,221,380,1871,589,336,458,811,542,297
174,221,341,1902,564,369,443,770,598,297
218,224,323,1787,698,311,501,639,729,297
238,226,308,1792,708,306,505,540,829,297
317,226,303,1719,784,293,478,579,832,297
317,226,303,1719,784,271,500,440,971,317
316,227,303,1715,788,270,490,401,1021,297
316,227,292,1654,860,269,490,402,1004,292
316,224,290,1464,1055,268,237,656,1004,292
312,221,309,1311,1208,266,239,642,997,287
252,272,341,1217,1302,266,229,651,977,295
318,271,343,911,1608,266,229,633,980,295
358,270,344,860,1659,266,229,633,980,283
402,253,357,852,1671,266,229,633,854,283
423,208,357,897,1669,207,245,676,725,283
517,208,283,948,1690,126,270,734,710,283
612,208,187,1015,1719,124,251,753,705,288
690,208,178,1006,1737,124,251,753,700,314
846,205,181,985,1758,124,251,723,728,314
915,200,186,967,1776,124,251,723,714,314
917,194,192,964,1779,120,255,723,712,314
917,194,183,973,1779,96,279,698,718,352
961,194,183,973,1778,97,279,663,753,360
961,194,183,968,1783,97,279,599,805,390
1193,194,183,925,1826,97,279,458,861,360
1193,192,154,941,1841,93,283,458,822,330
1186,198,155,904,1872,87,295,458,822,287
1264,161,174,903,1883,95,295,458,822,225
1330,133,202,708,2057,116,295,458,817,154
1330,133,202,653,2057,167,299,458,817,154
1327,119,221,597,1690,579,310,458,817,144
1358,119,221,380,1871,589,336,458,811,144
1303,174,221,341,1902,564,369,443,770,186
1297,218,224,323,1787,698,311,501,639,186
1275,238,226,308,1792,708,306,505,540,186
1196,317,226,303,1719,784,293,478,579,186
1196,317,226,303,1719,784,271,500,440,179
1238,316,227,303,1715,788,270,490,401,187
1262,316,227,292,1654,860,269,490,402,187
1265,316,224,290,1464,1055,268,237,656,187
1260,312,221,309,1311,1208,266,239,642,218
1238,252,272,341,1217,1302,266,229,651,255
1182,318,271,343,911,1608,266,229,633,364
1258,358,270,344,860,1659,266,229,633,425
1214,402,253,357,852,1671,266,229,633,425
1193,423,208,357,897,1669,207,245,676,433
1099,517,208,283,948,1690,126,270,734,433
1004,612,208,187,1015,1719,124,251,753,428
926,690,208,178,1006,1737,124,251,753,402
770,846,205,181,985,1758,124,251,723,402
701,915,200,186,967,1776,124,251,723,402
700,917,194,192,964,1779,120,255,723,402
700,917,194,183,973,1779,96,279,698,364
701,961,194,183,973,1778,97,279,663,356
704,961,194,183,968,1783,97,279,599,435
472,1193,194,183,925,1826,97,279,458,435
754,1193,192,154,941,1841,93,283,458,435
772,1186,198,155,904,1872,87,295,458,488
695,1264,161,174,903,1883,95,295,458,488
708,1330,133,202,708,2057,116,295,458,528
750,1330,133,202,653,2057,167,299,458,630
748,1327,119,221,597,1690,579,310,458,633
717,1358,119,221,380,1871,589,336,458,648
717,1303,174,221,341,1902,564,369,443,611
819,1297,218,224,323,1787,698,311,501,674
822,1275,238,226,308,1792,708,306,505,674
889,1196,317,226,303,1719,784,293,478,711
889,1196,317,226,303,1719,784,271,500,698
857,1238,316,227,303,1715,788,270,490,690
963,1262,316,227,292,1654,860,269,490,726
960,1265,316,224,290,1464,1055,268,237,741
954,1260,312,221,309,1311,1208,266,239,760
970,1238,252,272,341,1217,1302,266,229,754
1165,1182,318,271,343,911,1608,266,229,864
1083,1258,358,270,344,860,1659,266,229,811
1084,1214,402,253,357,852,1671,266,229,1097
1084,1193,423,208,357,897,1669,207,245,1101
1152,1099,517,208,283,948,1690,126,270,1102
1152,1004,612,208,187,1015,1719,124,251,1104
1152,926,690,208,178,1006,1737,124,251,1104
1152,770,846,205,181,985,1758,124,251,1105
1154,701,915,200,186,967,1776,124,251,1105
1206,700,917,194,192,964,1779,120,255,1164
1207,700,917,194,183,973,1779,96,279,1164
1162,701,961,194,183,973,1778,97,279,1164
1159,704,961,194,183,968,1783,97,279,1055
1159,472,1193,194,183,925,1826,97,279,1055
877,754,1193,192,154,941,1841,93,283,1055
980,772,1186,198,155,904,1872,87,295,1002
1038,695,1264,161,174,903,1883,95,295,1002
961,708,1330,133,202,708,2057,116,295,962
1062,750,1330,133,202,653,2057,167,299,860
1071,748,1327,119,221,597,1690,579,310,857
1074,717,1358,119,221,380,1871,589,336,859
1159,717,1303,174,221,341,1902,564,369,854
1215,819,1297,218,224,323,1787,698,311,812
1508,822,1275,238,226,308,1792,708,306,833
1592,889,1196,317,226,303,1719,784,293,811
1614,889,1196,317,226,303,1719,784,271,811
1609,857,1238,316,227,303,1715,788,270,937
1480,963,1262,316,227,292,1654,860,269,1032
1480,960,1265,316,224,290,1464,1055,268,1032
1479,954,1260,312,221,309,1311,1208,266,989
1462,970,1238,252,272,341,1217,1302,266,946
1281,1165,1182,318,271,343,911,1608,266,729
1247,1083,1258,358,270,344,860,1659,266,735
1246,1084,1214,402,253,357,852,1671,266,451
1246,1084,1193,423,208,357,897,1669,207,458
1178,1152,1099,517,208,283,948,1690,126,457
1178,1152,1004,612,208,187,1015,1719,124,467
1360,1152,926,690,208,178,1006,1737,124,552
1392,1152,770,846,205,181,985,1758,124,590
1390,1154,701,915,200,186,967,1776,124,590
1375,1206,700,917,194,192,964,1779,120,531
1374,1207,700,917,194,183,973,1779,96,536
1398,1162,701,961,194,183,973,1778,97,536
1399,1159,704,961,194,183,968,1783,97,536
1399,1159,472,1193,194,183,925,1826,97,542
1402,877,754,1193,192,154,941,1841,93,598
1392,980,772,1186,198,155,904,1872,87,729
1339,1038,695,1264,161,174,903,1883,95,829
1340,961,708,1330,133,202,708,2057,116,832
1197,1062,750,1330,133,202,653,2057,167,971
1194,1071,748,1327,119,221,597,1690,579,1021
1191,1074,717,1358,119,221,380,1871,589,1004
1106,1159,717,1303,174,221,341,1902,564,1004
906,1215,819,1297,218,224,323,1787,698,997
610,1508,822,1275,238,226,308,1792,708,977
459,1592,889,1196,317,226,303,1719,784,980
443,1614,889,1196,317,226,303,1719,784,980
438,1609,857,1238,316,227,303,1715,788,854
437,1480,963,1262,316,227,292,1654,860,725
437,1480,960,1265,316,224,290,1464,1055,710
437,1479,954,1260,312,221,309,1311,1208,705
445,1462,970,1238,252,272,341,1217,1302,700
551,1281,1165,1182,318,271,343,911,1608,728
551,1247,1083,1258,358,270,344,860,1659,714
604,1246,1084,1214,402,253,357,852,1671,712
605,1246,1084,1193,423,208,357,897,1669,718
608,1178,1152,1099,517,208,283,948,1690,753
608,1178,1152,1004,612,208,187,1015,1719,805
426,1360,1152,926,690,208,178,1006,1737,861
394,1392,1152,770,846,205,181,985,1758,822
395,1390,1154,701,915,200,186,967,1776,822
357,1375,1206,700,917,194,192,964,1779,822
421,1374,1207,700,917,194,183,973,1779,817
397,1398,1162,701,961,194,183,973,1778,817
396,1399,1159,704,961,194,183,968,1783,817
396,1399,1159,472,1193,194,183,925,1826,811
407,1402,877,754,1193,192,154,941,1841,770
296,1392,980,772,1186,198,155,904,1872,639
290,1339,1038,695,1264,161,174,903,1883,540
287,1340,961,708,1330,133,202,708,2057,579
287,1197,1062,750,1330,133,202,653,2057,440
281,1194,1071,748,1327,119,221,597,1690,401
281,1191,1074,717,1358,119,221,380,1871,402
281,1106,1159,717,1303,174,221,341,1902,656
342,906,1215,819,1297,218,224,323,1787,642
383,610,1508,822,1275,238,226,308,1792,651
383,459,1592,889,1196,317,226,303,1719,633
390,443,1614,889,1196,317,226,303,1719,633
410,438,1609,857,1238,316,227,303,1715,633
454,437,1480,963,1262,316,227,292,1654,676
454,437,1480,960,1265,316,224,290,1464,734
454,437,1479,954,1260,312,221,309,1311,753
446,445,1462,970,1238,252,272,341,1217,753
315,551,1281,1165,1182,318,271,343,911,723
335,551,1247,1083,1258,358,270,344,860,723
323,604,1246,1084,1214,402,253,357,852,723
322,605,1246,1084,1193,423,208,357,897,698
349,608,1178,1152,1099,517,208,283,948,663
418,608,1178,1152,1004,612,208,187,1015,599
667,426,1360,1152,926,690,208,178,1006,458
728,394,1392,1152,770,846,205,181,985,458
763,395,1390,1154,701,915,200,186,967,458
763,357,1375,1206,700,917,194,192,964,458
699,421,1374,1207,700,917,194,183,973,458
706,397,1398,1162,701,961,194,183,973,458
767,396,1399,1159,704,961,194,183,968,458
962,396,1399,1159,472,1193,194,183,925,458
951,407,1402,877,754,1193,192,154,941,443
986,296,1392,980,772,1186,198,155,904,501
1014,290,1339,1038,695,1264,161,174,903,505
1034,287,1340,961,708,1330,133,202,708,478
1040,287,1197,1062,750,1330,133,202,653,500
1040,281,1194,1071,748,1327,119,221,597,490
1066,281,1191,1074,717,1358,119,221,380,490
1184,281,1106,1159,717,1303,174,221,341,237
1170,342,906,1215,819,1297,218,224,323,239
1373,383,610,1508,822,1275,238,226,308,229
1402,383,459,1592,889,1196,317,226,303,229
1397,390,443,1614,889,1196,317,226,303,229
1380,410,438,1609,857,1238,316,227,303,229
1336,454,437,1480,963,1262,316,227,292,245
1336,454,437,1480,960,1265,316,224,290,270
1336,454,437,1479,954,1260,312,221,309,251
1336,446,445,1462,970,1238,252,272,341,251
1336,315,551,1281,1165,1182,318,271,343,251
1316,335,551,1247,1083,1258,358,270,344,251
1275,323,604,1246,1084,1214,402,253,357,255
1275,322,605,1246,1084,1193,423,208,357,279
1248,349,608,1178,1152,1099,517,208,283,279
1180,418,608,1178,1152,1004,612,208,187,279
931,667,426,1360,1152,926,690,208,178,279
882,728,394,1392,1152,770,846,205,181,283
896,763,395,1390,1154,701,915,200,186,295
896,763,357,1375,1206,700,917,194,192,295
896,699,421,1374,1207,700,917,194,183,295
1043,706,397,1398,1162,701,961,194,183,299
1121,767,396,1399,1159,704,961,194,183,310
947,962,396,1399,1159,472,1193,194,183,336
977,951,407,1402,877,754,1193,192,154,369
942,986,296,1392,980,772,1186,198,155,311
927,1014,290,1339,1038,695,1264,161,174,306
907,1034,287,1340,961,708,1330,133,202,293
901,1040,287,1197,1062,750,1330,133,202,271
990,1040,281,1194,1071,748,1327,119,221,270
964,1066,281,1191,1074,717,1358,119,221,269
846,1184,281,1106,1159,717,1303,174,221,268
799,1170,342,906,1215,819,1297,218,224,266
555,1373,383,610,1508,822,1275,238,226,266
526,1402,383,459,1592,889,1196,317,226,266
518,1397,390,443,1614,889,1196,317,226,266
515,1380,410,438,1609,857,1238,316,227,266
528,1336,454,437,1480,963,1262,316,227,207
528,1336,454,437,1480,960,1265,316,224,126
528,1336,454,437,1479,954,1260,312,221,124
544,1336,446,445,1462,970,1238,252,272,124
545,1336,315,551,1281,1165,1182,318,271,124
545,1316,335,551,1247,1083,1258,358,270,124
545,1275,323,604,1246,1084,1214,402,253,120
545,1275,322,605,1246,1084,1193,423,208,96
668,1248,349,608,1178,1152,1099,517,208,97
670,1180,418,608,1178,1152,1004,612,208,97
670,931,667,426,1360,1152,926,690,208,97
658,882,728,394,1392,1152,770,846,205,93
608,896,763,395,1390,1154,701,915,200,87
690,896,763,357,1375,1206,700,917,194,95
693,896,699,421,1374,1207,700,917,194,116
562,1043,706,397,1398,1162,701,961,194,167
504,1121,767,396,1399,1159,704,961,194,579
511,947,962,396,1399,1159,472,1193,194,589
478,977,951,407,1402,877,754,1193,192,564
491,942,986,296,1392,980,772,1186,198,698
478,927,1014,290,1339,1038,695,1264,161,708
497,907,1034,287,1340,961,708,1330,133,784
513,901,1040,287,1197,1062,750,1330,133,784
424,990,1040,281,1194,1071,748,1327,119,788
424,964,1066,281,1191,1074,717,1358,119,860
425,846,1184,281,1106,1159,717,1303,174,1055
573,799,1170,342,906,1215,819,1297,218,1208
693,555,1373,383,610,1508,822,1275,238,1302
778,526,1402,383,459,1592,889,1196,317,1608
936,518,1397,390,443,1614,889,1196,317,1659
937,515,1380,410,438,1609,857,1238,316,1671
925,528,1336,454,437,1480,963,1262,316,1669
989,528,1336,454,437,1480,960,1265,316,1690
1032,528,1336,454,437,1479,954,1260,312,1719
1146,544,1336,446,445,1462,970,1238,252,1737
1162,545,1336,315,551,1281,1165,1182,318,1758
1162,545,1316,335,551,1247,1083,1258,358,1776
1289,545,1275,323,604,1246,1084,1214,402,1779
1352,545,1275,322,605,1246,1084,1193,423,1779
1460,668,1248,349,608,1178,1152,1099,517,1778
1491,670,1180,418,608,1178,1152,1004,612,1783
1493,670,931,667,426,1360,1152,926,690,1826
1533,658,882,728,394,1392,1152,770,846,1841
1533,608,896,763,395,1390,1154,701,915,1872
1452,690,896,763,357,1375,1206,700,917,1883
