Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1
1499,697,757,993,739,381,1736,134,642,687
1523,628,714,1105,490,630,1682,188,591,691
1519,622,707,1122,489,609,1670,222,591,762
1509,591,777,1128,485,613,1391,501,591,822
1499,601,709,1196,421,677,1391,482,608,832
1315,707,704,1279,416,682,1391,465,624,817
1308,706,706,1278,423,682,1390,465,625,805
1281,704,735,1278,422,683,1390,461,629,793
1146,801,731,1320,422,683,1376,475,629,793
1031,914,698,1292,485,683,1320,531,629,783
1008,930,704,1293,485,683,1239,612,629,783
870,1066,712,1213,565,683,1234,617,629,782
920,1066,712,1198,580,683,1138,713,629,591
955,1066,668,1242,580,683,1020,831,629,573
992,988,746,1194,628,680,1022,832,532,591
992,830,904,1186,636,680,1020,834,482,516
1207,775,959,1127,695,655,867,1012,482,510
1211,720,1014,1045,697,715,878,1021,482,500
1219,732,1015,947,758,747,860,1044,367,634
1224,732,1015,918,782,752,842,1062,219,717
1179,777,1015,892,776,784,772,1132,219,721
1076,880,1015,633,885,934,771,1113,223,768
976,999,1015,606,851,995,771,1113,223,805
972,1016,1015,529,927,990,527,1363,223,875
954,1042,1036,527,929,977,434,1469,223,958
831,1206,1036,527,929,969,358,1553,82,950
740,1294,1039,502,947,976,358,1539,88,1056
706,1328,914,627,946,977,184,1666,124,1104
621,1412,836,705,947,961,118,1748,124,977
621,1412,738,803,924,928,174,1748,122,977
604,1429,709,832,906,927,193,1748,122,976
534,1499,697,757,993,739,381,1736,134,964
510,1523,628,714,1105,490,630,1682,188,960
510,1519,622,707,1122,489,609,1670,222,889
475,1509,591,777,1128,485,613,1391,501,829
475,1499,601,709,1196,421,677,1391,482,818
475,1315,707,704,1279,416,682,1391,465,815
475,1308,706,706,1278,423,682,1390,465,823
475,1281,704,735,1278,422,683,1390,461,846
475,1146,801,731,1320,422,683,1376,475,856
475,1031,914,698,1292,485,683,1320,531,915
475,1008,930,704,1293,485,683,1239,612,922
469,870,1066,712,1213,565,683,1234,617,922
419,920,1066,712,1198,580,683,1138,713,922
384,955,1066,668,1242,580,683,1020,831,922
347,992,988,746,1194,628,680,1022,832,877
347,992,830,904,1186,636,680,1020,834,906
132,1207,775,959,1127,695,655,867,1012,906
128,1211,720,1014,1045,697,715,878,1021,906
107,1219,732,1015,947,758,747,860,1044,736
102,1224,732,1015,918,782,752,842,1062,653
102,1179,777,1015,892,776,784,772,1132,682
102,1076,880,1015,633,885,934,771,1113,635
83,976,999,1015,606,851,995,771,1113,598
136,972,1016,1015,529,927,990,527,1363,528
107,954,1042,1036,527,929,977,434,1469,520
66,831,1206,1036,527,929,969,358,1553,517
66,740,1294,1039,502,947,976,358,1539,382
66,706,1328,914,627,946,977,184,1666,327
90,621,1412,836,705,947,961,118,1748,302
92,621,1412,738,803,924,928,174,1748,317
92,604,1429,709,832,906,927,193,1748,317
198,534,1499,697,757,993,739,381,1736,317
279,510,1523,628,714,1105,490,630,1682,427
370,510,1519,622,707,1122,489,609,1670,432
370,475,1509,591,777,1128,485,613,1391,432
398,475,1499,601,709,1196,421,677,1391,432
413,475,1315,707,704,1279,416,682,1391,557
433,475,1308,706,706,1278,423,682,1390,571
444,475,1281,704,735,1278,422,683,1390,548
479,475,1146,801,731,1320,422,683,1376,538
638,475,1031,914,698,1292,485,683,1320,876
724,475,1008,930,704,1293,485,683,1239,869
724,469,870,1066,712,1213,565,683,1234,908
762,419,920,1066,712,1198,580,683,1138,959
902,384,955,1066,668,1242,580,683,1020,1144
903,347,992,988,746,1194,628,680,1022,1191
903,347,992,830,904,1186,636,680,1020,1160
903,132,1207,775,959,1127,695,655,867,1173
903,128,1211,720,1014,1045,697,715,878,1197
951,107,1219,732,1015,947,758,747,860,1247
1112,102,1224,732,1015,918,782,752,842,1385
1159,102,1179,777,1015,892,776,784,772,1384
1177,102,1076,880,1015,633,885,934,771,1384
1183,83,976,999,1015,606,851,995,771,1487
1123,136,972,1016,1015,529,927,990,527,1512
1195,107,954,1042,1036,527,929,977,434,1428
1443,66,831,1206,1036,527,929,969,358,1468
1443,66,740,1294,1039,502,947,976,358,1468
1443,66,706,1328,914,627,946,977,184,1468
1419,90,621,1412,836,705,947,961,118,1470
1417,92,621,1412,738,803,924,928,174,1456
1417,92,604,1429,709,832,906,927,193,1456
1311,198,534,1499,697,757,993,739,381,1456
1261,279,510,1523,628,714,1105,490,630,1346
1204,370,510,1519,622,707,1122,489,609,1341
1278,370,475,1509,591,777,1128,485,613,1341
1250,398,475,1499,601,709,1196,421,677,1341
1235,413,475,1315,707,704,1279,416,682,1213
1220,433,475,1308,706,706,1278,423,682,1191
1237,444,475,1281,704,735,1278,422,683,1288
1290,479,475,1146,801,731,1320,422,683,1338
1175,638,475,1031,914,698,1292,485,683,941
1213,724,475,1008,930,704,1293,485,683,941
1267,724,469,870,1066,712,1213,565,683,1017
1230,762,419,920,1066,712,1198,580,683,1114
1122,902,384,955,1066,668,1242,580,683,929
1173,903,347,992,988,746,1194,628,680,898
1266,903,347,992,830,904,1186,636,680,879
1383,903,132,1207,775,959,1127,695,655,866
1425,903,128,1211,720,1014,1045,697,715,842
1448,951,107,1219,732,1015,947,758,747,933
1409,1112,102,1224,732,1015,918,782,752,803
1376,1159,102,1179,777,1015,892,776,784,782
1399,1177,102,1076,880,1015,633,885,934,782
1401,1183,83,976,999,1015,606,851,995,681
1398,1123,136,972,1016,1015,529,927,990,656
1374,1195,107,954,1042,1036,527,929,977,642
1320,1443,66,831,1206,1036,527,929,969,591
1495,1443,66,740,1294,1039,502,947,976,591
1529,1443,66,706,1328,914,627,946,977,591
1589,1419,90,621,1412,836,705,947,961,608
1618,1417,92,621,1412,738,803,924,928,624
1618,1417,92,604,1429,709,832,906,927,625
1713,1311,198,534,1499,697,757,993,739,629
1689,1261,279,510,1523,628,714,1105,490,629
1656,1204,370,510,1519,622,707,1122,489,629
1583,1278,370,475,1509,591,777,1128,485,629
1591,1250,398,475,1499,601,709,1196,421,629
1593,1235,413,475,1315,707,704,1279,416,629
1588,1220,433,475,1308,706,706,1278,423,629
1560,1237,444,475,1281,704,735,1278,422,532
1472,1290,479,475,1146,801,731,1320,422,482
1428,1175,638,475,1031,914,698,1292,485,482
1304,1213,724,475,1008,930,704,1293,485,482
1307,1267,724,469,870,1066,712,1213,565,367
1382,1230,762,419,920,1066,712,1198,580,219
1417,1122,902,384,955,1066,668,1242,580,219
1369,1173,903,347,992,988,746,1194,628,223
1313,1266,903,347,992,830,904,1186,636,223
1197,1383,903,132,1207,775,959,1127,695,223
1155,1425,903,128,1211,720,1014,1045,697,223
1084,1448,951,107,1219,732,1015,947,758,82
962,1409,1112,102,1224,732,1015,918,782,88
992,1376,1159,102,1179,777,1015,892,776,124
995,1399,1177,102,1076,880,1015,633,885,124
987,1401,1183,83,976,999,1015,606,851,122
984,1398,1123,136,972,1016,1015,529,927,122
936,1374,1195,107,954,1042,1036,527,929,134
834,1320,1443,66,831,1206,1036,527,929,188
659,1495,1443,66,740,1294,1039,502,947,222
625,1529,1443,66,706,1328,914,627,946,501
565,1589,1419,90,621,1412,836,705,947,482
840,1618,1417,92,621,1412,738,803,924,465
881,1618,1417,92,604,1429,709,832,906,465
810,1713,1311,198,534,1499,697,757,993,461
899,1689,1261,279,510,1523,628,714,1105,475
907,1656,1204,370,510,1519,622,707,1122,531
906,1583,1278,370,475,1509,591,777,1128,612
903,1591,1250,398,475,1499,601,709,1196,617
901,1593,1235,413,475,1315,707,704,1279,713
901,1588,1220,433,475,1308,706,706,1278,831
952,1560,1237,444,475,1281,704,735,1278,832
1009,1472,1290,479,475,1146,801,731,1320,834
1035,1428,1175,638,475,1031,914,698,1292,1012
1035,1304,1213,724,475,1008,930,704,1293,1021
1028,1307,1267,724,469,870,1066,712,1213,1044
963,1382,1230,762,419,920,1066,712,1198,1062
974,1417,1122,902,384,955,1066,668,1242,1132
1304,1369,1173,903,347,992,988,746,1194,1113
1268,1313,1266,903,347,992,830,904,1186,1113
1267,1197,1383,903,132,1207,775,959,1127,1363
1267,1155,1425,903,128,1211,720,1014,1045,1469
1267,1084,1448,951,107,1219,732,1015,947,1553
1267,962,1409,1112,102,1224,732,1015,918,1539
1223,992,1376,1159,102,1179,777,1015,892,1666
1179,995,1399,1177,102,1076,880,1015,633,1748
1179,987,1401,1183,83,976,999,1015,606,1748
1179,984,1398,1123,136,972,1016,1015,529,1748
1179,936,1374,1195,107,954,1042,1036,527,1736
1087,834,1320,1443,66,831,1206,1036,527,1682
1196,659,1495,1443,66,740,1294,1039,502,1670
1202,625,1529,1443,66,706,1328,914,627,1391
1207,565,1589,1419,90,621,1412,836,705,1391
912,840,1618,1417,92,621,1412,738,803,1391
871,881,1618,1417,92,604,1429,709,832,1390
847,810,1713,1311,198,534,1499,697,757,1390
751,899,1689,1261,279,510,1523,628,714,1376
771,907,1656,1204,370,510,1519,622,707,1320
772,906,1583,1278,370,475,1509,591,777,1239
767,903,1591,1250,398,475,1499,601,709,1234
767,901,1593,1235,413,475,1315,707,704,1138
767,901,1588,1220,433,475,1308,706,706,1020
716,952,1560,1237,444,475,1281,704,735,1022
659,1009,1472,1290,479,475,1146,801,731,1020
710,1035,1428,1175,638,475,1031,914,698,867
729,1035,1304,1213,724,475,1008,930,704,878
679,1028,1307,1267,724,469,870,1066,712,860
668,963,1382,1230,762,419,920,1066,712,842
590,974,1417,1122,902,384,955,1066,668,772
256,1304,1369,1173,903,347,992,988,746,771
255,1268,1313,1266,903,347,992,830,904,771
312,1267,1197,1383,903,132,1207,775,959,527
312,1267,1155,1425,903,128,1211,720,1014,434
312,1267,1084,1448,951,107,1219,732,1015,358
479,1267,962,1409,1112,102,1224,732,1015,358
489,1223,992,1376,1159,102,1179,777,1015,184
530,1179,995,1399,1177,102,1076,880,1015,118
530,1179,987,1401,1183,83,976,999,1015,174
530,1179,984,1398,1123,136,972,1016,1015,193
544,1179,936,1374,1195,107,954,1042,1036,381
549,1087,834,1320,1443,66,831,1206,1036,630
440,1196,659,1495,1443,66,740,1294,1039,609
434,1202,625,1529,1443,66,706,1328,914,613
429,1207,565,1589,1419,90,621,1412,836,677
420,912,840,1618,1417,92,621,1412,738,682
420,871,881,1618,1417,92,604,1429,709,682
425,847,810,1713,1311,198,534,1499,697,683
476,751,899,1689,1261,279,510,1523,628,683
447,771,907,1656,1204,370,510,1519,622,683
446,772,906,1583,1278,370,475,1509,591,683
446,767,903,1591,1250,398,475,1499,601,683
446,767,901,1593,1235,413,475,1315,707,683
446,767,901,1588,1220,433,475,1308,706,683
446,716,952,1560,1237,444,475,1281,704,680
456,659,1009,1472,1290,479,475,1146,801,680
379,710,1035,1428,1175,638,475,1031,914,655
360,729,1035,1304,1213,724,475,1008,930,715
360,679,1028,1307,1267,724,469,870,1066,747
374,668,963,1382,1230,762,419,920,1066,752
375,590,974,1417,1122,902,384,955,1066,784
375,256,1304,1369,1173,903,347,992,988,934
375,255,1268,1313,1266,903,347,992,830,995
318,312,1267,1197,1383,903,132,1207,775,990
318,312,1267,1155,1425,903,128,1211,720,977
318,312,1267,1084,1448,951,107,1219,732,969
151,479,1267,962,1409,1112,102,1224,732,976
380,489,1223,992,1376,1159,102,1179,777,977
352,530,1179,995,1399,1177,102,1076,880,961
352,530,1179,987,1401,1183,83,976,999,928
352,530,1179,984,1398,1123,136,972,1016,927
338,544,1179,936,1374,1195,107,954,1042,739
333,549,1087,834,1320,1443,66,831,1206,490
333,440,1196,659,1495,1443,66,740,1294,489
333,434,1202,625,1529,1443,66,706,1328,485
406,429,1207,565,1589,1419,90,621,1412,421
409,420,912,840,1618,1417,92,621,1412,416
509,420,871,881,1618,1417,92,604,1429,423
615,425,847,810,1713,1311,198,534,1499,422
592,476,751,899,1689,1261,279,510,1523,422
624,447,771,907,1656,1204,370,510,1519,485
624,446,772,906,1583,1278,370,475,1509,485
680,446,767,903,1591,1250,398,475,1499,565
690,446,767,901,1593,1235,413,475,1315,580
690,446,767,901,1588,1220,433,475,1308,580
690,446,716,952,1560,1237,444,475,1281,628
680,456,659,1009,1472,1290,479,475,1146,636
680,379,710,1035,1428,1175,638,475,1031,695
826,360,729,1035,1304,1213,724,475,1008,697
832,360,679,1028,1307,1267,724,469,870,758
856,374,668,963,1382,1230,762,419,920,782
855,375,590,974,1417,1122,902,384,955,776
873,375,256,1304,1369,1173,903,347,992,885
873,375,255,1268,1313,1266,903,347,992,851
893,318,312,1267,1197,1383,903,132,1207,927
937,318,312,1267,1155,1425,903,128,1211,929
946,318,312,1267,1084,1448,951,107,1219,929
946,151,479,1267,962,1409,1112,102,1224,947
716,380,489,1223,992,1376,1159,102,1179,946
707,352,530,1179,995,1399,1177,102,1076,947
826,352,530,1179,987,1401,1183,83,976,924
1158,352,530,1179,984,1398,1123,136,972,906
1221,338,544,1179,936,1374,1195,107,954,993
1252,333,549,1087,834,1320,1443,66,831,1105
1270,333,440,1196,659,1495,1443,66,740,1122
1373,333,434,1202,625,1529,1443,66,706,1128
1403,406,429,1207,565,1589,1419,90,621,1196
1452,409,420,912,840,1618,1417,92,621,1279
1500,509,420,871,881,1618,1417,92,604,1278
1412,615,425,847,810,1713,1311,198,534,1278
1394,592,476,751,899,1689,1261,279,510,1320
1362,624,447,771,907,1656,1204,370,510,1292
1362,624,446,772,906,1583,1278,370,475,1293
1306,680,446,767,903,1591,1250,398,475,1213
1296,690,446,767,901,1593,1235,413,475,1198
1296,690,446,767,901,1588,1220,433,475,1242
1296,690,446,716,952,1560,1237,444,475,1194
1296,680,456,659,1009,1472,1290,479,475,1186
1296,680,379,710,1035,1428,1175,638,475,1127
1150,826,360,729,1035,1304,1213,724,475,1045
1144,832,360,679,1028,1307,1267,724,469,947
1106,856,374,668,963,1382,1230,762,419,918
1106,855,375,590,974,1417,1122,902,384,892
1088,873,375,256,1304,1369,1173,903,347,633
1088,873,375,255,1268,1313,1266,903,347,606
1090,893,318,312,1267,1197,1383,903,132,529
1047,937,318,312,1267,1155,1425,903,128,527
1040,946,318,312,1267,1084,1448,951,107,527
1108,946,151,479,1267,962,1409,1112,102,502
1111,716,380,489,1223,992,1376,1159,102,627
1108,707,352,530,1179,995,1399,1177,102,705
989,826,352,530,1179,987,1401,1183,83,803
657,1158,352,530,1179,984,1398,1123,136,832
610,1221,338,544,1179,936,1374,1195,107,757
580,1252,333,549,1087,834,1320,1443,66,714
667,1270,333,440,1196,659,1495,1443,66,707
588,1373,333,434,1202,625,1529,1443,66,777
546,1403,406,429,1207,565,1589,1419,90,709
497,1452,409,420,912,840,1618,1417,92,704
389,1500,509,420,871,881,1618,1417,92,706
367,1412,615,425,847,810,1713,1311,198,735
411,1394,592,476,751,899,1689,1261,279,731
430,1362,624,447,771,907,1656,1204,370,698
430,1362,624,446,772,906,1583,1278,370,704
434,1306,680,446,767,903,1591,1250,398,712
448,1296,690,446,767,901,1593,1235,413,712
534,1296,690,446,767,901,1588,1220,433,668
654,1296,690,446,716,952,1560,1237,444,746
683,1296,680,456,659,1009,1472,1290,479,904
690,1296,680,379,710,1035,1428,1175,638,959
694,1150,826,360,729,1035,1304,1213,724,1014
748,1144,832,360,679,1028,1307,1267,724,1015
803,1106,856,374,668,963,1382,1230,762,1015
803,1106,855,375,590,974,1417,1122,902,1015
815,1088,873,375,256,1304,1369,1173,903,1015
815,1088,873,375,255,1268,1313,1266,903,1015
793,1090,893,318,312,1267,1197,1383,903,1015
792,1047,937,318,312,1267,1155,1425,903,1036
790,1040,946,318,312,1267,1084,1448,951,1036
722,1108,946,151,479,1267,962,1409,1112,1039
746,1111,716,380,489,1223,992,1376,1159,914
780,1108,707,352,530,1179,995,1399,1177,836
991,989,826,352,530,1179,987,1401,1183,738
994,657,1158,352,530,1179,984,1398,1123,709
978,610,1221,338,544,1179,936,1374,1195,697
1049,580,1252,333,549,1087,834,1320,1443,628
1086,667,1270,333,440,1196,659,1495,1443,622
1304,588,1373,333,434,1202,625,1529,1443,591
1243,546,1403,406,429,1207,565,1589,1419,601
1240,497,1452,409,420,912,840,1618,1417,707
1200,389,1500,509,420,871,881,1618,1417,706
1199,367,1412,615,425,847,810,1713,1311,704
1145,411,1394,592,476,751,899,1689,1261,801
1126,430,1362,624,447,771,907,1656,1204,914
1126,430,1362,624,446,772,906,1583,1278,930
1122,434,1306,680,446,767,903,1591,1250,1066
1108,448,1296,690,446,767,901,1593,1235,1066
1022,534,1296,690,446,767,901,1588,1220,1066
902,654,1296,690,446,716,952,1560,1237,988
873,683,1296,680,456,659,1009,1472,1290,830
866,690,1296,680,379,710,1035,1428,1175,775
884,694,1150,826,360,729,1035,1304,1213,720
830,748,1144,832,360,679,1028,1307,1267,732
775,803,1106,856,374,668,963,1382,1230,732
775,803,1106,855,375,590,974,1417,1122,777
763,815,1088,873,375,256,1304,1369,1173,880
776,815,1088,873,375,255,1268,1313,1266,999
835,793,1090,893,318,312,1267,1197,1383,1016
835,792,1047,937,318,312,1267,1155,1425,1042
914,790,1040,946,318,312,1267,1084,1448,1206
1079,722,1108,946,151,479,1267,962,1409,1294
1071,746,1111,716,380,489,1223,992,1376,1328
1087,780,1108,707,352,530,1179,995,1399,1412
920,991,989,826,352,530,1179,987,1401,1412
917,994,657,1158,352,530,1179,984,1398,1429
917,978,610,1221,338,544,1179,936,1374,1499
846,1049,580,1252,333,549,1087,834,1320,1523
704,1086,667,1270,333,440,1196,659,1495,1519
463,1304,588,1373,333,434,1202,625,1529,1509
513,1243,546,1403,406,429,1207,565,1589,1499
715,1240,497,1452,409,420,912,840,1618,1315
786,1200,389,1500,509,420,871,881,1618,1308
812,1199,367,1412,615,425,847,810,1713,1281
863,1145,411,1394,592,476,751,899,1689,1146
892,1126,430,1362,624,447,771,907,1656,1031
1008,1126,430,1362,624,446,772,906,1583,1008
1018,1122,434,1306,680,446,767,903,1591,870
1018,1108,448,1296,690,446,767,901,1593,920
1022,1022,534,1296,690,446,767,901,1588,955
1055,902,654,1296,690,446,716,952,1560,992
1231,873,683,1296,680,456,659,1009,1472,992
1254,866,690,1296,680,379,710,1035,1428,1207
1232,884,694,1150,826,360,729,1035,1304,1211
1251,830,748,1144,832,360,679,1028,1307,1219
1251,775,803,1106,856,374,668,963,1382,1224
1256,775,803,1106,855,375,590,974,1417,1179
1327,763,815,1088,873,375,256,1304,1369,1076
1358,776,815,1088,873,375,255,1268,1313,976
1299,835,793,1090,893,318,312,1267,1197,972
1306,835,792,1047,937,318,312,1267,1155,954
1233,914,790,1040,946,318,312,1267,1084,831
1068,1079,722,1108,946,151,479,1267,962,740
1040,1071,746,1111,716,380,489,1223,992,706
989,1087,780,1108,707,352,530,1179,995,621
945,920,991,989,826,352,530,1179,987,621
977,917,994,657,1158,352,530,1179,984,604
1094,917,978,610,1221,338,544,1179,936,534
1112,846,1049,580,1252,333,549,1087,834,510
1112,704,1086,667,1270,333,440,1196,659,510
1158,463,1304,588,1373,333,434,1202,625,475
1108,513,1243,546,1403,406,429,1207,565,475
917,715,1240,497,1452,409,420,912,840,475
852,786,1200,389,1500,509,420,871,881,475
888,812,1199,367,1412,615,425,847,810,475
930,863,1145,411,1394,592,476,751,899,475
927,892,1126,430,1362,624,447,771,907,475
811,1008,1126,430,1362,624,446,772,906,475
801,1018,1122,434,1306,680,446,767,903,469
803,1018,1108,448,1296,690,446,767,901,419
857,1022,1022,534,1296,690,446,767,901,384
825,1055,902,654,1296,690,446,716,952,347
696,1231,873,683,1296,680,456,659,1009,347
673,1254,866,690,1296,680,379,710,1035,132
685,1232,884,694,1150,826,360,729,1035,128
674,1251,830,748,1144,832,360,679,1028,107
674,1251,775,803,1106,856,374,668,963,102
669,1256,775,803,1106,855,375,590,974,102
598,1327,763,815,1088,873,375,256,1304,102
716,1358,776,815,1088,873,375,255,1268,83
724,1299,835,793,1090,893,318,312,1267,136
730,1306,835,792,1047,937,318,312,1267,107
747,1233,914,790,1040,946,318,312,1267,66
747,1068,1079,722,1108,946,151,479,1267,66
747,1040,1071,746,1111,716,380,489,1223,66
747,989,1087,780,1108,707,352,530,1179,90
747,945,920,991,989,826,352,530,1179,92
715,977,917,994,657,1158,352,530,1179,92
598,1094,917,978,610,1221,338,544,1179,198
579,1112,846,1049,580,1252,333,549,1087,279
579,1112,704,1086,667,1270,333,440,1196,370
532,1158,463,1304,588,1373,333,434,1202,370
532,1108,513,1243,546,1403,406,429,1207,398
521,917,715,1240,497,1452,409,420,912,413
515,852,786,1200,389,1500,509,420,871,433
453,888,812,1199,367,1412,615,425,847,444
360,930,863,1145,411,1394,592,476,751,479
392,927,892,1126,430,1362,624,447,771,638
418,811,1008,1126,430,1362,624,446,772,724
423,801,1018,1122,434,1306,680,446,767,724
437,803,1018,1108,448,1296,690,446,767,762
379,857,1022,1022,534,1296,690,446,767,902
378,825,1055,902,654,1296,690,446,716,903
331,696,1231,873,683,1296,680,456,659,903
331,673,1254,866,690,1296,680,379,710,903
326,685,1232,884,694,1150,826,360,729,903
321,674,1251,830,748,1144,832,360,679,951
330,674,1251,775,803,1106,856,374,668,1112
367,669,1256,775,803,1106,855,375,590,1159
386,598,1327,763,815,1088,873,375,256,1177
291,716,1358,776,815,1088,873,375,255,1183
354,724,1299,835,793,1090,893,318,312,1123
341,730,1306,835,792,1047,937,318,312,1195
318,747,1233,914,790,1040,946,318,312,1443
330,747,1068,1079,722,1108,946,151,479,1443
345,747,1040,1071,746,1111,716,380,489,1443
345,747,989,1087,780,1108,707,352,530,1419
567,747,945,920,991,989,826,352,530,1417
653,715,977,917,994,657,1158,352,530,1417
658,598,1094,917,978,610,1221,338,544,1311
658,579,1112,846,1049,580,1252,333,549,1261
658,579,1112,704,1086,667,1270,333,440,1204
658,532,1158,463,1304,588,1373,333,434,1278
658,532,1108,513,1243,546,1403,406,429,1250
746,521,917,715,1240,497,1452,409,420,1235
746,515,852,786,1200,389,1500,509,420,1220
824,453,888,812,1199,367,1412,615,425,1237
841,360,930,863,1145,411,1394,592,476,1290
836,392,927,892,1126,430,1362,624,447,1175
810,418,811,1008,1126,430,1362,624,446,1213
805,423,801,1018,1122,434,1306,680,446,1267
846,437,803,1018,1108,448,1296,690,446,1230
848,379,857,1022,1022,534,1296,690,446,1122
848,378,825,1055,902,654,1296,690,446,1173
876,331,696,1231,873,683,1296,680,456,1266
876,331,673,1254,866,690,1296,680,379,1383
869,326,685,1232,884,694,1150,826,360,1425
1109,321,674,1251,830,748,1144,832,360,1448
1100,330,674,1251,775,803,1106,856,374,1409
1063,367,669,1256,775,803,1106,855,375,1376
1044,386,598,1327,763,815,1088,873,375,1399
977,291,716,1358,776,815,1088,873,375,1401
906,354,724,1299,835,793,1090,893,318,1398
906,341,730,1306,835,792,1047,937,318,1374
1077,318,747,1233,914,790,1040,946,318,1320
1153,330,747,1068,1079,722,1108,946,151,1495
1138,345,747,1040,1071,746,1111,716,380,1529
1138,345,747,989,1087,780,1108,707,352,1589
916,567,747,945,920,991,989,826,352,1618
870,653,715,977,917,994,657,1158,352,1618
895,658,598,1094,917,978,610,1221,338,1713
895,658,579,1112,846,1049,580,1252,333,1689
900,658,579,1112,704,1086,667,1270,333,1656
967,658,532,1158,463,1304,588,1373,333,1583
971,658,532,1108,513,1243,546,1403,406,1591
883,746,521,917,715,1240,497,1452,409,1593
883,746,515,852,786,1200,389,1500,509,1588
805,824,453,888,812,1199,367,1412,615,1560
808,841,360,930,863,1145,411,1394,592,1472
765,836,392,927,892,1126,430,1362,624,1428
766,810,418,811,1008,1126,430,1362,624,1304
832,805,423,801,1018,1122,434,1306,680,1307
820,846,437,803,1018,1108,448,1296,690,1382
821,848,379,857,1022,1022,534,1296,690,1417
821,848,378,825,1055,902,654,1296,690,1369
793,876,331,696,1231,873,683,1296,680,1313
793,876,331,673,1254,866,690,1296,680,1197
793,869,326,685,1232,884,694,1150,826,1155
622,1109,321,674,1251,830,748,1144,832,1084
801,1100,330,674,1251,775,803,1106,856,962
854,1063,367,669,1256,775,803,1106,855,992
854,1044,386,598,1327,763,815,1088,873,995
854,977,291,716,1358,776,815,1088,873,987
854,906,354,724,1299,835,793,1090,893,984
869,906,341,730,1306,835,792,1047,937,936
704,1077,318,747,1233,914,790,1040,946,834
690,1153,330,747,1068,1079,722,1108,946,659
904,1138,345,747,1040,1071,746,1111,716,625
904,1138,345,747,989,1087,780,1108,707,565
904,916,567,747,945,920,991,989,826,840
864,870,653,715,977,917,994,657,1158,881
879,895,658,598,1094,917,978,610,1221,810
879,895,658,579,1112,846,1049,580,1252,899
874,900,658,579,1112,704,1086,667,1270,907
828,967,658,532,1158,463,1304,588,1373,906
877,971,658,532,1108,513,1243,546,1403,903
880,883,746,521,917,715,1240,497,1452,901
880,883,746,515,852,786,1200,389,1500,901
888,805,824,453,888,812,1199,367,1412,952
