Accum_y-0,T-1,T-2,T-3,T-4,T-5,Accum_y-1,Accum_y-2
750,541,737,515,1079,943,792,1036
750,541,573,679,1079,871,790,1036
750,541,570,682,1079,692,722,1039
750,541,550,702,1079,639,746,914
736,520,527,760,1079,639,780,836
736,444,553,734,1155,639,991,738
764,436,508,689,1253,639,994,709
771,383,561,637,1302,627,978,697
778,290,654,611,1264,685,1049,628
775,169,778,609,1190,687,1086,622
775,99,848,542,1257,473,1304,591
786,98,842,505,1091,683,1243,601
786,98,841,506,1033,741,1240,707
888,85,854,457,1065,758,1200,706
1042,84,743,569,1065,713,1199,704
1063,84,694,618,1065,713,1145,801
1083,84,644,668,1065,713,1126,914
1086,84,636,674,1052,707,1126,930
1077,88,641,674,649,1057,1122,1066
1080,88,641,674,420,1283,1108,1066
1148,88,637,670,428,1283,1022,1066
1139,81,637,634,491,1275,902,988
951,263,643,634,491,1274,873,830
848,365,642,640,491,1268,866,775
837,356,661,642,491,1268,884,720
837,354,657,648,491,1227,830,732
835,381,630,657,510,1209,775,732
485,750,567,720,510,1209,775,777
485,750,557,729,511,1096,763,880
485,750,541,737,515,1100,776,999
485,750,541,737,515,1081,835,1016
489,750,541,737,515,1079,835,1042
489,750,541,573,679,1079,914,1206
508,750,541,570,682,1079,1079,1294
510,750,541,550,702,1079,1071,1328
510,736,520,527,760,1079,1087,1412
632,736,444,553,734,1155,920,1412
672,764,436,508,689,1253,917,1429
720,771,383,561,637,1302,917,1499
713,778,290,654,611,1264,846,1523
765,775,169,778,609,1190,704,1519
780,775,99,848,542,1257,463,1509
837,786,98,842,505,1091,513,1499
838,786,98,841,506,1033,715,1315
743,888,85,854,457,1065,786,1308
592,1042,84,743,569,1065,812,1281
571,1063,84,694,618,1065,863,1146
551,1083,84,644,668,1065,892,1031
548,1086,84,636,674,1052,1008,1008
548,1077,88,641,674,649,1018,870
545,1080,88,641,674,420,1018,920
477,1148,88,637,670,428,1022,955
466,1139,81,637,634,491,1055,992
466,951,263,643,634,491,1231,992
462,848,365,642,640,491,1254,1207
534,837,356,661,642,491,1232,1211
547,837,354,657,648,491,1251,1219
571,835,381,630,657,510,1251,1224
600,485,750,567,720,510,1256,1179
622,485,750,557,729,511,1327,1076
648,485,750,541,737,515,1358,976
654,485,750,541,737,515,1299,972
650,489,750,541,737,515,1306,954
650,489,750,541,573,679,1233,831
631,508,750,541,570,682,1068,740
629,510,750,541,550,702,1040,706
629,510,736,520,527,760,989,621
507,632,736,444,553,734,945,621
439,672,764,436,508,689,977,604
384,720,771,383,561,637,1094,534
388,713,778,290,654,611,1112,510
340,765,775,169,778,609,1112,510
326,780,775,99,848,542,1158,475
258,837,786,98,842,505,1108,475
257,838,786,98,841,506,917,475
250,743,888,85,854,457,852,475
247,592,1042,84,743,569,888,475
247,571,1063,84,694,618,930,475
247,551,1083,84,644,668,927,475
290,548,1086,84,636,674,811,475
492,548,1077,88,641,674,801,469
578,545,1080,88,641,674,803,419
578,477,1148,88,637,670,857,384
578,466,1139,81,637,634,825,347
578,466,951,263,643,634,696,347
578,462,848,365,642,640,673,132
505,534,837,356,661,642,685,128
492,547,837,354,657,648,674,107
448,571,835,381,630,657,674,102
471,600,485,750,567,720,669,102
451,622,485,750,557,729,598,102
479,648,485,750,541,737,716,83
473,654,485,750,541,737,724,136
473,650,489,750,541,737,730,107
473,650,489,750,541,573,747,66
473,631,508,750,541,570,747,66
473,629,510,750,541,550,747,66
473,629,510,736,520,527,747,90
475,507,632,736,444,553,747,92
475,439,672,764,436,508,715,92
475,384,720,771,383,561,598,198
476,388,713,778,290,654,579,279
540,340,765,775,169,778,579,370
683,326,780,775,99,848,532,370
721,258,837,786,98,842,532,398
776,257,838,786,98,841,521,413
776,250,743,888,85,854,515,433
935,247,592,1042,84,743,453,444
983,247,571,1063,84,694,360,479
983,247,551,1083,84,644,392,638
945,290,548,1086,84,636,418,724
743,492,548,1077,88,641,423,724
662,578,545,1080,88,641,437,762
662,578,477,1148,88,637,379,902
703,578,466,1139,81,637,378,903
703,578,466,951,263,643,331,903
703,578,462,848,365,642,331,903
703,505,534,837,356,661,326,903
703,492,547,837,354,657,321,951
709,448,571,835,381,630,330,1112
639,471,600,485,750,567,367,1159
648,451,622,485,750,557,386,1177
594,479,648,485,750,541,291,1183
594,473,654,485,750,541,354,1123
594,473,650,489,750,541,341,1195
594,473,650,489,750,541,318,1443
594,473,631,508,750,541,330,1443
594,473,629,510,750,541,345,1443
594,473,629,510,736,520,345,1419
592,475,507,632,736,444,567,1417
650,475,439,672,764,436,653,1417
685,475,384,720,771,383,658,1311
684,476,388,713,778,290,658,1261
661,540,340,765,775,169,658,1204
711,683,326,780,775,99,658,1278
757,721,258,837,786,98,658,1250
702,776,257,838,786,98,746,1235
702,776,250,743,888,85,746,1220
543,935,247,592,1042,84,824,1237
879,983,247,571,1063,84,841,1290
879,983,247,551,1083,84,836,1175
874,945,290,548,1086,84,810,1213
874,743,492,548,1077,88,805,1267
869,662,578,545,1080,88,846,1230
882,662,578,477,1148,88,848,1122
889,703,578,466,1139,81,848,1173
889,703,578,466,951,263,876,1266
889,703,578,462,848,365,876,1383
889,703,505,534,837,356,869,1425
905,703,492,547,837,354,1109,1448
893,709,448,571,835,381,1100,1409
892,639,471,600,485,750,1063,1376
881,648,451,622,485,750,1044,1399
888,594,479,648,485,750,977,1401
888,594,473,654,485,750,906,1398
888,594,473,650,489,750,906,1374
888,594,473,650,489,750,1077,1320
888,594,473,631,508,750,1153,1495
888,594,473,629,510,750,1138,1529
888,594,473,629,510,736,1138,1589
898,592,475,507,632,736,916,1618
892,650,475,439,672,764,870,1618
896,685,475,384,720,771,895,1713
933,684,476,388,713,778,895,1689
888,661,540,340,765,775,900,1656
694,711,683,326,780,775,967,1583
655,757,721,258,837,786,971,1591
750,702,776,257,838,786,883,1593
750,702,776,250,743,888,883,1588
750,543,935,247,592,1042,805,1560
366,879,983,247,571,1063,808,1472
471,879,983,247,551,1083,765,1428
490,874,945,290,548,1086,766,1304
508,874,743,492,548,1077,832,1307
511,869,662,578,545,1080,820,1382
498,882,662,578,477,1148,821,1417
508,889,703,578,466,1139,821,1369
705,889,703,578,466,951,793,1313
727,889,703,578,462,848,793,1197
727,889,703,505,534,837,793,1155
711,905,703,492,547,837,622,1084
749,893,709,448,571,835,801,962
749,892,639,471,600,485,854,992
754,881,648,451,622,485,854,995
747,888,594,479,648,485,854,987
747,888,594,473,654,485,854,984
747,888,594,473,650,489,869,936
786,888,594,473,650,489,704,834
786,888,594,473,631,508,690,659
786,888,594,473,629,510,904,625
786,888,594,473,629,510,904,565
776,898,592,475,507,632,904,840
743,892,650,475,439,672,864,881
704,896,685,475,384,720,879,810
663,933,684,476,388,713,879,899
832,888,661,540,340,765,874,907
855,694,711,683,326,780,828,906
810,655,757,721,258,837,877,903
935,750,702,776,257,838,880,901
935,750,702,776,250,743,880,901
935,750,543,935,247,592,888,952
935,366,879,983,247,571,869,1009
830,471,879,983,247,551,865,1035
811,490,874,945,290,548,864,1035
793,508,874,743,492,548,839,1028
790,511,869,662,578,545,812,963
793,498,882,662,578,477,809,974
735,508,889,703,578,466,922,1304
538,705,889,703,578,466,922,1268
516,727,889,703,578,462,941,1267
533,727,889,703,505,534,943,1267
533,711,905,703,492,547,871,1267
495,749,893,709,448,571,692,1267
495,749,892,639,471,600,639,1223
490,754,881,648,451,622,639,1179
490,747,888,594,479,648,639,1179
490,747,888,594,473,654,639,1179
591,747,888,594,473,650,627,1179
552,786,888,594,473,650,685,1087
626,786,888,594,473,631,687,1196
816,786,888,594,473,629,473,1202
819,786,888,594,473,629,683,1207
819,776,898,592,475,507,741,912
800,743,892,650,475,439,758,871
800,704,896,685,475,384,713,847
800,663,933,684,476,388,713,751
631,832,888,661,540,340,713,771
608,855,694,711,683,326,707,772
608,810,655,757,721,258,1057,767
389,935,750,702,776,257,1283,767
482,935,750,702,776,250,1283,767
482,935,750,543,935,247,1275,716
482,935,366,879,983,247,1274,659
482,830,471,879,983,247,1268,710
482,811,490,874,945,290,1268,729
482,793,508,874,743,492,1227,679
576,790,511,869,662,578,1209,668
573,793,498,882,662,578,1209,590
573,735,508,889,703,578,1096,256
573,538,705,889,703,578,1100,255
573,516,727,889,703,578,1081,312
556,533,727,889,703,505,1079,312
556,533,711,905,703,492,1079,312
556,495,749,893,709,448,1079,479
556,495,749,892,639,471,1079,489
556,490,754,881,648,451,1079,530
556,490,747,888,594,479,1155,530
556,490,747,888,594,473,1253,530
455,591,747,888,594,473,1302,544
455,552,786,888,594,473,1264,549
381,626,786,888,594,473,1190,440
396,816,786,888,594,473,1257,434
432,819,786,888,594,473,1091,429
458,819,776,898,592,475,1033,420
476,800,743,892,650,475,1065,420
476,800,704,896,685,475,1065,425
568,800,663,933,684,476,1065,476
694,631,832,888,661,540,1065,447
740,608,855,694,711,683,1052,446
740,608,810,655,757,721,649,446
739,389,935,750,702,776,420,446
646,482,935,750,702,776,428,446
648,482,935,750,543,935,491,446
650,482,935,366,879,983,491,456
650,482,830,471,879,983,491,379
650,482,811,490,874,945,491,360
650,482,793,508,874,743,491,360
556,576,790,511,869,662,510,374
556,573,793,498,882,662,510,375
558,573,735,508,889,703,511,375
600,573,538,705,889,703,515,375
605,573,516,727,889,703,515,318
605,556,533,727,889,703,515,318
605,556,533,711,905,703,679,318
605,556,495,749,893,709,682,151
605,556,495,749,892,639,702,380
605,556,490,754,881,648,760,352
605,556,490,747,888,594,734,352
639,556,490,747,888,594,689,352
684,455,591,747,888,594,637,338
761,455,552,786,888,594,611,333
942,381,626,786,888,594,609,333
771,396,816,786,888,594,542,333
740,432,819,786,888,594,505,406
806,458,819,776,898,592,506,409
788,476,800,743,892,650,457,509
845,476,800,704,896,685,569,615
797,568,800,663,933,684,618,592
671,694,631,832,888,661,668,624
628,740,608,855,694,711,674,624
629,740,608,810,655,757,674,680
639,739,389,935,750,702,674,690
642,646,482,935,750,702,670,690
802,648,482,935,750,543,634,690
955,650,482,935,366,879,634,680
955,650,482,830,471,879,640,680
955,650,482,811,490,874,642,826
955,650,482,793,508,874,648,832
955,556,576,790,511,869,657,856
959,556,573,793,498,882,720,855
1143,558,573,735,508,889,729,873
1155,600,573,538,705,889,737,873
1187,605,573,516,727,889,737,893
1189,605,556,533,727,889,737,937
1349,605,556,533,711,905,573,946
1453,605,556,495,749,893,570,946
1547,605,556,495,749,892,550,716
1547,605,556,490,754,881,527,707
1558,605,556,490,747,888,553,826
1538,639,556,490,747,888,508,1158
1549,684,455,591,747,888,561,1221
1473,761,455,552,786,888,654,1252
1367,942,381,626,786,888,778,1270
1388,771,396,816,786,888,848,1373
1416,740,432,819,786,888,842,1403
1408,806,458,819,776,898,841,1452
1425,788,476,800,743,892,854,1500
1467,845,476,800,704,896,743,1412
1437,797,568,800,663,933,694,1394
1438,671,694,631,832,888,644,1362
1438,628,740,608,855,694,636,1362
1437,629,740,608,810,655,641,1306
1427,639,739,389,935,750,641,1296
1424,642,646,482,935,750,637,1296
1262,802,648,482,935,750,637,1296
1107,955,650,482,935,366,643,1296
1112,955,650,482,830,471,642,1296
1119,955,650,482,811,490,661,1150
1143,955,650,482,793,508,657,1144
1316,955,556,576,790,511,630,1106
1323,959,556,573,793,498,567,1106
1214,1143,558,573,735,508,557,1088
1217,1155,600,573,538,705,541,1088
1180,1187,605,573,516,727,541,1090
1209,1189,605,556,533,727,541,1047
1049,1349,605,556,533,711,541,1040
1079,1453,605,556,495,749,541,1108
1040,1547,605,556,495,749,541,1111
1127,1547,605,556,490,754,520,1108
1119,1558,605,556,490,747,444,989
1106,1538,639,556,490,747,436,657
1050,1549,684,455,591,747,383,610
1049,1473,761,455,552,786,290,580
974,1367,942,381,626,786,169,667
919,1388,771,396,816,786,99,588
886,1416,740,432,819,786,98,546
802,1408,806,458,819,776,98,497
798,1425,788,476,800,743,85,389
706,1467,845,476,800,704,84,367
692,1437,797,568,800,663,84,411
691,1438,671,694,631,832,84,430
709,1438,628,740,608,855,84,430
709,1437,629,740,608,810,88,434
709,1427,639,739,389,935,88,448
774,1424,642,646,482,935,88,534
845,1262,802,648,482,935,81,654
845,1107,955,650,482,935,263,683
840,1112,955,650,482,830,365,690
833,1119,955,650,482,811,356,694
815,1143,955,650,482,793,354,748
645,1316,955,556,576,790,381,803
634,1323,959,556,573,793,750,803
602,1214,1143,558,573,735,750,815
549,1217,1155,600,573,538,750,815
549,1180,1187,605,573,516,750,793
519,1209,1189,605,556,533,750,792
535,1049,1349,605,556,533,750,790
468,1079,1453,605,556,495,750,722
417,1040,1547,605,556,495,750,746
351,1127,1547,605,556,490,736,780
357,1119,1558,605,556,490,736,991
441,1106,1538,639,556,490,764,994
604,1050,1549,684,455,591,771,978
607,1049,1473,761,455,552,778,1049
644,974,1367,942,381,626,775,1086
644,919,1388,771,396,816,775,1304
641,886,1416,740,432,819,786,1243
641,802,1408,806,458,819,786,1240
628,798,1425,788,476,800,888,1200
621,706,1467,845,476,800,1042,1199
622,692,1437,797,568,800,1063,1145
622,691,1438,671,694,631,1083,1126
601,709,1438,628,740,608,1086,1126
620,709,1437,629,740,608,1077,1122
627,709,1427,639,739,389,1080,1108
562,774,1424,642,646,482,1148,1022
517,845,1262,802,648,482,1139,902
556,845,1107,955,650,482,951,873
556,840,1112,955,650,482,848,866
556,833,1119,955,650,482,837,884
570,815,1143,955,650,482,837,830
574,645,1316,955,556,576,835,775
708,634,1323,959,556,573,485,775
708,602,1214,1143,558,573,485,763
749,549,1217,1155,600,573,485,776
778,549,1180,1187,605,573,485,835
804,519,1209,1189,605,556,489,835
982,535,1049,1349,605,556,489,914
935,468,1079,1453,605,556,508,1079
931,417,1040,1547,605,556,510,1071
910,351,1127,1547,605,556,510,1087
901,357,1119,1558,605,556,632,920
816,441,1106,1538,639,556,672,917
692,604,1050,1549,684,455,720,917
689,607,1049,1473,761,455,713,846
652,644,974,1367,942,381,765,704
652,644,919,1388,771,396,780,463
652,641,886,1416,740,432,837,513
652,641,802,1408,806,458,838,715
652,628,798,1425,788,476,743,786
652,621,706,1467,845,476,592,812
651,622,692,1437,797,568,571,863
651,622,691,1438,671,694,551,892
651,601,709,1438,628,740,548,1008
632,620,709,1437,629,740,548,1018
625,627,709,1427,639,739,545,1018
628,562,774,1424,642,646,477,1022
782,517,845,1262,802,648,466,1055
820,556,845,1107,955,650,466,1231
824,556,840,1112,955,650,462,1254
824,556,833,1119,955,650,534,1232
804,570,815,1143,955,650,547,1251
797,574,645,1316,955,556,571,1251
790,708,634,1323,959,556,600,1256
807,708,602,1214,1143,558,622,1327
784,749,549,1217,1155,600,648,1358
816,778,549,1180,1187,605,654,1299
821,804,519,1209,1189,605,650,1306
645,982,535,1049,1349,605,650,1233
628,935,468,1079,1453,605,631,1068
688,931,417,1040,1547,605,629,1040
697,910,351,1127,1547,605,629,989
736,901,357,1119,1558,605,507,945
739,816,441,1106,1538,639,439,977
700,692,604,1050,1549,684,384,1094
700,689,607,1049,1473,761,388,1112
725,652,644,974,1367,942,340,1112
725,652,644,919,1388,771,326,1158
725,652,641,886,1416,740,258,1108
725,652,641,802,1408,806,257,917
731,652,628,798,1425,788,250,852
735,652,621,706,1467,845,247,888
735,651,622,692,1437,797,247,930
735,651,622,691,1438,671,247,927
735,651,601,709,1438,628,290,811
735,632,620,709,1437,629,492,801
735,625,627,709,1427,639,578,803
732,628,562,774,1424,642,578,857
552,782,517,845,1262,802,578,825
475,820,556,845,1107,955,578,696
471,824,556,840,1112,955,578,673
471,824,556,833,1119,955,505,685
471,804,570,815,1143,955,492,674
500,797,574,645,1316,955,448,674
373,790,708,634,1323,959,471,669
311,807,708,602,1214,1143,451,598
289,784,749,549,1217,1155,479,716
228,816,778,549,1180,1187,473,724
198,821,804,519,1209,1189,473,730
190,645,982,535,1049,1349,473,747
275,628,935,468,1079,1453,473,747
276,688,931,417,1040,1547,473,747
267,697,910,351,1127,1547,473,747
228,736,901,357,1119,1558,475,747
486,739,816,441,1106,1538,475,715
507,700,692,604,1050,1549,475,598
507,700,689,607,1049,1473,476,579
533,725,652,644,974,1367,540,579
533,725,652,644,919,1388,683,532
632,725,652,641,886,1416,721,532
632,725,652,641,802,1408,776,521
626,731,652,628,798,1425,776,515
627,735,652,621,706,1467,935,453
627,735,651,622,692,1437,983,360
627,735,651,622,691,1438,983,392
693,735,651,601,709,1438,945,418
693,735,632,620,709,1437,743,423
693,735,625,627,709,1427,662,437
693,732,628,562,774,1424,662,379
693,552,782,517,845,1262,703,378
693,475,820,556,845,1107,703,331
693,471,824,556,840,1112,703,331
693,471,824,556,833,1119,703,326
765,471,804,570,815,1143,703,321
866,500,797,574,645,1316,709,330
871,373,790,708,634,1323,639,367
893,311,807,708,602,1214,648,386
972,289,784,749,549,1217,594,291
1100,228,816,778,549,1180,594,354
1106,198,821,804,519,1209,594,341
1096,190,645,982,535,1049,594,318
1008,275,628,935,468,1079,594,330
947,276,688,931,417,1040,594,345
947,267,697,910,351,1127,594,345
947,228,736,901,357,1119,592,567
940,486,739,816,441,1106,650,653
919,507,700,692,604,1050,685,658
1062,507,700,689,607,1049,684,658
1073,533,725,652,644,974,661,658
1164,533,725,652,644,919,711,658
1100,632,725,652,641,886,757,658
1129,632,725,652,641,802,702,746
1129,626,731,652,628,798,702,746
1151,627,735,652,621,706,543,824
1151,627,735,651,622,692,879,841
1151,627,735,651,622,691,879,836
1151,693,735,651,601,709,874,810
1151,693,735,632,620,709,874,805
1158,693,735,625,627,709,869,846
1160,693,732,628,562,774,882,848
1160,693,552,782,517,845,889,848
1160,693,475,820,556,845,889,876
1160,693,471,824,556,840,889,876
1160,693,471,824,556,833,889,869
1088,765,471,804,570,815,905,1109
958,866,500,797,574,645,893,1100
953,871,373,790,708,634,892,1063
931,893,311,807,708,602,881,1044
852,972,289,784,749,549,888,977
724,1100,228,816,778,549,888,906
716,1106,198,821,804,519,888,906
716,1096,190,645,982,535,888,1077
716,1008,275,628,935,468,888,1153
716,947,276,688,931,417,888,1138
716,947,267,697,910,351,888,1138
716,947,228,736,901,357,898,916
462,940,486,739,816,441,892,870
462,919,507,700,692,604,896,895
319,1062,507,700,689,607,933,895
340,1073,533,725,652,644,888,900
378,1164,533,725,652,644,694,967
344,1100,632,725,652,641,655,971
315,1129,632,725,652,641,750,883
319,1129,626,731,652,628,750,883
299,1151,627,735,652,621,750,805
304,1151,627,735,651,622,366,808
304,1151,627,735,651,622,471,765
238,1151,693,735,651,601,490,766
238,1151,693,735,632,620,508,832
231,1158,693,735,625,627,511,820
267,1160,693,732,628,562,498,821
272,1160,693,552,782,517,508,821
276,1160,693,475,820,556,705,793
276,1160,693,471,824,556,727,793
276,1160,693,471,824,556,727,793
317,1088,765,471,804,570,711,622
317,958,866,500,797,574,749,801
447,953,871,373,790,708,749,854
468,931,893,311,807,708,754,854
468,852,972,289,784,749,747,854
471,724,1100,228,816,778,747,854
471,716,1106,198,821,804,747,869
494,716,1096,190,645,982,786,704
494,716,1008,275,628,935,786,690
536,716,947,276,688,931,786,904
597,716,947,267,697,910,786,904
597,716,947,228,736,901,776,904
597,462,940,486,739,816,743,864
605,462,919,507,700,692,704,879
605,319,1062,507,700,689,663,879
522,340,1073,533,725,652,832,874
433,378,1164,533,725,652,855,828
777,344,1100,632,725,652,810,877
777,315,1129,632,725,652,935,880
885,319,1129,626,731,652,935,880
1024,299,1151,627,735,652,935,888
1110,304,1151,627,735,651,935,869
1225,304,1151,627,735,651,830,865
1237,238,1151,693,735,651,811,864
1237,238,1151,693,735,632,793,839
1237,231,1158,693,735,625,790,812
1199,267,1160,693,732,628,793,809
1196,272,1160,693,552,782,735,922
1302,276,1160,693,475,820,538,922
1326,276,1160,693,471,824,516,941
1326,276,1160,693,471,824,533,943
1474,317,1088,765,471,804,533,871
1829,317,958,866,500,797,495,692
1722,447,953,871,373,790,495,639
1777,468,931,893,311,807,490,639
1787,468,852,972,289,784,490,639
1784,471,724,1100,228,816,490,639
1784,471,716,1106,198,821,591,627
1761,494,716,1096,190,645,552,685
1761,494,716,1008,275,628,626,687
1719,536,716,947,276,688,816,473
1658,597,716,947,267,697,819,683
1696,597,716,947,228,736,819,741
1877,597,462,940,486,739,800,758
1921,605,462,919,507,700,800,713
1922,605,319,1062,507,700,800,713
1922,522,340,1073,533,725,631,713
1882,433,378,1164,533,725,608,707
1565,777,344,1100,632,725,608,1057
1565,777,315,1129,632,725,389,1283
1453,885,319,1129,626,731,482,1283
1379,1024,299,1151,627,735,482,1275
1376,1110,304,1151,627,735,482,1274
1261,1225,304,1151,627,735,482,1268
1249,1237,238,1151,693,735,482,1268
1249,1237,238,1151,693,735,482,1227
1249,1237,231,1158,693,735,576,1209
1249,1199,267,1160,693,732,573,1209
1247,1196,272,1160,693,552,573,1096
1206,1302,276,1160,693,475,573,1100
1386,1326,276,1160,693,471,573,1081
1387,1326,276,1160,693,471,556,1079
1212,1474,317,1088,765,471,556,1079
858,1829,317,958,866,500,556,1079
839,1722,447,953,871,373,556,1079
763,1777,468,931,893,311,556,1079
812,1787,468,852,972,289,556,1155
825,1784,471,724,1100,228,556,1253
959,1784,471,716,1106,198,455,1302
959,1761,494,716,1096,190,455,1264
959,1761,494,716,1008,275,381,1190
988,1719,536,716,947,276,396,1257
989,1658,597,716,947,267,432,1091
951,1696,597,716,947,228,458,1033
770,1877,597,462,940,486,476,1065
718,1921,605,462,919,507,476,1065
717,1922,605,319,1062,507,568,1065
717,1922,522,340,1073,533,694,1065
717,1882,433,378,1164,533,740,1052
689,1565,777,344,1100,632,740,649
689,1565,777,315,1129,632,739,420
720,1453,885,319,1129,626,646,428
722,1379,1024,299,1151,627,648,491
634,1376,1110,304,1151,627,650,491
634,1261,1225,304,1151,627,650,491
727,1249,1237,238,1151,693,650,491
762,1249,1237,238,1151,693,650,491
762,1249,1237,231,1158,693,556,510
762,1249,1199,267,1160,693,556,510
799,1247,1196,272,1160,693,558,511
730,1206,1302,276,1160,693,600,515
526,1386,1326,276,1160,693,605,515
525,1387,1326,276,1160,693,605,515
512,1212,1474,317,1088,765,605,679
511,858,1829,317,958,866,605,682
507,839,1722,447,953,871,605,702
523,763,1777,468,931,893,605,760
531,812,1787,468,852,972,605,734
518,825,1784,471,724,1100,639,689
385,959,1784,471,716,1106,684,637
406,959,1761,494,716,1096,761,611
423,959,1761,494,716,1008,942,609
394,988,1719,536,716,947,771,542
519,989,1658,597,716,947,740,505
627,951,1696,597,716,947,806,506
708,770,1877,597,462,940,788,457
804,718,1921,605,462,919,845,569
858,717,1922,605,319,1062,797,618
1013,717,1922,522,340,1073,671,668
1046,717,1882,433,378,1164,628,674
1134,689,1565,777,344,1100,629,674
1138,689,1565,777,315,1129,639,674
1108,720,1453,885,319,1129,642,670
1034,722,1379,1024,299,1151,802,634
1034,634,1376,1110,304,1151,955,634
1035,634,1261,1225,304,1151,955,640
944,727,1249,1237,238,1151,955,642
909,762,1249,1237,238,1151,955,648
909,762,1249,1237,231,1158,955,657
924,762,1249,1199,267,1160,959,720
888,799,1247,1196,272,1160,1143,729
888,730,1206,1302,276,1160,1155,737
890,526,1386,1326,276,1160,1187,737
891,525,1387,1326,276,1160,1189,737
893,512,1212,1474,317,1088,1349,573
893,511,858,1829,317,958,1453,570
930,507,839,1722,447,953,1547,550
915,523,763,1777,468,931,1547,527
848,531,812,1787,468,852,1558,553
850,518,825,1784,471,724,1538,508
849,385,959,1784,471,716,1549,561
832,406,959,1761,494,716,1473,654
820,423,959,1761,494,716,1367,778
821,394,988,1719,536,716,1388,848
722,519,989,1658,597,716,1416,842
754,627,951,1696,597,716,1408,841
702,708,770,1877,597,462,1425,854
612,804,718,1921,605,462,1467,743
559,858,717,1922,605,319,1437,694
410,1013,717,1922,522,340,1438,644
388,1046,717,1882,433,378,1438,636
306,1134,689,1565,777,344,1437,641
302,1138,689,1565,777,315,1427,641
332,1108,720,1453,885,319,1424,637
347,1034,722,1379,1024,299,1262,637
377,1034,634,1376,1110,304,1107,643
480,1035,634,1261,1225,304,1112,642
495,944,727,1249,1237,238,1119,661
577,909,762,1249,1237,238,1143,657
717,909,762,1249,1237,231,1316,630
809,924,762,1249,1199,267,1323,567
883,888,799,1247,1196,272,1214,557
884,888,730,1206,1302,276,1217,541
882,890,526,1386,1326,276,1180,541
883,891,525,1387,1326,276,1209,541
887,893,512,1212,1474,317,1049,541
889,893,511,858,1829,317,1079,541
852,930,507,839,1722,447,1040,541
851,915,523,763,1777,468,1127,520
901,848,531,812,1787,468,1119,444
1010,850,518,825,1784,471,1106,436
1092,849,385,959,1784,471,1050,383
1091,832,406,959,1761,494,1049,290
1086,820,423,959,1761,494,974,169
1314,821,394,988,1719,536,919,99
1335,722,519,989,1658,597,886,98
1203,754,627,951,1696,597,802,98
1293,702,708,770,1877,597,798,85
1287,612,804,718,1921,605,706,84
1306,559,858,717,1922,605,692,84
1325,410,1013,717,1922,522,691,84
1365,388,1046,717,1882,433,709,84
1364,306,1134,689,1565,777,709,88
1415,302,1138,689,1565,777,709,88
1384,332,1108,720,1453,885,774,88
1369,347,1034,722,1379,1024,845,81
1359,377,1034,634,1376,1110,845,263
1255,480,1035,634,1261,1225,840,365
1248,495,944,727,1249,1237,833,356
1166,577,909,762,1249,1237,815,354
1026,717,909,762,1249,1237,645,381
919,809,924,762,1249,1199,634,750
844,883,888,799,1247,1196,602,750
868,884,888,730,1206,1302,549,750
898,882,890,526,1386,1326,549,750
896,883,891,525,1387,1326,519,750
900,887,893,512,1212,1474,535,750
928,889,893,511,858,1829,468,750
928,852,930,507,839,1722,417,750
928,851,915,523,763,1777,351,736
878,901,848,531,812,1787,357,736
770,1010,850,518,825,1784,441,764
708,1092,849,385,959,1784,604,771
705,1091,832,406,959,1761,607,778
705,1086,820,423,959,1761,644,775
476,1314,821,394,988,1719,644,775
428,1335,722,519,989,1658,641,786
428,1203,754,627,951,1696,641,786
309,1293,702,708,770,1877,628,888
311,1287,612,804,718,1921,621,1042
309,1306,559,858,717,1922,622,1063
347,1325,410,1013,717,1922,622,1083
316,1365,388,1046,717,1882,601,1086
321,1364,306,1134,689,1565,620,1077
351,1415,302,1138,689,1565,627,1080
359,1384,332,1108,720,1453,562,1148
359,1369,347,1034,722,1379,517,1139
339,1359,377,1034,634,1376,556,951
339,1255,480,1035,634,1261,556,848
337,1248,495,944,727,1249,556,837
337,1166,577,909,762,1249,570,837
337,1026,717,909,762,1249,574,835
337,919,809,924,762,1249,708,485
367,844,883,888,799,1247,708,485
342,868,884,888,730,1206,749,485
391,898,882,890,526,1386,778,485
399,896,883,891,525,1387,804,489
388,900,887,893,512,1212,982,489
358,928,889,893,511,858,935,508
358,928,852,930,507,839,931,510
358,928,851,915,523,763,910,510
358,878,901,848,531,812,901,632
355,770,1010,850,518,825,816,672
378,708,1092,849,385,959,692,720
378,705,1091,832,406,959,689,713
378,705,1086,820,423,959,652,765
378,476,1314,821,394,988,652,780
378,428,1335,722,519,989,652,837
370,428,1203,754,627,951,652,838
370,309,1293,702,708,770,652,743
388,311,1287,612,804,718,652,592
375,309,1306,559,858,717,651,571
312,347,1325,410,1013,717,651,551
297,316,1365,388,1046,717,651,548
296,321,1364,306,1134,689,632,548
215,351,1415,302,1138,689,625,545
219,359,1384,332,1108,720,628,477
219,359,1369,347,1034,722,782,466
219,339,1359,377,1034,634,820,466
219,339,1255,480,1035,634,824,462
211,337,1248,495,944,727,824,534
211,337,1166,577,909,762,804,547
211,337,1026,717,909,762,797,571
211,337,919,809,924,762,790,600
181,367,844,883,888,799,807,622
181,342,868,884,888,730,784,648
102,391,898,882,890,526,816,654
94,399,896,883,891,525,821,650
124,388,900,887,893,512,645,650
154,358,928,889,893,511,628,631
197,358,928,852,930,507,688,629
