Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8
1087,834,1320,1443,66,831,1206,1036,527,929,969,358,1682,469,1278,473,1075,465,793,731
1196,659,1495,1443,66,740,1294,1039,502,947,976,358,1670,468,1271,473,1055,527,794,715
1202,625,1529,1443,66,706,1328,914,627,946,977,184,1391,468,1252,473,1043,569,799,702
1207,565,1589,1419,90,621,1412,836,705,947,961,118,1391,409,1252,473,1043,535,799,664
912,840,1618,1417,92,621,1412,738,803,924,928,174,1391,409,1252,482,1024,647,987,660
871,881,1618,1417,92,604,1429,709,832,906,927,193,1390,354,1229,629,1024,519,982,645
847,810,1713,1311,198,534,1499,697,757,993,739,381,1390,326,1229,629,1022,545,953,635
751,899,1689,1261,279,510,1523,628,714,1105,490,630,1376,327,1229,629,989,574,953,575
771,907,1656,1204,370,510,1519,622,707,1122,489,609,1320,658,1233,658,1126,568,953,567
772,906,1583,1278,370,475,1509,591,777,1128,485,613,1239,759,1239,658,1123,575,953,567
767,903,1591,1250,398,475,1499,601,709,1196,421,677,1234,776,1167,658,1123,577,963,567
767,901,1593,1235,413,475,1315,707,704,1279,416,682,1138,673,1081,658,1123,709,963,567
767,901,1588,1220,433,475,1308,706,706,1278,423,682,1020,560,1053,658,1123,711,963,492
716,952,1560,1237,444,475,1281,704,735,1278,422,683,1022,610,1056,658,1123,794,966,567
659,1009,1472,1290,479,475,1146,801,731,1320,422,683,1020,652,875,658,1123,782,1150,495
710,1035,1428,1175,638,475,1031,914,698,1292,485,683,867,652,836,479,1123,778,1162,546
729,1035,1304,1213,724,475,1008,930,704,1293,485,683,878,652,641,350,1123,745,1050,488
679,1028,1307,1267,724,469,870,1066,712,1213,565,683,860,631,641,350,1094,1020,917,489
668,963,1382,1230,762,419,920,1066,712,1198,580,683,842,631,539,350,1086,1022,800,532
590,974,1417,1122,902,384,955,1066,668,1242,580,683,772,631,518,350,1033,1024,800,579
256,1304,1369,1173,903,347,992,988,746,1194,628,680,771,631,537,382,1144,1024,802,621
255,1268,1313,1266,903,347,992,830,904,1186,636,680,771,629,654,388,1112,1024,802,647
312,1267,1197,1383,903,132,1207,775,959,1127,695,655,527,628,620,388,1029,1024,805,648
312,1267,1155,1425,903,128,1211,720,1014,1045,697,715,434,575,562,388,1060,1024,805,630
312,1267,1084,1448,951,107,1219,732,1015,947,758,747,358,575,539,388,1025,1123,723,368
479,1267,962,1409,1112,102,1224,732,1015,918,782,752,358,586,549,390,742,1123,713,380
489,1223,992,1376,1159,102,1179,777,1015,892,776,784,184,596,453,400,731,1123,910,411
530,1179,995,1399,1177,102,1076,880,1015,633,885,934,118,613,427,250,492,1158,912,554
530,1179,987,1401,1183,83,976,999,1015,606,851,995,174,652,456,244,492,1143,1092,688
530,1179,984,1398,1123,136,972,1016,1015,529,927,990,193,825,456,285,492,1203,1102,705
544,1179,936,1374,1195,107,954,1042,1036,527,929,977,381,842,456,369,492,1372,1062,813
549,1087,834,1320,1443,66,831,1206,1036,527,929,969,630,842,456,399,493,1419,947,838
440,1196,659,1495,1443,66,740,1294,1039,502,947,976,609,842,456,399,474,1309,946,898
434,1202,625,1529,1443,66,706,1328,914,627,946,977,613,842,509,410,502,1241,993,899
429,1207,565,1589,1419,90,621,1412,836,705,947,961,677,842,512,481,515,1272,993,899
420,912,840,1618,1417,92,621,1412,738,803,924,928,682,842,518,627,515,1114,805,899
420,871,881,1618,1417,92,604,1429,709,832,906,927,682,842,537,517,515,1096,979,933
425,847,810,1713,1311,198,534,1499,697,757,993,739,683,843,551,517,515,1069,1110,946
476,751,899,1689,1261,279,510,1523,628,714,1105,490,683,842,551,518,514,1039,1216,948
447,771,907,1656,1204,370,510,1519,622,707,1122,489,683,511,420,491,319,1034,1221,952
446,772,906,1583,1278,370,475,1509,591,777,1128,485,683,398,414,491,337,1027,1221,952
446,767,903,1591,1250,398,475,1499,601,709,1196,421,683,368,425,491,340,1025,1211,952
446,767,901,1593,1235,413,475,1315,707,704,1279,416,683,368,456,491,340,901,1211,952
446,767,901,1588,1220,433,475,1308,706,706,1278,423,683,367,478,491,370,904,1259,952
446,716,952,1560,1237,444,475,1281,704,735,1278,422,680,317,552,491,496,821,1263,873
456,659,1009,1472,1290,479,475,1146,801,731,1320,422,680,275,624,491,550,784,1079,873
379,710,1035,1428,1175,638,475,1031,914,698,1292,485,655,280,645,491,581,819,1160,822
360,729,1035,1304,1213,724,475,1008,930,704,1293,485,715,323,618,491,581,819,1174,822
360,679,1028,1307,1267,724,469,870,1066,712,1213,565,747,383,757,491,596,541,1147,834
374,668,963,1382,1230,762,419,920,1066,712,1198,580,752,424,746,491,703,553,1108,791
375,590,974,1417,1122,902,384,955,1066,668,1242,580,784,477,743,491,950,552,1108,829
375,256,1304,1369,1173,903,347,992,988,746,1194,628,934,481,724,459,871,598,1137,796
375,255,1268,1313,1266,903,347,992,830,904,1186,636,995,481,643,453,905,616,1137,936
318,312,1267,1197,1383,903,132,1207,775,959,1127,695,990,483,638,453,1257,616,1147,944
318,312,1267,1155,1425,903,128,1211,720,1014,1045,697,977,476,598,453,1400,616,1147,929
318,312,1267,1084,1448,951,107,1219,732,1015,947,758,969,476,715,453,1421,529,1133,867
151,479,1267,962,1409,1112,102,1224,732,1015,918,782,976,465,713,473,1411,530,1138,854
380,489,1223,992,1376,1159,102,1179,777,1015,892,776,977,455,753,471,1412,530,941,823
352,530,1179,995,1399,1177,102,1076,880,1015,633,885,961,438,753,517,1413,495,1098,748
352,530,1179,987,1401,1183,83,976,999,1015,606,851,928,493,695,703,1416,519,952,618
352,530,1179,984,1398,1123,136,972,1016,1015,529,927,927,338,713,671,1465,444,1081,613
338,544,1179,936,1374,1195,107,954,1042,1036,527,929,739,402,766,647,1651,275,1073,720
333,549,1087,834,1320,1443,66,831,1206,1036,527,929,490,471,839,640,1702,228,1128,696
333,440,1196,659,1495,1443,66,740,1294,1039,502,947,489,522,848,640,1720,227,1134,636
333,434,1202,625,1529,1443,66,706,1328,914,627,946,485,547,795,629,1666,225,1205,663
406,429,1207,565,1589,1419,90,621,1412,836,705,947,421,547,834,558,1716,247,1292,667
409,420,912,840,1618,1417,92,621,1412,738,803,924,416,552,828,403,1739,356,1391,667
509,420,871,881,1618,1417,92,604,1429,709,832,906,423,552,810,366,1857,502,1271,636
615,425,847,810,1713,1311,198,534,1499,697,757,993,422,561,842,366,1886,505,1161,657
592,476,751,899,1689,1261,279,510,1523,628,714,1105,422,561,852,365,2073,505,1055,677
624,447,771,907,1656,1204,370,510,1519,622,707,1122,485,563,852,363,2089,504,1050,691
624,446,772,906,1583,1278,370,475,1509,591,777,1128,485,573,854,381,2072,527,1195,691
680,446,767,903,1591,1250,398,475,1499,601,709,1196,565,573,843,381,2111,527,1247,691
690,446,767,901,1593,1235,413,475,1315,707,704,1279,580,573,811,418,2138,520,1252,693
690,446,767,901,1588,1220,433,475,1308,706,706,1278,580,647,789,418,2154,515,1231,693
690,446,716,952,1560,1237,444,475,1281,704,735,1278,628,665,715,496,2127,515,1226,698
680,456,659,1009,1472,1290,479,475,1146,801,731,1320,636,680,651,555,2080,515,1235,700
680,379,710,1035,1428,1175,638,475,1031,914,698,1292,695,675,742,561,2049,480,1142,700
826,360,729,1035,1304,1213,724,475,1008,930,704,1293,697,632,733,563,2049,480,1159,705
832,360,679,1028,1307,1267,724,469,870,1066,712,1213,758,572,594,563,2034,479,1172,696
856,374,668,963,1382,1230,762,419,920,1066,712,1198,782,539,607,563,1984,465,1242,696
855,375,590,974,1417,1122,902,384,955,1066,668,1242,776,486,619,565,1742,535,1354,614
873,375,256,1304,1369,1173,903,347,992,988,746,1194,885,482,629,592,1731,494,1467,614
873,375,255,1268,1313,1266,903,347,992,830,904,1186,851,520,592,592,1697,512,1467,470
893,318,312,1267,1197,1383,903,132,1207,775,959,1127,927,518,592,624,1406,551,1550,469
937,318,312,1267,1155,1425,903,128,1211,720,1014,1045,929,542,616,673,1228,611,1616,469
946,318,312,1267,1084,1448,951,107,1219,732,1015,947,929,569,499,717,1123,631,1650,481
946,151,479,1267,962,1409,1112,102,1224,732,1015,918,947,593,481,695,1132,631,1643,481
716,380,489,1223,992,1376,1159,102,1179,777,1015,892,946,593,440,680,1141,713,1642,481
707,352,530,1179,995,1399,1177,102,1076,880,1015,633,947,593,438,678,1144,796,1483,413
826,352,530,1179,987,1401,1183,83,976,999,1015,606,924,499,457,501,1209,788,1503,415
1158,352,530,1179,984,1398,1123,136,972,1016,1015,529,906,607,452,492,1188,801,1409,414
1221,338,544,1179,936,1374,1195,107,954,1042,1036,527,993,619,399,432,1005,812,1355,221
1252,333,549,1087,834,1320,1443,66,831,1206,1036,527,1105,666,326,409,953,856,1303,226
1270,333,440,1196,659,1495,1443,66,740,1294,1039,502,1122,671,317,409,935,898,1297,226
1373,333,434,1202,625,1529,1443,66,706,1328,914,627,1128,668,317,409,935,898,1228,200
1403,406,429,1207,565,1589,1419,90,621,1412,836,705,1196,668,275,409,872,844,1244,246
1452,409,420,912,840,1618,1417,92,621,1412,738,803,1279,699,275,409,849,715,1164,259
1500,509,420,871,881,1618,1417,92,604,1429,709,832,1278,699,274,409,731,562,1110,312
1412,615,425,847,810,1713,1311,198,534,1499,697,757,1278,689,228,409,702,559,1242,291
1394,592,476,751,899,1689,1261,279,510,1523,628,714,1320,689,218,415,515,559,1276,420
1362,624,447,771,907,1656,1204,370,510,1519,622,707,1292,687,218,433,504,559,1290,695
1362,624,446,772,906,1583,1278,370,475,1509,591,777,1293,677,216,549,504,536,1181,816
1306,680,446,767,903,1591,1250,398,475,1499,601,709,1213,677,216,648,469,536,1251,847
1296,690,446,767,901,1593,1235,413,475,1315,707,704,1198,689,216,612,479,535,1263,850
1296,690,446,767,901,1588,1220,433,475,1308,706,706,1242,680,272,612,437,535,1249,850
1296,690,446,716,952,1560,1237,444,475,1281,704,735,1194,667,356,534,338,535,1247,864
1296,680,456,659,1009,1472,1290,479,475,1146,801,731,1186,660,440,475,331,535,1271,980
1296,680,379,710,1035,1428,1175,638,475,1031,914,698,1127,680,344,477,331,537,1272,1141
1150,826,360,729,1035,1304,1213,724,475,1008,930,704,1045,680,344,574,387,537,1240,1136
1144,832,360,679,1028,1307,1267,724,469,870,1066,712,947,680,344,587,412,552,1227,1132
1106,856,374,668,963,1382,1230,762,419,920,1066,712,918,672,346,587,511,564,1157,1132
1106,855,375,590,974,1417,1122,902,384,955,1066,668,892,672,365,608,509,493,1046,1139
1088,873,375,256,1304,1369,1173,903,347,992,988,746,633,672,402,581,524,496,903,1158
1088,873,375,255,1268,1313,1266,903,347,992,830,904,606,634,419,585,530,547,962,1317
1090,893,318,312,1267,1197,1383,903,132,1207,775,959,529,642,419,553,572,508,918,1478
1047,937,318,312,1267,1155,1425,903,128,1211,720,1014,527,645,395,588,619,496,884,1559
1040,946,318,312,1267,1084,1448,951,107,1219,732,1015,527,629,411,567,624,609,854,1617
1108,946,151,479,1267,962,1409,1112,102,1224,732,1015,502,606,411,567,758,763,869,1620
1111,716,380,489,1223,992,1376,1159,102,1179,777,1015,627,640,411,565,841,681,869,1625
1108,707,352,530,1179,995,1399,1177,102,1076,880,1015,705,704,433,521,875,598,870,1632
989,826,352,530,1179,987,1401,1183,83,976,999,1015,803,721,441,521,1048,582,946,1633
657,1158,352,530,1179,984,1398,1123,136,972,1016,1015,832,595,428,522,1354,569,939,1622
610,1221,338,544,1179,936,1374,1195,107,954,1042,1036,757,502,433,522,1398,558,948,1600
580,1252,333,549,1087,834,1320,1443,66,831,1206,1036,714,386,433,522,1532,514,1147,1671
667,1270,333,440,1196,659,1495,1443,66,740,1294,1039,707,336,485,538,1532,472,1391,1671
588,1373,333,434,1202,625,1529,1443,66,706,1328,914,777,314,485,576,1532,472,1343,1691
546,1403,406,429,1207,565,1589,1419,90,621,1412,836,709,314,486,577,1532,472,1240,1641
497,1452,409,420,912,840,1618,1417,92,621,1412,738,704,278,517,660,1532,472,1221,1668
389,1500,509,420,871,881,1618,1417,92,604,1429,709,706,278,517,683,1532,472,1222,1615
367,1412,615,425,847,810,1713,1311,198,534,1499,697,735,278,532,703,1532,472,1104,1602
411,1394,592,476,751,899,1689,1261,279,510,1523,628,731,319,538,901,1532,472,1070,1451
430,1362,624,447,771,907,1656,1204,370,510,1519,622,698,319,578,1050,1527,472,1056,1158
430,1362,624,446,772,906,1583,1278,370,475,1509,591,704,319,578,1017,1528,472,1020,1037
434,1306,680,446,767,903,1591,1250,398,475,1499,601,712,319,578,985,1521,472,898,1006
448,1296,690,446,767,901,1593,1235,413,475,1315,707,712,307,578,1026,1493,507,881,1001
534,1296,690,446,767,901,1588,1220,433,475,1308,706,668,247,522,1079,1489,517,868,1001
654,1296,690,446,716,952,1560,1237,444,475,1281,704,746,374,515,1118,1489,517,871,982
683,1296,680,456,659,1009,1472,1290,479,475,1146,801,904,374,513,1127,1489,517,851,865
690,1296,680,379,710,1035,1428,1175,638,475,1031,914,959,354,506,1179,1517,563,863,705
694,1150,826,360,729,1035,1304,1213,724,475,1008,930,1014,380,650,1086,1506,586,868,705
748,1144,832,360,679,1028,1307,1267,724,469,870,1066,1015,387,650,1073,1500,573,954,719
803,1106,856,374,668,963,1382,1230,762,419,920,1066,1015,387,635,1073,1372,572,1036,727
803,1106,855,375,590,974,1417,1122,902,384,955,1066,1015,387,608,1050,1371,650,1124,719
815,1088,873,375,256,1304,1369,1173,903,347,992,988,1015,387,562,1072,1332,701,1188,691
815,1088,873,375,255,1268,1313,1266,903,347,992,830,1015,391,545,1080,1318,650,1172,510
793,1090,893,318,312,1267,1197,1383,903,132,1207,775,1015,384,545,1102,1241,767,1200,341
792,1047,937,318,312,1267,1155,1425,903,128,1211,720,1036,357,545,1026,1213,777,1205,260
790,1040,946,318,312,1267,1084,1448,951,107,1219,732,1036,346,530,1016,1279,642,1197,199
722,1108,946,151,479,1267,962,1409,1112,102,1224,732,1039,345,528,1017,1151,487,1182,284
746,1111,716,380,489,1223,992,1376,1159,102,1179,777,914,311,530,1017,1058,487,1182,293
780,1108,707,352,530,1179,995,1399,1177,102,1076,880,836,247,525,1049,1020,490,1181,286
991,989,826,352,530,1179,987,1401,1183,83,976,999,738,230,500,1091,782,491,1051,279
994,657,1158,352,530,1179,984,1398,1123,136,972,1016,709,230,516,1091,550,491,1036,295
978,610,1221,338,544,1179,936,1374,1195,107,954,1042,697,230,513,1091,564,491,1092,295
1049,580,1252,333,549,1087,834,1320,1443,66,831,1206,628,230,513,1091,437,495,999,219
1086,667,1270,333,440,1196,659,1495,1443,66,740,1294,622,224,461,1075,438,541,839,219
1304,588,1373,333,434,1202,625,1529,1443,66,706,1328,591,224,461,1042,438,546,907,220
1243,546,1403,406,429,1207,565,1589,1419,90,621,1412,601,225,460,1082,443,592,956,248
1240,497,1452,409,420,912,840,1618,1417,92,621,1412,707,246,429,1059,445,607,985,301
1200,389,1500,509,420,871,881,1618,1417,92,604,1429,706,258,429,1036,445,870,987,302
1199,367,1412,615,425,847,810,1713,1311,198,534,1499,704,270,479,1021,445,925,952,389
1145,411,1394,592,476,751,899,1689,1261,279,510,1523,801,229,518,817,445,980,952,389
1126,430,1362,624,447,771,907,1656,1204,370,510,1519,914,239,593,650,445,1012,1144,411
1126,430,1362,624,446,772,906,1583,1278,370,475,1509,930,239,726,549,443,1212,1147,433
1122,434,1306,680,446,767,903,1591,1250,398,475,1499,1066,240,745,482,443,1216,1147,443
1108,448,1296,690,446,767,901,1593,1235,413,475,1315,1066,431,746,440,434,1181,1147,511
1022,534,1296,690,446,767,901,1588,1220,433,475,1308,1066,444,746,387,434,1171,1157,582
902,654,1296,690,446,716,952,1560,1237,444,475,1281,988,339,666,348,434,1171,1154,584
873,683,1296,680,456,659,1009,1472,1290,479,475,1146,830,427,605,339,434,1211,1141,700
866,690,1296,680,379,710,1035,1428,1175,638,475,1031,775,433,609,279,406,1275,1128,710
884,694,1150,826,360,729,1035,1304,1213,724,475,1008,720,417,526,273,361,1382,1123,710
830,748,1144,832,360,679,1028,1307,1267,724,469,870,732,446,558,273,342,1380,1051,696
775,803,1106,856,374,668,963,1382,1230,762,419,920,732,446,558,293,314,1419,980,688
775,803,1106,855,375,590,974,1417,1122,902,384,955,777,446,555,293,312,1435,924,686
763,815,1088,873,375,256,1304,1369,1173,903,347,992,880,446,555,273,312,1402,859,726
776,815,1088,873,375,255,1268,1313,1266,903,347,992,999,442,555,292,312,1469,817,754
835,793,1090,893,318,312,1267,1197,1383,903,132,1207,1016,441,568,271,286,1491,744,754
835,792,1047,937,318,312,1267,1155,1425,903,128,1211,1042,464,568,271,267,1457,707,754
914,790,1040,946,318,312,1267,1084,1448,951,107,1219,1206,486,567,314,198,1448,729,844
1079,722,1108,946,151,479,1267,962,1409,1112,102,1224,1294,515,567,313,324,1448,769,807
1071,746,1111,716,380,489,1223,992,1376,1159,102,1179,1328,522,565,313,366,1448,769,794
1087,780,1108,707,352,530,1179,995,1399,1177,102,1076,1412,674,548,281,367,1445,820,934
920,991,989,826,352,530,1179,987,1401,1183,83,976,1412,674,553,230,364,1444,897,937
917,994,657,1158,352,530,1179,984,1398,1123,136,972,1429,675,543,235,262,1444,874,921
917,978,610,1221,338,544,1179,936,1374,1195,107,954,1499,687,544,241,329,1469,823,921
846,1049,580,1252,333,549,1087,834,1320,1443,66,831,1523,691,550,266,322,1479,753,920
704,1086,667,1270,333,440,1196,659,1495,1443,66,740,1519,762,554,266,321,1433,727,938
463,1304,588,1373,333,434,1202,625,1529,1443,66,706,1509,822,560,263,321,1428,670,916
513,1243,546,1403,406,429,1207,565,1589,1419,90,621,1499,832,560,228,316,1382,668,890
715,1240,497,1452,409,420,912,840,1618,1417,92,621,1315,817,573,168,317,1367,708,797
786,1200,389,1500,509,420,871,881,1618,1417,92,604,1308,805,594,255,317,1105,758,793
812,1199,367,1412,615,425,847,810,1713,1311,198,534,1281,793,529,251,317,1050,780,706
863,1145,411,1394,592,476,751,899,1689,1261,279,510,1146,793,484,251,317,1091,851,728
892,1126,430,1362,624,447,771,907,1656,1204,370,510,1031,783,369,251,317,1059,717,706
1008,1126,430,1362,624,446,772,906,1583,1278,370,475,1008,783,236,251,317,859,723,684
1018,1122,434,1306,680,446,767,903,1591,1250,398,475,870,782,217,251,317,855,794,675
1018,1108,448,1296,690,446,767,901,1593,1235,413,475,920,591,216,251,317,1089,819,610
1022,1022,534,1296,690,446,767,901,1588,1220,433,475,955,573,216,290,317,1246,815,539
1055,902,654,1296,690,446,716,952,1560,1237,444,475,992,591,216,362,317,1349,923,537
1231,873,683,1296,680,456,659,1009,1472,1290,479,475,992,516,187,396,317,1368,1135,420
1254,866,690,1296,680,379,710,1035,1428,1175,638,475,1207,510,190,443,317,1260,1167,409
1232,884,694,1150,826,360,729,1035,1304,1213,724,475,1211,500,129,447,317,1130,1219,410
1251,830,748,1144,832,360,679,1028,1307,1267,724,469,1219,634,106,447,317,1130,1280,485
1251,775,803,1106,856,374,668,963,1382,1230,762,419,1224,717,106,427,402,1080,1305,563
1256,775,803,1106,855,375,590,974,1417,1122,902,384,1179,721,162,427,438,986,1272,572
1327,763,815,1088,873,375,256,1304,1369,1173,903,347,1076,768,184,425,438,960,1285,555
1358,776,815,1088,873,375,255,1268,1313,1266,903,347,976,805,189,394,440,857,1404,527
1299,835,793,1090,893,318,312,1267,1197,1383,903,132,972,875,227,393,440,718,1400,655
1306,835,792,1047,937,318,312,1267,1155,1425,903,128,954,958,252,385,471,694,1400,719
1233,914,790,1040,946,318,312,1267,1084,1448,951,107,831,950,252,329,469,693,1378,645
1068,1079,722,1108,946,151,479,1267,962,1409,1112,102,740,1056,252,329,422,693,1338,598
1040,1071,746,1111,716,380,489,1223,992,1376,1159,102,706,1104,252,415,409,693,1355,597
989,1087,780,1108,707,352,530,1179,995,1399,1177,102,621,977,252,417,409,693,1322,493
945,920,991,989,826,352,530,1179,987,1401,1183,83,621,977,263,453,409,693,1341,503
977,917,994,657,1158,352,530,1179,984,1398,1123,136,604,976,265,517,410,693,1375,525
1094,917,978,610,1221,338,544,1179,936,1374,1195,107,534,964,318,526,282,668,1426,525
1112,846,1049,580,1252,333,549,1087,834,1320,1443,66,510,960,340,512,282,654,1424,525
1112,704,1086,667,1270,333,440,1196,659,1495,1443,66,510,889,342,529,282,654,1374,507
1158,463,1304,588,1373,333,434,1202,625,1529,1443,66,475,829,336,527,282,654,1441,506
1108,513,1243,546,1403,406,429,1207,565,1589,1419,90,475,818,336,523,285,654,1452,504
917,715,1240,497,1452,409,420,912,840,1618,1417,92,475,815,323,523,282,654,1384,565
852,786,1200,389,1500,509,420,871,881,1618,1417,92,475,823,302,436,282,653,1331,595
888,812,1199,367,1412,615,425,847,810,1713,1311,198,475,846,302,435,282,653,1309,651
930,863,1145,411,1394,592,476,751,899,1689,1261,279,475,856,302,435,282,585,1336,673
927,892,1126,430,1362,624,447,771,907,1656,1204,370,475,915,342,435,282,646,1330,710
811,1008,1126,430,1362,624,446,772,906,1583,1278,370,475,922,383,435,282,706,1334,780
801,1018,1122,434,1306,680,446,767,903,1591,1250,398,469,922,383,443,282,708,1263,781
803,1018,1108,448,1296,690,446,767,901,1593,1235,413,419,922,406,472,282,530,1263,778
857,1022,1022,534,1296,690,446,767,901,1588,1220,433,384,922,470,515,282,433,1267,781
825,1055,902,654,1296,690,446,716,952,1560,1237,444,347,877,476,446,282,330,1161,781
696,1231,873,683,1296,680,456,659,1009,1472,1290,479,347,906,476,412,283,271,952,782
673,1254,866,690,1296,680,379,710,1035,1428,1175,638,132,906,460,514,284,267,920,782
685,1232,884,694,1150,826,360,729,1035,1304,1213,724,128,906,463,510,284,267,868,860
674,1251,830,748,1144,832,360,679,1028,1307,1267,724,107,736,455,510,284,267,1064,785
674,1251,775,803,1106,856,374,668,963,1382,1230,762,102,653,564,510,202,267,1087,707
669,1256,775,803,1106,855,375,590,974,1417,1122,902,102,682,568,510,287,295,1117,698
598,1327,763,815,1088,873,375,256,1304,1369,1173,903,102,635,545,542,299,328,1123,675
716,1358,776,815,1088,873,375,255,1268,1313,1266,903,83,598,551,563,326,393,1057,675
724,1299,835,793,1090,893,318,312,1267,1197,1383,903,136,528,500,569,370,405,1209,561
730,1306,835,792,1047,937,318,312,1267,1155,1425,903,107,520,475,569,518,430,1209,497
747,1233,914,790,1040,946,318,312,1267,1084,1448,951,66,517,475,571,525,465,1209,472
747,1068,1079,722,1108,946,151,479,1267,962,1409,1112,66,382,475,571,432,466,1288,468
747,1040,1071,746,1111,716,380,489,1223,992,1376,1159,66,327,545,523,403,498,1271,518
747,989,1087,780,1108,707,352,530,1179,995,1399,1177,90,302,568,538,402,750,1253,482
747,945,920,991,989,826,352,530,1179,987,1401,1183,92,317,559,503,402,809,1157,506
715,977,917,994,657,1158,352,530,1179,984,1398,1123,92,317,565,502,401,818,1123,542
598,1094,917,978,610,1221,338,544,1179,936,1374,1195,198,317,607,694,401,818,1058,546
579,1112,846,1049,580,1252,333,549,1087,834,1320,1443,279,427,590,892,405,818,1021,551
579,1112,704,1086,667,1270,333,440,1196,659,1495,1443,370,432,584,877,413,818,1013,551
532,1158,463,1304,588,1373,333,434,1202,625,1529,1443,370,432,584,877,413,818,929,551
532,1108,513,1243,546,1403,406,429,1207,565,1589,1419,398,432,584,984,410,820,871,554
521,917,715,1240,497,1452,409,420,912,840,1618,1417,413,557,584,984,452,820,870,579
515,852,786,1200,389,1500,509,420,871,881,1618,1417,433,571,677,992,464,833,870,550
453,888,812,1199,367,1412,615,425,847,810,1713,1311,444,548,766,992,500,869,881,494
360,930,863,1145,411,1394,592,476,751,899,1689,1261,479,538,766,992,500,841,787,450
392,927,892,1126,430,1362,624,447,771,907,1656,1204,638,876,726,992,506,780,779,438
418,811,1008,1126,430,1362,624,446,772,906,1583,1278,724,869,685,992,574,720,769,389
423,801,1018,1122,434,1306,680,446,767,903,1591,1250,724,908,685,984,821,827,785,409
437,803,1018,1108,448,1296,690,446,767,901,1593,1235,762,959,662,955,1091,771,760,473
379,857,1022,1022,534,1296,690,446,767,901,1588,1220,902,1144,723,873,1091,711,750,470
378,825,1055,902,654,1296,690,446,716,952,1560,1237,903,1191,721,870,1121,711,748,591
331,696,1231,873,683,1296,680,456,659,1009,1472,1290,903,1160,722,870,1158,727,745,594
331,673,1254,866,690,1296,680,379,710,1035,1428,1175,903,1173,737,721,1157,739,745,594
326,685,1232,884,694,1150,826,360,729,1035,1304,1213,903,1197,734,721,1247,745,745,523
321,674,1251,830,748,1144,832,360,679,1028,1307,1267,951,1247,733,721,1247,756,474,557
330,674,1251,775,803,1106,856,374,668,963,1382,1230,1112,1385,624,721,1244,767,415,590
367,669,1256,775,803,1106,855,375,590,974,1417,1122,1159,1384,563,721,1123,739,385,591
386,598,1327,763,815,1088,873,375,256,1304,1369,1173,1177,1384,563,689,1111,711,366,607
291,716,1358,776,815,1088,873,375,255,1268,1313,1266,1183,1487,796,668,1179,646,312,624
354,724,1299,835,793,1090,893,318,312,1267,1197,1383,1123,1512,796,675,1135,634,157,756
341,730,1306,835,792,1047,937,318,312,1267,1155,1425,1195,1428,796,675,956,609,157,756
318,747,1233,914,790,1040,946,318,312,1267,1084,1448,1443,1468,796,673,949,574,159,756
330,747,1068,1079,722,1108,946,151,479,1267,962,1409,1443,1468,796,707,984,573,90,756
345,747,1040,1071,746,1111,716,380,489,1223,992,1376,1443,1468,772,669,1005,559,117,769
345,747,989,1087,780,1108,707,352,530,1179,995,1399,1419,1470,749,710,1022,382,117,809
567,747,945,920,991,989,826,352,530,1179,987,1401,1417,1456,740,709,1046,334,117,997
653,715,977,917,994,657,1158,352,530,1179,984,1398,1417,1456,758,640,1046,461,117,940
658,598,1094,917,978,610,1221,338,544,1179,936,1374,1311,1456,660,433,1046,461,208,936
658,579,1112,846,1049,580,1252,333,549,1087,834,1320,1261,1346,649,224,1131,465,222,931
658,579,1112,704,1086,667,1270,333,440,1196,659,1495,1204,1341,649,222,1123,488,222,938
658,532,1158,463,1304,588,1373,333,434,1202,625,1529,1278,1341,649,295,1161,504,356,947
658,532,1108,513,1243,546,1403,406,429,1207,565,1589,1250,1341,649,208,1161,517,364,944
746,521,917,715,1240,497,1452,409,420,912,840,1618,1235,1213,649,299,1120,523,364,858
746,515,852,786,1200,389,1500,509,420,871,881,1618,1220,1191,556,291,1108,510,364,857
824,453,888,812,1199,367,1412,615,425,847,810,1713,1237,1288,468,291,1240,474,353,857
841,360,930,863,1145,411,1394,592,476,751,899,1689,1290,1338,468,291,1240,476,666,857
836,392,927,892,1126,430,1362,624,447,771,907,1656,1175,941,468,291,1234,476,678,832
810,418,811,1008,1126,430,1362,624,446,772,906,1583,1213,941,468,291,1230,476,748,811
805,423,801,1018,1122,434,1306,680,446,767,903,1591,1267,1017,468,305,983,367,733,789
846,437,803,1018,1108,448,1296,690,446,767,901,1593,1230,1114,468,326,713,367,733,725
848,379,857,1022,1022,534,1296,690,446,767,901,1588,1122,929,343,326,713,367,733,725
848,378,825,1055,902,654,1296,690,446,716,952,1560,1173,898,339,327,683,367,733,607
876,331,696,1231,873,683,1296,680,456,659,1009,1472,1266,879,338,423,645,351,733,603
876,331,673,1254,866,690,1296,680,379,710,1035,1428,1383,866,323,423,645,339,733,609
869,326,685,1232,884,694,1150,826,360,729,1035,1304,1425,842,323,444,555,333,733,610
1109,321,674,1251,830,748,1144,832,360,679,1028,1307,1448,933,325,444,555,322,733,618
1100,330,674,1251,775,803,1106,856,374,668,963,1382,1409,803,326,444,555,311,757,585
1063,367,669,1256,775,803,1106,855,375,590,974,1417,1376,782,326,444,555,311,791,584
