Average Fitness 	  Best Individual
NaN	 575.8846356001189
1608.3367588785673	 575.5698803069798
1609.34098279869	 575.5698803069798
807.4175243505922	 575.5350934857861
Infinity	 575.5350934857861
645.7752041471961	 575.5350934857861
647.090274555179	 575.5350934857861
694.8547534100614	 575.5350934857861
623.3164962435783	 575.5350934857861
599.3331322816496	 575.5350934857861
599.3988568839098	 575.5350934857861
599.4528341036622	 575.5350934857861
599.3602370546909	 575.5350934857861
670.8263049643261	 575.5350934857861
670.6300019787404	 575.5350934857861
623.3072470360607	 575.5350934857861
670.9398035321425	 575.5350934857861
623.1250840233474	 575.4017528919994
670.9298067584757	 575.4017528919994
599.4079107682917	 575.3907972573936
599.2452829301781	 575.3907972573936
599.367893708685	 575.4017528919994
599.3543681567969	 575.4017528919994
694.7370593631668	 575.4017528919994
670.691105219911	 575.5591681961967
660.9976306519143	 575.1015402233976
1069.074386676466	 575.5397026802846
575.5735094845982	 575.1015402233976
599.1612737288417	 574.7163728594594
684.6208833078285	 574.7163728594594
1335.2691512285135	 575.507498913631
646.6911626061981	 575.507498913631
623.183422260752	 575.507498913631
661.1991435121001	 575.507498913631
670.8466493211564	 575.507498913631
694.6654012238816	 575.507498913631
647.159404090179	 575.507498913631
623.5798520218146	 576.0263414190225
832.237531324535	 576.0263414190225
708.9867878111564	 575.507498913631
685.2661299847942	 575.507498913631
623.3844369022751	 575.507498913631
575.7945606516321	 575.507498913631
694.6217708196609	 575.507498913631
670.6307913670773	 575.507498913631
671.0158471465904	 575.507498913631
694.490834741846	 575.507498913631
708.7873605390967	 575.507498913631
646.8800447002507	 575.507498913631
623.5985443360283	 575.507498913631
