Accum_y-0,T-1,T-2,T-3,T-4,T-5,Accum_y-1,Accum_y-2,Accum_y-3
465,818,654,1479,495,514,222,931,540
488,818,654,1433,541,472,222,938,540
504,818,654,1428,546,472,356,947,491
517,820,654,1382,592,472,364,944,485
523,820,654,1367,607,472,364,858,492
510,833,653,1105,870,472,364,857,822
474,869,653,1050,925,472,353,857,822
476,841,585,1091,980,472,666,857,822
476,780,646,1059,1012,472,678,832,822
476,720,706,859,1212,472,748,811,814
367,827,708,855,1216,472,733,789,773
367,771,530,1089,1181,507,733,725,770
367,711,433,1246,1171,517,733,725,779
367,711,330,1349,1171,517,733,607,813
351,727,271,1368,1211,517,733,603,812
339,739,267,1260,1275,563,733,609,812
333,745,267,1130,1382,586,733,610,812
322,756,267,1130,1380,573,733,618,812
311,767,267,1080,1419,572,757,585,930
311,739,295,986,1435,650,791,584,1024
330,711,328,960,1402,701,791,568,991
330,646,393,857,1469,650,791,551,1016
330,634,405,718,1491,767,793,405,1053
340,609,430,694,1457,777,793,486,1053
408,574,465,693,1448,642,791,717,1053
492,573,466,693,1448,487,781,717,1018
474,559,498,693,1448,487,754,896,907
415,382,750,693,1445,490,772,883,858
406,334,809,693,1444,491,929,667,1022
270,461,818,693,1444,491,937,887,1062
270,461,818,668,1469,491,846,920,1003
274,465,818,654,1479,495,832,1176,980
465,488,818,654,1433,541,854,1208,980
449,504,818,654,1428,546,721,1211,980
436,517,820,654,1382,592,759,1219,1190
524,523,820,654,1367,607,1039,1328,1177
538,510,833,653,1105,870,1156,1364,809
541,474,869,653,1050,925,1165,1402,824
539,476,841,585,1091,980,848,1415,824
561,476,780,646,1059,1012,834,1415,824
561,476,720,706,859,1212,820,1415,824
561,367,827,708,855,1216,890,1415,824
561,367,771,530,1089,1181,893,1415,824
561,367,711,433,1246,1171,893,1415,826
561,367,711,330,1349,1171,893,1412,792
564,351,727,271,1368,1211,909,1562,792
569,339,739,267,1260,1275,909,1588,792
571,333,745,267,1130,1382,909,1596,792
571,322,756,267,1130,1380,909,1758,792
571,311,767,267,1080,1419,885,1816,674
571,311,739,295,986,1435,851,1837,580
547,330,711,328,960,1402,851,1971,579
557,330,646,393,857,1469,851,1971,554
598,330,634,405,718,1491,849,1971,494
605,340,609,430,694,1457,849,1934,494
600,408,574,465,693,1448,853,1703,494
555,492,573,466,693,1448,902,1703,510
593,474,559,498,693,1448,930,1461,523
577,415,382,750,693,1445,947,1434,561
594,406,334,809,693,1444,856,1425,354
594,270,461,818,693,1444,1001,1209,323
596,270,461,818,668,1469,1002,1205,332
622,274,465,818,654,1479,1003,949,392
466,465,488,818,654,1433,993,910,400
469,449,504,818,654,1428,992,898,400
467,436,517,820,654,1382,946,890,190
373,524,523,820,654,1367,666,781,190
359,538,510,833,653,1105,549,745,265
356,541,474,869,653,1050,540,707,254
356,539,476,841,585,1091,589,694,326
334,561,476,780,646,1059,551,694,326
334,561,476,720,706,859,525,807,384
363,561,367,827,708,855,458,967,384
371,561,367,771,530,1089,455,1123,384
424,561,367,711,433,1246,455,1123,373
427,561,367,711,330,1349,455,1123,373
464,564,351,727,271,1368,439,973,373
542,569,339,739,267,1260,439,941,373
544,571,333,745,267,1130,439,924,406
663,571,322,756,267,1130,439,820,730
956,571,311,767,267,1080,439,774,731
967,571,311,739,295,986,439,754,731
1206,547,330,711,328,960,439,620,731
1196,557,330,646,393,857,454,620,731
1155,598,330,634,405,718,469,620,731
1138,605,340,609,430,694,469,678,731
1075,600,408,574,465,693,465,793,731
1055,555,492,573,466,693,527,794,715
1043,593,474,559,498,693,569,799,702
1043,577,415,382,750,693,535,799,664
1024,594,406,334,809,693,647,987,660
1024,594,270,461,818,693,519,982,645
1022,596,270,461,818,668,545,953,635
989,622,274,465,818,654,574,953,575
1126,466,465,488,818,654,568,953,567
1123,469,449,504,818,654,575,953,567
1123,467,436,517,820,654,577,963,567
1123,373,524,523,820,654,709,963,567
1123,359,538,510,833,653,711,963,492
1123,356,541,474,869,653,794,966,567
1123,356,539,476,841,585,782,1150,495
1123,334,561,476,780,646,778,1162,546
1123,334,561,476,720,706,745,1050,488
1094,363,561,367,827,708,1020,917,489
1086,371,561,367,771,530,1022,800,532
1033,424,561,367,711,433,1024,800,579
1144,427,561,367,711,330,1024,802,621
1112,464,564,351,727,271,1024,802,647
1029,542,569,339,739,267,1024,805,648
1060,544,571,333,745,267,1024,805,630
1025,663,571,322,756,267,1123,723,368
742,956,571,311,767,267,1123,713,380
731,967,571,311,739,295,1123,910,411
492,1206,547,330,711,328,1158,912,554
492,1196,557,330,646,393,1143,1092,688
492,1155,598,330,634,405,1203,1102,705
492,1138,605,340,609,430,1372,1062,813
493,1075,600,408,574,465,1419,947,838
474,1055,555,492,573,466,1309,946,898
502,1043,593,474,559,498,1241,993,899
515,1043,577,415,382,750,1272,993,899
515,1024,594,406,334,809,1114,805,899
515,1024,594,270,461,818,1096,979,933
515,1022,596,270,461,818,1069,1110,946
514,989,622,274,465,818,1039,1216,948
319,1126,466,465,488,818,1034,1221,952
337,1123,469,449,504,818,1027,1221,952
340,1123,467,436,517,820,1025,1211,952
340,1123,373,524,523,820,901,1211,952
370,1123,359,538,510,833,904,1259,952
496,1123,356,541,474,869,821,1263,873
550,1123,356,539,476,841,784,1079,873
581,1123,334,561,476,780,819,1160,822
581,1123,334,561,476,720,819,1174,822
596,1094,363,561,367,827,541,1147,834
703,1086,371,561,367,771,553,1108,791
950,1033,424,561,367,711,552,1108,829
871,1144,427,561,367,711,598,1137,796
905,1112,464,564,351,727,616,1137,936
1257,1029,542,569,339,739,616,1147,944
1400,1060,544,571,333,745,616,1147,929
1421,1025,663,571,322,756,529,1133,867
1411,742,956,571,311,767,530,1138,854
1412,731,967,571,311,739,530,941,823
1413,492,1206,547,330,711,495,1098,748
1416,492,1196,557,330,646,519,952,618
1465,492,1155,598,330,634,444,1081,613
1651,492,1138,605,340,609,275,1073,720
1702,493,1075,600,408,574,228,1128,696
1720,474,1055,555,492,573,227,1134,636
1666,502,1043,593,474,559,225,1205,663
1716,515,1043,577,415,382,247,1292,667
1739,515,1024,594,406,334,356,1391,667
1857,515,1024,594,270,461,502,1271,636
1886,515,1022,596,270,461,505,1161,657
2073,514,989,622,274,465,505,1055,677
2089,319,1126,466,465,488,504,1050,691
2072,337,1123,469,449,504,527,1195,691
2111,340,1123,467,436,517,527,1247,691
2138,340,1123,373,524,523,520,1252,693
2154,370,1123,359,538,510,515,1231,693
2127,496,1123,356,541,474,515,1226,698
2080,550,1123,356,539,476,515,1235,700
2049,581,1123,334,561,476,480,1142,700
2049,581,1123,334,561,476,480,1159,705
2034,596,1094,363,561,367,479,1172,696
1984,703,1086,371,561,367,465,1242,696
1742,950,1033,424,561,367,535,1354,614
1731,871,1144,427,561,367,494,1467,614
1697,905,1112,464,564,351,512,1467,470
1406,1257,1029,542,569,339,551,1550,469
1228,1400,1060,544,571,333,611,1616,469
1123,1421,1025,663,571,322,631,1650,481
1132,1411,742,956,571,311,631,1643,481
1141,1412,731,967,571,311,713,1642,481
1144,1413,492,1206,547,330,796,1483,413
1209,1416,492,1196,557,330,788,1503,415
1188,1465,492,1155,598,330,801,1409,414
1005,1651,492,1138,605,340,812,1355,221
953,1702,493,1075,600,408,856,1303,226
935,1720,474,1055,555,492,898,1297,226
935,1666,502,1043,593,474,898,1228,200
872,1716,515,1043,577,415,844,1244,246
849,1739,515,1024,594,406,715,1164,259
731,1857,515,1024,594,270,562,1110,312
702,1886,515,1022,596,270,559,1242,291
515,2073,514,989,622,274,559,1276,420
504,2089,319,1126,466,465,559,1290,695
504,2072,337,1123,469,449,536,1181,816
469,2111,340,1123,467,436,536,1251,847
479,2138,340,1123,373,524,535,1263,850
437,2154,370,1123,359,538,535,1249,850
338,2127,496,1123,356,541,535,1247,864
331,2080,550,1123,356,539,535,1271,980
331,2049,581,1123,334,561,537,1272,1141
387,2049,581,1123,334,561,537,1240,1136
412,2034,596,1094,363,561,552,1227,1132
511,1984,703,1086,371,561,564,1157,1132
509,1742,950,1033,424,561,493,1046,1139
524,1731,871,1144,427,561,496,903,1158
530,1697,905,1112,464,564,547,962,1317
572,1406,1257,1029,542,569,508,918,1478
619,1228,1400,1060,544,571,496,884,1559
624,1123,1421,1025,663,571,609,854,1617
758,1132,1411,742,956,571,763,869,1620
841,1141,1412,731,967,571,681,869,1625
875,1144,1413,492,1206,547,598,870,1632
1048,1209,1416,492,1196,557,582,946,1633
1354,1188,1465,492,1155,598,569,939,1622
1398,1005,1651,492,1138,605,558,948,1600
1532,953,1702,493,1075,600,514,1147,1671
1532,935,1720,474,1055,555,472,1391,1671
1532,935,1666,502,1043,593,472,1343,1691
1532,872,1716,515,1043,577,472,1240,1641
1532,849,1739,515,1024,594,472,1221,1668
1532,731,1857,515,1024,594,472,1222,1615
1532,702,1886,515,1022,596,472,1104,1602
1532,515,2073,514,989,622,472,1070,1451
1527,504,2089,319,1126,466,472,1056,1158
1528,504,2072,337,1123,469,472,1020,1037
1521,469,2111,340,1123,467,472,898,1006
1493,479,2138,340,1123,373,507,881,1001
1489,437,2154,370,1123,359,517,868,1001
1489,338,2127,496,1123,356,517,871,982
1489,331,2080,550,1123,356,517,851,865
1517,331,2049,581,1123,334,563,863,705
1506,387,2049,581,1123,334,586,868,705
1500,412,2034,596,1094,363,573,954,719
1372,511,1984,703,1086,371,572,1036,727
1371,509,1742,950,1033,424,650,1124,719
1332,524,1731,871,1144,427,701,1188,691
1318,530,1697,905,1112,464,650,1172,510
1241,572,1406,1257,1029,542,767,1200,341
1213,619,1228,1400,1060,544,777,1205,260
1279,624,1123,1421,1025,663,642,1197,199
1151,758,1132,1411,742,956,487,1182,284
1058,841,1141,1412,731,967,487,1182,293
1020,875,1144,1413,492,1206,490,1181,286
782,1048,1209,1416,492,1196,491,1051,279
550,1354,1188,1465,492,1155,491,1036,295
564,1398,1005,1651,492,1138,491,1092,295
437,1532,953,1702,493,1075,495,999,219
438,1532,935,1720,474,1055,541,839,219
438,1532,935,1666,502,1043,546,907,220
443,1532,872,1716,515,1043,592,956,248
445,1532,849,1739,515,1024,607,985,301
445,1532,731,1857,515,1024,870,987,302
445,1532,702,1886,515,1022,925,952,389
445,1532,515,2073,514,989,980,952,389
445,1527,504,2089,319,1126,1012,1144,411
443,1528,504,2072,337,1123,1212,1147,433
443,1521,469,2111,340,1123,1216,1147,443
434,1493,479,2138,340,1123,1181,1147,511
434,1489,437,2154,370,1123,1171,1157,582
434,1489,338,2127,496,1123,1171,1154,584
434,1489,331,2080,550,1123,1211,1141,700
406,1517,331,2049,581,1123,1275,1128,710
361,1506,387,2049,581,1123,1382,1123,710
342,1500,412,2034,596,1094,1380,1051,696
314,1372,511,1984,703,1086,1419,980,688
312,1371,509,1742,950,1033,1435,924,686
312,1332,524,1731,871,1144,1402,859,726
312,1318,530,1697,905,1112,1469,817,754
286,1241,572,1406,1257,1029,1491,744,754
267,1213,619,1228,1400,1060,1457,707,754
198,1279,624,1123,1421,1025,1448,729,844
324,1151,758,1132,1411,742,1448,769,807
366,1058,841,1141,1412,731,1448,769,794
367,1020,875,1144,1413,492,1445,820,934
364,782,1048,1209,1416,492,1444,897,937
262,550,1354,1188,1465,492,1444,874,921
329,564,1398,1005,1651,492,1469,823,921
322,437,1532,953,1702,493,1479,753,920
321,438,1532,935,1720,474,1433,727,938
321,438,1532,935,1666,502,1428,670,916
316,443,1532,872,1716,515,1382,668,890
317,445,1532,849,1739,515,1367,708,797
317,445,1532,731,1857,515,1105,758,793
317,445,1532,702,1886,515,1050,780,706
317,445,1532,515,2073,514,1091,851,728
317,445,1527,504,2089,319,1059,717,706
317,443,1528,504,2072,337,859,723,684
317,443,1521,469,2111,340,855,794,675
317,434,1493,479,2138,340,1089,819,610
317,434,1489,437,2154,370,1246,815,539
317,434,1489,338,2127,496,1349,923,537
317,434,1489,331,2080,550,1368,1135,420
317,406,1517,331,2049,581,1260,1167,409
317,361,1506,387,2049,581,1130,1219,410
317,342,1500,412,2034,596,1130,1280,485
402,314,1372,511,1984,703,1080,1305,563
438,312,1371,509,1742,950,986,1272,572
438,312,1332,524,1731,871,960,1285,555
440,312,1318,530,1697,905,857,1404,527
440,286,1241,572,1406,1257,718,1400,655
471,267,1213,619,1228,1400,694,1400,719
469,198,1279,624,1123,1421,693,1378,645
422,324,1151,758,1132,1411,693,1338,598
409,366,1058,841,1141,1412,693,1355,597
409,367,1020,875,1144,1413,693,1322,493
409,364,782,1048,1209,1416,693,1341,503
410,262,550,1354,1188,1465,693,1375,525
282,329,564,1398,1005,1651,668,1426,525
282,322,437,1532,953,1702,654,1424,525
282,321,438,1532,935,1720,654,1374,507
282,321,438,1532,935,1666,654,1441,506
285,316,443,1532,872,1716,654,1452,504
282,317,445,1532,849,1739,654,1384,565
282,317,445,1532,731,1857,653,1331,595
282,317,445,1532,702,1886,653,1309,651
282,317,445,1532,515,2073,585,1336,673
282,317,445,1527,504,2089,646,1330,710
282,317,443,1528,504,2072,706,1334,780
282,317,443,1521,469,2111,708,1263,781
282,317,434,1493,479,2138,530,1263,778
282,317,434,1489,437,2154,433,1267,781
282,317,434,1489,338,2127,330,1161,781
283,317,434,1489,331,2080,271,952,782
284,317,406,1517,331,2049,267,920,782
284,317,361,1506,387,2049,267,868,860
284,317,342,1500,412,2034,267,1064,785
202,402,314,1372,511,1984,267,1087,707
287,438,312,1371,509,1742,295,1117,698
299,438,312,1332,524,1731,328,1123,675
326,440,312,1318,530,1697,393,1057,675
370,440,286,1241,572,1406,405,1209,561
518,471,267,1213,619,1228,430,1209,497
525,469,198,1279,624,1123,465,1209,472
432,422,324,1151,758,1132,466,1288,468
403,409,366,1058,841,1141,498,1271,518
402,409,367,1020,875,1144,750,1253,482
402,409,364,782,1048,1209,809,1157,506
401,410,262,550,1354,1188,818,1123,542
401,282,329,564,1398,1005,818,1058,546
405,282,322,437,1532,953,818,1021,551
413,282,321,438,1532,935,818,1013,551
413,282,321,438,1532,935,818,929,551
410,285,316,443,1532,872,820,871,554
452,282,317,445,1532,849,820,870,579
464,282,317,445,1532,731,833,870,550
500,282,317,445,1532,702,869,881,494
500,282,317,445,1532,515,841,787,450
506,282,317,445,1527,504,780,779,438
574,282,317,443,1528,504,720,769,389
821,282,317,443,1521,469,827,785,409
1091,282,317,434,1493,479,771,760,473
1091,282,317,434,1489,437,711,750,470
1121,282,317,434,1489,338,711,748,591
1158,283,317,434,1489,331,727,745,594
1157,284,317,406,1517,331,739,745,594
1247,284,317,361,1506,387,745,745,523
1247,284,317,342,1500,412,756,474,557
1244,202,402,314,1372,511,767,415,590
1123,287,438,312,1371,509,739,385,591
1111,299,438,312,1332,524,711,366,607
1179,326,440,312,1318,530,646,312,624
1135,370,440,286,1241,572,634,157,756
956,518,471,267,1213,619,609,157,756
949,525,469,198,1279,624,574,159,756
984,432,422,324,1151,758,573,90,756
1005,403,409,366,1058,841,559,117,769
1022,402,409,367,1020,875,382,117,809
1046,402,409,364,782,1048,334,117,997
1046,401,410,262,550,1354,461,117,940
1046,401,282,329,564,1398,461,208,936
1131,405,282,322,437,1532,465,222,931
1123,413,282,321,438,1532,488,222,938
1161,413,282,321,438,1532,504,356,947
1161,410,285,316,443,1532,517,364,944
1120,452,282,317,445,1532,523,364,858
1108,464,282,317,445,1532,510,364,857
1240,500,282,317,445,1532,474,353,857
1240,500,282,317,445,1532,476,666,857
1234,506,282,317,445,1527,476,678,832
1230,574,282,317,443,1528,476,748,811
983,821,282,317,443,1521,367,733,789
713,1091,282,317,434,1493,367,733,725
713,1091,282,317,434,1489,367,733,725
683,1121,282,317,434,1489,367,733,607
645,1158,283,317,434,1489,351,733,603
645,1157,284,317,406,1517,339,733,609
555,1247,284,317,361,1506,333,733,610
555,1247,284,317,342,1500,322,733,618
555,1244,202,402,314,1372,311,757,585
555,1123,287,438,312,1371,311,791,584
555,1111,299,438,312,1332,330,791,568
458,1179,326,440,312,1318,330,791,551
484,1135,370,440,286,1241,330,793,405
523,956,518,471,267,1213,340,793,486
549,949,525,469,198,1279,408,791,717
537,984,432,422,324,1151,492,781,717
611,1005,403,409,366,1058,474,754,896
594,1022,402,409,367,1020,415,772,883
570,1046,402,409,364,782,406,929,667
570,1046,401,410,262,550,270,937,887
570,1046,401,282,329,564,270,846,920
481,1131,405,282,322,437,274,832,1176
481,1123,413,282,321,438,465,854,1208
443,1161,413,282,321,438,449,721,1211
443,1161,410,285,316,443,436,759,1219
442,1120,452,282,317,445,524,1039,1328
442,1108,464,282,317,445,538,1156,1364
274,1240,500,282,317,445,541,1165,1402
281,1240,500,282,317,445,539,848,1415
281,1234,506,282,317,445,561,834,1415
217,1230,574,282,317,443,561,820,1415
217,983,821,282,317,443,561,890,1415
232,713,1091,282,317,434,561,893,1415
392,713,1091,282,317,434,561,893,1415
392,683,1121,282,317,434,561,893,1412
392,645,1158,283,317,434,564,909,1562
396,645,1157,284,317,406,569,909,1588
398,555,1247,284,317,361,571,909,1596
471,555,1247,284,317,342,571,909,1758
493,555,1244,202,402,314,571,885,1816
493,555,1123,287,438,312,571,851,1837
493,555,1111,299,438,312,547,851,1971
532,458,1179,326,440,312,557,851,1971
506,484,1135,370,440,286,598,849,1971
467,523,956,518,471,267,605,849,1934
441,549,949,525,469,198,600,853,1703
417,537,984,432,422,324,555,902,1703
322,611,1005,403,409,366,593,930,1461
322,594,1022,402,409,367,577,947,1434
322,570,1046,402,409,364,594,856,1425
322,570,1046,401,410,262,594,1001,1209
322,570,1046,401,282,329,596,1002,1205
322,481,1131,405,282,322,622,1003,949
322,481,1123,413,282,321,466,993,910
322,443,1161,413,282,321,469,992,898
322,443,1161,410,285,316,467,946,890
322,442,1120,452,282,317,373,666,781
322,442,1108,464,282,317,359,549,745
322,274,1240,500,282,317,356,540,707
315,281,1240,500,282,317,356,589,694
494,281,1234,506,282,317,334,551,694
623,217,1230,574,282,317,334,525,807
623,217,983,821,282,317,363,458,967
608,232,713,1091,282,317,371,455,1123
448,392,713,1091,282,317,424,455,1123
448,392,683,1121,282,317,427,455,1123
448,392,645,1158,283,317,464,439,973
444,396,645,1157,284,317,542,439,941
442,398,555,1247,284,317,544,439,924
369,471,555,1247,284,317,663,439,820
347,493,555,1244,202,402,956,439,774
356,493,555,1123,287,438,967,439,754
506,493,555,1111,299,438,1206,439,620
473,532,458,1179,326,440,1196,454,620
473,506,484,1135,370,440,1155,469,620
473,467,523,956,518,471,1138,469,678
473,441,549,949,525,469,1075,465,793
473,417,537,984,432,422,1055,527,794
473,322,611,1005,403,409,1043,569,799
473,322,594,1022,402,409,1043,535,799
482,322,570,1046,402,409,1024,647,987
629,322,570,1046,401,410,1024,519,982
629,322,570,1046,401,282,1022,545,953
629,322,481,1131,405,282,989,574,953
658,322,481,1123,413,282,1126,568,953
658,322,443,1161,413,282,1123,575,953
658,322,443,1161,410,285,1123,577,963
658,322,442,1120,452,282,1123,709,963
658,322,442,1108,464,282,1123,711,963
658,322,274,1240,500,282,1123,794,966
658,315,281,1240,500,282,1123,782,1150
479,494,281,1234,506,282,1123,778,1162
350,623,217,1230,574,282,1123,745,1050
350,623,217,983,821,282,1094,1020,917
350,608,232,713,1091,282,1086,1022,800
350,448,392,713,1091,282,1033,1024,800
382,448,392,683,1121,282,1144,1024,802
388,448,392,645,1158,283,1112,1024,802
388,444,396,645,1157,284,1029,1024,805
388,442,398,555,1247,284,1060,1024,805
388,369,471,555,1247,284,1025,1123,723
390,347,493,555,1244,202,742,1123,713
400,356,493,555,1123,287,731,1123,910
250,506,493,555,1111,299,492,1158,912
244,473,532,458,1179,326,492,1143,1092
285,473,506,484,1135,370,492,1203,1102
369,473,467,523,956,518,492,1372,1062
399,473,441,549,949,525,493,1419,947
399,473,417,537,984,432,474,1309,946
410,473,322,611,1005,403,502,1241,993
481,473,322,594,1022,402,515,1272,993
627,482,322,570,1046,402,515,1114,805
517,629,322,570,1046,401,515,1096,979
517,629,322,570,1046,401,515,1069,1110
518,629,322,481,1131,405,514,1039,1216
491,658,322,481,1123,413,319,1034,1221
491,658,322,443,1161,413,337,1027,1221
491,658,322,443,1161,410,340,1025,1211
491,658,322,442,1120,452,340,901,1211
491,658,322,442,1108,464,370,904,1259
491,658,322,274,1240,500,496,821,1263
491,658,315,281,1240,500,550,784,1079
491,479,494,281,1234,506,581,819,1160
491,350,623,217,1230,574,581,819,1174
491,350,623,217,983,821,596,541,1147
491,350,608,232,713,1091,703,553,1108
491,350,448,392,713,1091,950,552,1108
459,382,448,392,683,1121,871,598,1137
453,388,448,392,645,1158,905,616,1137
453,388,444,396,645,1157,1257,616,1147
453,388,442,398,555,1247,1400,616,1147
453,388,369,471,555,1247,1421,529,1133
473,390,347,493,555,1244,1411,530,1138
471,400,356,493,555,1123,1412,530,941
517,250,506,493,555,1111,1413,495,1098
703,244,473,532,458,1179,1416,519,952
671,285,473,506,484,1135,1465,444,1081
647,369,473,467,523,956,1651,275,1073
640,399,473,441,549,949,1702,228,1128
640,399,473,417,537,984,1720,227,1134
629,410,473,322,611,1005,1666,225,1205
558,481,473,322,594,1022,1716,247,1292
403,627,482,322,570,1046,1739,356,1391
366,517,629,322,570,1046,1857,502,1271
366,517,629,322,570,1046,1886,505,1161
365,518,629,322,481,1131,2073,505,1055
363,491,658,322,481,1123,2089,504,1050
381,491,658,322,443,1161,2072,527,1195
381,491,658,322,443,1161,2111,527,1247
418,491,658,322,442,1120,2138,520,1252
418,491,658,322,442,1108,2154,515,1231
496,491,658,322,274,1240,2127,515,1226
555,491,658,315,281,1240,2080,515,1235
561,491,479,494,281,1234,2049,480,1142
563,491,350,623,217,1230,2049,480,1159
563,491,350,623,217,983,2034,479,1172
563,491,350,608,232,713,1984,465,1242
565,491,350,448,392,713,1742,535,1354
592,459,382,448,392,683,1731,494,1467
592,453,388,448,392,645,1697,512,1467
624,453,388,444,396,645,1406,551,1550
673,453,388,442,398,555,1228,611,1616
717,453,388,369,471,555,1123,631,1650
695,473,390,347,493,555,1132,631,1643
680,471,400,356,493,555,1141,713,1642
678,517,250,506,493,555,1144,796,1483
501,703,244,473,532,458,1209,788,1503
492,671,285,473,506,484,1188,801,1409
432,647,369,473,467,523,1005,812,1355
409,640,399,473,441,549,953,856,1303
409,640,399,473,417,537,935,898,1297
409,629,410,473,322,611,935,898,1228
409,558,481,473,322,594,872,844,1244
409,403,627,482,322,570,849,715,1164
409,366,517,629,322,570,731,562,1110
409,366,517,629,322,570,702,559,1242
415,365,518,629,322,481,515,559,1276
433,363,491,658,322,481,504,559,1290
549,381,491,658,322,443,504,536,1181
648,381,491,658,322,443,469,536,1251
612,418,491,658,322,442,479,535,1263
612,418,491,658,322,442,437,535,1249
534,496,491,658,322,274,338,535,1247
475,555,491,658,315,281,331,535,1271
477,561,491,479,494,281,331,537,1272
574,563,491,350,623,217,387,537,1240
587,563,491,350,623,217,412,552,1227
587,563,491,350,608,232,511,564,1157
608,565,491,350,448,392,509,493,1046
581,592,459,382,448,392,524,496,903
585,592,453,388,448,392,530,547,962
553,624,453,388,444,396,572,508,918
588,673,453,388,442,398,619,496,884
567,717,453,388,369,471,624,609,854
567,695,473,390,347,493,758,763,869
565,680,471,400,356,493,841,681,869
521,678,517,250,506,493,875,598,870
521,501,703,244,473,532,1048,582,946
522,492,671,285,473,506,1354,569,939
522,432,647,369,473,467,1398,558,948
522,409,640,399,473,441,1532,514,1147
538,409,640,399,473,417,1532,472,1391
576,409,629,410,473,322,1532,472,1343
577,409,558,481,473,322,1532,472,1240
660,409,403,627,482,322,1532,472,1221
683,409,366,517,629,322,1532,472,1222
703,409,366,517,629,322,1532,472,1104
901,415,365,518,629,322,1532,472,1070
1050,433,363,491,658,322,1527,472,1056
1017,549,381,491,658,322,1528,472,1020
985,648,381,491,658,322,1521,472,898
1026,612,418,491,658,322,1493,507,881
1079,612,418,491,658,322,1489,517,868
1118,534,496,491,658,322,1489,517,871
1127,475,555,491,658,315,1489,517,851
1179,477,561,491,479,494,1517,563,863
1086,574,563,491,350,623,1506,586,868
1073,587,563,491,350,623,1500,573,954
1073,587,563,491,350,608,1372,572,1036
1050,608,565,491,350,448,1371,650,1124
1072,581,592,459,382,448,1332,701,1188
1080,585,592,453,388,448,1318,650,1172
1102,553,624,453,388,444,1241,767,1200
1026,588,673,453,388,442,1213,777,1205
1016,567,717,453,388,369,1279,642,1197
1017,567,695,473,390,347,1151,487,1182
1017,565,680,471,400,356,1058,487,1182
1049,521,678,517,250,506,1020,490,1181
1091,521,501,703,244,473,782,491,1051
1091,522,492,671,285,473,550,491,1036
1091,522,432,647,369,473,564,491,1092
1091,522,409,640,399,473,437,495,999
1075,538,409,640,399,473,438,541,839
1042,576,409,629,410,473,438,546,907
1082,577,409,558,481,473,443,592,956
1059,660,409,403,627,482,445,607,985
1036,683,409,366,517,629,445,870,987
1021,703,409,366,517,629,445,925,952
817,901,415,365,518,629,445,980,952
650,1050,433,363,491,658,445,1012,1144
549,1017,549,381,491,658,443,1212,1147
482,985,648,381,491,658,443,1216,1147
440,1026,612,418,491,658,434,1181,1147
387,1079,612,418,491,658,434,1171,1157
348,1118,534,496,491,658,434,1171,1154
339,1127,475,555,491,658,434,1211,1141
279,1179,477,561,491,479,406,1275,1128
273,1086,574,563,491,350,361,1382,1123
273,1073,587,563,491,350,342,1380,1051
293,1073,587,563,491,350,314,1419,980
293,1050,608,565,491,350,312,1435,924
273,1072,581,592,459,382,312,1402,859
292,1080,585,592,453,388,312,1469,817
271,1102,553,624,453,388,286,1491,744
271,1026,588,673,453,388,267,1457,707
314,1016,567,717,453,388,198,1448,729
313,1017,567,695,473,390,324,1448,769
313,1017,565,680,471,400,366,1448,769
281,1049,521,678,517,250,367,1445,820
230,1091,521,501,703,244,364,1444,897
235,1091,522,492,671,285,262,1444,874
241,1091,522,432,647,369,329,1469,823
266,1091,522,409,640,399,322,1479,753
266,1075,538,409,640,399,321,1433,727
263,1042,576,409,629,410,321,1428,670
228,1082,577,409,558,481,316,1382,668
168,1059,660,409,403,627,317,1367,708
255,1036,683,409,366,517,317,1105,758
251,1021,703,409,366,517,317,1050,780
251,817,901,415,365,518,317,1091,851
251,650,1050,433,363,491,317,1059,717
251,549,1017,549,381,491,317,859,723
251,482,985,648,381,491,317,855,794
251,440,1026,612,418,491,317,1089,819
290,387,1079,612,418,491,317,1246,815
362,348,1118,534,496,491,317,1349,923
396,339,1127,475,555,491,317,1368,1135
443,279,1179,477,561,491,317,1260,1167
447,273,1086,574,563,491,317,1130,1219
447,273,1073,587,563,491,317,1130,1280
427,293,1073,587,563,491,402,1080,1305
427,293,1050,608,565,491,438,986,1272
425,273,1072,581,592,459,438,960,1285
394,292,1080,585,592,453,440,857,1404
393,271,1102,553,624,453,440,718,1400
385,271,1026,588,673,453,471,694,1400
329,314,1016,567,717,453,469,693,1378
329,313,1017,567,695,473,422,693,1338
415,313,1017,565,680,471,409,693,1355
417,281,1049,521,678,517,409,693,1322
453,230,1091,521,501,703,409,693,1341
517,235,1091,522,492,671,410,693,1375
526,241,1091,522,432,647,282,668,1426
512,266,1091,522,409,640,282,654,1424
529,266,1075,538,409,640,282,654,1374
527,263,1042,576,409,629,282,654,1441
523,228,1082,577,409,558,285,654,1452
523,168,1059,660,409,403,282,654,1384
436,255,1036,683,409,366,282,653,1331
435,251,1021,703,409,366,282,653,1309
435,251,817,901,415,365,282,585,1336
435,251,650,1050,433,363,282,646,1330
435,251,549,1017,549,381,282,706,1334
443,251,482,985,648,381,282,708,1263
472,251,440,1026,612,418,282,530,1263
515,290,387,1079,612,418,282,433,1267
446,362,348,1118,534,496,282,330,1161
412,396,339,1127,475,555,283,271,952
514,443,279,1179,477,561,284,267,920
510,447,273,1086,574,563,284,267,868
