Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7
527,1027,1195,691,1965,735,1073,251,790
527,1025,1247,691,1966,717,1124,251,803
520,901,1252,693,1940,693,1124,266,815
515,904,1231,693,1956,611,1115,336,885
515,821,1226,698,1986,615,1095,369,889
515,784,1235,700,1955,615,1051,404,892
480,819,1142,700,1939,615,1176,385,931
480,819,1159,705,1940,630,1176,398,958
479,541,1172,696,1940,673,1194,411,963
465,553,1242,696,1939,675,1170,411,963
535,552,1354,614,1883,675,1170,411,1002
494,598,1467,614,1661,675,1180,411,908
512,616,1467,470,1347,675,1188,411,825
551,616,1550,469,1181,675,1291,409,785
611,616,1616,469,1182,675,1291,411,788
631,529,1650,481,1139,694,1283,425,731
631,530,1643,481,765,743,1264,380,721
713,530,1642,481,683,847,1259,337,656
796,495,1483,413,624,877,1266,337,528
788,519,1503,415,415,878,1254,337,471
801,444,1409,414,316,977,1246,295,471
812,275,1355,221,296,982,1303,296,492
856,228,1303,226,274,982,1349,238,553
898,227,1297,226,293,953,1252,238,587
898,225,1228,200,293,849,1170,238,631
844,247,1244,246,291,645,1102,247,651
715,356,1164,259,291,644,1068,247,622
562,502,1110,312,281,641,1033,235,681
559,505,1242,291,255,571,1033,235,648
559,505,1276,420,279,686,1026,235,576
559,504,1290,695,330,714,772,235,576
536,527,1181,816,343,642,719,235,603
536,527,1251,847,355,644,668,235,609
535,520,1263,850,311,644,668,220,597
535,515,1249,850,295,639,668,150,530
535,515,1247,864,265,753,723,117,526
535,515,1271,980,290,806,729,86,529
537,480,1272,1141,382,833,613,86,491
537,480,1240,1136,384,915,657,191,471
552,479,1227,1132,384,990,549,249,466
564,465,1157,1132,385,988,561,331,466
493,535,1046,1139,385,990,665,530,356
496,494,903,1158,390,1051,655,561,356
547,512,962,1317,393,1148,647,561,357
508,551,918,1478,482,1192,544,561,366
496,611,884,1559,516,1200,542,559,546
609,631,854,1617,523,1182,542,537,618
763,631,869,1620,523,1162,548,537,710
681,713,869,1625,513,1058,517,542,753
598,796,870,1632,512,1041,512,547,801
582,788,946,1633,512,1049,509,547,809
569,801,939,1622,543,1091,488,525,820
558,812,948,1600,590,1168,457,524,800
514,856,1147,1671,633,1240,410,524,739
472,898,1391,1671,611,1339,403,524,705
472,898,1343,1691,611,1360,403,525,665
472,844,1240,1641,628,1391,403,522,640
472,715,1221,1668,665,1391,403,522,657
472,562,1222,1615,680,1382,403,531,614
472,559,1104,1602,675,1315,403,549,682
472,559,1070,1451,635,1184,403,549,711
472,559,1056,1158,589,1135,403,550,747
472,536,1020,1037,582,1141,350,550,720
472,536,898,1006,588,1142,350,550,711
507,535,881,1001,592,1169,350,550,712
517,535,868,1001,590,1242,350,550,709
517,535,871,982,607,1123,295,550,709
517,535,851,865,582,1160,315,546,808
563,537,863,705,490,1229,389,546,807
586,537,868,705,487,1139,321,428,823
573,552,954,719,487,1021,319,357,853
572,564,1036,727,486,1021,346,275,1387
650,493,1124,719,486,1019,244,78,1509
701,496,1188,691,486,962,248,52,1525
650,547,1172,510,530,867,248,52,1816
767,508,1200,341,526,823,250,73,1921
777,496,1205,260,473,815,253,73,1762
642,609,1197,199,536,814,253,73,1930
487,763,1182,284,536,785,247,73,2053
487,681,1182,293,536,785,211,68,2024
490,598,1181,286,536,772,209,63,1976
491,582,1051,279,536,763,209,63,1983
491,569,1036,295,505,622,209,123,2023
491,558,1092,295,458,540,179,124,2022
495,514,999,219,438,468,185,124,2035
541,472,839,219,468,369,228,124,2035
546,472,907,220,519,348,228,123,2036
592,472,956,248,549,320,228,117,2036
607,472,985,301,514,320,228,122,2008
870,472,987,302,466,320,228,113,1997
925,472,952,389,466,320,246,121,1967
980,472,952,389,467,320,259,124,1992
1012,472,1144,411,462,320,380,297,1991
1212,472,1147,433,456,313,538,304,2022
1216,472,1147,443,437,308,627,308,2019
1181,507,1147,511,434,281,636,308,2226
1171,517,1157,582,439,208,636,353,2271
1171,517,1154,584,426,204,643,378,2320
1211,517,1141,700,457,114,790,534,2221
1275,563,1128,710,511,18,709,569,2298
1382,586,1123,710,581,11,717,723,2325
1380,573,1051,696,640,20,731,723,2312
1419,572,980,688,720,44,692,723,1778
1435,650,924,686,733,44,703,724,1715
1402,701,859,726,743,40,847,719,1732
1469,650,817,754,696,38,1129,719,1464
1491,767,744,754,611,38,1244,733,1356
1457,777,707,754,565,38,1244,733,1320
1448,642,729,844,494,59,1244,735,1080
1448,487,769,807,546,60,1245,751,874
1448,487,769,794,604,61,1245,751,935
1445,490,820,934,683,80,1299,751,978
1444,491,897,937,744,281,1321,751,963
1444,491,874,921,761,322,1334,691,970
1469,491,823,921,761,364,1334,690,994
1479,495,753,920,745,496,1328,697,981
1433,541,727,938,744,625,1268,697,1003
1428,546,670,916,707,625,1268,697,998
1382,592,668,890,694,620,1268,697,998
1367,607,708,797,692,625,1268,692,979
1105,870,758,793,691,626,1268,692,974
1050,925,780,706,691,628,1250,666,934
1091,980,851,728,690,629,1253,663,878
1059,1012,717,706,690,631,1133,489,888
859,1212,723,684,690,631,975,482,884
855,1216,794,675,690,631,886,478,1047
1089,1181,819,610,710,631,882,478,952
1246,1171,815,539,710,631,925,433,1012
1349,1171,923,537,708,632,926,423,969
1368,1211,1135,420,705,635,753,339,967
1260,1275,1167,409,692,635,748,345,890
1130,1382,1219,410,648,655,759,205,840
1130,1380,1280,485,589,646,745,205,823
1080,1419,1305,563,525,622,757,205,854
986,1435,1272,572,539,627,744,239,806
960,1402,1285,555,543,629,596,240,834
857,1469,1404,527,636,629,347,240,834
718,1491,1400,655,636,629,232,224,859
694,1457,1400,719,636,629,229,236,859
693,1448,1378,645,636,608,229,234,918
693,1448,1338,598,584,607,228,218,910
693,1448,1355,597,533,650,228,218,835
693,1445,1322,493,473,895,177,218,792
693,1444,1341,503,413,809,158,229,792
693,1444,1375,525,396,800,155,229,734
668,1469,1426,525,402,892,174,229,711
654,1479,1424,525,462,856,174,222,711
654,1433,1374,507,433,729,174,222,689
654,1428,1441,506,419,782,174,222,689
654,1382,1452,504,381,813,174,222,731
654,1367,1384,565,395,813,174,228,731
653,1105,1331,595,511,815,174,240,731
653,1050,1309,651,555,813,174,240,731
585,1091,1336,673,774,815,159,240,731
646,1059,1330,710,787,926,158,240,724
706,859,1334,780,787,927,158,240,700
708,855,1263,781,787,975,158,240,609
530,1089,1263,778,767,1042,153,240,683
433,1246,1267,781,762,1042,110,240,679
330,1349,1161,781,784,1119,102,225,719
271,1368,952,782,789,1123,102,153,716
267,1260,920,782,773,1123,102,112,716
267,1130,868,860,773,1103,83,106,716
267,1130,1064,785,773,1105,83,110,716
267,1080,1087,707,757,1114,98,110,745
295,986,1117,698,731,1245,195,73,772
328,960,1123,675,712,1385,242,72,711
393,857,1057,675,619,1423,220,80,687
405,718,1209,561,619,1423,229,61,708
430,694,1209,497,619,1423,229,49,726
465,693,1209,472,685,1450,229,53,667
466,693,1288,468,685,1519,229,160,666
498,693,1271,518,678,1475,229,183,666
750,693,1253,482,661,1211,227,183,666
809,693,1157,506,663,1097,427,172,666
818,693,1123,542,668,1069,517,177,666
818,668,1058,546,693,937,516,207,665
818,654,1021,551,626,841,517,207,665
818,654,1013,551,626,839,587,207,665
818,654,929,551,675,786,617,207,665
820,654,871,554,681,755,638,207,623
820,654,870,579,673,750,653,201,623
833,653,870,550,595,747,653,189,623
869,653,881,494,551,747,653,189,623
841,585,787,450,332,744,678,190,623
780,646,779,438,319,631,710,212,653
720,706,769,389,327,630,710,329,757
827,708,785,409,368,582,849,430,806
771,530,760,473,369,515,851,495,621
711,433,750,470,367,515,927,495,520
711,330,748,591,343,437,1054,498,474
727,271,745,594,311,430,1054,528,473
739,267,745,594,286,430,1054,531,473
745,267,745,523,260,430,1054,523,473
756,267,474,557,260,448,1054,568,509
767,267,415,590,260,454,1027,641,449
739,295,385,591,259,369,930,713,421
711,328,366,607,293,460,883,713,438
646,393,312,624,293,430,872,705,470
634,405,157,756,316,431,861,705,448
609,430,157,756,316,553,861,705,449
574,465,159,756,250,526,861,840,472
573,466,90,756,285,513,861,749,512
559,498,117,769,396,513,861,726,552
382,750,117,809,443,513,860,726,599
334,809,117,997,487,512,657,726,610
461,818,117,940,488,512,557,721,610
461,818,208,936,517,620,731,691,645
465,818,222,931,540,620,866,691,645
488,818,222,938,540,628,796,691,645
504,818,356,947,491,628,766,691,646
517,820,364,944,485,644,885,691,646
523,820,364,858,492,676,870,691,658
510,833,364,857,822,680,1077,691,689
474,869,353,857,822,732,1116,691,689
476,841,666,857,822,756,1090,690,705
476,780,678,832,822,771,1092,668,649
476,720,748,811,814,775,1310,551,577
367,827,733,789,773,776,1171,450,508
367,771,733,725,770,776,1178,385,506
367,711,733,725,779,776,1144,480,506
367,711,733,607,813,776,1098,484,533
351,727,733,603,812,776,1180,464,533
339,739,733,609,812,776,1410,461,533
333,745,733,610,812,776,1516,466,533
322,756,733,618,812,764,1606,417,497
311,767,757,585,930,749,1747,344,497
311,739,791,584,1024,716,1843,272,487
330,711,791,568,991,485,1843,273,470
330,646,791,551,1016,477,1871,286,438
330,634,793,405,1053,514,1911,295,408
340,609,793,486,1053,410,1921,316,389
408,574,791,717,1053,410,1989,251,400
492,573,781,717,1018,354,2059,250,384
474,559,754,896,907,354,2314,295,359
415,382,772,883,858,354,2317,366,312
406,334,929,667,1022,354,2322,383,301
270,461,937,887,1062,410,2331,395,301
270,461,846,920,1003,301,2139,395,266
274,465,832,1176,980,314,2003,419,266
465,488,854,1208,980,339,2003,426,266
449,504,721,1211,980,356,2003,426,272
436,517,759,1219,1190,360,1868,426,273
524,523,1039,1328,1177,424,1868,426,261
538,510,1156,1364,809,421,1766,426,230
541,474,1165,1402,824,391,1727,426,268
539,476,848,1415,824,454,1727,426,252
561,476,834,1415,824,543,1821,426,252
561,476,820,1415,824,540,1628,426,217
561,367,890,1415,824,539,1679,426,158
561,367,893,1415,824,539,1701,426,158
561,367,893,1415,826,539,1659,331,158
561,367,893,1412,792,539,1578,324,209
564,351,909,1562,792,552,1496,363,209
569,339,909,1588,792,552,1283,364,209
571,333,909,1596,792,552,1189,359,209
571,322,909,1758,792,544,1099,359,293
571,311,885,1816,674,544,959,359,350
571,311,851,1837,580,526,863,359,358
547,330,851,1971,579,587,863,364,358
557,330,851,1971,554,587,848,351,358
598,330,849,1971,494,549,866,342,358
605,340,849,1934,494,560,866,321,358
600,408,853,1703,494,603,870,247,324
555,492,902,1703,510,604,801,232,300
593,474,930,1461,523,605,546,187,285
577,415,947,1434,561,605,543,116,285
594,406,856,1425,354,605,538,131,285
594,270,1001,1209,323,545,529,129,382
596,270,1002,1205,332,544,529,129,443
622,274,1003,949,392,531,529,105,443
466,465,993,910,400,498,529,220,443
469,449,992,898,400,481,529,258,436
467,436,946,890,190,461,524,363,436
373,524,666,781,190,365,524,438,436
359,538,549,745,265,364,419,438,436
356,541,540,707,254,342,419,438,398
356,539,589,694,326,255,419,438,398
334,561,551,694,326,151,292,438,386
334,561,525,807,384,150,288,438,386
363,561,458,967,384,150,237,438,386
371,561,455,1123,384,150,206,559,386
424,561,455,1123,373,228,206,606,386
427,561,455,1123,373,258,206,607,391
464,564,439,973,373,246,207,568,472
542,569,439,941,373,326,190,622,539
544,571,439,924,406,326,178,622,539
663,571,439,820,730,326,236,660,455
956,571,439,774,731,326,263,763,440
967,571,439,754,731,326,401,804,439
1206,547,439,620,731,263,416,846,474
1196,557,454,620,731,263,473,900,474
1155,598,469,620,731,263,416,902,474
1138,605,469,678,731,236,656,902,474
1075,600,465,793,731,376,584,902,475
1055,555,527,794,715,486,583,902,581
1043,593,569,799,702,491,583,902,581
1043,577,535,799,664,534,583,902,656
1024,594,647,987,660,534,583,870,656
1024,594,519,982,645,598,586,860,620
1022,596,545,953,635,603,586,860,740
989,622,574,953,575,626,586,860,742
1126,466,568,953,567,654,586,738,780
1123,469,575,953,567,655,586,700,814
1123,467,577,963,567,1015,651,678,820
1123,373,709,963,567,1042,679,614,863
1123,359,711,963,492,1138,679,624,863
1123,356,794,966,567,1149,679,624,865
1123,356,782,1150,495,1164,679,624,953
1123,334,778,1162,546,1164,678,624,955
1123,334,745,1050,488,1164,657,624,956
1094,363,1020,917,489,1164,657,624,956
1086,371,1022,800,532,1164,657,569,956
1033,424,1024,800,579,1086,657,526,956
1144,427,1024,802,621,1056,657,525,873
1112,464,1024,802,647,1055,656,521,792
1029,542,1024,805,648,975,656,466,801
1060,544,1024,805,630,975,656,466,802
1025,663,1123,723,368,991,598,428,803
742,956,1123,713,380,1045,570,484,892
731,967,1123,910,411,1107,432,443,885
492,1206,1158,912,554,1109,417,395,850
492,1196,1143,1092,688,1140,347,341,850
492,1155,1203,1102,705,1140,346,801,902
492,1138,1372,1062,813,1200,96,801,903
493,1075,1419,947,838,1041,96,801,1132
474,1055,1309,946,898,930,96,823,1042
502,1043,1241,993,899,924,96,838,1079
515,1043,1272,993,899,968,96,838,1006
515,1024,1114,805,899,968,276,838,1008
515,1024,1096,979,933,918,355,838,947
515,1022,1069,1110,946,913,372,838,766
514,989,1039,1216,948,958,443,838,764
319,1126,1034,1221,952,976,558,838,726
337,1123,1027,1221,952,981,646,838,692
340,1123,1025,1211,952,621,601,755,685
340,1123,901,1211,952,665,597,744,642
370,1123,904,1259,952,573,684,743,642
496,1123,821,1263,873,562,689,763,640
550,1123,784,1079,873,578,689,807,552
581,1123,819,1160,822,594,689,810,569
581,1123,819,1174,822,594,689,834,568
596,1094,541,1147,834,594,689,926,568
703,1086,553,1108,791,595,689,884,568
950,1033,552,1108,829,651,689,880,568
871,1144,598,1137,796,873,689,880,568
905,1112,616,1137,936,1187,689,874,568
1257,1029,616,1147,944,1353,689,874,494
1400,1060,616,1147,929,1417,689,876,493
1421,1025,529,1133,867,1445,689,884,500
1411,742,530,1138,854,1765,689,744,414
1412,731,530,941,823,1795,689,816,457
1413,492,495,1098,748,1853,689,816,457
1416,492,519,952,618,2031,689,831,457
1465,492,444,1081,613,2130,689,398,469
1651,492,275,1073,720,2088,689,402,468
1702,493,228,1128,696,2086,689,403,296
1720,474,227,1134,636,2089,718,502,280
1666,502,225,1205,663,2089,822,569,243
1716,515,247,1292,667,2008,1028,637,241
1739,515,356,1391,667,2008,849,671,239
1857,515,502,1271,636,2038,779,706,251
1886,515,505,1161,657,2069,899,706,251
2073,514,505,1055,677,2017,844,713,251
2089,319,504,1050,691,1971,750,967,251
2072,337,527,1195,691,1965,735,1073,251
2111,340,527,1247,691,1966,717,1124,251
2138,340,520,1252,693,1940,693,1124,266
2154,370,515,1231,693,1956,611,1115,336
2127,496,515,1226,698,1986,615,1095,369
2080,550,515,1235,700,1955,615,1051,404
2049,581,480,1142,700,1939,615,1176,385
2049,581,480,1159,705,1940,630,1176,398
2034,596,479,1172,696,1940,673,1194,411
1984,703,465,1242,696,1939,675,1170,411
1742,950,535,1354,614,1883,675,1170,411
1731,871,494,1467,614,1661,675,1180,411
1697,905,512,1467,470,1347,675,1188,411
1406,1257,551,1550,469,1181,675,1291,409
1228,1400,611,1616,469,1182,675,1291,411
1123,1421,631,1650,481,1139,694,1283,425
1132,1411,631,1643,481,765,743,1264,380
1141,1412,713,1642,481,683,847,1259,337
1144,1413,796,1483,413,624,877,1266,337
1209,1416,788,1503,415,415,878,1254,337
1188,1465,801,1409,414,316,977,1246,295
1005,1651,812,1355,221,296,982,1303,296
953,1702,856,1303,226,274,982,1349,238
935,1720,898,1297,226,293,953,1252,238
935,1666,898,1228,200,293,849,1170,238
872,1716,844,1244,246,291,645,1102,247
849,1739,715,1164,259,291,644,1068,247
731,1857,562,1110,312,281,641,1033,235
702,1886,559,1242,291,255,571,1033,235
515,2073,559,1276,420,279,686,1026,235
504,2089,559,1290,695,330,714,772,235
504,2072,536,1181,816,343,642,719,235
469,2111,536,1251,847,355,644,668,235
479,2138,535,1263,850,311,644,668,220
437,2154,535,1249,850,295,639,668,150
338,2127,535,1247,864,265,753,723,117
331,2080,535,1271,980,290,806,729,86
331,2049,537,1272,1141,382,833,613,86
387,2049,537,1240,1136,384,915,657,191
412,2034,552,1227,1132,384,990,549,249
511,1984,564,1157,1132,385,988,561,331
509,1742,493,1046,1139,385,990,665,530
524,1731,496,903,1158,390,1051,655,561
530,1697,547,962,1317,393,1148,647,561
572,1406,508,918,1478,482,1192,544,561
619,1228,496,884,1559,516,1200,542,559
624,1123,609,854,1617,523,1182,542,537
758,1132,763,869,1620,523,1162,548,537
841,1141,681,869,1625,513,1058,517,542
875,1144,598,870,1632,512,1041,512,547
1048,1209,582,946,1633,512,1049,509,547
1354,1188,569,939,1622,543,1091,488,525
1398,1005,558,948,1600,590,1168,457,524
1532,953,514,1147,1671,633,1240,410,524
1532,935,472,1391,1671,611,1339,403,524
1532,935,472,1343,1691,611,1360,403,525
1532,872,472,1240,1641,628,1391,403,522
1532,849,472,1221,1668,665,1391,403,522
1532,731,472,1222,1615,680,1382,403,531
1532,702,472,1104,1602,675,1315,403,549
1532,515,472,1070,1451,635,1184,403,549
1527,504,472,1056,1158,589,1135,403,550
1528,504,472,1020,1037,582,1141,350,550
1521,469,472,898,1006,588,1142,350,550
1493,479,507,881,1001,592,1169,350,550
1489,437,517,868,1001,590,1242,350,550
1489,338,517,871,982,607,1123,295,550
1489,331,517,851,865,582,1160,315,546
1517,331,563,863,705,490,1229,389,546
1506,387,586,868,705,487,1139,321,428
1500,412,573,954,719,487,1021,319,357
1372,511,572,1036,727,486,1021,346,275
1371,509,650,1124,719,486,1019,244,78
1332,524,701,1188,691,486,962,248,52
1318,530,650,1172,510,530,867,248,52
1241,572,767,1200,341,526,823,250,73
1213,619,777,1205,260,473,815,253,73
1279,624,642,1197,199,536,814,253,73
1151,758,487,1182,284,536,785,247,73
1058,841,487,1182,293,536,785,211,68
1020,875,490,1181,286,536,772,209,63
782,1048,491,1051,279,536,763,209,63
550,1354,491,1036,295,505,622,209,123
564,1398,491,1092,295,458,540,179,124
437,1532,495,999,219,438,468,185,124
438,1532,541,839,219,468,369,228,124
438,1532,546,907,220,519,348,228,123
443,1532,592,956,248,549,320,228,117
445,1532,607,985,301,514,320,228,122
445,1532,870,987,302,466,320,228,113
445,1532,925,952,389,466,320,246,121
445,1532,980,952,389,467,320,259,124
445,1527,1012,1144,411,462,320,380,297
443,1528,1212,1147,433,456,313,538,304
443,1521,1216,1147,443,437,308,627,308
434,1493,1181,1147,511,434,281,636,308
434,1489,1171,1157,582,439,208,636,353
434,1489,1171,1154,584,426,204,643,378
434,1489,1211,1141,700,457,114,790,534
406,1517,1275,1128,710,511,18,709,569
361,1506,1382,1123,710,581,11,717,723
342,1500,1380,1051,696,640,20,731,723
314,1372,1419,980,688,720,44,692,723
312,1371,1435,924,686,733,44,703,724
312,1332,1402,859,726,743,40,847,719
312,1318,1469,817,754,696,38,1129,719
286,1241,1491,744,754,611,38,1244,733
267,1213,1457,707,754,565,38,1244,733
198,1279,1448,729,844,494,59,1244,735
324,1151,1448,769,807,546,60,1245,751
366,1058,1448,769,794,604,61,1245,751
367,1020,1445,820,934,683,80,1299,751
364,782,1444,897,937,744,281,1321,751
262,550,1444,874,921,761,322,1334,691
329,564,1469,823,921,761,364,1334,690
322,437,1479,753,920,745,496,1328,697
321,438,1433,727,938,744,625,1268,697
321,438,1428,670,916,707,625,1268,697
316,443,1382,668,890,694,620,1268,697
317,445,1367,708,797,692,625,1268,692
317,445,1105,758,793,691,626,1268,692
317,445,1050,780,706,691,628,1250,666
317,445,1091,851,728,690,629,1253,663
317,445,1059,717,706,690,631,1133,489
317,443,859,723,684,690,631,975,482
317,443,855,794,675,690,631,886,478
317,434,1089,819,610,710,631,882,478
317,434,1246,815,539,710,631,925,433
317,434,1349,923,537,708,632,926,423
317,434,1368,1135,420,705,635,753,339
317,406,1260,1167,409,692,635,748,345
317,361,1130,1219,410,648,655,759,205
317,342,1130,1280,485,589,646,745,205
402,314,1080,1305,563,525,622,757,205
438,312,986,1272,572,539,627,744,239
438,312,960,1285,555,543,629,596,240
440,312,857,1404,527,636,629,347,240
440,286,718,1400,655,636,629,232,224
471,267,694,1400,719,636,629,229,236
469,198,693,1378,645,636,608,229,234
422,324,693,1338,598,584,607,228,218
409,366,693,1355,597,533,650,228,218
409,367,693,1322,493,473,895,177,218
409,364,693,1341,503,413,809,158,229
410,262,693,1375,525,396,800,155,229
282,329,668,1426,525,402,892,174,229
282,322,654,1424,525,462,856,174,222
282,321,654,1374,507,433,729,174,222
282,321,654,1441,506,419,782,174,222
285,316,654,1452,504,381,813,174,222
282,317,654,1384,565,395,813,174,228
282,317,653,1331,595,511,815,174,240
282,317,653,1309,651,555,813,174,240
282,317,585,1336,673,774,815,159,240
282,317,646,1330,710,787,926,158,240
282,317,706,1334,780,787,927,158,240
282,317,708,1263,781,787,975,158,240
282,317,530,1263,778,767,1042,153,240
282,317,433,1267,781,762,1042,110,240
282,317,330,1161,781,784,1119,102,225
283,317,271,952,782,789,1123,102,153
284,317,267,920,782,773,1123,102,112
284,317,267,868,860,773,1103,83,106
284,317,267,1064,785,773,1105,83,110
202,402,267,1087,707,757,1114,98,110
287,438,295,1117,698,731,1245,195,73
299,438,328,1123,675,712,1385,242,72
326,440,393,1057,675,619,1423,220,80
370,440,405,1209,561,619,1423,229,61
518,471,430,1209,497,619,1423,229,49
525,469,465,1209,472,685,1450,229,53
432,422,466,1288,468,685,1519,229,160
403,409,498,1271,518,678,1475,229,183
402,409,750,1253,482,661,1211,227,183
402,409,809,1157,506,663,1097,427,172
401,410,818,1123,542,668,1069,517,177
401,282,818,1058,546,693,937,516,207
405,282,818,1021,551,626,841,517,207
413,282,818,1013,551,626,839,587,207
413,282,818,929,551,675,786,617,207
410,285,820,871,554,681,755,638,207
452,282,820,870,579,673,750,653,201
464,282,833,870,550,595,747,653,189
500,282,869,881,494,551,747,653,189
500,282,841,787,450,332,744,678,190
506,282,780,779,438,319,631,710,212
574,282,720,769,389,327,630,710,329
821,282,827,785,409,368,582,849,430
1091,282,771,760,473,369,515,851,495
1091,282,711,750,470,367,515,927,495
1121,282,711,748,591,343,437,1054,498
1158,283,727,745,594,311,430,1054,528
1157,284,739,745,594,286,430,1054,531
1247,284,745,745,523,260,430,1054,523
1247,284,756,474,557,260,448,1054,568
1244,202,767,415,590,260,454,1027,641
1123,287,739,385,591,259,369,930,713
1111,299,711,366,607,293,460,883,713
1179,326,646,312,624,293,430,872,705
1135,370,634,157,756,316,431,861,705
956,518,609,157,756,316,553,861,705
949,525,574,159,756,250,526,861,840
984,432,573,90,756,285,513,861,749
1005,403,559,117,769,396,513,861,726
1022,402,382,117,809,443,513,860,726
1046,402,334,117,997,487,512,657,726
1046,401,461,117,940,488,512,557,721
1046,401,461,208,936,517,620,731,691
1131,405,465,222,931,540,620,866,691
1123,413,488,222,938,540,628,796,691
1161,413,504,356,947,491,628,766,691
1161,410,517,364,944,485,644,885,691
1120,452,523,364,858,492,676,870,691
1108,464,510,364,857,822,680,1077,691
1240,500,474,353,857,822,732,1116,691
1240,500,476,666,857,822,756,1090,690
1234,506,476,678,832,822,771,1092,668
1230,574,476,748,811,814,775,1310,551
983,821,367,733,789,773,776,1171,450
713,1091,367,733,725,770,776,1178,385
713,1091,367,733,725,779,776,1144,480
683,1121,367,733,607,813,776,1098,484
645,1158,351,733,603,812,776,1180,464
645,1157,339,733,609,812,776,1410,461
555,1247,333,733,610,812,776,1516,466
555,1247,322,733,618,812,764,1606,417
555,1244,311,757,585,930,749,1747,344
555,1123,311,791,584,1024,716,1843,272
555,1111,330,791,568,991,485,1843,273
458,1179,330,791,551,1016,477,1871,286
484,1135,330,793,405,1053,514,1911,295
523,956,340,793,486,1053,410,1921,316
549,949,408,791,717,1053,410,1989,251
537,984,492,781,717,1018,354,2059,250
611,1005,474,754,896,907,354,2314,295
594,1022,415,772,883,858,354,2317,366
570,1046,406,929,667,1022,354,2322,383
570,1046,270,937,887,1062,410,2331,395
570,1046,270,846,920,1003,301,2139,395
481,1131,274,832,1176,980,314,2003,419
481,1123,465,854,1208,980,339,2003,426
443,1161,449,721,1211,980,356,2003,426
443,1161,436,759,1219,1190,360,1868,426
442,1120,524,1039,1328,1177,424,1868,426
442,1108,538,1156,1364,809,421,1766,426
274,1240,541,1165,1402,824,391,1727,426
281,1240,539,848,1415,824,454,1727,426
281,1234,561,834,1415,824,543,1821,426
217,1230,561,820,1415,824,540,1628,426
217,983,561,890,1415,824,539,1679,426
232,713,561,893,1415,824,539,1701,426
392,713,561,893,1415,826,539,1659,331
392,683,561,893,1412,792,539,1578,324
392,645,564,909,1562,792,552,1496,363
396,645,569,909,1588,792,552,1283,364
398,555,571,909,1596,792,552,1189,359
471,555,571,909,1758,792,544,1099,359
493,555,571,885,1816,674,544,959,359
493,555,571,851,1837,580,526,863,359
493,555,547,851,1971,579,587,863,364
532,458,557,851,1971,554,587,848,351
506,484,598,849,1971,494,549,866,342
467,523,605,849,1934,494,560,866,321
441,549,600,853,1703,494,603,870,247
417,537,555,902,1703,510,604,801,232
322,611,593,930,1461,523,605,546,187
322,594,577,947,1434,561,605,543,116
322,570,594,856,1425,354,605,538,131
322,570,594,1001,1209,323,545,529,129
322,570,596,1002,1205,332,544,529,129
322,481,622,1003,949,392,531,529,105
322,481,466,993,910,400,498,529,220
322,443,469,992,898,400,481,529,258
322,443,467,946,890,190,461,524,363
322,442,373,666,781,190,365,524,438
322,442,359,549,745,265,364,419,438
322,274,356,540,707,254,342,419,438
315,281,356,589,694,326,255,419,438
494,281,334,551,694,326,151,292,438
623,217,334,525,807,384,150,288,438
623,217,363,458,967,384,150,237,438
608,232,371,455,1123,384,150,206,559
448,392,424,455,1123,373,228,206,606
448,392,427,455,1123,373,258,206,607
448,392,464,439,973,373,246,207,568
444,396,542,439,941,373,326,190,622
442,398,544,439,924,406,326,178,622
369,471,663,439,820,730,326,236,660
347,493,956,439,774,731,326,263,763
356,493,967,439,754,731,326,401,804
506,493,1206,439,620,731,263,416,846
473,532,1196,454,620,731,263,473,900
473,506,1155,469,620,731,263,416,902
473,467,1138,469,678,731,236,656,902
473,441,1075,465,793,731,376,584,902
473,417,1055,527,794,715,486,583,902
473,322,1043,569,799,702,491,583,902
473,322,1043,535,799,664,534,583,902
482,322,1024,647,987,660,534,583,870
629,322,1024,519,982,645,598,586,860
629,322,1022,545,953,635,603,586,860
629,322,989,574,953,575,626,586,860
658,322,1126,568,953,567,654,586,738
658,322,1123,575,953,567,655,586,700
658,322,1123,577,963,567,1015,651,678
658,322,1123,709,963,567,1042,679,614
658,322,1123,711,963,492,1138,679,624
658,322,1123,794,966,567,1149,679,624
658,315,1123,782,1150,495,1164,679,624
479,494,1123,778,1162,546,1164,678,624
350,623,1123,745,1050,488,1164,657,624
350,623,1094,1020,917,489,1164,657,624
350,608,1086,1022,800,532,1164,657,569
350,448,1033,1024,800,579,1086,657,526
382,448,1144,1024,802,621,1056,657,525
388,448,1112,1024,802,647,1055,656,521
388,444,1029,1024,805,648,975,656,466
388,442,1060,1024,805,630,975,656,466
388,369,1025,1123,723,368,991,598,428
390,347,742,1123,713,380,1045,570,484
400,356,731,1123,910,411,1107,432,443
250,506,492,1158,912,554,1109,417,395
244,473,492,1143,1092,688,1140,347,341
285,473,492,1203,1102,705,1140,346,801
369,473,492,1372,1062,813,1200,96,801
399,473,493,1419,947,838,1041,96,801
399,473,474,1309,946,898,930,96,823
410,473,502,1241,993,899,924,96,838
481,473,515,1272,993,899,968,96,838
627,482,515,1114,805,899,968,276,838
517,629,515,1096,979,933,918,355,838
517,629,515,1069,1110,946,913,372,838
518,629,514,1039,1216,948,958,443,838
491,658,319,1034,1221,952,976,558,838
