Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,Accum_y-1,Accum_y-2
312,1318,530,1697,905,1112,464,564,351,727,271,1469,817
286,1241,572,1406,1257,1029,542,569,339,739,267,1491,744
267,1213,619,1228,1400,1060,544,571,333,745,267,1457,707
198,1279,624,1123,1421,1025,663,571,322,756,267,1448,729
324,1151,758,1132,1411,742,956,571,311,767,267,1448,769
366,1058,841,1141,1412,731,967,571,311,739,295,1448,769
367,1020,875,1144,1413,492,1206,547,330,711,328,1445,820
364,782,1048,1209,1416,492,1196,557,330,646,393,1444,897
262,550,1354,1188,1465,492,1155,598,330,634,405,1444,874
329,564,1398,1005,1651,492,1138,605,340,609,430,1469,823
322,437,1532,953,1702,493,1075,600,408,574,465,1479,753
321,438,1532,935,1720,474,1055,555,492,573,466,1433,727
321,438,1532,935,1666,502,1043,593,474,559,498,1428,670
316,443,1532,872,1716,515,1043,577,415,382,750,1382,668
317,445,1532,849,1739,515,1024,594,406,334,809,1367,708
317,445,1532,731,1857,515,1024,594,270,461,818,1105,758
317,445,1532,702,1886,515,1022,596,270,461,818,1050,780
317,445,1532,515,2073,514,989,622,274,465,818,1091,851
317,445,1527,504,2089,319,1126,466,465,488,818,1059,717
317,443,1528,504,2072,337,1123,469,449,504,818,859,723
317,443,1521,469,2111,340,1123,467,436,517,820,855,794
317,434,1493,479,2138,340,1123,373,524,523,820,1089,819
317,434,1489,437,2154,370,1123,359,538,510,833,1246,815
317,434,1489,338,2127,496,1123,356,541,474,869,1349,923
317,434,1489,331,2080,550,1123,356,539,476,841,1368,1135
317,406,1517,331,2049,581,1123,334,561,476,780,1260,1167
317,361,1506,387,2049,581,1123,334,561,476,720,1130,1219
317,342,1500,412,2034,596,1094,363,561,367,827,1130,1280
402,314,1372,511,1984,703,1086,371,561,367,771,1080,1305
438,312,1371,509,1742,950,1033,424,561,367,711,986,1272
438,312,1332,524,1731,871,1144,427,561,367,711,960,1285
440,312,1318,530,1697,905,1112,464,564,351,727,857,1404
440,286,1241,572,1406,1257,1029,542,569,339,739,718,1400
471,267,1213,619,1228,1400,1060,544,571,333,745,694,1400
469,198,1279,624,1123,1421,1025,663,571,322,756,693,1378
422,324,1151,758,1132,1411,742,956,571,311,767,693,1338
409,366,1058,841,1141,1412,731,967,571,311,739,693,1355
409,367,1020,875,1144,1413,492,1206,547,330,711,693,1322
409,364,782,1048,1209,1416,492,1196,557,330,646,693,1341
410,262,550,1354,1188,1465,492,1155,598,330,634,693,1375
282,329,564,1398,1005,1651,492,1138,605,340,609,668,1426
282,322,437,1532,953,1702,493,1075,600,408,574,654,1424
282,321,438,1532,935,1720,474,1055,555,492,573,654,1374
282,321,438,1532,935,1666,502,1043,593,474,559,654,1441
285,316,443,1532,872,1716,515,1043,577,415,382,654,1452
282,317,445,1532,849,1739,515,1024,594,406,334,654,1384
282,317,445,1532,731,1857,515,1024,594,270,461,653,1331
282,317,445,1532,702,1886,515,1022,596,270,461,653,1309
282,317,445,1532,515,2073,514,989,622,274,465,585,1336
282,317,445,1527,504,2089,319,1126,466,465,488,646,1330
282,317,443,1528,504,2072,337,1123,469,449,504,706,1334
282,317,443,1521,469,2111,340,1123,467,436,517,708,1263
282,317,434,1493,479,2138,340,1123,373,524,523,530,1263
282,317,434,1489,437,2154,370,1123,359,538,510,433,1267
282,317,434,1489,338,2127,496,1123,356,541,474,330,1161
283,317,434,1489,331,2080,550,1123,356,539,476,271,952
284,317,406,1517,331,2049,581,1123,334,561,476,267,920
284,317,361,1506,387,2049,581,1123,334,561,476,267,868
284,317,342,1500,412,2034,596,1094,363,561,367,267,1064
202,402,314,1372,511,1984,703,1086,371,561,367,267,1087
287,438,312,1371,509,1742,950,1033,424,561,367,295,1117
299,438,312,1332,524,1731,871,1144,427,561,367,328,1123
326,440,312,1318,530,1697,905,1112,464,564,351,393,1057
370,440,286,1241,572,1406,1257,1029,542,569,339,405,1209
518,471,267,1213,619,1228,1400,1060,544,571,333,430,1209
525,469,198,1279,624,1123,1421,1025,663,571,322,465,1209
432,422,324,1151,758,1132,1411,742,956,571,311,466,1288
403,409,366,1058,841,1141,1412,731,967,571,311,498,1271
402,409,367,1020,875,1144,1413,492,1206,547,330,750,1253
402,409,364,782,1048,1209,1416,492,1196,557,330,809,1157
401,410,262,550,1354,1188,1465,492,1155,598,330,818,1123
401,282,329,564,1398,1005,1651,492,1138,605,340,818,1058
405,282,322,437,1532,953,1702,493,1075,600,408,818,1021
413,282,321,438,1532,935,1720,474,1055,555,492,818,1013
413,282,321,438,1532,935,1666,502,1043,593,474,818,929
410,285,316,443,1532,872,1716,515,1043,577,415,820,871
452,282,317,445,1532,849,1739,515,1024,594,406,820,870
464,282,317,445,1532,731,1857,515,1024,594,270,833,870
500,282,317,445,1532,702,1886,515,1022,596,270,869,881
500,282,317,445,1532,515,2073,514,989,622,274,841,787
506,282,317,445,1527,504,2089,319,1126,466,465,780,779
574,282,317,443,1528,504,2072,337,1123,469,449,720,769
821,282,317,443,1521,469,2111,340,1123,467,436,827,785
1091,282,317,434,1493,479,2138,340,1123,373,524,771,760
1091,282,317,434,1489,437,2154,370,1123,359,538,711,750
1121,282,317,434,1489,338,2127,496,1123,356,541,711,748
1158,283,317,434,1489,331,2080,550,1123,356,539,727,745
1157,284,317,406,1517,331,2049,581,1123,334,561,739,745
1247,284,317,361,1506,387,2049,581,1123,334,561,745,745
1247,284,317,342,1500,412,2034,596,1094,363,561,756,474
1244,202,402,314,1372,511,1984,703,1086,371,561,767,415
1123,287,438,312,1371,509,1742,950,1033,424,561,739,385
1111,299,438,312,1332,524,1731,871,1144,427,561,711,366
1179,326,440,312,1318,530,1697,905,1112,464,564,646,312
1135,370,440,286,1241,572,1406,1257,1029,542,569,634,157
956,518,471,267,1213,619,1228,1400,1060,544,571,609,157
949,525,469,198,1279,624,1123,1421,1025,663,571,574,159
984,432,422,324,1151,758,1132,1411,742,956,571,573,90
1005,403,409,366,1058,841,1141,1412,731,967,571,559,117
1022,402,409,367,1020,875,1144,1413,492,1206,547,382,117
1046,402,409,364,782,1048,1209,1416,492,1196,557,334,117
1046,401,410,262,550,1354,1188,1465,492,1155,598,461,117
1046,401,282,329,564,1398,1005,1651,492,1138,605,461,208
1131,405,282,322,437,1532,953,1702,493,1075,600,465,222
1123,413,282,321,438,1532,935,1720,474,1055,555,488,222
1161,413,282,321,438,1532,935,1666,502,1043,593,504,356
1161,410,285,316,443,1532,872,1716,515,1043,577,517,364
1120,452,282,317,445,1532,849,1739,515,1024,594,523,364
1108,464,282,317,445,1532,731,1857,515,1024,594,510,364
1240,500,282,317,445,1532,702,1886,515,1022,596,474,353
1240,500,282,317,445,1532,515,2073,514,989,622,476,666
1234,506,282,317,445,1527,504,2089,319,1126,466,476,678
1230,574,282,317,443,1528,504,2072,337,1123,469,476,748
983,821,282,317,443,1521,469,2111,340,1123,467,367,733
713,1091,282,317,434,1493,479,2138,340,1123,373,367,733
713,1091,282,317,434,1489,437,2154,370,1123,359,367,733
683,1121,282,317,434,1489,338,2127,496,1123,356,367,733
645,1158,283,317,434,1489,331,2080,550,1123,356,351,733
645,1157,284,317,406,1517,331,2049,581,1123,334,339,733
555,1247,284,317,361,1506,387,2049,581,1123,334,333,733
555,1247,284,317,342,1500,412,2034,596,1094,363,322,733
555,1244,202,402,314,1372,511,1984,703,1086,371,311,757
555,1123,287,438,312,1371,509,1742,950,1033,424,311,791
555,1111,299,438,312,1332,524,1731,871,1144,427,330,791
458,1179,326,440,312,1318,530,1697,905,1112,464,330,791
484,1135,370,440,286,1241,572,1406,1257,1029,542,330,793
523,956,518,471,267,1213,619,1228,1400,1060,544,340,793
549,949,525,469,198,1279,624,1123,1421,1025,663,408,791
537,984,432,422,324,1151,758,1132,1411,742,956,492,781
611,1005,403,409,366,1058,841,1141,1412,731,967,474,754
594,1022,402,409,367,1020,875,1144,1413,492,1206,415,772
570,1046,402,409,364,782,1048,1209,1416,492,1196,406,929
570,1046,401,410,262,550,1354,1188,1465,492,1155,270,937
570,1046,401,282,329,564,1398,1005,1651,492,1138,270,846
481,1131,405,282,322,437,1532,953,1702,493,1075,274,832
481,1123,413,282,321,438,1532,935,1720,474,1055,465,854
443,1161,413,282,321,438,1532,935,1666,502,1043,449,721
443,1161,410,285,316,443,1532,872,1716,515,1043,436,759
442,1120,452,282,317,445,1532,849,1739,515,1024,524,1039
442,1108,464,282,317,445,1532,731,1857,515,1024,538,1156
274,1240,500,282,317,445,1532,702,1886,515,1022,541,1165
281,1240,500,282,317,445,1532,515,2073,514,989,539,848
281,1234,506,282,317,445,1527,504,2089,319,1126,561,834
217,1230,574,282,317,443,1528,504,2072,337,1123,561,820
217,983,821,282,317,443,1521,469,2111,340,1123,561,890
232,713,1091,282,317,434,1493,479,2138,340,1123,561,893
392,713,1091,282,317,434,1489,437,2154,370,1123,561,893
392,683,1121,282,317,434,1489,338,2127,496,1123,561,893
392,645,1158,283,317,434,1489,331,2080,550,1123,564,909
396,645,1157,284,317,406,1517,331,2049,581,1123,569,909
398,555,1247,284,317,361,1506,387,2049,581,1123,571,909
471,555,1247,284,317,342,1500,412,2034,596,1094,571,909
493,555,1244,202,402,314,1372,511,1984,703,1086,571,885
493,555,1123,287,438,312,1371,509,1742,950,1033,571,851
493,555,1111,299,438,312,1332,524,1731,871,1144,547,851
532,458,1179,326,440,312,1318,530,1697,905,1112,557,851
506,484,1135,370,440,286,1241,572,1406,1257,1029,598,849
467,523,956,518,471,267,1213,619,1228,1400,1060,605,849
441,549,949,525,469,198,1279,624,1123,1421,1025,600,853
417,537,984,432,422,324,1151,758,1132,1411,742,555,902
322,611,1005,403,409,366,1058,841,1141,1412,731,593,930
322,594,1022,402,409,367,1020,875,1144,1413,492,577,947
322,570,1046,402,409,364,782,1048,1209,1416,492,594,856
322,570,1046,401,410,262,550,1354,1188,1465,492,594,1001
322,570,1046,401,282,329,564,1398,1005,1651,492,596,1002
322,481,1131,405,282,322,437,1532,953,1702,493,622,1003
322,481,1123,413,282,321,438,1532,935,1720,474,466,993
322,443,1161,413,282,321,438,1532,935,1666,502,469,992
322,443,1161,410,285,316,443,1532,872,1716,515,467,946
322,442,1120,452,282,317,445,1532,849,1739,515,373,666
322,442,1108,464,282,317,445,1532,731,1857,515,359,549
322,274,1240,500,282,317,445,1532,702,1886,515,356,540
315,281,1240,500,282,317,445,1532,515,2073,514,356,589
494,281,1234,506,282,317,445,1527,504,2089,319,334,551
623,217,1230,574,282,317,443,1528,504,2072,337,334,525
623,217,983,821,282,317,443,1521,469,2111,340,363,458
608,232,713,1091,282,317,434,1493,479,2138,340,371,455
448,392,713,1091,282,317,434,1489,437,2154,370,424,455
448,392,683,1121,282,317,434,1489,338,2127,496,427,455
448,392,645,1158,283,317,434,1489,331,2080,550,464,439
444,396,645,1157,284,317,406,1517,331,2049,581,542,439
442,398,555,1247,284,317,361,1506,387,2049,581,544,439
369,471,555,1247,284,317,342,1500,412,2034,596,663,439
347,493,555,1244,202,402,314,1372,511,1984,703,956,439
356,493,555,1123,287,438,312,1371,509,1742,950,967,439
506,493,555,1111,299,438,312,1332,524,1731,871,1206,439
473,532,458,1179,326,440,312,1318,530,1697,905,1196,454
473,506,484,1135,370,440,286,1241,572,1406,1257,1155,469
473,467,523,956,518,471,267,1213,619,1228,1400,1138,469
473,441,549,949,525,469,198,1279,624,1123,1421,1075,465
473,417,537,984,432,422,324,1151,758,1132,1411,1055,527
473,322,611,1005,403,409,366,1058,841,1141,1412,1043,569
473,322,594,1022,402,409,367,1020,875,1144,1413,1043,535
482,322,570,1046,402,409,364,782,1048,1209,1416,1024,647
629,322,570,1046,401,410,262,550,1354,1188,1465,1024,519
629,322,570,1046,401,282,329,564,1398,1005,1651,1022,545
629,322,481,1131,405,282,322,437,1532,953,1702,989,574
658,322,481,1123,413,282,321,438,1532,935,1720,1126,568
658,322,443,1161,413,282,321,438,1532,935,1666,1123,575
658,322,443,1161,410,285,316,443,1532,872,1716,1123,577
658,322,442,1120,452,282,317,445,1532,849,1739,1123,709
658,322,442,1108,464,282,317,445,1532,731,1857,1123,711
658,322,274,1240,500,282,317,445,1532,702,1886,1123,794
658,315,281,1240,500,282,317,445,1532,515,2073,1123,782
479,494,281,1234,506,282,317,445,1527,504,2089,1123,778
350,623,217,1230,574,282,317,443,1528,504,2072,1123,745
350,623,217,983,821,282,317,443,1521,469,2111,1094,1020
350,608,232,713,1091,282,317,434,1493,479,2138,1086,1022
350,448,392,713,1091,282,317,434,1489,437,2154,1033,1024
382,448,392,683,1121,282,317,434,1489,338,2127,1144,1024
388,448,392,645,1158,283,317,434,1489,331,2080,1112,1024
388,444,396,645,1157,284,317,406,1517,331,2049,1029,1024
388,442,398,555,1247,284,317,361,1506,387,2049,1060,1024
388,369,471,555,1247,284,317,342,1500,412,2034,1025,1123
390,347,493,555,1244,202,402,314,1372,511,1984,742,1123
400,356,493,555,1123,287,438,312,1371,509,1742,731,1123
250,506,493,555,1111,299,438,312,1332,524,1731,492,1158
244,473,532,458,1179,326,440,312,1318,530,1697,492,1143
285,473,506,484,1135,370,440,286,1241,572,1406,492,1203
369,473,467,523,956,518,471,267,1213,619,1228,492,1372
399,473,441,549,949,525,469,198,1279,624,1123,493,1419
399,473,417,537,984,432,422,324,1151,758,1132,474,1309
410,473,322,611,1005,403,409,366,1058,841,1141,502,1241
481,473,322,594,1022,402,409,367,1020,875,1144,515,1272
627,482,322,570,1046,402,409,364,782,1048,1209,515,1114
517,629,322,570,1046,401,410,262,550,1354,1188,515,1096
517,629,322,570,1046,401,282,329,564,1398,1005,515,1069
518,629,322,481,1131,405,282,322,437,1532,953,514,1039
491,658,322,481,1123,413,282,321,438,1532,935,319,1034
491,658,322,443,1161,413,282,321,438,1532,935,337,1027
491,658,322,443,1161,410,285,316,443,1532,872,340,1025
491,658,322,442,1120,452,282,317,445,1532,849,340,901
491,658,322,442,1108,464,282,317,445,1532,731,370,904
491,658,322,274,1240,500,282,317,445,1532,702,496,821
491,658,315,281,1240,500,282,317,445,1532,515,550,784
491,479,494,281,1234,506,282,317,445,1527,504,581,819
491,350,623,217,1230,574,282,317,443,1528,504,581,819
491,350,623,217,983,821,282,317,443,1521,469,596,541
491,350,608,232,713,1091,282,317,434,1493,479,703,553
491,350,448,392,713,1091,282,317,434,1489,437,950,552
459,382,448,392,683,1121,282,317,434,1489,338,871,598
453,388,448,392,645,1158,283,317,434,1489,331,905,616
453,388,444,396,645,1157,284,317,406,1517,331,1257,616
453,388,442,398,555,1247,284,317,361,1506,387,1400,616
453,388,369,471,555,1247,284,317,342,1500,412,1421,529
473,390,347,493,555,1244,202,402,314,1372,511,1411,530
471,400,356,493,555,1123,287,438,312,1371,509,1412,530
517,250,506,493,555,1111,299,438,312,1332,524,1413,495
703,244,473,532,458,1179,326,440,312,1318,530,1416,519
671,285,473,506,484,1135,370,440,286,1241,572,1465,444
647,369,473,467,523,956,518,471,267,1213,619,1651,275
640,399,473,441,549,949,525,469,198,1279,624,1702,228
640,399,473,417,537,984,432,422,324,1151,758,1720,227
629,410,473,322,611,1005,403,409,366,1058,841,1666,225
558,481,473,322,594,1022,402,409,367,1020,875,1716,247
403,627,482,322,570,1046,402,409,364,782,1048,1739,356
366,517,629,322,570,1046,401,410,262,550,1354,1857,502
366,517,629,322,570,1046,401,282,329,564,1398,1886,505
365,518,629,322,481,1131,405,282,322,437,1532,2073,505
363,491,658,322,481,1123,413,282,321,438,1532,2089,504
381,491,658,322,443,1161,413,282,321,438,1532,2072,527
381,491,658,322,443,1161,410,285,316,443,1532,2111,527
418,491,658,322,442,1120,452,282,317,445,1532,2138,520
418,491,658,322,442,1108,464,282,317,445,1532,2154,515
496,491,658,322,274,1240,500,282,317,445,1532,2127,515
555,491,658,315,281,1240,500,282,317,445,1532,2080,515
561,491,479,494,281,1234,506,282,317,445,1527,2049,480
563,491,350,623,217,1230,574,282,317,443,1528,2049,480
563,491,350,623,217,983,821,282,317,443,1521,2034,479
563,491,350,608,232,713,1091,282,317,434,1493,1984,465
565,491,350,448,392,713,1091,282,317,434,1489,1742,535
592,459,382,448,392,683,1121,282,317,434,1489,1731,494
592,453,388,448,392,645,1158,283,317,434,1489,1697,512
624,453,388,444,396,645,1157,284,317,406,1517,1406,551
673,453,388,442,398,555,1247,284,317,361,1506,1228,611
717,453,388,369,471,555,1247,284,317,342,1500,1123,631
695,473,390,347,493,555,1244,202,402,314,1372,1132,631
680,471,400,356,493,555,1123,287,438,312,1371,1141,713
678,517,250,506,493,555,1111,299,438,312,1332,1144,796
501,703,244,473,532,458,1179,326,440,312,1318,1209,788
492,671,285,473,506,484,1135,370,440,286,1241,1188,801
432,647,369,473,467,523,956,518,471,267,1213,1005,812
409,640,399,473,441,549,949,525,469,198,1279,953,856
409,640,399,473,417,537,984,432,422,324,1151,935,898
409,629,410,473,322,611,1005,403,409,366,1058,935,898
409,558,481,473,322,594,1022,402,409,367,1020,872,844
409,403,627,482,322,570,1046,402,409,364,782,849,715
409,366,517,629,322,570,1046,401,410,262,550,731,562
409,366,517,629,322,570,1046,401,282,329,564,702,559
415,365,518,629,322,481,1131,405,282,322,437,515,559
433,363,491,658,322,481,1123,413,282,321,438,504,559
549,381,491,658,322,443,1161,413,282,321,438,504,536
648,381,491,658,322,443,1161,410,285,316,443,469,536
612,418,491,658,322,442,1120,452,282,317,445,479,535
612,418,491,658,322,442,1108,464,282,317,445,437,535
534,496,491,658,322,274,1240,500,282,317,445,338,535
475,555,491,658,315,281,1240,500,282,317,445,331,535
477,561,491,479,494,281,1234,506,282,317,445,331,537
574,563,491,350,623,217,1230,574,282,317,443,387,537
587,563,491,350,623,217,983,821,282,317,443,412,552
587,563,491,350,608,232,713,1091,282,317,434,511,564
608,565,491,350,448,392,713,1091,282,317,434,509,493
581,592,459,382,448,392,683,1121,282,317,434,524,496
585,592,453,388,448,392,645,1158,283,317,434,530,547
553,624,453,388,444,396,645,1157,284,317,406,572,508
588,673,453,388,442,398,555,1247,284,317,361,619,496
567,717,453,388,369,471,555,1247,284,317,342,624,609
567,695,473,390,347,493,555,1244,202,402,314,758,763
565,680,471,400,356,493,555,1123,287,438,312,841,681
521,678,517,250,506,493,555,1111,299,438,312,875,598
521,501,703,244,473,532,458,1179,326,440,312,1048,582
522,492,671,285,473,506,484,1135,370,440,286,1354,569
522,432,647,369,473,467,523,956,518,471,267,1398,558
522,409,640,399,473,441,549,949,525,469,198,1532,514
538,409,640,399,473,417,537,984,432,422,324,1532,472
576,409,629,410,473,322,611,1005,403,409,366,1532,472
577,409,558,481,473,322,594,1022,402,409,367,1532,472
660,409,403,627,482,322,570,1046,402,409,364,1532,472
683,409,366,517,629,322,570,1046,401,410,262,1532,472
703,409,366,517,629,322,570,1046,401,282,329,1532,472
901,415,365,518,629,322,481,1131,405,282,322,1532,472
1050,433,363,491,658,322,481,1123,413,282,321,1527,472
1017,549,381,491,658,322,443,1161,413,282,321,1528,472
985,648,381,491,658,322,443,1161,410,285,316,1521,472
1026,612,418,491,658,322,442,1120,452,282,317,1493,507
1079,612,418,491,658,322,442,1108,464,282,317,1489,517
1118,534,496,491,658,322,274,1240,500,282,317,1489,517
1127,475,555,491,658,315,281,1240,500,282,317,1489,517
1179,477,561,491,479,494,281,1234,506,282,317,1517,563
1086,574,563,491,350,623,217,1230,574,282,317,1506,586
1073,587,563,491,350,623,217,983,821,282,317,1500,573
1073,587,563,491,350,608,232,713,1091,282,317,1372,572
1050,608,565,491,350,448,392,713,1091,282,317,1371,650
1072,581,592,459,382,448,392,683,1121,282,317,1332,701
1080,585,592,453,388,448,392,645,1158,283,317,1318,650
1102,553,624,453,388,444,396,645,1157,284,317,1241,767
1026,588,673,453,388,442,398,555,1247,284,317,1213,777
1016,567,717,453,388,369,471,555,1247,284,317,1279,642
1017,567,695,473,390,347,493,555,1244,202,402,1151,487
1017,565,680,471,400,356,493,555,1123,287,438,1058,487
1049,521,678,517,250,506,493,555,1111,299,438,1020,490
1091,521,501,703,244,473,532,458,1179,326,440,782,491
1091,522,492,671,285,473,506,484,1135,370,440,550,491
1091,522,432,647,369,473,467,523,956,518,471,564,491
1091,522,409,640,399,473,441,549,949,525,469,437,495
1075,538,409,640,399,473,417,537,984,432,422,438,541
1042,576,409,629,410,473,322,611,1005,403,409,438,546
1082,577,409,558,481,473,322,594,1022,402,409,443,592
1059,660,409,403,627,482,322,570,1046,402,409,445,607
1036,683,409,366,517,629,322,570,1046,401,410,445,870
1021,703,409,366,517,629,322,570,1046,401,282,445,925
817,901,415,365,518,629,322,481,1131,405,282,445,980
650,1050,433,363,491,658,322,481,1123,413,282,445,1012
549,1017,549,381,491,658,322,443,1161,413,282,443,1212
482,985,648,381,491,658,322,443,1161,410,285,443,1216
440,1026,612,418,491,658,322,442,1120,452,282,434,1181
387,1079,612,418,491,658,322,442,1108,464,282,434,1171
348,1118,534,496,491,658,322,274,1240,500,282,434,1171
339,1127,475,555,491,658,315,281,1240,500,282,434,1211
279,1179,477,561,491,479,494,281,1234,506,282,406,1275
273,1086,574,563,491,350,623,217,1230,574,282,361,1382
273,1073,587,563,491,350,623,217,983,821,282,342,1380
293,1073,587,563,491,350,608,232,713,1091,282,314,1419
293,1050,608,565,491,350,448,392,713,1091,282,312,1435
273,1072,581,592,459,382,448,392,683,1121,282,312,1402
292,1080,585,592,453,388,448,392,645,1158,283,312,1469
271,1102,553,624,453,388,444,396,645,1157,284,286,1491
271,1026,588,673,453,388,442,398,555,1247,284,267,1457
314,1016,567,717,453,388,369,471,555,1247,284,198,1448
313,1017,567,695,473,390,347,493,555,1244,202,324,1448
313,1017,565,680,471,400,356,493,555,1123,287,366,1448
281,1049,521,678,517,250,506,493,555,1111,299,367,1445
230,1091,521,501,703,244,473,532,458,1179,326,364,1444
235,1091,522,492,671,285,473,506,484,1135,370,262,1444
241,1091,522,432,647,369,473,467,523,956,518,329,1469
266,1091,522,409,640,399,473,441,549,949,525,322,1479
266,1075,538,409,640,399,473,417,537,984,432,321,1433
263,1042,576,409,629,410,473,322,611,1005,403,321,1428
228,1082,577,409,558,481,473,322,594,1022,402,316,1382
168,1059,660,409,403,627,482,322,570,1046,402,317,1367
255,1036,683,409,366,517,629,322,570,1046,401,317,1105
251,1021,703,409,366,517,629,322,570,1046,401,317,1050
251,817,901,415,365,518,629,322,481,1131,405,317,1091
251,650,1050,433,363,491,658,322,481,1123,413,317,1059
251,549,1017,549,381,491,658,322,443,1161,413,317,859
251,482,985,648,381,491,658,322,443,1161,410,317,855
251,440,1026,612,418,491,658,322,442,1120,452,317,1089
290,387,1079,612,418,491,658,322,442,1108,464,317,1246
362,348,1118,534,496,491,658,322,274,1240,500,317,1349
396,339,1127,475,555,491,658,315,281,1240,500,317,1368
443,279,1179,477,561,491,479,494,281,1234,506,317,1260
447,273,1086,574,563,491,350,623,217,1230,574,317,1130
447,273,1073,587,563,491,350,623,217,983,821,317,1130
427,293,1073,587,563,491,350,608,232,713,1091,402,1080
427,293,1050,608,565,491,350,448,392,713,1091,438,986
425,273,1072,581,592,459,382,448,392,683,1121,438,960
394,292,1080,585,592,453,388,448,392,645,1158,440,857
393,271,1102,553,624,453,388,444,396,645,1157,440,718
385,271,1026,588,673,453,388,442,398,555,1247,471,694
329,314,1016,567,717,453,388,369,471,555,1247,469,693
329,313,1017,567,695,473,390,347,493,555,1244,422,693
415,313,1017,565,680,471,400,356,493,555,1123,409,693
417,281,1049,521,678,517,250,506,493,555,1111,409,693
453,230,1091,521,501,703,244,473,532,458,1179,409,693
517,235,1091,522,492,671,285,473,506,484,1135,410,693
526,241,1091,522,432,647,369,473,467,523,956,282,668
512,266,1091,522,409,640,399,473,441,549,949,282,654
529,266,1075,538,409,640,399,473,417,537,984,282,654
527,263,1042,576,409,629,410,473,322,611,1005,282,654
523,228,1082,577,409,558,481,473,322,594,1022,285,654
523,168,1059,660,409,403,627,482,322,570,1046,282,654
436,255,1036,683,409,366,517,629,322,570,1046,282,653
435,251,1021,703,409,366,517,629,322,570,1046,282,653
435,251,817,901,415,365,518,629,322,481,1131,282,585
435,251,650,1050,433,363,491,658,322,481,1123,282,646
435,251,549,1017,549,381,491,658,322,443,1161,282,706
