Accum_y-0,T-1,Accum_y-1,Accum_y-2
1054,102,528,473
1054,102,531,473
1054,83,523,473
1054,83,568,509
1027,98,641,449
930,195,713,421
883,242,713,438
872,220,705,470
861,229,705,448
861,229,705,449
861,229,840,472
861,229,749,512
861,229,726,552
860,227,726,599
657,427,726,610
557,517,721,610
731,516,691,645
866,517,691,645
796,587,691,645
766,617,691,646
885,638,691,646
870,653,691,658
1077,653,691,689
1116,653,691,689
1090,678,690,705
1092,710,668,649
1310,710,551,577
1171,849,450,508
1178,851,385,506
1144,927,480,506
1098,1054,484,533
1180,1054,464,533
1410,1054,461,533
1516,1054,466,533
1606,1054,417,497
1747,1027,344,497
1843,930,272,487
1843,883,273,470
1871,872,286,438
1911,861,295,408
1921,861,316,389
1989,861,251,400
2059,861,250,384
2314,861,295,359
2317,860,366,312
2322,657,383,301
2331,557,395,301
2139,731,395,266
2003,866,419,266
2003,796,426,266
2003,766,426,272
1868,885,426,273
1868,870,426,261
1766,1077,426,230
1727,1116,426,268
1727,1090,426,252
1821,1092,426,252
1628,1310,426,217
1679,1171,426,158
1701,1178,426,158
1659,1144,331,158
1578,1098,324,209
1496,1180,363,209
1283,1410,364,209
1189,1516,359,209
1099,1606,359,293
959,1747,359,350
863,1843,359,358
863,1843,364,358
848,1871,351,358
866,1911,342,358
866,1921,321,358
870,1989,247,324
801,2059,232,300
546,2314,187,285
543,2317,116,285
538,2322,131,285
529,2331,129,382
529,2139,129,443
529,2003,105,443
529,2003,220,443
529,2003,258,436
524,1868,363,436
524,1868,438,436
419,1766,438,436
419,1727,438,398
419,1727,438,398
292,1821,438,386
288,1628,438,386
237,1679,438,386
206,1701,559,386
206,1659,606,386
206,1578,607,391
207,1496,568,472
190,1283,622,539
178,1189,622,539
236,1099,660,455
263,959,763,440
401,863,804,439
416,863,846,474
473,848,900,474
416,866,902,474
656,866,902,474
584,870,902,475
583,801,902,581
583,546,902,581
583,543,902,656
583,538,870,656
586,529,860,620
586,529,860,740
586,529,860,742
586,529,738,780
586,529,700,814
651,524,678,820
679,524,614,863
679,419,624,863
679,419,624,865
679,419,624,953
678,292,624,955
657,288,624,956
657,237,624,956
657,206,569,956
657,206,526,956
657,206,525,873
656,207,521,792
656,190,466,801
656,178,466,802
598,236,428,803
570,263,484,892
432,401,443,885
417,416,395,850
347,473,341,850
346,416,801,902
96,656,801,903
96,584,801,1132
96,583,823,1042
96,583,838,1079
96,583,838,1006
276,583,838,1008
355,586,838,947
372,586,838,766
443,586,838,764
558,586,838,726
646,586,838,692
601,651,755,685
597,679,744,642
684,679,743,642
689,679,763,640
689,679,807,552
689,678,810,569
689,657,834,568
689,657,926,568
689,657,884,568
689,657,880,568
689,657,880,568
689,656,874,568
689,656,874,494
689,656,876,493
689,598,884,500
689,570,744,414
689,432,816,457
689,417,816,457
689,347,831,457
689,346,398,469
689,96,402,468
689,96,403,296
718,96,502,280
822,96,569,243
1028,96,637,241
849,276,671,239
779,355,706,251
899,372,706,251
844,443,713,251
750,558,967,251
735,646,1073,251
717,601,1124,251
693,597,1124,266
611,684,1115,336
615,689,1095,369
615,689,1051,404
615,689,1176,385
630,689,1176,398
673,689,1194,411
675,689,1170,411
675,689,1170,411
675,689,1180,411
675,689,1188,411
675,689,1291,409
675,689,1291,411
694,689,1283,425
743,689,1264,380
847,689,1259,337
877,689,1266,337
878,689,1254,337
977,689,1246,295
982,689,1303,296
982,689,1349,238
953,718,1252,238
849,822,1170,238
645,1028,1102,247
644,849,1068,247
641,779,1033,235
571,899,1033,235
686,844,1026,235
714,750,772,235
642,735,719,235
644,717,668,235
644,693,668,220
639,611,668,150
753,615,723,117
806,615,729,86
833,615,613,86
915,630,657,191
990,673,549,249
988,675,561,331
990,675,665,530
1051,675,655,561
1148,675,647,561
1192,675,544,561
1200,675,542,559
1182,694,542,537
1162,743,548,537
1058,847,517,542
1041,877,512,547
1049,878,509,547
1091,977,488,525
1168,982,457,524
1240,982,410,524
1339,953,403,524
1360,849,403,525
1391,645,403,522
1391,644,403,522
1382,641,403,531
1315,571,403,549
1184,686,403,549
1135,714,403,550
1141,642,350,550
1142,644,350,550
1169,644,350,550
1242,639,350,550
1123,753,295,550
1160,806,315,546
1229,833,389,546
1139,915,321,428
1021,990,319,357
1021,988,346,275
1019,990,244,78
962,1051,248,52
867,1148,248,52
823,1192,250,73
815,1200,253,73
814,1182,253,73
785,1162,247,73
785,1058,211,68
772,1041,209,63
763,1049,209,63
622,1091,209,123
540,1168,179,124
468,1240,185,124
369,1339,228,124
348,1360,228,123
320,1391,228,117
320,1391,228,122
320,1382,228,113
320,1315,246,121
320,1184,259,124
320,1135,380,297
313,1141,538,304
308,1142,627,308
281,1169,636,308
208,1242,636,353
204,1123,643,378
114,1160,790,534
18,1229,709,569
11,1139,717,723
20,1021,731,723
44,1021,692,723
44,1019,703,724
40,962,847,719
38,867,1129,719
38,823,1244,733
38,815,1244,733
59,814,1244,735
60,785,1245,751
61,785,1245,751
80,772,1299,751
281,763,1321,751
322,622,1334,691
364,540,1334,690
496,468,1328,697
625,369,1268,697
625,348,1268,697
620,320,1268,697
625,320,1268,692
626,320,1268,692
628,320,1250,666
629,320,1253,663
631,320,1133,489
631,313,975,482
631,308,886,478
631,281,882,478
631,208,925,433
632,204,926,423
635,114,753,339
635,18,748,345
655,11,759,205
646,20,745,205
622,44,757,205
627,44,744,239
629,40,596,240
629,38,347,240
629,38,232,224
629,38,229,236
608,59,229,234
607,60,228,218
650,61,228,218
895,80,177,218
809,281,158,229
800,322,155,229
892,364,174,229
856,496,174,222
729,625,174,222
782,625,174,222
813,620,174,222
813,625,174,228
815,626,174,240
813,628,174,240
815,629,159,240
926,631,158,240
927,631,158,240
975,631,158,240
1042,631,153,240
1042,631,110,240
1119,632,102,225
1123,635,102,153
1123,635,102,112
1103,655,83,106
1105,646,83,110
1114,622,98,110
1245,627,195,73
1385,629,242,72
1423,629,220,80
1423,629,229,61
1423,629,229,49
1450,608,229,53
1519,607,229,160
1475,650,229,183
1211,895,227,183
1097,809,427,172
1069,800,517,177
937,892,516,207
841,856,517,207
839,729,587,207
786,782,617,207
755,813,638,207
750,813,653,201
747,815,653,189
747,813,653,189
744,815,678,190
631,926,710,212
630,927,710,329
582,975,849,430
515,1042,851,495
515,1042,927,495
437,1119,1054,498
430,1123,1054,528
430,1123,1054,531
430,1103,1054,523
448,1105,1054,568
454,1114,1027,641
369,1245,930,713
460,1385,883,713
430,1423,872,705
431,1423,861,705
553,1423,861,705
526,1450,861,840
513,1519,861,749
513,1475,861,726
513,1211,860,726
512,1097,657,726
512,1069,557,721
620,937,731,691
620,841,866,691
628,839,796,691
628,786,766,691
644,755,885,691
676,750,870,691
680,747,1077,691
732,747,1116,691
756,744,1090,690
771,631,1092,668
775,630,1310,551
776,582,1171,450
776,515,1178,385
776,515,1144,480
776,437,1098,484
776,430,1180,464
776,430,1410,461
776,430,1516,466
764,448,1606,417
749,454,1747,344
716,369,1843,272
485,460,1843,273
477,430,1871,286
514,431,1911,295
410,553,1921,316
410,526,1989,251
354,513,2059,250
354,513,2314,295
354,513,2317,366
354,512,2322,383
410,512,2331,395
301,620,2139,395
314,620,2003,419
339,628,2003,426
356,628,2003,426
360,644,1868,426
424,676,1868,426
421,680,1766,426
391,732,1727,426
454,756,1727,426
543,771,1821,426
540,775,1628,426
539,776,1679,426
539,776,1701,426
539,776,1659,331
539,776,1578,324
552,776,1496,363
552,776,1283,364
552,776,1189,359
544,764,1099,359
544,749,959,359
526,716,863,359
587,485,863,364
587,477,848,351
549,514,866,342
560,410,866,321
603,410,870,247
604,354,801,232
605,354,546,187
605,354,543,116
605,354,538,131
545,410,529,129
544,301,529,129
531,314,529,105
498,339,529,220
481,356,529,258
461,360,524,363
365,424,524,438
364,421,419,438
342,391,419,438
255,454,419,438
151,543,292,438
150,540,288,438
150,539,237,438
150,539,206,559
228,539,206,606
258,539,206,607
246,552,207,568
326,552,190,622
326,552,178,622
326,544,236,660
326,544,263,763
326,526,401,804
263,587,416,846
263,587,473,900
263,549,416,902
236,560,656,902
376,603,584,902
486,604,583,902
491,605,583,902
534,605,583,902
534,605,583,870
598,545,586,860
603,544,586,860
626,531,586,860
654,498,586,738
655,481,586,700
1015,461,651,678
1042,365,679,614
1138,364,679,624
1149,342,679,624
1164,255,679,624
1164,151,678,624
1164,150,657,624
1164,150,657,624
1164,150,657,569
1086,228,657,526
1056,258,657,525
1055,246,656,521
975,326,656,466
975,326,656,466
991,326,598,428
1045,326,570,484
1107,326,432,443
1109,263,417,395
1140,263,347,341
1140,263,346,801
1200,236,96,801
1041,376,96,801
930,486,96,823
924,491,96,838
968,534,96,838
968,534,276,838
918,598,355,838
913,603,372,838
958,626,443,838
976,654,558,838
981,655,646,838
621,1015,601,755
665,1042,597,744
573,1138,684,743
562,1149,689,763
578,1164,689,807
594,1164,689,810
594,1164,689,834
594,1164,689,926
595,1164,689,884
651,1086,689,880
873,1056,689,880
1187,1055,689,874
1353,975,689,874
1417,975,689,876
1445,991,689,884
1765,1045,689,744
1795,1107,689,816
1853,1109,689,816
2031,1140,689,831
2130,1140,689,398
2088,1200,689,402
2086,1041,689,403
2089,930,718,502
2089,924,822,569
2008,968,1028,637
2008,968,849,671
2038,918,779,706
2069,913,899,706
2017,958,844,713
1971,976,750,967
1965,981,735,1073
1966,621,717,1124
1940,665,693,1124
1956,573,611,1115
1986,562,615,1095
1955,578,615,1051
1939,594,615,1176
1940,594,630,1176
1940,594,673,1194
1939,595,675,1170
1883,651,675,1170
1661,873,675,1180
1347,1187,675,1188
1181,1353,675,1291
1182,1417,675,1291
1139,1445,694,1283
765,1765,743,1264
683,1795,847,1259
624,1853,877,1266
415,2031,878,1254
316,2130,977,1246
296,2088,982,1303
274,2086,982,1349
293,2089,953,1252
293,2089,849,1170
291,2008,645,1102
291,2008,644,1068
281,2038,641,1033
255,2069,571,1033
279,2017,686,1026
330,1971,714,772
343,1965,642,719
355,1966,644,668
311,1940,644,668
295,1956,639,668
265,1986,753,723
290,1955,806,729
382,1939,833,613
384,1940,915,657
384,1940,990,549
385,1939,988,561
385,1883,990,665
390,1661,1051,655
393,1347,1148,647
482,1181,1192,544
516,1182,1200,542
523,1139,1182,542
523,765,1162,548
513,683,1058,517
512,624,1041,512
512,415,1049,509
543,316,1091,488
590,296,1168,457
633,274,1240,410
611,293,1339,403
611,293,1360,403
628,291,1391,403
665,291,1391,403
680,281,1382,403
675,255,1315,403
635,279,1184,403
589,330,1135,403
582,343,1141,350
588,355,1142,350
592,311,1169,350
590,295,1242,350
607,265,1123,295
582,290,1160,315
490,382,1229,389
487,384,1139,321
487,384,1021,319
486,385,1021,346
486,385,1019,244
486,390,962,248
530,393,867,248
526,482,823,250
473,516,815,253
536,523,814,253
536,523,785,247
536,513,785,211
536,512,772,209
536,512,763,209
505,543,622,209
458,590,540,179
438,633,468,185
468,611,369,228
519,611,348,228
549,628,320,228
514,665,320,228
466,680,320,228
466,675,320,246
467,635,320,259
462,589,320,380
456,582,313,538
437,588,308,627
434,592,281,636
439,590,208,636
426,607,204,643
457,582,114,790
511,490,18,709
581,487,11,717
640,487,20,731
720,486,44,692
733,486,44,703
743,486,40,847
696,530,38,1129
611,526,38,1244
565,473,38,1244
494,536,59,1244
546,536,60,1245
604,536,61,1245
683,536,80,1299
744,536,281,1321
761,505,322,1334
761,458,364,1334
745,438,496,1328
744,468,625,1268
707,519,625,1268
694,549,620,1268
692,514,625,1268
691,466,626,1268
691,466,628,1250
690,467,629,1253
690,462,631,1133
690,456,631,975
690,437,631,886
710,434,631,882
710,439,631,925
708,426,632,926
705,457,635,753
692,511,635,748
648,581,655,759
589,640,646,745
525,720,622,757
539,733,627,744
543,743,629,596
636,696,629,347
636,611,629,232
636,565,629,229
636,494,608,229
584,546,607,228
533,604,650,228
473,683,895,177
413,744,809,158
396,761,800,155
402,761,892,174
462,745,856,174
433,744,729,174
419,707,782,174
381,694,813,174
395,692,813,174
511,691,815,174
555,691,813,174
774,690,815,159
787,690,926,158
787,690,927,158
787,690,975,158
767,710,1042,153
762,710,1042,110
784,708,1119,102
789,705,1123,102
773,692,1123,102
773,648,1103,83
773,589,1105,83
757,525,1114,98
731,539,1245,195
712,543,1385,242
619,636,1423,220
619,636,1423,229
619,636,1423,229
685,636,1450,229
685,584,1519,229
678,533,1475,229
661,473,1211,227
663,413,1097,427
668,396,1069,517
693,402,937,516
626,462,841,517
626,433,839,587
675,419,786,617
681,381,755,638
673,395,750,653
595,511,747,653
551,555,747,653
332,774,744,678
319,787,631,710
327,787,630,710
368,787,582,849
369,767,515,851
367,762,515,927
343,784,437,1054
311,789,430,1054
286,773,430,1054
260,773,430,1054
260,773,448,1054
260,757,454,1027
259,731,369,930
293,712,460,883
293,619,430,872
316,619,431,861
316,619,553,861
250,685,526,861
285,685,513,861
396,678,513,861
443,661,513,860
487,663,512,657
488,668,512,557
517,693,620,731
540,626,620,866
540,626,628,796
491,675,628,766
485,681,644,885
492,673,676,870
822,595,680,1077
822,551,732,1116
822,332,756,1090
822,319,771,1092
814,327,775,1310
773,368,776,1171
770,369,776,1178
779,367,776,1144
813,343,776,1098
812,311,776,1180
812,286,776,1410
812,260,776,1516
812,260,764,1606
930,260,749,1747
1024,259,716,1843
991,293,485,1843
1016,293,477,1871
1053,316,514,1911
1053,316,410,1921
1053,250,410,1989
1018,285,354,2059
907,396,354,2314
858,443,354,2317
1022,487,354,2322
1062,488,410,2331
1003,517,301,2139
980,540,314,2003
980,540,339,2003
980,491,356,2003
1190,485,360,1868
1177,492,424,1868
809,822,421,1766
824,822,391,1727
824,822,454,1727
824,822,543,1821
824,814,540,1628
824,773,539,1679
824,770,539,1701
826,779,539,1659
792,813,539,1578
792,812,552,1496
792,812,552,1283
792,812,552,1189
792,812,544,1099
674,930,544,959
580,1024,526,863
579,991,587,863
554,1016,587,848
494,1053,549,866
494,1053,560,866
494,1053,603,870
510,1018,604,801
523,907,605,546
561,858,605,543
354,1022,605,538
323,1062,545,529
332,1003,544,529
392,980,531,529
400,980,498,529
400,980,481,529
190,1190,461,524
190,1177,365,524
265,809,364,419
254,824,342,419
326,824,255,419
326,824,151,292
384,824,150,288
384,824,150,237
384,824,150,206
373,826,228,206
373,792,258,206
373,792,246,207
373,792,326,190
406,792,326,178
730,792,326,236
731,674,326,263
731,580,326,401
731,579,263,416
731,554,263,473
731,494,263,416
731,494,236,656
731,494,376,584
715,510,486,583
702,523,491,583
664,561,534,583
660,354,534,583
645,323,598,586
635,332,603,586
575,392,626,586
567,400,654,586
567,400,655,586
567,190,1015,651
567,190,1042,679
492,265,1138,679
567,254,1149,679
495,326,1164,679
546,326,1164,678
488,384,1164,657
489,384,1164,657
532,384,1164,657
579,373,1086,657
621,373,1056,657
647,373,1055,656
648,373,975,656
630,406,975,656
368,730,991,598
380,731,1045,570
411,731,1107,432
554,731,1109,417
688,731,1140,347
705,731,1140,346
813,731,1200,96
838,731,1041,96
898,715,930,96
899,702,924,96
899,664,968,96
899,660,968,276
933,645,918,355
946,635,913,372
948,575,958,443
952,567,976,558
952,567,981,646
952,567,621,601
952,567,665,597
952,492,573,684
873,567,562,689
873,495,578,689
822,546,594,689
822,488,594,689
834,489,594,689
791,532,595,689
829,579,651,689
796,621,873,689
936,647,1187,689
944,648,1353,689
929,630,1417,689
867,368,1445,689
854,380,1765,689
823,411,1795,689
748,554,1853,689
618,688,2031,689
613,705,2130,689
720,813,2088,689
696,838,2086,689
636,898,2089,718
663,899,2089,822
667,899,2008,1028
667,899,2008,849
636,933,2038,779
657,946,2069,899
677,948,2017,844
691,952,1971,750
691,952,1965,735
691,952,1966,717
693,952,1940,693
693,952,1956,611
698,873,1986,615
700,873,1955,615
700,822,1939,615
705,822,1940,630
696,834,1940,673
696,791,1939,675
614,829,1883,675
614,796,1661,675
470,936,1347,675
469,944,1181,675
469,929,1182,675
481,867,1139,694
481,854,765,743
481,823,683,847
413,748,624,877
415,618,415,878
414,613,316,977
221,720,296,982
226,696,274,982
226,636,293,953
200,663,293,849
246,667,291,645
259,667,291,644
312,636,281,641
291,657,255,571
420,677,279,686
695,691,330,714
816,691,343,642
847,691,355,644
850,693,311,644
850,693,295,639
864,698,265,753
980,700,290,806
1141,700,382,833
1136,705,384,915
1132,696,384,990
1132,696,385,988
1139,614,385,990
1158,614,390,1051
1317,470,393,1148
1478,469,482,1192
1559,469,516,1200
1617,481,523,1182
1620,481,523,1162
1625,481,513,1058
1632,413,512,1041
1633,415,512,1049
1622,414,543,1091
1600,221,590,1168
1671,226,633,1240
1671,226,611,1339
1691,200,611,1360
1641,246,628,1391
1668,259,665,1391
1615,312,680,1382
1602,291,675,1315
1451,420,635,1184
1158,695,589,1135
1037,816,582,1141
1006,847,588,1142
1001,850,592,1169
1001,850,590,1242
982,864,607,1123
865,980,582,1160
705,1141,490,1229
705,1136,487,1139
719,1132,487,1021
727,1132,486,1021
719,1139,486,1019
691,1158,486,962
510,1317,530,867
341,1478,526,823
260,1559,473,815
199,1617,536,814
284,1620,536,785
293,1625,536,785
286,1632,536,772
279,1633,536,763
295,1622,505,622
295,1600,458,540
219,1671,438,468
219,1671,468,369
220,1691,519,348
248,1641,549,320
301,1668,514,320
302,1615,466,320
389,1602,466,320
389,1451,467,320
411,1158,462,320
433,1037,456,313
443,1006,437,308
511,1001,434,281
582,1001,439,208
584,982,426,204
700,865,457,114
710,705,511,18
710,705,581,11
696,719,640,20
688,727,720,44
686,719,733,44
726,691,743,40
754,510,696,38
754,341,611,38
754,260,565,38
844,199,494,59
807,284,546,60
794,293,604,61
934,286,683,80
937,279,744,281
921,295,761,322
921,295,761,364
920,219,745,496
938,219,744,625
916,220,707,625
890,248,694,620
797,301,692,625
793,302,691,626
706,389,691,628
728,389,690,629
706,411,690,631
684,433,690,631
675,443,690,631
610,511,710,631
539,582,710,631
537,584,708,632
420,700,705,635
409,710,692,635
410,710,648,655
485,696,589,646
563,688,525,622
572,686,539,627
555,726,543,629
527,754,636,629
655,754,636,629
719,754,636,629
645,844,636,608
598,807,584,607
597,794,533,650
493,934,473,895
503,937,413,809
525,921,396,800
525,921,402,892
525,920,462,856
507,938,433,729
506,916,419,782
504,890,381,813
565,797,395,813
595,793,511,815
651,706,555,813
673,728,774,815
710,706,787,926
780,684,787,927
781,675,787,975
778,610,767,1042
781,539,762,1042
781,537,784,1119
782,420,789,1123
782,409,773,1123
860,410,773,1103
785,485,773,1105
707,563,757,1114
698,572,731,1245
675,555,712,1385
675,527,619,1423
561,655,619,1423
497,719,619,1423
472,645,685,1450
468,598,685,1519
518,597,678,1475
482,493,661,1211
506,503,663,1097
542,525,668,1069
546,525,693,937
551,525,626,841
551,507,626,839
551,506,675,786
554,504,681,755
579,565,673,750
550,595,595,747
494,651,551,747
450,673,332,744
438,710,319,631
389,780,327,630
409,781,368,582
473,778,369,515
470,781,367,515
591,781,343,437
594,782,311,430
594,782,286,430
523,860,260,430
557,785,260,448
590,707,260,454
591,698,259,369
607,675,293,460
624,675,293,430
756,561,316,431
756,497,316,553
756,472,250,526
756,468,285,513
769,518,396,513
809,482,443,513
997,506,487,512
940,542,488,512
936,546,517,620
931,551,540,620
938,551,540,628
947,551,491,628
944,554,485,644
858,579,492,676
857,550,822,680
857,494,822,732
857,450,822,756
832,438,822,771
811,389,814,775
789,409,773,776
725,473,770,776
725,470,779,776
607,591,813,776
603,594,812,776
609,594,812,776
610,523,812,776
618,557,812,764
585,590,930,749
584,591,1024,716
568,607,991,485
551,624,1016,477
405,756,1053,514
486,756,1053,410
717,756,1053,410
717,756,1018,354
896,769,907,354
883,809,858,354
667,997,1022,354
887,940,1062,410
920,936,1003,301
1176,931,980,314
1208,938,980,339
1211,947,980,356
1219,944,1190,360
1328,858,1177,424
1364,857,809,421
1402,857,824,391
1415,857,824,454
1415,832,824,543
1415,811,824,540
1415,789,824,539
1415,725,824,539
1415,725,826,539
1412,607,792,539
1562,603,792,552
1588,609,792,552
1596,610,792,552
1758,618,792,544
1816,585,674,544
1837,584,580,526
1971,568,579,587
1971,551,554,587
1971,405,494,549
1934,486,494,560
1703,717,494,603
1703,717,510,604
1461,896,523,605
1434,883,561,605
1425,667,354,605
1209,887,323,545
1205,920,332,544
949,1176,392,531
910,1208,400,498
898,1211,400,481
890,1219,190,461
781,1328,190,365
745,1364,265,364
707,1402,254,342
694,1415,326,255
694,1415,326,151
807,1415,384,150
967,1415,384,150
1123,1415,384,150
1123,1415,373,228
1123,1412,373,258
973,1562,373,246
941,1588,373,326
924,1596,406,326
820,1758,730,326
774,1816,731,326
754,1837,731,326
620,1971,731,263
620,1971,731,263
620,1971,731,263
678,1934,731,236
793,1703,731,376
794,1703,715,486
799,1461,702,491
799,1434,664,534
987,1425,660,534
982,1209,645,598
953,1205,635,603
953,949,575,626
953,910,567,654
953,898,567,655
963,890,567,1015
963,781,567,1042
963,745,492,1138
966,707,567,1149
1150,694,495,1164
1162,694,546,1164
1050,807,488,1164
917,967,489,1164
800,1123,532,1164
800,1123,579,1086
802,1123,621,1056
802,973,647,1055
805,941,648,975
805,924,630,975
723,820,368,991
713,774,380,1045
910,754,411,1107
912,620,554,1109
1092,620,688,1140
1102,620,705,1140
1062,678,813,1200
947,793,838,1041
946,794,898,930
993,799,899,924
993,799,899,968
805,987,899,968
979,982,933,918
1110,953,946,913
1216,953,948,958
1221,953,952,976
1221,953,952,981
1211,963,952,621
1211,963,952,665
1259,963,952,573
1263,966,873,562
1079,1150,873,578
1160,1162,822,594
1174,1050,822,594
1147,917,834,594
1108,800,791,595
1108,800,829,651
1137,802,796,873
1137,802,936,1187
1147,805,944,1353
1147,805,929,1417
1133,723,867,1445
1138,713,854,1765
941,910,823,1795
1098,912,748,1853
952,1092,618,2031
1081,1102,613,2130
1073,1062,720,2088
1128,947,696,2086
1134,946,636,2089
1205,993,663,2089
1292,993,667,2008
1391,805,667,2008
1271,979,636,2038
1161,1110,657,2069
1055,1216,677,2017
1050,1221,691,1971
1195,1221,691,1965
1247,1211,691,1966
1252,1211,693,1940
1231,1259,693,1956
1226,1263,698,1986
1235,1079,700,1955
1142,1160,700,1939
1159,1174,705,1940
1172,1147,696,1940
1242,1108,696,1939
1354,1108,614,1883
1467,1137,614,1661
1467,1137,470,1347
1550,1147,469,1181
1616,1147,469,1182
1650,1133,481,1139
1643,1138,481,765
1642,941,481,683
1483,1098,413,624
1503,952,415,415
1409,1081,414,316
1355,1073,221,296
1303,1128,226,274
1297,1134,226,293
1228,1205,200,293
1244,1292,246,291
1164,1391,259,291
1110,1271,312,281
1242,1161,291,255
1276,1055,420,279
1290,1050,695,330
1181,1195,816,343
1251,1247,847,355
1263,1252,850,311
1249,1231,850,295
1247,1226,864,265
1271,1235,980,290
1272,1142,1141,382
1240,1159,1136,384
1227,1172,1132,384
1157,1242,1132,385
1046,1354,1139,385
903,1467,1158,390
962,1467,1317,393
918,1550,1478,482
884,1616,1559,516
854,1650,1617,523
869,1643,1620,523
869,1642,1625,513
870,1483,1632,512
946,1503,1633,512
939,1409,1622,543
948,1355,1600,590
1147,1303,1671,633
1391,1297,1671,611
1343,1228,1691,611
1240,1244,1641,628
1221,1164,1668,665
1222,1110,1615,680
1104,1242,1602,675
1070,1276,1451,635
1056,1290,1158,589
1020,1181,1037,582
898,1251,1006,588
881,1263,1001,592
868,1249,1001,590
871,1247,982,607
851,1271,865,582
863,1272,705,490
868,1240,705,487
954,1227,719,487
1036,1157,727,486
1124,1046,719,486
1188,903,691,486
1172,962,510,530
1200,918,341,526
1205,884,260,473
1197,854,199,536
1182,869,284,536
1182,869,293,536
1181,870,286,536
1051,946,279,536
1036,939,295,505
1092,948,295,458
999,1147,219,438
839,1391,219,468
907,1343,220,519
956,1240,248,549
985,1221,301,514
987,1222,302,466
952,1104,389,466
952,1070,389,467
1144,1056,411,462
1147,1020,433,456
1147,898,443,437
1147,881,511,434
1157,868,582,439
1154,871,584,426
1141,851,700,457
1128,863,710,511
1123,868,710,581
1051,954,696,640
980,1036,688,720
924,1124,686,733
859,1188,726,743
817,1172,754,696
744,1200,754,611
707,1205,754,565
729,1197,844,494
769,1182,807,546
769,1182,794,604
820,1181,934,683
897,1051,937,744
874,1036,921,761
823,1092,921,761
753,999,920,745
727,839,938,744
670,907,916,707
668,956,890,694
708,985,797,692
758,987,793,691
780,952,706,691
851,952,728,690
717,1144,706,690
723,1147,684,690
794,1147,675,690
819,1147,610,710
815,1157,539,710
923,1154,537,708
1135,1141,420,705
1167,1128,409,692
1219,1123,410,648
1280,1051,485,589
1305,980,563,525
1272,924,572,539
1285,859,555,543
1404,817,527,636
1400,744,655,636
1400,707,719,636
1378,729,645,636
1338,769,598,584
1355,769,597,533
1322,820,493,473
1341,897,503,413
1375,874,525,396
1426,823,525,402
1424,753,525,462
1374,727,507,433
1441,670,506,419
1452,668,504,381
1384,708,565,395
1331,758,595,511
1309,780,651,555
1336,851,673,774
1330,717,710,787
1334,723,780,787
1263,794,781,787
1263,819,778,767
1267,815,781,762
1161,923,781,784
952,1135,782,789
920,1167,782,773
868,1219,860,773
1064,1280,785,773
1087,1305,707,757
1117,1272,698,731
1123,1285,675,712
1057,1404,675,619
1209,1400,561,619
1209,1400,497,619
1209,1378,472,685
1288,1338,468,685
1271,1355,518,678
1253,1322,482,661
1157,1341,506,663
1123,1375,542,668
1058,1426,546,693
1021,1424,551,626
1013,1374,551,626
929,1441,551,675
871,1452,554,681
870,1384,579,673
870,1331,550,595
881,1309,494,551
787,1336,450,332
779,1330,438,319
769,1334,389,327
785,1263,409,368
760,1263,473,369
750,1267,470,367
748,1161,591,343
745,952,594,311
745,920,594,286
745,868,523,260
474,1064,557,260
415,1087,590,260
385,1117,591,259
366,1123,607,293
312,1057,624,293
157,1209,756,316
157,1209,756,316
159,1209,756,250
90,1288,756,285
117,1271,769,396
117,1253,809,443
117,1157,997,487
117,1123,940,488
208,1058,936,517
222,1021,931,540
222,1013,938,540
356,929,947,491
364,871,944,485
364,870,858,492
364,870,857,822
353,881,857,822
666,787,857,822
678,779,832,822
748,769,811,814
733,785,789,773
733,760,725,770
733,750,725,779
733,748,607,813
733,745,603,812
733,745,609,812
733,745,610,812
733,474,618,812
757,415,585,930
791,385,584,1024
791,366,568,991
791,312,551,1016
793,157,405,1053
793,157,486,1053
791,159,717,1053
781,90,717,1018
754,117,896,907
772,117,883,858
929,117,667,1022
937,117,887,1062
846,208,920,1003
832,222,1176,980
854,222,1208,980
721,356,1211,980
759,364,1219,1190
1039,364,1328,1177
1156,364,1364,809
1165,353,1402,824
848,666,1415,824
834,678,1415,824
820,748,1415,824
890,733,1415,824
893,733,1415,824
893,733,1415,826
893,733,1412,792
909,733,1562,792
909,733,1588,792
909,733,1596,792
909,733,1758,792
885,757,1816,674
851,791,1837,580
851,791,1971,579
851,791,1971,554
849,793,1971,494
849,793,1934,494
853,791,1703,494
902,781,1703,510
930,754,1461,523
947,772,1434,561
856,929,1425,354
1001,937,1209,323
1002,846,1205,332
1003,832,949,392
993,854,910,400
992,721,898,400
946,759,890,190
666,1039,781,190
549,1156,745,265
540,1165,707,254
589,848,694,326
551,834,694,326
525,820,807,384
458,890,967,384
455,893,1123,384
455,893,1123,373
455,893,1123,373
439,909,973,373
439,909,941,373
439,909,924,406
439,909,820,730
439,885,774,731
439,851,754,731
439,851,620,731
454,851,620,731
469,849,620,731
469,849,678,731
465,853,793,731
527,902,794,715
569,930,799,702
535,947,799,664
647,856,987,660
519,1001,982,645
545,1002,953,635
574,1003,953,575
568,993,953,567
575,992,953,567
577,946,963,567
709,666,963,567
711,549,963,492
794,540,966,567
782,589,1150,495
778,551,1162,546
745,525,1050,488
1020,458,917,489
1022,455,800,532
1024,455,800,579
1024,455,802,621
