Accum_y-0,T-1,Accum_y-1,Accum_y-2
441,457,521,1048
428,452,522,1354
433,399,522,1398
433,326,522,1532
485,317,538,1532
485,317,576,1532
486,275,577,1532
517,275,660,1532
517,274,683,1532
532,228,703,1532
538,218,901,1532
578,218,1050,1527
578,216,1017,1528
578,216,985,1521
578,216,1026,1493
522,272,1079,1489
515,356,1118,1489
513,440,1127,1489
506,344,1179,1517
650,344,1086,1506
650,344,1073,1500
635,346,1073,1372
608,365,1050,1371
562,402,1072,1332
545,419,1080,1318
545,419,1102,1241
545,395,1026,1213
530,411,1016,1279
528,411,1017,1151
530,411,1017,1058
525,433,1049,1020
500,441,1091,782
516,428,1091,550
513,433,1091,564
513,433,1091,437
461,485,1075,438
461,485,1042,438
460,486,1082,443
429,517,1059,445
429,517,1036,445
479,532,1021,445
518,538,817,445
593,578,650,445
726,578,549,443
745,578,482,443
746,578,440,434
746,522,387,434
666,515,348,434
605,513,339,434
609,506,279,406
526,650,273,361
558,650,273,342
558,635,293,314
555,608,293,312
555,562,273,312
555,545,292,312
568,545,271,286
568,545,271,267
567,530,314,198
567,528,313,324
565,530,313,366
548,525,281,367
553,500,230,364
543,516,235,262
544,513,241,329
550,513,266,322
554,461,266,321
560,461,263,321
560,460,228,316
573,429,168,317
594,429,255,317
529,479,251,317
484,518,251,317
369,593,251,317
236,726,251,317
217,745,251,317
216,746,251,317
216,746,290,317
216,666,362,317
187,605,396,317
190,609,443,317
129,526,447,317
106,558,447,317
106,558,427,402
162,555,427,438
184,555,425,438
189,555,394,440
227,568,393,440
252,568,385,471
252,567,329,469
252,567,329,422
252,565,415,409
252,548,417,409
263,553,453,409
265,543,517,410
318,544,526,282
340,550,512,282
342,554,529,282
336,560,527,282
336,560,523,285
323,573,523,282
302,594,436,282
302,529,435,282
302,484,435,282
342,369,435,282
383,236,435,282
383,217,443,282
406,216,472,282
470,216,515,282
476,216,446,282
476,187,412,283
460,190,514,284
463,129,510,284
455,106,510,284
564,106,510,202
568,162,510,287
545,184,542,299
551,189,563,326
500,227,569,370
475,252,569,518
475,252,571,525
475,252,571,432
545,252,523,403
568,252,538,402
559,263,503,402
565,265,502,401
607,318,694,401
590,340,892,405
584,342,877,413
584,336,877,413
584,336,984,410
584,323,984,452
677,302,992,464
766,302,992,500
766,302,992,500
726,342,992,506
685,383,992,574
685,383,984,821
662,406,955,1091
723,470,873,1091
721,476,870,1121
722,476,870,1158
737,460,721,1157
734,463,721,1247
733,455,721,1247
624,564,721,1244
563,568,721,1123
563,545,689,1111
796,551,668,1179
796,500,675,1135
796,475,675,956
796,475,673,949
796,475,707,984
772,545,669,1005
749,568,710,1022
740,559,709,1046
758,565,640,1046
660,607,433,1046
649,590,224,1131
649,584,222,1123
649,584,295,1161
649,584,208,1161
649,584,299,1120
556,677,291,1108
468,766,291,1240
468,766,291,1240
468,726,291,1234
468,685,291,1230
468,685,305,983
468,662,326,713
343,723,326,713
339,721,327,683
338,722,423,645
323,737,423,645
323,734,444,555
325,733,444,555
326,624,444,555
326,563,444,555
376,563,444,555
334,796,444,458
392,796,431,484
456,796,484,523
505,796,587,549
505,796,568,537
493,772,606,611
507,749,548,594
759,740,548,570
772,758,623,570
848,660,671,570
848,649,695,481
848,649,705,481
848,649,634,443
848,649,614,443
848,649,523,442
848,556,523,442
847,468,523,274
847,468,523,281
847,468,525,281
957,468,661,217
957,468,715,217
1024,468,724,232
1024,343,776,392
1024,339,775,392
1027,338,679,392
1076,323,679,396
1093,323,681,398
1091,325,689,471
1134,326,689,493
1273,326,689,493
1657,376,689,493
1456,334,689,532
1398,392,689,506
1334,456,636,467
1285,505,533,441
1286,505,525,417
1252,493,506,322
1297,507,506,322
1045,759,506,322
1055,772,454,322
1007,848,406,322
1007,848,382,322
1007,848,499,322
1019,848,497,322
1032,848,567,322
1135,848,654,322
1249,848,682,322
1249,847,682,322
1249,847,863,315
1249,847,900,494
1139,957,995,623
1160,957,927,623
1093,1024,1010,608
1093,1024,982,448
1093,1024,982,448
1092,1027,983,448
1044,1076,1022,444
1087,1093,1097,442
1087,1091,1112,369
1043,1134,1124,347
904,1273,1221,356
470,1657,1249,506
469,1456,1278,473
469,1398,1278,473
469,1334,1278,473
469,1285,1278,473
468,1286,1271,473
468,1252,1252,473
409,1297,1252,473
409,1045,1252,482
354,1055,1229,629
326,1007,1229,629
327,1007,1229,629
658,1007,1233,658
759,1019,1239,658
776,1032,1167,658
673,1135,1081,658
560,1249,1053,658
610,1249,1056,658
652,1249,875,658
652,1249,836,479
652,1139,641,350
631,1160,641,350
631,1093,539,350
631,1093,518,350
631,1093,537,382
629,1092,654,388
628,1044,620,388
575,1087,562,388
575,1087,539,388
586,1043,549,390
596,904,453,400
613,470,427,250
652,469,456,244
825,469,456,285
842,469,456,369
842,469,456,399
842,468,456,399
842,468,509,410
842,409,512,481
842,409,518,627
842,354,537,517
843,326,551,517
842,327,551,518
511,658,420,491
398,759,414,491
368,776,425,491
368,673,456,491
367,560,478,491
317,610,552,491
275,652,624,491
280,652,645,491
323,652,618,491
383,631,757,491
424,631,746,491
477,631,743,491
481,631,724,459
481,629,643,453
483,628,638,453
476,575,598,453
476,575,715,453
465,586,713,473
455,596,753,471
438,613,753,517
493,652,695,703
338,825,713,671
402,842,766,647
471,842,839,640
522,842,848,640
547,842,795,629
547,842,834,558
552,842,828,403
552,842,810,366
561,843,842,366
561,842,852,365
563,511,852,363
573,398,854,381
573,368,843,381
573,368,811,418
647,367,789,418
665,317,715,496
680,275,651,555
675,280,742,561
632,323,733,563
572,383,594,563
539,424,607,563
486,477,619,565
482,481,629,592
520,481,592,592
518,483,592,624
542,476,616,673
569,476,499,717
593,465,481,695
593,455,440,680
593,438,438,678
499,493,457,501
607,338,452,492
619,402,399,432
666,471,326,409
671,522,317,409
668,547,317,409
668,547,275,409
699,552,275,409
699,552,274,409
689,561,228,409
689,561,218,415
687,563,218,433
677,573,216,549
677,573,216,648
689,573,216,612
680,647,272,612
667,665,356,534
660,680,440,475
680,675,344,477
680,632,344,574
680,572,344,587
672,539,346,587
672,486,365,608
672,482,402,581
634,520,419,585
