Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8
217,577,75,488,1349,428,1217,1102,1026,1172
158,508,77,640,1349,421,1187,1102,1026,1300
158,506,77,682,1349,411,1159,1102,1026,1434
158,506,77,707,1344,302,1144,1102,1026,1487
209,533,77,568,1320,301,1131,1245,1026,1498
209,533,77,568,1320,249,1101,967,1076,1470
209,533,132,568,1129,251,1083,912,1206,1370
209,533,132,608,748,372,1083,912,1206,1355
293,497,132,626,653,449,1083,912,1231,1347
350,497,132,763,653,432,1083,907,1234,1313
358,487,142,900,653,385,1033,832,1149,1313
358,470,142,900,653,385,1206,832,1144,1348
358,438,185,1112,653,612,1003,817,1096,1518
358,408,276,1139,663,612,765,804,1031,1518
358,389,352,1139,807,612,702,794,909,1596
324,400,352,1139,779,612,702,769,867,1804
300,384,352,1139,779,612,584,769,842,1886
285,359,352,1139,739,612,584,596,837,1931
285,312,352,1135,617,612,329,553,702,1931
285,301,352,1135,523,608,314,633,702,1931
382,301,406,1135,523,616,223,696,690,1588
443,266,395,1135,523,728,223,670,710,1583
443,266,394,1190,525,728,178,633,707,1753
443,266,508,1140,464,728,173,658,707,1753
436,272,569,1140,667,728,173,666,707,1753
436,273,632,1086,573,728,173,676,707,1753
436,261,632,1083,638,617,176,676,612,1753
436,230,630,955,792,598,336,676,479,1753
398,268,630,1028,792,598,336,676,439,1753
398,252,630,1015,787,598,548,866,404,1713
386,252,647,1015,783,598,573,868,286,1480
386,217,647,1014,789,579,623,868,286,1558
386,158,852,862,849,579,623,868,336,1405
386,158,853,820,879,579,651,868,339,1183
386,158,853,795,849,579,673,868,359,1093
391,209,853,795,863,596,673,725,359,1090
472,209,864,796,903,596,673,618,309,1128
539,209,809,796,846,594,673,618,322,1136
539,209,830,756,846,446,681,688,359,1095
455,293,832,738,846,365,681,698,367,1153
440,350,833,601,846,364,704,716,409,1040
439,358,829,457,846,364,704,716,411,1040
474,358,829,457,916,364,531,716,426,1010
474,358,786,245,921,137,574,686,426,840
474,358,695,218,1049,137,1216,686,426,840
474,358,619,218,952,141,1219,649,469,790
475,324,619,218,1108,141,1219,646,463,582
581,300,619,242,1121,141,1219,646,768,500
581,285,619,242,1159,141,1224,646,771,590
656,285,630,245,1159,141,1224,646,828,633
656,285,709,245,1159,141,1229,566,828,643
620,382,689,269,1161,133,1309,503,828,838
740,443,793,376,1161,21,1329,341,808,918
742,443,825,330,1159,21,1329,341,808,748
780,443,877,418,1099,21,1339,316,808,781
814,436,816,535,887,47,1339,308,808,801
820,436,832,546,871,47,1339,298,853,801
863,436,832,787,806,47,1336,343,856,801
863,436,953,801,695,47,1176,373,964,809
865,398,964,996,707,47,1176,466,994,809
953,398,968,1001,707,52,964,286,1189,809
955,386,965,1001,707,52,939,284,1189,809
956,386,1015,1001,701,52,889,284,1189,696
956,386,900,1001,641,52,889,302,1139,696
956,386,950,1001,611,52,861,302,1136,696
956,386,951,1040,611,52,862,302,1116,696
873,391,951,1204,605,58,1245,302,1116,713
792,472,940,1288,565,58,1250,615,1241,890
801,539,1086,1378,561,70,1300,615,1098,965
802,539,1067,1442,561,190,1305,560,1094,953
803,455,1065,1442,561,263,1305,550,1063,885
892,440,1064,1442,561,291,1282,532,1018,880
885,439,1058,1442,568,338,1282,532,1151,880
850,474,1058,1442,498,480,1312,532,1136,875
850,474,1058,1457,493,507,1317,532,1136,875
902,474,1058,1509,369,520,695,532,1136,875
903,474,1058,1509,311,516,692,524,1078,847
1132,475,1071,1512,161,516,740,524,1041,847
1042,581,1078,1513,148,516,785,524,736,847
1079,581,1078,1933,110,615,780,524,858,757
1006,656,1067,1967,207,712,780,562,1094,937
1008,656,988,1972,214,712,778,592,1159,992
947,620,915,1958,212,712,698,614,1201,1057
766,740,789,1923,212,712,678,627,1258,977
764,742,757,1917,212,712,678,627,1273,977
726,780,591,1823,216,712,668,630,1283,962
692,814,591,1741,201,778,668,630,1283,1240
685,820,512,1793,201,778,668,630,1238,1532
642,863,512,1664,201,778,668,600,1235,1872
642,863,391,1588,218,778,668,570,1127,2072
640,865,380,1315,206,780,698,477,1097,2085
552,953,376,1310,206,868,718,467,902,2085
569,955,362,1310,206,947,718,467,902,2085
568,956,312,1310,205,953,718,467,910,2085
568,956,220,1310,235,961,718,479,1192,2085
568,956,169,1349,288,961,718,479,1192,2095
568,956,239,1310,289,961,695,479,1192,2098
568,873,333,1153,332,938,312,479,1192,2185
568,792,416,1069,483,938,307,166,1075,1970
494,801,310,979,598,926,275,166,1075,1890
493,802,320,915,621,806,305,151,1042,1893
500,803,377,915,657,733,415,151,1043,1893
414,892,387,915,768,705,975,234,1086,1896
457,885,452,915,774,658,1200,287,951,1926
457,850,580,915,774,530,1185,339,951,1956
457,850,637,900,774,503,1197,359,951,1959
469,902,637,848,760,490,1212,537,951,1974
468,903,637,848,822,585,1332,687,951,1974
296,1132,624,845,855,614,1284,710,951,1974
280,1042,617,820,855,660,1250,747,951,1974
243,1079,617,400,855,583,1250,792,826,1929
241,1006,622,364,758,486,1250,756,533,1706
239,1008,681,384,751,558,1247,726,468,1641
251,947,681,383,769,625,1247,737,426,1381
251,766,716,311,770,630,1247,724,369,1381
251,764,790,319,861,630,1260,724,359,1401
251,726,790,328,989,717,1450,721,349,1386
251,692,790,294,1016,635,1450,721,349,1261
251,685,803,231,1020,792,1463,721,354,1077
266,642,815,186,1020,869,1579,706,354,752
336,642,885,219,1049,914,1624,706,354,582
369,640,889,219,1116,912,1601,706,354,714
404,552,892,219,1135,819,1609,706,354,727
385,569,931,219,1166,806,1694,706,401,727
398,568,958,219,1183,906,1719,706,403,790
411,568,963,219,1158,904,1976,676,311,813
411,568,963,181,1138,904,1976,676,311,893
411,568,1002,183,1174,904,1976,679,311,980
411,568,908,176,1123,904,1976,679,311,918
411,568,825,175,972,904,2036,679,313,918
409,494,785,175,968,904,2026,679,313,983
411,493,788,175,971,904,2008,679,313,980
425,500,731,176,948,904,1898,679,310,980
380,414,721,176,876,904,1338,596,267,983
337,457,656,176,1000,904,1161,543,340,953
337,457,528,176,1003,890,1146,491,560,923
337,457,471,191,1016,890,1094,471,583,920
295,469,471,197,1226,890,1067,293,583,905
296,468,492,201,1238,795,947,143,583,905
238,296,553,243,1330,766,947,120,1196,905
238,280,587,243,1330,720,941,83,1301,905
238,243,631,243,1331,698,941,38,1304,905
247,241,651,299,1381,698,941,36,1304,905
247,239,622,406,1381,626,941,36,1304,905
235,251,681,456,1363,559,941,3,1357,905
235,251,648,649,1362,554,1124,3,1359,905
235,251,576,689,1291,554,1114,3,1354,885
235,251,576,750,1187,467,977,73,1394,882
235,251,603,886,1168,457,990,221,1394,709
235,251,609,916,1164,300,977,386,1389,601
220,266,597,887,1164,223,871,541,1392,599
150,336,530,926,1081,199,826,618,1392,616
117,369,526,989,1014,287,819,773,1392,513
86,404,529,995,995,397,791,800,1392,720
86,385,491,1215,990,464,706,818,1432,720
191,398,471,1646,989,404,694,1108,1430,657
249,411,466,1738,1025,513,485,1118,1240,637
331,411,466,1845,1024,543,513,1241,1240,550
530,411,356,1900,989,565,513,1353,1260,460
561,411,356,1975,989,565,513,1363,1270,410
561,411,357,1975,989,565,513,1363,1260,412
561,409,366,1988,878,566,673,1363,1260,347
559,411,546,1993,852,575,741,1363,1263,347
537,425,618,2009,839,575,751,1363,1263,347
537,380,710,2080,800,575,1026,1363,1263,341
542,337,753,2144,663,575,1091,1363,1190,361
547,337,801,2322,660,575,1109,1363,970,364
547,337,809,2307,647,575,1184,1363,947,389
525,295,820,2337,437,575,1431,1363,947,564
524,296,800,2432,363,575,1586,1363,947,600
524,238,739,2431,232,595,1732,1363,339,695
524,238,705,2560,233,620,1900,1363,284,770
525,238,665,2721,276,620,1910,1363,318,820
522,247,640,2685,283,620,1955,1363,318,890
522,247,657,2553,292,629,2013,1363,318,890
531,235,614,2494,319,656,2096,1363,265,900
549,235,682,2301,465,720,2086,1363,266,925
549,235,711,2250,756,720,2177,1363,266,956
550,235,747,2230,941,720,2124,1293,246,956
550,235,720,2134,1001,720,2111,1150,246,958
550,235,711,2158,1011,720,2111,993,254,1051
550,220,712,2120,1011,720,2101,863,251,1043
550,150,709,2038,1006,699,2101,786,251,1023
550,117,709,1975,1010,611,2101,639,256,1049
546,86,808,1969,1052,501,2101,612,259,829
546,86,807,1773,1038,378,2116,594,172,829
428,191,823,1348,1022,339,2103,307,164,877
357,249,853,1256,985,224,2068,297,239,936
275,331,1387,1152,996,194,2068,174,239,1036
78,530,1509,1126,1000,172,2068,264,219,1099
52,561,1525,1057,1061,172,2068,419,209,1244
52,561,1816,1107,1068,172,2008,647,209,1445
73,561,1921,1153,1076,171,1840,657,209,1594
73,559,1762,1253,1085,162,1747,670,206,1602
73,537,1930,1253,1096,162,1737,715,206,1799
73,537,2053,1185,1126,162,1462,715,206,1892
68,542,2024,1129,1126,162,1349,715,206,1930
63,547,1976,951,1126,162,1331,715,206,1945
63,547,1983,958,1126,162,1248,715,206,2207
123,525,2023,994,1126,162,993,800,206,2105
124,524,2022,994,1126,163,838,855,206,2147
124,524,2035,968,1126,178,692,855,201,2092
124,524,2035,839,1125,172,524,855,166,2160
123,525,2036,695,1087,172,527,855,129,2123
117,522,2036,674,1031,172,482,858,129,2053
122,522,2008,677,1022,163,429,858,129,2233
113,531,1997,681,995,187,359,858,129,2343
121,549,1967,681,849,137,201,971,126,2348
124,549,1992,681,538,223,142,1018,126,2452
297,550,1991,626,325,242,142,1101,109,2515
304,550,2022,586,257,314,142,1148,132,2513
308,550,2019,531,247,314,150,1248,136,2420
308,550,2226,531,247,373,175,1453,144,2415
353,550,2271,531,244,397,175,1453,186,2380
378,550,2320,531,256,406,175,1460,181,2312
534,546,2221,531,214,406,175,1460,255,2312
569,546,2298,507,223,396,160,1460,288,2315
723,428,2325,501,236,389,160,1457,298,2267
723,357,2312,501,274,389,147,1457,223,2205
723,275,1778,528,240,389,124,1457,223,2102
724,78,1715,513,240,389,124,1252,241,2044
719,52,1732,532,179,389,124,1087,251,1924
719,52,1464,482,172,389,124,867,391,1721
733,73,1356,423,174,389,124,1080,439,1569
733,73,1320,320,189,389,124,1354,472,1561
735,73,1080,351,178,389,164,1427,492,1367
751,73,874,350,148,389,164,1452,577,1289
751,68,935,390,148,407,284,1485,769,1231
751,63,978,441,148,407,284,1485,831,1213
751,63,963,434,148,407,284,1485,831,994
691,123,970,362,148,413,284,1400,831,921
690,124,994,266,149,417,287,1345,831,896
697,124,981,253,149,382,287,1345,841,881
697,124,1003,283,149,363,282,1345,978,738
697,123,998,266,143,363,269,1345,978,725
697,117,998,266,142,378,279,1342,978,740
692,122,979,263,142,383,274,1342,978,570
692,113,974,269,142,430,261,1342,981,488
666,121,934,298,142,527,246,1239,989,491
663,124,878,298,142,445,211,1192,989,399
489,297,888,360,142,522,211,1109,1046,456
482,304,884,366,142,450,211,1057,1266,543
478,308,1047,383,152,450,206,949,1269,546
478,308,952,426,152,391,181,719,1261,546
433,353,1012,526,152,367,456,719,1219,549
423,378,969,526,136,360,475,734,1219,554
339,534,967,582,147,361,720,734,1160,669
345,569,890,594,161,455,753,772,1160,686
205,723,840,599,155,584,753,772,1150,764
205,723,823,620,113,617,753,772,1170,814
205,723,854,638,104,617,748,772,1200,1102
239,724,806,626,107,638,748,772,1182,1130
240,719,834,601,107,640,748,772,1172,1133
240,719,834,614,107,650,748,769,1032,1136
224,733,859,615,97,662,748,546,984,1154
236,733,859,613,73,671,748,259,951,1209
234,735,918,644,73,671,708,141,931,1206
218,751,910,743,104,671,708,116,946,1201
218,751,835,734,104,687,588,83,947,1201
218,751,792,683,104,687,588,113,923,1201
229,751,792,763,167,687,623,118,945,1133
229,691,734,785,212,681,628,118,1063,1133
229,690,711,787,225,676,625,118,1128,1080
222,697,711,788,225,676,638,118,1118,1055
222,697,689,786,225,676,638,118,966,1055
222,697,689,921,227,676,638,118,966,1058
222,697,731,931,227,661,628,118,999,1043
228,692,731,996,283,656,628,143,1037,1033
240,692,731,992,350,559,628,151,1347,1013
240,666,731,983,355,456,628,141,1509,1000
240,663,731,983,366,463,628,151,1564,957
240,489,724,921,366,437,628,231,1504,837
240,482,700,914,366,437,628,261,1261,758
240,478,609,897,356,465,630,264,1269,802
240,478,683,854,358,491,658,317,1269,802
240,433,679,754,358,504,392,317,1302,799
225,423,719,754,358,502,373,295,1302,909
153,339,716,698,347,501,128,345,1394,794
112,345,716,686,317,407,148,327,1559,774
106,205,716,681,310,296,158,330,1559,696
110,205,716,723,310,263,158,330,1542,646
110,205,745,682,310,271,158,330,1572,358
73,239,772,679,301,250,158,330,1755,325
72,240,711,693,301,268,158,340,1755,297
80,240,687,680,301,282,158,335,1755,294
61,224,708,679,301,284,158,335,1755,276
49,236,726,679,315,275,428,335,1755,226
53,234,667,600,319,330,471,335,1755,244
160,218,666,499,288,330,471,335,1655,329
183,218,666,460,288,296,471,335,1462,386
183,218,666,523,288,296,476,305,1424,386
172,229,666,453,225,296,441,300,1402,386
177,229,666,482,197,296,436,300,1284,386
207,229,665,477,276,296,436,300,1219,386
207,222,665,534,298,296,423,305,1219,404
207,222,665,506,323,315,423,365,1334,514
207,222,665,371,321,317,423,435,1399,674
207,222,623,361,335,561,423,435,1471,749
201,228,623,297,601,561,423,415,1488,749
189,240,623,297,910,560,423,407,1175,731
189,240,623,329,921,552,433,407,1008,711
190,240,623,329,917,541,463,397,953,711
212,240,653,329,917,471,471,317,953,744
329,240,757,329,917,471,474,287,953,826
430,240,806,362,957,443,469,284,930,810
495,240,621,369,955,417,441,231,930,905
495,240,520,464,1044,404,432,231,897,905
498,225,474,577,1046,404,432,231,897,790
528,153,473,583,1046,404,432,181,787,790
531,112,473,698,1041,404,379,161,589,820
523,106,473,718,1041,386,369,158,589,820
568,110,509,655,1041,404,369,158,586,820
641,110,449,672,1130,557,369,158,526,1180
713,73,421,674,1193,557,369,158,343,1338
713,72,438,660,1256,537,369,148,343,1591
705,80,470,660,1256,590,369,148,343,1629
705,61,448,660,1294,576,369,148,348,1697
705,49,449,660,1280,591,99,148,348,1897
840,53,472,660,1276,540,56,148,348,2016
749,160,512,794,1365,542,56,313,348,1934
726,183,552,825,1391,561,56,458,491,1880
726,183,599,926,1391,592,51,506,496,1888
726,172,610,938,1391,677,51,521,542,1888
721,177,610,898,1374,684,142,551,590,1891
691,207,645,900,1281,684,208,721,642,1891
691,207,645,840,1259,697,228,789,667,1873
691,207,645,840,1234,712,245,766,567,1763
691,207,646,859,1293,724,321,696,535,1600
691,207,646,864,1282,480,321,696,430,1568
691,201,658,863,986,521,321,691,375,1593
691,189,689,857,620,521,336,691,375,1593
691,189,689,805,638,521,341,691,372,1593
690,190,705,805,646,521,315,691,372,1593
668,212,649,805,662,521,307,691,372,1560
551,329,577,805,669,521,359,691,372,1470
450,430,508,772,629,521,366,721,372,1439
385,495,506,765,629,521,376,749,372,1344
480,495,506,670,540,556,485,764,372,1344
484,498,533,557,677,580,486,769,372,1344
464,528,533,551,677,580,538,799,757,1344
461,531,533,436,677,832,538,817,812,1314
466,523,533,416,677,1213,565,817,812,1314
417,568,497,416,677,1290,569,817,812,1314
344,641,497,391,588,1129,587,817,817,954
272,713,487,388,532,1129,634,867,892,881
273,713,470,388,469,1129,634,867,892,633
286,705,438,388,469,1052,634,1070,937,643
295,705,408,388,431,1052,634,1308,945,640
316,705,389,388,431,1048,634,1371,1000,572
251,840,400,388,431,1072,634,1371,1028,520
250,749,384,254,342,1070,634,1324,1028,532
295,726,359,223,316,1091,634,1179,1058,534
366,726,312,59,320,1182,634,1386,1096,661
383,726,301,37,320,1191,638,1386,1050,661
395,721,301,65,320,1184,547,1447,1002,670
395,691,266,96,320,1184,481,1277,1138,670
419,691,266,97,320,1171,461,1249,1150,673
426,691,266,97,381,1258,444,1217,1135,673
426,691,272,78,322,1268,368,1217,1102,673
426,691,273,73,374,1378,368,1217,1102,630
426,691,261,73,351,1337,479,1217,1102,700
426,691,230,75,541,1339,483,1217,1102,833
426,691,268,75,512,1339,468,1217,1102,873
426,690,252,75,510,1344,464,1217,1102,908
426,668,252,75,494,1348,464,1217,1102,1026
426,551,217,75,488,1349,428,1217,1102,1026
426,450,158,77,640,1349,421,1187,1102,1026
426,385,158,77,682,1349,411,1159,1102,1026
331,480,158,77,707,1344,302,1144,1102,1026
324,484,209,77,568,1320,301,1131,1245,1026
363,464,209,77,568,1320,249,1101,967,1076
364,461,209,132,568,1129,251,1083,912,1206
359,466,209,132,608,748,372,1083,912,1206
359,417,293,132,626,653,449,1083,912,1231
359,344,350,132,763,653,432,1083,907,1234
359,272,358,142,900,653,385,1033,832,1149
364,273,358,142,900,653,385,1206,832,1144
351,286,358,185,1112,653,612,1003,817,1096
342,295,358,276,1139,663,612,765,804,1031
321,316,358,352,1139,807,612,702,794,909
247,251,324,352,1139,779,612,702,769,867
232,250,300,352,1139,779,612,584,769,842
187,295,285,352,1139,739,612,584,596,837
116,366,285,352,1135,617,612,329,553,702
131,383,285,352,1135,523,608,314,633,702
129,395,382,406,1135,523,616,223,696,690
129,395,443,395,1135,523,728,223,670,710
105,419,443,394,1190,525,728,178,633,707
220,426,443,508,1140,464,728,173,658,707
258,426,436,569,1140,667,728,173,666,707
363,426,436,632,1086,573,728,173,676,707
438,426,436,632,1083,638,617,176,676,612
438,426,436,630,955,792,598,336,676,479
438,426,398,630,1028,792,598,336,676,439
438,426,398,630,1015,787,598,548,866,404
438,426,386,647,1015,783,598,573,868,286
438,426,386,647,1014,789,579,623,868,286
438,426,386,852,862,849,579,623,868,336
559,426,386,853,820,879,579,651,868,339
606,331,386,853,795,849,579,673,868,359
607,324,391,853,795,863,596,673,725,359
568,363,472,864,796,903,596,673,618,309
622,364,539,809,796,846,594,673,618,322
622,359,539,830,756,846,446,681,688,359
660,359,455,832,738,846,365,681,698,367
763,359,440,833,601,846,364,704,716,409
804,359,439,829,457,846,364,704,716,411
846,364,474,829,457,916,364,531,716,426
900,351,474,786,245,921,137,574,686,426
902,342,474,695,218,1049,137,1216,686,426
902,321,474,619,218,952,141,1219,649,469
902,247,475,619,218,1108,141,1219,646,463
902,232,581,619,242,1121,141,1219,646,768
902,187,581,619,242,1159,141,1224,646,771
902,116,656,630,245,1159,141,1224,646,828
870,131,656,709,245,1159,141,1229,566,828
860,129,620,689,269,1161,133,1309,503,828
860,129,740,793,376,1161,21,1329,341,808
860,105,742,825,330,1159,21,1329,341,808
738,220,780,877,418,1099,21,1339,316,808
700,258,814,816,535,887,47,1339,308,808
678,363,820,832,546,871,47,1339,298,853
614,438,863,832,787,806,47,1336,343,856
624,438,863,953,801,695,47,1176,373,964
