Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8
561,367,893,1412,792,539,1578,324,209,77
564,351,909,1562,792,552,1496,363,209,77
569,339,909,1588,792,552,1283,364,209,132
571,333,909,1596,792,552,1189,359,209,132
571,322,909,1758,792,544,1099,359,293,132
571,311,885,1816,674,544,959,359,350,132
571,311,851,1837,580,526,863,359,358,142
547,330,851,1971,579,587,863,364,358,142
557,330,851,1971,554,587,848,351,358,185
598,330,849,1971,494,549,866,342,358,276
605,340,849,1934,494,560,866,321,358,352
600,408,853,1703,494,603,870,247,324,352
555,492,902,1703,510,604,801,232,300,352
593,474,930,1461,523,605,546,187,285,352
577,415,947,1434,561,605,543,116,285,352
594,406,856,1425,354,605,538,131,285,352
594,270,1001,1209,323,545,529,129,382,406
596,270,1002,1205,332,544,529,129,443,395
622,274,1003,949,392,531,529,105,443,394
466,465,993,910,400,498,529,220,443,508
469,449,992,898,400,481,529,258,436,569
467,436,946,890,190,461,524,363,436,632
373,524,666,781,190,365,524,438,436,632
359,538,549,745,265,364,419,438,436,630
356,541,540,707,254,342,419,438,398,630
356,539,589,694,326,255,419,438,398,630
334,561,551,694,326,151,292,438,386,647
334,561,525,807,384,150,288,438,386,647
363,561,458,967,384,150,237,438,386,852
371,561,455,1123,384,150,206,559,386,853
424,561,455,1123,373,228,206,606,386,853
427,561,455,1123,373,258,206,607,391,853
464,564,439,973,373,246,207,568,472,864
542,569,439,941,373,326,190,622,539,809
544,571,439,924,406,326,178,622,539,830
663,571,439,820,730,326,236,660,455,832
956,571,439,774,731,326,263,763,440,833
967,571,439,754,731,326,401,804,439,829
1206,547,439,620,731,263,416,846,474,829
1196,557,454,620,731,263,473,900,474,786
1155,598,469,620,731,263,416,902,474,695
1138,605,469,678,731,236,656,902,474,619
1075,600,465,793,731,376,584,902,475,619
1055,555,527,794,715,486,583,902,581,619
1043,593,569,799,702,491,583,902,581,619
1043,577,535,799,664,534,583,902,656,630
1024,594,647,987,660,534,583,870,656,709
1024,594,519,982,645,598,586,860,620,689
1022,596,545,953,635,603,586,860,740,793
989,622,574,953,575,626,586,860,742,825
1126,466,568,953,567,654,586,738,780,877
1123,469,575,953,567,655,586,700,814,816
1123,467,577,963,567,1015,651,678,820,832
1123,373,709,963,567,1042,679,614,863,832
1123,359,711,963,492,1138,679,624,863,953
1123,356,794,966,567,1149,679,624,865,964
1123,356,782,1150,495,1164,679,624,953,968
1123,334,778,1162,546,1164,678,624,955,965
1123,334,745,1050,488,1164,657,624,956,1015
1094,363,1020,917,489,1164,657,624,956,900
1086,371,1022,800,532,1164,657,569,956,950
1033,424,1024,800,579,1086,657,526,956,951
1144,427,1024,802,621,1056,657,525,873,951
1112,464,1024,802,647,1055,656,521,792,940
1029,542,1024,805,648,975,656,466,801,1086
1060,544,1024,805,630,975,656,466,802,1067
1025,663,1123,723,368,991,598,428,803,1065
742,956,1123,713,380,1045,570,484,892,1064
731,967,1123,910,411,1107,432,443,885,1058
492,1206,1158,912,554,1109,417,395,850,1058
492,1196,1143,1092,688,1140,347,341,850,1058
492,1155,1203,1102,705,1140,346,801,902,1058
492,1138,1372,1062,813,1200,96,801,903,1058
493,1075,1419,947,838,1041,96,801,1132,1071
474,1055,1309,946,898,930,96,823,1042,1078
502,1043,1241,993,899,924,96,838,1079,1078
515,1043,1272,993,899,968,96,838,1006,1067
515,1024,1114,805,899,968,276,838,1008,988
515,1024,1096,979,933,918,355,838,947,915
515,1022,1069,1110,946,913,372,838,766,789
514,989,1039,1216,948,958,443,838,764,757
319,1126,1034,1221,952,976,558,838,726,591
337,1123,1027,1221,952,981,646,838,692,591
340,1123,1025,1211,952,621,601,755,685,512
340,1123,901,1211,952,665,597,744,642,512
370,1123,904,1259,952,573,684,743,642,391
496,1123,821,1263,873,562,689,763,640,380
550,1123,784,1079,873,578,689,807,552,376
581,1123,819,1160,822,594,689,810,569,362
581,1123,819,1174,822,594,689,834,568,312
596,1094,541,1147,834,594,689,926,568,220
703,1086,553,1108,791,595,689,884,568,169
950,1033,552,1108,829,651,689,880,568,239
871,1144,598,1137,796,873,689,880,568,333
905,1112,616,1137,936,1187,689,874,568,416
1257,1029,616,1147,944,1353,689,874,494,310
1400,1060,616,1147,929,1417,689,876,493,320
1421,1025,529,1133,867,1445,689,884,500,377
1411,742,530,1138,854,1765,689,744,414,387
1412,731,530,941,823,1795,689,816,457,452
1413,492,495,1098,748,1853,689,816,457,580
1416,492,519,952,618,2031,689,831,457,637
1465,492,444,1081,613,2130,689,398,469,637
1651,492,275,1073,720,2088,689,402,468,637
1702,493,228,1128,696,2086,689,403,296,624
1720,474,227,1134,636,2089,718,502,280,617
1666,502,225,1205,663,2089,822,569,243,617
1716,515,247,1292,667,2008,1028,637,241,622
1739,515,356,1391,667,2008,849,671,239,681
1857,515,502,1271,636,2038,779,706,251,681
1886,515,505,1161,657,2069,899,706,251,716
2073,514,505,1055,677,2017,844,713,251,790
2089,319,504,1050,691,1971,750,967,251,790
2072,337,527,1195,691,1965,735,1073,251,790
2111,340,527,1247,691,1966,717,1124,251,803
2138,340,520,1252,693,1940,693,1124,266,815
2154,370,515,1231,693,1956,611,1115,336,885
2127,496,515,1226,698,1986,615,1095,369,889
2080,550,515,1235,700,1955,615,1051,404,892
2049,581,480,1142,700,1939,615,1176,385,931
2049,581,480,1159,705,1940,630,1176,398,958
2034,596,479,1172,696,1940,673,1194,411,963
1984,703,465,1242,696,1939,675,1170,411,963
1742,950,535,1354,614,1883,675,1170,411,1002
1731,871,494,1467,614,1661,675,1180,411,908
1697,905,512,1467,470,1347,675,1188,411,825
1406,1257,551,1550,469,1181,675,1291,409,785
1228,1400,611,1616,469,1182,675,1291,411,788
1123,1421,631,1650,481,1139,694,1283,425,731
1132,1411,631,1643,481,765,743,1264,380,721
1141,1412,713,1642,481,683,847,1259,337,656
1144,1413,796,1483,413,624,877,1266,337,528
1209,1416,788,1503,415,415,878,1254,337,471
1188,1465,801,1409,414,316,977,1246,295,471
1005,1651,812,1355,221,296,982,1303,296,492
953,1702,856,1303,226,274,982,1349,238,553
935,1720,898,1297,226,293,953,1252,238,587
935,1666,898,1228,200,293,849,1170,238,631
872,1716,844,1244,246,291,645,1102,247,651
849,1739,715,1164,259,291,644,1068,247,622
731,1857,562,1110,312,281,641,1033,235,681
702,1886,559,1242,291,255,571,1033,235,648
515,2073,559,1276,420,279,686,1026,235,576
504,2089,559,1290,695,330,714,772,235,576
504,2072,536,1181,816,343,642,719,235,603
469,2111,536,1251,847,355,644,668,235,609
479,2138,535,1263,850,311,644,668,220,597
437,2154,535,1249,850,295,639,668,150,530
338,2127,535,1247,864,265,753,723,117,526
331,2080,535,1271,980,290,806,729,86,529
331,2049,537,1272,1141,382,833,613,86,491
387,2049,537,1240,1136,384,915,657,191,471
412,2034,552,1227,1132,384,990,549,249,466
511,1984,564,1157,1132,385,988,561,331,466
509,1742,493,1046,1139,385,990,665,530,356
524,1731,496,903,1158,390,1051,655,561,356
530,1697,547,962,1317,393,1148,647,561,357
572,1406,508,918,1478,482,1192,544,561,366
619,1228,496,884,1559,516,1200,542,559,546
624,1123,609,854,1617,523,1182,542,537,618
758,1132,763,869,1620,523,1162,548,537,710
841,1141,681,869,1625,513,1058,517,542,753
875,1144,598,870,1632,512,1041,512,547,801
1048,1209,582,946,1633,512,1049,509,547,809
1354,1188,569,939,1622,543,1091,488,525,820
1398,1005,558,948,1600,590,1168,457,524,800
1532,953,514,1147,1671,633,1240,410,524,739
1532,935,472,1391,1671,611,1339,403,524,705
1532,935,472,1343,1691,611,1360,403,525,665
1532,872,472,1240,1641,628,1391,403,522,640
1532,849,472,1221,1668,665,1391,403,522,657
1532,731,472,1222,1615,680,1382,403,531,614
1532,702,472,1104,1602,675,1315,403,549,682
1532,515,472,1070,1451,635,1184,403,549,711
1527,504,472,1056,1158,589,1135,403,550,747
1528,504,472,1020,1037,582,1141,350,550,720
1521,469,472,898,1006,588,1142,350,550,711
1493,479,507,881,1001,592,1169,350,550,712
1489,437,517,868,1001,590,1242,350,550,709
1489,338,517,871,982,607,1123,295,550,709
1489,331,517,851,865,582,1160,315,546,808
1517,331,563,863,705,490,1229,389,546,807
1506,387,586,868,705,487,1139,321,428,823
1500,412,573,954,719,487,1021,319,357,853
1372,511,572,1036,727,486,1021,346,275,1387
1371,509,650,1124,719,486,1019,244,78,1509
1332,524,701,1188,691,486,962,248,52,1525
1318,530,650,1172,510,530,867,248,52,1816
1241,572,767,1200,341,526,823,250,73,1921
1213,619,777,1205,260,473,815,253,73,1762
1279,624,642,1197,199,536,814,253,73,1930
1151,758,487,1182,284,536,785,247,73,2053
1058,841,487,1182,293,536,785,211,68,2024
1020,875,490,1181,286,536,772,209,63,1976
782,1048,491,1051,279,536,763,209,63,1983
550,1354,491,1036,295,505,622,209,123,2023
564,1398,491,1092,295,458,540,179,124,2022
437,1532,495,999,219,438,468,185,124,2035
438,1532,541,839,219,468,369,228,124,2035
438,1532,546,907,220,519,348,228,123,2036
443,1532,592,956,248,549,320,228,117,2036
445,1532,607,985,301,514,320,228,122,2008
445,1532,870,987,302,466,320,228,113,1997
445,1532,925,952,389,466,320,246,121,1967
445,1532,980,952,389,467,320,259,124,1992
445,1527,1012,1144,411,462,320,380,297,1991
443,1528,1212,1147,433,456,313,538,304,2022
443,1521,1216,1147,443,437,308,627,308,2019
434,1493,1181,1147,511,434,281,636,308,2226
434,1489,1171,1157,582,439,208,636,353,2271
434,1489,1171,1154,584,426,204,643,378,2320
434,1489,1211,1141,700,457,114,790,534,2221
406,1517,1275,1128,710,511,18,709,569,2298
361,1506,1382,1123,710,581,11,717,723,2325
342,1500,1380,1051,696,640,20,731,723,2312
314,1372,1419,980,688,720,44,692,723,1778
312,1371,1435,924,686,733,44,703,724,1715
312,1332,1402,859,726,743,40,847,719,1732
312,1318,1469,817,754,696,38,1129,719,1464
286,1241,1491,744,754,611,38,1244,733,1356
267,1213,1457,707,754,565,38,1244,733,1320
198,1279,1448,729,844,494,59,1244,735,1080
324,1151,1448,769,807,546,60,1245,751,874
366,1058,1448,769,794,604,61,1245,751,935
367,1020,1445,820,934,683,80,1299,751,978
364,782,1444,897,937,744,281,1321,751,963
262,550,1444,874,921,761,322,1334,691,970
329,564,1469,823,921,761,364,1334,690,994
322,437,1479,753,920,745,496,1328,697,981
321,438,1433,727,938,744,625,1268,697,1003
321,438,1428,670,916,707,625,1268,697,998
316,443,1382,668,890,694,620,1268,697,998
317,445,1367,708,797,692,625,1268,692,979
317,445,1105,758,793,691,626,1268,692,974
317,445,1050,780,706,691,628,1250,666,934
317,445,1091,851,728,690,629,1253,663,878
317,445,1059,717,706,690,631,1133,489,888
317,443,859,723,684,690,631,975,482,884
317,443,855,794,675,690,631,886,478,1047
317,434,1089,819,610,710,631,882,478,952
317,434,1246,815,539,710,631,925,433,1012
317,434,1349,923,537,708,632,926,423,969
317,434,1368,1135,420,705,635,753,339,967
317,406,1260,1167,409,692,635,748,345,890
317,361,1130,1219,410,648,655,759,205,840
317,342,1130,1280,485,589,646,745,205,823
402,314,1080,1305,563,525,622,757,205,854
438,312,986,1272,572,539,627,744,239,806
438,312,960,1285,555,543,629,596,240,834
440,312,857,1404,527,636,629,347,240,834
440,286,718,1400,655,636,629,232,224,859
471,267,694,1400,719,636,629,229,236,859
469,198,693,1378,645,636,608,229,234,918
422,324,693,1338,598,584,607,228,218,910
409,366,693,1355,597,533,650,228,218,835
409,367,693,1322,493,473,895,177,218,792
409,364,693,1341,503,413,809,158,229,792
410,262,693,1375,525,396,800,155,229,734
282,329,668,1426,525,402,892,174,229,711
282,322,654,1424,525,462,856,174,222,711
282,321,654,1374,507,433,729,174,222,689
282,321,654,1441,506,419,782,174,222,689
285,316,654,1452,504,381,813,174,222,731
282,317,654,1384,565,395,813,174,228,731
282,317,653,1331,595,511,815,174,240,731
282,317,653,1309,651,555,813,174,240,731
282,317,585,1336,673,774,815,159,240,731
282,317,646,1330,710,787,926,158,240,724
282,317,706,1334,780,787,927,158,240,700
282,317,708,1263,781,787,975,158,240,609
282,317,530,1263,778,767,1042,153,240,683
282,317,433,1267,781,762,1042,110,240,679
282,317,330,1161,781,784,1119,102,225,719
283,317,271,952,782,789,1123,102,153,716
284,317,267,920,782,773,1123,102,112,716
284,317,267,868,860,773,1103,83,106,716
284,317,267,1064,785,773,1105,83,110,716
202,402,267,1087,707,757,1114,98,110,745
287,438,295,1117,698,731,1245,195,73,772
299,438,328,1123,675,712,1385,242,72,711
326,440,393,1057,675,619,1423,220,80,687
370,440,405,1209,561,619,1423,229,61,708
518,471,430,1209,497,619,1423,229,49,726
525,469,465,1209,472,685,1450,229,53,667
432,422,466,1288,468,685,1519,229,160,666
403,409,498,1271,518,678,1475,229,183,666
402,409,750,1253,482,661,1211,227,183,666
402,409,809,1157,506,663,1097,427,172,666
401,410,818,1123,542,668,1069,517,177,666
401,282,818,1058,546,693,937,516,207,665
405,282,818,1021,551,626,841,517,207,665
413,282,818,1013,551,626,839,587,207,665
413,282,818,929,551,675,786,617,207,665
410,285,820,871,554,681,755,638,207,623
452,282,820,870,579,673,750,653,201,623
464,282,833,870,550,595,747,653,189,623
500,282,869,881,494,551,747,653,189,623
500,282,841,787,450,332,744,678,190,623
506,282,780,779,438,319,631,710,212,653
574,282,720,769,389,327,630,710,329,757
821,282,827,785,409,368,582,849,430,806
1091,282,771,760,473,369,515,851,495,621
1091,282,711,750,470,367,515,927,495,520
1121,282,711,748,591,343,437,1054,498,474
1158,283,727,745,594,311,430,1054,528,473
1157,284,739,745,594,286,430,1054,531,473
1247,284,745,745,523,260,430,1054,523,473
1247,284,756,474,557,260,448,1054,568,509
1244,202,767,415,590,260,454,1027,641,449
1123,287,739,385,591,259,369,930,713,421
1111,299,711,366,607,293,460,883,713,438
1179,326,646,312,624,293,430,872,705,470
1135,370,634,157,756,316,431,861,705,448
956,518,609,157,756,316,553,861,705,449
949,525,574,159,756,250,526,861,840,472
984,432,573,90,756,285,513,861,749,512
1005,403,559,117,769,396,513,861,726,552
1022,402,382,117,809,443,513,860,726,599
1046,402,334,117,997,487,512,657,726,610
1046,401,461,117,940,488,512,557,721,610
1046,401,461,208,936,517,620,731,691,645
1131,405,465,222,931,540,620,866,691,645
1123,413,488,222,938,540,628,796,691,645
1161,413,504,356,947,491,628,766,691,646
1161,410,517,364,944,485,644,885,691,646
1120,452,523,364,858,492,676,870,691,658
1108,464,510,364,857,822,680,1077,691,689
1240,500,474,353,857,822,732,1116,691,689
1240,500,476,666,857,822,756,1090,690,705
1234,506,476,678,832,822,771,1092,668,649
1230,574,476,748,811,814,775,1310,551,577
983,821,367,733,789,773,776,1171,450,508
713,1091,367,733,725,770,776,1178,385,506
713,1091,367,733,725,779,776,1144,480,506
683,1121,367,733,607,813,776,1098,484,533
645,1158,351,733,603,812,776,1180,464,533
645,1157,339,733,609,812,776,1410,461,533
555,1247,333,733,610,812,776,1516,466,533
555,1247,322,733,618,812,764,1606,417,497
555,1244,311,757,585,930,749,1747,344,497
555,1123,311,791,584,1024,716,1843,272,487
555,1111,330,791,568,991,485,1843,273,470
458,1179,330,791,551,1016,477,1871,286,438
484,1135,330,793,405,1053,514,1911,295,408
523,956,340,793,486,1053,410,1921,316,389
549,949,408,791,717,1053,410,1989,251,400
537,984,492,781,717,1018,354,2059,250,384
611,1005,474,754,896,907,354,2314,295,359
594,1022,415,772,883,858,354,2317,366,312
570,1046,406,929,667,1022,354,2322,383,301
570,1046,270,937,887,1062,410,2331,395,301
570,1046,270,846,920,1003,301,2139,395,266
481,1131,274,832,1176,980,314,2003,419,266
481,1123,465,854,1208,980,339,2003,426,266
443,1161,449,721,1211,980,356,2003,426,272
443,1161,436,759,1219,1190,360,1868,426,273
442,1120,524,1039,1328,1177,424,1868,426,261
442,1108,538,1156,1364,809,421,1766,426,230
274,1240,541,1165,1402,824,391,1727,426,268
281,1240,539,848,1415,824,454,1727,426,252
281,1234,561,834,1415,824,543,1821,426,252
217,1230,561,820,1415,824,540,1628,426,217
217,983,561,890,1415,824,539,1679,426,158
232,713,561,893,1415,824,539,1701,426,158
392,713,561,893,1415,826,539,1659,331,158
392,683,561,893,1412,792,539,1578,324,209
392,645,564,909,1562,792,552,1496,363,209
396,645,569,909,1588,792,552,1283,364,209
398,555,571,909,1596,792,552,1189,359,209
471,555,571,909,1758,792,544,1099,359,293
493,555,571,885,1816,674,544,959,359,350
493,555,571,851,1837,580,526,863,359,358
493,555,547,851,1971,579,587,863,364,358
532,458,557,851,1971,554,587,848,351,358
506,484,598,849,1971,494,549,866,342,358
467,523,605,849,1934,494,560,866,321,358
441,549,600,853,1703,494,603,870,247,324
417,537,555,902,1703,510,604,801,232,300
322,611,593,930,1461,523,605,546,187,285
322,594,577,947,1434,561,605,543,116,285
322,570,594,856,1425,354,605,538,131,285
322,570,594,1001,1209,323,545,529,129,382
322,570,596,1002,1205,332,544,529,129,443
322,481,622,1003,949,392,531,529,105,443
322,481,466,993,910,400,498,529,220,443
322,443,469,992,898,400,481,529,258,436
322,443,467,946,890,190,461,524,363,436
322,442,373,666,781,190,365,524,438,436
322,442,359,549,745,265,364,419,438,436
322,274,356,540,707,254,342,419,438,398
315,281,356,589,694,326,255,419,438,398
494,281,334,551,694,326,151,292,438,386
623,217,334,525,807,384,150,288,438,386
623,217,363,458,967,384,150,237,438,386
608,232,371,455,1123,384,150,206,559,386
448,392,424,455,1123,373,228,206,606,386
448,392,427,455,1123,373,258,206,607,391
448,392,464,439,973,373,246,207,568,472
444,396,542,439,941,373,326,190,622,539
442,398,544,439,924,406,326,178,622,539
369,471,663,439,820,730,326,236,660,455
347,493,956,439,774,731,326,263,763,440
356,493,967,439,754,731,326,401,804,439
506,493,1206,439,620,731,263,416,846,474
473,532,1196,454,620,731,263,473,900,474
473,506,1155,469,620,731,263,416,902,474
473,467,1138,469,678,731,236,656,902,474
473,441,1075,465,793,731,376,584,902,475
473,417,1055,527,794,715,486,583,902,581
473,322,1043,569,799,702,491,583,902,581
473,322,1043,535,799,664,534,583,902,656
482,322,1024,647,987,660,534,583,870,656
629,322,1024,519,982,645,598,586,860,620
629,322,1022,545,953,635,603,586,860,740
629,322,989,574,953,575,626,586,860,742
658,322,1126,568,953,567,654,586,738,780
658,322,1123,575,953,567,655,586,700,814
658,322,1123,577,963,567,1015,651,678,820
658,322,1123,709,963,567,1042,679,614,863
658,322,1123,711,963,492,1138,679,624,863
658,322,1123,794,966,567,1149,679,624,865
658,315,1123,782,1150,495,1164,679,624,953
479,494,1123,778,1162,546,1164,678,624,955
350,623,1123,745,1050,488,1164,657,624,956
350,623,1094,1020,917,489,1164,657,624,956
350,608,1086,1022,800,532,1164,657,569,956
