Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3
668,1124,755,235,609,916
668,1124,744,220,597,887
668,1115,743,150,530,926
723,1095,763,117,526,989
729,1051,807,86,529,995
613,1176,810,86,491,1215
657,1176,834,191,471,1646
549,1194,926,249,466,1738
561,1170,884,331,466,1845
665,1170,880,530,356,1900
655,1180,880,561,356,1975
647,1188,874,561,357,1975
544,1291,874,561,366,1988
542,1291,876,559,546,1993
542,1283,884,537,618,2009
548,1264,744,537,710,2080
517,1259,816,542,753,2144
512,1266,816,547,801,2322
509,1254,831,547,809,2307
488,1246,398,525,820,2337
457,1303,402,524,800,2432
410,1349,403,524,739,2431
403,1252,502,524,705,2560
403,1170,569,525,665,2721
403,1102,637,522,640,2685
403,1068,671,522,657,2553
403,1033,706,531,614,2494
403,1033,706,549,682,2301
403,1026,713,549,711,2250
403,772,967,550,747,2230
350,719,1073,550,720,2134
350,668,1124,550,711,2158
350,668,1124,550,712,2120
350,668,1115,550,709,2038
295,723,1095,550,709,1975
315,729,1051,546,808,1969
389,613,1176,546,807,1773
321,657,1176,428,823,1348
319,549,1194,357,853,1256
346,561,1170,275,1387,1152
244,665,1170,78,1509,1126
248,655,1180,52,1525,1057
248,647,1188,52,1816,1107
250,544,1291,73,1921,1153
253,542,1291,73,1762,1253
253,542,1283,73,1930,1253
247,548,1264,73,2053,1185
211,517,1259,68,2024,1129
209,512,1266,63,1976,951
209,509,1254,63,1983,958
209,488,1246,123,2023,994
179,457,1303,124,2022,994
185,410,1349,124,2035,968
228,403,1252,124,2035,839
228,403,1170,123,2036,695
228,403,1102,117,2036,674
228,403,1068,122,2008,677
228,403,1033,113,1997,681
246,403,1033,121,1967,681
259,403,1026,124,1992,681
380,403,772,297,1991,626
538,350,719,304,2022,586
627,350,668,308,2019,531
636,350,668,308,2226,531
636,350,668,353,2271,531
643,295,723,378,2320,531
790,315,729,534,2221,531
709,389,613,569,2298,507
717,321,657,723,2325,501
731,319,549,723,2312,501
692,346,561,723,1778,528
703,244,665,724,1715,513
847,248,655,719,1732,532
1129,248,647,719,1464,482
1244,250,544,733,1356,423
1244,253,542,733,1320,320
1244,253,542,735,1080,351
1245,247,548,751,874,350
1245,211,517,751,935,390
1299,209,512,751,978,441
1321,209,509,751,963,434
1334,209,488,691,970,362
1334,179,457,690,994,266
1328,185,410,697,981,253
1268,228,403,697,1003,283
1268,228,403,697,998,266
1268,228,403,697,998,266
1268,228,403,692,979,263
1268,228,403,692,974,269
1250,246,403,666,934,298
1253,259,403,663,878,298
1133,380,403,489,888,360
975,538,350,482,884,366
886,627,350,478,1047,383
882,636,350,478,952,426
925,636,350,433,1012,526
926,643,295,423,969,526
753,790,315,339,967,582
748,709,389,345,890,594
759,717,321,205,840,599
745,731,319,205,823,620
757,692,346,205,854,638
744,703,244,239,806,626
596,847,248,240,834,601
347,1129,248,240,834,614
232,1244,250,224,859,615
229,1244,253,236,859,613
229,1244,253,234,918,644
228,1245,247,218,910,743
228,1245,211,218,835,734
177,1299,209,218,792,683
158,1321,209,229,792,763
155,1334,209,229,734,785
174,1334,179,229,711,787
174,1328,185,222,711,788
174,1268,228,222,689,786
174,1268,228,222,689,921
174,1268,228,222,731,931
174,1268,228,228,731,996
174,1268,228,240,731,992
174,1250,246,240,731,983
159,1253,259,240,731,983
158,1133,380,240,724,921
158,975,538,240,700,914
158,886,627,240,609,897
153,882,636,240,683,854
110,925,636,240,679,754
102,926,643,225,719,754
102,753,790,153,716,698
102,748,709,112,716,686
83,759,717,106,716,681
83,745,731,110,716,723
98,757,692,110,745,682
195,744,703,73,772,679
242,596,847,72,711,693
220,347,1129,80,687,680
229,232,1244,61,708,679
229,229,1244,49,726,679
229,229,1244,53,667,600
229,228,1245,160,666,499
229,228,1245,183,666,460
227,177,1299,183,666,523
427,158,1321,172,666,453
517,155,1334,177,666,482
516,174,1334,207,665,477
517,174,1328,207,665,534
587,174,1268,207,665,506
617,174,1268,207,665,371
638,174,1268,207,623,361
653,174,1268,201,623,297
653,174,1268,189,623,297
653,174,1250,189,623,329
678,159,1253,190,623,329
710,158,1133,212,653,329
710,158,975,329,757,329
849,158,886,430,806,362
851,153,882,495,621,369
927,110,925,495,520,464
1054,102,926,498,474,577
1054,102,753,528,473,583
1054,102,748,531,473,698
1054,83,759,523,473,718
1054,83,745,568,509,655
1027,98,757,641,449,672
930,195,744,713,421,674
883,242,596,713,438,660
872,220,347,705,470,660
861,229,232,705,448,660
861,229,229,705,449,660
861,229,229,840,472,660
861,229,228,749,512,794
861,229,228,726,552,825
860,227,177,726,599,926
657,427,158,726,610,938
557,517,155,721,610,898
731,516,174,691,645,900
866,517,174,691,645,840
796,587,174,691,645,840
766,617,174,691,646,859
885,638,174,691,646,864
870,653,174,691,658,863
1077,653,174,691,689,857
1116,653,174,691,689,805
1090,678,159,690,705,805
1092,710,158,668,649,805
1310,710,158,551,577,805
1171,849,158,450,508,772
1178,851,153,385,506,765
1144,927,110,480,506,670
1098,1054,102,484,533,557
1180,1054,102,464,533,551
1410,1054,102,461,533,436
1516,1054,83,466,533,416
1606,1054,83,417,497,416
1747,1027,98,344,497,391
1843,930,195,272,487,388
1843,883,242,273,470,388
1871,872,220,286,438,388
1911,861,229,295,408,388
1921,861,229,316,389,388
1989,861,229,251,400,388
2059,861,229,250,384,254
2314,861,229,295,359,223
2317,860,227,366,312,59
2322,657,427,383,301,37
2331,557,517,395,301,65
2139,731,516,395,266,96
2003,866,517,419,266,97
2003,796,587,426,266,97
2003,766,617,426,272,78
1868,885,638,426,273,73
1868,870,653,426,261,73
1766,1077,653,426,230,75
1727,1116,653,426,268,75
1727,1090,678,426,252,75
1821,1092,710,426,252,75
1628,1310,710,426,217,75
1679,1171,849,426,158,77
1701,1178,851,426,158,77
1659,1144,927,331,158,77
1578,1098,1054,324,209,77
1496,1180,1054,363,209,77
1283,1410,1054,364,209,132
1189,1516,1054,359,209,132
1099,1606,1054,359,293,132
959,1747,1027,359,350,132
863,1843,930,359,358,142
863,1843,883,364,358,142
848,1871,872,351,358,185
866,1911,861,342,358,276
866,1921,861,321,358,352
870,1989,861,247,324,352
801,2059,861,232,300,352
546,2314,861,187,285,352
543,2317,860,116,285,352
538,2322,657,131,285,352
529,2331,557,129,382,406
529,2139,731,129,443,395
529,2003,866,105,443,394
529,2003,796,220,443,508
529,2003,766,258,436,569
524,1868,885,363,436,632
524,1868,870,438,436,632
419,1766,1077,438,436,630
419,1727,1116,438,398,630
419,1727,1090,438,398,630
292,1821,1092,438,386,647
288,1628,1310,438,386,647
237,1679,1171,438,386,852
206,1701,1178,559,386,853
206,1659,1144,606,386,853
206,1578,1098,607,391,853
207,1496,1180,568,472,864
190,1283,1410,622,539,809
178,1189,1516,622,539,830
236,1099,1606,660,455,832
263,959,1747,763,440,833
401,863,1843,804,439,829
416,863,1843,846,474,829
473,848,1871,900,474,786
416,866,1911,902,474,695
656,866,1921,902,474,619
584,870,1989,902,475,619
583,801,2059,902,581,619
583,546,2314,902,581,619
583,543,2317,902,656,630
583,538,2322,870,656,709
586,529,2331,860,620,689
586,529,2139,860,740,793
586,529,2003,860,742,825
586,529,2003,738,780,877
586,529,2003,700,814,816
651,524,1868,678,820,832
679,524,1868,614,863,832
679,419,1766,624,863,953
679,419,1727,624,865,964
679,419,1727,624,953,968
678,292,1821,624,955,965
657,288,1628,624,956,1015
657,237,1679,624,956,900
657,206,1701,569,956,950
657,206,1659,526,956,951
657,206,1578,525,873,951
656,207,1496,521,792,940
656,190,1283,466,801,1086
656,178,1189,466,802,1067
598,236,1099,428,803,1065
570,263,959,484,892,1064
432,401,863,443,885,1058
417,416,863,395,850,1058
347,473,848,341,850,1058
346,416,866,801,902,1058
96,656,866,801,903,1058
96,584,870,801,1132,1071
96,583,801,823,1042,1078
96,583,546,838,1079,1078
96,583,543,838,1006,1067
276,583,538,838,1008,988
355,586,529,838,947,915
372,586,529,838,766,789
443,586,529,838,764,757
558,586,529,838,726,591
646,586,529,838,692,591
601,651,524,755,685,512
597,679,524,744,642,512
684,679,419,743,642,391
689,679,419,763,640,380
689,679,419,807,552,376
689,678,292,810,569,362
689,657,288,834,568,312
689,657,237,926,568,220
689,657,206,884,568,169
689,657,206,880,568,239
689,657,206,880,568,333
689,656,207,874,568,416
689,656,190,874,494,310
689,656,178,876,493,320
689,598,236,884,500,377
689,570,263,744,414,387
689,432,401,816,457,452
689,417,416,816,457,580
689,347,473,831,457,637
689,346,416,398,469,637
689,96,656,402,468,637
689,96,584,403,296,624
718,96,583,502,280,617
822,96,583,569,243,617
1028,96,583,637,241,622
849,276,583,671,239,681
779,355,586,706,251,681
899,372,586,706,251,716
844,443,586,713,251,790
750,558,586,967,251,790
735,646,586,1073,251,790
717,601,651,1124,251,803
693,597,679,1124,266,815
611,684,679,1115,336,885
615,689,679,1095,369,889
615,689,679,1051,404,892
615,689,678,1176,385,931
630,689,657,1176,398,958
673,689,657,1194,411,963
675,689,657,1170,411,963
675,689,657,1170,411,1002
675,689,657,1180,411,908
675,689,656,1188,411,825
675,689,656,1291,409,785
675,689,656,1291,411,788
694,689,598,1283,425,731
743,689,570,1264,380,721
847,689,432,1259,337,656
877,689,417,1266,337,528
878,689,347,1254,337,471
977,689,346,1246,295,471
982,689,96,1303,296,492
982,689,96,1349,238,553
953,718,96,1252,238,587
849,822,96,1170,238,631
645,1028,96,1102,247,651
644,849,276,1068,247,622
641,779,355,1033,235,681
571,899,372,1033,235,648
686,844,443,1026,235,576
714,750,558,772,235,576
642,735,646,719,235,603
644,717,601,668,235,609
644,693,597,668,220,597
639,611,684,668,150,530
753,615,689,723,117,526
806,615,689,729,86,529
833,615,689,613,86,491
915,630,689,657,191,471
990,673,689,549,249,466
988,675,689,561,331,466
990,675,689,665,530,356
1051,675,689,655,561,356
1148,675,689,647,561,357
1192,675,689,544,561,366
1200,675,689,542,559,546
1182,694,689,542,537,618
1162,743,689,548,537,710
1058,847,689,517,542,753
1041,877,689,512,547,801
1049,878,689,509,547,809
1091,977,689,488,525,820
1168,982,689,457,524,800
1240,982,689,410,524,739
1339,953,718,403,524,705
1360,849,822,403,525,665
1391,645,1028,403,522,640
1391,644,849,403,522,657
1382,641,779,403,531,614
1315,571,899,403,549,682
1184,686,844,403,549,711
1135,714,750,403,550,747
1141,642,735,350,550,720
1142,644,717,350,550,711
1169,644,693,350,550,712
1242,639,611,350,550,709
1123,753,615,295,550,709
1160,806,615,315,546,808
1229,833,615,389,546,807
1139,915,630,321,428,823
1021,990,673,319,357,853
1021,988,675,346,275,1387
1019,990,675,244,78,1509
962,1051,675,248,52,1525
867,1148,675,248,52,1816
823,1192,675,250,73,1921
815,1200,675,253,73,1762
814,1182,694,253,73,1930
785,1162,743,247,73,2053
785,1058,847,211,68,2024
772,1041,877,209,63,1976
763,1049,878,209,63,1983
622,1091,977,209,123,2023
540,1168,982,179,124,2022
468,1240,982,185,124,2035
369,1339,953,228,124,2035
348,1360,849,228,123,2036
320,1391,645,228,117,2036
320,1391,644,228,122,2008
320,1382,641,228,113,1997
320,1315,571,246,121,1967
320,1184,686,259,124,1992
320,1135,714,380,297,1991
313,1141,642,538,304,2022
308,1142,644,627,308,2019
281,1169,644,636,308,2226
208,1242,639,636,353,2271
204,1123,753,643,378,2320
114,1160,806,790,534,2221
18,1229,833,709,569,2298
11,1139,915,717,723,2325
20,1021,990,731,723,2312
44,1021,988,692,723,1778
44,1019,990,703,724,1715
40,962,1051,847,719,1732
38,867,1148,1129,719,1464
38,823,1192,1244,733,1356
38,815,1200,1244,733,1320
59,814,1182,1244,735,1080
60,785,1162,1245,751,874
61,785,1058,1245,751,935
80,772,1041,1299,751,978
281,763,1049,1321,751,963
322,622,1091,1334,691,970
364,540,1168,1334,690,994
496,468,1240,1328,697,981
625,369,1339,1268,697,1003
625,348,1360,1268,697,998
620,320,1391,1268,697,998
625,320,1391,1268,692,979
626,320,1382,1268,692,974
628,320,1315,1250,666,934
629,320,1184,1253,663,878
631,320,1135,1133,489,888
631,313,1141,975,482,884
631,308,1142,886,478,1047
631,281,1169,882,478,952
631,208,1242,925,433,1012
632,204,1123,926,423,969
635,114,1160,753,339,967
635,18,1229,748,345,890
655,11,1139,759,205,840
646,20,1021,745,205,823
622,44,1021,757,205,854
627,44,1019,744,239,806
629,40,962,596,240,834
629,38,867,347,240,834
629,38,823,232,224,859
629,38,815,229,236,859
608,59,814,229,234,918
607,60,785,228,218,910
650,61,785,228,218,835
895,80,772,177,218,792
809,281,763,158,229,792
800,322,622,155,229,734
892,364,540,174,229,711
856,496,468,174,222,711
729,625,369,174,222,689
782,625,348,174,222,689
813,620,320,174,222,731
813,625,320,174,228,731
815,626,320,174,240,731
813,628,320,174,240,731
815,629,320,159,240,731
926,631,320,158,240,724
927,631,313,158,240,700
975,631,308,158,240,609
1042,631,281,153,240,683
1042,631,208,110,240,679
1119,632,204,102,225,719
1123,635,114,102,153,716
1123,635,18,102,112,716
1103,655,11,83,106,716
1105,646,20,83,110,716
1114,622,44,98,110,745
1245,627,44,195,73,772
1385,629,40,242,72,711
1423,629,38,220,80,687
1423,629,38,229,61,708
1423,629,38,229,49,726
1450,608,59,229,53,667
1519,607,60,229,160,666
1475,650,61,229,183,666
1211,895,80,227,183,666
1097,809,281,427,172,666
1069,800,322,517,177,666
937,892,364,516,207,665
841,856,496,517,207,665
839,729,625,587,207,665
786,782,625,617,207,665
755,813,620,638,207,623
750,813,625,653,201,623
747,815,626,653,189,623
747,813,628,653,189,623
744,815,629,678,190,623
631,926,631,710,212,653
630,927,631,710,329,757
582,975,631,849,430,806
515,1042,631,851,495,621
515,1042,631,927,495,520
437,1119,632,1054,498,474
430,1123,635,1054,528,473
430,1123,635,1054,531,473
430,1103,655,1054,523,473
448,1105,646,1054,568,509
454,1114,622,1027,641,449
369,1245,627,930,713,421
460,1385,629,883,713,438
430,1423,629,872,705,470
431,1423,629,861,705,448
553,1423,629,861,705,449
526,1450,608,861,840,472
513,1519,607,861,749,512
513,1475,650,861,726,552
513,1211,895,860,726,599
512,1097,809,657,726,610
512,1069,800,557,721,610
620,937,892,731,691,645
620,841,856,866,691,645
628,839,729,796,691,645
628,786,782,766,691,646
644,755,813,885,691,646
676,750,813,870,691,658
680,747,815,1077,691,689
732,747,813,1116,691,689
756,744,815,1090,690,705
771,631,926,1092,668,649
775,630,927,1310,551,577
776,582,975,1171,450,508
776,515,1042,1178,385,506
776,515,1042,1144,480,506
776,437,1119,1098,484,533
776,430,1123,1180,464,533
776,430,1123,1410,461,533
776,430,1103,1516,466,533
764,448,1105,1606,417,497
749,454,1114,1747,344,497
716,369,1245,1843,272,487
485,460,1385,1843,273,470
477,430,1423,1871,286,438
514,431,1423,1911,295,408
410,553,1423,1921,316,389
410,526,1450,1989,251,400
354,513,1519,2059,250,384
354,513,1475,2314,295,359
354,513,1211,2317,366,312
354,512,1097,2322,383,301
410,512,1069,2331,395,301
301,620,937,2139,395,266
314,620,841,2003,419,266
339,628,839,2003,426,266
356,628,786,2003,426,272
360,644,755,1868,426,273
424,676,750,1868,426,261
421,680,747,1766,426,230
391,732,747,1727,426,268
454,756,744,1727,426,252
543,771,631,1821,426,252
540,775,630,1628,426,217
539,776,582,1679,426,158
539,776,515,1701,426,158
539,776,515,1659,331,158
539,776,437,1578,324,209
552,776,430,1496,363,209
552,776,430,1283,364,209
552,776,430,1189,359,209
544,764,448,1099,359,293
544,749,454,959,359,350
526,716,369,863,359,358
587,485,460,863,364,358
587,477,430,848,351,358
549,514,431,866,342,358
560,410,553,866,321,358
603,410,526,870,247,324
604,354,513,801,232,300
605,354,513,546,187,285
605,354,513,543,116,285
605,354,512,538,131,285
545,410,512,529,129,382
544,301,620,529,129,443
531,314,620,529,105,443
498,339,628,529,220,443
481,356,628,529,258,436
461,360,644,524,363,436
365,424,676,524,438,436
364,421,680,419,438,436
342,391,732,419,438,398
255,454,756,419,438,398
151,543,771,292,438,386
150,540,775,288,438,386
150,539,776,237,438,386
150,539,776,206,559,386
228,539,776,206,606,386
258,539,776,206,607,391
246,552,776,207,568,472
326,552,776,190,622,539
326,552,776,178,622,539
326,544,764,236,660,455
326,544,749,263,763,440
326,526,716,401,804,439
263,587,485,416,846,474
263,587,477,473,900,474
263,549,514,416,902,474
236,560,410,656,902,474
376,603,410,584,902,475
486,604,354,583,902,581
491,605,354,583,902,581
534,605,354,583,902,656
534,605,354,583,870,656
598,545,410,586,860,620
603,544,301,586,860,740
626,531,314,586,860,742
654,498,339,586,738,780
655,481,356,586,700,814
1015,461,360,651,678,820
1042,365,424,679,614,863
1138,364,421,679,624,863
1149,342,391,679,624,865
1164,255,454,679,624,953
1164,151,543,678,624,955
1164,150,540,657,624,956
1164,150,539,657,624,956
1164,150,539,657,569,956
1086,228,539,657,526,956
1056,258,539,657,525,873
1055,246,552,656,521,792
975,326,552,656,466,801
975,326,552,656,466,802
991,326,544,598,428,803
1045,326,544,570,484,892
1107,326,526,432,443,885
1109,263,587,417,395,850
1140,263,587,347,341,850
1140,263,549,346,801,902
1200,236,560,96,801,903
1041,376,603,96,801,1132
930,486,604,96,823,1042
924,491,605,96,838,1079
968,534,605,96,838,1006
968,534,605,276,838,1008
918,598,545,355,838,947
913,603,544,372,838,766
958,626,531,443,838,764
976,654,498,558,838,726
981,655,481,646,838,692
621,1015,461,601,755,685
665,1042,365,597,744,642
573,1138,364,684,743,642
562,1149,342,689,763,640
578,1164,255,689,807,552
594,1164,151,689,810,569
594,1164,150,689,834,568
594,1164,150,689,926,568
595,1164,150,689,884,568
651,1086,228,689,880,568
873,1056,258,689,880,568
1187,1055,246,689,874,568
1353,975,326,689,874,494
1417,975,326,689,876,493
1445,991,326,689,884,500
1765,1045,326,689,744,414
1795,1107,326,689,816,457
1853,1109,263,689,816,457
2031,1140,263,689,831,457
2130,1140,263,689,398,469
2088,1200,236,689,402,468
2086,1041,376,689,403,296
2089,930,486,718,502,280
2089,924,491,822,569,243
2008,968,534,1028,637,241
2008,968,534,849,671,239
2038,918,598,779,706,251
2069,913,603,899,706,251
2017,958,626,844,713,251
1971,976,654,750,967,251
1965,981,655,735,1073,251
1966,621,1015,717,1124,251
1940,665,1042,693,1124,266
1956,573,1138,611,1115,336
1986,562,1149,615,1095,369
1955,578,1164,615,1051,404
1939,594,1164,615,1176,385
1940,594,1164,630,1176,398
1940,594,1164,673,1194,411
1939,595,1164,675,1170,411
1883,651,1086,675,1170,411
1661,873,1056,675,1180,411
1347,1187,1055,675,1188,411
1181,1353,975,675,1291,409
1182,1417,975,675,1291,411
1139,1445,991,694,1283,425
765,1765,1045,743,1264,380
683,1795,1107,847,1259,337
624,1853,1109,877,1266,337
415,2031,1140,878,1254,337
316,2130,1140,977,1246,295
296,2088,1200,982,1303,296
274,2086,1041,982,1349,238
293,2089,930,953,1252,238
293,2089,924,849,1170,238
291,2008,968,645,1102,247
291,2008,968,644,1068,247
281,2038,918,641,1033,235
255,2069,913,571,1033,235
279,2017,958,686,1026,235
330,1971,976,714,772,235
343,1965,981,642,719,235
355,1966,621,644,668,235
311,1940,665,644,668,220
295,1956,573,639,668,150
265,1986,562,753,723,117
290,1955,578,806,729,86
382,1939,594,833,613,86
384,1940,594,915,657,191
384,1940,594,990,549,249
385,1939,595,988,561,331
385,1883,651,990,665,530
390,1661,873,1051,655,561
393,1347,1187,1148,647,561
482,1181,1353,1192,544,561
516,1182,1417,1200,542,559
523,1139,1445,1182,542,537
523,765,1765,1162,548,537
513,683,1795,1058,517,542
512,624,1853,1041,512,547
512,415,2031,1049,509,547
543,316,2130,1091,488,525
590,296,2088,1168,457,524
633,274,2086,1240,410,524
611,293,2089,1339,403,524
611,293,2089,1360,403,525
628,291,2008,1391,403,522
665,291,2008,1391,403,522
680,281,2038,1382,403,531
675,255,2069,1315,403,549
635,279,2017,1184,403,549
589,330,1971,1135,403,550
582,343,1965,1141,350,550
588,355,1966,1142,350,550
592,311,1940,1169,350,550
590,295,1956,1242,350,550
607,265,1986,1123,295,550
582,290,1955,1160,315,546
490,382,1939,1229,389,546
487,384,1940,1139,321,428
487,384,1940,1021,319,357
486,385,1939,1021,346,275
486,385,1883,1019,244,78
486,390,1661,962,248,52
530,393,1347,867,248,52
526,482,1181,823,250,73
473,516,1182,815,253,73
536,523,1139,814,253,73
536,523,765,785,247,73
536,513,683,785,211,68
536,512,624,772,209,63
536,512,415,763,209,63
505,543,316,622,209,123
458,590,296,540,179,124
438,633,274,468,185,124
468,611,293,369,228,124
519,611,293,348,228,123
549,628,291,320,228,117
514,665,291,320,228,122
466,680,281,320,228,113
466,675,255,320,246,121
467,635,279,320,259,124
462,589,330,320,380,297
456,582,343,313,538,304
437,588,355,308,627,308
434,592,311,281,636,308
439,590,295,208,636,353
426,607,265,204,643,378
457,582,290,114,790,534
511,490,382,18,709,569
581,487,384,11,717,723
640,487,384,20,731,723
720,486,385,44,692,723
733,486,385,44,703,724
743,486,390,40,847,719
696,530,393,38,1129,719
611,526,482,38,1244,733
565,473,516,38,1244,733
494,536,523,59,1244,735
546,536,523,60,1245,751
604,536,513,61,1245,751
683,536,512,80,1299,751
744,536,512,281,1321,751
761,505,543,322,1334,691
761,458,590,364,1334,690
745,438,633,496,1328,697
744,468,611,625,1268,697
707,519,611,625,1268,697
694,549,628,620,1268,697
692,514,665,625,1268,692
691,466,680,626,1268,692
691,466,675,628,1250,666
690,467,635,629,1253,663
690,462,589,631,1133,489
690,456,582,631,975,482
690,437,588,631,886,478
710,434,592,631,882,478
710,439,590,631,925,433
708,426,607,632,926,423
705,457,582,635,753,339
692,511,490,635,748,345
648,581,487,655,759,205
589,640,487,646,745,205
525,720,486,622,757,205
539,733,486,627,744,239
543,743,486,629,596,240
636,696,530,629,347,240
636,611,526,629,232,224
636,565,473,629,229,236
636,494,536,608,229,234
584,546,536,607,228,218
533,604,536,650,228,218
473,683,536,895,177,218
413,744,536,809,158,229
396,761,505,800,155,229
402,761,458,892,174,229
462,745,438,856,174,222
433,744,468,729,174,222
419,707,519,782,174,222
381,694,549,813,174,222
395,692,514,813,174,228
511,691,466,815,174,240
555,691,466,813,174,240
774,690,467,815,159,240
787,690,462,926,158,240
787,690,456,927,158,240
787,690,437,975,158,240
767,710,434,1042,153,240
762,710,439,1042,110,240
784,708,426,1119,102,225
789,705,457,1123,102,153
773,692,511,1123,102,112
773,648,581,1103,83,106
773,589,640,1105,83,110
757,525,720,1114,98,110
731,539,733,1245,195,73
712,543,743,1385,242,72
619,636,696,1423,220,80
619,636,611,1423,229,61
619,636,565,1423,229,49
685,636,494,1450,229,53
685,584,546,1519,229,160
678,533,604,1475,229,183
661,473,683,1211,227,183
663,413,744,1097,427,172
668,396,761,1069,517,177
693,402,761,937,516,207
626,462,745,841,517,207
626,433,744,839,587,207
675,419,707,786,617,207
681,381,694,755,638,207
673,395,692,750,653,201
595,511,691,747,653,189
551,555,691,747,653,189
332,774,690,744,678,190
319,787,690,631,710,212
327,787,690,630,710,329
368,787,690,582,849,430
369,767,710,515,851,495
367,762,710,515,927,495
343,784,708,437,1054,498
311,789,705,430,1054,528
286,773,692,430,1054,531
260,773,648,430,1054,523
260,773,589,448,1054,568
260,757,525,454,1027,641
259,731,539,369,930,713
293,712,543,460,883,713
293,619,636,430,872,705
316,619,636,431,861,705
316,619,636,553,861,705
250,685,636,526,861,840
285,685,584,513,861,749
396,678,533,513,861,726
443,661,473,513,860,726
487,663,413,512,657,726
488,668,396,512,557,721
517,693,402,620,731,691
540,626,462,620,866,691
540,626,433,628,796,691
491,675,419,628,766,691
485,681,381,644,885,691
492,673,395,676,870,691
822,595,511,680,1077,691
822,551,555,732,1116,691
822,332,774,756,1090,690
822,319,787,771,1092,668
814,327,787,775,1310,551
773,368,787,776,1171,450
770,369,767,776,1178,385
779,367,762,776,1144,480
813,343,784,776,1098,484
812,311,789,776,1180,464
812,286,773,776,1410,461
812,260,773,776,1516,466
812,260,773,764,1606,417
930,260,757,749,1747,344
1024,259,731,716,1843,272
991,293,712,485,1843,273
1016,293,619,477,1871,286
1053,316,619,514,1911,295
1053,316,619,410,1921,316
1053,250,685,410,1989,251
1018,285,685,354,2059,250
907,396,678,354,2314,295
858,443,661,354,2317,366
1022,487,663,354,2322,383
1062,488,668,410,2331,395
1003,517,693,301,2139,395
980,540,626,314,2003,419
980,540,626,339,2003,426
980,491,675,356,2003,426
1190,485,681,360,1868,426
1177,492,673,424,1868,426
809,822,595,421,1766,426
824,822,551,391,1727,426
824,822,332,454,1727,426
824,822,319,543,1821,426
824,814,327,540,1628,426
824,773,368,539,1679,426
824,770,369,539,1701,426
826,779,367,539,1659,331
792,813,343,539,1578,324
792,812,311,552,1496,363
792,812,286,552,1283,364
792,812,260,552,1189,359
792,812,260,544,1099,359
674,930,260,544,959,359
580,1024,259,526,863,359
579,991,293,587,863,364
554,1016,293,587,848,351
494,1053,316,549,866,342
494,1053,316,560,866,321
494,1053,250,603,870,247
510,1018,285,604,801,232
523,907,396,605,546,187
561,858,443,605,543,116
354,1022,487,605,538,131
323,1062,488,545,529,129
332,1003,517,544,529,129
392,980,540,531,529,105
400,980,540,498,529,220
400,980,491,481,529,258
190,1190,485,461,524,363
190,1177,492,365,524,438
265,809,822,364,419,438
254,824,822,342,419,438
326,824,822,255,419,438
326,824,822,151,292,438
384,824,814,150,288,438
384,824,773,150,237,438
384,824,770,150,206,559
373,826,779,228,206,606
373,792,813,258,206,607
373,792,812,246,207,568
373,792,812,326,190,622
406,792,812,326,178,622
730,792,812,326,236,660
731,674,930,326,263,763
731,580,1024,326,401,804
731,579,991,263,416,846
731,554,1016,263,473,900
731,494,1053,263,416,902
731,494,1053,236,656,902
731,494,1053,376,584,902
715,510,1018,486,583,902
702,523,907,491,583,902
664,561,858,534,583,902
660,354,1022,534,583,870
645,323,1062,598,586,860
635,332,1003,603,586,860
575,392,980,626,586,860
567,400,980,654,586,738
567,400,980,655,586,700
567,190,1190,1015,651,678
567,190,1177,1042,679,614
492,265,809,1138,679,624
567,254,824,1149,679,624
495,326,824,1164,679,624
546,326,824,1164,678,624
488,384,824,1164,657,624
489,384,824,1164,657,624
532,384,824,1164,657,569
579,373,826,1086,657,526
621,373,792,1056,657,525
647,373,792,1055,656,521
648,373,792,975,656,466
630,406,792,975,656,466
368,730,792,991,598,428
380,731,674,1045,570,484
411,731,580,1107,432,443
554,731,579,1109,417,395
688,731,554,1140,347,341
705,731,494,1140,346,801
813,731,494,1200,96,801
838,731,494,1041,96,801
898,715,510,930,96,823
899,702,523,924,96,838
899,664,561,968,96,838
899,660,354,968,276,838
933,645,323,918,355,838
946,635,332,913,372,838
948,575,392,958,443,838
952,567,400,976,558,838
952,567,400,981,646,838
952,567,190,621,601,755
952,567,190,665,597,744
952,492,265,573,684,743
873,567,254,562,689,763
873,495,326,578,689,807
822,546,326,594,689,810
822,488,384,594,689,834
834,489,384,594,689,926
791,532,384,595,689,884
829,579,373,651,689,880
796,621,373,873,689,880
936,647,373,1187,689,874
944,648,373,1353,689,874
929,630,406,1417,689,876
867,368,730,1445,689,884
854,380,731,1765,689,744
823,411,731,1795,689,816
748,554,731,1853,689,816
618,688,731,2031,689,831
613,705,731,2130,689,398
720,813,731,2088,689,402
696,838,731,2086,689,403
636,898,715,2089,718,502
663,899,702,2089,822,569
667,899,664,2008,1028,637
667,899,660,2008,849,671
636,933,645,2038,779,706
657,946,635,2069,899,706
677,948,575,2017,844,713
691,952,567,1971,750,967
691,952,567,1965,735,1073
691,952,567,1966,717,1124
693,952,567,1940,693,1124
693,952,492,1956,611,1115
698,873,567,1986,615,1095
700,873,495,1955,615,1051
700,822,546,1939,615,1176
705,822,488,1940,630,1176
696,834,489,1940,673,1194
696,791,532,1939,675,1170
