Accum_y-0,T-1,T-2,T-3,Accum_y-1
794,1147,898,1251,675
819,1147,881,1263,610
815,1157,868,1249,539
923,1154,871,1247,537
1135,1141,851,1271,420
1167,1128,863,1272,409
1219,1123,868,1240,410
1280,1051,954,1227,485
1305,980,1036,1157,563
1272,924,1124,1046,572
1285,859,1188,903,555
1404,817,1172,962,527
1400,744,1200,918,655
1400,707,1205,884,719
1378,729,1197,854,645
1338,769,1182,869,598
1355,769,1182,869,597
1322,820,1181,870,493
1341,897,1051,946,503
1375,874,1036,939,525
1426,823,1092,948,525
1424,753,999,1147,525
1374,727,839,1391,507
1441,670,907,1343,506
1452,668,956,1240,504
1384,708,985,1221,565
1331,758,987,1222,595
1309,780,952,1104,651
1336,851,952,1070,673
1330,717,1144,1056,710
1334,723,1147,1020,780
1263,794,1147,898,781
1263,819,1147,881,778
1267,815,1157,868,781
1161,923,1154,871,781
952,1135,1141,851,782
920,1167,1128,863,782
868,1219,1123,868,860
1064,1280,1051,954,785
1087,1305,980,1036,707
1117,1272,924,1124,698
1123,1285,859,1188,675
1057,1404,817,1172,675
1209,1400,744,1200,561
1209,1400,707,1205,497
1209,1378,729,1197,472
1288,1338,769,1182,468
1271,1355,769,1182,518
1253,1322,820,1181,482
1157,1341,897,1051,506
1123,1375,874,1036,542
1058,1426,823,1092,546
1021,1424,753,999,551
1013,1374,727,839,551
929,1441,670,907,551
871,1452,668,956,554
870,1384,708,985,579
870,1331,758,987,550
881,1309,780,952,494
787,1336,851,952,450
779,1330,717,1144,438
769,1334,723,1147,389
785,1263,794,1147,409
760,1263,819,1147,473
750,1267,815,1157,470
748,1161,923,1154,591
745,952,1135,1141,594
745,920,1167,1128,594
745,868,1219,1123,523
474,1064,1280,1051,557
415,1087,1305,980,590
385,1117,1272,924,591
366,1123,1285,859,607
312,1057,1404,817,624
157,1209,1400,744,756
157,1209,1400,707,756
159,1209,1378,729,756
90,1288,1338,769,756
117,1271,1355,769,769
117,1253,1322,820,809
117,1157,1341,897,997
117,1123,1375,874,940
208,1058,1426,823,936
222,1021,1424,753,931
222,1013,1374,727,938
356,929,1441,670,947
364,871,1452,668,944
364,870,1384,708,858
364,870,1331,758,857
353,881,1309,780,857
666,787,1336,851,857
678,779,1330,717,832
748,769,1334,723,811
733,785,1263,794,789
733,760,1263,819,725
733,750,1267,815,725
733,748,1161,923,607
733,745,952,1135,603
733,745,920,1167,609
733,745,868,1219,610
733,474,1064,1280,618
757,415,1087,1305,585
791,385,1117,1272,584
791,366,1123,1285,568
791,312,1057,1404,551
793,157,1209,1400,405
793,157,1209,1400,486
791,159,1209,1378,717
781,90,1288,1338,717
754,117,1271,1355,896
772,117,1253,1322,883
929,117,1157,1341,667
937,117,1123,1375,887
846,208,1058,1426,920
832,222,1021,1424,1176
854,222,1013,1374,1208
721,356,929,1441,1211
759,364,871,1452,1219
1039,364,870,1384,1328
1156,364,870,1331,1364
1165,353,881,1309,1402
848,666,787,1336,1415
834,678,779,1330,1415
820,748,769,1334,1415
890,733,785,1263,1415
893,733,760,1263,1415
893,733,750,1267,1415
893,733,748,1161,1412
909,733,745,952,1562
909,733,745,920,1588
909,733,745,868,1596
909,733,474,1064,1758
885,757,415,1087,1816
851,791,385,1117,1837
851,791,366,1123,1971
851,791,312,1057,1971
849,793,157,1209,1971
849,793,157,1209,1934
853,791,159,1209,1703
902,781,90,1288,1703
930,754,117,1271,1461
947,772,117,1253,1434
856,929,117,1157,1425
1001,937,117,1123,1209
1002,846,208,1058,1205
1003,832,222,1021,949
993,854,222,1013,910
992,721,356,929,898
946,759,364,871,890
666,1039,364,870,781
549,1156,364,870,745
540,1165,353,881,707
589,848,666,787,694
551,834,678,779,694
525,820,748,769,807
458,890,733,785,967
455,893,733,760,1123
455,893,733,750,1123
455,893,733,748,1123
439,909,733,745,973
439,909,733,745,941
439,909,733,745,924
439,909,733,474,820
439,885,757,415,774
439,851,791,385,754
439,851,791,366,620
454,851,791,312,620
469,849,793,157,620
469,849,793,157,678
465,853,791,159,793
527,902,781,90,794
569,930,754,117,799
535,947,772,117,799
647,856,929,117,987
519,1001,937,117,982
545,1002,846,208,953
574,1003,832,222,953
568,993,854,222,953
575,992,721,356,953
577,946,759,364,963
709,666,1039,364,963
711,549,1156,364,963
794,540,1165,353,966
782,589,848,666,1150
778,551,834,678,1162
745,525,820,748,1050
1020,458,890,733,917
1022,455,893,733,800
1024,455,893,733,800
1024,455,893,733,802
1024,439,909,733,802
1024,439,909,733,805
1024,439,909,733,805
1123,439,909,733,723
1123,439,885,757,713
1123,439,851,791,910
1158,439,851,791,912
1143,454,851,791,1092
1203,469,849,793,1102
1372,469,849,793,1062
1419,465,853,791,947
1309,527,902,781,946
1241,569,930,754,993
1272,535,947,772,993
1114,647,856,929,805
1096,519,1001,937,979
1069,545,1002,846,1110
1039,574,1003,832,1216
1034,568,993,854,1221
1027,575,992,721,1221
1025,577,946,759,1211
901,709,666,1039,1211
904,711,549,1156,1259
821,794,540,1165,1263
784,782,589,848,1079
819,778,551,834,1160
819,745,525,820,1174
541,1020,458,890,1147
553,1022,455,893,1108
552,1024,455,893,1108
598,1024,455,893,1137
616,1024,439,909,1137
616,1024,439,909,1147
616,1024,439,909,1147
529,1123,439,909,1133
530,1123,439,885,1138
530,1123,439,851,941
495,1158,439,851,1098
519,1143,454,851,952
444,1203,469,849,1081
275,1372,469,849,1073
228,1419,465,853,1128
227,1309,527,902,1134
225,1241,569,930,1205
247,1272,535,947,1292
356,1114,647,856,1391
502,1096,519,1001,1271
505,1069,545,1002,1161
505,1039,574,1003,1055
504,1034,568,993,1050
527,1027,575,992,1195
527,1025,577,946,1247
520,901,709,666,1252
515,904,711,549,1231
515,821,794,540,1226
515,784,782,589,1235
480,819,778,551,1142
480,819,745,525,1159
479,541,1020,458,1172
465,553,1022,455,1242
535,552,1024,455,1354
494,598,1024,455,1467
512,616,1024,439,1467
551,616,1024,439,1550
611,616,1024,439,1616
631,529,1123,439,1650
631,530,1123,439,1643
713,530,1123,439,1642
796,495,1158,439,1483
788,519,1143,454,1503
801,444,1203,469,1409
812,275,1372,469,1355
856,228,1419,465,1303
898,227,1309,527,1297
898,225,1241,569,1228
844,247,1272,535,1244
715,356,1114,647,1164
562,502,1096,519,1110
559,505,1069,545,1242
559,505,1039,574,1276
559,504,1034,568,1290
536,527,1027,575,1181
536,527,1025,577,1251
535,520,901,709,1263
535,515,904,711,1249
535,515,821,794,1247
535,515,784,782,1271
537,480,819,778,1272
537,480,819,745,1240
552,479,541,1020,1227
564,465,553,1022,1157
493,535,552,1024,1046
496,494,598,1024,903
547,512,616,1024,962
508,551,616,1024,918
496,611,616,1024,884
609,631,529,1123,854
763,631,530,1123,869
681,713,530,1123,869
598,796,495,1158,870
582,788,519,1143,946
569,801,444,1203,939
558,812,275,1372,948
514,856,228,1419,1147
472,898,227,1309,1391
472,898,225,1241,1343
472,844,247,1272,1240
472,715,356,1114,1221
472,562,502,1096,1222
472,559,505,1069,1104
472,559,505,1039,1070
472,559,504,1034,1056
472,536,527,1027,1020
472,536,527,1025,898
507,535,520,901,881
517,535,515,904,868
517,535,515,821,871
517,535,515,784,851
563,537,480,819,863
586,537,480,819,868
573,552,479,541,954
572,564,465,553,1036
650,493,535,552,1124
701,496,494,598,1188
650,547,512,616,1172
767,508,551,616,1200
777,496,611,616,1205
642,609,631,529,1197
487,763,631,530,1182
487,681,713,530,1182
490,598,796,495,1181
491,582,788,519,1051
491,569,801,444,1036
491,558,812,275,1092
495,514,856,228,999
541,472,898,227,839
546,472,898,225,907
592,472,844,247,956
607,472,715,356,985
870,472,562,502,987
925,472,559,505,952
980,472,559,505,952
1012,472,559,504,1144
1212,472,536,527,1147
1216,472,536,527,1147
1181,507,535,520,1147
1171,517,535,515,1157
1171,517,535,515,1154
1211,517,535,515,1141
1275,563,537,480,1128
1382,586,537,480,1123
1380,573,552,479,1051
1419,572,564,465,980
1435,650,493,535,924
1402,701,496,494,859
1469,650,547,512,817
1491,767,508,551,744
1457,777,496,611,707
1448,642,609,631,729
1448,487,763,631,769
1448,487,681,713,769
1445,490,598,796,820
1444,491,582,788,897
1444,491,569,801,874
1469,491,558,812,823
1479,495,514,856,753
1433,541,472,898,727
1428,546,472,898,670
1382,592,472,844,668
1367,607,472,715,708
1105,870,472,562,758
1050,925,472,559,780
1091,980,472,559,851
1059,1012,472,559,717
859,1212,472,536,723
855,1216,472,536,794
1089,1181,507,535,819
1246,1171,517,535,815
1349,1171,517,535,923
1368,1211,517,535,1135
1260,1275,563,537,1167
1130,1382,586,537,1219
1130,1380,573,552,1280
1080,1419,572,564,1305
986,1435,650,493,1272
960,1402,701,496,1285
857,1469,650,547,1404
718,1491,767,508,1400
694,1457,777,496,1400
693,1448,642,609,1378
693,1448,487,763,1338
693,1448,487,681,1355
693,1445,490,598,1322
693,1444,491,582,1341
693,1444,491,569,1375
668,1469,491,558,1426
654,1479,495,514,1424
654,1433,541,472,1374
654,1428,546,472,1441
654,1382,592,472,1452
654,1367,607,472,1384
653,1105,870,472,1331
653,1050,925,472,1309
585,1091,980,472,1336
646,1059,1012,472,1330
706,859,1212,472,1334
708,855,1216,472,1263
530,1089,1181,507,1263
433,1246,1171,517,1267
330,1349,1171,517,1161
271,1368,1211,517,952
267,1260,1275,563,920
267,1130,1382,586,868
267,1130,1380,573,1064
267,1080,1419,572,1087
295,986,1435,650,1117
328,960,1402,701,1123
393,857,1469,650,1057
405,718,1491,767,1209
430,694,1457,777,1209
465,693,1448,642,1209
466,693,1448,487,1288
498,693,1448,487,1271
750,693,1445,490,1253
809,693,1444,491,1157
818,693,1444,491,1123
818,668,1469,491,1058
818,654,1479,495,1021
818,654,1433,541,1013
818,654,1428,546,929
820,654,1382,592,871
820,654,1367,607,870
833,653,1105,870,870
869,653,1050,925,881
841,585,1091,980,787
780,646,1059,1012,779
720,706,859,1212,769
827,708,855,1216,785
771,530,1089,1181,760
711,433,1246,1171,750
711,330,1349,1171,748
727,271,1368,1211,745
739,267,1260,1275,745
745,267,1130,1382,745
756,267,1130,1380,474
767,267,1080,1419,415
739,295,986,1435,385
711,328,960,1402,366
646,393,857,1469,312
634,405,718,1491,157
609,430,694,1457,157
574,465,693,1448,159
573,466,693,1448,90
559,498,693,1448,117
382,750,693,1445,117
334,809,693,1444,117
461,818,693,1444,117
461,818,668,1469,208
465,818,654,1479,222
488,818,654,1433,222
504,818,654,1428,356
517,820,654,1382,364
523,820,654,1367,364
510,833,653,1105,364
474,869,653,1050,353
476,841,585,1091,666
476,780,646,1059,678
476,720,706,859,748
367,827,708,855,733
367,771,530,1089,733
367,711,433,1246,733
367,711,330,1349,733
351,727,271,1368,733
339,739,267,1260,733
333,745,267,1130,733
322,756,267,1130,733
311,767,267,1080,757
311,739,295,986,791
330,711,328,960,791
330,646,393,857,791
330,634,405,718,793
340,609,430,694,793
408,574,465,693,791
492,573,466,693,781
474,559,498,693,754
415,382,750,693,772
406,334,809,693,929
270,461,818,693,937
270,461,818,668,846
274,465,818,654,832
465,488,818,654,854
449,504,818,654,721
436,517,820,654,759
524,523,820,654,1039
538,510,833,653,1156
541,474,869,653,1165
539,476,841,585,848
561,476,780,646,834
561,476,720,706,820
561,367,827,708,890
561,367,771,530,893
561,367,711,433,893
561,367,711,330,893
564,351,727,271,909
569,339,739,267,909
571,333,745,267,909
571,322,756,267,909
571,311,767,267,885
571,311,739,295,851
547,330,711,328,851
557,330,646,393,851
598,330,634,405,849
605,340,609,430,849
600,408,574,465,853
555,492,573,466,902
593,474,559,498,930
577,415,382,750,947
594,406,334,809,856
594,270,461,818,1001
596,270,461,818,1002
622,274,465,818,1003
466,465,488,818,993
469,449,504,818,992
467,436,517,820,946
373,524,523,820,666
359,538,510,833,549
356,541,474,869,540
356,539,476,841,589
334,561,476,780,551
334,561,476,720,525
363,561,367,827,458
371,561,367,771,455
424,561,367,711,455
427,561,367,711,455
464,564,351,727,439
542,569,339,739,439
544,571,333,745,439
663,571,322,756,439
956,571,311,767,439
967,571,311,739,439
1206,547,330,711,439
1196,557,330,646,454
1155,598,330,634,469
1138,605,340,609,469
1075,600,408,574,465
1055,555,492,573,527
1043,593,474,559,569
1043,577,415,382,535
1024,594,406,334,647
1024,594,270,461,519
1022,596,270,461,545
989,622,274,465,574
1126,466,465,488,568
1123,469,449,504,575
1123,467,436,517,577
1123,373,524,523,709
1123,359,538,510,711
1123,356,541,474,794
1123,356,539,476,782
1123,334,561,476,778
1123,334,561,476,745
1094,363,561,367,1020
1086,371,561,367,1022
1033,424,561,367,1024
1144,427,561,367,1024
1112,464,564,351,1024
1029,542,569,339,1024
1060,544,571,333,1024
1025,663,571,322,1123
742,956,571,311,1123
731,967,571,311,1123
492,1206,547,330,1158
492,1196,557,330,1143
492,1155,598,330,1203
492,1138,605,340,1372
493,1075,600,408,1419
474,1055,555,492,1309
502,1043,593,474,1241
515,1043,577,415,1272
515,1024,594,406,1114
515,1024,594,270,1096
515,1022,596,270,1069
514,989,622,274,1039
319,1126,466,465,1034
337,1123,469,449,1027
340,1123,467,436,1025
340,1123,373,524,901
370,1123,359,538,904
496,1123,356,541,821
550,1123,356,539,784
581,1123,334,561,819
581,1123,334,561,819
596,1094,363,561,541
703,1086,371,561,553
950,1033,424,561,552
871,1144,427,561,598
905,1112,464,564,616
1257,1029,542,569,616
1400,1060,544,571,616
1421,1025,663,571,529
1411,742,956,571,530
1412,731,967,571,530
1413,492,1206,547,495
1416,492,1196,557,519
1465,492,1155,598,444
1651,492,1138,605,275
1702,493,1075,600,228
1720,474,1055,555,227
1666,502,1043,593,225
1716,515,1043,577,247
1739,515,1024,594,356
1857,515,1024,594,502
1886,515,1022,596,505
2073,514,989,622,505
2089,319,1126,466,504
2072,337,1123,469,527
2111,340,1123,467,527
2138,340,1123,373,520
2154,370,1123,359,515
2127,496,1123,356,515
2080,550,1123,356,515
2049,581,1123,334,480
2049,581,1123,334,480
2034,596,1094,363,479
1984,703,1086,371,465
1742,950,1033,424,535
1731,871,1144,427,494
1697,905,1112,464,512
1406,1257,1029,542,551
1228,1400,1060,544,611
1123,1421,1025,663,631
1132,1411,742,956,631
1141,1412,731,967,713
1144,1413,492,1206,796
1209,1416,492,1196,788
1188,1465,492,1155,801
1005,1651,492,1138,812
953,1702,493,1075,856
935,1720,474,1055,898
935,1666,502,1043,898
872,1716,515,1043,844
849,1739,515,1024,715
731,1857,515,1024,562
702,1886,515,1022,559
515,2073,514,989,559
504,2089,319,1126,559
504,2072,337,1123,536
469,2111,340,1123,536
479,2138,340,1123,535
437,2154,370,1123,535
338,2127,496,1123,535
331,2080,550,1123,535
331,2049,581,1123,537
387,2049,581,1123,537
412,2034,596,1094,552
511,1984,703,1086,564
509,1742,950,1033,493
524,1731,871,1144,496
530,1697,905,1112,547
572,1406,1257,1029,508
619,1228,1400,1060,496
624,1123,1421,1025,609
758,1132,1411,742,763
841,1141,1412,731,681
875,1144,1413,492,598
1048,1209,1416,492,582
1354,1188,1465,492,569
1398,1005,1651,492,558
1532,953,1702,493,514
1532,935,1720,474,472
1532,935,1666,502,472
1532,872,1716,515,472
1532,849,1739,515,472
1532,731,1857,515,472
1532,702,1886,515,472
1532,515,2073,514,472
1527,504,2089,319,472
1528,504,2072,337,472
1521,469,2111,340,472
1493,479,2138,340,507
1489,437,2154,370,517
1489,338,2127,496,517
1489,331,2080,550,517
1517,331,2049,581,563
1506,387,2049,581,586
1500,412,2034,596,573
1372,511,1984,703,572
1371,509,1742,950,650
1332,524,1731,871,701
1318,530,1697,905,650
1241,572,1406,1257,767
1213,619,1228,1400,777
1279,624,1123,1421,642
1151,758,1132,1411,487
1058,841,1141,1412,487
1020,875,1144,1413,490
782,1048,1209,1416,491
550,1354,1188,1465,491
564,1398,1005,1651,491
437,1532,953,1702,495
438,1532,935,1720,541
438,1532,935,1666,546
443,1532,872,1716,592
445,1532,849,1739,607
445,1532,731,1857,870
445,1532,702,1886,925
445,1532,515,2073,980
445,1527,504,2089,1012
443,1528,504,2072,1212
443,1521,469,2111,1216
434,1493,479,2138,1181
434,1489,437,2154,1171
434,1489,338,2127,1171
434,1489,331,2080,1211
406,1517,331,2049,1275
361,1506,387,2049,1382
342,1500,412,2034,1380
314,1372,511,1984,1419
312,1371,509,1742,1435
312,1332,524,1731,1402
312,1318,530,1697,1469
286,1241,572,1406,1491
267,1213,619,1228,1457
198,1279,624,1123,1448
324,1151,758,1132,1448
366,1058,841,1141,1448
367,1020,875,1144,1445
364,782,1048,1209,1444
262,550,1354,1188,1444
329,564,1398,1005,1469
322,437,1532,953,1479
321,438,1532,935,1433
321,438,1532,935,1428
316,443,1532,872,1382
317,445,1532,849,1367
317,445,1532,731,1105
317,445,1532,702,1050
317,445,1532,515,1091
317,445,1527,504,1059
317,443,1528,504,859
317,443,1521,469,855
317,434,1493,479,1089
317,434,1489,437,1246
317,434,1489,338,1349
317,434,1489,331,1368
317,406,1517,331,1260
317,361,1506,387,1130
317,342,1500,412,1130
402,314,1372,511,1080
438,312,1371,509,986
438,312,1332,524,960
440,312,1318,530,857
440,286,1241,572,718
471,267,1213,619,694
469,198,1279,624,693
422,324,1151,758,693
409,366,1058,841,693
409,367,1020,875,693
409,364,782,1048,693
410,262,550,1354,693
282,329,564,1398,668
282,322,437,1532,654
282,321,438,1532,654
282,321,438,1532,654
285,316,443,1532,654
282,317,445,1532,654
282,317,445,1532,653
282,317,445,1532,653
282,317,445,1532,585
282,317,445,1527,646
282,317,443,1528,706
282,317,443,1521,708
282,317,434,1493,530
282,317,434,1489,433
282,317,434,1489,330
283,317,434,1489,271
284,317,406,1517,267
284,317,361,1506,267
284,317,342,1500,267
202,402,314,1372,267
287,438,312,1371,295
299,438,312,1332,328
326,440,312,1318,393
370,440,286,1241,405
518,471,267,1213,430
525,469,198,1279,465
432,422,324,1151,466
403,409,366,1058,498
402,409,367,1020,750
402,409,364,782,809
401,410,262,550,818
401,282,329,564,818
405,282,322,437,818
413,282,321,438,818
413,282,321,438,818
410,285,316,443,820
452,282,317,445,820
464,282,317,445,833
500,282,317,445,869
500,282,317,445,841
506,282,317,445,780
574,282,317,443,720
821,282,317,443,827
1091,282,317,434,771
1091,282,317,434,711
1121,282,317,434,711
1158,283,317,434,727
1157,284,317,406,739
1247,284,317,361,745
1247,284,317,342,756
1244,202,402,314,767
1123,287,438,312,739
1111,299,438,312,711
1179,326,440,312,646
1135,370,440,286,634
956,518,471,267,609
949,525,469,198,574
984,432,422,324,573
1005,403,409,366,559
1022,402,409,367,382
1046,402,409,364,334
1046,401,410,262,461
1046,401,282,329,461
1131,405,282,322,465
1123,413,282,321,488
1161,413,282,321,504
1161,410,285,316,517
1120,452,282,317,523
1108,464,282,317,510
1240,500,282,317,474
1240,500,282,317,476
1234,506,282,317,476
1230,574,282,317,476
983,821,282,317,367
713,1091,282,317,367
713,1091,282,317,367
683,1121,282,317,367
645,1158,283,317,351
645,1157,284,317,339
555,1247,284,317,333
555,1247,284,317,322
555,1244,202,402,311
555,1123,287,438,311
555,1111,299,438,330
458,1179,326,440,330
484,1135,370,440,330
523,956,518,471,340
549,949,525,469,408
537,984,432,422,492
611,1005,403,409,474
594,1022,402,409,415
570,1046,402,409,406
570,1046,401,410,270
570,1046,401,282,270
481,1131,405,282,274
481,1123,413,282,465
443,1161,413,282,449
443,1161,410,285,436
442,1120,452,282,524
442,1108,464,282,538
274,1240,500,282,541
281,1240,500,282,539
281,1234,506,282,561
217,1230,574,282,561
217,983,821,282,561
232,713,1091,282,561
392,713,1091,282,561
392,683,1121,282,561
392,645,1158,283,564
396,645,1157,284,569
398,555,1247,284,571
471,555,1247,284,571
493,555,1244,202,571
493,555,1123,287,571
493,555,1111,299,547
532,458,1179,326,557
506,484,1135,370,598
467,523,956,518,605
441,549,949,525,600
417,537,984,432,555
322,611,1005,403,593
322,594,1022,402,577
322,570,1046,402,594
322,570,1046,401,594
322,570,1046,401,596
322,481,1131,405,622
322,481,1123,413,466
322,443,1161,413,469
322,443,1161,410,467
322,442,1120,452,373
322,442,1108,464,359
322,274,1240,500,356
315,281,1240,500,356
494,281,1234,506,334
623,217,1230,574,334
623,217,983,821,363
608,232,713,1091,371
448,392,713,1091,424
448,392,683,1121,427
448,392,645,1158,464
444,396,645,1157,542
442,398,555,1247,544
369,471,555,1247,663
347,493,555,1244,956
356,493,555,1123,967
506,493,555,1111,1206
473,532,458,1179,1196
473,506,484,1135,1155
473,467,523,956,1138
473,441,549,949,1075
473,417,537,984,1055
473,322,611,1005,1043
473,322,594,1022,1043
482,322,570,1046,1024
629,322,570,1046,1024
629,322,570,1046,1022
629,322,481,1131,989
658,322,481,1123,1126
658,322,443,1161,1123
658,322,443,1161,1123
658,322,442,1120,1123
658,322,442,1108,1123
658,322,274,1240,1123
658,315,281,1240,1123
479,494,281,1234,1123
350,623,217,1230,1123
350,623,217,983,1094
350,608,232,713,1086
350,448,392,713,1033
382,448,392,683,1144
388,448,392,645,1112
388,444,396,645,1029
388,442,398,555,1060
388,369,471,555,1025
390,347,493,555,742
400,356,493,555,731
250,506,493,555,492
244,473,532,458,492
285,473,506,484,492
369,473,467,523,492
399,473,441,549,493
399,473,417,537,474
410,473,322,611,502
481,473,322,594,515
627,482,322,570,515
517,629,322,570,515
517,629,322,570,515
518,629,322,481,514
491,658,322,481,319
491,658,322,443,337
491,658,322,443,340
491,658,322,442,340
491,658,322,442,370
491,658,322,274,496
491,658,315,281,550
491,479,494,281,581
491,350,623,217,581
491,350,623,217,596
491,350,608,232,703
491,350,448,392,950
459,382,448,392,871
453,388,448,392,905
453,388,444,396,1257
453,388,442,398,1400
453,388,369,471,1421
473,390,347,493,1411
471,400,356,493,1412
517,250,506,493,1413
703,244,473,532,1416
671,285,473,506,1465
647,369,473,467,1651
640,399,473,441,1702
640,399,473,417,1720
629,410,473,322,1666
558,481,473,322,1716
403,627,482,322,1739
366,517,629,322,1857
366,517,629,322,1886
365,518,629,322,2073
363,491,658,322,2089
381,491,658,322,2072
381,491,658,322,2111
418,491,658,322,2138
418,491,658,322,2154
496,491,658,322,2127
555,491,658,315,2080
561,491,479,494,2049
563,491,350,623,2049
563,491,350,623,2034
563,491,350,608,1984
565,491,350,448,1742
592,459,382,448,1731
592,453,388,448,1697
624,453,388,444,1406
673,453,388,442,1228
717,453,388,369,1123
695,473,390,347,1132
680,471,400,356,1141
678,517,250,506,1144
501,703,244,473,1209
492,671,285,473,1188
432,647,369,473,1005
409,640,399,473,953
409,640,399,473,935
409,629,410,473,935
409,558,481,473,872
409,403,627,482,849
409,366,517,629,731
409,366,517,629,702
415,365,518,629,515
433,363,491,658,504
549,381,491,658,504
648,381,491,658,469
612,418,491,658,479
612,418,491,658,437
534,496,491,658,338
475,555,491,658,331
477,561,491,479,331
574,563,491,350,387
587,563,491,350,412
587,563,491,350,511
608,565,491,350,509
581,592,459,382,524
585,592,453,388,530
553,624,453,388,572
588,673,453,388,619
567,717,453,388,624
567,695,473,390,758
565,680,471,400,841
521,678,517,250,875
521,501,703,244,1048
522,492,671,285,1354
522,432,647,369,1398
522,409,640,399,1532
538,409,640,399,1532
576,409,629,410,1532
577,409,558,481,1532
660,409,403,627,1532
683,409,366,517,1532
703,409,366,517,1532
901,415,365,518,1532
1050,433,363,491,1527
1017,549,381,491,1528
985,648,381,491,1521
1026,612,418,491,1493
1079,612,418,491,1489
1118,534,496,491,1489
1127,475,555,491,1489
1179,477,561,491,1517
1086,574,563,491,1506
1073,587,563,491,1500
1073,587,563,491,1372
1050,608,565,491,1371
1072,581,592,459,1332
1080,585,592,453,1318
1102,553,624,453,1241
1026,588,673,453,1213
1016,567,717,453,1279
1017,567,695,473,1151
1017,565,680,471,1058
1049,521,678,517,1020
1091,521,501,703,782
1091,522,492,671,550
1091,522,432,647,564
1091,522,409,640,437
1075,538,409,640,438
1042,576,409,629,438
1082,577,409,558,443
1059,660,409,403,445
1036,683,409,366,445
1021,703,409,366,445
817,901,415,365,445
650,1050,433,363,445
549,1017,549,381,443
482,985,648,381,443
440,1026,612,418,434
387,1079,612,418,434
348,1118,534,496,434
339,1127,475,555,434
279,1179,477,561,406
273,1086,574,563,361
273,1073,587,563,342
293,1073,587,563,314
293,1050,608,565,312
273,1072,581,592,312
292,1080,585,592,312
271,1102,553,624,286
271,1026,588,673,267
314,1016,567,717,198
313,1017,567,695,324
313,1017,565,680,366
281,1049,521,678,367
230,1091,521,501,364
235,1091,522,492,262
241,1091,522,432,329
266,1091,522,409,322
266,1075,538,409,321
263,1042,576,409,321
228,1082,577,409,316
168,1059,660,409,317
255,1036,683,409,317
251,1021,703,409,317
251,817,901,415,317
251,650,1050,433,317
251,549,1017,549,317
251,482,985,648,317
251,440,1026,612,317
290,387,1079,612,317
362,348,1118,534,317
396,339,1127,475,317
443,279,1179,477,317
447,273,1086,574,317
447,273,1073,587,317
427,293,1073,587,402
427,293,1050,608,438
425,273,1072,581,438
394,292,1080,585,440
393,271,1102,553,440
385,271,1026,588,471
329,314,1016,567,469
329,313,1017,567,422
415,313,1017,565,409
417,281,1049,521,409
453,230,1091,521,409
517,235,1091,522,410
526,241,1091,522,282
512,266,1091,522,282
529,266,1075,538,282
527,263,1042,576,282
523,228,1082,577,285
523,168,1059,660,282
436,255,1036,683,282
435,251,1021,703,282
435,251,817,901,282
435,251,650,1050,282
435,251,549,1017,282
443,251,482,985,282
472,251,440,1026,282
515,290,387,1079,282
446,362,348,1118,282
412,396,339,1127,283
514,443,279,1179,284
510,447,273,1086,284
510,447,273,1073,284
510,427,293,1073,202
510,427,293,1050,287
542,425,273,1072,299
563,394,292,1080,326
569,393,271,1102,370
569,385,271,1026,518
571,329,314,1016,525
571,329,313,1017,432
523,415,313,1017,403
538,417,281,1049,402
