Accum_y-0,T-1,T-2,T-3,Accum_y-1
623,731,998,2036,361
623,731,979,2008,297
623,731,974,1997,297
623,731,934,1967,329
623,731,878,1992,329
653,724,888,1991,329
757,700,884,2022,329
806,609,1047,2019,362
621,683,952,2226,369
520,679,1012,2271,464
474,719,969,2320,577
473,716,967,2221,583
473,716,890,2298,698
473,716,840,2325,718
509,716,823,2312,655
449,745,854,1778,672
421,772,806,1715,674
438,711,834,1732,660
470,687,834,1464,660
448,708,859,1356,660
449,726,859,1320,660
472,667,918,1080,660
512,666,910,874,794
552,666,835,935,825
599,666,792,978,926
610,666,792,963,938
610,666,734,970,898
645,665,711,994,900
645,665,711,981,840
645,665,689,1003,840
646,665,689,998,859
646,623,731,998,864
658,623,731,979,863
689,623,731,974,857
689,623,731,934,805
705,623,731,878,805
649,653,724,888,805
577,757,700,884,805
508,806,609,1047,772
506,621,683,952,765
506,520,679,1012,670
533,474,719,969,557
533,473,716,967,551
533,473,716,890,436
533,473,716,840,416
497,509,716,823,416
497,449,745,854,391
487,421,772,806,388
470,438,711,834,388
438,470,687,834,388
408,448,708,859,388
389,449,726,859,388
400,472,667,918,388
384,512,666,910,254
359,552,666,835,223
312,599,666,792,59
301,610,666,792,37
301,610,666,734,65
266,645,665,711,96
266,645,665,711,97
266,645,665,689,97
272,646,665,689,78
273,646,623,731,73
261,658,623,731,73
230,689,623,731,75
268,689,623,731,75
252,705,623,731,75
252,649,653,724,75
217,577,757,700,75
158,508,806,609,77
158,506,621,683,77
158,506,520,679,77
209,533,474,719,77
209,533,473,716,77
209,533,473,716,132
209,533,473,716,132
293,497,509,716,132
350,497,449,745,132
358,487,421,772,142
358,470,438,711,142
358,438,470,687,185
358,408,448,708,276
358,389,449,726,352
324,400,472,667,352
300,384,512,666,352
285,359,552,666,352
285,312,599,666,352
285,301,610,666,352
382,301,610,666,406
443,266,645,665,395
443,266,645,665,394
443,266,645,665,508
436,272,646,665,569
436,273,646,623,632
436,261,658,623,632
436,230,689,623,630
398,268,689,623,630
398,252,705,623,630
386,252,649,653,647
386,217,577,757,647
386,158,508,806,852
386,158,506,621,853
386,158,506,520,853
391,209,533,474,853
472,209,533,473,864
539,209,533,473,809
539,209,533,473,830
455,293,497,509,832
440,350,497,449,833
439,358,487,421,829
474,358,470,438,829
474,358,438,470,786
474,358,408,448,695
474,358,389,449,619
475,324,400,472,619
581,300,384,512,619
581,285,359,552,619
656,285,312,599,630
656,285,301,610,709
620,382,301,610,689
740,443,266,645,793
742,443,266,645,825
780,443,266,645,877
814,436,272,646,816
820,436,273,646,832
863,436,261,658,832
863,436,230,689,953
865,398,268,689,964
953,398,252,705,968
955,386,252,649,965
956,386,217,577,1015
956,386,158,508,900
956,386,158,506,950
956,386,158,506,951
873,391,209,533,951
792,472,209,533,940
801,539,209,533,1086
802,539,209,533,1067
803,455,293,497,1065
892,440,350,497,1064
885,439,358,487,1058
850,474,358,470,1058
850,474,358,438,1058
902,474,358,408,1058
903,474,358,389,1058
1132,475,324,400,1071
1042,581,300,384,1078
1079,581,285,359,1078
1006,656,285,312,1067
1008,656,285,301,988
947,620,382,301,915
766,740,443,266,789
764,742,443,266,757
726,780,443,266,591
692,814,436,272,591
685,820,436,273,512
642,863,436,261,512
642,863,436,230,391
640,865,398,268,380
552,953,398,252,376
569,955,386,252,362
568,956,386,217,312
568,956,386,158,220
568,956,386,158,169
568,956,386,158,239
568,873,391,209,333
568,792,472,209,416
494,801,539,209,310
493,802,539,209,320
500,803,455,293,377
414,892,440,350,387
457,885,439,358,452
457,850,474,358,580
457,850,474,358,637
469,902,474,358,637
468,903,474,358,637
296,1132,475,324,624
280,1042,581,300,617
243,1079,581,285,617
241,1006,656,285,622
239,1008,656,285,681
251,947,620,382,681
251,766,740,443,716
251,764,742,443,790
251,726,780,443,790
251,692,814,436,790
251,685,820,436,803
266,642,863,436,815
336,642,863,436,885
369,640,865,398,889
404,552,953,398,892
385,569,955,386,931
398,568,956,386,958
411,568,956,386,963
411,568,956,386,963
411,568,956,386,1002
411,568,873,391,908
411,568,792,472,825
409,494,801,539,785
411,493,802,539,788
425,500,803,455,731
380,414,892,440,721
337,457,885,439,656
337,457,850,474,528
337,457,850,474,471
295,469,902,474,471
296,468,903,474,492
238,296,1132,475,553
238,280,1042,581,587
238,243,1079,581,631
247,241,1006,656,651
247,239,1008,656,622
235,251,947,620,681
235,251,766,740,648
235,251,764,742,576
235,251,726,780,576
235,251,692,814,603
235,251,685,820,609
220,266,642,863,597
150,336,642,863,530
117,369,640,865,526
86,404,552,953,529
86,385,569,955,491
191,398,568,956,471
249,411,568,956,466
331,411,568,956,466
530,411,568,956,356
561,411,568,873,356
561,411,568,792,357
561,409,494,801,366
559,411,493,802,546
537,425,500,803,618
537,380,414,892,710
542,337,457,885,753
547,337,457,850,801
547,337,457,850,809
525,295,469,902,820
524,296,468,903,800
524,238,296,1132,739
524,238,280,1042,705
525,238,243,1079,665
522,247,241,1006,640
522,247,239,1008,657
531,235,251,947,614
549,235,251,766,682
549,235,251,764,711
550,235,251,726,747
550,235,251,692,720
550,235,251,685,711
550,220,266,642,712
550,150,336,642,709
550,117,369,640,709
546,86,404,552,808
546,86,385,569,807
428,191,398,568,823
357,249,411,568,853
275,331,411,568,1387
78,530,411,568,1509
52,561,411,568,1525
52,561,411,568,1816
73,561,409,494,1921
73,559,411,493,1762
73,537,425,500,1930
73,537,380,414,2053
68,542,337,457,2024
63,547,337,457,1976
63,547,337,457,1983
123,525,295,469,2023
124,524,296,468,2022
124,524,238,296,2035
124,524,238,280,2035
123,525,238,243,2036
117,522,247,241,2036
122,522,247,239,2008
113,531,235,251,1997
121,549,235,251,1967
124,549,235,251,1992
297,550,235,251,1991
304,550,235,251,2022
308,550,235,251,2019
308,550,220,266,2226
353,550,150,336,2271
378,550,117,369,2320
534,546,86,404,2221
569,546,86,385,2298
723,428,191,398,2325
723,357,249,411,2312
723,275,331,411,1778
724,78,530,411,1715
719,52,561,411,1732
719,52,561,411,1464
733,73,561,409,1356
733,73,559,411,1320
735,73,537,425,1080
751,73,537,380,874
751,68,542,337,935
751,63,547,337,978
751,63,547,337,963
691,123,525,295,970
690,124,524,296,994
697,124,524,238,981
697,124,524,238,1003
697,123,525,238,998
697,117,522,247,998
692,122,522,247,979
692,113,531,235,974
666,121,549,235,934
663,124,549,235,878
489,297,550,235,888
482,304,550,235,884
478,308,550,235,1047
478,308,550,220,952
433,353,550,150,1012
423,378,550,117,969
339,534,546,86,967
345,569,546,86,890
205,723,428,191,840
205,723,357,249,823
205,723,275,331,854
239,724,78,530,806
240,719,52,561,834
240,719,52,561,834
224,733,73,561,859
236,733,73,559,859
234,735,73,537,918
218,751,73,537,910
218,751,68,542,835
218,751,63,547,792
229,751,63,547,792
229,691,123,525,734
229,690,124,524,711
222,697,124,524,711
222,697,124,524,689
222,697,123,525,689
222,697,117,522,731
228,692,122,522,731
240,692,113,531,731
240,666,121,549,731
240,663,124,549,731
240,489,297,550,724
240,482,304,550,700
240,478,308,550,609
240,478,308,550,683
240,433,353,550,679
225,423,378,550,719
153,339,534,546,716
112,345,569,546,716
106,205,723,428,716
110,205,723,357,716
110,205,723,275,745
73,239,724,78,772
72,240,719,52,711
80,240,719,52,687
61,224,733,73,708
49,236,733,73,726
53,234,735,73,667
160,218,751,73,666
183,218,751,68,666
183,218,751,63,666
172,229,751,63,666
177,229,691,123,666
207,229,690,124,665
207,222,697,124,665
207,222,697,124,665
207,222,697,123,665
207,222,697,117,623
201,228,692,122,623
189,240,692,113,623
189,240,666,121,623
190,240,663,124,623
212,240,489,297,653
329,240,482,304,757
430,240,478,308,806
495,240,478,308,621
495,240,433,353,520
498,225,423,378,474
528,153,339,534,473
531,112,345,569,473
523,106,205,723,473
568,110,205,723,509
641,110,205,723,449
713,73,239,724,421
713,72,240,719,438
705,80,240,719,470
705,61,224,733,448
705,49,236,733,449
840,53,234,735,472
749,160,218,751,512
726,183,218,751,552
726,183,218,751,599
726,172,229,751,610
721,177,229,691,610
691,207,229,690,645
691,207,222,697,645
691,207,222,697,645
691,207,222,697,646
691,207,222,697,646
691,201,228,692,658
691,189,240,692,689
691,189,240,666,689
690,190,240,663,705
668,212,240,489,649
551,329,240,482,577
450,430,240,478,508
385,495,240,478,506
480,495,240,433,506
484,498,225,423,533
464,528,153,339,533
461,531,112,345,533
466,523,106,205,533
417,568,110,205,497
344,641,110,205,497
272,713,73,239,487
273,713,72,240,470
286,705,80,240,438
295,705,61,224,408
316,705,49,236,389
251,840,53,234,400
250,749,160,218,384
295,726,183,218,359
366,726,183,218,312
383,726,172,229,301
395,721,177,229,301
395,691,207,229,266
419,691,207,222,266
426,691,207,222,266
426,691,207,222,272
426,691,207,222,273
426,691,201,228,261
426,691,189,240,230
426,691,189,240,268
426,690,190,240,252
426,668,212,240,252
426,551,329,240,217
426,450,430,240,158
426,385,495,240,158
331,480,495,240,158
324,484,498,225,209
363,464,528,153,209
364,461,531,112,209
359,466,523,106,209
359,417,568,110,293
359,344,641,110,350
359,272,713,73,358
364,273,713,72,358
351,286,705,80,358
342,295,705,61,358
321,316,705,49,358
247,251,840,53,324
232,250,749,160,300
187,295,726,183,285
116,366,726,183,285
131,383,726,172,285
129,395,721,177,382
129,395,691,207,443
105,419,691,207,443
220,426,691,207,443
258,426,691,207,436
363,426,691,207,436
438,426,691,201,436
438,426,691,189,436
438,426,691,189,398
438,426,690,190,398
438,426,668,212,386
438,426,551,329,386
438,426,450,430,386
559,426,385,495,386
606,331,480,495,386
607,324,484,498,391
568,363,464,528,472
622,364,461,531,539
622,359,466,523,539
660,359,417,568,455
763,359,344,641,440
804,359,272,713,439
846,364,273,713,474
900,351,286,705,474
902,342,295,705,474
902,321,316,705,474
902,247,251,840,475
902,232,250,749,581
902,187,295,726,581
902,116,366,726,656
870,131,383,726,656
860,129,395,721,620
860,129,395,691,740
860,105,419,691,742
738,220,426,691,780
700,258,426,691,814
678,363,426,691,820
614,438,426,691,863
624,438,426,691,863
624,438,426,691,865
624,438,426,690,953
624,438,426,668,955
624,438,426,551,956
624,438,426,450,956
569,559,426,385,956
526,606,331,480,956
525,607,324,484,873
521,568,363,464,792
466,622,364,461,801
466,622,359,466,802
428,660,359,417,803
484,763,359,344,892
443,804,359,272,885
395,846,364,273,850
341,900,351,286,850
801,902,342,295,902
801,902,321,316,903
801,902,247,251,1132
823,902,232,250,1042
838,902,187,295,1079
838,902,116,366,1006
838,870,131,383,1008
838,860,129,395,947
838,860,129,395,766
838,860,105,419,764
838,738,220,426,726
838,700,258,426,692
755,678,363,426,685
744,614,438,426,642
743,624,438,426,642
763,624,438,426,640
807,624,438,426,552
810,624,438,426,569
834,624,438,426,568
926,624,438,426,568
884,569,559,426,568
880,526,606,331,568
880,525,607,324,568
874,521,568,363,568
874,466,622,364,494
876,466,622,359,493
884,428,660,359,500
744,484,763,359,414
816,443,804,359,457
816,395,846,364,457
831,341,900,351,457
398,801,902,342,469
402,801,902,321,468
403,801,902,247,296
502,823,902,232,280
569,838,902,187,243
637,838,902,116,241
671,838,870,131,239
706,838,860,129,251
706,838,860,129,251
713,838,860,105,251
967,838,738,220,251
1073,838,700,258,251
1124,755,678,363,251
1124,744,614,438,266
1115,743,624,438,336
1095,763,624,438,369
1051,807,624,438,404
1176,810,624,438,385
1176,834,624,438,398
1194,926,624,438,411
1170,884,569,559,411
1170,880,526,606,411
1180,880,525,607,411
1188,874,521,568,411
1291,874,466,622,409
1291,876,466,622,411
1283,884,428,660,425
1264,744,484,763,380
1259,816,443,804,337
1266,816,395,846,337
1254,831,341,900,337
1246,398,801,902,295
1303,402,801,902,296
1349,403,801,902,238
1252,502,823,902,238
1170,569,838,902,238
1102,637,838,902,247
1068,671,838,870,247
1033,706,838,860,235
1033,706,838,860,235
1026,713,838,860,235
772,967,838,738,235
719,1073,838,700,235
668,1124,755,678,235
668,1124,744,614,220
668,1115,743,624,150
723,1095,763,624,117
729,1051,807,624,86
613,1176,810,624,86
657,1176,834,624,191
549,1194,926,624,249
561,1170,884,569,331
665,1170,880,526,530
655,1180,880,525,561
647,1188,874,521,561
544,1291,874,466,561
542,1291,876,466,559
542,1283,884,428,537
548,1264,744,484,537
517,1259,816,443,542
512,1266,816,395,547
509,1254,831,341,547
488,1246,398,801,525
457,1303,402,801,524
410,1349,403,801,524
403,1252,502,823,524
403,1170,569,838,525
403,1102,637,838,522
403,1068,671,838,522
403,1033,706,838,531
403,1033,706,838,549
403,1026,713,838,549
403,772,967,838,550
350,719,1073,838,550
350,668,1124,755,550
350,668,1124,744,550
350,668,1115,743,550
295,723,1095,763,550
315,729,1051,807,546
389,613,1176,810,546
321,657,1176,834,428
319,549,1194,926,357
346,561,1170,884,275
244,665,1170,880,78
248,655,1180,880,52
248,647,1188,874,52
250,544,1291,874,73
253,542,1291,876,73
253,542,1283,884,73
247,548,1264,744,73
211,517,1259,816,68
209,512,1266,816,63
209,509,1254,831,63
209,488,1246,398,123
179,457,1303,402,124
185,410,1349,403,124
228,403,1252,502,124
228,403,1170,569,123
228,403,1102,637,117
228,403,1068,671,122
228,403,1033,706,113
246,403,1033,706,121
259,403,1026,713,124
380,403,772,967,297
538,350,719,1073,304
627,350,668,1124,308
636,350,668,1124,308
636,350,668,1115,353
643,295,723,1095,378
790,315,729,1051,534
709,389,613,1176,569
717,321,657,1176,723
731,319,549,1194,723
692,346,561,1170,723
703,244,665,1170,724
847,248,655,1180,719
1129,248,647,1188,719
1244,250,544,1291,733
1244,253,542,1291,733
1244,253,542,1283,735
1245,247,548,1264,751
1245,211,517,1259,751
1299,209,512,1266,751
1321,209,509,1254,751
1334,209,488,1246,691
1334,179,457,1303,690
1328,185,410,1349,697
1268,228,403,1252,697
1268,228,403,1170,697
1268,228,403,1102,697
1268,228,403,1068,692
1268,228,403,1033,692
1250,246,403,1033,666
1253,259,403,1026,663
1133,380,403,772,489
975,538,350,719,482
886,627,350,668,478
882,636,350,668,478
925,636,350,668,433
926,643,295,723,423
753,790,315,729,339
748,709,389,613,345
759,717,321,657,205
745,731,319,549,205
757,692,346,561,205
744,703,244,665,239
596,847,248,655,240
347,1129,248,647,240
232,1244,250,544,224
229,1244,253,542,236
229,1244,253,542,234
228,1245,247,548,218
228,1245,211,517,218
177,1299,209,512,218
158,1321,209,509,229
155,1334,209,488,229
174,1334,179,457,229
174,1328,185,410,222
174,1268,228,403,222
174,1268,228,403,222
174,1268,228,403,222
174,1268,228,403,228
174,1268,228,403,240
174,1250,246,403,240
159,1253,259,403,240
158,1133,380,403,240
158,975,538,350,240
158,886,627,350,240
153,882,636,350,240
110,925,636,350,240
102,926,643,295,225
102,753,790,315,153
102,748,709,389,112
83,759,717,321,106
83,745,731,319,110
98,757,692,346,110
195,744,703,244,73
242,596,847,248,72
220,347,1129,248,80
229,232,1244,250,61
229,229,1244,253,49
229,229,1244,253,53
229,228,1245,247,160
229,228,1245,211,183
227,177,1299,209,183
427,158,1321,209,172
517,155,1334,209,177
516,174,1334,179,207
517,174,1328,185,207
587,174,1268,228,207
617,174,1268,228,207
638,174,1268,228,207
653,174,1268,228,201
653,174,1268,228,189
653,174,1250,246,189
678,159,1253,259,190
710,158,1133,380,212
710,158,975,538,329
849,158,886,627,430
851,153,882,636,495
927,110,925,636,495
1054,102,926,643,498
1054,102,753,790,528
1054,102,748,709,531
1054,83,759,717,523
1054,83,745,731,568
1027,98,757,692,641
930,195,744,703,713
883,242,596,847,713
872,220,347,1129,705
861,229,232,1244,705
861,229,229,1244,705
861,229,229,1244,840
861,229,228,1245,749
861,229,228,1245,726
860,227,177,1299,726
657,427,158,1321,726
557,517,155,1334,721
731,516,174,1334,691
866,517,174,1328,691
796,587,174,1268,691
766,617,174,1268,691
885,638,174,1268,691
870,653,174,1268,691
1077,653,174,1268,691
1116,653,174,1250,691
1090,678,159,1253,690
1092,710,158,1133,668
1310,710,158,975,551
1171,849,158,886,450
1178,851,153,882,385
1144,927,110,925,480
1098,1054,102,926,484
1180,1054,102,753,464
1410,1054,102,748,461
1516,1054,83,759,466
1606,1054,83,745,417
1747,1027,98,757,344
1843,930,195,744,272
1843,883,242,596,273
1871,872,220,347,286
1911,861,229,232,295
1921,861,229,229,316
1989,861,229,229,251
2059,861,229,228,250
2314,861,229,228,295
2317,860,227,177,366
2322,657,427,158,383
2331,557,517,155,395
2139,731,516,174,395
2003,866,517,174,419
2003,796,587,174,426
2003,766,617,174,426
1868,885,638,174,426
1868,870,653,174,426
1766,1077,653,174,426
1727,1116,653,174,426
1727,1090,678,159,426
1821,1092,710,158,426
1628,1310,710,158,426
1679,1171,849,158,426
1701,1178,851,153,426
1659,1144,927,110,331
1578,1098,1054,102,324
1496,1180,1054,102,363
1283,1410,1054,102,364
1189,1516,1054,83,359
1099,1606,1054,83,359
959,1747,1027,98,359
863,1843,930,195,359
863,1843,883,242,364
848,1871,872,220,351
866,1911,861,229,342
866,1921,861,229,321
870,1989,861,229,247
801,2059,861,229,232
546,2314,861,229,187
543,2317,860,227,116
538,2322,657,427,131
529,2331,557,517,129
529,2139,731,516,129
529,2003,866,517,105
529,2003,796,587,220
529,2003,766,617,258
524,1868,885,638,363
524,1868,870,653,438
419,1766,1077,653,438
419,1727,1116,653,438
419,1727,1090,678,438
292,1821,1092,710,438
288,1628,1310,710,438
237,1679,1171,849,438
206,1701,1178,851,559
206,1659,1144,927,606
206,1578,1098,1054,607
207,1496,1180,1054,568
190,1283,1410,1054,622
178,1189,1516,1054,622
236,1099,1606,1054,660
263,959,1747,1027,763
401,863,1843,930,804
416,863,1843,883,846
473,848,1871,872,900
416,866,1911,861,902
656,866,1921,861,902
584,870,1989,861,902
583,801,2059,861,902
583,546,2314,861,902
583,543,2317,860,902
583,538,2322,657,870
586,529,2331,557,860
586,529,2139,731,860
586,529,2003,866,860
586,529,2003,796,738
586,529,2003,766,700
651,524,1868,885,678
679,524,1868,870,614
679,419,1766,1077,624
679,419,1727,1116,624
679,419,1727,1090,624
678,292,1821,1092,624
657,288,1628,1310,624
657,237,1679,1171,624
657,206,1701,1178,569
657,206,1659,1144,526
657,206,1578,1098,525
656,207,1496,1180,521
656,190,1283,1410,466
656,178,1189,1516,466
598,236,1099,1606,428
570,263,959,1747,484
432,401,863,1843,443
417,416,863,1843,395
347,473,848,1871,341
346,416,866,1911,801
96,656,866,1921,801
96,584,870,1989,801
96,583,801,2059,823
96,583,546,2314,838
96,583,543,2317,838
276,583,538,2322,838
355,586,529,2331,838
372,586,529,2139,838
443,586,529,2003,838
558,586,529,2003,838
646,586,529,2003,838
601,651,524,1868,755
597,679,524,1868,744
684,679,419,1766,743
689,679,419,1727,763
689,679,419,1727,807
689,678,292,1821,810
689,657,288,1628,834
689,657,237,1679,926
689,657,206,1701,884
689,657,206,1659,880
689,657,206,1578,880
689,656,207,1496,874
689,656,190,1283,874
689,656,178,1189,876
689,598,236,1099,884
689,570,263,959,744
689,432,401,863,816
689,417,416,863,816
689,347,473,848,831
689,346,416,866,398
689,96,656,866,402
689,96,584,870,403
718,96,583,801,502
822,96,583,546,569
1028,96,583,543,637
849,276,583,538,671
779,355,586,529,706
899,372,586,529,706
844,443,586,529,713
750,558,586,529,967
735,646,586,529,1073
717,601,651,524,1124
693,597,679,524,1124
611,684,679,419,1115
615,689,679,419,1095
615,689,679,419,1051
615,689,678,292,1176
630,689,657,288,1176
673,689,657,237,1194
675,689,657,206,1170
675,689,657,206,1170
675,689,657,206,1180
675,689,656,207,1188
675,689,656,190,1291
675,689,656,178,1291
694,689,598,236,1283
743,689,570,263,1264
847,689,432,401,1259
877,689,417,416,1266
878,689,347,473,1254
977,689,346,416,1246
982,689,96,656,1303
982,689,96,584,1349
953,718,96,583,1252
849,822,96,583,1170
645,1028,96,583,1102
644,849,276,583,1068
641,779,355,586,1033
571,899,372,586,1033
686,844,443,586,1026
714,750,558,586,772
642,735,646,586,719
644,717,601,651,668
644,693,597,679,668
639,611,684,679,668
753,615,689,679,723
806,615,689,679,729
833,615,689,678,613
915,630,689,657,657
990,673,689,657,549
988,675,689,657,561
990,675,689,657,665
1051,675,689,657,655
1148,675,689,656,647
1192,675,689,656,544
1200,675,689,656,542
1182,694,689,598,542
1162,743,689,570,548
1058,847,689,432,517
1041,877,689,417,512
1049,878,689,347,509
1091,977,689,346,488
1168,982,689,96,457
1240,982,689,96,410
1339,953,718,96,403
1360,849,822,96,403
1391,645,1028,96,403
1391,644,849,276,403
1382,641,779,355,403
1315,571,899,372,403
1184,686,844,443,403
1135,714,750,558,403
1141,642,735,646,350
1142,644,717,601,350
1169,644,693,597,350
1242,639,611,684,350
1123,753,615,689,295
1160,806,615,689,315
1229,833,615,689,389
1139,915,630,689,321
1021,990,673,689,319
1021,988,675,689,346
1019,990,675,689,244
962,1051,675,689,248
867,1148,675,689,248
823,1192,675,689,250
815,1200,675,689,253
814,1182,694,689,253
785,1162,743,689,247
785,1058,847,689,211
772,1041,877,689,209
763,1049,878,689,209
622,1091,977,689,209
540,1168,982,689,179
468,1240,982,689,185
369,1339,953,718,228
348,1360,849,822,228
320,1391,645,1028,228
320,1391,644,849,228
320,1382,641,779,228
320,1315,571,899,246
320,1184,686,844,259
320,1135,714,750,380
313,1141,642,735,538
308,1142,644,717,627
281,1169,644,693,636
208,1242,639,611,636
204,1123,753,615,643
114,1160,806,615,790
18,1229,833,615,709
11,1139,915,630,717
20,1021,990,673,731
44,1021,988,675,692
44,1019,990,675,703
40,962,1051,675,847
38,867,1148,675,1129
38,823,1192,675,1244
38,815,1200,675,1244
59,814,1182,694,1244
60,785,1162,743,1245
61,785,1058,847,1245
80,772,1041,877,1299
281,763,1049,878,1321
322,622,1091,977,1334
364,540,1168,982,1334
496,468,1240,982,1328
625,369,1339,953,1268
625,348,1360,849,1268
620,320,1391,645,1268
625,320,1391,644,1268
626,320,1382,641,1268
628,320,1315,571,1250
629,320,1184,686,1253
631,320,1135,714,1133
631,313,1141,642,975
631,308,1142,644,886
631,281,1169,644,882
631,208,1242,639,925
632,204,1123,753,926
635,114,1160,806,753
635,18,1229,833,748
655,11,1139,915,759
646,20,1021,990,745
622,44,1021,988,757
627,44,1019,990,744
629,40,962,1051,596
629,38,867,1148,347
629,38,823,1192,232
629,38,815,1200,229
608,59,814,1182,229
607,60,785,1162,228
650,61,785,1058,228
895,80,772,1041,177
809,281,763,1049,158
800,322,622,1091,155
892,364,540,1168,174
856,496,468,1240,174
729,625,369,1339,174
782,625,348,1360,174
813,620,320,1391,174
813,625,320,1391,174
815,626,320,1382,174
813,628,320,1315,174
815,629,320,1184,159
926,631,320,1135,158
927,631,313,1141,158
975,631,308,1142,158
1042,631,281,1169,153
1042,631,208,1242,110
1119,632,204,1123,102
1123,635,114,1160,102
1123,635,18,1229,102
1103,655,11,1139,83
1105,646,20,1021,83
1114,622,44,1021,98
1245,627,44,1019,195
1385,629,40,962,242
1423,629,38,867,220
1423,629,38,823,229
1423,629,38,815,229
1450,608,59,814,229
1519,607,60,785,229
1475,650,61,785,229
1211,895,80,772,227
1097,809,281,763,427
1069,800,322,622,517
937,892,364,540,516
841,856,496,468,517
839,729,625,369,587
786,782,625,348,617
755,813,620,320,638
750,813,625,320,653
747,815,626,320,653
747,813,628,320,653
744,815,629,320,678
631,926,631,320,710
630,927,631,313,710
582,975,631,308,849
515,1042,631,281,851
515,1042,631,208,927
437,1119,632,204,1054
430,1123,635,114,1054
430,1123,635,18,1054
430,1103,655,11,1054
448,1105,646,20,1054
454,1114,622,44,1027
369,1245,627,44,930
460,1385,629,40,883
430,1423,629,38,872
431,1423,629,38,861
553,1423,629,38,861
526,1450,608,59,861
513,1519,607,60,861
513,1475,650,61,861
513,1211,895,80,860
512,1097,809,281,657
512,1069,800,322,557
620,937,892,364,731
620,841,856,496,866
628,839,729,625,796
628,786,782,625,766
644,755,813,620,885
676,750,813,625,870
680,747,815,626,1077
732,747,813,628,1116
756,744,815,629,1090
771,631,926,631,1092
775,630,927,631,1310
776,582,975,631,1171
776,515,1042,631,1178
776,515,1042,631,1144
776,437,1119,632,1098
776,430,1123,635,1180
776,430,1123,635,1410
776,430,1103,655,1516
764,448,1105,646,1606
749,454,1114,622,1747
716,369,1245,627,1843
485,460,1385,629,1843
477,430,1423,629,1871
514,431,1423,629,1911
410,553,1423,629,1921
410,526,1450,608,1989
354,513,1519,607,2059
354,513,1475,650,2314
354,513,1211,895,2317
354,512,1097,809,2322
410,512,1069,800,2331
301,620,937,892,2139
314,620,841,856,2003
339,628,839,729,2003
356,628,786,782,2003
360,644,755,813,1868
424,676,750,813,1868
421,680,747,815,1766
391,732,747,813,1727
454,756,744,815,1727
543,771,631,926,1821
540,775,630,927,1628
539,776,582,975,1679
539,776,515,1042,1701
539,776,515,1042,1659
539,776,437,1119,1578
