Accum_y-0,T-1,T-2,T-3,Accum_y-1
809,471,637,1058,2307
820,471,637,1058,2337
800,492,637,1058,2432
739,553,624,1071,2431
705,587,617,1078,2560
665,631,617,1078,2721
640,651,622,1067,2685
657,622,681,988,2553
614,681,681,915,2494
682,648,716,789,2301
711,576,790,757,2250
747,576,790,591,2230
720,603,790,591,2134
711,609,803,512,2158
712,597,815,512,2120
709,530,885,391,2038
709,526,889,380,1975
808,529,892,376,1969
807,491,931,362,1773
823,471,958,312,1348
853,466,963,220,1256
1387,466,963,169,1152
1509,356,1002,239,1126
1525,356,908,333,1057
1816,357,825,416,1107
1921,366,785,310,1153
1762,546,788,320,1253
1930,618,731,377,1253
2053,710,721,387,1185
2024,753,656,452,1129
1976,801,528,580,951
1983,809,471,637,958
2023,820,471,637,994
2022,800,492,637,994
2035,739,553,624,968
2035,705,587,617,839
2036,665,631,617,695
2036,640,651,622,674
2008,657,622,681,677
1997,614,681,681,681
1967,682,648,716,681
1992,711,576,790,681
1991,747,576,790,626
2022,720,603,790,586
2019,711,609,803,531
2226,712,597,815,531
2271,709,530,885,531
2320,709,526,889,531
2221,808,529,892,531
2298,807,491,931,507
2325,823,471,958,501
2312,853,466,963,501
1778,1387,466,963,528
1715,1509,356,1002,513
1732,1525,356,908,532
1464,1816,357,825,482
1356,1921,366,785,423
1320,1762,546,788,320
1080,1930,618,731,351
874,2053,710,721,350
935,2024,753,656,390
978,1976,801,528,441
963,1983,809,471,434
970,2023,820,471,362
994,2022,800,492,266
981,2035,739,553,253
1003,2035,705,587,283
998,2036,665,631,266
998,2036,640,651,266
979,2008,657,622,263
974,1997,614,681,269
934,1967,682,648,298
878,1992,711,576,298
888,1991,747,576,360
884,2022,720,603,366
1047,2019,711,609,383
952,2226,712,597,426
1012,2271,709,530,526
969,2320,709,526,526
967,2221,808,529,582
890,2298,807,491,594
840,2325,823,471,599
823,2312,853,466,620
854,1778,1387,466,638
806,1715,1509,356,626
834,1732,1525,356,601
834,1464,1816,357,614
859,1356,1921,366,615
859,1320,1762,546,613
918,1080,1930,618,644
910,874,2053,710,743
835,935,2024,753,734
792,978,1976,801,683
792,963,1983,809,763
734,970,2023,820,785
711,994,2022,800,787
711,981,2035,739,788
689,1003,2035,705,786
689,998,2036,665,921
731,998,2036,640,931
731,979,2008,657,996
731,974,1997,614,992
731,934,1967,682,983
731,878,1992,711,983
724,888,1991,747,921
700,884,2022,720,914
609,1047,2019,711,897
683,952,2226,712,854
679,1012,2271,709,754
719,969,2320,709,754
716,967,2221,808,698
716,890,2298,807,686
716,840,2325,823,681
716,823,2312,853,723
745,854,1778,1387,682
772,806,1715,1509,679
711,834,1732,1525,693
687,834,1464,1816,680
708,859,1356,1921,679
726,859,1320,1762,679
667,918,1080,1930,600
666,910,874,2053,499
666,835,935,2024,460
666,792,978,1976,523
666,792,963,1983,453
666,734,970,2023,482
665,711,994,2022,477
665,711,981,2035,534
665,689,1003,2035,506
665,689,998,2036,371
