Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7
678,363,426,820,832,546,871,47,1339,298
614,438,426,863,832,787,806,47,1336,343
624,438,426,863,953,801,695,47,1176,373
624,438,426,865,964,996,707,47,1176,466
624,438,426,953,968,1001,707,52,964,286
624,438,426,955,965,1001,707,52,939,284
624,438,426,956,1015,1001,701,52,889,284
624,438,426,956,900,1001,641,52,889,302
569,559,426,956,950,1001,611,52,861,302
526,606,331,956,951,1040,611,52,862,302
525,607,324,873,951,1204,605,58,1245,302
521,568,363,792,940,1288,565,58,1250,615
466,622,364,801,1086,1378,561,70,1300,615
466,622,359,802,1067,1442,561,190,1305,560
428,660,359,803,1065,1442,561,263,1305,550
484,763,359,892,1064,1442,561,291,1282,532
443,804,359,885,1058,1442,568,338,1282,532
395,846,364,850,1058,1442,498,480,1312,532
341,900,351,850,1058,1457,493,507,1317,532
801,902,342,902,1058,1509,369,520,695,532
801,902,321,903,1058,1509,311,516,692,524
801,902,247,1132,1071,1512,161,516,740,524
823,902,232,1042,1078,1513,148,516,785,524
838,902,187,1079,1078,1933,110,615,780,524
838,902,116,1006,1067,1967,207,712,780,562
838,870,131,1008,988,1972,214,712,778,592
838,860,129,947,915,1958,212,712,698,614
838,860,129,766,789,1923,212,712,678,627
838,860,105,764,757,1917,212,712,678,627
838,738,220,726,591,1823,216,712,668,630
838,700,258,692,591,1741,201,778,668,630
755,678,363,685,512,1793,201,778,668,630
744,614,438,642,512,1664,201,778,668,600
743,624,438,642,391,1588,218,778,668,570
763,624,438,640,380,1315,206,780,698,477
807,624,438,552,376,1310,206,868,718,467
810,624,438,569,362,1310,206,947,718,467
834,624,438,568,312,1310,205,953,718,467
926,624,438,568,220,1310,235,961,718,479
884,569,559,568,169,1349,288,961,718,479
880,526,606,568,239,1310,289,961,695,479
880,525,607,568,333,1153,332,938,312,479
874,521,568,568,416,1069,483,938,307,166
874,466,622,494,310,979,598,926,275,166
876,466,622,493,320,915,621,806,305,151
884,428,660,500,377,915,657,733,415,151
744,484,763,414,387,915,768,705,975,234
816,443,804,457,452,915,774,658,1200,287
816,395,846,457,580,915,774,530,1185,339
831,341,900,457,637,900,774,503,1197,359
398,801,902,469,637,848,760,490,1212,537
402,801,902,468,637,848,822,585,1332,687
403,801,902,296,624,845,855,614,1284,710
502,823,902,280,617,820,855,660,1250,747
569,838,902,243,617,400,855,583,1250,792
637,838,902,241,622,364,758,486,1250,756
671,838,870,239,681,384,751,558,1247,726
706,838,860,251,681,383,769,625,1247,737
706,838,860,251,716,311,770,630,1247,724
713,838,860,251,790,319,861,630,1260,724
967,838,738,251,790,328,989,717,1450,721
1073,838,700,251,790,294,1016,635,1450,721
1124,755,678,251,803,231,1020,792,1463,721
1124,744,614,266,815,186,1020,869,1579,706
1115,743,624,336,885,219,1049,914,1624,706
1095,763,624,369,889,219,1116,912,1601,706
1051,807,624,404,892,219,1135,819,1609,706
1176,810,624,385,931,219,1166,806,1694,706
1176,834,624,398,958,219,1183,906,1719,706
1194,926,624,411,963,219,1158,904,1976,676
1170,884,569,411,963,181,1138,904,1976,676
1170,880,526,411,1002,183,1174,904,1976,679
1180,880,525,411,908,176,1123,904,1976,679
1188,874,521,411,825,175,972,904,2036,679
1291,874,466,409,785,175,968,904,2026,679
1291,876,466,411,788,175,971,904,2008,679
1283,884,428,425,731,176,948,904,1898,679
1264,744,484,380,721,176,876,904,1338,596
1259,816,443,337,656,176,1000,904,1161,543
1266,816,395,337,528,176,1003,890,1146,491
1254,831,341,337,471,191,1016,890,1094,471
1246,398,801,295,471,197,1226,890,1067,293
1303,402,801,296,492,201,1238,795,947,143
1349,403,801,238,553,243,1330,766,947,120
1252,502,823,238,587,243,1330,720,941,83
1170,569,838,238,631,243,1331,698,941,38
1102,637,838,247,651,299,1381,698,941,36
1068,671,838,247,622,406,1381,626,941,36
1033,706,838,235,681,456,1363,559,941,3
1033,706,838,235,648,649,1362,554,1124,3
1026,713,838,235,576,689,1291,554,1114,3
772,967,838,235,576,750,1187,467,977,73
719,1073,838,235,603,886,1168,457,990,221
668,1124,755,235,609,916,1164,300,977,386
668,1124,744,220,597,887,1164,223,871,541
668,1115,743,150,530,926,1081,199,826,618
723,1095,763,117,526,989,1014,287,819,773
729,1051,807,86,529,995,995,397,791,800
613,1176,810,86,491,1215,990,464,706,818
657,1176,834,191,471,1646,989,404,694,1108
549,1194,926,249,466,1738,1025,513,485,1118
561,1170,884,331,466,1845,1024,543,513,1241
665,1170,880,530,356,1900,989,565,513,1353
655,1180,880,561,356,1975,989,565,513,1363
647,1188,874,561,357,1975,989,565,513,1363
544,1291,874,561,366,1988,878,566,673,1363
542,1291,876,559,546,1993,852,575,741,1363
542,1283,884,537,618,2009,839,575,751,1363
548,1264,744,537,710,2080,800,575,1026,1363
517,1259,816,542,753,2144,663,575,1091,1363
512,1266,816,547,801,2322,660,575,1109,1363
509,1254,831,547,809,2307,647,575,1184,1363
488,1246,398,525,820,2337,437,575,1431,1363
457,1303,402,524,800,2432,363,575,1586,1363
410,1349,403,524,739,2431,232,595,1732,1363
403,1252,502,524,705,2560,233,620,1900,1363
403,1170,569,525,665,2721,276,620,1910,1363
403,1102,637,522,640,2685,283,620,1955,1363
403,1068,671,522,657,2553,292,629,2013,1363
403,1033,706,531,614,2494,319,656,2096,1363
403,1033,706,549,682,2301,465,720,2086,1363
403,1026,713,549,711,2250,756,720,2177,1363
403,772,967,550,747,2230,941,720,2124,1293
350,719,1073,550,720,2134,1001,720,2111,1150
350,668,1124,550,711,2158,1011,720,2111,993
350,668,1124,550,712,2120,1011,720,2101,863
350,668,1115,550,709,2038,1006,699,2101,786
295,723,1095,550,709,1975,1010,611,2101,639
315,729,1051,546,808,1969,1052,501,2101,612
389,613,1176,546,807,1773,1038,378,2116,594
321,657,1176,428,823,1348,1022,339,2103,307
319,549,1194,357,853,1256,985,224,2068,297
346,561,1170,275,1387,1152,996,194,2068,174
244,665,1170,78,1509,1126,1000,172,2068,264
248,655,1180,52,1525,1057,1061,172,2068,419
248,647,1188,52,1816,1107,1068,172,2008,647
250,544,1291,73,1921,1153,1076,171,1840,657
253,542,1291,73,1762,1253,1085,162,1747,670
253,542,1283,73,1930,1253,1096,162,1737,715
247,548,1264,73,2053,1185,1126,162,1462,715
211,517,1259,68,2024,1129,1126,162,1349,715
209,512,1266,63,1976,951,1126,162,1331,715
209,509,1254,63,1983,958,1126,162,1248,715
209,488,1246,123,2023,994,1126,162,993,800
179,457,1303,124,2022,994,1126,163,838,855
185,410,1349,124,2035,968,1126,178,692,855
228,403,1252,124,2035,839,1125,172,524,855
228,403,1170,123,2036,695,1087,172,527,855
228,403,1102,117,2036,674,1031,172,482,858
228,403,1068,122,2008,677,1022,163,429,858
228,403,1033,113,1997,681,995,187,359,858
246,403,1033,121,1967,681,849,137,201,971
259,403,1026,124,1992,681,538,223,142,1018
380,403,772,297,1991,626,325,242,142,1101
538,350,719,304,2022,586,257,314,142,1148
627,350,668,308,2019,531,247,314,150,1248
636,350,668,308,2226,531,247,373,175,1453
636,350,668,353,2271,531,244,397,175,1453
643,295,723,378,2320,531,256,406,175,1460
790,315,729,534,2221,531,214,406,175,1460
709,389,613,569,2298,507,223,396,160,1460
717,321,657,723,2325,501,236,389,160,1457
731,319,549,723,2312,501,274,389,147,1457
692,346,561,723,1778,528,240,389,124,1457
703,244,665,724,1715,513,240,389,124,1252
847,248,655,719,1732,532,179,389,124,1087
1129,248,647,719,1464,482,172,389,124,867
1244,250,544,733,1356,423,174,389,124,1080
1244,253,542,733,1320,320,189,389,124,1354
1244,253,542,735,1080,351,178,389,164,1427
1245,247,548,751,874,350,148,389,164,1452
1245,211,517,751,935,390,148,407,284,1485
1299,209,512,751,978,441,148,407,284,1485
1321,209,509,751,963,434,148,407,284,1485
1334,209,488,691,970,362,148,413,284,1400
1334,179,457,690,994,266,149,417,287,1345
1328,185,410,697,981,253,149,382,287,1345
1268,228,403,697,1003,283,149,363,282,1345
1268,228,403,697,998,266,143,363,269,1345
1268,228,403,697,998,266,142,378,279,1342
1268,228,403,692,979,263,142,383,274,1342
1268,228,403,692,974,269,142,430,261,1342
1250,246,403,666,934,298,142,527,246,1239
1253,259,403,663,878,298,142,445,211,1192
1133,380,403,489,888,360,142,522,211,1109
975,538,350,482,884,366,142,450,211,1057
886,627,350,478,1047,383,152,450,206,949
882,636,350,478,952,426,152,391,181,719
925,636,350,433,1012,526,152,367,456,719
926,643,295,423,969,526,136,360,475,734
753,790,315,339,967,582,147,361,720,734
748,709,389,345,890,594,161,455,753,772
759,717,321,205,840,599,155,584,753,772
745,731,319,205,823,620,113,617,753,772
757,692,346,205,854,638,104,617,748,772
744,703,244,239,806,626,107,638,748,772
596,847,248,240,834,601,107,640,748,772
347,1129,248,240,834,614,107,650,748,769
232,1244,250,224,859,615,97,662,748,546
229,1244,253,236,859,613,73,671,748,259
229,1244,253,234,918,644,73,671,708,141
228,1245,247,218,910,743,104,671,708,116
228,1245,211,218,835,734,104,687,588,83
177,1299,209,218,792,683,104,687,588,113
158,1321,209,229,792,763,167,687,623,118
155,1334,209,229,734,785,212,681,628,118
174,1334,179,229,711,787,225,676,625,118
174,1328,185,222,711,788,225,676,638,118
174,1268,228,222,689,786,225,676,638,118
174,1268,228,222,689,921,227,676,638,118
174,1268,228,222,731,931,227,661,628,118
174,1268,228,228,731,996,283,656,628,143
174,1268,228,240,731,992,350,559,628,151
174,1250,246,240,731,983,355,456,628,141
159,1253,259,240,731,983,366,463,628,151
158,1133,380,240,724,921,366,437,628,231
158,975,538,240,700,914,366,437,628,261
158,886,627,240,609,897,356,465,630,264
153,882,636,240,683,854,358,491,658,317
110,925,636,240,679,754,358,504,392,317
102,926,643,225,719,754,358,502,373,295
102,753,790,153,716,698,347,501,128,345
102,748,709,112,716,686,317,407,148,327
83,759,717,106,716,681,310,296,158,330
83,745,731,110,716,723,310,263,158,330
98,757,692,110,745,682,310,271,158,330
195,744,703,73,772,679,301,250,158,330
242,596,847,72,711,693,301,268,158,340
220,347,1129,80,687,680,301,282,158,335
229,232,1244,61,708,679,301,284,158,335
229,229,1244,49,726,679,315,275,428,335
229,229,1244,53,667,600,319,330,471,335
229,228,1245,160,666,499,288,330,471,335
229,228,1245,183,666,460,288,296,471,335
227,177,1299,183,666,523,288,296,476,305
427,158,1321,172,666,453,225,296,441,300
517,155,1334,177,666,482,197,296,436,300
516,174,1334,207,665,477,276,296,436,300
517,174,1328,207,665,534,298,296,423,305
587,174,1268,207,665,506,323,315,423,365
617,174,1268,207,665,371,321,317,423,435
638,174,1268,207,623,361,335,561,423,435
653,174,1268,201,623,297,601,561,423,415
653,174,1268,189,623,297,910,560,423,407
653,174,1250,189,623,329,921,552,433,407
678,159,1253,190,623,329,917,541,463,397
710,158,1133,212,653,329,917,471,471,317
710,158,975,329,757,329,917,471,474,287
849,158,886,430,806,362,957,443,469,284
851,153,882,495,621,369,955,417,441,231
927,110,925,495,520,464,1044,404,432,231
1054,102,926,498,474,577,1046,404,432,231
1054,102,753,528,473,583,1046,404,432,181
1054,102,748,531,473,698,1041,404,379,161
1054,83,759,523,473,718,1041,386,369,158
1054,83,745,568,509,655,1041,404,369,158
1027,98,757,641,449,672,1130,557,369,158
930,195,744,713,421,674,1193,557,369,158
883,242,596,713,438,660,1256,537,369,148
872,220,347,705,470,660,1256,590,369,148
861,229,232,705,448,660,1294,576,369,148
861,229,229,705,449,660,1280,591,99,148
861,229,229,840,472,660,1276,540,56,148
861,229,228,749,512,794,1365,542,56,313
861,229,228,726,552,825,1391,561,56,458
860,227,177,726,599,926,1391,592,51,506
657,427,158,726,610,938,1391,677,51,521
557,517,155,721,610,898,1374,684,142,551
731,516,174,691,645,900,1281,684,208,721
866,517,174,691,645,840,1259,697,228,789
796,587,174,691,645,840,1234,712,245,766
766,617,174,691,646,859,1293,724,321,696
885,638,174,691,646,864,1282,480,321,696
870,653,174,691,658,863,986,521,321,691
1077,653,174,691,689,857,620,521,336,691
1116,653,174,691,689,805,638,521,341,691
1090,678,159,690,705,805,646,521,315,691
1092,710,158,668,649,805,662,521,307,691
1310,710,158,551,577,805,669,521,359,691
1171,849,158,450,508,772,629,521,366,721
1178,851,153,385,506,765,629,521,376,749
1144,927,110,480,506,670,540,556,485,764
1098,1054,102,484,533,557,677,580,486,769
1180,1054,102,464,533,551,677,580,538,799
1410,1054,102,461,533,436,677,832,538,817
1516,1054,83,466,533,416,677,1213,565,817
1606,1054,83,417,497,416,677,1290,569,817
1747,1027,98,344,497,391,588,1129,587,817
1843,930,195,272,487,388,532,1129,634,867
1843,883,242,273,470,388,469,1129,634,867
1871,872,220,286,438,388,469,1052,634,1070
1911,861,229,295,408,388,431,1052,634,1308
1921,861,229,316,389,388,431,1048,634,1371
1989,861,229,251,400,388,431,1072,634,1371
2059,861,229,250,384,254,342,1070,634,1324
2314,861,229,295,359,223,316,1091,634,1179
2317,860,227,366,312,59,320,1182,634,1386
2322,657,427,383,301,37,320,1191,638,1386
2331,557,517,395,301,65,320,1184,547,1447
2139,731,516,395,266,96,320,1184,481,1277
2003,866,517,419,266,97,320,1171,461,1249
2003,796,587,426,266,97,381,1258,444,1217
2003,766,617,426,272,78,322,1268,368,1217
1868,885,638,426,273,73,374,1378,368,1217
1868,870,653,426,261,73,351,1337,479,1217
1766,1077,653,426,230,75,541,1339,483,1217
1727,1116,653,426,268,75,512,1339,468,1217
1727,1090,678,426,252,75,510,1344,464,1217
1821,1092,710,426,252,75,494,1348,464,1217
1628,1310,710,426,217,75,488,1349,428,1217
1679,1171,849,426,158,77,640,1349,421,1187
1701,1178,851,426,158,77,682,1349,411,1159
1659,1144,927,331,158,77,707,1344,302,1144
1578,1098,1054,324,209,77,568,1320,301,1131
1496,1180,1054,363,209,77,568,1320,249,1101
1283,1410,1054,364,209,132,568,1129,251,1083
1189,1516,1054,359,209,132,608,748,372,1083
1099,1606,1054,359,293,132,626,653,449,1083
959,1747,1027,359,350,132,763,653,432,1083
863,1843,930,359,358,142,900,653,385,1033
863,1843,883,364,358,142,900,653,385,1206
848,1871,872,351,358,185,1112,653,612,1003
866,1911,861,342,358,276,1139,663,612,765
866,1921,861,321,358,352,1139,807,612,702
870,1989,861,247,324,352,1139,779,612,702
801,2059,861,232,300,352,1139,779,612,584
546,2314,861,187,285,352,1139,739,612,584
543,2317,860,116,285,352,1135,617,612,329
538,2322,657,131,285,352,1135,523,608,314
529,2331,557,129,382,406,1135,523,616,223
529,2139,731,129,443,395,1135,523,728,223
529,2003,866,105,443,394,1190,525,728,178
529,2003,796,220,443,508,1140,464,728,173
529,2003,766,258,436,569,1140,667,728,173
524,1868,885,363,436,632,1086,573,728,173
524,1868,870,438,436,632,1083,638,617,176
419,1766,1077,438,436,630,955,792,598,336
419,1727,1116,438,398,630,1028,792,598,336
419,1727,1090,438,398,630,1015,787,598,548
292,1821,1092,438,386,647,1015,783,598,573
288,1628,1310,438,386,647,1014,789,579,623
237,1679,1171,438,386,852,862,849,579,623
206,1701,1178,559,386,853,820,879,579,651
206,1659,1144,606,386,853,795,849,579,673
206,1578,1098,607,391,853,795,863,596,673
207,1496,1180,568,472,864,796,903,596,673
190,1283,1410,622,539,809,796,846,594,673
178,1189,1516,622,539,830,756,846,446,681
236,1099,1606,660,455,832,738,846,365,681
263,959,1747,763,440,833,601,846,364,704
401,863,1843,804,439,829,457,846,364,704
416,863,1843,846,474,829,457,916,364,531
473,848,1871,900,474,786,245,921,137,574
416,866,1911,902,474,695,218,1049,137,1216
656,866,1921,902,474,619,218,952,141,1219
584,870,1989,902,475,619,218,1108,141,1219
583,801,2059,902,581,619,242,1121,141,1219
583,546,2314,902,581,619,242,1159,141,1224
583,543,2317,902,656,630,245,1159,141,1224
583,538,2322,870,656,709,245,1159,141,1229
586,529,2331,860,620,689,269,1161,133,1309
586,529,2139,860,740,793,376,1161,21,1329
586,529,2003,860,742,825,330,1159,21,1329
586,529,2003,738,780,877,418,1099,21,1339
586,529,2003,700,814,816,535,887,47,1339
651,524,1868,678,820,832,546,871,47,1339
679,524,1868,614,863,832,787,806,47,1336
679,419,1766,624,863,953,801,695,47,1176
679,419,1727,624,865,964,996,707,47,1176
679,419,1727,624,953,968,1001,707,52,964
678,292,1821,624,955,965,1001,707,52,939
657,288,1628,624,956,1015,1001,701,52,889
657,237,1679,624,956,900,1001,641,52,889
657,206,1701,569,956,950,1001,611,52,861
657,206,1659,526,956,951,1040,611,52,862
657,206,1578,525,873,951,1204,605,58,1245
656,207,1496,521,792,940,1288,565,58,1250
656,190,1283,466,801,1086,1378,561,70,1300
656,178,1189,466,802,1067,1442,561,190,1305
598,236,1099,428,803,1065,1442,561,263,1305
570,263,959,484,892,1064,1442,561,291,1282
432,401,863,443,885,1058,1442,568,338,1282
417,416,863,395,850,1058,1442,498,480,1312
347,473,848,341,850,1058,1457,493,507,1317
346,416,866,801,902,1058,1509,369,520,695
96,656,866,801,903,1058,1509,311,516,692
96,584,870,801,1132,1071,1512,161,516,740
96,583,801,823,1042,1078,1513,148,516,785
96,583,546,838,1079,1078,1933,110,615,780
96,583,543,838,1006,1067,1967,207,712,780
276,583,538,838,1008,988,1972,214,712,778
355,586,529,838,947,915,1958,212,712,698
372,586,529,838,766,789,1923,212,712,678
443,586,529,838,764,757,1917,212,712,678
558,586,529,838,726,591,1823,216,712,668
646,586,529,838,692,591,1741,201,778,668
601,651,524,755,685,512,1793,201,778,668
597,679,524,744,642,512,1664,201,778,668
684,679,419,743,642,391,1588,218,778,668
689,679,419,763,640,380,1315,206,780,698
689,679,419,807,552,376,1310,206,868,718
689,678,292,810,569,362,1310,206,947,718
689,657,288,834,568,312,1310,205,953,718
689,657,237,926,568,220,1310,235,961,718
689,657,206,884,568,169,1349,288,961,718
689,657,206,880,568,239,1310,289,961,695
689,657,206,880,568,333,1153,332,938,312
689,656,207,874,568,416,1069,483,938,307
689,656,190,874,494,310,979,598,926,275
689,656,178,876,493,320,915,621,806,305
689,598,236,884,500,377,915,657,733,415
689,570,263,744,414,387,915,768,705,975
689,432,401,816,457,452,915,774,658,1200
689,417,416,816,457,580,915,774,530,1185
689,347,473,831,457,637,900,774,503,1197
689,346,416,398,469,637,848,760,490,1212
689,96,656,402,468,637,848,822,585,1332
689,96,584,403,296,624,845,855,614,1284
718,96,583,502,280,617,820,855,660,1250
822,96,583,569,243,617,400,855,583,1250
1028,96,583,637,241,622,364,758,486,1250
849,276,583,671,239,681,384,751,558,1247
779,355,586,706,251,681,383,769,625,1247
899,372,586,706,251,716,311,770,630,1247
844,443,586,713,251,790,319,861,630,1260
750,558,586,967,251,790,328,989,717,1450
735,646,586,1073,251,790,294,1016,635,1450
717,601,651,1124,251,803,231,1020,792,1463
693,597,679,1124,266,815,186,1020,869,1579
611,684,679,1115,336,885,219,1049,914,1624
615,689,679,1095,369,889,219,1116,912,1601
615,689,679,1051,404,892,219,1135,819,1609
615,689,678,1176,385,931,219,1166,806,1694
630,689,657,1176,398,958,219,1183,906,1719
673,689,657,1194,411,963,219,1158,904,1976
675,689,657,1170,411,963,181,1138,904,1976
675,689,657,1170,411,1002,183,1174,904,1976
675,689,657,1180,411,908,176,1123,904,1976
675,689,656,1188,411,825,175,972,904,2036
675,689,656,1291,409,785,175,968,904,2026
675,689,656,1291,411,788,175,971,904,2008
694,689,598,1283,425,731,176,948,904,1898
743,689,570,1264,380,721,176,876,904,1338
847,689,432,1259,337,656,176,1000,904,1161
877,689,417,1266,337,528,176,1003,890,1146
878,689,347,1254,337,471,191,1016,890,1094
977,689,346,1246,295,471,197,1226,890,1067
982,689,96,1303,296,492,201,1238,795,947
982,689,96,1349,238,553,243,1330,766,947
953,718,96,1252,238,587,243,1330,720,941
849,822,96,1170,238,631,243,1331,698,941
645,1028,96,1102,247,651,299,1381,698,941
644,849,276,1068,247,622,406,1381,626,941
641,779,355,1033,235,681,456,1363,559,941
571,899,372,1033,235,648,649,1362,554,1124
686,844,443,1026,235,576,689,1291,554,1114
714,750,558,772,235,576,750,1187,467,977
642,735,646,719,235,603,886,1168,457,990
