Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9,Accum_y-10
1507,891,464,645,1189,1658,527,561,432,534,1289,545,896,295,523,605,760,352,961,438,753,517
1507,889,465,646,1178,1669,527,561,432,471,1352,545,896,295,531,605,734,352,928,493,695,703
1659,889,465,646,1131,1649,594,561,421,248,1460,668,1043,299,518,639,689,352,927,338,713,671
1758,889,465,632,1145,1649,594,561,417,218,1491,670,1121,310,385,684,637,338,739,402,766,647
1805,985,421,509,1312,1649,594,473,408,313,1493,670,947,336,406,761,611,333,490,471,839,640
1768,1082,421,509,1312,1647,596,473,343,338,1533,658,977,369,423,942,609,333,489,522,848,640
1812,1090,421,509,1312,1647,596,473,335,346,1533,608,942,311,394,771,542,333,485,547,795,629
1828,1090,385,545,1312,1647,596,473,303,377,1452,690,927,306,519,740,505,406,421,547,834,558
2000,1042,345,633,1312,1637,606,473,283,397,1449,693,907,293,627,806,506,409,416,552,828,403
2010,780,612,633,1312,1299,944,473,283,389,1434,562,901,271,708,788,457,509,423,552,810,366
2055,716,722,633,1282,1296,977,473,275,395,1355,504,990,270,804,845,569,615,422,561,842,366
2052,710,731,633,1247,1326,980,459,243,441,1329,511,964,269,858,797,618,592,422,561,852,365
2060,533,908,633,1247,1326,900,539,208,476,1329,478,846,268,1013,671,668,624,485,563,852,363
2065,531,868,675,1247,1309,871,585,208,476,1316,491,799,266,1046,628,674,624,485,573,854,381
1789,839,873,675,1246,1269,841,639,219,482,1316,478,555,266,1134,629,674,680,565,573,843,381
1767,839,896,675,1079,1414,765,657,299,472,1307,497,526,266,1138,639,674,690,580,573,811,418
1734,863,905,675,1079,1372,805,654,304,471,1292,513,518,266,1108,642,670,690,580,647,789,418
1675,865,962,675,1079,1298,879,647,298,476,1300,424,515,266,1034,802,634,690,628,665,715,496
1675,749,1078,675,1079,1245,932,647,297,462,1315,424,528,207,1034,955,634,680,636,680,651,555
1683,715,1090,701,1079,1164,1012,646,299,462,1314,425,528,126,1035,955,640,680,695,675,742,561
1687,713,912,888,1079,1164,1012,564,366,477,1166,573,528,124,944,955,642,826,697,632,733,563
1719,709,920,888,953,902,1400,525,404,423,1101,693,544,124,909,955,648,832,758,572,594,563
1538,890,920,888,316,1349,1590,499,430,423,1016,778,545,124,909,955,657,856,782,539,607,563
1292,1136,920,587,607,1303,1646,370,559,423,858,936,545,124,924,959,720,855,776,486,619,565
1286,1144,920,587,604,1305,1647,370,559,423,857,937,545,120,888,1143,729,873,885,482,629,592
1218,1214,889,574,646,1209,1745,370,559,421,858,925,545,96,888,1155,737,873,851,520,592,592
1080,1352,882,573,650,1194,1764,349,580,387,828,989,668,97,890,1187,737,893,927,518,592,624
951,1470,891,523,702,1191,1767,300,629,373,799,1032,670,97,891,1189,737,937,929,542,616,673
914,1507,891,523,702,1155,1803,300,629,364,678,1146,670,97,893,1349,573,946,929,569,499,717
928,1507,891,482,740,1158,1603,500,626,367,661,1162,658,93,893,1453,570,946,947,593,481,695
928,1507,891,479,724,1170,1587,523,615,378,661,1162,608,87,930,1547,550,716,946,593,440,680
997,1507,891,464,645,1189,1658,527,561,432,534,1289,690,95,915,1547,527,707,947,593,438,678
997,1507,889,465,646,1178,1669,527,561,432,471,1352,693,116,848,1558,553,826,924,499,457,501
845,1659,889,465,646,1131,1649,594,561,421,248,1460,562,167,850,1538,508,1158,906,607,452,492
746,1758,889,465,632,1145,1649,594,561,417,218,1491,504,579,849,1549,561,1221,993,619,399,432
617,1805,985,421,509,1312,1649,594,473,408,313,1493,511,589,832,1473,654,1252,1105,666,326,409
557,1768,1082,421,509,1312,1647,596,473,343,338,1533,478,564,820,1367,778,1270,1122,671,317,409
511,1812,1090,421,509,1312,1647,596,473,335,346,1533,491,698,821,1388,848,1373,1128,668,317,409
497,1828,1090,385,545,1312,1647,596,473,303,377,1452,478,708,722,1416,842,1403,1196,668,275,409
325,2000,1042,345,633,1312,1637,606,473,283,397,1449,497,784,754,1408,841,1452,1279,699,275,409
310,2010,780,612,633,1312,1299,944,473,283,389,1434,513,784,702,1425,854,1500,1278,699,274,409
219,2055,716,722,633,1282,1296,977,473,275,395,1355,424,788,612,1467,743,1412,1278,689,228,409
219,2052,710,731,633,1247,1326,980,459,243,441,1329,424,860,559,1437,694,1394,1320,689,218,415
211,2060,533,908,633,1247,1326,900,539,208,476,1329,425,1055,410,1438,644,1362,1292,687,218,433
234,2065,531,868,675,1247,1309,871,585,208,476,1316,573,1208,388,1438,636,1362,1293,677,216,549
197,1789,839,873,675,1246,1269,841,639,219,482,1316,693,1302,306,1437,641,1306,1213,677,216,648
196,1767,839,896,675,1079,1414,765,657,299,472,1307,778,1608,302,1427,641,1296,1198,689,216,612
196,1734,863,905,675,1079,1372,805,654,304,471,1292,936,1659,332,1424,637,1296,1242,680,272,612
196,1675,865,962,675,1079,1298,879,647,298,476,1300,937,1671,347,1262,637,1296,1194,667,356,534
279,1675,749,1078,675,1079,1245,932,647,297,462,1315,925,1669,377,1107,643,1296,1186,660,440,475
267,1683,715,1090,701,1079,1164,1012,646,299,462,1314,989,1690,480,1112,642,1296,1127,680,344,477
256,1687,713,912,888,1079,1164,1012,564,366,477,1166,1032,1719,495,1119,661,1150,1045,680,344,574
328,1719,709,920,888,953,902,1400,525,404,423,1101,1146,1737,577,1143,657,1144,947,680,344,587
328,1538,890,920,888,316,1349,1590,499,430,423,1016,1162,1758,717,1316,630,1106,918,672,346,587
358,1292,1136,920,587,607,1303,1646,370,559,423,858,1162,1776,809,1323,567,1106,892,672,365,608
441,1286,1144,920,587,604,1305,1647,370,559,423,857,1289,1779,883,1214,557,1088,633,672,402,581
440,1218,1214,889,574,646,1209,1745,370,559,421,858,1352,1779,884,1217,541,1088,606,634,419,585
443,1080,1352,882,573,650,1194,1764,349,580,387,828,1460,1778,882,1180,541,1090,529,642,419,553
614,951,1470,891,523,702,1191,1767,300,629,373,799,1491,1783,883,1209,541,1047,527,645,395,588
626,914,1507,891,523,702,1155,1803,300,629,364,678,1493,1826,887,1049,541,1040,527,629,411,567
612,928,1507,891,482,740,1158,1603,500,626,367,661,1533,1841,889,1079,541,1108,502,606,411,567
613,928,1507,891,479,724,1170,1587,523,615,378,661,1533,1872,852,1040,541,1111,627,640,411,565
544,997,1507,891,464,645,1189,1658,527,561,432,534,1452,1883,851,1127,520,1108,705,704,433,521
624,997,1507,889,465,646,1178,1669,527,561,432,471,1449,2057,901,1119,444,989,803,721,441,521
640,845,1659,889,465,646,1131,1649,594,561,421,248,1434,2057,1010,1106,436,657,832,595,428,522
688,746,1758,889,465,632,1145,1649,594,561,417,218,1355,1690,1092,1050,383,610,757,502,433,522
702,617,1805,985,421,509,1312,1649,594,473,408,313,1329,1871,1091,1049,290,580,714,386,433,522
816,557,1768,1082,421,509,1312,1647,596,473,343,338,1329,1902,1086,974,169,667,707,336,485,538
821,511,1812,1090,421,509,1312,1647,596,473,335,346,1316,1787,1314,919,99,588,777,314,485,576
829,497,1828,1090,385,545,1312,1647,596,473,303,377,1316,1792,1335,886,98,546,709,314,486,577
906,325,2000,1042,345,633,1312,1637,606,473,283,397,1307,1719,1203,802,98,497,704,278,517,660
917,310,2010,780,612,633,1312,1299,944,473,283,389,1292,1719,1293,798,85,389,706,278,517,683
942,219,2055,716,722,633,1282,1296,977,473,275,395,1300,1715,1287,706,84,367,735,278,532,703
942,219,2052,710,731,633,1247,1326,980,459,243,441,1315,1654,1306,692,84,411,731,319,538,901
945,211,2060,533,908,633,1247,1326,900,539,208,476,1314,1464,1325,691,84,430,698,319,578,1050
938,234,2065,531,868,675,1247,1309,871,585,208,476,1166,1311,1365,709,84,430,704,319,578,1017
990,197,1789,839,873,675,1246,1269,841,639,219,482,1101,1217,1364,709,88,434,712,319,578,985
1012,196,1767,839,896,675,1079,1414,765,657,299,472,1016,911,1415,709,88,448,712,307,578,1026
1013,196,1734,863,905,675,1079,1372,805,654,304,471,858,860,1384,774,88,534,668,247,522,1079
1013,196,1675,865,962,675,1079,1298,879,647,298,476,857,852,1369,845,81,654,746,374,515,1118
930,279,1675,749,1078,675,1079,1245,932,647,297,462,858,897,1359,845,263,683,904,374,513,1127
987,267,1683,715,1090,701,1079,1164,1012,646,299,462,828,948,1255,840,365,690,959,354,506,1179
1003,256,1687,713,912,888,1079,1164,1012,564,366,477,799,1015,1248,833,356,694,1014,380,650,1086
895,328,1719,709,920,888,953,902,1400,525,404,423,678,1006,1166,815,354,748,1015,387,650,1073
960,328,1538,890,920,888,316,1349,1590,499,430,423,661,985,1026,645,381,803,1015,387,635,1073
935,358,1292,1136,920,587,607,1303,1646,370,559,423,661,967,919,634,750,803,1015,387,608,1050
861,441,1286,1144,920,587,604,1305,1647,370,559,423,534,964,844,602,750,815,1015,387,562,1072
910,440,1218,1214,889,574,646,1209,1745,370,559,421,471,973,868,549,750,815,1015,391,545,1080
943,443,1080,1352,882,573,650,1194,1764,349,580,387,248,973,898,549,750,793,1015,384,545,1102
772,614,951,1470,891,523,702,1191,1767,300,629,373,218,968,896,519,750,792,1036,357,545,1026
760,626,914,1507,891,523,702,1155,1803,300,629,364,313,925,900,535,750,790,1036,346,530,1016
760,612,928,1507,891,482,740,1158,1603,500,626,367,338,941,928,468,750,722,1039,345,528,1017
759,613,928,1507,891,479,724,1170,1587,523,615,378,346,904,928,417,750,746,914,311,530,1017
792,544,997,1507,891,464,645,1189,1658,527,561,432,377,903,928,351,736,780,836,247,525,1049
