Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8,Accum_y-9
478,977,951,407,1402,877,754,1193,192,564,820,1367,778,1270,1122,671,317,409
491,942,986,296,1392,980,772,1186,198,698,821,1388,848,1373,1128,668,317,409
478,927,1014,290,1339,1038,695,1264,161,708,722,1416,842,1403,1196,668,275,409
497,907,1034,287,1340,961,708,1330,133,784,754,1408,841,1452,1279,699,275,409
513,901,1040,287,1197,1062,750,1330,133,784,702,1425,854,1500,1278,699,274,409
424,990,1040,281,1194,1071,748,1327,119,788,612,1467,743,1412,1278,689,228,409
424,964,1066,281,1191,1074,717,1358,119,860,559,1437,694,1394,1320,689,218,415
425,846,1184,281,1106,1159,717,1303,174,1055,410,1438,644,1362,1292,687,218,433
573,799,1170,342,906,1215,819,1297,218,1208,388,1438,636,1362,1293,677,216,549
693,555,1373,383,610,1508,822,1275,238,1302,306,1437,641,1306,1213,677,216,648
778,526,1402,383,459,1592,889,1196,317,1608,302,1427,641,1296,1198,689,216,612
936,518,1397,390,443,1614,889,1196,317,1659,332,1424,637,1296,1242,680,272,612
937,515,1380,410,438,1609,857,1238,316,1671,347,1262,637,1296,1194,667,356,534
925,528,1336,454,437,1480,963,1262,316,1669,377,1107,643,1296,1186,660,440,475
989,528,1336,454,437,1480,960,1265,316,1690,480,1112,642,1296,1127,680,344,477
1032,528,1336,454,437,1479,954,1260,312,1719,495,1119,661,1150,1045,680,344,574
1146,544,1336,446,445,1462,970,1238,252,1737,577,1143,657,1144,947,680,344,587
1162,545,1336,315,551,1281,1165,1182,318,1758,717,1316,630,1106,918,672,346,587
1162,545,1316,335,551,1247,1083,1258,358,1776,809,1323,567,1106,892,672,365,608
1289,545,1275,323,604,1246,1084,1214,402,1779,883,1214,557,1088,633,672,402,581
1352,545,1275,322,605,1246,1084,1193,423,1779,884,1217,541,1088,606,634,419,585
1460,668,1248,349,608,1178,1152,1099,517,1778,882,1180,541,1090,529,642,419,553
1491,670,1180,418,608,1178,1152,1004,612,1783,883,1209,541,1047,527,645,395,588
1493,670,931,667,426,1360,1152,926,690,1826,887,1049,541,1040,527,629,411,567
1533,658,882,728,394,1392,1152,770,846,1841,889,1079,541,1108,502,606,411,567
1533,608,896,763,395,1390,1154,701,915,1872,852,1040,541,1111,627,640,411,565
1452,690,896,763,357,1375,1206,700,917,1883,851,1127,520,1108,705,704,433,521
