Average Fitness 	  Best Individual
NaN	 720.8188716710348
Infinity	 720.9236511452992
732.4059189632275	 577.8984861897825
713.1991201675219	 577.8984861897825
729.490745030086	 720.9236511452992
689.5028462114876	 577.8984861897825
651.4991975767233	 577.8984861897825
667.0392697026801	 577.8984861897825
649.4110686675408	 577.8984861897825
649.4110686675408	 577.8984861897825
681.3417861982318	 577.8984861897825
667.8420526711077	 558.3667268763829
604.7724588948811	 558.3667268763829
653.4998833188566	 558.3667268763829
697.9127865493155	 558.3667268763829
672.4345509824143	 558.3667268763829
657.4062351815365	 558.3667268763829
640.3709883161671	 558.3667268763829
622.3259640559377	 558.3667268763829
660.263629151901	 558.3667268763829
622.9416743964133	 558.3667268763829
637.244190891965	 558.3667268763829
644.6236470654851	 558.3667268763829
815.3436260013366	 558.3667268763829
604.1170956977061	 558.3667268763829
677.7507422597439	 558.3667268763829
581.6126744054458	 558.3667268763829
722.4972729875038	 558.3667268763829
649.4608839116061	 557.0402514306757
738.8974052168259	 557.0402514306757
626.7465343571611	 557.0402514306757
61248.30588780846	 557.0402514306757
780.9591898822325	 557.0402514306757
678.5066118919679	 557.0402514306757
732.8078998748872	 557.0402514306757
696.3948720969977	 557.0402514306757
661.1165407930982	 557.0402514306757
645.1478601545745	 557.0402514306757
608.6436954194627	 557.0402514306757
751.1090859894667	 557.0402514306757
698.111253046759	 557.0402514306757
617.9469499260607	 557.0402514306757
647.540489306975	 557.0402514306757
725.2730402428417	 557.0402514306757
803.4709040477322	 557.0402514306757
665.0465008166918	 557.0402514306757
683.6486491348264	 557.0402514306757
777.9647545397788	 557.0402514306757
707.5743483987178	 557.0402514306757
738.0950771885218	 557.0402514306757
