Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1,Accum_y-2,Accum_y-3
758,565,265,543,516,428,452,713,456,1278,640,1046,461
660,607,318,544,513,433,399,766,456,1278,433,1046,461
649,590,340,550,513,433,326,839,456,1278,224,1131,465
649,584,342,554,461,485,317,848,456,1271,222,1123,488
649,584,336,560,461,485,317,795,509,1252,295,1161,504
649,584,336,560,460,486,275,834,512,1252,208,1161,517
649,584,323,573,429,517,275,828,518,1252,299,1120,523
556,677,302,594,429,517,274,810,537,1229,291,1108,510
468,766,302,529,479,532,228,842,551,1229,291,1240,474
468,766,302,484,518,538,218,852,551,1229,291,1240,476
468,726,342,369,593,578,218,852,420,1233,291,1234,476
468,685,383,236,726,578,216,854,414,1239,291,1230,476
468,685,383,217,745,578,216,843,425,1167,305,983,367
468,662,406,216,746,578,216,811,456,1081,326,713,367
343,723,470,216,746,522,272,789,478,1053,326,713,367
339,721,476,216,666,515,356,715,552,1056,327,683,367
338,722,476,187,605,513,440,651,624,875,423,645,351
323,737,460,190,609,506,344,742,645,836,423,645,339
323,734,463,129,526,650,344,733,618,641,444,555,333
325,733,455,106,558,650,344,594,757,641,444,555,322
326,624,564,106,558,635,346,607,746,539,444,555,311
326,563,568,162,555,608,365,619,743,518,444,555,311
376,563,545,184,555,562,402,629,724,537,444,555,330
334,796,551,189,555,545,419,592,643,654,444,458,330
392,796,500,227,568,545,419,592,638,620,431,484,330
456,796,475,252,568,545,395,616,598,562,484,523,340
505,796,475,252,567,530,411,499,715,539,587,549,408
505,796,475,252,567,528,411,481,713,549,568,537,492
493,772,545,252,565,530,411,440,753,453,606,611,474
507,749,568,252,548,525,433,438,753,427,548,594,415
759,740,559,263,553,500,441,457,695,456,548,570,406
772,758,565,265,543,516,428,452,713,456,623,570,270
848,660,607,318,544,513,433,399,766,456,671,570,270
848,649,590,340,550,513,433,326,839,456,695,481,274
848,649,584,342,554,461,485,317,848,456,705,481,465
848,649,584,336,560,461,485,317,795,509,634,443,449
848,649,584,336,560,460,486,275,834,512,614,443,436
848,649,584,323,573,429,517,275,828,518,523,442,524
848,556,677,302,594,429,517,274,810,537,523,442,538
847,468,766,302,529,479,532,228,842,551,523,274,541
847,468,766,302,484,518,538,218,852,551,523,281,539
847,468,726,342,369,593,578,218,852,420,525,281,561
957,468,685,383,236,726,578,216,854,414,661,217,561
957,468,685,383,217,745,578,216,843,425,715,217,561
1024,468,662,406,216,746,578,216,811,456,724,232,561
1024,343,723,470,216,746,522,272,789,478,776,392,561
1024,339,721,476,216,666,515,356,715,552,775,392,561
1027,338,722,476,187,605,513,440,651,624,679,392,564
1076,323,737,460,190,609,506,344,742,645,679,396,569
1093,323,734,463,129,526,650,344,733,618,681,398,571
1091,325,733,455,106,558,650,344,594,757,689,471,571
1134,326,624,564,106,558,635,346,607,746,689,493,571
1273,326,563,568,162,555,608,365,619,743,689,493,571
1657,376,563,545,184,555,562,402,629,724,689,493,547
1456,334,796,551,189,555,545,419,592,643,689,532,557
1398,392,796,500,227,568,545,419,592,638,689,506,598
1334,456,796,475,252,568,545,395,616,598,636,467,605
1285,505,796,475,252,567,530,411,499,715,533,441,600
1286,505,796,475,252,567,528,411,481,713,525,417,555
1252,493,772,545,252,565,530,411,440,753,506,322,593
1297,507,749,568,252,548,525,433,438,753,506,322,577
1045,759,740,559,263,553,500,441,457,695,506,322,594
1055,772,758,565,265,543,516,428,452,713,454,322,594
1007,848,660,607,318,544,513,433,399,766,406,322,596
1007,848,649,590,340,550,513,433,326,839,382,322,622
1007,848,649,584,342,554,461,485,317,848,499,322,466
1019,848,649,584,336,560,461,485,317,795,497,322,469
1032,848,649,584,336,560,460,486,275,834,567,322,467
1135,848,649,584,323,573,429,517,275,828,654,322,373
1249,848,556,677,302,594,429,517,274,810,682,322,359
1249,847,468,766,302,529,479,532,228,842,682,322,356
1249,847,468,766,302,484,518,538,218,852,863,315,356
1249,847,468,726,342,369,593,578,218,852,900,494,334
1139,957,468,685,383,236,726,578,216,854,995,623,334
1160,957,468,685,383,217,745,578,216,843,927,623,363
1093,1024,468,662,406,216,746,578,216,811,1010,608,371
1093,1024,343,723,470,216,746,522,272,789,982,448,424
1093,1024,339,721,476,216,666,515,356,715,982,448,427
1092,1027,338,722,476,187,605,513,440,651,983,448,464
1044,1076,323,737,460,190,609,506,344,742,1022,444,542
1087,1093,323,734,463,129,526,650,344,733,1097,442,544
1087,1091,325,733,455,106,558,650,344,594,1112,369,663
1043,1134,326,624,564,106,558,635,346,607,1124,347,956
904,1273,326,563,568,162,555,608,365,619,1221,356,967
470,1657,376,563,545,184,555,562,402,629,1249,506,1206
469,1456,334,796,551,189,555,545,419,592,1278,473,1196
469,1398,392,796,500,227,568,545,419,592,1278,473,1155
469,1334,456,796,475,252,568,545,395,616,1278,473,1138
469,1285,505,796,475,252,567,530,411,499,1278,473,1075
468,1286,505,796,475,252,567,528,411,481,1271,473,1055
468,1252,493,772,545,252,565,530,411,440,1252,473,1043
409,1297,507,749,568,252,548,525,433,438,1252,473,1043
409,1045,759,740,559,263,553,500,441,457,1252,482,1024
354,1055,772,758,565,265,543,516,428,452,1229,629,1024
326,1007,848,660,607,318,544,513,433,399,1229,629,1022
327,1007,848,649,590,340,550,513,433,326,1229,629,989
658,1007,848,649,584,342,554,461,485,317,1233,658,1126
759,1019,848,649,584,336,560,461,485,317,1239,658,1123
776,1032,848,649,584,336,560,460,486,275,1167,658,1123
673,1135,848,649,584,323,573,429,517,275,1081,658,1123
560,1249,848,556,677,302,594,429,517,274,1053,658,1123
610,1249,847,468,766,302,529,479,532,228,1056,658,1123
652,1249,847,468,766,302,484,518,538,218,875,658,1123
652,1249,847,468,726,342,369,593,578,218,836,479,1123
652,1139,957,468,685,383,236,726,578,216,641,350,1123
631,1160,957,468,685,383,217,745,578,216,641,350,1094
631,1093,1024,468,662,406,216,746,578,216,539,350,1086
631,1093,1024,343,723,470,216,746,522,272,518,350,1033
631,1093,1024,339,721,476,216,666,515,356,537,382,1144
629,1092,1027,338,722,476,187,605,513,440,654,388,1112
628,1044,1076,323,737,460,190,609,506,344,620,388,1029
575,1087,1093,323,734,463,129,526,650,344,562,388,1060
575,1087,1091,325,733,455,106,558,650,344,539,388,1025
586,1043,1134,326,624,564,106,558,635,346,549,390,742
596,904,1273,326,563,568,162,555,608,365,453,400,731
613,470,1657,376,563,545,184,555,562,402,427,250,492
652,469,1456,334,796,551,189,555,545,419,456,244,492
825,469,1398,392,796,500,227,568,545,419,456,285,492
842,469,1334,456,796,475,252,568,545,395,456,369,492
842,469,1285,505,796,475,252,567,530,411,456,399,493
842,468,1286,505,796,475,252,567,528,411,456,399,474
842,468,1252,493,772,545,252,565,530,411,509,410,502
842,409,1297,507,749,568,252,548,525,433,512,481,515
842,409,1045,759,740,559,263,553,500,441,518,627,515
842,354,1055,772,758,565,265,543,516,428,537,517,515
843,326,1007,848,660,607,318,544,513,433,551,517,515
842,327,1007,848,649,590,340,550,513,433,551,518,514
511,658,1007,848,649,584,342,554,461,485,420,491,319
398,759,1019,848,649,584,336,560,461,485,414,491,337
368,776,1032,848,649,584,336,560,460,486,425,491,340
368,673,1135,848,649,584,323,573,429,517,456,491,340
367,560,1249,848,556,677,302,594,429,517,478,491,370
317,610,1249,847,468,766,302,529,479,532,552,491,496
275,652,1249,847,468,766,302,484,518,538,624,491,550
280,652,1249,847,468,726,342,369,593,578,645,491,581
323,652,1139,957,468,685,383,236,726,578,618,491,581
383,631,1160,957,468,685,383,217,745,578,757,491,596
424,631,1093,1024,468,662,406,216,746,578,746,491,703
477,631,1093,1024,343,723,470,216,746,522,743,491,950
481,631,1093,1024,339,721,476,216,666,515,724,459,871
481,629,1092,1027,338,722,476,187,605,513,643,453,905
483,628,1044,1076,323,737,460,190,609,506,638,453,1257
476,575,1087,1093,323,734,463,129,526,650,598,453,1400
476,575,1087,1091,325,733,455,106,558,650,715,453,1421
465,586,1043,1134,326,624,564,106,558,635,713,473,1411
455,596,904,1273,326,563,568,162,555,608,753,471,1412
438,613,470,1657,376,563,545,184,555,562,753,517,1413
493,652,469,1456,334,796,551,189,555,545,695,703,1416
338,825,469,1398,392,796,500,227,568,545,713,671,1465
402,842,469,1334,456,796,475,252,568,545,766,647,1651
471,842,469,1285,505,796,475,252,567,530,839,640,1702
522,842,468,1286,505,796,475,252,567,528,848,640,1720
547,842,468,1252,493,772,545,252,565,530,795,629,1666
547,842,409,1297,507,749,568,252,548,525,834,558,1716
552,842,409,1045,759,740,559,263,553,500,828,403,1739
552,842,354,1055,772,758,565,265,543,516,810,366,1857
561,843,326,1007,848,660,607,318,544,513,842,366,1886
561,842,327,1007,848,649,590,340,550,513,852,365,2073
563,511,658,1007,848,649,584,342,554,461,852,363,2089
573,398,759,1019,848,649,584,336,560,461,854,381,2072
573,368,776,1032,848,649,584,336,560,460,843,381,2111
573,368,673,1135,848,649,584,323,573,429,811,418,2138
647,367,560,1249,848,556,677,302,594,429,789,418,2154
665,317,610,1249,847,468,766,302,529,479,715,496,2127
680,275,652,1249,847,468,766,302,484,518,651,555,2080
675,280,652,1249,847,468,726,342,369,593,742,561,2049
632,323,652,1139,957,468,685,383,236,726,733,563,2049
572,383,631,1160,957,468,685,383,217,745,594,563,2034
539,424,631,1093,1024,468,662,406,216,746,607,563,1984
486,477,631,1093,1024,343,723,470,216,746,619,565,1742
482,481,631,1093,1024,339,721,476,216,666,629,592,1731
520,481,629,1092,1027,338,722,476,187,605,592,592,1697
518,483,628,1044,1076,323,737,460,190,609,592,624,1406
542,476,575,1087,1093,323,734,463,129,526,616,673,1228
569,476,575,1087,1091,325,733,455,106,558,499,717,1123
593,465,586,1043,1134,326,624,564,106,558,481,695,1132
593,455,596,904,1273,326,563,568,162,555,440,680,1141
593,438,613,470,1657,376,563,545,184,555,438,678,1144
499,493,652,469,1456,334,796,551,189,555,457,501,1209
607,338,825,469,1398,392,796,500,227,568,452,492,1188
619,402,842,469,1334,456,796,475,252,568,399,432,1005
666,471,842,469,1285,505,796,475,252,567,326,409,953
671,522,842,468,1286,505,796,475,252,567,317,409,935
668,547,842,468,1252,493,772,545,252,565,317,409,935
668,547,842,409,1297,507,749,568,252,548,275,409,872
699,552,842,409,1045,759,740,559,263,553,275,409,849
699,552,842,354,1055,772,758,565,265,543,274,409,731
689,561,843,326,1007,848,660,607,318,544,228,409,702
689,561,842,327,1007,848,649,590,340,550,218,415,515
687,563,511,658,1007,848,649,584,342,554,218,433,504
677,573,398,759,1019,848,649,584,336,560,216,549,504
677,573,368,776,1032,848,649,584,336,560,216,648,469
689,573,368,673,1135,848,649,584,323,573,216,612,479
680,647,367,560,1249,848,556,677,302,594,272,612,437
667,665,317,610,1249,847,468,766,302,529,356,534,338
660,680,275,652,1249,847,468,766,302,484,440,475,331
680,675,280,652,1249,847,468,726,342,369,344,477,331
680,632,323,652,1139,957,468,685,383,236,344,574,387
680,572,383,631,1160,957,468,685,383,217,344,587,412
672,539,424,631,1093,1024,468,662,406,216,346,587,511
672,486,477,631,1093,1024,343,723,470,216,365,608,509
672,482,481,631,1093,1024,339,721,476,216,402,581,524
634,520,481,629,1092,1027,338,722,476,187,419,585,530
642,518,483,628,1044,1076,323,737,460,190,419,553,572
645,542,476,575,1087,1093,323,734,463,129,395,588,619
629,569,476,575,1087,1091,325,733,455,106,411,567,624
606,593,465,586,1043,1134,326,624,564,106,411,567,758
640,593,455,596,904,1273,326,563,568,162,411,565,841
704,593,438,613,470,1657,376,563,545,184,433,521,875
721,499,493,652,469,1456,334,796,551,189,441,521,1048
595,607,338,825,469,1398,392,796,500,227,428,522,1354
502,619,402,842,469,1334,456,796,475,252,433,522,1398
386,666,471,842,469,1285,505,796,475,252,433,522,1532
336,671,522,842,468,1286,505,796,475,252,485,538,1532
314,668,547,842,468,1252,493,772,545,252,485,576,1532
314,668,547,842,409,1297,507,749,568,252,486,577,1532
278,699,552,842,409,1045,759,740,559,263,517,660,1532
278,699,552,842,354,1055,772,758,565,265,517,683,1532
278,689,561,843,326,1007,848,660,607,318,532,703,1532
319,689,561,842,327,1007,848,649,590,340,538,901,1532
319,687,563,511,658,1007,848,649,584,342,578,1050,1527
319,677,573,398,759,1019,848,649,584,336,578,1017,1528
319,677,573,368,776,1032,848,649,584,336,578,985,1521
307,689,573,368,673,1135,848,649,584,323,578,1026,1493
247,680,647,367,560,1249,848,556,677,302,522,1079,1489
374,667,665,317,610,1249,847,468,766,302,515,1118,1489
374,660,680,275,652,1249,847,468,766,302,513,1127,1489
354,680,675,280,652,1249,847,468,726,342,506,1179,1517
380,680,632,323,652,1139,957,468,685,383,650,1086,1506
387,680,572,383,631,1160,957,468,685,383,650,1073,1500
387,672,539,424,631,1093,1024,468,662,406,635,1073,1372
387,672,486,477,631,1093,1024,343,723,470,608,1050,1371
387,672,482,481,631,1093,1024,339,721,476,562,1072,1332
391,634,520,481,629,1092,1027,338,722,476,545,1080,1318
384,642,518,483,628,1044,1076,323,737,460,545,1102,1241
357,645,542,476,575,1087,1093,323,734,463,545,1026,1213
346,629,569,476,575,1087,1091,325,733,455,530,1016,1279
345,606,593,465,586,1043,1134,326,624,564,528,1017,1151
311,640,593,455,596,904,1273,326,563,568,530,1017,1058
247,704,593,438,613,470,1657,376,563,545,525,1049,1020
230,721,499,493,652,469,1456,334,796,551,500,1091,782
230,595,607,338,825,469,1398,392,796,500,516,1091,550
230,502,619,402,842,469,1334,456,796,475,513,1091,564
230,386,666,471,842,469,1285,505,796,475,513,1091,437
224,336,671,522,842,468,1286,505,796,475,461,1075,438
224,314,668,547,842,468,1252,493,772,545,461,1042,438
225,314,668,547,842,409,1297,507,749,568,460,1082,443
246,278,699,552,842,409,1045,759,740,559,429,1059,445
258,278,699,552,842,354,1055,772,758,565,429,1036,445
270,278,689,561,843,326,1007,848,660,607,479,1021,445
229,319,689,561,842,327,1007,848,649,590,518,817,445
239,319,687,563,511,658,1007,848,649,584,593,650,445
239,319,677,573,398,759,1019,848,649,584,726,549,443
240,319,677,573,368,776,1032,848,649,584,745,482,443
431,307,689,573,368,673,1135,848,649,584,746,440,434
444,247,680,647,367,560,1249,848,556,677,746,387,434
339,374,667,665,317,610,1249,847,468,766,666,348,434
427,374,660,680,275,652,1249,847,468,766,605,339,434
433,354,680,675,280,652,1249,847,468,726,609,279,406
417,380,680,632,323,652,1139,957,468,685,526,273,361
446,387,680,572,383,631,1160,957,468,685,558,273,342
446,387,672,539,424,631,1093,1024,468,662,558,293,314
446,387,672,486,477,631,1093,1024,343,723,555,293,312
446,387,672,482,481,631,1093,1024,339,721,555,273,312
442,391,634,520,481,629,1092,1027,338,722,555,292,312
441,384,642,518,483,628,1044,1076,323,737,568,271,286
464,357,645,542,476,575,1087,1093,323,734,568,271,267
486,346,629,569,476,575,1087,1091,325,733,567,314,198
515,345,606,593,465,586,1043,1134,326,624,567,313,324
522,311,640,593,455,596,904,1273,326,563,565,313,366
674,247,704,593,438,613,470,1657,376,563,548,281,367
674,230,721,499,493,652,469,1456,334,796,553,230,364
675,230,595,607,338,825,469,1398,392,796,543,235,262
687,230,502,619,402,842,469,1334,456,796,544,241,329
691,230,386,666,471,842,469,1285,505,796,550,266,322
762,224,336,671,522,842,468,1286,505,796,554,266,321
822,224,314,668,547,842,468,1252,493,772,560,263,321
832,225,314,668,547,842,409,1297,507,749,560,228,316
817,246,278,699,552,842,409,1045,759,740,573,168,317
805,258,278,699,552,842,354,1055,772,758,594,255,317
793,270,278,689,561,843,326,1007,848,660,529,251,317
793,229,319,689,561,842,327,1007,848,649,484,251,317
783,239,319,687,563,511,658,1007,848,649,369,251,317
783,239,319,677,573,398,759,1019,848,649,236,251,317
782,240,319,677,573,368,776,1032,848,649,217,251,317
591,431,307,689,573,368,673,1135,848,649,216,251,317
573,444,247,680,647,367,560,1249,848,556,216,290,317
591,339,374,667,665,317,610,1249,847,468,216,362,317
516,427,374,660,680,275,652,1249,847,468,187,396,317
510,433,354,680,675,280,652,1249,847,468,190,443,317
500,417,380,680,632,323,652,1139,957,468,129,447,317
634,446,387,680,572,383,631,1160,957,468,106,447,317
717,446,387,672,539,424,631,1093,1024,468,106,427,402
721,446,387,672,486,477,631,1093,1024,343,162,427,438
768,446,387,672,482,481,631,1093,1024,339,184,425,438
805,442,391,634,520,481,629,1092,1027,338,189,394,440
875,441,384,642,518,483,628,1044,1076,323,227,393,440
958,464,357,645,542,476,575,1087,1093,323,252,385,471
950,486,346,629,569,476,575,1087,1091,325,252,329,469
1056,515,345,606,593,465,586,1043,1134,326,252,329,422
1104,522,311,640,593,455,596,904,1273,326,252,415,409
977,674,247,704,593,438,613,470,1657,376,252,417,409
977,674,230,721,499,493,652,469,1456,334,263,453,409
976,675,230,595,607,338,825,469,1398,392,265,517,410
964,687,230,502,619,402,842,469,1334,456,318,526,282
960,691,230,386,666,471,842,469,1285,505,340,512,282
889,762,224,336,671,522,842,468,1286,505,342,529,282
829,822,224,314,668,547,842,468,1252,493,336,527,282
818,832,225,314,668,547,842,409,1297,507,336,523,285
815,817,246,278,699,552,842,409,1045,759,323,523,282
823,805,258,278,699,552,842,354,1055,772,302,436,282
846,793,270,278,689,561,843,326,1007,848,302,435,282
856,793,229,319,689,561,842,327,1007,848,302,435,282
915,783,239,319,687,563,511,658,1007,848,342,435,282
922,783,239,319,677,573,398,759,1019,848,383,435,282
922,782,240,319,677,573,368,776,1032,848,383,443,282
922,591,431,307,689,573,368,673,1135,848,406,472,282
922,573,444,247,680,647,367,560,1249,848,470,515,282
877,591,339,374,667,665,317,610,1249,847,476,446,282
906,516,427,374,660,680,275,652,1249,847,476,412,283
906,510,433,354,680,675,280,652,1249,847,460,514,284
906,500,417,380,680,632,323,652,1139,957,463,510,284
736,634,446,387,680,572,383,631,1160,957,455,510,284
653,717,446,387,672,539,424,631,1093,1024,564,510,202
682,721,446,387,672,486,477,631,1093,1024,568,510,287
635,768,446,387,672,482,481,631,1093,1024,545,542,299
598,805,442,391,634,520,481,629,1092,1027,551,563,326
528,875,441,384,642,518,483,628,1044,1076,500,569,370
520,958,464,357,645,542,476,575,1087,1093,475,569,518
517,950,486,346,629,569,476,575,1087,1091,475,571,525
382,1056,515,345,606,593,465,586,1043,1134,475,571,432
327,1104,522,311,640,593,455,596,904,1273,545,523,403
302,977,674,247,704,593,438,613,470,1657,568,538,402
317,977,674,230,721,499,493,652,469,1456,559,503,402
317,976,675,230,595,607,338,825,469,1398,565,502,401
317,964,687,230,502,619,402,842,469,1334,607,694,401
427,960,691,230,386,666,471,842,469,1285,590,892,405
432,889,762,224,336,671,522,842,468,1286,584,877,413
432,829,822,224,314,668,547,842,468,1252,584,877,413
432,818,832,225,314,668,547,842,409,1297,584,984,410
557,815,817,246,278,699,552,842,409,1045,584,984,452
571,823,805,258,278,699,552,842,354,1055,677,992,464
548,846,793,270,278,689,561,843,326,1007,766,992,500
538,856,793,229,319,689,561,842,327,1007,766,992,500
876,915,783,239,319,687,563,511,658,1007,726,992,506
869,922,783,239,319,677,573,398,759,1019,685,992,574
908,922,782,240,319,677,573,368,776,1032,685,984,821
959,922,591,431,307,689,573,368,673,1135,662,955,1091
1144,922,573,444,247,680,647,367,560,1249,723,873,1091
1191,877,591,339,374,667,665,317,610,1249,721,870,1121
1160,906,516,427,374,660,680,275,652,1249,722,870,1158
1173,906,510,433,354,680,675,280,652,1249,737,721,1157
1197,906,500,417,380,680,632,323,652,1139,734,721,1247
1247,736,634,446,387,680,572,383,631,1160,733,721,1247
1385,653,717,446,387,672,539,424,631,1093,624,721,1244
1384,682,721,446,387,672,486,477,631,1093,563,721,1123
1384,635,768,446,387,672,482,481,631,1093,563,689,1111
1487,598,805,442,391,634,520,481,629,1092,796,668,1179
1512,528,875,441,384,642,518,483,628,1044,796,675,1135
1428,520,958,464,357,645,542,476,575,1087,796,675,956
1468,517,950,486,346,629,569,476,575,1087,796,673,949
1468,382,1056,515,345,606,593,465,586,1043,796,707,984
1468,327,1104,522,311,640,593,455,596,904,772,669,1005
1470,302,977,674,247,704,593,438,613,470,749,710,1022
1456,317,977,674,230,721,499,493,652,469,740,709,1046
1456,317,976,675,230,595,607,338,825,469,758,640,1046
1456,317,964,687,230,502,619,402,842,469,660,433,1046
1346,427,960,691,230,386,666,471,842,469,649,224,1131
1341,432,889,762,224,336,671,522,842,468,649,222,1123
1341,432,829,822,224,314,668,547,842,468,649,295,1161
1341,432,818,832,225,314,668,547,842,409,649,208,1161
1213,557,815,817,246,278,699,552,842,409,649,299,1120
1191,571,823,805,258,278,699,552,842,354,556,291,1108
1288,548,846,793,270,278,689,561,843,326,468,291,1240
1338,538,856,793,229,319,689,561,842,327,468,291,1240
941,876,915,783,239,319,687,563,511,658,468,291,1234
941,869,922,783,239,319,677,573,398,759,468,291,1230
1017,908,922,782,240,319,677,573,368,776,468,305,983
1114,959,922,591,431,307,689,573,368,673,468,326,713
929,1144,922,573,444,247,680,647,367,560,343,326,713
898,1191,877,591,339,374,667,665,317,610,339,327,683
879,1160,906,516,427,374,660,680,275,652,338,423,645
866,1173,906,510,433,354,680,675,280,652,323,423,645
842,1197,906,500,417,380,680,632,323,652,323,444,555
933,1247,736,634,446,387,680,572,383,631,325,444,555
803,1385,653,717,446,387,672,539,424,631,326,444,555
782,1384,682,721,446,387,672,486,477,631,326,444,555
782,1384,635,768,446,387,672,482,481,631,376,444,555
681,1487,598,805,442,391,634,520,481,629,334,444,458
656,1512,528,875,441,384,642,518,483,628,392,431,484
642,1428,520,958,464,357,645,542,476,575,456,484,523
591,1468,517,950,486,346,629,569,476,575,505,587,549
591,1468,382,1056,515,345,606,593,465,586,505,568,537
591,1468,327,1104,522,311,640,593,455,596,493,606,611
608,1470,302,977,674,247,704,593,438,613,507,548,594
624,1456,317,977,674,230,721,499,493,652,759,548,570
625,1456,317,976,675,230,595,607,338,825,772,623,570
629,1456,317,964,687,230,502,619,402,842,848,671,570
629,1346,427,960,691,230,386,666,471,842,848,695,481
629,1341,432,889,762,224,336,671,522,842,848,705,481
629,1341,432,829,822,224,314,668,547,842,848,634,443
629,1341,432,818,832,225,314,668,547,842,848,614,443
629,1213,557,815,817,246,278,699,552,842,848,523,442
629,1191,571,823,805,258,278,699,552,842,848,523,442
532,1288,548,846,793,270,278,689,561,843,847,523,274
482,1338,538,856,793,229,319,689,561,842,847,523,281
482,941,876,915,783,239,319,687,563,511,847,525,281
482,941,869,922,783,239,319,677,573,398,957,661,217
367,1017,908,922,782,240,319,677,573,368,957,715,217
219,1114,959,922,591,431,307,689,573,368,1024,724,232
219,929,1144,922,573,444,247,680,647,367,1024,776,392
223,898,1191,877,591,339,374,667,665,317,1024,775,392
223,879,1160,906,516,427,374,660,680,275,1027,679,392
223,866,1173,906,510,433,354,680,675,280,1076,679,396
223,842,1197,906,500,417,380,680,632,323,1093,681,398
82,933,1247,736,634,446,387,680,572,383,1091,689,471
88,803,1385,653,717,446,387,672,539,424,1134,689,493
124,782,1384,682,721,446,387,672,486,477,1273,689,493
124,782,1384,635,768,446,387,672,482,481,1657,689,493
122,681,1487,598,805,442,391,634,520,481,1456,689,532
122,656,1512,528,875,441,384,642,518,483,1398,689,506
134,642,1428,520,958,464,357,645,542,476,1334,636,467
188,591,1468,517,950,486,346,629,569,476,1285,533,441
222,591,1468,382,1056,515,345,606,593,465,1286,525,417
501,591,1468,327,1104,522,311,640,593,455,1252,506,322
482,608,1470,302,977,674,247,704,593,438,1297,506,322
465,624,1456,317,977,674,230,721,499,493,1045,506,322
465,625,1456,317,976,675,230,595,607,338,1055,454,322
461,629,1456,317,964,687,230,502,619,402,1007,406,322
475,629,1346,427,960,691,230,386,666,471,1007,382,322
531,629,1341,432,889,762,224,336,671,522,1007,499,322
612,629,1341,432,829,822,224,314,668,547,1019,497,322
617,629,1341,432,818,832,225,314,668,547,1032,567,322
713,629,1213,557,815,817,246,278,699,552,1135,654,322
831,629,1191,571,823,805,258,278,699,552,1249,682,322
832,532,1288,548,846,793,270,278,689,561,1249,682,322
834,482,1338,538,856,793,229,319,689,561,1249,863,315
1012,482,941,876,915,783,239,319,687,563,1249,900,494
1021,482,941,869,922,783,239,319,677,573,1139,995,623
1044,367,1017,908,922,782,240,319,677,573,1160,927,623
1062,219,1114,959,922,591,431,307,689,573,1093,1010,608
1132,219,929,1144,922,573,444,247,680,647,1093,982,448
1113,223,898,1191,877,591,339,374,667,665,1093,982,448
1113,223,879,1160,906,516,427,374,660,680,1092,983,448
1363,223,866,1173,906,510,433,354,680,675,1044,1022,444
1469,223,842,1197,906,500,417,380,680,632,1087,1097,442
1553,82,933,1247,736,634,446,387,680,572,1087,1112,369
1539,88,803,1385,653,717,446,387,672,539,1043,1124,347
1666,124,782,1384,682,721,446,387,672,486,904,1221,356
1748,124,782,1384,635,768,446,387,672,482,470,1249,506
1748,122,681,1487,598,805,442,391,634,520,469,1278,473
1748,122,656,1512,528,875,441,384,642,518,469,1278,473
1736,134,642,1428,520,958,464,357,645,542,469,1278,473
1682,188,591,1468,517,950,486,346,629,569,469,1278,473
1670,222,591,1468,382,1056,515,345,606,593,468,1271,473
1391,501,591,1468,327,1104,522,311,640,593,468,1252,473
1391,482,608,1470,302,977,674,247,704,593,409,1252,473
1391,465,624,1456,317,977,674,230,721,499,409,1252,482
1390,465,625,1456,317,976,675,230,595,607,354,1229,629
1390,461,629,1456,317,964,687,230,502,619,326,1229,629
1376,475,629,1346,427,960,691,230,386,666,327,1229,629
1320,531,629,1341,432,889,762,224,336,671,658,1233,658
1239,612,629,1341,432,829,822,224,314,668,759,1239,658
1234,617,629,1341,432,818,832,225,314,668,776,1167,658
1138,713,629,1213,557,815,817,246,278,699,673,1081,658
1020,831,629,1191,571,823,805,258,278,699,560,1053,658
1022,832,532,1288,548,846,793,270,278,689,610,1056,658
1020,834,482,1338,538,856,793,229,319,689,652,875,658
867,1012,482,941,876,915,783,239,319,687,652,836,479
878,1021,482,941,869,922,783,239,319,677,652,641,350
860,1044,367,1017,908,922,782,240,319,677,631,641,350
842,1062,219,1114,959,922,591,431,307,689,631,539,350
772,1132,219,929,1144,922,573,444,247,680,631,518,350
771,1113,223,898,1191,877,591,339,374,667,631,537,382
771,1113,223,879,1160,906,516,427,374,660,629,654,388
527,1363,223,866,1173,906,510,433,354,680,628,620,388
434,1469,223,842,1197,906,500,417,380,680,575,562,388
358,1553,82,933,1247,736,634,446,387,680,575,539,388
358,1539,88,803,1385,653,717,446,387,672,586,549,390
184,1666,124,782,1384,682,721,446,387,672,596,453,400
118,1748,124,782,1384,635,768,446,387,672,613,427,250
174,1748,122,681,1487,598,805,442,391,634,652,456,244
193,1748,122,656,1512,528,875,441,384,642,825,456,285
381,1736,134,642,1428,520,958,464,357,645,842,456,369
630,1682,188,591,1468,517,950,486,346,629,842,456,399
609,1670,222,591,1468,382,1056,515,345,606,842,456,399
613,1391,501,591,1468,327,1104,522,311,640,842,509,410
677,1391,482,608,1470,302,977,674,247,704,842,512,481
682,1391,465,624,1456,317,977,674,230,721,842,518,627
682,1390,465,625,1456,317,976,675,230,595,842,537,517
683,1390,461,629,1456,317,964,687,230,502,843,551,517
683,1376,475,629,1346,427,960,691,230,386,842,551,518
683,1320,531,629,1341,432,889,762,224,336,511,420,491
683,1239,612,629,1341,432,829,822,224,314,398,414,491
683,1234,617,629,1341,432,818,832,225,314,368,425,491
683,1138,713,629,1213,557,815,817,246,278,368,456,491
683,1020,831,629,1191,571,823,805,258,278,367,478,491
680,1022,832,532,1288,548,846,793,270,278,317,552,491
680,1020,834,482,1338,538,856,793,229,319,275,624,491
655,867,1012,482,941,876,915,783,239,319,280,645,491
715,878,1021,482,941,869,922,783,239,319,323,618,491
