Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
1372,469,849,1062,813,1200,96,801
1419,465,853,947,838,1041,96,801
1309,527,902,946,898,930,96,823
1241,569,930,993,899,924,96,838
1272,535,947,993,899,968,96,838
1114,647,856,805,899,968,276,838
1096,519,1001,979,933,918,355,838
1069,545,1002,1110,946,913,372,838
1039,574,1003,1216,948,958,443,838
1034,568,993,1221,952,976,558,838
1027,575,992,1221,952,981,646,838
1025,577,946,1211,952,621,601,755
901,709,666,1211,952,665,597,744
904,711,549,1259,952,573,684,743
821,794,540,1263,873,562,689,763
784,782,589,1079,873,578,689,807
819,778,551,1160,822,594,689,810
819,745,525,1174,822,594,689,834
541,1020,458,1147,834,594,689,926
553,1022,455,1108,791,595,689,884
552,1024,455,1108,829,651,689,880
598,1024,455,1137,796,873,689,880
616,1024,439,1137,936,1187,689,874
616,1024,439,1147,944,1353,689,874
616,1024,439,1147,929,1417,689,876
529,1123,439,1133,867,1445,689,884
530,1123,439,1138,854,1765,689,744
530,1123,439,941,823,1795,689,816
495,1158,439,1098,748,1853,689,816
519,1143,454,952,618,2031,689,831
444,1203,469,1081,613,2130,689,398
275,1372,469,1073,720,2088,689,402
228,1419,465,1128,696,2086,689,403
227,1309,527,1134,636,2089,718,502
225,1241,569,1205,663,2089,822,569
247,1272,535,1292,667,2008,1028,637
356,1114,647,1391,667,2008,849,671
502,1096,519,1271,636,2038,779,706
505,1069,545,1161,657,2069,899,706
505,1039,574,1055,677,2017,844,713
504,1034,568,1050,691,1971,750,967
527,1027,575,1195,691,1965,735,1073
527,1025,577,1247,691,1966,717,1124
520,901,709,1252,693,1940,693,1124
515,904,711,1231,693,1956,611,1115
515,821,794,1226,698,1986,615,1095
515,784,782,1235,700,1955,615,1051
480,819,778,1142,700,1939,615,1176
480,819,745,1159,705,1940,630,1176
479,541,1020,1172,696,1940,673,1194
465,553,1022,1242,696,1939,675,1170
535,552,1024,1354,614,1883,675,1170
494,598,1024,1467,614,1661,675,1180
512,616,1024,1467,470,1347,675,1188
551,616,1024,1550,469,1181,675,1291
611,616,1024,1616,469,1182,675,1291
631,529,1123,1650,481,1139,694,1283
631,530,1123,1643,481,765,743,1264
713,530,1123,1642,481,683,847,1259
796,495,1158,1483,413,624,877,1266
788,519,1143,1503,415,415,878,1254
801,444,1203,1409,414,316,977,1246
812,275,1372,1355,221,296,982,1303
856,228,1419,1303,226,274,982,1349
898,227,1309,1297,226,293,953,1252
898,225,1241,1228,200,293,849,1170
844,247,1272,1244,246,291,645,1102
715,356,1114,1164,259,291,644,1068
562,502,1096,1110,312,281,641,1033
559,505,1069,1242,291,255,571,1033
559,505,1039,1276,420,279,686,1026
559,504,1034,1290,695,330,714,772
536,527,1027,1181,816,343,642,719
536,527,1025,1251,847,355,644,668
535,520,901,1263,850,311,644,668
535,515,904,1249,850,295,639,668
535,515,821,1247,864,265,753,723
535,515,784,1271,980,290,806,729
537,480,819,1272,1141,382,833,613
537,480,819,1240,1136,384,915,657
552,479,541,1227,1132,384,990,549
564,465,553,1157,1132,385,988,561
493,535,552,1046,1139,385,990,665
496,494,598,903,1158,390,1051,655
547,512,616,962,1317,393,1148,647
508,551,616,918,1478,482,1192,544
496,611,616,884,1559,516,1200,542
609,631,529,854,1617,523,1182,542
763,631,530,869,1620,523,1162,548
681,713,530,869,1625,513,1058,517
598,796,495,870,1632,512,1041,512
582,788,519,946,1633,512,1049,509
569,801,444,939,1622,543,1091,488
558,812,275,948,1600,590,1168,457
514,856,228,1147,1671,633,1240,410
472,898,227,1391,1671,611,1339,403
472,898,225,1343,1691,611,1360,403
472,844,247,1240,1641,628,1391,403
472,715,356,1221,1668,665,1391,403
472,562,502,1222,1615,680,1382,403
472,559,505,1104,1602,675,1315,403
472,559,505,1070,1451,635,1184,403
472,559,504,1056,1158,589,1135,403
472,536,527,1020,1037,582,1141,350
472,536,527,898,1006,588,1142,350
507,535,520,881,1001,592,1169,350
517,535,515,868,1001,590,1242,350
517,535,515,871,982,607,1123,295
517,535,515,851,865,582,1160,315
563,537,480,863,705,490,1229,389
586,537,480,868,705,487,1139,321
573,552,479,954,719,487,1021,319
572,564,465,1036,727,486,1021,346
650,493,535,1124,719,486,1019,244
701,496,494,1188,691,486,962,248
650,547,512,1172,510,530,867,248
767,508,551,1200,341,526,823,250
777,496,611,1205,260,473,815,253
642,609,631,1197,199,536,814,253
487,763,631,1182,284,536,785,247
487,681,713,1182,293,536,785,211
490,598,796,1181,286,536,772,209
491,582,788,1051,279,536,763,209
491,569,801,1036,295,505,622,209
491,558,812,1092,295,458,540,179
495,514,856,999,219,438,468,185
541,472,898,839,219,468,369,228
546,472,898,907,220,519,348,228
592,472,844,956,248,549,320,228
607,472,715,985,301,514,320,228
870,472,562,987,302,466,320,228
925,472,559,952,389,466,320,246
980,472,559,952,389,467,320,259
1012,472,559,1144,411,462,320,380
1212,472,536,1147,433,456,313,538
1216,472,536,1147,443,437,308,627
1181,507,535,1147,511,434,281,636
1171,517,535,1157,582,439,208,636
1171,517,535,1154,584,426,204,643
1211,517,535,1141,700,457,114,790
1275,563,537,1128,710,511,18,709
1382,586,537,1123,710,581,11,717
1380,573,552,1051,696,640,20,731
1419,572,564,980,688,720,44,692
1435,650,493,924,686,733,44,703
1402,701,496,859,726,743,40,847
1469,650,547,817,754,696,38,1129
1491,767,508,744,754,611,38,1244
1457,777,496,707,754,565,38,1244
1448,642,609,729,844,494,59,1244
1448,487,763,769,807,546,60,1245
1448,487,681,769,794,604,61,1245
1445,490,598,820,934,683,80,1299
1444,491,582,897,937,744,281,1321
1444,491,569,874,921,761,322,1334
1469,491,558,823,921,761,364,1334
1479,495,514,753,920,745,496,1328
1433,541,472,727,938,744,625,1268
1428,546,472,670,916,707,625,1268
1382,592,472,668,890,694,620,1268
1367,607,472,708,797,692,625,1268
1105,870,472,758,793,691,626,1268
1050,925,472,780,706,691,628,1250
1091,980,472,851,728,690,629,1253
1059,1012,472,717,706,690,631,1133
859,1212,472,723,684,690,631,975
855,1216,472,794,675,690,631,886
1089,1181,507,819,610,710,631,882
1246,1171,517,815,539,710,631,925
1349,1171,517,923,537,708,632,926
1368,1211,517,1135,420,705,635,753
1260,1275,563,1167,409,692,635,748
1130,1382,586,1219,410,648,655,759
1130,1380,573,1280,485,589,646,745
1080,1419,572,1305,563,525,622,757
986,1435,650,1272,572,539,627,744
960,1402,701,1285,555,543,629,596
857,1469,650,1404,527,636,629,347
718,1491,767,1400,655,636,629,232
694,1457,777,1400,719,636,629,229
693,1448,642,1378,645,636,608,229
693,1448,487,1338,598,584,607,228
693,1448,487,1355,597,533,650,228
693,1445,490,1322,493,473,895,177
693,1444,491,1341,503,413,809,158
693,1444,491,1375,525,396,800,155
668,1469,491,1426,525,402,892,174
654,1479,495,1424,525,462,856,174
654,1433,541,1374,507,433,729,174
654,1428,546,1441,506,419,782,174
654,1382,592,1452,504,381,813,174
654,1367,607,1384,565,395,813,174
653,1105,870,1331,595,511,815,174
653,1050,925,1309,651,555,813,174
585,1091,980,1336,673,774,815,159
646,1059,1012,1330,710,787,926,158
706,859,1212,1334,780,787,927,158
708,855,1216,1263,781,787,975,158
530,1089,1181,1263,778,767,1042,153
433,1246,1171,1267,781,762,1042,110
330,1349,1171,1161,781,784,1119,102
271,1368,1211,952,782,789,1123,102
267,1260,1275,920,782,773,1123,102
267,1130,1382,868,860,773,1103,83
267,1130,1380,1064,785,773,1105,83
267,1080,1419,1087,707,757,1114,98
295,986,1435,1117,698,731,1245,195
328,960,1402,1123,675,712,1385,242
393,857,1469,1057,675,619,1423,220
405,718,1491,1209,561,619,1423,229
430,694,1457,1209,497,619,1423,229
465,693,1448,1209,472,685,1450,229
466,693,1448,1288,468,685,1519,229
498,693,1448,1271,518,678,1475,229
750,693,1445,1253,482,661,1211,227
809,693,1444,1157,506,663,1097,427
818,693,1444,1123,542,668,1069,517
818,668,1469,1058,546,693,937,516
818,654,1479,1021,551,626,841,517
818,654,1433,1013,551,626,839,587
818,654,1428,929,551,675,786,617
820,654,1382,871,554,681,755,638
820,654,1367,870,579,673,750,653
833,653,1105,870,550,595,747,653
869,653,1050,881,494,551,747,653
841,585,1091,787,450,332,744,678
780,646,1059,779,438,319,631,710
720,706,859,769,389,327,630,710
827,708,855,785,409,368,582,849
771,530,1089,760,473,369,515,851
711,433,1246,750,470,367,515,927
711,330,1349,748,591,343,437,1054
727,271,1368,745,594,311,430,1054
739,267,1260,745,594,286,430,1054
745,267,1130,745,523,260,430,1054
756,267,1130,474,557,260,448,1054
767,267,1080,415,590,260,454,1027
739,295,986,385,591,259,369,930
711,328,960,366,607,293,460,883
646,393,857,312,624,293,430,872
634,405,718,157,756,316,431,861
609,430,694,157,756,316,553,861
574,465,693,159,756,250,526,861
573,466,693,90,756,285,513,861
559,498,693,117,769,396,513,861
382,750,693,117,809,443,513,860
334,809,693,117,997,487,512,657
461,818,693,117,940,488,512,557
461,818,668,208,936,517,620,731
465,818,654,222,931,540,620,866
488,818,654,222,938,540,628,796
504,818,654,356,947,491,628,766
517,820,654,364,944,485,644,885
523,820,654,364,858,492,676,870
510,833,653,364,857,822,680,1077
474,869,653,353,857,822,732,1116
476,841,585,666,857,822,756,1090
476,780,646,678,832,822,771,1092
476,720,706,748,811,814,775,1310
367,827,708,733,789,773,776,1171
367,771,530,733,725,770,776,1178
367,711,433,733,725,779,776,1144
367,711,330,733,607,813,776,1098
351,727,271,733,603,812,776,1180
339,739,267,733,609,812,776,1410
333,745,267,733,610,812,776,1516
322,756,267,733,618,812,764,1606
311,767,267,757,585,930,749,1747
311,739,295,791,584,1024,716,1843
330,711,328,791,568,991,485,1843
330,646,393,791,551,1016,477,1871
330,634,405,793,405,1053,514,1911
340,609,430,793,486,1053,410,1921
408,574,465,791,717,1053,410,1989
492,573,466,781,717,1018,354,2059
474,559,498,754,896,907,354,2314
415,382,750,772,883,858,354,2317
406,334,809,929,667,1022,354,2322
270,461,818,937,887,1062,410,2331
270,461,818,846,920,1003,301,2139
274,465,818,832,1176,980,314,2003
465,488,818,854,1208,980,339,2003
449,504,818,721,1211,980,356,2003
436,517,820,759,1219,1190,360,1868
524,523,820,1039,1328,1177,424,1868
538,510,833,1156,1364,809,421,1766
541,474,869,1165,1402,824,391,1727
539,476,841,848,1415,824,454,1727
561,476,780,834,1415,824,543,1821
561,476,720,820,1415,824,540,1628
561,367,827,890,1415,824,539,1679
561,367,771,893,1415,824,539,1701
561,367,711,893,1415,826,539,1659
561,367,711,893,1412,792,539,1578
564,351,727,909,1562,792,552,1496
569,339,739,909,1588,792,552,1283
571,333,745,909,1596,792,552,1189
571,322,756,909,1758,792,544,1099
571,311,767,885,1816,674,544,959
571,311,739,851,1837,580,526,863
547,330,711,851,1971,579,587,863
557,330,646,851,1971,554,587,848
598,330,634,849,1971,494,549,866
605,340,609,849,1934,494,560,866
600,408,574,853,1703,494,603,870
555,492,573,902,1703,510,604,801
593,474,559,930,1461,523,605,546
577,415,382,947,1434,561,605,543
594,406,334,856,1425,354,605,538
594,270,461,1001,1209,323,545,529
596,270,461,1002,1205,332,544,529
622,274,465,1003,949,392,531,529
466,465,488,993,910,400,498,529
469,449,504,992,898,400,481,529
467,436,517,946,890,190,461,524
373,524,523,666,781,190,365,524
359,538,510,549,745,265,364,419
356,541,474,540,707,254,342,419
356,539,476,589,694,326,255,419
334,561,476,551,694,326,151,292
334,561,476,525,807,384,150,288
363,561,367,458,967,384,150,237
371,561,367,455,1123,384,150,206
424,561,367,455,1123,373,228,206
427,561,367,455,1123,373,258,206
464,564,351,439,973,373,246,207
542,569,339,439,941,373,326,190
544,571,333,439,924,406,326,178
663,571,322,439,820,730,326,236
956,571,311,439,774,731,326,263
967,571,311,439,754,731,326,401
1206,547,330,439,620,731,263,416
1196,557,330,454,620,731,263,473
1155,598,330,469,620,731,263,416
1138,605,340,469,678,731,236,656
1075,600,408,465,793,731,376,584
1055,555,492,527,794,715,486,583
1043,593,474,569,799,702,491,583
1043,577,415,535,799,664,534,583
1024,594,406,647,987,660,534,583
1024,594,270,519,982,645,598,586
1022,596,270,545,953,635,603,586
989,622,274,574,953,575,626,586
1126,466,465,568,953,567,654,586
1123,469,449,575,953,567,655,586
1123,467,436,577,963,567,1015,651
1123,373,524,709,963,567,1042,679
1123,359,538,711,963,492,1138,679
1123,356,541,794,966,567,1149,679
1123,356,539,782,1150,495,1164,679
1123,334,561,778,1162,546,1164,678
1123,334,561,745,1050,488,1164,657
1094,363,561,1020,917,489,1164,657
1086,371,561,1022,800,532,1164,657
1033,424,561,1024,800,579,1086,657
1144,427,561,1024,802,621,1056,657
1112,464,564,1024,802,647,1055,656
1029,542,569,1024,805,648,975,656
1060,544,571,1024,805,630,975,656
1025,663,571,1123,723,368,991,598
742,956,571,1123,713,380,1045,570
731,967,571,1123,910,411,1107,432
492,1206,547,1158,912,554,1109,417
492,1196,557,1143,1092,688,1140,347
492,1155,598,1203,1102,705,1140,346
492,1138,605,1372,1062,813,1200,96
493,1075,600,1419,947,838,1041,96
474,1055,555,1309,946,898,930,96
502,1043,593,1241,993,899,924,96
515,1043,577,1272,993,899,968,96
515,1024,594,1114,805,899,968,276
515,1024,594,1096,979,933,918,355
515,1022,596,1069,1110,946,913,372
514,989,622,1039,1216,948,958,443
319,1126,466,1034,1221,952,976,558
337,1123,469,1027,1221,952,981,646
340,1123,467,1025,1211,952,621,601
340,1123,373,901,1211,952,665,597
370,1123,359,904,1259,952,573,684
496,1123,356,821,1263,873,562,689
550,1123,356,784,1079,873,578,689
581,1123,334,819,1160,822,594,689
581,1123,334,819,1174,822,594,689
596,1094,363,541,1147,834,594,689
703,1086,371,553,1108,791,595,689
950,1033,424,552,1108,829,651,689
871,1144,427,598,1137,796,873,689
905,1112,464,616,1137,936,1187,689
1257,1029,542,616,1147,944,1353,689
1400,1060,544,616,1147,929,1417,689
1421,1025,663,529,1133,867,1445,689
1411,742,956,530,1138,854,1765,689
1412,731,967,530,941,823,1795,689
1413,492,1206,495,1098,748,1853,689
1416,492,1196,519,952,618,2031,689
1465,492,1155,444,1081,613,2130,689
1651,492,1138,275,1073,720,2088,689
1702,493,1075,228,1128,696,2086,689
1720,474,1055,227,1134,636,2089,718
1666,502,1043,225,1205,663,2089,822
1716,515,1043,247,1292,667,2008,1028
1739,515,1024,356,1391,667,2008,849
1857,515,1024,502,1271,636,2038,779
1886,515,1022,505,1161,657,2069,899
2073,514,989,505,1055,677,2017,844
2089,319,1126,504,1050,691,1971,750
2072,337,1123,527,1195,691,1965,735
2111,340,1123,527,1247,691,1966,717
2138,340,1123,520,1252,693,1940,693
2154,370,1123,515,1231,693,1956,611
2127,496,1123,515,1226,698,1986,615
2080,550,1123,515,1235,700,1955,615
2049,581,1123,480,1142,700,1939,615
2049,581,1123,480,1159,705,1940,630
2034,596,1094,479,1172,696,1940,673
1984,703,1086,465,1242,696,1939,675
1742,950,1033,535,1354,614,1883,675
1731,871,1144,494,1467,614,1661,675
1697,905,1112,512,1467,470,1347,675
1406,1257,1029,551,1550,469,1181,675
1228,1400,1060,611,1616,469,1182,675
1123,1421,1025,631,1650,481,1139,694
1132,1411,742,631,1643,481,765,743
1141,1412,731,713,1642,481,683,847
1144,1413,492,796,1483,413,624,877
1209,1416,492,788,1503,415,415,878
1188,1465,492,801,1409,414,316,977
1005,1651,492,812,1355,221,296,982
953,1702,493,856,1303,226,274,982
935,1720,474,898,1297,226,293,953
935,1666,502,898,1228,200,293,849
872,1716,515,844,1244,246,291,645
849,1739,515,715,1164,259,291,644
731,1857,515,562,1110,312,281,641
702,1886,515,559,1242,291,255,571
515,2073,514,559,1276,420,279,686
504,2089,319,559,1290,695,330,714
504,2072,337,536,1181,816,343,642
469,2111,340,536,1251,847,355,644
479,2138,340,535,1263,850,311,644
437,2154,370,535,1249,850,295,639
338,2127,496,535,1247,864,265,753
331,2080,550,535,1271,980,290,806
331,2049,581,537,1272,1141,382,833
387,2049,581,537,1240,1136,384,915
412,2034,596,552,1227,1132,384,990
511,1984,703,564,1157,1132,385,988
509,1742,950,493,1046,1139,385,990
524,1731,871,496,903,1158,390,1051
530,1697,905,547,962,1317,393,1148
572,1406,1257,508,918,1478,482,1192
619,1228,1400,496,884,1559,516,1200
624,1123,1421,609,854,1617,523,1182
758,1132,1411,763,869,1620,523,1162
841,1141,1412,681,869,1625,513,1058
875,1144,1413,598,870,1632,512,1041
1048,1209,1416,582,946,1633,512,1049
1354,1188,1465,569,939,1622,543,1091
1398,1005,1651,558,948,1600,590,1168
1532,953,1702,514,1147,1671,633,1240
1532,935,1720,472,1391,1671,611,1339
1532,935,1666,472,1343,1691,611,1360
1532,872,1716,472,1240,1641,628,1391
1532,849,1739,472,1221,1668,665,1391
1532,731,1857,472,1222,1615,680,1382
1532,702,1886,472,1104,1602,675,1315
1532,515,2073,472,1070,1451,635,1184
1527,504,2089,472,1056,1158,589,1135
1528,504,2072,472,1020,1037,582,1141
1521,469,2111,472,898,1006,588,1142
1493,479,2138,507,881,1001,592,1169
1489,437,2154,517,868,1001,590,1242
1489,338,2127,517,871,982,607,1123
1489,331,2080,517,851,865,582,1160
1517,331,2049,563,863,705,490,1229
1506,387,2049,586,868,705,487,1139
1500,412,2034,573,954,719,487,1021
1372,511,1984,572,1036,727,486,1021
1371,509,1742,650,1124,719,486,1019
1332,524,1731,701,1188,691,486,962
1318,530,1697,650,1172,510,530,867
1241,572,1406,767,1200,341,526,823
1213,619,1228,777,1205,260,473,815
1279,624,1123,642,1197,199,536,814
1151,758,1132,487,1182,284,536,785
1058,841,1141,487,1182,293,536,785
1020,875,1144,490,1181,286,536,772
782,1048,1209,491,1051,279,536,763
550,1354,1188,491,1036,295,505,622
564,1398,1005,491,1092,295,458,540
437,1532,953,495,999,219,438,468
438,1532,935,541,839,219,468,369
