Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
557,815,584,984,452,820
571,823,677,992,464,833
548,846,766,992,500,869
538,856,766,992,500,841
876,915,726,992,506,780
869,922,685,992,574,720
908,922,685,984,821,827
959,922,662,955,1091,771
1144,922,723,873,1091,711
1191,877,721,870,1121,711
1160,906,722,870,1158,727
1173,906,737,721,1157,739
1197,906,734,721,1247,745
1247,736,733,721,1247,756
1385,653,624,721,1244,767
1384,682,563,721,1123,739
1384,635,563,689,1111,711
1487,598,796,668,1179,646
1512,528,796,675,1135,634
1428,520,796,675,956,609
1468,517,796,673,949,574
1468,382,796,707,984,573
1468,327,772,669,1005,559
1470,302,749,710,1022,382
1456,317,740,709,1046,334
1456,317,758,640,1046,461
1456,317,660,433,1046,461
1346,427,649,224,1131,465
1341,432,649,222,1123,488
1341,432,649,295,1161,504
1341,432,649,208,1161,517
1213,557,649,299,1120,523
1191,571,556,291,1108,510
1288,548,468,291,1240,474
1338,538,468,291,1240,476
941,876,468,291,1234,476
941,869,468,291,1230,476
1017,908,468,305,983,367
1114,959,468,326,713,367
929,1144,343,326,713,367
898,1191,339,327,683,367
879,1160,338,423,645,351
866,1173,323,423,645,339
842,1197,323,444,555,333
933,1247,325,444,555,322
803,1385,326,444,555,311
782,1384,326,444,555,311
782,1384,376,444,555,330
681,1487,334,444,458,330
656,1512,392,431,484,330
642,1428,456,484,523,340
591,1468,505,587,549,408
591,1468,505,568,537,492
591,1468,493,606,611,474
608,1470,507,548,594,415
624,1456,759,548,570,406
625,1456,772,623,570,270
629,1456,848,671,570,270
629,1346,848,695,481,274
629,1341,848,705,481,465
629,1341,848,634,443,449
629,1341,848,614,443,436
629,1213,848,523,442,524
629,1191,848,523,442,538
532,1288,847,523,274,541
482,1338,847,523,281,539
482,941,847,525,281,561
482,941,957,661,217,561
367,1017,957,715,217,561
219,1114,1024,724,232,561
219,929,1024,776,392,561
223,898,1024,775,392,561
223,879,1027,679,392,564
223,866,1076,679,396,569
223,842,1093,681,398,571
82,933,1091,689,471,571
88,803,1134,689,493,571
124,782,1273,689,493,571
124,782,1657,689,493,547
122,681,1456,689,532,557
122,656,1398,689,506,598
134,642,1334,636,467,605
188,591,1285,533,441,600
222,591,1286,525,417,555
501,591,1252,506,322,593
482,608,1297,506,322,577
465,624,1045,506,322,594
465,625,1055,454,322,594
461,629,1007,406,322,596
475,629,1007,382,322,622
531,629,1007,499,322,466
612,629,1019,497,322,469
617,629,1032,567,322,467
713,629,1135,654,322,373
831,629,1249,682,322,359
832,532,1249,682,322,356
834,482,1249,863,315,356
1012,482,1249,900,494,334
1021,482,1139,995,623,334
1044,367,1160,927,623,363
1062,219,1093,1010,608,371
1132,219,1093,982,448,424
1113,223,1093,982,448,427
1113,223,1092,983,448,464
1363,223,1044,1022,444,542
1469,223,1087,1097,442,544
1553,82,1087,1112,369,663
1539,88,1043,1124,347,956
1666,124,904,1221,356,967
1748,124,470,1249,506,1206
1748,122,469,1278,473,1196
1748,122,469,1278,473,1155
1736,134,469,1278,473,1138
1682,188,469,1278,473,1075
1670,222,468,1271,473,1055
1391,501,468,1252,473,1043
1391,482,409,1252,473,1043
1391,465,409,1252,482,1024
1390,465,354,1229,629,1024
1390,461,326,1229,629,1022
1376,475,327,1229,629,989
1320,531,658,1233,658,1126
1239,612,759,1239,658,1123
1234,617,776,1167,658,1123
1138,713,673,1081,658,1123
1020,831,560,1053,658,1123
1022,832,610,1056,658,1123
1020,834,652,875,658,1123
867,1012,652,836,479,1123
878,1021,652,641,350,1123
860,1044,631,641,350,1094
842,1062,631,539,350,1086
772,1132,631,518,350,1033
771,1113,631,537,382,1144
771,1113,629,654,388,1112
527,1363,628,620,388,1029
434,1469,575,562,388,1060
358,1553,575,539,388,1025
358,1539,586,549,390,742
184,1666,596,453,400,731
118,1748,613,427,250,492
174,1748,652,456,244,492
193,1748,825,456,285,492
381,1736,842,456,369,492
630,1682,842,456,399,493
609,1670,842,456,399,474
613,1391,842,509,410,502
677,1391,842,512,481,515
682,1391,842,518,627,515
682,1390,842,537,517,515
683,1390,843,551,517,515
683,1376,842,551,518,514
683,1320,511,420,491,319
683,1239,398,414,491,337
683,1234,368,425,491,340
683,1138,368,456,491,340
683,1020,367,478,491,370
680,1022,317,552,491,496
680,1020,275,624,491,550
655,867,280,645,491,581
715,878,323,618,491,581
747,860,383,757,491,596
752,842,424,746,491,703
784,772,477,743,491,950
934,771,481,724,459,871
995,771,481,643,453,905
990,527,483,638,453,1257
977,434,476,598,453,1400
969,358,476,715,453,1421
976,358,465,713,473,1411
977,184,455,753,471,1412
961,118,438,753,517,1413
928,174,493,695,703,1416
927,193,338,713,671,1465
739,381,402,766,647,1651
490,630,471,839,640,1702
489,609,522,848,640,1720
485,613,547,795,629,1666
421,677,547,834,558,1716
416,682,552,828,403,1739
423,682,552,810,366,1857
422,683,561,842,366,1886
422,683,561,852,365,2073
485,683,563,852,363,2089
485,683,573,854,381,2072
565,683,573,843,381,2111
580,683,573,811,418,2138
580,683,647,789,418,2154
628,680,665,715,496,2127
636,680,680,651,555,2080
695,655,675,742,561,2049
697,715,632,733,563,2049
758,747,572,594,563,2034
782,752,539,607,563,1984
776,784,486,619,565,1742
885,934,482,629,592,1731
851,995,520,592,592,1697
927,990,518,592,624,1406
929,977,542,616,673,1228
929,969,569,499,717,1123
947,976,593,481,695,1132
946,977,593,440,680,1141
947,961,593,438,678,1144
924,928,499,457,501,1209
906,927,607,452,492,1188
993,739,619,399,432,1005
1105,490,666,326,409,953
1122,489,671,317,409,935
1128,485,668,317,409,935
1196,421,668,275,409,872
1279,416,699,275,409,849
1278,423,699,274,409,731
1278,422,689,228,409,702
1320,422,689,218,415,515
1292,485,687,218,433,504
1293,485,677,216,549,504
1213,565,677,216,648,469
1198,580,689,216,612,479
1242,580,680,272,612,437
1194,628,667,356,534,338
1186,636,660,440,475,331
1127,695,680,344,477,331
1045,697,680,344,574,387
947,758,680,344,587,412
918,782,672,346,587,511
892,776,672,365,608,509
633,885,672,402,581,524
606,851,634,419,585,530
529,927,642,419,553,572
527,929,645,395,588,619
527,929,629,411,567,624
502,947,606,411,567,758
627,946,640,411,565,841
705,947,704,433,521,875
803,924,721,441,521,1048
832,906,595,428,522,1354
757,993,502,433,522,1398
714,1105,386,433,522,1532
707,1122,336,485,538,1532
777,1128,314,485,576,1532
709,1196,314,486,577,1532
704,1279,278,517,660,1532
706,1278,278,517,683,1532
735,1278,278,532,703,1532
731,1320,319,538,901,1532
698,1292,319,578,1050,1527
704,1293,319,578,1017,1528
712,1213,319,578,985,1521
712,1198,307,578,1026,1493
668,1242,247,522,1079,1489
746,1194,374,515,1118,1489
904,1186,374,513,1127,1489
959,1127,354,506,1179,1517
1014,1045,380,650,1086,1506
1015,947,387,650,1073,1500
1015,918,387,635,1073,1372
1015,892,387,608,1050,1371
1015,633,387,562,1072,1332
1015,606,391,545,1080,1318
1015,529,384,545,1102,1241
1036,527,357,545,1026,1213
1036,527,346,530,1016,1279
1039,502,345,528,1017,1151
914,627,311,530,1017,1058
836,705,247,525,1049,1020
738,803,230,500,1091,782
709,832,230,516,1091,550
697,757,230,513,1091,564
628,714,230,513,1091,437
622,707,224,461,1075,438
591,777,224,461,1042,438
601,709,225,460,1082,443
707,704,246,429,1059,445
706,706,258,429,1036,445
704,735,270,479,1021,445
801,731,229,518,817,445
914,698,239,593,650,445
930,704,239,726,549,443
1066,712,240,745,482,443
1066,712,431,746,440,434
1066,668,444,746,387,434
988,746,339,666,348,434
830,904,427,605,339,434
775,959,433,609,279,406
720,1014,417,526,273,361
732,1015,446,558,273,342
732,1015,446,558,293,314
777,1015,446,555,293,312
880,1015,446,555,273,312
999,1015,442,555,292,312
1016,1015,441,568,271,286
1042,1036,464,568,271,267
1206,1036,486,567,314,198
1294,1039,515,567,313,324
1328,914,522,565,313,366
1412,836,674,548,281,367
1412,738,674,553,230,364
1429,709,675,543,235,262
1499,697,687,544,241,329
1523,628,691,550,266,322
1519,622,762,554,266,321
1509,591,822,560,263,321
1499,601,832,560,228,316
1315,707,817,573,168,317
1308,706,805,594,255,317
1281,704,793,529,251,317
1146,801,793,484,251,317
1031,914,783,369,251,317
1008,930,783,236,251,317
870,1066,782,217,251,317
920,1066,591,216,251,317
955,1066,573,216,290,317
992,988,591,216,362,317
992,830,516,187,396,317
1207,775,510,190,443,317
1211,720,500,129,447,317
1219,732,634,106,447,317
1224,732,717,106,427,402
1179,777,721,162,427,438
1076,880,768,184,425,438
976,999,805,189,394,440
972,1016,875,227,393,440
954,1042,958,252,385,471
831,1206,950,252,329,469
740,1294,1056,252,329,422
706,1328,1104,252,415,409
621,1412,977,252,417,409
621,1412,977,263,453,409
604,1429,976,265,517,410
534,1499,964,318,526,282
510,1523,960,340,512,282
510,1519,889,342,529,282
475,1509,829,336,527,282
475,1499,818,336,523,285
475,1315,815,323,523,282
475,1308,823,302,436,282
475,1281,846,302,435,282
475,1146,856,302,435,282
475,1031,915,342,435,282
475,1008,922,383,435,282
469,870,922,383,443,282
419,920,922,406,472,282
384,955,922,470,515,282
347,992,877,476,446,282
347,992,906,476,412,283
132,1207,906,460,514,284
128,1211,906,463,510,284
107,1219,736,455,510,284
102,1224,653,564,510,202
102,1179,682,568,510,287
102,1076,635,545,542,299
83,976,598,551,563,326
136,972,528,500,569,370
107,954,520,475,569,518
66,831,517,475,571,525
66,740,382,475,571,432
66,706,327,545,523,403
90,621,302,568,538,402
92,621,317,559,503,402
92,604,317,565,502,401
198,534,317,607,694,401
279,510,427,590,892,405
370,510,432,584,877,413
370,475,432,584,877,413
398,475,432,584,984,410
413,475,557,584,984,452
433,475,571,677,992,464
444,475,548,766,992,500
479,475,538,766,992,500
638,475,876,726,992,506
724,475,869,685,992,574
724,469,908,685,984,821
762,419,959,662,955,1091
902,384,1144,723,873,1091
903,347,1191,721,870,1121
903,347,1160,722,870,1158
903,132,1173,737,721,1157
903,128,1197,734,721,1247
951,107,1247,733,721,1247
1112,102,1385,624,721,1244
1159,102,1384,563,721,1123
1177,102,1384,563,689,1111
1183,83,1487,796,668,1179
1123,136,1512,796,675,1135
1195,107,1428,796,675,956
1443,66,1468,796,673,949
1443,66,1468,796,707,984
1443,66,1468,772,669,1005
1419,90,1470,749,710,1022
1417,92,1456,740,709,1046
1417,92,1456,758,640,1046
1311,198,1456,660,433,1046
1261,279,1346,649,224,1131
1204,370,1341,649,222,1123
1278,370,1341,649,295,1161
1250,398,1341,649,208,1161
1235,413,1213,649,299,1120
1220,433,1191,556,291,1108
1237,444,1288,468,291,1240
1290,479,1338,468,291,1240
1175,638,941,468,291,1234
1213,724,941,468,291,1230
1267,724,1017,468,305,983
1230,762,1114,468,326,713
1122,902,929,343,326,713
1173,903,898,339,327,683
1266,903,879,338,423,645
1383,903,866,323,423,645
1425,903,842,323,444,555
1448,951,933,325,444,555
1409,1112,803,326,444,555
1376,1159,782,326,444,555
1399,1177,782,376,444,555
1401,1183,681,334,444,458
1398,1123,656,392,431,484
1374,1195,642,456,484,523
1320,1443,591,505,587,549
1495,1443,591,505,568,537
1529,1443,591,493,606,611
1589,1419,608,507,548,594
1618,1417,624,759,548,570
1618,1417,625,772,623,570
1713,1311,629,848,671,570
1689,1261,629,848,695,481
1656,1204,629,848,705,481
1583,1278,629,848,634,443
1591,1250,629,848,614,443
1593,1235,629,848,523,442
1588,1220,629,848,523,442
1560,1237,532,847,523,274
1472,1290,482,847,523,281
1428,1175,482,847,525,281
1304,1213,482,957,661,217
1307,1267,367,957,715,217
1382,1230,219,1024,724,232
1417,1122,219,1024,776,392
1369,1173,223,1024,775,392
1313,1266,223,1027,679,392
1197,1383,223,1076,679,396
1155,1425,223,1093,681,398
1084,1448,82,1091,689,471
962,1409,88,1134,689,493
992,1376,124,1273,689,493
995,1399,124,1657,689,493
987,1401,122,1456,689,532
984,1398,122,1398,689,506
936,1374,134,1334,636,467
834,1320,188,1285,533,441
659,1495,222,1286,525,417
625,1529,501,1252,506,322
565,1589,482,1297,506,322
840,1618,465,1045,506,322
881,1618,465,1055,454,322
810,1713,461,1007,406,322
899,1689,475,1007,382,322
907,1656,531,1007,499,322
906,1583,612,1019,497,322
903,1591,617,1032,567,322
901,1593,713,1135,654,322
901,1588,831,1249,682,322
952,1560,832,1249,682,322
1009,1472,834,1249,863,315
1035,1428,1012,1249,900,494
1035,1304,1021,1139,995,623
1028,1307,1044,1160,927,623
963,1382,1062,1093,1010,608
974,1417,1132,1093,982,448
1304,1369,1113,1093,982,448
1268,1313,1113,1092,983,448
1267,1197,1363,1044,1022,444
1267,1155,1469,1087,1097,442
1267,1084,1553,1087,1112,369
1267,962,1539,1043,1124,347
1223,992,1666,904,1221,356
1179,995,1748,470,1249,506
1179,987,1748,469,1278,473
1179,984,1748,469,1278,473
1179,936,1736,469,1278,473
1087,834,1682,469,1278,473
1196,659,1670,468,1271,473
1202,625,1391,468,1252,473
1207,565,1391,409,1252,473
912,840,1391,409,1252,482
871,881,1390,354,1229,629
847,810,1390,326,1229,629
751,899,1376,327,1229,629
771,907,1320,658,1233,658
772,906,1239,759,1239,658
767,903,1234,776,1167,658
767,901,1138,673,1081,658
767,901,1020,560,1053,658
716,952,1022,610,1056,658
659,1009,1020,652,875,658
710,1035,867,652,836,479
729,1035,878,652,641,350
679,1028,860,631,641,350
668,963,842,631,539,350
590,974,772,631,518,350
256,1304,771,631,537,382
255,1268,771,629,654,388
312,1267,527,628,620,388
312,1267,434,575,562,388
312,1267,358,575,539,388
479,1267,358,586,549,390
489,1223,184,596,453,400
530,1179,118,613,427,250
530,1179,174,652,456,244
530,1179,193,825,456,285
544,1179,381,842,456,369
549,1087,630,842,456,399
440,1196,609,842,456,399
434,1202,613,842,509,410
429,1207,677,842,512,481
420,912,682,842,518,627
420,871,682,842,537,517
425,847,683,843,551,517
476,751,683,842,551,518
447,771,683,511,420,491
446,772,683,398,414,491
446,767,683,368,425,491
446,767,683,368,456,491
446,767,683,367,478,491
446,716,680,317,552,491
456,659,680,275,624,491
379,710,655,280,645,491
360,729,715,323,618,491
360,679,747,383,757,491
374,668,752,424,746,491
375,590,784,477,743,491
375,256,934,481,724,459
375,255,995,481,643,453
318,312,990,483,638,453
318,312,977,476,598,453
318,312,969,476,715,453
151,479,976,465,713,473
380,489,977,455,753,471
352,530,961,438,753,517
352,530,928,493,695,703
352,530,927,338,713,671
338,544,739,402,766,647
333,549,490,471,839,640
333,440,489,522,848,640
333,434,485,547,795,629
406,429,421,547,834,558
409,420,416,552,828,403
509,420,423,552,810,366
615,425,422,561,842,366
592,476,422,561,852,365
624,447,485,563,852,363
624,446,485,573,854,381
680,446,565,573,843,381
690,446,580,573,811,418
690,446,580,647,789,418
690,446,628,665,715,496
680,456,636,680,651,555
680,379,695,675,742,561
826,360,697,632,733,563
832,360,758,572,594,563
856,374,782,539,607,563
855,375,776,486,619,565
873,375,885,482,629,592
873,375,851,520,592,592
893,318,927,518,592,624
937,318,929,542,616,673
946,318,929,569,499,717
946,151,947,593,481,695
716,380,946,593,440,680
707,352,947,593,438,678
826,352,924,499,457,501
1158,352,906,607,452,492
1221,338,993,619,399,432
1252,333,1105,666,326,409
1270,333,1122,671,317,409
1373,333,1128,668,317,409
1403,406,1196,668,275,409
1452,409,1279,699,275,409
1500,509,1278,699,274,409
1412,615,1278,689,228,409
1394,592,1320,689,218,415
1362,624,1292,687,218,433
1362,624,1293,677,216,549
1306,680,1213,677,216,648
1296,690,1198,689,216,612
1296,690,1242,680,272,612
1296,690,1194,667,356,534
1296,680,1186,660,440,475
1296,680,1127,680,344,477
1150,826,1045,680,344,574
1144,832,947,680,344,587
1106,856,918,672,346,587
1106,855,892,672,365,608
1088,873,633,672,402,581
1088,873,606,634,419,585
1090,893,529,642,419,553
1047,937,527,645,395,588
1040,946,527,629,411,567
1108,946,502,606,411,567
1111,716,627,640,411,565
1108,707,705,704,433,521
989,826,803,721,441,521
657,1158,832,595,428,522
610,1221,757,502,433,522
580,1252,714,386,433,522
667,1270,707,336,485,538
588,1373,777,314,485,576
546,1403,709,314,486,577
497,1452,704,278,517,660
389,1500,706,278,517,683
367,1412,735,278,532,703
411,1394,731,319,538,901
430,1362,698,319,578,1050
430,1362,704,319,578,1017
434,1306,712,319,578,985
448,1296,712,307,578,1026
534,1296,668,247,522,1079
654,1296,746,374,515,1118
683,1296,904,374,513,1127
690,1296,959,354,506,1179
694,1150,1014,380,650,1086
748,1144,1015,387,650,1073
803,1106,1015,387,635,1073
803,1106,1015,387,608,1050
815,1088,1015,387,562,1072
815,1088,1015,391,545,1080
793,1090,1015,384,545,1102
792,1047,1036,357,545,1026
790,1040,1036,346,530,1016
722,1108,1039,345,528,1017
746,1111,914,311,530,1017
780,1108,836,247,525,1049
991,989,738,230,500,1091
994,657,709,230,516,1091
978,610,697,230,513,1091
1049,580,628,230,513,1091
1086,667,622,224,461,1075
1304,588,591,224,461,1042
1243,546,601,225,460,1082
1240,497,707,246,429,1059
1200,389,706,258,429,1036
1199,367,704,270,479,1021
1145,411,801,229,518,817
1126,430,914,239,593,650
1126,430,930,239,726,549
1122,434,1066,240,745,482
1108,448,1066,431,746,440
1022,534,1066,444,746,387
902,654,988,339,666,348
873,683,830,427,605,339
866,690,775,433,609,279
884,694,720,417,526,273
830,748,732,446,558,273
775,803,732,446,558,293
775,803,777,446,555,293
763,815,880,446,555,273
776,815,999,442,555,292
835,793,1016,441,568,271
835,792,1042,464,568,271
914,790,1206,486,567,314
1079,722,1294,515,567,313
1071,746,1328,522,565,313
1087,780,1412,674,548,281
920,991,1412,674,553,230
917,994,1429,675,543,235
917,978,1499,687,544,241
846,1049,1523,691,550,266
704,1086,1519,762,554,266
463,1304,1509,822,560,263
513,1243,1499,832,560,228
715,1240,1315,817,573,168
786,1200,1308,805,594,255
812,1199,1281,793,529,251
863,1145,1146,793,484,251
892,1126,1031,783,369,251
1008,1126,1008,783,236,251
1018,1122,870,782,217,251
1018,1108,920,591,216,251
1022,1022,955,573,216,290
1055,902,992,591,216,362
1231,873,992,516,187,396
1254,866,1207,510,190,443
1232,884,1211,500,129,447
1251,830,1219,634,106,447
1251,775,1224,717,106,427
1256,775,1179,721,162,427
1327,763,1076,768,184,425
1358,776,976,805,189,394
1299,835,972,875,227,393
1306,835,954,958,252,385
1233,914,831,950,252,329
1068,1079,740,1056,252,329
1040,1071,706,1104,252,415
989,1087,621,977,252,417
945,920,621,977,263,453
977,917,604,976,265,517
1094,917,534,964,318,526
1112,846,510,960,340,512
1112,704,510,889,342,529
1158,463,475,829,336,527
1108,513,475,818,336,523
917,715,475,815,323,523
852,786,475,823,302,436
888,812,475,846,302,435
930,863,475,856,302,435
927,892,475,915,342,435
811,1008,475,922,383,435
801,1018,469,922,383,443
803,1018,419,922,406,472
857,1022,384,922,470,515
825,1055,347,877,476,446
696,1231,347,906,476,412
673,1254,132,906,460,514
685,1232,128,906,463,510
674,1251,107,736,455,510
674,1251,102,653,564,510
669,1256,102,682,568,510
598,1327,102,635,545,542
716,1358,83,598,551,563
724,1299,136,528,500,569
730,1306,107,520,475,569
747,1233,66,517,475,571
747,1068,66,382,475,571
747,1040,66,327,545,523
747,989,90,302,568,538
747,945,92,317,559,503
715,977,92,317,565,502
598,1094,198,317,607,694
579,1112,279,427,590,892
579,1112,370,432,584,877
532,1158,370,432,584,877
532,1108,398,432,584,984
521,917,413,557,584,984
515,852,433,571,677,992
453,888,444,548,766,992
360,930,479,538,766,992
392,927,638,876,726,992
418,811,724,869,685,992
423,801,724,908,685,984
437,803,762,959,662,955
379,857,902,1144,723,873
378,825,903,1191,721,870
331,696,903,1160,722,870
331,673,903,1173,737,721
326,685,903,1197,734,721
321,674,951,1247,733,721
330,674,1112,1385,624,721
367,669,1159,1384,563,721
386,598,1177,1384,563,689
291,716,1183,1487,796,668
354,724,1123,1512,796,675
341,730,1195,1428,796,675
318,747,1443,1468,796,673
330,747,1443,1468,796,707
345,747,1443,1468,772,669
345,747,1419,1470,749,710
567,747,1417,1456,740,709
653,715,1417,1456,758,640
658,598,1311,1456,660,433
658,579,1261,1346,649,224
658,579,1204,1341,649,222
658,532,1278,1341,649,295
658,532,1250,1341,649,208
746,521,1235,1213,649,299
746,515,1220,1191,556,291
824,453,1237,1288,468,291
841,360,1290,1338,468,291
836,392,1175,941,468,291
810,418,1213,941,468,291
805,423,1267,1017,468,305
846,437,1230,1114,468,326
848,379,1122,929,343,326
848,378,1173,898,339,327
876,331,1266,879,338,423
876,331,1383,866,323,423
869,326,1425,842,323,444
1109,321,1448,933,325,444
1100,330,1409,803,326,444
1063,367,1376,782,326,444
1044,386,1399,782,376,444
977,291,1401,681,334,444
906,354,1398,656,392,431
906,341,1374,642,456,484
1077,318,1320,591,505,587
1153,330,1495,591,505,568
1138,345,1529,591,493,606
1138,345,1589,608,507,548
916,567,1618,624,759,548
870,653,1618,625,772,623
895,658,1713,629,848,671
895,658,1689,629,848,695
900,658,1656,629,848,705
967,658,1583,629,848,634
971,658,1591,629,848,614
883,746,1593,629,848,523
883,746,1588,629,848,523
805,824,1560,532,847,523
808,841,1472,482,847,523
765,836,1428,482,847,525
766,810,1304,482,957,661
832,805,1307,367,957,715
820,846,1382,219,1024,724
821,848,1417,219,1024,776
821,848,1369,223,1024,775
793,876,1313,223,1027,679
793,876,1197,223,1076,679
793,869,1155,223,1093,681
622,1109,1084,82,1091,689
801,1100,962,88,1134,689
854,1063,992,124,1273,689
854,1044,995,124,1657,689
854,977,987,122,1456,689
854,906,984,122,1398,689
869,906,936,134,1334,636
704,1077,834,188,1285,533
690,1153,659,222,1286,525
904,1138,625,501,1252,506
904,1138,565,482,1297,506
904,916,840,465,1045,506
864,870,881,465,1055,454
879,895,810,461,1007,406
879,895,899,475,1007,382
874,900,907,531,1007,499
828,967,906,612,1019,497
877,971,903,617,1032,567
880,883,901,713,1135,654
880,883,901,831,1249,682
888,805,952,832,1249,682
869,808,1009,834,1249,863
865,765,1035,1012,1249,900
864,766,1035,1021,1139,995
839,832,1028,1044,1160,927
812,820,963,1062,1093,1010
809,821,974,1132,1093,982
922,821,1304,1113,1093,982
922,793,1268,1113,1092,983
941,793,1267,1363,1044,1022
943,793,1267,1469,1087,1097
871,622,1267,1553,1087,1112
692,801,1267,1539,1043,1124
639,854,1223,1666,904,1221
639,854,1179,1748,470,1249
639,854,1179,1748,469,1278
639,854,1179,1748,469,1278
627,869,1179,1736,469,1278
685,704,1087,1682,469,1278
687,690,1196,1670,468,1271
473,904,1202,1391,468,1252
683,904,1207,1391,409,1252
741,904,912,1391,409,1252
758,864,871,1390,354,1229
713,879,847,1390,326,1229
713,879,751,1376,327,1229
713,874,771,1320,658,1233
707,828,772,1239,759,1239
1057,877,767,1234,776,1167
1283,880,767,1138,673,1081
1283,880,767,1020,560,1053
1275,888,716,1022,610,1056
1274,869,659,1020,652,875
1268,865,710,867,652,836
1268,864,729,878,652,641
1227,839,679,860,631,641
1209,812,668,842,631,539
1209,809,590,772,631,518
1096,922,256,771,631,537
1100,922,255,771,629,654
1081,941,312,527,628,620
1079,943,312,434,575,562
1079,871,312,358,575,539
1079,692,479,358,586,549
1079,639,489,184,596,453
1079,639,530,118,613,427
1155,639,530,174,652,456
1253,639,530,193,825,456
1302,627,544,381,842,456
1264,685,549,630,842,456
1190,687,440,609,842,456
1257,473,434,613,842,509
1091,683,429,677,842,512
1033,741,420,682,842,518
1065,758,420,682,842,537
1065,713,425,683,843,551
1065,713,476,683,842,551
1065,713,447,683,511,420
1052,707,446,683,398,414
649,1057,446,683,368,425
420,1283,446,683,368,456
428,1283,446,683,367,478
491,1275,446,680,317,552
491,1274,456,680,275,624
491,1268,379,655,280,645
491,1268,360,715,323,618
491,1227,360,747,383,757
510,1209,374,752,424,746
510,1209,375,784,477,743
511,1096,375,934,481,724
515,1100,375,995,481,643
515,1081,318,990,483,638
515,1079,318,977,476,598
679,1079,318,969,476,715
682,1079,151,976,465,713
702,1079,380,977,455,753
760,1079,352,961,438,753
734,1155,352,928,493,695
689,1253,352,927,338,713
637,1302,338,739,402,766
611,1264,333,490,471,839
609,1190,333,489,522,848
542,1257,333,485,547,795
505,1091,406,421,547,834
506,1033,409,416,552,828
457,1065,509,423,552,810
569,1065,615,422,561,842
618,1065,592,422,561,852
668,1065,624,485,563,852
