Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
796,621,873,689,880,568
936,647,1187,689,874,568
944,648,1353,689,874,494
929,630,1417,689,876,493
867,368,1445,689,884,500
854,380,1765,689,744,414
823,411,1795,689,816,457
748,554,1853,689,816,457
618,688,2031,689,831,457
613,705,2130,689,398,469
720,813,2088,689,402,468
696,838,2086,689,403,296
636,898,2089,718,502,280
663,899,2089,822,569,243
667,899,2008,1028,637,241
667,899,2008,849,671,239
636,933,2038,779,706,251
657,946,2069,899,706,251
677,948,2017,844,713,251
691,952,1971,750,967,251
691,952,1965,735,1073,251
691,952,1966,717,1124,251
693,952,1940,693,1124,266
693,952,1956,611,1115,336
698,873,1986,615,1095,369
700,873,1955,615,1051,404
700,822,1939,615,1176,385
705,822,1940,630,1176,398
696,834,1940,673,1194,411
696,791,1939,675,1170,411
614,829,1883,675,1170,411
614,796,1661,675,1180,411
470,936,1347,675,1188,411
469,944,1181,675,1291,409
469,929,1182,675,1291,411
481,867,1139,694,1283,425
481,854,765,743,1264,380
481,823,683,847,1259,337
413,748,624,877,1266,337
415,618,415,878,1254,337
414,613,316,977,1246,295
221,720,296,982,1303,296
226,696,274,982,1349,238
226,636,293,953,1252,238
200,663,293,849,1170,238
246,667,291,645,1102,247
259,667,291,644,1068,247
312,636,281,641,1033,235
291,657,255,571,1033,235
420,677,279,686,1026,235
695,691,330,714,772,235
816,691,343,642,719,235
847,691,355,644,668,235
850,693,311,644,668,220
850,693,295,639,668,150
864,698,265,753,723,117
980,700,290,806,729,86
1141,700,382,833,613,86
1136,705,384,915,657,191
1132,696,384,990,549,249
1132,696,385,988,561,331
1139,614,385,990,665,530
1158,614,390,1051,655,561
1317,470,393,1148,647,561
1478,469,482,1192,544,561
1559,469,516,1200,542,559
1617,481,523,1182,542,537
1620,481,523,1162,548,537
1625,481,513,1058,517,542
1632,413,512,1041,512,547
1633,415,512,1049,509,547
1622,414,543,1091,488,525
1600,221,590,1168,457,524
1671,226,633,1240,410,524
1671,226,611,1339,403,524
1691,200,611,1360,403,525
1641,246,628,1391,403,522
1668,259,665,1391,403,522
1615,312,680,1382,403,531
1602,291,675,1315,403,549
1451,420,635,1184,403,549
1158,695,589,1135,403,550
1037,816,582,1141,350,550
1006,847,588,1142,350,550
1001,850,592,1169,350,550
1001,850,590,1242,350,550
982,864,607,1123,295,550
865,980,582,1160,315,546
705,1141,490,1229,389,546
705,1136,487,1139,321,428
719,1132,487,1021,319,357
727,1132,486,1021,346,275
719,1139,486,1019,244,78
691,1158,486,962,248,52
510,1317,530,867,248,52
341,1478,526,823,250,73
260,1559,473,815,253,73
199,1617,536,814,253,73
284,1620,536,785,247,73
293,1625,536,785,211,68
286,1632,536,772,209,63
279,1633,536,763,209,63
295,1622,505,622,209,123
295,1600,458,540,179,124
219,1671,438,468,185,124
219,1671,468,369,228,124
220,1691,519,348,228,123
248,1641,549,320,228,117
301,1668,514,320,228,122
302,1615,466,320,228,113
389,1602,466,320,246,121
389,1451,467,320,259,124
411,1158,462,320,380,297
433,1037,456,313,538,304
443,1006,437,308,627,308
511,1001,434,281,636,308
582,1001,439,208,636,353
584,982,426,204,643,378
700,865,457,114,790,534
710,705,511,18,709,569
710,705,581,11,717,723
696,719,640,20,731,723
688,727,720,44,692,723
686,719,733,44,703,724
726,691,743,40,847,719
754,510,696,38,1129,719
754,341,611,38,1244,733
754,260,565,38,1244,733
844,199,494,59,1244,735
807,284,546,60,1245,751
794,293,604,61,1245,751
934,286,683,80,1299,751
937,279,744,281,1321,751
921,295,761,322,1334,691
921,295,761,364,1334,690
920,219,745,496,1328,697
938,219,744,625,1268,697
916,220,707,625,1268,697
890,248,694,620,1268,697
797,301,692,625,1268,692
793,302,691,626,1268,692
706,389,691,628,1250,666
728,389,690,629,1253,663
706,411,690,631,1133,489
684,433,690,631,975,482
675,443,690,631,886,478
610,511,710,631,882,478
539,582,710,631,925,433
537,584,708,632,926,423
420,700,705,635,753,339
409,710,692,635,748,345
410,710,648,655,759,205
485,696,589,646,745,205
563,688,525,622,757,205
572,686,539,627,744,239
555,726,543,629,596,240
527,754,636,629,347,240
655,754,636,629,232,224
719,754,636,629,229,236
645,844,636,608,229,234
598,807,584,607,228,218
597,794,533,650,228,218
493,934,473,895,177,218
503,937,413,809,158,229
525,921,396,800,155,229
525,921,402,892,174,229
525,920,462,856,174,222
507,938,433,729,174,222
506,916,419,782,174,222
504,890,381,813,174,222
565,797,395,813,174,228
595,793,511,815,174,240
651,706,555,813,174,240
673,728,774,815,159,240
710,706,787,926,158,240
780,684,787,927,158,240
781,675,787,975,158,240
778,610,767,1042,153,240
781,539,762,1042,110,240
781,537,784,1119,102,225
782,420,789,1123,102,153
782,409,773,1123,102,112
860,410,773,1103,83,106
785,485,773,1105,83,110
707,563,757,1114,98,110
698,572,731,1245,195,73
675,555,712,1385,242,72
675,527,619,1423,220,80
561,655,619,1423,229,61
497,719,619,1423,229,49
472,645,685,1450,229,53
468,598,685,1519,229,160
518,597,678,1475,229,183
482,493,661,1211,227,183
506,503,663,1097,427,172
542,525,668,1069,517,177
546,525,693,937,516,207
551,525,626,841,517,207
551,507,626,839,587,207
551,506,675,786,617,207
554,504,681,755,638,207
579,565,673,750,653,201
550,595,595,747,653,189
494,651,551,747,653,189
450,673,332,744,678,190
438,710,319,631,710,212
389,780,327,630,710,329
409,781,368,582,849,430
473,778,369,515,851,495
470,781,367,515,927,495
591,781,343,437,1054,498
594,782,311,430,1054,528
594,782,286,430,1054,531
523,860,260,430,1054,523
557,785,260,448,1054,568
590,707,260,454,1027,641
591,698,259,369,930,713
607,675,293,460,883,713
624,675,293,430,872,705
756,561,316,431,861,705
756,497,316,553,861,705
756,472,250,526,861,840
756,468,285,513,861,749
769,518,396,513,861,726
809,482,443,513,860,726
997,506,487,512,657,726
940,542,488,512,557,721
936,546,517,620,731,691
931,551,540,620,866,691
938,551,540,628,796,691
947,551,491,628,766,691
944,554,485,644,885,691
858,579,492,676,870,691
857,550,822,680,1077,691
857,494,822,732,1116,691
857,450,822,756,1090,690
832,438,822,771,1092,668
811,389,814,775,1310,551
789,409,773,776,1171,450
725,473,770,776,1178,385
725,470,779,776,1144,480
607,591,813,776,1098,484
603,594,812,776,1180,464
609,594,812,776,1410,461
610,523,812,776,1516,466
618,557,812,764,1606,417
585,590,930,749,1747,344
584,591,1024,716,1843,272
568,607,991,485,1843,273
551,624,1016,477,1871,286
405,756,1053,514,1911,295
486,756,1053,410,1921,316
717,756,1053,410,1989,251
717,756,1018,354,2059,250
896,769,907,354,2314,295
883,809,858,354,2317,366
667,997,1022,354,2322,383
887,940,1062,410,2331,395
920,936,1003,301,2139,395
1176,931,980,314,2003,419
1208,938,980,339,2003,426
1211,947,980,356,2003,426
1219,944,1190,360,1868,426
1328,858,1177,424,1868,426
1364,857,809,421,1766,426
1402,857,824,391,1727,426
1415,857,824,454,1727,426
1415,832,824,543,1821,426
1415,811,824,540,1628,426
1415,789,824,539,1679,426
1415,725,824,539,1701,426
1415,725,826,539,1659,331
1412,607,792,539,1578,324
1562,603,792,552,1496,363
1588,609,792,552,1283,364
1596,610,792,552,1189,359
1758,618,792,544,1099,359
1816,585,674,544,959,359
1837,584,580,526,863,359
1971,568,579,587,863,364
1971,551,554,587,848,351
1971,405,494,549,866,342
1934,486,494,560,866,321
1703,717,494,603,870,247
1703,717,510,604,801,232
1461,896,523,605,546,187
1434,883,561,605,543,116
1425,667,354,605,538,131
1209,887,323,545,529,129
1205,920,332,544,529,129
949,1176,392,531,529,105
910,1208,400,498,529,220
898,1211,400,481,529,258
890,1219,190,461,524,363
781,1328,190,365,524,438
745,1364,265,364,419,438
707,1402,254,342,419,438
694,1415,326,255,419,438
694,1415,326,151,292,438
807,1415,384,150,288,438
967,1415,384,150,237,438
1123,1415,384,150,206,559
1123,1415,373,228,206,606
1123,1412,373,258,206,607
973,1562,373,246,207,568
941,1588,373,326,190,622
924,1596,406,326,178,622
820,1758,730,326,236,660
774,1816,731,326,263,763
754,1837,731,326,401,804
620,1971,731,263,416,846
620,1971,731,263,473,900
620,1971,731,263,416,902
678,1934,731,236,656,902
793,1703,731,376,584,902
794,1703,715,486,583,902
799,1461,702,491,583,902
799,1434,664,534,583,902
987,1425,660,534,583,870
982,1209,645,598,586,860
953,1205,635,603,586,860
953,949,575,626,586,860
953,910,567,654,586,738
953,898,567,655,586,700
963,890,567,1015,651,678
963,781,567,1042,679,614
963,745,492,1138,679,624
966,707,567,1149,679,624
1150,694,495,1164,679,624
1162,694,546,1164,678,624
1050,807,488,1164,657,624
917,967,489,1164,657,624
800,1123,532,1164,657,569
800,1123,579,1086,657,526
802,1123,621,1056,657,525
802,973,647,1055,656,521
805,941,648,975,656,466
805,924,630,975,656,466
723,820,368,991,598,428
713,774,380,1045,570,484
910,754,411,1107,432,443
912,620,554,1109,417,395
1092,620,688,1140,347,341
1102,620,705,1140,346,801
1062,678,813,1200,96,801
947,793,838,1041,96,801
946,794,898,930,96,823
993,799,899,924,96,838
993,799,899,968,96,838
805,987,899,968,276,838
979,982,933,918,355,838
1110,953,946,913,372,838
1216,953,948,958,443,838
1221,953,952,976,558,838
1221,953,952,981,646,838
1211,963,952,621,601,755
1211,963,952,665,597,744
1259,963,952,573,684,743
1263,966,873,562,689,763
1079,1150,873,578,689,807
1160,1162,822,594,689,810
1174,1050,822,594,689,834
1147,917,834,594,689,926
1108,800,791,595,689,884
1108,800,829,651,689,880
1137,802,796,873,689,880
1137,802,936,1187,689,874
1147,805,944,1353,689,874
1147,805,929,1417,689,876
1133,723,867,1445,689,884
1138,713,854,1765,689,744
941,910,823,1795,689,816
1098,912,748,1853,689,816
952,1092,618,2031,689,831
1081,1102,613,2130,689,398
1073,1062,720,2088,689,402
1128,947,696,2086,689,403
1134,946,636,2089,718,502
1205,993,663,2089,822,569
1292,993,667,2008,1028,637
1391,805,667,2008,849,671
1271,979,636,2038,779,706
1161,1110,657,2069,899,706
1055,1216,677,2017,844,713
1050,1221,691,1971,750,967
1195,1221,691,1965,735,1073
1247,1211,691,1966,717,1124
1252,1211,693,1940,693,1124
1231,1259,693,1956,611,1115
1226,1263,698,1986,615,1095
1235,1079,700,1955,615,1051
1142,1160,700,1939,615,1176
1159,1174,705,1940,630,1176
1172,1147,696,1940,673,1194
1242,1108,696,1939,675,1170
1354,1108,614,1883,675,1170
1467,1137,614,1661,675,1180
1467,1137,470,1347,675,1188
1550,1147,469,1181,675,1291
1616,1147,469,1182,675,1291
1650,1133,481,1139,694,1283
1643,1138,481,765,743,1264
1642,941,481,683,847,1259
1483,1098,413,624,877,1266
1503,952,415,415,878,1254
1409,1081,414,316,977,1246
1355,1073,221,296,982,1303
1303,1128,226,274,982,1349
1297,1134,226,293,953,1252
1228,1205,200,293,849,1170
1244,1292,246,291,645,1102
1164,1391,259,291,644,1068
1110,1271,312,281,641,1033
1242,1161,291,255,571,1033
1276,1055,420,279,686,1026
1290,1050,695,330,714,772
1181,1195,816,343,642,719
1251,1247,847,355,644,668
1263,1252,850,311,644,668
1249,1231,850,295,639,668
1247,1226,864,265,753,723
1271,1235,980,290,806,729
1272,1142,1141,382,833,613
1240,1159,1136,384,915,657
1227,1172,1132,384,990,549
1157,1242,1132,385,988,561
1046,1354,1139,385,990,665
903,1467,1158,390,1051,655
962,1467,1317,393,1148,647
918,1550,1478,482,1192,544
884,1616,1559,516,1200,542
854,1650,1617,523,1182,542
869,1643,1620,523,1162,548
869,1642,1625,513,1058,517
870,1483,1632,512,1041,512
946,1503,1633,512,1049,509
939,1409,1622,543,1091,488
948,1355,1600,590,1168,457
1147,1303,1671,633,1240,410
1391,1297,1671,611,1339,403
1343,1228,1691,611,1360,403
1240,1244,1641,628,1391,403
1221,1164,1668,665,1391,403
1222,1110,1615,680,1382,403
1104,1242,1602,675,1315,403
1070,1276,1451,635,1184,403
1056,1290,1158,589,1135,403
1020,1181,1037,582,1141,350
898,1251,1006,588,1142,350
881,1263,1001,592,1169,350
868,1249,1001,590,1242,350
871,1247,982,607,1123,295
851,1271,865,582,1160,315
863,1272,705,490,1229,389
868,1240,705,487,1139,321
954,1227,719,487,1021,319
1036,1157,727,486,1021,346
1124,1046,719,486,1019,244
1188,903,691,486,962,248
1172,962,510,530,867,248
1200,918,341,526,823,250
1205,884,260,473,815,253
1197,854,199,536,814,253
1182,869,284,536,785,247
1182,869,293,536,785,211
1181,870,286,536,772,209
1051,946,279,536,763,209
1036,939,295,505,622,209
1092,948,295,458,540,179
999,1147,219,438,468,185
839,1391,219,468,369,228
907,1343,220,519,348,228
956,1240,248,549,320,228
985,1221,301,514,320,228
987,1222,302,466,320,228
952,1104,389,466,320,246
952,1070,389,467,320,259
1144,1056,411,462,320,380
1147,1020,433,456,313,538
1147,898,443,437,308,627
1147,881,511,434,281,636
1157,868,582,439,208,636
1154,871,584,426,204,643
1141,851,700,457,114,790
1128,863,710,511,18,709
1123,868,710,581,11,717
1051,954,696,640,20,731
980,1036,688,720,44,692
924,1124,686,733,44,703
859,1188,726,743,40,847
817,1172,754,696,38,1129
744,1200,754,611,38,1244
707,1205,754,565,38,1244
729,1197,844,494,59,1244
769,1182,807,546,60,1245
769,1182,794,604,61,1245
820,1181,934,683,80,1299
897,1051,937,744,281,1321
874,1036,921,761,322,1334
823,1092,921,761,364,1334
753,999,920,745,496,1328
727,839,938,744,625,1268
670,907,916,707,625,1268
668,956,890,694,620,1268
708,985,797,692,625,1268
758,987,793,691,626,1268
780,952,706,691,628,1250
851,952,728,690,629,1253
717,1144,706,690,631,1133
723,1147,684,690,631,975
794,1147,675,690,631,886
819,1147,610,710,631,882
815,1157,539,710,631,925
923,1154,537,708,632,926
1135,1141,420,705,635,753
1167,1128,409,692,635,748
1219,1123,410,648,655,759
1280,1051,485,589,646,745
1305,980,563,525,622,757
1272,924,572,539,627,744
1285,859,555,543,629,596
1404,817,527,636,629,347
1400,744,655,636,629,232
1400,707,719,636,629,229
1378,729,645,636,608,229
1338,769,598,584,607,228
1355,769,597,533,650,228
1322,820,493,473,895,177
1341,897,503,413,809,158
1375,874,525,396,800,155
1426,823,525,402,892,174
1424,753,525,462,856,174
1374,727,507,433,729,174
1441,670,506,419,782,174
1452,668,504,381,813,174
1384,708,565,395,813,174
1331,758,595,511,815,174
1309,780,651,555,813,174
1336,851,673,774,815,159
1330,717,710,787,926,158
1334,723,780,787,927,158
1263,794,781,787,975,158
1263,819,778,767,1042,153
1267,815,781,762,1042,110
1161,923,781,784,1119,102
952,1135,782,789,1123,102
920,1167,782,773,1123,102
868,1219,860,773,1103,83
1064,1280,785,773,1105,83
1087,1305,707,757,1114,98
1117,1272,698,731,1245,195
1123,1285,675,712,1385,242
1057,1404,675,619,1423,220
1209,1400,561,619,1423,229
1209,1400,497,619,1423,229
1209,1378,472,685,1450,229
1288,1338,468,685,1519,229
1271,1355,518,678,1475,229
1253,1322,482,661,1211,227
1157,1341,506,663,1097,427
1123,1375,542,668,1069,517
1058,1426,546,693,937,516
1021,1424,551,626,841,517
1013,1374,551,626,839,587
929,1441,551,675,786,617
871,1452,554,681,755,638
870,1384,579,673,750,653
870,1331,550,595,747,653
881,1309,494,551,747,653
787,1336,450,332,744,678
779,1330,438,319,631,710
769,1334,389,327,630,710
785,1263,409,368,582,849
760,1263,473,369,515,851
750,1267,470,367,515,927
748,1161,591,343,437,1054
745,952,594,311,430,1054
745,920,594,286,430,1054
745,868,523,260,430,1054
474,1064,557,260,448,1054
415,1087,590,260,454,1027
385,1117,591,259,369,930
366,1123,607,293,460,883
312,1057,624,293,430,872
157,1209,756,316,431,861
157,1209,756,316,553,861
159,1209,756,250,526,861
90,1288,756,285,513,861
117,1271,769,396,513,861
117,1253,809,443,513,860
117,1157,997,487,512,657
117,1123,940,488,512,557
208,1058,936,517,620,731
222,1021,931,540,620,866
222,1013,938,540,628,796
356,929,947,491,628,766
364,871,944,485,644,885
364,870,858,492,676,870
364,870,857,822,680,1077
353,881,857,822,732,1116
666,787,857,822,756,1090
678,779,832,822,771,1092
748,769,811,814,775,1310
733,785,789,773,776,1171
733,760,725,770,776,1178
733,750,725,779,776,1144
733,748,607,813,776,1098
733,745,603,812,776,1180
733,745,609,812,776,1410
733,745,610,812,776,1516
733,474,618,812,764,1606
757,415,585,930,749,1747
791,385,584,1024,716,1843
791,366,568,991,485,1843
791,312,551,1016,477,1871
793,157,405,1053,514,1911
793,157,486,1053,410,1921
791,159,717,1053,410,1989
781,90,717,1018,354,2059
754,117,896,907,354,2314
772,117,883,858,354,2317
929,117,667,1022,354,2322
937,117,887,1062,410,2331
846,208,920,1003,301,2139
832,222,1176,980,314,2003
854,222,1208,980,339,2003
721,356,1211,980,356,2003
759,364,1219,1190,360,1868
1039,364,1328,1177,424,1868
1156,364,1364,809,421,1766
1165,353,1402,824,391,1727
848,666,1415,824,454,1727
834,678,1415,824,543,1821
820,748,1415,824,540,1628
890,733,1415,824,539,1679
893,733,1415,824,539,1701
893,733,1415,826,539,1659
893,733,1412,792,539,1578
909,733,1562,792,552,1496
909,733,1588,792,552,1283
909,733,1596,792,552,1189
909,733,1758,792,544,1099
885,757,1816,674,544,959
851,791,1837,580,526,863
851,791,1971,579,587,863
851,791,1971,554,587,848
849,793,1971,494,549,866
849,793,1934,494,560,866
853,791,1703,494,603,870
902,781,1703,510,604,801
930,754,1461,523,605,546
947,772,1434,561,605,543
856,929,1425,354,605,538
1001,937,1209,323,545,529
1002,846,1205,332,544,529
1003,832,949,392,531,529
993,854,910,400,498,529
992,721,898,400,481,529
946,759,890,190,461,524
666,1039,781,190,365,524
549,1156,745,265,364,419
540,1165,707,254,342,419
589,848,694,326,255,419
551,834,694,326,151,292
525,820,807,384,150,288
458,890,967,384,150,237
455,893,1123,384,150,206
455,893,1123,373,228,206
455,893,1123,373,258,206
439,909,973,373,246,207
439,909,941,373,326,190
439,909,924,406,326,178
439,909,820,730,326,236
439,885,774,731,326,263
439,851,754,731,326,401
439,851,620,731,263,416
454,851,620,731,263,473
469,849,620,731,263,416
469,849,678,731,236,656
465,853,793,731,376,584
527,902,794,715,486,583
569,930,799,702,491,583
535,947,799,664,534,583
647,856,987,660,534,583
519,1001,982,645,598,586
545,1002,953,635,603,586
574,1003,953,575,626,586
568,993,953,567,654,586
575,992,953,567,655,586
577,946,963,567,1015,651
709,666,963,567,1042,679
711,549,963,492,1138,679
794,540,966,567,1149,679
782,589,1150,495,1164,679
778,551,1162,546,1164,678
745,525,1050,488,1164,657
1020,458,917,489,1164,657
1022,455,800,532,1164,657
1024,455,800,579,1086,657
1024,455,802,621,1056,657
1024,439,802,647,1055,656
1024,439,805,648,975,656
1024,439,805,630,975,656
1123,439,723,368,991,598
1123,439,713,380,1045,570
1123,439,910,411,1107,432
1158,439,912,554,1109,417
1143,454,1092,688,1140,347
1203,469,1102,705,1140,346
1372,469,1062,813,1200,96
1419,465,947,838,1041,96
1309,527,946,898,930,96
1241,569,993,899,924,96
1272,535,993,899,968,96
1114,647,805,899,968,276
1096,519,979,933,918,355
1069,545,1110,946,913,372
1039,574,1216,948,958,443
1034,568,1221,952,976,558
1027,575,1221,952,981,646
1025,577,1211,952,621,601
901,709,1211,952,665,597
904,711,1259,952,573,684
821,794,1263,873,562,689
784,782,1079,873,578,689
819,778,1160,822,594,689
819,745,1174,822,594,689
541,1020,1147,834,594,689
553,1022,1108,791,595,689
552,1024,1108,829,651,689
598,1024,1137,796,873,689
616,1024,1137,936,1187,689
616,1024,1147,944,1353,689
616,1024,1147,929,1417,689
529,1123,1133,867,1445,689
530,1123,1138,854,1765,689
530,1123,941,823,1795,689
495,1158,1098,748,1853,689
519,1143,952,618,2031,689
444,1203,1081,613,2130,689
275,1372,1073,720,2088,689
228,1419,1128,696,2086,689
227,1309,1134,636,2089,718
225,1241,1205,663,2089,822
247,1272,1292,667,2008,1028
356,1114,1391,667,2008,849
502,1096,1271,636,2038,779
505,1069,1161,657,2069,899
505,1039,1055,677,2017,844
504,1034,1050,691,1971,750
527,1027,1195,691,1965,735
527,1025,1247,691,1966,717
520,901,1252,693,1940,693
515,904,1231,693,1956,611
515,821,1226,698,1986,615
515,784,1235,700,1955,615
480,819,1142,700,1939,615
480,819,1159,705,1940,630
