Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
224,733,859,615,97,662,748
236,733,859,613,73,671,748
234,735,918,644,73,671,708
218,751,910,743,104,671,708
218,751,835,734,104,687,588
218,751,792,683,104,687,588
229,751,792,763,167,687,623
229,691,734,785,212,681,628
229,690,711,787,225,676,625
222,697,711,788,225,676,638
222,697,689,786,225,676,638
222,697,689,921,227,676,638
222,697,731,931,227,661,628
228,692,731,996,283,656,628
240,692,731,992,350,559,628
240,666,731,983,355,456,628
240,663,731,983,366,463,628
240,489,724,921,366,437,628
240,482,700,914,366,437,628
240,478,609,897,356,465,630
240,478,683,854,358,491,658
240,433,679,754,358,504,392
225,423,719,754,358,502,373
153,339,716,698,347,501,128
112,345,716,686,317,407,148
106,205,716,681,310,296,158
110,205,716,723,310,263,158
110,205,745,682,310,271,158
73,239,772,679,301,250,158
72,240,711,693,301,268,158
80,240,687,680,301,282,158
61,224,708,679,301,284,158
49,236,726,679,315,275,428
53,234,667,600,319,330,471
160,218,666,499,288,330,471
183,218,666,460,288,296,471
183,218,666,523,288,296,476
172,229,666,453,225,296,441
177,229,666,482,197,296,436
207,229,665,477,276,296,436
207,222,665,534,298,296,423
207,222,665,506,323,315,423
207,222,665,371,321,317,423
207,222,623,361,335,561,423
201,228,623,297,601,561,423
189,240,623,297,910,560,423
189,240,623,329,921,552,433
190,240,623,329,917,541,463
212,240,653,329,917,471,471
329,240,757,329,917,471,474
430,240,806,362,957,443,469
495,240,621,369,955,417,441
495,240,520,464,1044,404,432
498,225,474,577,1046,404,432
528,153,473,583,1046,404,432
531,112,473,698,1041,404,379
523,106,473,718,1041,386,369
568,110,509,655,1041,404,369
641,110,449,672,1130,557,369
713,73,421,674,1193,557,369
713,72,438,660,1256,537,369
705,80,470,660,1256,590,369
705,61,448,660,1294,576,369
705,49,449,660,1280,591,99
840,53,472,660,1276,540,56
749,160,512,794,1365,542,56
726,183,552,825,1391,561,56
726,183,599,926,1391,592,51
726,172,610,938,1391,677,51
721,177,610,898,1374,684,142
691,207,645,900,1281,684,208
691,207,645,840,1259,697,228
691,207,645,840,1234,712,245
691,207,646,859,1293,724,321
691,207,646,864,1282,480,321
691,201,658,863,986,521,321
691,189,689,857,620,521,336
691,189,689,805,638,521,341
690,190,705,805,646,521,315
668,212,649,805,662,521,307
551,329,577,805,669,521,359
450,430,508,772,629,521,366
385,495,506,765,629,521,376
480,495,506,670,540,556,485
484,498,533,557,677,580,486
464,528,533,551,677,580,538
461,531,533,436,677,832,538
466,523,533,416,677,1213,565
417,568,497,416,677,1290,569
344,641,497,391,588,1129,587
272,713,487,388,532,1129,634
273,713,470,388,469,1129,634
286,705,438,388,469,1052,634
295,705,408,388,431,1052,634
316,705,389,388,431,1048,634
251,840,400,388,431,1072,634
250,749,384,254,342,1070,634
295,726,359,223,316,1091,634
366,726,312,59,320,1182,634
383,726,301,37,320,1191,638
395,721,301,65,320,1184,547
395,691,266,96,320,1184,481
419,691,266,97,320,1171,461
426,691,266,97,381,1258,444
426,691,272,78,322,1268,368
426,691,273,73,374,1378,368
426,691,261,73,351,1337,479
426,691,230,75,541,1339,483
426,691,268,75,512,1339,468
426,690,252,75,510,1344,464
426,668,252,75,494,1348,464
426,551,217,75,488,1349,428
426,450,158,77,640,1349,421
426,385,158,77,682,1349,411
331,480,158,77,707,1344,302
324,484,209,77,568,1320,301
363,464,209,77,568,1320,249
364,461,209,132,568,1129,251
359,466,209,132,608,748,372
359,417,293,132,626,653,449
359,344,350,132,763,653,432
359,272,358,142,900,653,385
364,273,358,142,900,653,385
351,286,358,185,1112,653,612
342,295,358,276,1139,663,612
321,316,358,352,1139,807,612
247,251,324,352,1139,779,612
232,250,300,352,1139,779,612
187,295,285,352,1139,739,612
116,366,285,352,1135,617,612
131,383,285,352,1135,523,608
129,395,382,406,1135,523,616
129,395,443,395,1135,523,728
105,419,443,394,1190,525,728
220,426,443,508,1140,464,728
258,426,436,569,1140,667,728
363,426,436,632,1086,573,728
438,426,436,632,1083,638,617
438,426,436,630,955,792,598
438,426,398,630,1028,792,598
438,426,398,630,1015,787,598
438,426,386,647,1015,783,598
438,426,386,647,1014,789,579
438,426,386,852,862,849,579
559,426,386,853,820,879,579
606,331,386,853,795,849,579
607,324,391,853,795,863,596
568,363,472,864,796,903,596
622,364,539,809,796,846,594
622,359,539,830,756,846,446
660,359,455,832,738,846,365
763,359,440,833,601,846,364
804,359,439,829,457,846,364
846,364,474,829,457,916,364
900,351,474,786,245,921,137
902,342,474,695,218,1049,137
902,321,474,619,218,952,141
902,247,475,619,218,1108,141
902,232,581,619,242,1121,141
902,187,581,619,242,1159,141
902,116,656,630,245,1159,141
870,131,656,709,245,1159,141
860,129,620,689,269,1161,133
860,129,740,793,376,1161,21
860,105,742,825,330,1159,21
738,220,780,877,418,1099,21
700,258,814,816,535,887,47
678,363,820,832,546,871,47
614,438,863,832,787,806,47
624,438,863,953,801,695,47
624,438,865,964,996,707,47
624,438,953,968,1001,707,52
624,438,955,965,1001,707,52
624,438,956,1015,1001,701,52
624,438,956,900,1001,641,52
569,559,956,950,1001,611,52
526,606,956,951,1040,611,52
525,607,873,951,1204,605,58
521,568,792,940,1288,565,58
466,622,801,1086,1378,561,70
466,622,802,1067,1442,561,190
428,660,803,1065,1442,561,263
484,763,892,1064,1442,561,291
443,804,885,1058,1442,568,338
395,846,850,1058,1442,498,480
341,900,850,1058,1457,493,507
801,902,902,1058,1509,369,520
801,902,903,1058,1509,311,516
801,902,1132,1071,1512,161,516
823,902,1042,1078,1513,148,516
838,902,1079,1078,1933,110,615
838,902,1006,1067,1967,207,712
838,870,1008,988,1972,214,712
838,860,947,915,1958,212,712
838,860,766,789,1923,212,712
838,860,764,757,1917,212,712
838,738,726,591,1823,216,712
838,700,692,591,1741,201,778
755,678,685,512,1793,201,778
744,614,642,512,1664,201,778
743,624,642,391,1588,218,778
763,624,640,380,1315,206,780
807,624,552,376,1310,206,868
810,624,569,362,1310,206,947
834,624,568,312,1310,205,953
926,624,568,220,1310,235,961
884,569,568,169,1349,288,961
880,526,568,239,1310,289,961
880,525,568,333,1153,332,938
874,521,568,416,1069,483,938
874,466,494,310,979,598,926
876,466,493,320,915,621,806
884,428,500,377,915,657,733
744,484,414,387,915,768,705
816,443,457,452,915,774,658
816,395,457,580,915,774,530
831,341,457,637,900,774,503
398,801,469,637,848,760,490
402,801,468,637,848,822,585
403,801,296,624,845,855,614
502,823,280,617,820,855,660
569,838,243,617,400,855,583
637,838,241,622,364,758,486
671,838,239,681,384,751,558
706,838,251,681,383,769,625
706,838,251,716,311,770,630
713,838,251,790,319,861,630
967,838,251,790,328,989,717
1073,838,251,790,294,1016,635
1124,755,251,803,231,1020,792
1124,744,266,815,186,1020,869
1115,743,336,885,219,1049,914
1095,763,369,889,219,1116,912
1051,807,404,892,219,1135,819
1176,810,385,931,219,1166,806
1176,834,398,958,219,1183,906
1194,926,411,963,219,1158,904
1170,884,411,963,181,1138,904
1170,880,411,1002,183,1174,904
1180,880,411,908,176,1123,904
1188,874,411,825,175,972,904
1291,874,409,785,175,968,904
1291,876,411,788,175,971,904
1283,884,425,731,176,948,904
1264,744,380,721,176,876,904
1259,816,337,656,176,1000,904
1266,816,337,528,176,1003,890
1254,831,337,471,191,1016,890
1246,398,295,471,197,1226,890
1303,402,296,492,201,1238,795
1349,403,238,553,243,1330,766
1252,502,238,587,243,1330,720
1170,569,238,631,243,1331,698
1102,637,247,651,299,1381,698
1068,671,247,622,406,1381,626
1033,706,235,681,456,1363,559
1033,706,235,648,649,1362,554
1026,713,235,576,689,1291,554
772,967,235,576,750,1187,467
719,1073,235,603,886,1168,457
668,1124,235,609,916,1164,300
668,1124,220,597,887,1164,223
668,1115,150,530,926,1081,199
723,1095,117,526,989,1014,287
729,1051,86,529,995,995,397
613,1176,86,491,1215,990,464
657,1176,191,471,1646,989,404
549,1194,249,466,1738,1025,513
561,1170,331,466,1845,1024,543
665,1170,530,356,1900,989,565
655,1180,561,356,1975,989,565
647,1188,561,357,1975,989,565
544,1291,561,366,1988,878,566
542,1291,559,546,1993,852,575
542,1283,537,618,2009,839,575
548,1264,537,710,2080,800,575
517,1259,542,753,2144,663,575
512,1266,547,801,2322,660,575
509,1254,547,809,2307,647,575
488,1246,525,820,2337,437,575
457,1303,524,800,2432,363,575
410,1349,524,739,2431,232,595
403,1252,524,705,2560,233,620
403,1170,525,665,2721,276,620
403,1102,522,640,2685,283,620
403,1068,522,657,2553,292,629
403,1033,531,614,2494,319,656
403,1033,549,682,2301,465,720
403,1026,549,711,2250,756,720
403,772,550,747,2230,941,720
350,719,550,720,2134,1001,720
350,668,550,711,2158,1011,720
350,668,550,712,2120,1011,720
350,668,550,709,2038,1006,699
295,723,550,709,1975,1010,611
315,729,546,808,1969,1052,501
389,613,546,807,1773,1038,378
321,657,428,823,1348,1022,339
319,549,357,853,1256,985,224
346,561,275,1387,1152,996,194
244,665,78,1509,1126,1000,172
248,655,52,1525,1057,1061,172
248,647,52,1816,1107,1068,172
250,544,73,1921,1153,1076,171
253,542,73,1762,1253,1085,162
253,542,73,1930,1253,1096,162
247,548,73,2053,1185,1126,162
211,517,68,2024,1129,1126,162
209,512,63,1976,951,1126,162
209,509,63,1983,958,1126,162
209,488,123,2023,994,1126,162
179,457,124,2022,994,1126,163
185,410,124,2035,968,1126,178
228,403,124,2035,839,1125,172
228,403,123,2036,695,1087,172
228,403,117,2036,674,1031,172
228,403,122,2008,677,1022,163
228,403,113,1997,681,995,187
246,403,121,1967,681,849,137
259,403,124,1992,681,538,223
380,403,297,1991,626,325,242
538,350,304,2022,586,257,314
627,350,308,2019,531,247,314
636,350,308,2226,531,247,373
636,350,353,2271,531,244,397
643,295,378,2320,531,256,406
790,315,534,2221,531,214,406
709,389,569,2298,507,223,396
717,321,723,2325,501,236,389
731,319,723,2312,501,274,389
692,346,723,1778,528,240,389
703,244,724,1715,513,240,389
847,248,719,1732,532,179,389
1129,248,719,1464,482,172,389
1244,250,733,1356,423,174,389
1244,253,733,1320,320,189,389
1244,253,735,1080,351,178,389
1245,247,751,874,350,148,389
1245,211,751,935,390,148,407
1299,209,751,978,441,148,407
1321,209,751,963,434,148,407
1334,209,691,970,362,148,413
1334,179,690,994,266,149,417
1328,185,697,981,253,149,382
1268,228,697,1003,283,149,363
1268,228,697,998,266,143,363
1268,228,697,998,266,142,378
1268,228,692,979,263,142,383
1268,228,692,974,269,142,430
1250,246,666,934,298,142,527
1253,259,663,878,298,142,445
1133,380,489,888,360,142,522
975,538,482,884,366,142,450
886,627,478,1047,383,152,450
882,636,478,952,426,152,391
925,636,433,1012,526,152,367
926,643,423,969,526,136,360
753,790,339,967,582,147,361
748,709,345,890,594,161,455
759,717,205,840,599,155,584
745,731,205,823,620,113,617
757,692,205,854,638,104,617
744,703,239,806,626,107,638
596,847,240,834,601,107,640
347,1129,240,834,614,107,650
232,1244,224,859,615,97,662
229,1244,236,859,613,73,671
229,1244,234,918,644,73,671
228,1245,218,910,743,104,671
228,1245,218,835,734,104,687
177,1299,218,792,683,104,687
158,1321,229,792,763,167,687
155,1334,229,734,785,212,681
174,1334,229,711,787,225,676
174,1328,222,711,788,225,676
174,1268,222,689,786,225,676
174,1268,222,689,921,227,676
174,1268,222,731,931,227,661
174,1268,228,731,996,283,656
174,1268,240,731,992,350,559
174,1250,240,731,983,355,456
159,1253,240,731,983,366,463
158,1133,240,724,921,366,437
158,975,240,700,914,366,437
158,886,240,609,897,356,465
153,882,240,683,854,358,491
110,925,240,679,754,358,504
102,926,225,719,754,358,502
102,753,153,716,698,347,501
102,748,112,716,686,317,407
83,759,106,716,681,310,296
83,745,110,716,723,310,263
98,757,110,745,682,310,271
195,744,73,772,679,301,250
242,596,72,711,693,301,268
220,347,80,687,680,301,282
229,232,61,708,679,301,284
229,229,49,726,679,315,275
229,229,53,667,600,319,330
229,228,160,666,499,288,330
229,228,183,666,460,288,296
227,177,183,666,523,288,296
427,158,172,666,453,225,296
517,155,177,666,482,197,296
516,174,207,665,477,276,296
517,174,207,665,534,298,296
587,174,207,665,506,323,315
617,174,207,665,371,321,317
638,174,207,623,361,335,561
653,174,201,623,297,601,561
653,174,189,623,297,910,560
653,174,189,623,329,921,552
678,159,190,623,329,917,541
710,158,212,653,329,917,471
710,158,329,757,329,917,471
849,158,430,806,362,957,443
851,153,495,621,369,955,417
927,110,495,520,464,1044,404
1054,102,498,474,577,1046,404
1054,102,528,473,583,1046,404
1054,102,531,473,698,1041,404
1054,83,523,473,718,1041,386
1054,83,568,509,655,1041,404
1027,98,641,449,672,1130,557
930,195,713,421,674,1193,557
883,242,713,438,660,1256,537
872,220,705,470,660,1256,590
861,229,705,448,660,1294,576
861,229,705,449,660,1280,591
861,229,840,472,660,1276,540
861,229,749,512,794,1365,542
861,229,726,552,825,1391,561
860,227,726,599,926,1391,592
657,427,726,610,938,1391,677
557,517,721,610,898,1374,684
731,516,691,645,900,1281,684
866,517,691,645,840,1259,697
796,587,691,645,840,1234,712
766,617,691,646,859,1293,724
885,638,691,646,864,1282,480
870,653,691,658,863,986,521
1077,653,691,689,857,620,521
1116,653,691,689,805,638,521
1090,678,690,705,805,646,521
1092,710,668,649,805,662,521
1310,710,551,577,805,669,521
1171,849,450,508,772,629,521
1178,851,385,506,765,629,521
1144,927,480,506,670,540,556
1098,1054,484,533,557,677,580
1180,1054,464,533,551,677,580
1410,1054,461,533,436,677,832
1516,1054,466,533,416,677,1213
1606,1054,417,497,416,677,1290
1747,1027,344,497,391,588,1129
1843,930,272,487,388,532,1129
1843,883,273,470,388,469,1129
1871,872,286,438,388,469,1052
1911,861,295,408,388,431,1052
1921,861,316,389,388,431,1048
1989,861,251,400,388,431,1072
2059,861,250,384,254,342,1070
2314,861,295,359,223,316,1091
2317,860,366,312,59,320,1182
2322,657,383,301,37,320,1191
2331,557,395,301,65,320,1184
2139,731,395,266,96,320,1184
2003,866,419,266,97,320,1171
2003,796,426,266,97,381,1258
2003,766,426,272,78,322,1268
1868,885,426,273,73,374,1378
1868,870,426,261,73,351,1337
1766,1077,426,230,75,541,1339
1727,1116,426,268,75,512,1339
1727,1090,426,252,75,510,1344
1821,1092,426,252,75,494,1348
1628,1310,426,217,75,488,1349
1679,1171,426,158,77,640,1349
1701,1178,426,158,77,682,1349
1659,1144,331,158,77,707,1344
1578,1098,324,209,77,568,1320
1496,1180,363,209,77,568,1320
1283,1410,364,209,132,568,1129
1189,1516,359,209,132,608,748
1099,1606,359,293,132,626,653
959,1747,359,350,132,763,653
863,1843,359,358,142,900,653
863,1843,364,358,142,900,653
848,1871,351,358,185,1112,653
866,1911,342,358,276,1139,663
866,1921,321,358,352,1139,807
870,1989,247,324,352,1139,779
801,2059,232,300,352,1139,779
546,2314,187,285,352,1139,739
543,2317,116,285,352,1135,617
538,2322,131,285,352,1135,523
529,2331,129,382,406,1135,523
529,2139,129,443,395,1135,523
529,2003,105,443,394,1190,525
529,2003,220,443,508,1140,464
529,2003,258,436,569,1140,667
524,1868,363,436,632,1086,573
524,1868,438,436,632,1083,638
419,1766,438,436,630,955,792
419,1727,438,398,630,1028,792
419,1727,438,398,630,1015,787
292,1821,438,386,647,1015,783
288,1628,438,386,647,1014,789
237,1679,438,386,852,862,849
206,1701,559,386,853,820,879
206,1659,606,386,853,795,849
206,1578,607,391,853,795,863
207,1496,568,472,864,796,903
190,1283,622,539,809,796,846
178,1189,622,539,830,756,846
236,1099,660,455,832,738,846
263,959,763,440,833,601,846
401,863,804,439,829,457,846
416,863,846,474,829,457,916
473,848,900,474,786,245,921
416,866,902,474,695,218,1049
656,866,902,474,619,218,952
584,870,902,475,619,218,1108
583,801,902,581,619,242,1121
583,546,902,581,619,242,1159
583,543,902,656,630,245,1159
583,538,870,656,709,245,1159
586,529,860,620,689,269,1161
586,529,860,740,793,376,1161
586,529,860,742,825,330,1159
586,529,738,780,877,418,1099
586,529,700,814,816,535,887
651,524,678,820,832,546,871
679,524,614,863,832,787,806
679,419,624,863,953,801,695
679,419,624,865,964,996,707
679,419,624,953,968,1001,707
678,292,624,955,965,1001,707
657,288,624,956,1015,1001,701
657,237,624,956,900,1001,641
657,206,569,956,950,1001,611
657,206,526,956,951,1040,611
657,206,525,873,951,1204,605
656,207,521,792,940,1288,565
656,190,466,801,1086,1378,561
656,178,466,802,1067,1442,561
598,236,428,803,1065,1442,561
570,263,484,892,1064,1442,561
432,401,443,885,1058,1442,568
417,416,395,850,1058,1442,498
347,473,341,850,1058,1457,493
346,416,801,902,1058,1509,369
96,656,801,903,1058,1509,311
96,584,801,1132,1071,1512,161
96,583,823,1042,1078,1513,148
96,583,838,1079,1078,1933,110
96,583,838,1006,1067,1967,207
276,583,838,1008,988,1972,214
355,586,838,947,915,1958,212
372,586,838,766,789,1923,212
443,586,838,764,757,1917,212
558,586,838,726,591,1823,216
646,586,838,692,591,1741,201
601,651,755,685,512,1793,201
597,679,744,642,512,1664,201
684,679,743,642,391,1588,218
689,679,763,640,380,1315,206
689,679,807,552,376,1310,206
689,678,810,569,362,1310,206
689,657,834,568,312,1310,205
689,657,926,568,220,1310,235
689,657,884,568,169,1349,288
689,657,880,568,239,1310,289
689,657,880,568,333,1153,332
689,656,874,568,416,1069,483
689,656,874,494,310,979,598
689,656,876,493,320,915,621
689,598,884,500,377,915,657
689,570,744,414,387,915,768
689,432,816,457,452,915,774
689,417,816,457,580,915,774
689,347,831,457,637,900,774
689,346,398,469,637,848,760
689,96,402,468,637,848,822
689,96,403,296,624,845,855
718,96,502,280,617,820,855
822,96,569,243,617,400,855
1028,96,637,241,622,364,758
849,276,671,239,681,384,751
779,355,706,251,681,383,769
899,372,706,251,716,311,770
844,443,713,251,790,319,861
750,558,967,251,790,328,989
735,646,1073,251,790,294,1016
717,601,1124,251,803,231,1020
693,597,1124,266,815,186,1020
611,684,1115,336,885,219,1049
615,689,1095,369,889,219,1116
615,689,1051,404,892,219,1135
615,689,1176,385,931,219,1166
630,689,1176,398,958,219,1183
673,689,1194,411,963,219,1158
675,689,1170,411,963,181,1138
675,689,1170,411,1002,183,1174
675,689,1180,411,908,176,1123
675,689,1188,411,825,175,972
675,689,1291,409,785,175,968
675,689,1291,411,788,175,971
694,689,1283,425,731,176,948
743,689,1264,380,721,176,876
847,689,1259,337,656,176,1000
877,689,1266,337,528,176,1003
878,689,1254,337,471,191,1016
977,689,1246,295,471,197,1226
982,689,1303,296,492,201,1238
982,689,1349,238,553,243,1330
953,718,1252,238,587,243,1330
849,822,1170,238,631,243,1331
645,1028,1102,247,651,299,1381
644,849,1068,247,622,406,1381
641,779,1033,235,681,456,1363
571,899,1033,235,648,649,1362
686,844,1026,235,576,689,1291
714,750,772,235,576,750,1187
642,735,719,235,603,886,1168
644,717,668,235,609,916,1164
644,693,668,220,597,887,1164
639,611,668,150,530,926,1081
753,615,723,117,526,989,1014
806,615,729,86,529,995,995
833,615,613,86,491,1215,990
915,630,657,191,471,1646,989
990,673,549,249,466,1738,1025
988,675,561,331,466,1845,1024
990,675,665,530,356,1900,989
1051,675,655,561,356,1975,989
1148,675,647,561,357,1975,989
1192,675,544,561,366,1988,878
1200,675,542,559,546,1993,852
1182,694,542,537,618,2009,839
1162,743,548,537,710,2080,800
1058,847,517,542,753,2144,663
1041,877,512,547,801,2322,660
1049,878,509,547,809,2307,647
1091,977,488,525,820,2337,437
1168,982,457,524,800,2432,363
1240,982,410,524,739,2431,232
1339,953,403,524,705,2560,233
1360,849,403,525,665,2721,276
1391,645,403,522,640,2685,283
1391,644,403,522,657,2553,292
1382,641,403,531,614,2494,319
1315,571,403,549,682,2301,465
1184,686,403,549,711,2250,756
1135,714,403,550,747,2230,941
1141,642,350,550,720,2134,1001
1142,644,350,550,711,2158,1011
1169,644,350,550,712,2120,1011
1242,639,350,550,709,2038,1006
1123,753,295,550,709,1975,1010
1160,806,315,546,808,1969,1052
1229,833,389,546,807,1773,1038
1139,915,321,428,823,1348,1022
1021,990,319,357,853,1256,985
1021,988,346,275,1387,1152,996
1019,990,244,78,1509,1126,1000
962,1051,248,52,1525,1057,1061
867,1148,248,52,1816,1107,1068
823,1192,250,73,1921,1153,1076
815,1200,253,73,1762,1253,1085
814,1182,253,73,1930,1253,1096
785,1162,247,73,2053,1185,1126
785,1058,211,68,2024,1129,1126
772,1041,209,63,1976,951,1126
763,1049,209,63,1983,958,1126
622,1091,209,123,2023,994,1126
540,1168,179,124,2022,994,1126
468,1240,185,124,2035,968,1126
369,1339,228,124,2035,839,1125
348,1360,228,123,2036,695,1087
320,1391,228,117,2036,674,1031
320,1391,228,122,2008,677,1022
320,1382,228,113,1997,681,995
320,1315,246,121,1967,681,849
320,1184,259,124,1992,681,538
320,1135,380,297,1991,626,325
313,1141,538,304,2022,586,257
308,1142,627,308,2019,531,247
281,1169,636,308,2226,531,247
208,1242,636,353,2271,531,244
204,1123,643,378,2320,531,256
114,1160,790,534,2221,531,214
18,1229,709,569,2298,507,223
11,1139,717,723,2325,501,236
20,1021,731,723,2312,501,274
44,1021,692,723,1778,528,240
44,1019,703,724,1715,513,240
40,962,847,719,1732,532,179
38,867,1129,719,1464,482,172
38,823,1244,733,1356,423,174
38,815,1244,733,1320,320,189
59,814,1244,735,1080,351,178
60,785,1245,751,874,350,148
61,785,1245,751,935,390,148
80,772,1299,751,978,441,148
281,763,1321,751,963,434,148
322,622,1334,691,970,362,148
364,540,1334,690,994,266,149
496,468,1328,697,981,253,149
625,369,1268,697,1003,283,149
625,348,1268,697,998,266,143
620,320,1268,697,998,266,142
625,320,1268,692,979,263,142
626,320,1268,692,974,269,142
628,320,1250,666,934,298,142
629,320,1253,663,878,298,142
631,320,1133,489,888,360,142
631,313,975,482,884,366,142
631,308,886,478,1047,383,152
631,281,882,478,952,426,152
631,208,925,433,1012,526,152
632,204,926,423,969,526,136
635,114,753,339,967,582,147
635,18,748,345,890,594,161
655,11,759,205,840,599,155
646,20,745,205,823,620,113
622,44,757,205,854,638,104
627,44,744,239,806,626,107
629,40,596,240,834,601,107
629,38,347,240,834,614,107
629,38,232,224,859,615,97
629,38,229,236,859,613,73
608,59,229,234,918,644,73
607,60,228,218,910,743,104
650,61,228,218,835,734,104
895,80,177,218,792,683,104
809,281,158,229,792,763,167
800,322,155,229,734,785,212
892,364,174,229,711,787,225
856,496,174,222,711,788,225
729,625,174,222,689,786,225
782,625,174,222,689,921,227
813,620,174,222,731,931,227
813,625,174,228,731,996,283
815,626,174,240,731,992,350
813,628,174,240,731,983,355
815,629,159,240,731,983,366
926,631,158,240,724,921,366
927,631,158,240,700,914,366
975,631,158,240,609,897,356
1042,631,153,240,683,854,358
1042,631,110,240,679,754,358
1119,632,102,225,719,754,358
1123,635,102,153,716,698,347
1123,635,102,112,716,686,317
1103,655,83,106,716,681,310
1105,646,83,110,716,723,310
1114,622,98,110,745,682,310
1245,627,195,73,772,679,301
1385,629,242,72,711,693,301
1423,629,220,80,687,680,301
1423,629,229,61,708,679,301
1423,629,229,49,726,679,315
1450,608,229,53,667,600,319
1519,607,229,160,666,499,288
1475,650,229,183,666,460,288
1211,895,227,183,666,523,288
1097,809,427,172,666,453,225
1069,800,517,177,666,482,197
937,892,516,207,665,477,276
841,856,517,207,665,534,298
839,729,587,207,665,506,323
786,782,617,207,665,371,321
755,813,638,207,623,361,335
750,813,653,201,623,297,601
747,815,653,189,623,297,910
747,813,653,189,623,329,921
744,815,678,190,623,329,917
631,926,710,212,653,329,917
630,927,710,329,757,329,917
582,975,849,430,806,362,957
515,1042,851,495,621,369,955
515,1042,927,495,520,464,1044
437,1119,1054,498,474,577,1046
430,1123,1054,528,473,583,1046
430,1123,1054,531,473,698,1041
430,1103,1054,523,473,718,1041
448,1105,1054,568,509,655,1041
454,1114,1027,641,449,672,1130
369,1245,930,713,421,674,1193
460,1385,883,713,438,660,1256
430,1423,872,705,470,660,1256
431,1423,861,705,448,660,1294
553,1423,861,705,449,660,1280
526,1450,861,840,472,660,1276
513,1519,861,749,512,794,1365
513,1475,861,726,552,825,1391
513,1211,860,726,599,926,1391
512,1097,657,726,610,938,1391
512,1069,557,721,610,898,1374
620,937,731,691,645,900,1281
620,841,866,691,645,840,1259
628,839,796,691,645,840,1234
628,786,766,691,646,859,1293
644,755,885,691,646,864,1282
676,750,870,691,658,863,986
680,747,1077,691,689,857,620
732,747,1116,691,689,805,638
756,744,1090,690,705,805,646
771,631,1092,668,649,805,662
775,630,1310,551,577,805,669
776,582,1171,450,508,772,629
776,515,1178,385,506,765,629
776,515,1144,480,506,670,540
776,437,1098,484,533,557,677
776,430,1180,464,533,551,677
776,430,1410,461,533,436,677
776,430,1516,466,533,416,677
764,448,1606,417,497,416,677
749,454,1747,344,497,391,588
716,369,1843,272,487,388,532
485,460,1843,273,470,388,469
477,430,1871,286,438,388,469
514,431,1911,295,408,388,431
410,553,1921,316,389,388,431
410,526,1989,251,400,388,431
354,513,2059,250,384,254,342
