Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1,Accum_y-2
174,1268,228,403,1170,569,838,902,222,689
174,1268,228,403,1102,637,838,902,222,731
174,1268,228,403,1068,671,838,870,228,731
174,1268,228,403,1033,706,838,860,240,731
174,1250,246,403,1033,706,838,860,240,731
159,1253,259,403,1026,713,838,860,240,731
158,1133,380,403,772,967,838,738,240,724
158,975,538,350,719,1073,838,700,240,700
158,886,627,350,668,1124,755,678,240,609
153,882,636,350,668,1124,744,614,240,683
110,925,636,350,668,1115,743,624,240,679
102,926,643,295,723,1095,763,624,225,719
102,753,790,315,729,1051,807,624,153,716
102,748,709,389,613,1176,810,624,112,716
83,759,717,321,657,1176,834,624,106,716
83,745,731,319,549,1194,926,624,110,716
98,757,692,346,561,1170,884,569,110,745
195,744,703,244,665,1170,880,526,73,772
242,596,847,248,655,1180,880,525,72,711
220,347,1129,248,647,1188,874,521,80,687
229,232,1244,250,544,1291,874,466,61,708
229,229,1244,253,542,1291,876,466,49,726
229,229,1244,253,542,1283,884,428,53,667
229,228,1245,247,548,1264,744,484,160,666
229,228,1245,211,517,1259,816,443,183,666
227,177,1299,209,512,1266,816,395,183,666
427,158,1321,209,509,1254,831,341,172,666
517,155,1334,209,488,1246,398,801,177,666
516,174,1334,179,457,1303,402,801,207,665
517,174,1328,185,410,1349,403,801,207,665
587,174,1268,228,403,1252,502,823,207,665
617,174,1268,228,403,1170,569,838,207,665
638,174,1268,228,403,1102,637,838,207,623
653,174,1268,228,403,1068,671,838,201,623
653,174,1268,228,403,1033,706,838,189,623
653,174,1250,246,403,1033,706,838,189,623
678,159,1253,259,403,1026,713,838,190,623
710,158,1133,380,403,772,967,838,212,653
710,158,975,538,350,719,1073,838,329,757
849,158,886,627,350,668,1124,755,430,806
851,153,882,636,350,668,1124,744,495,621
927,110,925,636,350,668,1115,743,495,520
1054,102,926,643,295,723,1095,763,498,474
1054,102,753,790,315,729,1051,807,528,473
1054,102,748,709,389,613,1176,810,531,473
1054,83,759,717,321,657,1176,834,523,473
1054,83,745,731,319,549,1194,926,568,509
1027,98,757,692,346,561,1170,884,641,449
930,195,744,703,244,665,1170,880,713,421
883,242,596,847,248,655,1180,880,713,438
872,220,347,1129,248,647,1188,874,705,470
861,229,232,1244,250,544,1291,874,705,448
861,229,229,1244,253,542,1291,876,705,449
861,229,229,1244,253,542,1283,884,840,472
861,229,228,1245,247,548,1264,744,749,512
861,229,228,1245,211,517,1259,816,726,552
860,227,177,1299,209,512,1266,816,726,599
657,427,158,1321,209,509,1254,831,726,610
557,517,155,1334,209,488,1246,398,721,610
731,516,174,1334,179,457,1303,402,691,645
866,517,174,1328,185,410,1349,403,691,645
796,587,174,1268,228,403,1252,502,691,645
766,617,174,1268,228,403,1170,569,691,646
885,638,174,1268,228,403,1102,637,691,646
870,653,174,1268,228,403,1068,671,691,658
1077,653,174,1268,228,403,1033,706,691,689
1116,653,174,1250,246,403,1033,706,691,689
1090,678,159,1253,259,403,1026,713,690,705
1092,710,158,1133,380,403,772,967,668,649
1310,710,158,975,538,350,719,1073,551,577
1171,849,158,886,627,350,668,1124,450,508
1178,851,153,882,636,350,668,1124,385,506
1144,927,110,925,636,350,668,1115,480,506
1098,1054,102,926,643,295,723,1095,484,533
1180,1054,102,753,790,315,729,1051,464,533
1410,1054,102,748,709,389,613,1176,461,533
1516,1054,83,759,717,321,657,1176,466,533
1606,1054,83,745,731,319,549,1194,417,497
1747,1027,98,757,692,346,561,1170,344,497
1843,930,195,744,703,244,665,1170,272,487
1843,883,242,596,847,248,655,1180,273,470
1871,872,220,347,1129,248,647,1188,286,438
1911,861,229,232,1244,250,544,1291,295,408
1921,861,229,229,1244,253,542,1291,316,389
1989,861,229,229,1244,253,542,1283,251,400
2059,861,229,228,1245,247,548,1264,250,384
2314,861,229,228,1245,211,517,1259,295,359
2317,860,227,177,1299,209,512,1266,366,312
2322,657,427,158,1321,209,509,1254,383,301
2331,557,517,155,1334,209,488,1246,395,301
2139,731,516,174,1334,179,457,1303,395,266
2003,866,517,174,1328,185,410,1349,419,266
2003,796,587,174,1268,228,403,1252,426,266
2003,766,617,174,1268,228,403,1170,426,272
1868,885,638,174,1268,228,403,1102,426,273
1868,870,653,174,1268,228,403,1068,426,261
1766,1077,653,174,1268,228,403,1033,426,230
1727,1116,653,174,1250,246,403,1033,426,268
1727,1090,678,159,1253,259,403,1026,426,252
1821,1092,710,158,1133,380,403,772,426,252
1628,1310,710,158,975,538,350,719,426,217
1679,1171,849,158,886,627,350,668,426,158
1701,1178,851,153,882,636,350,668,426,158
1659,1144,927,110,925,636,350,668,331,158
1578,1098,1054,102,926,643,295,723,324,209
1496,1180,1054,102,753,790,315,729,363,209
1283,1410,1054,102,748,709,389,613,364,209
1189,1516,1054,83,759,717,321,657,359,209
1099,1606,1054,83,745,731,319,549,359,293
959,1747,1027,98,757,692,346,561,359,350
863,1843,930,195,744,703,244,665,359,358
863,1843,883,242,596,847,248,655,364,358
848,1871,872,220,347,1129,248,647,351,358
866,1911,861,229,232,1244,250,544,342,358
866,1921,861,229,229,1244,253,542,321,358
870,1989,861,229,229,1244,253,542,247,324
801,2059,861,229,228,1245,247,548,232,300
546,2314,861,229,228,1245,211,517,187,285
543,2317,860,227,177,1299,209,512,116,285
538,2322,657,427,158,1321,209,509,131,285
529,2331,557,517,155,1334,209,488,129,382
529,2139,731,516,174,1334,179,457,129,443
529,2003,866,517,174,1328,185,410,105,443
529,2003,796,587,174,1268,228,403,220,443
529,2003,766,617,174,1268,228,403,258,436
524,1868,885,638,174,1268,228,403,363,436
524,1868,870,653,174,1268,228,403,438,436
419,1766,1077,653,174,1268,228,403,438,436
419,1727,1116,653,174,1250,246,403,438,398
419,1727,1090,678,159,1253,259,403,438,398
292,1821,1092,710,158,1133,380,403,438,386
288,1628,1310,710,158,975,538,350,438,386
237,1679,1171,849,158,886,627,350,438,386
206,1701,1178,851,153,882,636,350,559,386
206,1659,1144,927,110,925,636,350,606,386
206,1578,1098,1054,102,926,643,295,607,391
207,1496,1180,1054,102,753,790,315,568,472
190,1283,1410,1054,102,748,709,389,622,539
178,1189,1516,1054,83,759,717,321,622,539
236,1099,1606,1054,83,745,731,319,660,455
263,959,1747,1027,98,757,692,346,763,440
401,863,1843,930,195,744,703,244,804,439
416,863,1843,883,242,596,847,248,846,474
473,848,1871,872,220,347,1129,248,900,474
416,866,1911,861,229,232,1244,250,902,474
656,866,1921,861,229,229,1244,253,902,474
584,870,1989,861,229,229,1244,253,902,475
583,801,2059,861,229,228,1245,247,902,581
583,546,2314,861,229,228,1245,211,902,581
583,543,2317,860,227,177,1299,209,902,656
583,538,2322,657,427,158,1321,209,870,656
586,529,2331,557,517,155,1334,209,860,620
586,529,2139,731,516,174,1334,179,860,740
586,529,2003,866,517,174,1328,185,860,742
586,529,2003,796,587,174,1268,228,738,780
586,529,2003,766,617,174,1268,228,700,814
651,524,1868,885,638,174,1268,228,678,820
679,524,1868,870,653,174,1268,228,614,863
679,419,1766,1077,653,174,1268,228,624,863
679,419,1727,1116,653,174,1250,246,624,865
679,419,1727,1090,678,159,1253,259,624,953
678,292,1821,1092,710,158,1133,380,624,955
657,288,1628,1310,710,158,975,538,624,956
657,237,1679,1171,849,158,886,627,624,956
657,206,1701,1178,851,153,882,636,569,956
657,206,1659,1144,927,110,925,636,526,956
657,206,1578,1098,1054,102,926,643,525,873
656,207,1496,1180,1054,102,753,790,521,792
656,190,1283,1410,1054,102,748,709,466,801
656,178,1189,1516,1054,83,759,717,466,802
598,236,1099,1606,1054,83,745,731,428,803
570,263,959,1747,1027,98,757,692,484,892
432,401,863,1843,930,195,744,703,443,885
417,416,863,1843,883,242,596,847,395,850
347,473,848,1871,872,220,347,1129,341,850
346,416,866,1911,861,229,232,1244,801,902
96,656,866,1921,861,229,229,1244,801,903
96,584,870,1989,861,229,229,1244,801,1132
96,583,801,2059,861,229,228,1245,823,1042
96,583,546,2314,861,229,228,1245,838,1079
96,583,543,2317,860,227,177,1299,838,1006
276,583,538,2322,657,427,158,1321,838,1008
355,586,529,2331,557,517,155,1334,838,947
372,586,529,2139,731,516,174,1334,838,766
443,586,529,2003,866,517,174,1328,838,764
558,586,529,2003,796,587,174,1268,838,726
646,586,529,2003,766,617,174,1268,838,692
601,651,524,1868,885,638,174,1268,755,685
597,679,524,1868,870,653,174,1268,744,642
684,679,419,1766,1077,653,174,1268,743,642
689,679,419,1727,1116,653,174,1250,763,640
689,679,419,1727,1090,678,159,1253,807,552
689,678,292,1821,1092,710,158,1133,810,569
689,657,288,1628,1310,710,158,975,834,568
689,657,237,1679,1171,849,158,886,926,568
689,657,206,1701,1178,851,153,882,884,568
689,657,206,1659,1144,927,110,925,880,568
689,657,206,1578,1098,1054,102,926,880,568
689,656,207,1496,1180,1054,102,753,874,568
689,656,190,1283,1410,1054,102,748,874,494
689,656,178,1189,1516,1054,83,759,876,493
689,598,236,1099,1606,1054,83,745,884,500
689,570,263,959,1747,1027,98,757,744,414
689,432,401,863,1843,930,195,744,816,457
689,417,416,863,1843,883,242,596,816,457
689,347,473,848,1871,872,220,347,831,457
689,346,416,866,1911,861,229,232,398,469
689,96,656,866,1921,861,229,229,402,468
689,96,584,870,1989,861,229,229,403,296
718,96,583,801,2059,861,229,228,502,280
822,96,583,546,2314,861,229,228,569,243
1028,96,583,543,2317,860,227,177,637,241
849,276,583,538,2322,657,427,158,671,239
779,355,586,529,2331,557,517,155,706,251
899,372,586,529,2139,731,516,174,706,251
844,443,586,529,2003,866,517,174,713,251
750,558,586,529,2003,796,587,174,967,251
735,646,586,529,2003,766,617,174,1073,251
717,601,651,524,1868,885,638,174,1124,251
693,597,679,524,1868,870,653,174,1124,266
611,684,679,419,1766,1077,653,174,1115,336
615,689,679,419,1727,1116,653,174,1095,369
615,689,679,419,1727,1090,678,159,1051,404
615,689,678,292,1821,1092,710,158,1176,385
630,689,657,288,1628,1310,710,158,1176,398
673,689,657,237,1679,1171,849,158,1194,411
675,689,657,206,1701,1178,851,153,1170,411
675,689,657,206,1659,1144,927,110,1170,411
675,689,657,206,1578,1098,1054,102,1180,411
675,689,656,207,1496,1180,1054,102,1188,411
675,689,656,190,1283,1410,1054,102,1291,409
675,689,656,178,1189,1516,1054,83,1291,411
694,689,598,236,1099,1606,1054,83,1283,425
743,689,570,263,959,1747,1027,98,1264,380
847,689,432,401,863,1843,930,195,1259,337
877,689,417,416,863,1843,883,242,1266,337
878,689,347,473,848,1871,872,220,1254,337
977,689,346,416,866,1911,861,229,1246,295
982,689,96,656,866,1921,861,229,1303,296
982,689,96,584,870,1989,861,229,1349,238
953,718,96,583,801,2059,861,229,1252,238
849,822,96,583,546,2314,861,229,1170,238
645,1028,96,583,543,2317,860,227,1102,247
644,849,276,583,538,2322,657,427,1068,247
641,779,355,586,529,2331,557,517,1033,235
571,899,372,586,529,2139,731,516,1033,235
686,844,443,586,529,2003,866,517,1026,235
714,750,558,586,529,2003,796,587,772,235
642,735,646,586,529,2003,766,617,719,235
644,717,601,651,524,1868,885,638,668,235
644,693,597,679,524,1868,870,653,668,220
639,611,684,679,419,1766,1077,653,668,150
753,615,689,679,419,1727,1116,653,723,117
806,615,689,679,419,1727,1090,678,729,86
833,615,689,678,292,1821,1092,710,613,86
915,630,689,657,288,1628,1310,710,657,191
990,673,689,657,237,1679,1171,849,549,249
988,675,689,657,206,1701,1178,851,561,331
990,675,689,657,206,1659,1144,927,665,530
1051,675,689,657,206,1578,1098,1054,655,561
1148,675,689,656,207,1496,1180,1054,647,561
1192,675,689,656,190,1283,1410,1054,544,561
1200,675,689,656,178,1189,1516,1054,542,559
1182,694,689,598,236,1099,1606,1054,542,537
1162,743,689,570,263,959,1747,1027,548,537
1058,847,689,432,401,863,1843,930,517,542
1041,877,689,417,416,863,1843,883,512,547
1049,878,689,347,473,848,1871,872,509,547
1091,977,689,346,416,866,1911,861,488,525
1168,982,689,96,656,866,1921,861,457,524
1240,982,689,96,584,870,1989,861,410,524
1339,953,718,96,583,801,2059,861,403,524
1360,849,822,96,583,546,2314,861,403,525
1391,645,1028,96,583,543,2317,860,403,522
1391,644,849,276,583,538,2322,657,403,522
1382,641,779,355,586,529,2331,557,403,531
1315,571,899,372,586,529,2139,731,403,549
1184,686,844,443,586,529,2003,866,403,549
1135,714,750,558,586,529,2003,796,403,550
1141,642,735,646,586,529,2003,766,350,550
1142,644,717,601,651,524,1868,885,350,550
1169,644,693,597,679,524,1868,870,350,550
1242,639,611,684,679,419,1766,1077,350,550
1123,753,615,689,679,419,1727,1116,295,550
1160,806,615,689,679,419,1727,1090,315,546
1229,833,615,689,678,292,1821,1092,389,546
1139,915,630,689,657,288,1628,1310,321,428
1021,990,673,689,657,237,1679,1171,319,357
1021,988,675,689,657,206,1701,1178,346,275
1019,990,675,689,657,206,1659,1144,244,78
962,1051,675,689,657,206,1578,1098,248,52
867,1148,675,689,656,207,1496,1180,248,52
823,1192,675,689,656,190,1283,1410,250,73
815,1200,675,689,656,178,1189,1516,253,73
814,1182,694,689,598,236,1099,1606,253,73
785,1162,743,689,570,263,959,1747,247,73
785,1058,847,689,432,401,863,1843,211,68
772,1041,877,689,417,416,863,1843,209,63
763,1049,878,689,347,473,848,1871,209,63
622,1091,977,689,346,416,866,1911,209,123
540,1168,982,689,96,656,866,1921,179,124
468,1240,982,689,96,584,870,1989,185,124
369,1339,953,718,96,583,801,2059,228,124
348,1360,849,822,96,583,546,2314,228,123
320,1391,645,1028,96,583,543,2317,228,117
320,1391,644,849,276,583,538,2322,228,122
320,1382,641,779,355,586,529,2331,228,113
320,1315,571,899,372,586,529,2139,246,121
320,1184,686,844,443,586,529,2003,259,124
320,1135,714,750,558,586,529,2003,380,297
313,1141,642,735,646,586,529,2003,538,304
308,1142,644,717,601,651,524,1868,627,308
281,1169,644,693,597,679,524,1868,636,308
208,1242,639,611,684,679,419,1766,636,353
204,1123,753,615,689,679,419,1727,643,378
114,1160,806,615,689,679,419,1727,790,534
18,1229,833,615,689,678,292,1821,709,569
11,1139,915,630,689,657,288,1628,717,723
20,1021,990,673,689,657,237,1679,731,723
44,1021,988,675,689,657,206,1701,692,723
44,1019,990,675,689,657,206,1659,703,724
40,962,1051,675,689,657,206,1578,847,719
38,867,1148,675,689,656,207,1496,1129,719
38,823,1192,675,689,656,190,1283,1244,733
38,815,1200,675,689,656,178,1189,1244,733
59,814,1182,694,689,598,236,1099,1244,735
60,785,1162,743,689,570,263,959,1245,751
61,785,1058,847,689,432,401,863,1245,751
80,772,1041,877,689,417,416,863,1299,751
281,763,1049,878,689,347,473,848,1321,751
322,622,1091,977,689,346,416,866,1334,691
364,540,1168,982,689,96,656,866,1334,690
496,468,1240,982,689,96,584,870,1328,697
625,369,1339,953,718,96,583,801,1268,697
625,348,1360,849,822,96,583,546,1268,697
620,320,1391,645,1028,96,583,543,1268,697
625,320,1391,644,849,276,583,538,1268,692
626,320,1382,641,779,355,586,529,1268,692
628,320,1315,571,899,372,586,529,1250,666
629,320,1184,686,844,443,586,529,1253,663
631,320,1135,714,750,558,586,529,1133,489
631,313,1141,642,735,646,586,529,975,482
631,308,1142,644,717,601,651,524,886,478
631,281,1169,644,693,597,679,524,882,478
631,208,1242,639,611,684,679,419,925,433
632,204,1123,753,615,689,679,419,926,423
635,114,1160,806,615,689,679,419,753,339
635,18,1229,833,615,689,678,292,748,345
655,11,1139,915,630,689,657,288,759,205
646,20,1021,990,673,689,657,237,745,205
622,44,1021,988,675,689,657,206,757,205
627,44,1019,990,675,689,657,206,744,239
629,40,962,1051,675,689,657,206,596,240
629,38,867,1148,675,689,656,207,347,240
629,38,823,1192,675,689,656,190,232,224
629,38,815,1200,675,689,656,178,229,236
608,59,814,1182,694,689,598,236,229,234
607,60,785,1162,743,689,570,263,228,218
650,61,785,1058,847,689,432,401,228,218
895,80,772,1041,877,689,417,416,177,218
809,281,763,1049,878,689,347,473,158,229
800,322,622,1091,977,689,346,416,155,229
892,364,540,1168,982,689,96,656,174,229
856,496,468,1240,982,689,96,584,174,222
729,625,369,1339,953,718,96,583,174,222
782,625,348,1360,849,822,96,583,174,222
813,620,320,1391,645,1028,96,583,174,222
813,625,320,1391,644,849,276,583,174,228
815,626,320,1382,641,779,355,586,174,240
813,628,320,1315,571,899,372,586,174,240
815,629,320,1184,686,844,443,586,159,240
926,631,320,1135,714,750,558,586,158,240
927,631,313,1141,642,735,646,586,158,240
975,631,308,1142,644,717,601,651,158,240
1042,631,281,1169,644,693,597,679,153,240
1042,631,208,1242,639,611,684,679,110,240
1119,632,204,1123,753,615,689,679,102,225
1123,635,114,1160,806,615,689,679,102,153
1123,635,18,1229,833,615,689,678,102,112
1103,655,11,1139,915,630,689,657,83,106
1105,646,20,1021,990,673,689,657,83,110
1114,622,44,1021,988,675,689,657,98,110
1245,627,44,1019,990,675,689,657,195,73
1385,629,40,962,1051,675,689,657,242,72
1423,629,38,867,1148,675,689,656,220,80
1423,629,38,823,1192,675,689,656,229,61
1423,629,38,815,1200,675,689,656,229,49
1450,608,59,814,1182,694,689,598,229,53
1519,607,60,785,1162,743,689,570,229,160
1475,650,61,785,1058,847,689,432,229,183
1211,895,80,772,1041,877,689,417,227,183
1097,809,281,763,1049,878,689,347,427,172
1069,800,322,622,1091,977,689,346,517,177
937,892,364,540,1168,982,689,96,516,207
841,856,496,468,1240,982,689,96,517,207
839,729,625,369,1339,953,718,96,587,207
786,782,625,348,1360,849,822,96,617,207
755,813,620,320,1391,645,1028,96,638,207
750,813,625,320,1391,644,849,276,653,201
747,815,626,320,1382,641,779,355,653,189
747,813,628,320,1315,571,899,372,653,189
744,815,629,320,1184,686,844,443,678,190
631,926,631,320,1135,714,750,558,710,212
630,927,631,313,1141,642,735,646,710,329
582,975,631,308,1142,644,717,601,849,430
515,1042,631,281,1169,644,693,597,851,495
515,1042,631,208,1242,639,611,684,927,495
437,1119,632,204,1123,753,615,689,1054,498
430,1123,635,114,1160,806,615,689,1054,528
430,1123,635,18,1229,833,615,689,1054,531
430,1103,655,11,1139,915,630,689,1054,523
448,1105,646,20,1021,990,673,689,1054,568
454,1114,622,44,1021,988,675,689,1027,641
369,1245,627,44,1019,990,675,689,930,713
460,1385,629,40,962,1051,675,689,883,713
430,1423,629,38,867,1148,675,689,872,705
431,1423,629,38,823,1192,675,689,861,705
553,1423,629,38,815,1200,675,689,861,705
526,1450,608,59,814,1182,694,689,861,840
513,1519,607,60,785,1162,743,689,861,749
513,1475,650,61,785,1058,847,689,861,726
513,1211,895,80,772,1041,877,689,860,726
512,1097,809,281,763,1049,878,689,657,726
512,1069,800,322,622,1091,977,689,557,721
620,937,892,364,540,1168,982,689,731,691
620,841,856,496,468,1240,982,689,866,691
628,839,729,625,369,1339,953,718,796,691
628,786,782,625,348,1360,849,822,766,691
644,755,813,620,320,1391,645,1028,885,691
676,750,813,625,320,1391,644,849,870,691
680,747,815,626,320,1382,641,779,1077,691
732,747,813,628,320,1315,571,899,1116,691
756,744,815,629,320,1184,686,844,1090,690
771,631,926,631,320,1135,714,750,1092,668
775,630,927,631,313,1141,642,735,1310,551
776,582,975,631,308,1142,644,717,1171,450
776,515,1042,631,281,1169,644,693,1178,385
776,515,1042,631,208,1242,639,611,1144,480
776,437,1119,632,204,1123,753,615,1098,484
776,430,1123,635,114,1160,806,615,1180,464
776,430,1123,635,18,1229,833,615,1410,461
776,430,1103,655,11,1139,915,630,1516,466
764,448,1105,646,20,1021,990,673,1606,417
749,454,1114,622,44,1021,988,675,1747,344
716,369,1245,627,44,1019,990,675,1843,272
485,460,1385,629,40,962,1051,675,1843,273
477,430,1423,629,38,867,1148,675,1871,286
514,431,1423,629,38,823,1192,675,1911,295
410,553,1423,629,38,815,1200,675,1921,316
410,526,1450,608,59,814,1182,694,1989,251
354,513,1519,607,60,785,1162,743,2059,250
354,513,1475,650,61,785,1058,847,2314,295
354,513,1211,895,80,772,1041,877,2317,366
354,512,1097,809,281,763,1049,878,2322,383
410,512,1069,800,322,622,1091,977,2331,395
301,620,937,892,364,540,1168,982,2139,395
314,620,841,856,496,468,1240,982,2003,419
339,628,839,729,625,369,1339,953,2003,426
356,628,786,782,625,348,1360,849,2003,426
360,644,755,813,620,320,1391,645,1868,426
424,676,750,813,625,320,1391,644,1868,426
421,680,747,815,626,320,1382,641,1766,426
391,732,747,813,628,320,1315,571,1727,426
454,756,744,815,629,320,1184,686,1727,426
543,771,631,926,631,320,1135,714,1821,426
540,775,630,927,631,313,1141,642,1628,426
539,776,582,975,631,308,1142,644,1679,426
539,776,515,1042,631,281,1169,644,1701,426
539,776,515,1042,631,208,1242,639,1659,331
539,776,437,1119,632,204,1123,753,1578,324
552,776,430,1123,635,114,1160,806,1496,363
552,776,430,1123,635,18,1229,833,1283,364
552,776,430,1103,655,11,1139,915,1189,359
544,764,448,1105,646,20,1021,990,1099,359
544,749,454,1114,622,44,1021,988,959,359
526,716,369,1245,627,44,1019,990,863,359
587,485,460,1385,629,40,962,1051,863,364
587,477,430,1423,629,38,867,1148,848,351
549,514,431,1423,629,38,823,1192,866,342
560,410,553,1423,629,38,815,1200,866,321
603,410,526,1450,608,59,814,1182,870,247
604,354,513,1519,607,60,785,1162,801,232
605,354,513,1475,650,61,785,1058,546,187
605,354,513,1211,895,80,772,1041,543,116
605,354,512,1097,809,281,763,1049,538,131
545,410,512,1069,800,322,622,1091,529,129
544,301,620,937,892,364,540,1168,529,129
531,314,620,841,856,496,468,1240,529,105
498,339,628,839,729,625,369,1339,529,220
481,356,628,786,782,625,348,1360,529,258
461,360,644,755,813,620,320,1391,524,363
365,424,676,750,813,625,320,1391,524,438
364,421,680,747,815,626,320,1382,419,438
342,391,732,747,813,628,320,1315,419,438
255,454,756,744,815,629,320,1184,419,438
151,543,771,631,926,631,320,1135,292,438
150,540,775,630,927,631,313,1141,288,438
150,539,776,582,975,631,308,1142,237,438
150,539,776,515,1042,631,281,1169,206,559
228,539,776,515,1042,631,208,1242,206,606
258,539,776,437,1119,632,204,1123,206,607
246,552,776,430,1123,635,114,1160,207,568
326,552,776,430,1123,635,18,1229,190,622
326,552,776,430,1103,655,11,1139,178,622
326,544,764,448,1105,646,20,1021,236,660
326,544,749,454,1114,622,44,1021,263,763
326,526,716,369,1245,627,44,1019,401,804
263,587,485,460,1385,629,40,962,416,846
263,587,477,430,1423,629,38,867,473,900
263,549,514,431,1423,629,38,823,416,902
236,560,410,553,1423,629,38,815,656,902
376,603,410,526,1450,608,59,814,584,902
486,604,354,513,1519,607,60,785,583,902
491,605,354,513,1475,650,61,785,583,902
534,605,354,513,1211,895,80,772,583,902
534,605,354,512,1097,809,281,763,583,870
598,545,410,512,1069,800,322,622,586,860
603,544,301,620,937,892,364,540,586,860
626,531,314,620,841,856,496,468,586,860
654,498,339,628,839,729,625,369,586,738
655,481,356,628,786,782,625,348,586,700
1015,461,360,644,755,813,620,320,651,678
1042,365,424,676,750,813,625,320,679,614
1138,364,421,680,747,815,626,320,679,624
1149,342,391,732,747,813,628,320,679,624
1164,255,454,756,744,815,629,320,679,624
1164,151,543,771,631,926,631,320,678,624
1164,150,540,775,630,927,631,313,657,624
1164,150,539,776,582,975,631,308,657,624
1164,150,539,776,515,1042,631,281,657,569
1086,228,539,776,515,1042,631,208,657,526
1056,258,539,776,437,1119,632,204,657,525
1055,246,552,776,430,1123,635,114,656,521
975,326,552,776,430,1123,635,18,656,466
975,326,552,776,430,1103,655,11,656,466
991,326,544,764,448,1105,646,20,598,428
1045,326,544,749,454,1114,622,44,570,484
1107,326,526,716,369,1245,627,44,432,443
1109,263,587,485,460,1385,629,40,417,395
1140,263,587,477,430,1423,629,38,347,341
1140,263,549,514,431,1423,629,38,346,801
1200,236,560,410,553,1423,629,38,96,801
1041,376,603,410,526,1450,608,59,96,801
930,486,604,354,513,1519,607,60,96,823
924,491,605,354,513,1475,650,61,96,838
968,534,605,354,513,1211,895,80,96,838
968,534,605,354,512,1097,809,281,276,838
918,598,545,410,512,1069,800,322,355,838
913,603,544,301,620,937,892,364,372,838
958,626,531,314,620,841,856,496,443,838
976,654,498,339,628,839,729,625,558,838
981,655,481,356,628,786,782,625,646,838
621,1015,461,360,644,755,813,620,601,755
665,1042,365,424,676,750,813,625,597,744
573,1138,364,421,680,747,815,626,684,743
562,1149,342,391,732,747,813,628,689,763
578,1164,255,454,756,744,815,629,689,807
594,1164,151,543,771,631,926,631,689,810
594,1164,150,540,775,630,927,631,689,834
594,1164,150,539,776,582,975,631,689,926
595,1164,150,539,776,515,1042,631,689,884
651,1086,228,539,776,515,1042,631,689,880
873,1056,258,539,776,437,1119,632,689,880
1187,1055,246,552,776,430,1123,635,689,874
1353,975,326,552,776,430,1123,635,689,874
1417,975,326,552,776,430,1103,655,689,876
1445,991,326,544,764,448,1105,646,689,884
1765,1045,326,544,749,454,1114,622,689,744
1795,1107,326,526,716,369,1245,627,689,816
1853,1109,263,587,485,460,1385,629,689,816
2031,1140,263,587,477,430,1423,629,689,831
2130,1140,263,549,514,431,1423,629,689,398
2088,1200,236,560,410,553,1423,629,689,402
2086,1041,376,603,410,526,1450,608,689,403
2089,930,486,604,354,513,1519,607,718,502
2089,924,491,605,354,513,1475,650,822,569
2008,968,534,605,354,513,1211,895,1028,637
2008,968,534,605,354,512,1097,809,849,671
2038,918,598,545,410,512,1069,800,779,706
2069,913,603,544,301,620,937,892,899,706
2017,958,626,531,314,620,841,856,844,713
1971,976,654,498,339,628,839,729,750,967
1965,981,655,481,356,628,786,782,735,1073
1966,621,1015,461,360,644,755,813,717,1124
1940,665,1042,365,424,676,750,813,693,1124
1956,573,1138,364,421,680,747,815,611,1115
1986,562,1149,342,391,732,747,813,615,1095
1955,578,1164,255,454,756,744,815,615,1051
1939,594,1164,151,543,771,631,926,615,1176
1940,594,1164,150,540,775,630,927,630,1176
1940,594,1164,150,539,776,582,975,673,1194
1939,595,1164,150,539,776,515,1042,675,1170
1883,651,1086,228,539,776,515,1042,675,1170
1661,873,1056,258,539,776,437,1119,675,1180
1347,1187,1055,246,552,776,430,1123,675,1188
1181,1353,975,326,552,776,430,1123,675,1291
1182,1417,975,326,552,776,430,1103,675,1291
1139,1445,991,326,544,764,448,1105,694,1283
765,1765,1045,326,544,749,454,1114,743,1264
683,1795,1107,326,526,716,369,1245,847,1259
624,1853,1109,263,587,485,460,1385,877,1266
415,2031,1140,263,587,477,430,1423,878,1254
316,2130,1140,263,549,514,431,1423,977,1246
296,2088,1200,236,560,410,553,1423,982,1303
274,2086,1041,376,603,410,526,1450,982,1349
293,2089,930,486,604,354,513,1519,953,1252
293,2089,924,491,605,354,513,1475,849,1170
291,2008,968,534,605,354,513,1211,645,1102
291,2008,968,534,605,354,512,1097,644,1068
281,2038,918,598,545,410,512,1069,641,1033
255,2069,913,603,544,301,620,937,571,1033
279,2017,958,626,531,314,620,841,686,1026
330,1971,976,654,498,339,628,839,714,772
343,1965,981,655,481,356,628,786,642,719
355,1966,621,1015,461,360,644,755,644,668
311,1940,665,1042,365,424,676,750,644,668
295,1956,573,1138,364,421,680,747,639,668
265,1986,562,1149,342,391,732,747,753,723
290,1955,578,1164,255,454,756,744,806,729
382,1939,594,1164,151,543,771,631,833,613
384,1940,594,1164,150,540,775,630,915,657
384,1940,594,1164,150,539,776,582,990,549
385,1939,595,1164,150,539,776,515,988,561
385,1883,651,1086,228,539,776,515,990,665
390,1661,873,1056,258,539,776,437,1051,655
393,1347,1187,1055,246,552,776,430,1148,647
482,1181,1353,975,326,552,776,430,1192,544
516,1182,1417,975,326,552,776,430,1200,542
523,1139,1445,991,326,544,764,448,1182,542
523,765,1765,1045,326,544,749,454,1162,548
513,683,1795,1107,326,526,716,369,1058,517
