Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2,Accum_y-3
491,582,788,519,1143,1051,279,536
491,569,801,444,1203,1036,295,505
491,558,812,275,1372,1092,295,458
495,514,856,228,1419,999,219,438
541,472,898,227,1309,839,219,468
546,472,898,225,1241,907,220,519
592,472,844,247,1272,956,248,549
607,472,715,356,1114,985,301,514
870,472,562,502,1096,987,302,466
925,472,559,505,1069,952,389,466
980,472,559,505,1039,952,389,467
1012,472,559,504,1034,1144,411,462
1212,472,536,527,1027,1147,433,456
1216,472,536,527,1025,1147,443,437
1181,507,535,520,901,1147,511,434
1171,517,535,515,904,1157,582,439
1171,517,535,515,821,1154,584,426
1211,517,535,515,784,1141,700,457
1275,563,537,480,819,1128,710,511
1382,586,537,480,819,1123,710,581
1380,573,552,479,541,1051,696,640
1419,572,564,465,553,980,688,720
1435,650,493,535,552,924,686,733
1402,701,496,494,598,859,726,743
1469,650,547,512,616,817,754,696
1491,767,508,551,616,744,754,611
1457,777,496,611,616,707,754,565
1448,642,609,631,529,729,844,494
1448,487,763,631,530,769,807,546
1448,487,681,713,530,769,794,604
1445,490,598,796,495,820,934,683
1444,491,582,788,519,897,937,744
1444,491,569,801,444,874,921,761
1469,491,558,812,275,823,921,761
1479,495,514,856,228,753,920,745
1433,541,472,898,227,727,938,744
1428,546,472,898,225,670,916,707
1382,592,472,844,247,668,890,694
1367,607,472,715,356,708,797,692
1105,870,472,562,502,758,793,691
1050,925,472,559,505,780,706,691
1091,980,472,559,505,851,728,690
1059,1012,472,559,504,717,706,690
859,1212,472,536,527,723,684,690
855,1216,472,536,527,794,675,690
1089,1181,507,535,520,819,610,710
1246,1171,517,535,515,815,539,710
1349,1171,517,535,515,923,537,708
1368,1211,517,535,515,1135,420,705
1260,1275,563,537,480,1167,409,692
1130,1382,586,537,480,1219,410,648
1130,1380,573,552,479,1280,485,589
1080,1419,572,564,465,1305,563,525
986,1435,650,493,535,1272,572,539
960,1402,701,496,494,1285,555,543
857,1469,650,547,512,1404,527,636
718,1491,767,508,551,1400,655,636
694,1457,777,496,611,1400,719,636
693,1448,642,609,631,1378,645,636
693,1448,487,763,631,1338,598,584
693,1448,487,681,713,1355,597,533
693,1445,490,598,796,1322,493,473
693,1444,491,582,788,1341,503,413
693,1444,491,569,801,1375,525,396
668,1469,491,558,812,1426,525,402
654,1479,495,514,856,1424,525,462
654,1433,541,472,898,1374,507,433
654,1428,546,472,898,1441,506,419
654,1382,592,472,844,1452,504,381
654,1367,607,472,715,1384,565,395
653,1105,870,472,562,1331,595,511
653,1050,925,472,559,1309,651,555
585,1091,980,472,559,1336,673,774
646,1059,1012,472,559,1330,710,787
706,859,1212,472,536,1334,780,787
708,855,1216,472,536,1263,781,787
530,1089,1181,507,535,1263,778,767
433,1246,1171,517,535,1267,781,762
330,1349,1171,517,535,1161,781,784
271,1368,1211,517,535,952,782,789
267,1260,1275,563,537,920,782,773
267,1130,1382,586,537,868,860,773
267,1130,1380,573,552,1064,785,773
267,1080,1419,572,564,1087,707,757
295,986,1435,650,493,1117,698,731
328,960,1402,701,496,1123,675,712
393,857,1469,650,547,1057,675,619
405,718,1491,767,508,1209,561,619
430,694,1457,777,496,1209,497,619
465,693,1448,642,609,1209,472,685
466,693,1448,487,763,1288,468,685
498,693,1448,487,681,1271,518,678
750,693,1445,490,598,1253,482,661
809,693,1444,491,582,1157,506,663
818,693,1444,491,569,1123,542,668
818,668,1469,491,558,1058,546,693
818,654,1479,495,514,1021,551,626
818,654,1433,541,472,1013,551,626
818,654,1428,546,472,929,551,675
820,654,1382,592,472,871,554,681
820,654,1367,607,472,870,579,673
833,653,1105,870,472,870,550,595
869,653,1050,925,472,881,494,551
841,585,1091,980,472,787,450,332
780,646,1059,1012,472,779,438,319
720,706,859,1212,472,769,389,327
827,708,855,1216,472,785,409,368
771,530,1089,1181,507,760,473,369
711,433,1246,1171,517,750,470,367
711,330,1349,1171,517,748,591,343
727,271,1368,1211,517,745,594,311
739,267,1260,1275,563,745,594,286
745,267,1130,1382,586,745,523,260
756,267,1130,1380,573,474,557,260
767,267,1080,1419,572,415,590,260
739,295,986,1435,650,385,591,259
711,328,960,1402,701,366,607,293
646,393,857,1469,650,312,624,293
634,405,718,1491,767,157,756,316
609,430,694,1457,777,157,756,316
574,465,693,1448,642,159,756,250
573,466,693,1448,487,90,756,285
559,498,693,1448,487,117,769,396
382,750,693,1445,490,117,809,443
334,809,693,1444,491,117,997,487
461,818,693,1444,491,117,940,488
461,818,668,1469,491,208,936,517
465,818,654,1479,495,222,931,540
488,818,654,1433,541,222,938,540
504,818,654,1428,546,356,947,491
517,820,654,1382,592,364,944,485
523,820,654,1367,607,364,858,492
510,833,653,1105,870,364,857,822
474,869,653,1050,925,353,857,822
476,841,585,1091,980,666,857,822
476,780,646,1059,1012,678,832,822
476,720,706,859,1212,748,811,814
367,827,708,855,1216,733,789,773
367,771,530,1089,1181,733,725,770
367,711,433,1246,1171,733,725,779
367,711,330,1349,1171,733,607,813
351,727,271,1368,1211,733,603,812
339,739,267,1260,1275,733,609,812
333,745,267,1130,1382,733,610,812
322,756,267,1130,1380,733,618,812
311,767,267,1080,1419,757,585,930
311,739,295,986,1435,791,584,1024
330,711,328,960,1402,791,568,991
330,646,393,857,1469,791,551,1016
330,634,405,718,1491,793,405,1053
340,609,430,694,1457,793,486,1053
408,574,465,693,1448,791,717,1053
492,573,466,693,1448,781,717,1018
474,559,498,693,1448,754,896,907
415,382,750,693,1445,772,883,858
406,334,809,693,1444,929,667,1022
270,461,818,693,1444,937,887,1062
270,461,818,668,1469,846,920,1003
274,465,818,654,1479,832,1176,980
465,488,818,654,1433,854,1208,980
449,504,818,654,1428,721,1211,980
436,517,820,654,1382,759,1219,1190
524,523,820,654,1367,1039,1328,1177
538,510,833,653,1105,1156,1364,809
541,474,869,653,1050,1165,1402,824
539,476,841,585,1091,848,1415,824
561,476,780,646,1059,834,1415,824
561,476,720,706,859,820,1415,824
561,367,827,708,855,890,1415,824
561,367,771,530,1089,893,1415,824
561,367,711,433,1246,893,1415,826
561,367,711,330,1349,893,1412,792
564,351,727,271,1368,909,1562,792
569,339,739,267,1260,909,1588,792
571,333,745,267,1130,909,1596,792
571,322,756,267,1130,909,1758,792
571,311,767,267,1080,885,1816,674
571,311,739,295,986,851,1837,580
547,330,711,328,960,851,1971,579
557,330,646,393,857,851,1971,554
598,330,634,405,718,849,1971,494
605,340,609,430,694,849,1934,494
600,408,574,465,693,853,1703,494
555,492,573,466,693,902,1703,510
593,474,559,498,693,930,1461,523
577,415,382,750,693,947,1434,561
594,406,334,809,693,856,1425,354
594,270,461,818,693,1001,1209,323
596,270,461,818,668,1002,1205,332
622,274,465,818,654,1003,949,392
466,465,488,818,654,993,910,400
469,449,504,818,654,992,898,400
467,436,517,820,654,946,890,190
373,524,523,820,654,666,781,190
359,538,510,833,653,549,745,265
356,541,474,869,653,540,707,254
356,539,476,841,585,589,694,326
334,561,476,780,646,551,694,326
334,561,476,720,706,525,807,384
363,561,367,827,708,458,967,384
371,561,367,771,530,455,1123,384
424,561,367,711,433,455,1123,373
427,561,367,711,330,455,1123,373
464,564,351,727,271,439,973,373
542,569,339,739,267,439,941,373
544,571,333,745,267,439,924,406
663,571,322,756,267,439,820,730
956,571,311,767,267,439,774,731
967,571,311,739,295,439,754,731
1206,547,330,711,328,439,620,731
1196,557,330,646,393,454,620,731
1155,598,330,634,405,469,620,731
1138,605,340,609,430,469,678,731
1075,600,408,574,465,465,793,731
1055,555,492,573,466,527,794,715
1043,593,474,559,498,569,799,702
1043,577,415,382,750,535,799,664
1024,594,406,334,809,647,987,660
1024,594,270,461,818,519,982,645
1022,596,270,461,818,545,953,635
989,622,274,465,818,574,953,575
1126,466,465,488,818,568,953,567
1123,469,449,504,818,575,953,567
1123,467,436,517,820,577,963,567
1123,373,524,523,820,709,963,567
1123,359,538,510,833,711,963,492
1123,356,541,474,869,794,966,567
1123,356,539,476,841,782,1150,495
1123,334,561,476,780,778,1162,546
1123,334,561,476,720,745,1050,488
1094,363,561,367,827,1020,917,489
1086,371,561,367,771,1022,800,532
1033,424,561,367,711,1024,800,579
1144,427,561,367,711,1024,802,621
1112,464,564,351,727,1024,802,647
1029,542,569,339,739,1024,805,648
1060,544,571,333,745,1024,805,630
1025,663,571,322,756,1123,723,368
742,956,571,311,767,1123,713,380
731,967,571,311,739,1123,910,411
492,1206,547,330,711,1158,912,554
492,1196,557,330,646,1143,1092,688
492,1155,598,330,634,1203,1102,705
492,1138,605,340,609,1372,1062,813
493,1075,600,408,574,1419,947,838
474,1055,555,492,573,1309,946,898
502,1043,593,474,559,1241,993,899
515,1043,577,415,382,1272,993,899
515,1024,594,406,334,1114,805,899
515,1024,594,270,461,1096,979,933
515,1022,596,270,461,1069,1110,946
514,989,622,274,465,1039,1216,948
319,1126,466,465,488,1034,1221,952
337,1123,469,449,504,1027,1221,952
340,1123,467,436,517,1025,1211,952
340,1123,373,524,523,901,1211,952
370,1123,359,538,510,904,1259,952
496,1123,356,541,474,821,1263,873
550,1123,356,539,476,784,1079,873
581,1123,334,561,476,819,1160,822
581,1123,334,561,476,819,1174,822
596,1094,363,561,367,541,1147,834
703,1086,371,561,367,553,1108,791
950,1033,424,561,367,552,1108,829
871,1144,427,561,367,598,1137,796
905,1112,464,564,351,616,1137,936
1257,1029,542,569,339,616,1147,944
1400,1060,544,571,333,616,1147,929
1421,1025,663,571,322,529,1133,867
1411,742,956,571,311,530,1138,854
1412,731,967,571,311,530,941,823
1413,492,1206,547,330,495,1098,748
1416,492,1196,557,330,519,952,618
1465,492,1155,598,330,444,1081,613
1651,492,1138,605,340,275,1073,720
1702,493,1075,600,408,228,1128,696
1720,474,1055,555,492,227,1134,636
1666,502,1043,593,474,225,1205,663
1716,515,1043,577,415,247,1292,667
1739,515,1024,594,406,356,1391,667
1857,515,1024,594,270,502,1271,636
1886,515,1022,596,270,505,1161,657
2073,514,989,622,274,505,1055,677
2089,319,1126,466,465,504,1050,691
2072,337,1123,469,449,527,1195,691
2111,340,1123,467,436,527,1247,691
2138,340,1123,373,524,520,1252,693
2154,370,1123,359,538,515,1231,693
2127,496,1123,356,541,515,1226,698
2080,550,1123,356,539,515,1235,700
2049,581,1123,334,561,480,1142,700
2049,581,1123,334,561,480,1159,705
2034,596,1094,363,561,479,1172,696
1984,703,1086,371,561,465,1242,696
1742,950,1033,424,561,535,1354,614
1731,871,1144,427,561,494,1467,614
1697,905,1112,464,564,512,1467,470
1406,1257,1029,542,569,551,1550,469
1228,1400,1060,544,571,611,1616,469
1123,1421,1025,663,571,631,1650,481
1132,1411,742,956,571,631,1643,481
1141,1412,731,967,571,713,1642,481
1144,1413,492,1206,547,796,1483,413
1209,1416,492,1196,557,788,1503,415
1188,1465,492,1155,598,801,1409,414
1005,1651,492,1138,605,812,1355,221
953,1702,493,1075,600,856,1303,226
935,1720,474,1055,555,898,1297,226
935,1666,502,1043,593,898,1228,200
872,1716,515,1043,577,844,1244,246
849,1739,515,1024,594,715,1164,259
731,1857,515,1024,594,562,1110,312
702,1886,515,1022,596,559,1242,291
515,2073,514,989,622,559,1276,420
504,2089,319,1126,466,559,1290,695
504,2072,337,1123,469,536,1181,816
469,2111,340,1123,467,536,1251,847
479,2138,340,1123,373,535,1263,850
437,2154,370,1123,359,535,1249,850
338,2127,496,1123,356,535,1247,864
331,2080,550,1123,356,535,1271,980
331,2049,581,1123,334,537,1272,1141
387,2049,581,1123,334,537,1240,1136
412,2034,596,1094,363,552,1227,1132
511,1984,703,1086,371,564,1157,1132
509,1742,950,1033,424,493,1046,1139
524,1731,871,1144,427,496,903,1158
530,1697,905,1112,464,547,962,1317
572,1406,1257,1029,542,508,918,1478
619,1228,1400,1060,544,496,884,1559
624,1123,1421,1025,663,609,854,1617
758,1132,1411,742,956,763,869,1620
841,1141,1412,731,967,681,869,1625
875,1144,1413,492,1206,598,870,1632
1048,1209,1416,492,1196,582,946,1633
1354,1188,1465,492,1155,569,939,1622
1398,1005,1651,492,1138,558,948,1600
1532,953,1702,493,1075,514,1147,1671
1532,935,1720,474,1055,472,1391,1671
1532,935,1666,502,1043,472,1343,1691
1532,872,1716,515,1043,472,1240,1641
1532,849,1739,515,1024,472,1221,1668
1532,731,1857,515,1024,472,1222,1615
1532,702,1886,515,1022,472,1104,1602
1532,515,2073,514,989,472,1070,1451
1527,504,2089,319,1126,472,1056,1158
1528,504,2072,337,1123,472,1020,1037
1521,469,2111,340,1123,472,898,1006
1493,479,2138,340,1123,507,881,1001
1489,437,2154,370,1123,517,868,1001
1489,338,2127,496,1123,517,871,982
1489,331,2080,550,1123,517,851,865
1517,331,2049,581,1123,563,863,705
1506,387,2049,581,1123,586,868,705
1500,412,2034,596,1094,573,954,719
1372,511,1984,703,1086,572,1036,727
1371,509,1742,950,1033,650,1124,719
1332,524,1731,871,1144,701,1188,691
1318,530,1697,905,1112,650,1172,510
1241,572,1406,1257,1029,767,1200,341
1213,619,1228,1400,1060,777,1205,260
1279,624,1123,1421,1025,642,1197,199
1151,758,1132,1411,742,487,1182,284
1058,841,1141,1412,731,487,1182,293
1020,875,1144,1413,492,490,1181,286
782,1048,1209,1416,492,491,1051,279
550,1354,1188,1465,492,491,1036,295
564,1398,1005,1651,492,491,1092,295
437,1532,953,1702,493,495,999,219
438,1532,935,1720,474,541,839,219
438,1532,935,1666,502,546,907,220
443,1532,872,1716,515,592,956,248
445,1532,849,1739,515,607,985,301
445,1532,731,1857,515,870,987,302
445,1532,702,1886,515,925,952,389
445,1532,515,2073,514,980,952,389
445,1527,504,2089,319,1012,1144,411
443,1528,504,2072,337,1212,1147,433
443,1521,469,2111,340,1216,1147,443
434,1493,479,2138,340,1181,1147,511
434,1489,437,2154,370,1171,1157,582
434,1489,338,2127,496,1171,1154,584
434,1489,331,2080,550,1211,1141,700
406,1517,331,2049,581,1275,1128,710
361,1506,387,2049,581,1382,1123,710
342,1500,412,2034,596,1380,1051,696
314,1372,511,1984,703,1419,980,688
312,1371,509,1742,950,1435,924,686
312,1332,524,1731,871,1402,859,726
312,1318,530,1697,905,1469,817,754
286,1241,572,1406,1257,1491,744,754
267,1213,619,1228,1400,1457,707,754
198,1279,624,1123,1421,1448,729,844
324,1151,758,1132,1411,1448,769,807
366,1058,841,1141,1412,1448,769,794
367,1020,875,1144,1413,1445,820,934
364,782,1048,1209,1416,1444,897,937
262,550,1354,1188,1465,1444,874,921
329,564,1398,1005,1651,1469,823,921
322,437,1532,953,1702,1479,753,920
321,438,1532,935,1720,1433,727,938
321,438,1532,935,1666,1428,670,916
316,443,1532,872,1716,1382,668,890
317,445,1532,849,1739,1367,708,797
317,445,1532,731,1857,1105,758,793
317,445,1532,702,1886,1050,780,706
317,445,1532,515,2073,1091,851,728
317,445,1527,504,2089,1059,717,706
317,443,1528,504,2072,859,723,684
317,443,1521,469,2111,855,794,675
317,434,1493,479,2138,1089,819,610
317,434,1489,437,2154,1246,815,539
317,434,1489,338,2127,1349,923,537
317,434,1489,331,2080,1368,1135,420
317,406,1517,331,2049,1260,1167,409
317,361,1506,387,2049,1130,1219,410
317,342,1500,412,2034,1130,1280,485
402,314,1372,511,1984,1080,1305,563
438,312,1371,509,1742,986,1272,572
438,312,1332,524,1731,960,1285,555
440,312,1318,530,1697,857,1404,527
440,286,1241,572,1406,718,1400,655
471,267,1213,619,1228,694,1400,719
469,198,1279,624,1123,693,1378,645
422,324,1151,758,1132,693,1338,598
409,366,1058,841,1141,693,1355,597
409,367,1020,875,1144,693,1322,493
409,364,782,1048,1209,693,1341,503
410,262,550,1354,1188,693,1375,525
282,329,564,1398,1005,668,1426,525
282,322,437,1532,953,654,1424,525
282,321,438,1532,935,654,1374,507
282,321,438,1532,935,654,1441,506
285,316,443,1532,872,654,1452,504
282,317,445,1532,849,654,1384,565
282,317,445,1532,731,653,1331,595
282,317,445,1532,702,653,1309,651
282,317,445,1532,515,585,1336,673
282,317,445,1527,504,646,1330,710
282,317,443,1528,504,706,1334,780
282,317,443,1521,469,708,1263,781
282,317,434,1493,479,530,1263,778
282,317,434,1489,437,433,1267,781
282,317,434,1489,338,330,1161,781
283,317,434,1489,331,271,952,782
284,317,406,1517,331,267,920,782
284,317,361,1506,387,267,868,860
284,317,342,1500,412,267,1064,785
202,402,314,1372,511,267,1087,707
287,438,312,1371,509,295,1117,698
299,438,312,1332,524,328,1123,675
326,440,312,1318,530,393,1057,675
370,440,286,1241,572,405,1209,561
518,471,267,1213,619,430,1209,497
525,469,198,1279,624,465,1209,472
432,422,324,1151,758,466,1288,468
403,409,366,1058,841,498,1271,518
402,409,367,1020,875,750,1253,482
402,409,364,782,1048,809,1157,506
401,410,262,550,1354,818,1123,542
401,282,329,564,1398,818,1058,546
405,282,322,437,1532,818,1021,551
413,282,321,438,1532,818,1013,551
413,282,321,438,1532,818,929,551
410,285,316,443,1532,820,871,554
452,282,317,445,1532,820,870,579
464,282,317,445,1532,833,870,550
500,282,317,445,1532,869,881,494
500,282,317,445,1532,841,787,450
506,282,317,445,1527,780,779,438
574,282,317,443,1528,720,769,389
821,282,317,443,1521,827,785,409
1091,282,317,434,1493,771,760,473
1091,282,317,434,1489,711,750,470
1121,282,317,434,1489,711,748,591
1158,283,317,434,1489,727,745,594
1157,284,317,406,1517,739,745,594
1247,284,317,361,1506,745,745,523
1247,284,317,342,1500,756,474,557
1244,202,402,314,1372,767,415,590
1123,287,438,312,1371,739,385,591
1111,299,438,312,1332,711,366,607
1179,326,440,312,1318,646,312,624
1135,370,440,286,1241,634,157,756
956,518,471,267,1213,609,157,756
949,525,469,198,1279,574,159,756
984,432,422,324,1151,573,90,756
1005,403,409,366,1058,559,117,769
1022,402,409,367,1020,382,117,809
1046,402,409,364,782,334,117,997
1046,401,410,262,550,461,117,940
1046,401,282,329,564,461,208,936
1131,405,282,322,437,465,222,931
1123,413,282,321,438,488,222,938
1161,413,282,321,438,504,356,947
1161,410,285,316,443,517,364,944
1120,452,282,317,445,523,364,858
1108,464,282,317,445,510,364,857
1240,500,282,317,445,474,353,857
1240,500,282,317,445,476,666,857
1234,506,282,317,445,476,678,832
1230,574,282,317,443,476,748,811
983,821,282,317,443,367,733,789
713,1091,282,317,434,367,733,725
713,1091,282,317,434,367,733,725
683,1121,282,317,434,367,733,607
645,1158,283,317,434,351,733,603
645,1157,284,317,406,339,733,609
555,1247,284,317,361,333,733,610
555,1247,284,317,342,322,733,618
555,1244,202,402,314,311,757,585
555,1123,287,438,312,311,791,584
555,1111,299,438,312,330,791,568
458,1179,326,440,312,330,791,551
484,1135,370,440,286,330,793,405
523,956,518,471,267,340,793,486
549,949,525,469,198,408,791,717
537,984,432,422,324,492,781,717
611,1005,403,409,366,474,754,896
594,1022,402,409,367,415,772,883
570,1046,402,409,364,406,929,667
570,1046,401,410,262,270,937,887
570,1046,401,282,329,270,846,920
481,1131,405,282,322,274,832,1176
481,1123,413,282,321,465,854,1208
443,1161,413,282,321,449,721,1211
443,1161,410,285,316,436,759,1219
442,1120,452,282,317,524,1039,1328
442,1108,464,282,317,538,1156,1364
274,1240,500,282,317,541,1165,1402
281,1240,500,282,317,539,848,1415
281,1234,506,282,317,561,834,1415
217,1230,574,282,317,561,820,1415
217,983,821,282,317,561,890,1415
232,713,1091,282,317,561,893,1415
392,713,1091,282,317,561,893,1415
392,683,1121,282,317,561,893,1412
392,645,1158,283,317,564,909,1562
396,645,1157,284,317,569,909,1588
398,555,1247,284,317,571,909,1596
471,555,1247,284,317,571,909,1758
493,555,1244,202,402,571,885,1816
493,555,1123,287,438,571,851,1837
493,555,1111,299,438,547,851,1971
532,458,1179,326,440,557,851,1971
506,484,1135,370,440,598,849,1971
467,523,956,518,471,605,849,1934
441,549,949,525,469,600,853,1703
417,537,984,432,422,555,902,1703
322,611,1005,403,409,593,930,1461
322,594,1022,402,409,577,947,1434
322,570,1046,402,409,594,856,1425
322,570,1046,401,410,594,1001,1209
322,570,1046,401,282,596,1002,1205
322,481,1131,405,282,622,1003,949
322,481,1123,413,282,466,993,910
322,443,1161,413,282,469,992,898
322,443,1161,410,285,467,946,890
322,442,1120,452,282,373,666,781
322,442,1108,464,282,359,549,745
322,274,1240,500,282,356,540,707
315,281,1240,500,282,356,589,694
494,281,1234,506,282,334,551,694
623,217,1230,574,282,334,525,807
623,217,983,821,282,363,458,967
608,232,713,1091,282,371,455,1123
448,392,713,1091,282,424,455,1123
448,392,683,1121,282,427,455,1123
448,392,645,1158,283,464,439,973
444,396,645,1157,284,542,439,941
442,398,555,1247,284,544,439,924
369,471,555,1247,284,663,439,820
347,493,555,1244,202,956,439,774
356,493,555,1123,287,967,439,754
506,493,555,1111,299,1206,439,620
473,532,458,1179,326,1196,454,620
473,506,484,1135,370,1155,469,620
473,467,523,956,518,1138,469,678
473,441,549,949,525,1075,465,793
473,417,537,984,432,1055,527,794
473,322,611,1005,403,1043,569,799
473,322,594,1022,402,1043,535,799
482,322,570,1046,402,1024,647,987
629,322,570,1046,401,1024,519,982
629,322,570,1046,401,1022,545,953
629,322,481,1131,405,989,574,953
658,322,481,1123,413,1126,568,953
658,322,443,1161,413,1123,575,953
658,322,443,1161,410,1123,577,963
658,322,442,1120,452,1123,709,963
658,322,442,1108,464,1123,711,963
658,322,274,1240,500,1123,794,966
658,315,281,1240,500,1123,782,1150
479,494,281,1234,506,1123,778,1162
350,623,217,1230,574,1123,745,1050
350,623,217,983,821,1094,1020,917
350,608,232,713,1091,1086,1022,800
350,448,392,713,1091,1033,1024,800
382,448,392,683,1121,1144,1024,802
388,448,392,645,1158,1112,1024,802
388,444,396,645,1157,1029,1024,805
388,442,398,555,1247,1060,1024,805
388,369,471,555,1247,1025,1123,723
390,347,493,555,1244,742,1123,713
400,356,493,555,1123,731,1123,910
250,506,493,555,1111,492,1158,912
244,473,532,458,1179,492,1143,1092
285,473,506,484,1135,492,1203,1102
369,473,467,523,956,492,1372,1062
399,473,441,549,949,493,1419,947
399,473,417,537,984,474,1309,946
410,473,322,611,1005,502,1241,993
481,473,322,594,1022,515,1272,993
627,482,322,570,1046,515,1114,805
517,629,322,570,1046,515,1096,979
517,629,322,570,1046,515,1069,1110
518,629,322,481,1131,514,1039,1216
491,658,322,481,1123,319,1034,1221
491,658,322,443,1161,337,1027,1221
491,658,322,443,1161,340,1025,1211
491,658,322,442,1120,340,901,1211
491,658,322,442,1108,370,904,1259
491,658,322,274,1240,496,821,1263
491,658,315,281,1240,550,784,1079
491,479,494,281,1234,581,819,1160
491,350,623,217,1230,581,819,1174
491,350,623,217,983,596,541,1147
491,350,608,232,713,703,553,1108
491,350,448,392,713,950,552,1108
459,382,448,392,683,871,598,1137
453,388,448,392,645,905,616,1137
453,388,444,396,645,1257,616,1147
453,388,442,398,555,1400,616,1147
453,388,369,471,555,1421,529,1133
473,390,347,493,555,1411,530,1138
471,400,356,493,555,1412,530,941
517,250,506,493,555,1413,495,1098
703,244,473,532,458,1416,519,952
671,285,473,506,484,1465,444,1081
647,369,473,467,523,1651,275,1073
640,399,473,441,549,1702,228,1128
640,399,473,417,537,1720,227,1134
629,410,473,322,611,1666,225,1205
558,481,473,322,594,1716,247,1292
403,627,482,322,570,1739,356,1391
366,517,629,322,570,1857,502,1271
366,517,629,322,570,1886,505,1161
365,518,629,322,481,2073,505,1055
363,491,658,322,481,2089,504,1050
381,491,658,322,443,2072,527,1195
381,491,658,322,443,2111,527,1247
418,491,658,322,442,2138,520,1252
418,491,658,322,442,2154,515,1231
496,491,658,322,274,2127,515,1226
555,491,658,315,281,2080,515,1235
561,491,479,494,281,2049,480,1142
563,491,350,623,217,2049,480,1159
563,491,350,623,217,2034,479,1172
563,491,350,608,232,1984,465,1242
565,491,350,448,392,1742,535,1354
592,459,382,448,392,1731,494,1467
592,453,388,448,392,1697,512,1467
624,453,388,444,396,1406,551,1550
673,453,388,442,398,1228,611,1616
717,453,388,369,471,1123,631,1650
695,473,390,347,493,1132,631,1643
680,471,400,356,493,1141,713,1642
678,517,250,506,493,1144,796,1483
501,703,244,473,532,1209,788,1503
492,671,285,473,506,1188,801,1409
432,647,369,473,467,1005,812,1355
409,640,399,473,441,953,856,1303
409,640,399,473,417,935,898,1297
409,629,410,473,322,935,898,1228
409,558,481,473,322,872,844,1244
409,403,627,482,322,849,715,1164
409,366,517,629,322,731,562,1110
409,366,517,629,322,702,559,1242
415,365,518,629,322,515,559,1276
433,363,491,658,322,504,559,1290
549,381,491,658,322,504,536,1181
648,381,491,658,322,469,536,1251
612,418,491,658,322,479,535,1263
612,418,491,658,322,437,535,1249
534,496,491,658,322,338,535,1247
475,555,491,658,315,331,535,1271
477,561,491,479,494,331,537,1272
574,563,491,350,623,387,537,1240
587,563,491,350,623,412,552,1227
587,563,491,350,608,511,564,1157
608,565,491,350,448,509,493,1046
581,592,459,382,448,524,496,903
585,592,453,388,448,530,547,962
553,624,453,388,444,572,508,918
588,673,453,388,442,619,496,884
567,717,453,388,369,624,609,854
567,695,473,390,347,758,763,869
565,680,471,400,356,841,681,869
521,678,517,250,506,875,598,870
521,501,703,244,473,1048,582,946
522,492,671,285,473,1354,569,939
522,432,647,369,473,1398,558,948
522,409,640,399,473,1532,514,1147
538,409,640,399,473,1532,472,1391
576,409,629,410,473,1532,472,1343
577,409,558,481,473,1532,472,1240
660,409,403,627,482,1532,472,1221
683,409,366,517,629,1532,472,1222
703,409,366,517,629,1532,472,1104
901,415,365,518,629,1532,472,1070
1050,433,363,491,658,1527,472,1056
1017,549,381,491,658,1528,472,1020
985,648,381,491,658,1521,472,898
1026,612,418,491,658,1493,507,881
1079,612,418,491,658,1489,517,868
1118,534,496,491,658,1489,517,871
1127,475,555,491,658,1489,517,851
1179,477,561,491,479,1517,563,863
1086,574,563,491,350,1506,586,868
1073,587,563,491,350,1500,573,954
1073,587,563,491,350,1372,572,1036
1050,608,565,491,350,1371,650,1124
1072,581,592,459,382,1332,701,1188
1080,585,592,453,388,1318,650,1172
1102,553,624,453,388,1241,767,1200
1026,588,673,453,388,1213,777,1205
1016,567,717,453,388,1279,642,1197
1017,567,695,473,390,1151,487,1182
1017,565,680,471,400,1058,487,1182
1049,521,678,517,250,1020,490,1181
1091,521,501,703,244,782,491,1051
1091,522,492,671,285,550,491,1036
1091,522,432,647,369,564,491,1092
1091,522,409,640,399,437,495,999
1075,538,409,640,399,438,541,839
1042,576,409,629,410,438,546,907
1082,577,409,558,481,443,592,956
1059,660,409,403,627,445,607,985
1036,683,409,366,517,445,870,987
1021,703,409,366,517,445,925,952
817,901,415,365,518,445,980,952
650,1050,433,363,491,445,1012,1144
549,1017,549,381,491,443,1212,1147
482,985,648,381,491,443,1216,1147
440,1026,612,418,491,434,1181,1147
387,1079,612,418,491,434,1171,1157
348,1118,534,496,491,434,1171,1154
339,1127,475,555,491,434,1211,1141
279,1179,477,561,491,406,1275,1128
273,1086,574,563,491,361,1382,1123
273,1073,587,563,491,342,1380,1051
293,1073,587,563,491,314,1419,980
293,1050,608,565,491,312,1435,924
273,1072,581,592,459,312,1402,859
292,1080,585,592,453,312,1469,817
271,1102,553,624,453,286,1491,744
271,1026,588,673,453,267,1457,707
314,1016,567,717,453,198,1448,729
313,1017,567,695,473,324,1448,769
313,1017,565,680,471,366,1448,769
281,1049,521,678,517,367,1445,820
230,1091,521,501,703,364,1444,897
235,1091,522,492,671,262,1444,874
241,1091,522,432,647,329,1469,823
266,1091,522,409,640,322,1479,753
266,1075,538,409,640,321,1433,727
263,1042,576,409,629,321,1428,670
228,1082,577,409,558,316,1382,668
168,1059,660,409,403,317,1367,708
255,1036,683,409,366,317,1105,758
251,1021,703,409,366,317,1050,780
251,817,901,415,365,317,1091,851
251,650,1050,433,363,317,1059,717
