Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1
515,1100,922,793,876,331,696,1231,375
515,1081,941,793,876,331,673,1254,318
515,1079,943,793,869,326,685,1232,318
679,1079,871,622,1109,321,674,1251,318
682,1079,692,801,1100,330,674,1251,151
702,1079,639,854,1063,367,669,1256,380
760,1079,639,854,1044,386,598,1327,352
734,1155,639,854,977,291,716,1358,352
689,1253,639,854,906,354,724,1299,352
637,1302,627,869,906,341,730,1306,338
611,1264,685,704,1077,318,747,1233,333
609,1190,687,690,1153,330,747,1068,333
542,1257,473,904,1138,345,747,1040,333
505,1091,683,904,1138,345,747,989,406
506,1033,741,904,916,567,747,945,409
457,1065,758,864,870,653,715,977,509
569,1065,713,879,895,658,598,1094,615
618,1065,713,879,895,658,579,1112,592
668,1065,713,874,900,658,579,1112,624
674,1052,707,828,967,658,532,1158,624
674,649,1057,877,971,658,532,1108,680
674,420,1283,880,883,746,521,917,690
670,428,1283,880,883,746,515,852,690
634,491,1275,888,805,824,453,888,690
634,491,1274,869,808,841,360,930,680
640,491,1268,865,765,836,392,927,680
642,491,1268,864,766,810,418,811,826
648,491,1227,839,832,805,423,801,832
657,510,1209,812,820,846,437,803,856
720,510,1209,809,821,848,379,857,855
729,511,1096,922,821,848,378,825,873
737,515,1100,922,793,876,331,696,873
737,515,1081,941,793,876,331,673,893
737,515,1079,943,793,869,326,685,937
573,679,1079,871,622,1109,321,674,946
570,682,1079,692,801,1100,330,674,946
550,702,1079,639,854,1063,367,669,716
527,760,1079,639,854,1044,386,598,707
553,734,1155,639,854,977,291,716,826
508,689,1253,639,854,906,354,724,1158
561,637,1302,627,869,906,341,730,1221
654,611,1264,685,704,1077,318,747,1252
778,609,1190,687,690,1153,330,747,1270
848,542,1257,473,904,1138,345,747,1373
842,505,1091,683,904,1138,345,747,1403
841,506,1033,741,904,916,567,747,1452
854,457,1065,758,864,870,653,715,1500
743,569,1065,713,879,895,658,598,1412
694,618,1065,713,879,895,658,579,1394
644,668,1065,713,874,900,658,579,1362
636,674,1052,707,828,967,658,532,1362
641,674,649,1057,877,971,658,532,1306
641,674,420,1283,880,883,746,521,1296
637,670,428,1283,880,883,746,515,1296
637,634,491,1275,888,805,824,453,1296
643,634,491,1274,869,808,841,360,1296
642,640,491,1268,865,765,836,392,1296
661,642,491,1268,864,766,810,418,1150
657,648,491,1227,839,832,805,423,1144
630,657,510,1209,812,820,846,437,1106
567,720,510,1209,809,821,848,379,1106
557,729,511,1096,922,821,848,378,1088
541,737,515,1100,922,793,876,331,1088
541,737,515,1081,941,793,876,331,1090
541,737,515,1079,943,793,869,326,1047
541,573,679,1079,871,622,1109,321,1040
541,570,682,1079,692,801,1100,330,1108
541,550,702,1079,639,854,1063,367,1111
520,527,760,1079,639,854,1044,386,1108
444,553,734,1155,639,854,977,291,989
436,508,689,1253,639,854,906,354,657
383,561,637,1302,627,869,906,341,610
290,654,611,1264,685,704,1077,318,580
169,778,609,1190,687,690,1153,330,667
99,848,542,1257,473,904,1138,345,588
98,842,505,1091,683,904,1138,345,546
98,841,506,1033,741,904,916,567,497
85,854,457,1065,758,864,870,653,389
84,743,569,1065,713,879,895,658,367
84,694,618,1065,713,879,895,658,411
84,644,668,1065,713,874,900,658,430
84,636,674,1052,707,828,967,658,430
88,641,674,649,1057,877,971,658,434
88,641,674,420,1283,880,883,746,448
88,637,670,428,1283,880,883,746,534
81,637,634,491,1275,888,805,824,654
263,643,634,491,1274,869,808,841,683
365,642,640,491,1268,865,765,836,690
356,661,642,491,1268,864,766,810,694
354,657,648,491,1227,839,832,805,748
381,630,657,510,1209,812,820,846,803
750,567,720,510,1209,809,821,848,803
750,557,729,511,1096,922,821,848,815
750,541,737,515,1100,922,793,876,815
750,541,737,515,1081,941,793,876,793
750,541,737,515,1079,943,793,869,792
750,541,573,679,1079,871,622,1109,790
750,541,570,682,1079,692,801,1100,722
750,541,550,702,1079,639,854,1063,746
736,520,527,760,1079,639,854,1044,780
736,444,553,734,1155,639,854,977,991
764,436,508,689,1253,639,854,906,994
771,383,561,637,1302,627,869,906,978
778,290,654,611,1264,685,704,1077,1049
775,169,778,609,1190,687,690,1153,1086
775,99,848,542,1257,473,904,1138,1304
786,98,842,505,1091,683,904,1138,1243
786,98,841,506,1033,741,904,916,1240
888,85,854,457,1065,758,864,870,1200
1042,84,743,569,1065,713,879,895,1199
1063,84,694,618,1065,713,879,895,1145
1083,84,644,668,1065,713,874,900,1126
1086,84,636,674,1052,707,828,967,1126
1077,88,641,674,649,1057,877,971,1122
1080,88,641,674,420,1283,880,883,1108
1148,88,637,670,428,1283,880,883,1022
1139,81,637,634,491,1275,888,805,902
951,263,643,634,491,1274,869,808,873
848,365,642,640,491,1268,865,765,866
837,356,661,642,491,1268,864,766,884
837,354,657,648,491,1227,839,832,830
835,381,630,657,510,1209,812,820,775
485,750,567,720,510,1209,809,821,775
485,750,557,729,511,1096,922,821,763
485,750,541,737,515,1100,922,793,776
485,750,541,737,515,1081,941,793,835
489,750,541,737,515,1079,943,793,835
489,750,541,573,679,1079,871,622,914
508,750,541,570,682,1079,692,801,1079
510,750,541,550,702,1079,639,854,1071
510,736,520,527,760,1079,639,854,1087
632,736,444,553,734,1155,639,854,920
672,764,436,508,689,1253,639,854,917
720,771,383,561,637,1302,627,869,917
713,778,290,654,611,1264,685,704,846
765,775,169,778,609,1190,687,690,704
780,775,99,848,542,1257,473,904,463
837,786,98,842,505,1091,683,904,513
838,786,98,841,506,1033,741,904,715
743,888,85,854,457,1065,758,864,786
592,1042,84,743,569,1065,713,879,812
571,1063,84,694,618,1065,713,879,863
551,1083,84,644,668,1065,713,874,892
548,1086,84,636,674,1052,707,828,1008
548,1077,88,641,674,649,1057,877,1018
545,1080,88,641,674,420,1283,880,1018
477,1148,88,637,670,428,1283,880,1022
466,1139,81,637,634,491,1275,888,1055
466,951,263,643,634,491,1274,869,1231
462,848,365,642,640,491,1268,865,1254
534,837,356,661,642,491,1268,864,1232
547,837,354,657,648,491,1227,839,1251
571,835,381,630,657,510,1209,812,1251
600,485,750,567,720,510,1209,809,1256
622,485,750,557,729,511,1096,922,1327
648,485,750,541,737,515,1100,922,1358
654,485,750,541,737,515,1081,941,1299
650,489,750,541,737,515,1079,943,1306
650,489,750,541,573,679,1079,871,1233
631,508,750,541,570,682,1079,692,1068
629,510,750,541,550,702,1079,639,1040
629,510,736,520,527,760,1079,639,989
507,632,736,444,553,734,1155,639,945
439,672,764,436,508,689,1253,639,977
384,720,771,383,561,637,1302,627,1094
388,713,778,290,654,611,1264,685,1112
340,765,775,169,778,609,1190,687,1112
326,780,775,99,848,542,1257,473,1158
258,837,786,98,842,505,1091,683,1108
257,838,786,98,841,506,1033,741,917
250,743,888,85,854,457,1065,758,852
247,592,1042,84,743,569,1065,713,888
247,571,1063,84,694,618,1065,713,930
247,551,1083,84,644,668,1065,713,927
290,548,1086,84,636,674,1052,707,811
492,548,1077,88,641,674,649,1057,801
578,545,1080,88,641,674,420,1283,803
578,477,1148,88,637,670,428,1283,857
578,466,1139,81,637,634,491,1275,825
578,466,951,263,643,634,491,1274,696
578,462,848,365,642,640,491,1268,673
505,534,837,356,661,642,491,1268,685
492,547,837,354,657,648,491,1227,674
448,571,835,381,630,657,510,1209,674
471,600,485,750,567,720,510,1209,669
451,622,485,750,557,729,511,1096,598
479,648,485,750,541,737,515,1100,716
473,654,485,750,541,737,515,1081,724
473,650,489,750,541,737,515,1079,730
473,650,489,750,541,573,679,1079,747
473,631,508,750,541,570,682,1079,747
473,629,510,750,541,550,702,1079,747
473,629,510,736,520,527,760,1079,747
475,507,632,736,444,553,734,1155,747
475,439,672,764,436,508,689,1253,715
475,384,720,771,383,561,637,1302,598
476,388,713,778,290,654,611,1264,579
540,340,765,775,169,778,609,1190,579
683,326,780,775,99,848,542,1257,532
721,258,837,786,98,842,505,1091,532
776,257,838,786,98,841,506,1033,521
776,250,743,888,85,854,457,1065,515
935,247,592,1042,84,743,569,1065,453
983,247,571,1063,84,694,618,1065,360
983,247,551,1083,84,644,668,1065,392
945,290,548,1086,84,636,674,1052,418
743,492,548,1077,88,641,674,649,423
662,578,545,1080,88,641,674,420,437
662,578,477,1148,88,637,670,428,379
703,578,466,1139,81,637,634,491,378
703,578,466,951,263,643,634,491,331
703,578,462,848,365,642,640,491,331
703,505,534,837,356,661,642,491,326
703,492,547,837,354,657,648,491,321
709,448,571,835,381,630,657,510,330
639,471,600,485,750,567,720,510,367
648,451,622,485,750,557,729,511,386
594,479,648,485,750,541,737,515,291
594,473,654,485,750,541,737,515,354
594,473,650,489,750,541,737,515,341
594,473,650,489,750,541,573,679,318
594,473,631,508,750,541,570,682,330
594,473,629,510,750,541,550,702,345
594,473,629,510,736,520,527,760,345
592,475,507,632,736,444,553,734,567
650,475,439,672,764,436,508,689,653
685,475,384,720,771,383,561,637,658
684,476,388,713,778,290,654,611,658
661,540,340,765,775,169,778,609,658
711,683,326,780,775,99,848,542,658
757,721,258,837,786,98,842,505,658
702,776,257,838,786,98,841,506,746
702,776,250,743,888,85,854,457,746
543,935,247,592,1042,84,743,569,824
879,983,247,571,1063,84,694,618,841
879,983,247,551,1083,84,644,668,836
874,945,290,548,1086,84,636,674,810
874,743,492,548,1077,88,641,674,805
869,662,578,545,1080,88,641,674,846
882,662,578,477,1148,88,637,670,848
889,703,578,466,1139,81,637,634,848
889,703,578,466,951,263,643,634,876
889,703,578,462,848,365,642,640,876
889,703,505,534,837,356,661,642,869
905,703,492,547,837,354,657,648,1109
893,709,448,571,835,381,630,657,1100
892,639,471,600,485,750,567,720,1063
881,648,451,622,485,750,557,729,1044
888,594,479,648,485,750,541,737,977
888,594,473,654,485,750,541,737,906
888,594,473,650,489,750,541,737,906
888,594,473,650,489,750,541,573,1077
888,594,473,631,508,750,541,570,1153
888,594,473,629,510,750,541,550,1138
888,594,473,629,510,736,520,527,1138
898,592,475,507,632,736,444,553,916
892,650,475,439,672,764,436,508,870
896,685,475,384,720,771,383,561,895
933,684,476,388,713,778,290,654,895
888,661,540,340,765,775,169,778,900
694,711,683,326,780,775,99,848,967
655,757,721,258,837,786,98,842,971
750,702,776,257,838,786,98,841,883
750,702,776,250,743,888,85,854,883
750,543,935,247,592,1042,84,743,805
366,879,983,247,571,1063,84,694,808
471,879,983,247,551,1083,84,644,765
490,874,945,290,548,1086,84,636,766
508,874,743,492,548,1077,88,641,832
511,869,662,578,545,1080,88,641,820
498,882,662,578,477,1148,88,637,821
508,889,703,578,466,1139,81,637,821
705,889,703,578,466,951,263,643,793
727,889,703,578,462,848,365,642,793
727,889,703,505,534,837,356,661,793
711,905,703,492,547,837,354,657,622
749,893,709,448,571,835,381,630,801
749,892,639,471,600,485,750,567,854
754,881,648,451,622,485,750,557,854
747,888,594,479,648,485,750,541,854
747,888,594,473,654,485,750,541,854
747,888,594,473,650,489,750,541,869
786,888,594,473,650,489,750,541,704
786,888,594,473,631,508,750,541,690
786,888,594,473,629,510,750,541,904
786,888,594,473,629,510,736,520,904
776,898,592,475,507,632,736,444,904
743,892,650,475,439,672,764,436,864
704,896,685,475,384,720,771,383,879
663,933,684,476,388,713,778,290,879
832,888,661,540,340,765,775,169,874
855,694,711,683,326,780,775,99,828
810,655,757,721,258,837,786,98,877
935,750,702,776,257,838,786,98,880
935,750,702,776,250,743,888,85,880
935,750,543,935,247,592,1042,84,888
935,366,879,983,247,571,1063,84,869
830,471,879,983,247,551,1083,84,865
811,490,874,945,290,548,1086,84,864
793,508,874,743,492,548,1077,88,839
790,511,869,662,578,545,1080,88,812
793,498,882,662,578,477,1148,88,809
735,508,889,703,578,466,1139,81,922
538,705,889,703,578,466,951,263,922
516,727,889,703,578,462,848,365,941
533,727,889,703,505,534,837,356,943
533,711,905,703,492,547,837,354,871
495,749,893,709,448,571,835,381,692
495,749,892,639,471,600,485,750,639
490,754,881,648,451,622,485,750,639
490,747,888,594,479,648,485,750,639
490,747,888,594,473,654,485,750,639
591,747,888,594,473,650,489,750,627
552,786,888,594,473,650,489,750,685
626,786,888,594,473,631,508,750,687
816,786,888,594,473,629,510,750,473
819,786,888,594,473,629,510,736,683
819,776,898,592,475,507,632,736,741
800,743,892,650,475,439,672,764,758
800,704,896,685,475,384,720,771,713
800,663,933,684,476,388,713,778,713
631,832,888,661,540,340,765,775,713
608,855,694,711,683,326,780,775,707
608,810,655,757,721,258,837,786,1057
389,935,750,702,776,257,838,786,1283
482,935,750,702,776,250,743,888,1283
482,935,750,543,935,247,592,1042,1275
482,935,366,879,983,247,571,1063,1274
482,830,471,879,983,247,551,1083,1268
482,811,490,874,945,290,548,1086,1268
482,793,508,874,743,492,548,1077,1227
576,790,511,869,662,578,545,1080,1209
573,793,498,882,662,578,477,1148,1209
573,735,508,889,703,578,466,1139,1096
573,538,705,889,703,578,466,951,1100
573,516,727,889,703,578,462,848,1081
556,533,727,889,703,505,534,837,1079
556,533,711,905,703,492,547,837,1079
556,495,749,893,709,448,571,835,1079
556,495,749,892,639,471,600,485,1079
556,490,754,881,648,451,622,485,1079
556,490,747,888,594,479,648,485,1155
556,490,747,888,594,473,654,485,1253
455,591,747,888,594,473,650,489,1302
455,552,786,888,594,473,650,489,1264
381,626,786,888,594,473,631,508,1190
396,816,786,888,594,473,629,510,1257
432,819,786,888,594,473,629,510,1091
458,819,776,898,592,475,507,632,1033
476,800,743,892,650,475,439,672,1065
476,800,704,896,685,475,384,720,1065
568,800,663,933,684,476,388,713,1065
694,631,832,888,661,540,340,765,1065
740,608,855,694,711,683,326,780,1052
740,608,810,655,757,721,258,837,649
739,389,935,750,702,776,257,838,420
646,482,935,750,702,776,250,743,428
648,482,935,750,543,935,247,592,491
650,482,935,366,879,983,247,571,491
650,482,830,471,879,983,247,551,491
650,482,811,490,874,945,290,548,491
650,482,793,508,874,743,492,548,491
556,576,790,511,869,662,578,545,510
556,573,793,498,882,662,578,477,510
558,573,735,508,889,703,578,466,511
600,573,538,705,889,703,578,466,515
605,573,516,727,889,703,578,462,515
605,556,533,727,889,703,505,534,515
605,556,533,711,905,703,492,547,679
605,556,495,749,893,709,448,571,682
605,556,495,749,892,639,471,600,702
605,556,490,754,881,648,451,622,760
605,556,490,747,888,594,479,648,734
639,556,490,747,888,594,473,654,689
684,455,591,747,888,594,473,650,637
761,455,552,786,888,594,473,650,611
942,381,626,786,888,594,473,631,609
771,396,816,786,888,594,473,629,542
740,432,819,786,888,594,473,629,505
806,458,819,776,898,592,475,507,506
788,476,800,743,892,650,475,439,457
845,476,800,704,896,685,475,384,569
797,568,800,663,933,684,476,388,618
671,694,631,832,888,661,540,340,668
628,740,608,855,694,711,683,326,674
629,740,608,810,655,757,721,258,674
639,739,389,935,750,702,776,257,674
642,646,482,935,750,702,776,250,670
802,648,482,935,750,543,935,247,634
955,650,482,935,366,879,983,247,634
955,650,482,830,471,879,983,247,640
955,650,482,811,490,874,945,290,642
955,650,482,793,508,874,743,492,648
955,556,576,790,511,869,662,578,657
959,556,573,793,498,882,662,578,720
1143,558,573,735,508,889,703,578,729
1155,600,573,538,705,889,703,578,737
1187,605,573,516,727,889,703,578,737
1189,605,556,533,727,889,703,505,737
1349,605,556,533,711,905,703,492,573
1453,605,556,495,749,893,709,448,570
1547,605,556,495,749,892,639,471,550
1547,605,556,490,754,881,648,451,527
1558,605,556,490,747,888,594,479,553
1538,639,556,490,747,888,594,473,508
1549,684,455,591,747,888,594,473,561
1473,761,455,552,786,888,594,473,654
1367,942,381,626,786,888,594,473,778
1388,771,396,816,786,888,594,473,848
1416,740,432,819,786,888,594,473,842
1408,806,458,819,776,898,592,475,841
1425,788,476,800,743,892,650,475,854
1467,845,476,800,704,896,685,475,743
1437,797,568,800,663,933,684,476,694
1438,671,694,631,832,888,661,540,644
1438,628,740,608,855,694,711,683,636
1437,629,740,608,810,655,757,721,641
1427,639,739,389,935,750,702,776,641
1424,642,646,482,935,750,702,776,637
1262,802,648,482,935,750,543,935,637
1107,955,650,482,935,366,879,983,643
1112,955,650,482,830,471,879,983,642
1119,955,650,482,811,490,874,945,661
1143,955,650,482,793,508,874,743,657
1316,955,556,576,790,511,869,662,630
1323,959,556,573,793,498,882,662,567
1214,1143,558,573,735,508,889,703,557
1217,1155,600,573,538,705,889,703,541
1180,1187,605,573,516,727,889,703,541
1209,1189,605,556,533,727,889,703,541
1049,1349,605,556,533,711,905,703,541
1079,1453,605,556,495,749,893,709,541
1040,1547,605,556,495,749,892,639,541
1127,1547,605,556,490,754,881,648,520
1119,1558,605,556,490,747,888,594,444
1106,1538,639,556,490,747,888,594,436
1050,1549,684,455,591,747,888,594,383
1049,1473,761,455,552,786,888,594,290
974,1367,942,381,626,786,888,594,169
919,1388,771,396,816,786,888,594,99
886,1416,740,432,819,786,888,594,98
802,1408,806,458,819,776,898,592,98
798,1425,788,476,800,743,892,650,85
706,1467,845,476,800,704,896,685,84
692,1437,797,568,800,663,933,684,84
691,1438,671,694,631,832,888,661,84
709,1438,628,740,608,855,694,711,84
709,1437,629,740,608,810,655,757,88
709,1427,639,739,389,935,750,702,88
774,1424,642,646,482,935,750,702,88
845,1262,802,648,482,935,750,543,81
845,1107,955,650,482,935,366,879,263
840,1112,955,650,482,830,471,879,365
833,1119,955,650,482,811,490,874,356
815,1143,955,650,482,793,508,874,354
645,1316,955,556,576,790,511,869,381
634,1323,959,556,573,793,498,882,750
602,1214,1143,558,573,735,508,889,750
549,1217,1155,600,573,538,705,889,750
549,1180,1187,605,573,516,727,889,750
519,1209,1189,605,556,533,727,889,750
535,1049,1349,605,556,533,711,905,750
468,1079,1453,605,556,495,749,893,750
417,1040,1547,605,556,495,749,892,750
351,1127,1547,605,556,490,754,881,736
357,1119,1558,605,556,490,747,888,736
441,1106,1538,639,556,490,747,888,764
604,1050,1549,684,455,591,747,888,771
607,1049,1473,761,455,552,786,888,778
644,974,1367,942,381,626,786,888,775
644,919,1388,771,396,816,786,888,775
641,886,1416,740,432,819,786,888,786
641,802,1408,806,458,819,776,898,786
628,798,1425,788,476,800,743,892,888
621,706,1467,845,476,800,704,896,1042
622,692,1437,797,568,800,663,933,1063
622,691,1438,671,694,631,832,888,1083
601,709,1438,628,740,608,855,694,1086
620,709,1437,629,740,608,810,655,1077
627,709,1427,639,739,389,935,750,1080
562,774,1424,642,646,482,935,750,1148
517,845,1262,802,648,482,935,750,1139
556,845,1107,955,650,482,935,366,951
556,840,1112,955,650,482,830,471,848
556,833,1119,955,650,482,811,490,837
570,815,1143,955,650,482,793,508,837
574,645,1316,955,556,576,790,511,835
708,634,1323,959,556,573,793,498,485
708,602,1214,1143,558,573,735,508,485
749,549,1217,1155,600,573,538,705,485
778,549,1180,1187,605,573,516,727,485
804,519,1209,1189,605,556,533,727,489
982,535,1049,1349,605,556,533,711,489
935,468,1079,1453,605,556,495,749,508
931,417,1040,1547,605,556,495,749,510
910,351,1127,1547,605,556,490,754,510
901,357,1119,1558,605,556,490,747,632
816,441,1106,1538,639,556,490,747,672
692,604,1050,1549,684,455,591,747,720
689,607,1049,1473,761,455,552,786,713
652,644,974,1367,942,381,626,786,765
652,644,919,1388,771,396,816,786,780
652,641,886,1416,740,432,819,786,837
652,641,802,1408,806,458,819,776,838
652,628,798,1425,788,476,800,743,743
652,621,706,1467,845,476,800,704,592
651,622,692,1437,797,568,800,663,571
651,622,691,1438,671,694,631,832,551
651,601,709,1438,628,740,608,855,548
632,620,709,1437,629,740,608,810,548
625,627,709,1427,639,739,389,935,545
628,562,774,1424,642,646,482,935,477
782,517,845,1262,802,648,482,935,466
820,556,845,1107,955,650,482,935,466
824,556,840,1112,955,650,482,830,462
824,556,833,1119,955,650,482,811,534
804,570,815,1143,955,650,482,793,547
797,574,645,1316,955,556,576,790,571
790,708,634,1323,959,556,573,793,600
807,708,602,1214,1143,558,573,735,622
784,749,549,1217,1155,600,573,538,648
816,778,549,1180,1187,605,573,516,654
821,804,519,1209,1189,605,556,533,650
645,982,535,1049,1349,605,556,533,650
628,935,468,1079,1453,605,556,495,631
688,931,417,1040,1547,605,556,495,629
697,910,351,1127,1547,605,556,490,629
736,901,357,1119,1558,605,556,490,507
739,816,441,1106,1538,639,556,490,439
700,692,604,1050,1549,684,455,591,384
700,689,607,1049,1473,761,455,552,388
725,652,644,974,1367,942,381,626,340
725,652,644,919,1388,771,396,816,326
725,652,641,886,1416,740,432,819,258
725,652,641,802,1408,806,458,819,257
731,652,628,798,1425,788,476,800,250
735,652,621,706,1467,845,476,800,247
735,651,622,692,1437,797,568,800,247
735,651,622,691,1438,671,694,631,247
735,651,601,709,1438,628,740,608,290
735,632,620,709,1437,629,740,608,492
735,625,627,709,1427,639,739,389,578
732,628,562,774,1424,642,646,482,578
552,782,517,845,1262,802,648,482,578
475,820,556,845,1107,955,650,482,578
471,824,556,840,1112,955,650,482,578
471,824,556,833,1119,955,650,482,505
471,804,570,815,1143,955,650,482,492
500,797,574,645,1316,955,556,576,448
373,790,708,634,1323,959,556,573,471
311,807,708,602,1214,1143,558,573,451
289,784,749,549,1217,1155,600,573,479
228,816,778,549,1180,1187,605,573,473
198,821,804,519,1209,1189,605,556,473
190,645,982,535,1049,1349,605,556,473
275,628,935,468,1079,1453,605,556,473
276,688,931,417,1040,1547,605,556,473
267,697,910,351,1127,1547,605,556,473
228,736,901,357,1119,1558,605,556,475
486,739,816,441,1106,1538,639,556,475
507,700,692,604,1050,1549,684,455,475
507,700,689,607,1049,1473,761,455,476
533,725,652,644,974,1367,942,381,540
533,725,652,644,919,1388,771,396,683
632,725,652,641,886,1416,740,432,721
632,725,652,641,802,1408,806,458,776
626,731,652,628,798,1425,788,476,776
627,735,652,621,706,1467,845,476,935
627,735,651,622,692,1437,797,568,983
627,735,651,622,691,1438,671,694,983
693,735,651,601,709,1438,628,740,945
693,735,632,620,709,1437,629,740,743
693,735,625,627,709,1427,639,739,662
693,732,628,562,774,1424,642,646,662
693,552,782,517,845,1262,802,648,703
693,475,820,556,845,1107,955,650,703
693,471,824,556,840,1112,955,650,703
693,471,824,556,833,1119,955,650,703
765,471,804,570,815,1143,955,650,703
866,500,797,574,645,1316,955,556,709
871,373,790,708,634,1323,959,556,639
893,311,807,708,602,1214,1143,558,648
972,289,784,749,549,1217,1155,600,594
1100,228,816,778,549,1180,1187,605,594
1106,198,821,804,519,1209,1189,605,594
1096,190,645,982,535,1049,1349,605,594
1008,275,628,935,468,1079,1453,605,594
947,276,688,931,417,1040,1547,605,594
947,267,697,910,351,1127,1547,605,594
947,228,736,901,357,1119,1558,605,592
940,486,739,816,441,1106,1538,639,650
919,507,700,692,604,1050,1549,684,685
1062,507,700,689,607,1049,1473,761,684
1073,533,725,652,644,974,1367,942,661
1164,533,725,652,644,919,1388,771,711
1100,632,725,652,641,886,1416,740,757
1129,632,725,652,641,802,1408,806,702
1129,626,731,652,628,798,1425,788,702
1151,627,735,652,621,706,1467,845,543
1151,627,735,651,622,692,1437,797,879
1151,627,735,651,622,691,1438,671,879
1151,693,735,651,601,709,1438,628,874
1151,693,735,632,620,709,1437,629,874
1158,693,735,625,627,709,1427,639,869
1160,693,732,628,562,774,1424,642,882
1160,693,552,782,517,845,1262,802,889
1160,693,475,820,556,845,1107,955,889
1160,693,471,824,556,840,1112,955,889
1160,693,471,824,556,833,1119,955,889
1088,765,471,804,570,815,1143,955,905
958,866,500,797,574,645,1316,955,893
953,871,373,790,708,634,1323,959,892
931,893,311,807,708,602,1214,1143,881
852,972,289,784,749,549,1217,1155,888
724,1100,228,816,778,549,1180,1187,888
716,1106,198,821,804,519,1209,1189,888
716,1096,190,645,982,535,1049,1349,888
716,1008,275,628,935,468,1079,1453,888
716,947,276,688,931,417,1040,1547,888
716,947,267,697,910,351,1127,1547,888
716,947,228,736,901,357,1119,1558,898
462,940,486,739,816,441,1106,1538,892
462,919,507,700,692,604,1050,1549,896
319,1062,507,700,689,607,1049,1473,933
340,1073,533,725,652,644,974,1367,888
378,1164,533,725,652,644,919,1388,694
344,1100,632,725,652,641,886,1416,655
315,1129,632,725,652,641,802,1408,750
319,1129,626,731,652,628,798,1425,750
299,1151,627,735,652,621,706,1467,750
304,1151,627,735,651,622,692,1437,366
304,1151,627,735,651,622,691,1438,471
238,1151,693,735,651,601,709,1438,490
238,1151,693,735,632,620,709,1437,508
231,1158,693,735,625,627,709,1427,511
267,1160,693,732,628,562,774,1424,498
272,1160,693,552,782,517,845,1262,508
276,1160,693,475,820,556,845,1107,705
276,1160,693,471,824,556,840,1112,727
276,1160,693,471,824,556,833,1119,727
317,1088,765,471,804,570,815,1143,711
317,958,866,500,797,574,645,1316,749
447,953,871,373,790,708,634,1323,749
468,931,893,311,807,708,602,1214,754
468,852,972,289,784,749,549,1217,747
471,724,1100,228,816,778,549,1180,747
471,716,1106,198,821,804,519,1209,747
494,716,1096,190,645,982,535,1049,786
494,716,1008,275,628,935,468,1079,786
536,716,947,276,688,931,417,1040,786
597,716,947,267,697,910,351,1127,786
597,716,947,228,736,901,357,1119,776
597,462,940,486,739,816,441,1106,743
605,462,919,507,700,692,604,1050,704
605,319,1062,507,700,689,607,1049,663
522,340,1073,533,725,652,644,974,832
433,378,1164,533,725,652,644,919,855
777,344,1100,632,725,652,641,886,810
777,315,1129,632,725,652,641,802,935
885,319,1129,626,731,652,628,798,935
1024,299,1151,627,735,652,621,706,935
1110,304,1151,627,735,651,622,692,935
1225,304,1151,627,735,651,622,691,830
1237,238,1151,693,735,651,601,709,811
1237,238,1151,693,735,632,620,709,793
1237,231,1158,693,735,625,627,709,790
1199,267,1160,693,732,628,562,774,793
1196,272,1160,693,552,782,517,845,735
1302,276,1160,693,475,820,556,845,538
1326,276,1160,693,471,824,556,840,516
1326,276,1160,693,471,824,556,833,533
1474,317,1088,765,471,804,570,815,533
1829,317,958,866,500,797,574,645,495
1722,447,953,871,373,790,708,634,495
1777,468,931,893,311,807,708,602,490
1787,468,852,972,289,784,749,549,490
1784,471,724,1100,228,816,778,549,490
1784,471,716,1106,198,821,804,519,591
1761,494,716,1096,190,645,982,535,552
1761,494,716,1008,275,628,935,468,626
1719,536,716,947,276,688,931,417,816
1658,597,716,947,267,697,910,351,819
1696,597,716,947,228,736,901,357,819
1877,597,462,940,486,739,816,441,800
1921,605,462,919,507,700,692,604,800
1922,605,319,1062,507,700,689,607,800
1922,522,340,1073,533,725,652,644,631
1882,433,378,1164,533,725,652,644,608
1565,777,344,1100,632,725,652,641,608
1565,777,315,1129,632,725,652,641,389
1453,885,319,1129,626,731,652,628,482
1379,1024,299,1151,627,735,652,621,482
1376,1110,304,1151,627,735,651,622,482
1261,1225,304,1151,627,735,651,622,482
1249,1237,238,1151,693,735,651,601,482
1249,1237,238,1151,693,735,632,620,482
1249,1237,231,1158,693,735,625,627,576
1249,1199,267,1160,693,732,628,562,573
1247,1196,272,1160,693,552,782,517,573
1206,1302,276,1160,693,475,820,556,573
1386,1326,276,1160,693,471,824,556,573
1387,1326,276,1160,693,471,824,556,556
1212,1474,317,1088,765,471,804,570,556
858,1829,317,958,866,500,797,574,556
839,1722,447,953,871,373,790,708,556
763,1777,468,931,893,311,807,708,556
812,1787,468,852,972,289,784,749,556
825,1784,471,724,1100,228,816,778,556
959,1784,471,716,1106,198,821,804,455
959,1761,494,716,1096,190,645,982,455
959,1761,494,716,1008,275,628,935,381
988,1719,536,716,947,276,688,931,396
989,1658,597,716,947,267,697,910,432
951,1696,597,716,947,228,736,901,458
770,1877,597,462,940,486,739,816,476
718,1921,605,462,919,507,700,692,476
717,1922,605,319,1062,507,700,689,568
717,1922,522,340,1073,533,725,652,694
717,1882,433,378,1164,533,725,652,740
689,1565,777,344,1100,632,725,652,740
689,1565,777,315,1129,632,725,652,739
720,1453,885,319,1129,626,731,652,646
