Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1
582,975,631,308,1142,644,717,601,849
515,1042,631,281,1169,644,693,597,851
515,1042,631,208,1242,639,611,684,927
437,1119,632,204,1123,753,615,689,1054
430,1123,635,114,1160,806,615,689,1054
430,1123,635,18,1229,833,615,689,1054
430,1103,655,11,1139,915,630,689,1054
448,1105,646,20,1021,990,673,689,1054
454,1114,622,44,1021,988,675,689,1027
369,1245,627,44,1019,990,675,689,930
460,1385,629,40,962,1051,675,689,883
430,1423,629,38,867,1148,675,689,872
431,1423,629,38,823,1192,675,689,861
553,1423,629,38,815,1200,675,689,861
526,1450,608,59,814,1182,694,689,861
513,1519,607,60,785,1162,743,689,861
513,1475,650,61,785,1058,847,689,861
513,1211,895,80,772,1041,877,689,860
512,1097,809,281,763,1049,878,689,657
512,1069,800,322,622,1091,977,689,557
620,937,892,364,540,1168,982,689,731
620,841,856,496,468,1240,982,689,866
628,839,729,625,369,1339,953,718,796
628,786,782,625,348,1360,849,822,766
644,755,813,620,320,1391,645,1028,885
676,750,813,625,320,1391,644,849,870
680,747,815,626,320,1382,641,779,1077
732,747,813,628,320,1315,571,899,1116
756,744,815,629,320,1184,686,844,1090
771,631,926,631,320,1135,714,750,1092
775,630,927,631,313,1141,642,735,1310
776,582,975,631,308,1142,644,717,1171
776,515,1042,631,281,1169,644,693,1178
776,515,1042,631,208,1242,639,611,1144
776,437,1119,632,204,1123,753,615,1098
776,430,1123,635,114,1160,806,615,1180
776,430,1123,635,18,1229,833,615,1410
776,430,1103,655,11,1139,915,630,1516
764,448,1105,646,20,1021,990,673,1606
749,454,1114,622,44,1021,988,675,1747
716,369,1245,627,44,1019,990,675,1843
485,460,1385,629,40,962,1051,675,1843
477,430,1423,629,38,867,1148,675,1871
514,431,1423,629,38,823,1192,675,1911
410,553,1423,629,38,815,1200,675,1921
410,526,1450,608,59,814,1182,694,1989
354,513,1519,607,60,785,1162,743,2059
354,513,1475,650,61,785,1058,847,2314
354,513,1211,895,80,772,1041,877,2317
354,512,1097,809,281,763,1049,878,2322
410,512,1069,800,322,622,1091,977,2331
301,620,937,892,364,540,1168,982,2139
314,620,841,856,496,468,1240,982,2003
339,628,839,729,625,369,1339,953,2003
356,628,786,782,625,348,1360,849,2003
360,644,755,813,620,320,1391,645,1868
424,676,750,813,625,320,1391,644,1868
421,680,747,815,626,320,1382,641,1766
391,732,747,813,628,320,1315,571,1727
454,756,744,815,629,320,1184,686,1727
543,771,631,926,631,320,1135,714,1821
540,775,630,927,631,313,1141,642,1628
539,776,582,975,631,308,1142,644,1679
539,776,515,1042,631,281,1169,644,1701
539,776,515,1042,631,208,1242,639,1659
539,776,437,1119,632,204,1123,753,1578
552,776,430,1123,635,114,1160,806,1496
552,776,430,1123,635,18,1229,833,1283
552,776,430,1103,655,11,1139,915,1189
544,764,448,1105,646,20,1021,990,1099
544,749,454,1114,622,44,1021,988,959
526,716,369,1245,627,44,1019,990,863
587,485,460,1385,629,40,962,1051,863
587,477,430,1423,629,38,867,1148,848
549,514,431,1423,629,38,823,1192,866
560,410,553,1423,629,38,815,1200,866
603,410,526,1450,608,59,814,1182,870
604,354,513,1519,607,60,785,1162,801
605,354,513,1475,650,61,785,1058,546
605,354,513,1211,895,80,772,1041,543
605,354,512,1097,809,281,763,1049,538
545,410,512,1069,800,322,622,1091,529
544,301,620,937,892,364,540,1168,529
531,314,620,841,856,496,468,1240,529
498,339,628,839,729,625,369,1339,529
481,356,628,786,782,625,348,1360,529
461,360,644,755,813,620,320,1391,524
365,424,676,750,813,625,320,1391,524
364,421,680,747,815,626,320,1382,419
342,391,732,747,813,628,320,1315,419
255,454,756,744,815,629,320,1184,419
151,543,771,631,926,631,320,1135,292
150,540,775,630,927,631,313,1141,288
150,539,776,582,975,631,308,1142,237
150,539,776,515,1042,631,281,1169,206
228,539,776,515,1042,631,208,1242,206
258,539,776,437,1119,632,204,1123,206
246,552,776,430,1123,635,114,1160,207
326,552,776,430,1123,635,18,1229,190
326,552,776,430,1103,655,11,1139,178
326,544,764,448,1105,646,20,1021,236
326,544,749,454,1114,622,44,1021,263
326,526,716,369,1245,627,44,1019,401
263,587,485,460,1385,629,40,962,416
263,587,477,430,1423,629,38,867,473
263,549,514,431,1423,629,38,823,416
236,560,410,553,1423,629,38,815,656
376,603,410,526,1450,608,59,814,584
486,604,354,513,1519,607,60,785,583
491,605,354,513,1475,650,61,785,583
534,605,354,513,1211,895,80,772,583
534,605,354,512,1097,809,281,763,583
598,545,410,512,1069,800,322,622,586
603,544,301,620,937,892,364,540,586
626,531,314,620,841,856,496,468,586
654,498,339,628,839,729,625,369,586
655,481,356,628,786,782,625,348,586
1015,461,360,644,755,813,620,320,651
1042,365,424,676,750,813,625,320,679
1138,364,421,680,747,815,626,320,679
1149,342,391,732,747,813,628,320,679
1164,255,454,756,744,815,629,320,679
1164,151,543,771,631,926,631,320,678
1164,150,540,775,630,927,631,313,657
1164,150,539,776,582,975,631,308,657
1164,150,539,776,515,1042,631,281,657
1086,228,539,776,515,1042,631,208,657
1056,258,539,776,437,1119,632,204,657
1055,246,552,776,430,1123,635,114,656
975,326,552,776,430,1123,635,18,656
975,326,552,776,430,1103,655,11,656
991,326,544,764,448,1105,646,20,598
1045,326,544,749,454,1114,622,44,570
1107,326,526,716,369,1245,627,44,432
1109,263,587,485,460,1385,629,40,417
1140,263,587,477,430,1423,629,38,347
1140,263,549,514,431,1423,629,38,346
1200,236,560,410,553,1423,629,38,96
1041,376,603,410,526,1450,608,59,96
930,486,604,354,513,1519,607,60,96
924,491,605,354,513,1475,650,61,96
968,534,605,354,513,1211,895,80,96
968,534,605,354,512,1097,809,281,276
918,598,545,410,512,1069,800,322,355
913,603,544,301,620,937,892,364,372
958,626,531,314,620,841,856,496,443
976,654,498,339,628,839,729,625,558
981,655,481,356,628,786,782,625,646
621,1015,461,360,644,755,813,620,601
665,1042,365,424,676,750,813,625,597
573,1138,364,421,680,747,815,626,684
562,1149,342,391,732,747,813,628,689
578,1164,255,454,756,744,815,629,689
594,1164,151,543,771,631,926,631,689
594,1164,150,540,775,630,927,631,689
594,1164,150,539,776,582,975,631,689
595,1164,150,539,776,515,1042,631,689
651,1086,228,539,776,515,1042,631,689
873,1056,258,539,776,437,1119,632,689
1187,1055,246,552,776,430,1123,635,689
1353,975,326,552,776,430,1123,635,689
1417,975,326,552,776,430,1103,655,689
1445,991,326,544,764,448,1105,646,689
1765,1045,326,544,749,454,1114,622,689
1795,1107,326,526,716,369,1245,627,689
1853,1109,263,587,485,460,1385,629,689
2031,1140,263,587,477,430,1423,629,689
2130,1140,263,549,514,431,1423,629,689
2088,1200,236,560,410,553,1423,629,689
2086,1041,376,603,410,526,1450,608,689
2089,930,486,604,354,513,1519,607,718
2089,924,491,605,354,513,1475,650,822
2008,968,534,605,354,513,1211,895,1028
2008,968,534,605,354,512,1097,809,849
2038,918,598,545,410,512,1069,800,779
2069,913,603,544,301,620,937,892,899
2017,958,626,531,314,620,841,856,844
1971,976,654,498,339,628,839,729,750
1965,981,655,481,356,628,786,782,735
1966,621,1015,461,360,644,755,813,717
1940,665,1042,365,424,676,750,813,693
1956,573,1138,364,421,680,747,815,611
1986,562,1149,342,391,732,747,813,615
1955,578,1164,255,454,756,744,815,615
1939,594,1164,151,543,771,631,926,615
1940,594,1164,150,540,775,630,927,630
1940,594,1164,150,539,776,582,975,673
1939,595,1164,150,539,776,515,1042,675
1883,651,1086,228,539,776,515,1042,675
1661,873,1056,258,539,776,437,1119,675
1347,1187,1055,246,552,776,430,1123,675
1181,1353,975,326,552,776,430,1123,675
1182,1417,975,326,552,776,430,1103,675
1139,1445,991,326,544,764,448,1105,694
765,1765,1045,326,544,749,454,1114,743
683,1795,1107,326,526,716,369,1245,847
624,1853,1109,263,587,485,460,1385,877
415,2031,1140,263,587,477,430,1423,878
316,2130,1140,263,549,514,431,1423,977
296,2088,1200,236,560,410,553,1423,982
274,2086,1041,376,603,410,526,1450,982
293,2089,930,486,604,354,513,1519,953
293,2089,924,491,605,354,513,1475,849
291,2008,968,534,605,354,513,1211,645
291,2008,968,534,605,354,512,1097,644
281,2038,918,598,545,410,512,1069,641
255,2069,913,603,544,301,620,937,571
279,2017,958,626,531,314,620,841,686
330,1971,976,654,498,339,628,839,714
343,1965,981,655,481,356,628,786,642
355,1966,621,1015,461,360,644,755,644
311,1940,665,1042,365,424,676,750,644
295,1956,573,1138,364,421,680,747,639
265,1986,562,1149,342,391,732,747,753
290,1955,578,1164,255,454,756,744,806
382,1939,594,1164,151,543,771,631,833
384,1940,594,1164,150,540,775,630,915
384,1940,594,1164,150,539,776,582,990
385,1939,595,1164,150,539,776,515,988
385,1883,651,1086,228,539,776,515,990
390,1661,873,1056,258,539,776,437,1051
393,1347,1187,1055,246,552,776,430,1148
482,1181,1353,975,326,552,776,430,1192
516,1182,1417,975,326,552,776,430,1200
523,1139,1445,991,326,544,764,448,1182
523,765,1765,1045,326,544,749,454,1162
513,683,1795,1107,326,526,716,369,1058
512,624,1853,1109,263,587,485,460,1041
512,415,2031,1140,263,587,477,430,1049
543,316,2130,1140,263,549,514,431,1091
590,296,2088,1200,236,560,410,553,1168
633,274,2086,1041,376,603,410,526,1240
611,293,2089,930,486,604,354,513,1339
611,293,2089,924,491,605,354,513,1360
628,291,2008,968,534,605,354,513,1391
665,291,2008,968,534,605,354,512,1391
680,281,2038,918,598,545,410,512,1382
675,255,2069,913,603,544,301,620,1315
635,279,2017,958,626,531,314,620,1184
589,330,1971,976,654,498,339,628,1135
582,343,1965,981,655,481,356,628,1141
588,355,1966,621,1015,461,360,644,1142
592,311,1940,665,1042,365,424,676,1169
590,295,1956,573,1138,364,421,680,1242
607,265,1986,562,1149,342,391,732,1123
582,290,1955,578,1164,255,454,756,1160
490,382,1939,594,1164,151,543,771,1229
487,384,1940,594,1164,150,540,775,1139
487,384,1940,594,1164,150,539,776,1021
486,385,1939,595,1164,150,539,776,1021
486,385,1883,651,1086,228,539,776,1019
486,390,1661,873,1056,258,539,776,962
530,393,1347,1187,1055,246,552,776,867
526,482,1181,1353,975,326,552,776,823
473,516,1182,1417,975,326,552,776,815
536,523,1139,1445,991,326,544,764,814
536,523,765,1765,1045,326,544,749,785
536,513,683,1795,1107,326,526,716,785
536,512,624,1853,1109,263,587,485,772
536,512,415,2031,1140,263,587,477,763
505,543,316,2130,1140,263,549,514,622
458,590,296,2088,1200,236,560,410,540
438,633,274,2086,1041,376,603,410,468
468,611,293,2089,930,486,604,354,369
519,611,293,2089,924,491,605,354,348
549,628,291,2008,968,534,605,354,320
514,665,291,2008,968,534,605,354,320
466,680,281,2038,918,598,545,410,320
466,675,255,2069,913,603,544,301,320
467,635,279,2017,958,626,531,314,320
462,589,330,1971,976,654,498,339,320
456,582,343,1965,981,655,481,356,313
437,588,355,1966,621,1015,461,360,308
434,592,311,1940,665,1042,365,424,281
439,590,295,1956,573,1138,364,421,208
426,607,265,1986,562,1149,342,391,204
457,582,290,1955,578,1164,255,454,114
511,490,382,1939,594,1164,151,543,18
581,487,384,1940,594,1164,150,540,11
640,487,384,1940,594,1164,150,539,20
720,486,385,1939,595,1164,150,539,44
733,486,385,1883,651,1086,228,539,44
743,486,390,1661,873,1056,258,539,40
696,530,393,1347,1187,1055,246,552,38
611,526,482,1181,1353,975,326,552,38
565,473,516,1182,1417,975,326,552,38
494,536,523,1139,1445,991,326,544,59
546,536,523,765,1765,1045,326,544,60
604,536,513,683,1795,1107,326,526,61
683,536,512,624,1853,1109,263,587,80
744,536,512,415,2031,1140,263,587,281
761,505,543,316,2130,1140,263,549,322
761,458,590,296,2088,1200,236,560,364
745,438,633,274,2086,1041,376,603,496
744,468,611,293,2089,930,486,604,625
707,519,611,293,2089,924,491,605,625
694,549,628,291,2008,968,534,605,620
692,514,665,291,2008,968,534,605,625
691,466,680,281,2038,918,598,545,626
691,466,675,255,2069,913,603,544,628
690,467,635,279,2017,958,626,531,629
690,462,589,330,1971,976,654,498,631
690,456,582,343,1965,981,655,481,631
690,437,588,355,1966,621,1015,461,631
710,434,592,311,1940,665,1042,365,631
710,439,590,295,1956,573,1138,364,631
708,426,607,265,1986,562,1149,342,632
705,457,582,290,1955,578,1164,255,635
692,511,490,382,1939,594,1164,151,635
648,581,487,384,1940,594,1164,150,655
589,640,487,384,1940,594,1164,150,646
525,720,486,385,1939,595,1164,150,622
539,733,486,385,1883,651,1086,228,627
543,743,486,390,1661,873,1056,258,629
636,696,530,393,1347,1187,1055,246,629
636,611,526,482,1181,1353,975,326,629
636,565,473,516,1182,1417,975,326,629
636,494,536,523,1139,1445,991,326,608
584,546,536,523,765,1765,1045,326,607
533,604,536,513,683,1795,1107,326,650
473,683,536,512,624,1853,1109,263,895
413,744,536,512,415,2031,1140,263,809
396,761,505,543,316,2130,1140,263,800
402,761,458,590,296,2088,1200,236,892
462,745,438,633,274,2086,1041,376,856
433,744,468,611,293,2089,930,486,729
419,707,519,611,293,2089,924,491,782
381,694,549,628,291,2008,968,534,813
395,692,514,665,291,2008,968,534,813
511,691,466,680,281,2038,918,598,815
555,691,466,675,255,2069,913,603,813
774,690,467,635,279,2017,958,626,815
787,690,462,589,330,1971,976,654,926
787,690,456,582,343,1965,981,655,927
787,690,437,588,355,1966,621,1015,975
767,710,434,592,311,1940,665,1042,1042
762,710,439,590,295,1956,573,1138,1042
784,708,426,607,265,1986,562,1149,1119
789,705,457,582,290,1955,578,1164,1123
773,692,511,490,382,1939,594,1164,1123
773,648,581,487,384,1940,594,1164,1103
773,589,640,487,384,1940,594,1164,1105
757,525,720,486,385,1939,595,1164,1114
731,539,733,486,385,1883,651,1086,1245
712,543,743,486,390,1661,873,1056,1385
619,636,696,530,393,1347,1187,1055,1423
619,636,611,526,482,1181,1353,975,1423
619,636,565,473,516,1182,1417,975,1423
685,636,494,536,523,1139,1445,991,1450
685,584,546,536,523,765,1765,1045,1519
678,533,604,536,513,683,1795,1107,1475
661,473,683,536,512,624,1853,1109,1211
663,413,744,536,512,415,2031,1140,1097
668,396,761,505,543,316,2130,1140,1069
693,402,761,458,590,296,2088,1200,937
626,462,745,438,633,274,2086,1041,841
626,433,744,468,611,293,2089,930,839
675,419,707,519,611,293,2089,924,786
681,381,694,549,628,291,2008,968,755
673,395,692,514,665,291,2008,968,750
595,511,691,466,680,281,2038,918,747
551,555,691,466,675,255,2069,913,747
332,774,690,467,635,279,2017,958,744
319,787,690,462,589,330,1971,976,631
327,787,690,456,582,343,1965,981,630
368,787,690,437,588,355,1966,621,582
369,767,710,434,592,311,1940,665,515
367,762,710,439,590,295,1956,573,515
343,784,708,426,607,265,1986,562,437
311,789,705,457,582,290,1955,578,430
286,773,692,511,490,382,1939,594,430
260,773,648,581,487,384,1940,594,430
260,773,589,640,487,384,1940,594,448
260,757,525,720,486,385,1939,595,454
259,731,539,733,486,385,1883,651,369
293,712,543,743,486,390,1661,873,460
293,619,636,696,530,393,1347,1187,430
316,619,636,611,526,482,1181,1353,431
316,619,636,565,473,516,1182,1417,553
250,685,636,494,536,523,1139,1445,526
285,685,584,546,536,523,765,1765,513
396,678,533,604,536,513,683,1795,513
443,661,473,683,536,512,624,1853,513
487,663,413,744,536,512,415,2031,512
488,668,396,761,505,543,316,2130,512
517,693,402,761,458,590,296,2088,620
540,626,462,745,438,633,274,2086,620
540,626,433,744,468,611,293,2089,628
491,675,419,707,519,611,293,2089,628
485,681,381,694,549,628,291,2008,644
492,673,395,692,514,665,291,2008,676
822,595,511,691,466,680,281,2038,680
822,551,555,691,466,675,255,2069,732
822,332,774,690,467,635,279,2017,756
822,319,787,690,462,589,330,1971,771
814,327,787,690,456,582,343,1965,775
773,368,787,690,437,588,355,1966,776
770,369,767,710,434,592,311,1940,776
779,367,762,710,439,590,295,1956,776
813,343,784,708,426,607,265,1986,776
812,311,789,705,457,582,290,1955,776
812,286,773,692,511,490,382,1939,776
812,260,773,648,581,487,384,1940,776
812,260,773,589,640,487,384,1940,764
930,260,757,525,720,486,385,1939,749
1024,259,731,539,733,486,385,1883,716
991,293,712,543,743,486,390,1661,485
1016,293,619,636,696,530,393,1347,477
1053,316,619,636,611,526,482,1181,514
1053,316,619,636,565,473,516,1182,410
1053,250,685,636,494,536,523,1139,410
1018,285,685,584,546,536,523,765,354
907,396,678,533,604,536,513,683,354
858,443,661,473,683,536,512,624,354
1022,487,663,413,744,536,512,415,354
1062,488,668,396,761,505,543,316,410
1003,517,693,402,761,458,590,296,301
980,540,626,462,745,438,633,274,314
980,540,626,433,744,468,611,293,339
980,491,675,419,707,519,611,293,356
1190,485,681,381,694,549,628,291,360
1177,492,673,395,692,514,665,291,424
809,822,595,511,691,466,680,281,421
824,822,551,555,691,466,675,255,391
824,822,332,774,690,467,635,279,454
824,822,319,787,690,462,589,330,543
824,814,327,787,690,456,582,343,540
824,773,368,787,690,437,588,355,539
824,770,369,767,710,434,592,311,539
826,779,367,762,710,439,590,295,539
792,813,343,784,708,426,607,265,539
792,812,311,789,705,457,582,290,552
792,812,286,773,692,511,490,382,552
792,812,260,773,648,581,487,384,552
792,812,260,773,589,640,487,384,544
674,930,260,757,525,720,486,385,544
580,1024,259,731,539,733,486,385,526
579,991,293,712,543,743,486,390,587
554,1016,293,619,636,696,530,393,587
494,1053,316,619,636,611,526,482,549
494,1053,316,619,636,565,473,516,560
494,1053,250,685,636,494,536,523,603
510,1018,285,685,584,546,536,523,604
523,907,396,678,533,604,536,513,605
561,858,443,661,473,683,536,512,605
354,1022,487,663,413,744,536,512,605
323,1062,488,668,396,761,505,543,545
332,1003,517,693,402,761,458,590,544
392,980,540,626,462,745,438,633,531
400,980,540,626,433,744,468,611,498
400,980,491,675,419,707,519,611,481
190,1190,485,681,381,694,549,628,461
190,1177,492,673,395,692,514,665,365
265,809,822,595,511,691,466,680,364
254,824,822,551,555,691,466,675,342
326,824,822,332,774,690,467,635,255
326,824,822,319,787,690,462,589,151
384,824,814,327,787,690,456,582,150
384,824,773,368,787,690,437,588,150
384,824,770,369,767,710,434,592,150
373,826,779,367,762,710,439,590,228
373,792,813,343,784,708,426,607,258
373,792,812,311,789,705,457,582,246
373,792,812,286,773,692,511,490,326
406,792,812,260,773,648,581,487,326
730,792,812,260,773,589,640,487,326
731,674,930,260,757,525,720,486,326
731,580,1024,259,731,539,733,486,326
731,579,991,293,712,543,743,486,263
731,554,1016,293,619,636,696,530,263
731,494,1053,316,619,636,611,526,263
731,494,1053,316,619,636,565,473,236
731,494,1053,250,685,636,494,536,376
715,510,1018,285,685,584,546,536,486
702,523,907,396,678,533,604,536,491
664,561,858,443,661,473,683,536,534
660,354,1022,487,663,413,744,536,534
645,323,1062,488,668,396,761,505,598
635,332,1003,517,693,402,761,458,603
575,392,980,540,626,462,745,438,626
567,400,980,540,626,433,744,468,654
567,400,980,491,675,419,707,519,655
567,190,1190,485,681,381,694,549,1015
567,190,1177,492,673,395,692,514,1042
492,265,809,822,595,511,691,466,1138
567,254,824,822,551,555,691,466,1149
495,326,824,822,332,774,690,467,1164
546,326,824,822,319,787,690,462,1164
488,384,824,814,327,787,690,456,1164
489,384,824,773,368,787,690,437,1164
532,384,824,770,369,767,710,434,1164
579,373,826,779,367,762,710,439,1086
621,373,792,813,343,784,708,426,1056
647,373,792,812,311,789,705,457,1055
648,373,792,812,286,773,692,511,975
630,406,792,812,260,773,648,581,975
368,730,792,812,260,773,589,640,991
380,731,674,930,260,757,525,720,1045
411,731,580,1024,259,731,539,733,1107
554,731,579,991,293,712,543,743,1109
688,731,554,1016,293,619,636,696,1140
705,731,494,1053,316,619,636,611,1140
813,731,494,1053,316,619,636,565,1200
838,731,494,1053,250,685,636,494,1041
898,715,510,1018,285,685,584,546,930
899,702,523,907,396,678,533,604,924
899,664,561,858,443,661,473,683,968
899,660,354,1022,487,663,413,744,968
933,645,323,1062,488,668,396,761,918
946,635,332,1003,517,693,402,761,913
948,575,392,980,540,626,462,745,958
952,567,400,980,540,626,433,744,976
952,567,400,980,491,675,419,707,981
952,567,190,1190,485,681,381,694,621
952,567,190,1177,492,673,395,692,665
952,492,265,809,822,595,511,691,573
873,567,254,824,822,551,555,691,562
873,495,326,824,822,332,774,690,578
822,546,326,824,822,319,787,690,594
822,488,384,824,814,327,787,690,594
834,489,384,824,773,368,787,690,594
791,532,384,824,770,369,767,710,595
829,579,373,826,779,367,762,710,651
796,621,373,792,813,343,784,708,873
936,647,373,792,812,311,789,705,1187
944,648,373,792,812,286,773,692,1353
929,630,406,792,812,260,773,648,1417
867,368,730,792,812,260,773,589,1445
854,380,731,674,930,260,757,525,1765
823,411,731,580,1024,259,731,539,1795
748,554,731,579,991,293,712,543,1853
618,688,731,554,1016,293,619,636,2031
613,705,731,494,1053,316,619,636,2130
720,813,731,494,1053,316,619,636,2088
696,838,731,494,1053,250,685,636,2086
636,898,715,510,1018,285,685,584,2089
663,899,702,523,907,396,678,533,2089
667,899,664,561,858,443,661,473,2008
667,899,660,354,1022,487,663,413,2008
636,933,645,323,1062,488,668,396,2038
657,946,635,332,1003,517,693,402,2069
677,948,575,392,980,540,626,462,2017
691,952,567,400,980,540,626,433,1971
691,952,567,400,980,491,675,419,1965
691,952,567,190,1190,485,681,381,1966
693,952,567,190,1177,492,673,395,1940
693,952,492,265,809,822,595,511,1956
698,873,567,254,824,822,551,555,1986
700,873,495,326,824,822,332,774,1955
700,822,546,326,824,822,319,787,1939
705,822,488,384,824,814,327,787,1940
696,834,489,384,824,773,368,787,1940
696,791,532,384,824,770,369,767,1939
614,829,579,373,826,779,367,762,1883
614,796,621,373,792,813,343,784,1661
470,936,647,373,792,812,311,789,1347
469,944,648,373,792,812,286,773,1181
469,929,630,406,792,812,260,773,1182
481,867,368,730,792,812,260,773,1139
481,854,380,731,674,930,260,757,765
481,823,411,731,580,1024,259,731,683
413,748,554,731,579,991,293,712,624
415,618,688,731,554,1016,293,619,415
414,613,705,731,494,1053,316,619,316
221,720,813,731,494,1053,316,619,296
226,696,838,731,494,1053,250,685,274
226,636,898,715,510,1018,285,685,293
200,663,899,702,523,907,396,678,293
246,667,899,664,561,858,443,661,291
259,667,899,660,354,1022,487,663,291
312,636,933,645,323,1062,488,668,281
291,657,946,635,332,1003,517,693,255
