Accum_y-0,T-1,T-2,Accum_y-1
1331,758,987,595
1309,780,952,651
1336,851,952,673
1330,717,1144,710
1334,723,1147,780
1263,794,1147,781
1263,819,1147,778
1267,815,1157,781
1161,923,1154,781
952,1135,1141,782
920,1167,1128,782
868,1219,1123,860
1064,1280,1051,785
1087,1305,980,707
1117,1272,924,698
1123,1285,859,675
1057,1404,817,675
1209,1400,744,561
1209,1400,707,497
1209,1378,729,472
1288,1338,769,468
1271,1355,769,518
1253,1322,820,482
1157,1341,897,506
1123,1375,874,542
1058,1426,823,546
1021,1424,753,551
1013,1374,727,551
929,1441,670,551
871,1452,668,554
870,1384,708,579
870,1331,758,550
881,1309,780,494
787,1336,851,450
779,1330,717,438
769,1334,723,389
785,1263,794,409
760,1263,819,473
750,1267,815,470
748,1161,923,591
745,952,1135,594
745,920,1167,594
745,868,1219,523
474,1064,1280,557
415,1087,1305,590
385,1117,1272,591
366,1123,1285,607
312,1057,1404,624
157,1209,1400,756
157,1209,1400,756
159,1209,1378,756
90,1288,1338,756
117,1271,1355,769
117,1253,1322,809
117,1157,1341,997
117,1123,1375,940
208,1058,1426,936
222,1021,1424,931
222,1013,1374,938
356,929,1441,947
364,871,1452,944
364,870,1384,858
364,870,1331,857
353,881,1309,857
666,787,1336,857
678,779,1330,832
748,769,1334,811
733,785,1263,789
733,760,1263,725
733,750,1267,725
733,748,1161,607
733,745,952,603
733,745,920,609
733,745,868,610
733,474,1064,618
757,415,1087,585
791,385,1117,584
791,366,1123,568
791,312,1057,551
793,157,1209,405
793,157,1209,486
791,159,1209,717
781,90,1288,717
754,117,1271,896
772,117,1253,883
929,117,1157,667
937,117,1123,887
846,208,1058,920
832,222,1021,1176
854,222,1013,1208
721,356,929,1211
759,364,871,1219
1039,364,870,1328
1156,364,870,1364
1165,353,881,1402
848,666,787,1415
834,678,779,1415
820,748,769,1415
890,733,785,1415
893,733,760,1415
893,733,750,1415
893,733,748,1412
909,733,745,1562
909,733,745,1588
909,733,745,1596
909,733,474,1758
885,757,415,1816
851,791,385,1837
851,791,366,1971
851,791,312,1971
849,793,157,1971
849,793,157,1934
853,791,159,1703
902,781,90,1703
930,754,117,1461
947,772,117,1434
856,929,117,1425
1001,937,117,1209
1002,846,208,1205
1003,832,222,949
993,854,222,910
992,721,356,898
946,759,364,890
666,1039,364,781
549,1156,364,745
540,1165,353,707
589,848,666,694
551,834,678,694
525,820,748,807
458,890,733,967
455,893,733,1123
455,893,733,1123
455,893,733,1123
439,909,733,973
439,909,733,941
439,909,733,924
439,909,733,820
439,885,757,774
439,851,791,754
439,851,791,620
454,851,791,620
469,849,793,620
469,849,793,678
465,853,791,793
527,902,781,794
569,930,754,799
535,947,772,799
647,856,929,987
519,1001,937,982
545,1002,846,953
574,1003,832,953
568,993,854,953
575,992,721,953
577,946,759,963
709,666,1039,963
711,549,1156,963
794,540,1165,966
782,589,848,1150
778,551,834,1162
745,525,820,1050
1020,458,890,917
1022,455,893,800
1024,455,893,800
1024,455,893,802
1024,439,909,802
1024,439,909,805
1024,439,909,805
1123,439,909,723
1123,439,885,713
1123,439,851,910
1158,439,851,912
1143,454,851,1092
1203,469,849,1102
1372,469,849,1062
1419,465,853,947
1309,527,902,946
1241,569,930,993
1272,535,947,993
1114,647,856,805
1096,519,1001,979
1069,545,1002,1110
1039,574,1003,1216
1034,568,993,1221
1027,575,992,1221
1025,577,946,1211
901,709,666,1211
904,711,549,1259
821,794,540,1263
784,782,589,1079
819,778,551,1160
819,745,525,1174
541,1020,458,1147
553,1022,455,1108
552,1024,455,1108
598,1024,455,1137
616,1024,439,1137
616,1024,439,1147
616,1024,439,1147
529,1123,439,1133
530,1123,439,1138
530,1123,439,941
495,1158,439,1098
519,1143,454,952
444,1203,469,1081
275,1372,469,1073
228,1419,465,1128
227,1309,527,1134
225,1241,569,1205
247,1272,535,1292
356,1114,647,1391
502,1096,519,1271
505,1069,545,1161
505,1039,574,1055
504,1034,568,1050
527,1027,575,1195
527,1025,577,1247
520,901,709,1252
515,904,711,1231
515,821,794,1226
515,784,782,1235
480,819,778,1142
480,819,745,1159
479,541,1020,1172
465,553,1022,1242
535,552,1024,1354
494,598,1024,1467
512,616,1024,1467
551,616,1024,1550
611,616,1024,1616
631,529,1123,1650
631,530,1123,1643
713,530,1123,1642
796,495,1158,1483
788,519,1143,1503
801,444,1203,1409
812,275,1372,1355
856,228,1419,1303
898,227,1309,1297
898,225,1241,1228
844,247,1272,1244
715,356,1114,1164
562,502,1096,1110
559,505,1069,1242
559,505,1039,1276
559,504,1034,1290
536,527,1027,1181
536,527,1025,1251
535,520,901,1263
535,515,904,1249
535,515,821,1247
535,515,784,1271
537,480,819,1272
537,480,819,1240
552,479,541,1227
564,465,553,1157
493,535,552,1046
496,494,598,903
547,512,616,962
508,551,616,918
496,611,616,884
609,631,529,854
763,631,530,869
681,713,530,869
598,796,495,870
582,788,519,946
569,801,444,939
558,812,275,948
514,856,228,1147
472,898,227,1391
472,898,225,1343
472,844,247,1240
472,715,356,1221
472,562,502,1222
472,559,505,1104
472,559,505,1070
472,559,504,1056
472,536,527,1020
472,536,527,898
507,535,520,881
517,535,515,868
517,535,515,871
517,535,515,851
563,537,480,863
586,537,480,868
573,552,479,954
572,564,465,1036
650,493,535,1124
701,496,494,1188
650,547,512,1172
767,508,551,1200
777,496,611,1205
642,609,631,1197
487,763,631,1182
487,681,713,1182
490,598,796,1181
491,582,788,1051
491,569,801,1036
491,558,812,1092
495,514,856,999
541,472,898,839
546,472,898,907
592,472,844,956
607,472,715,985
870,472,562,987
925,472,559,952
980,472,559,952
1012,472,559,1144
1212,472,536,1147
1216,472,536,1147
1181,507,535,1147
1171,517,535,1157
1171,517,535,1154
1211,517,535,1141
1275,563,537,1128
1382,586,537,1123
1380,573,552,1051
1419,572,564,980
1435,650,493,924
1402,701,496,859
1469,650,547,817
1491,767,508,744
1457,777,496,707
1448,642,609,729
1448,487,763,769
1448,487,681,769
1445,490,598,820
1444,491,582,897
1444,491,569,874
1469,491,558,823
1479,495,514,753
1433,541,472,727
1428,546,472,670
1382,592,472,668
1367,607,472,708
1105,870,472,758
1050,925,472,780
1091,980,472,851
1059,1012,472,717
859,1212,472,723
855,1216,472,794
1089,1181,507,819
1246,1171,517,815
1349,1171,517,923
1368,1211,517,1135
1260,1275,563,1167
1130,1382,586,1219
1130,1380,573,1280
1080,1419,572,1305
986,1435,650,1272
960,1402,701,1285
857,1469,650,1404
718,1491,767,1400
694,1457,777,1400
693,1448,642,1378
693,1448,487,1338
693,1448,487,1355
693,1445,490,1322
693,1444,491,1341
693,1444,491,1375
668,1469,491,1426
654,1479,495,1424
654,1433,541,1374
654,1428,546,1441
654,1382,592,1452
654,1367,607,1384
653,1105,870,1331
653,1050,925,1309
585,1091,980,1336
646,1059,1012,1330
706,859,1212,1334
708,855,1216,1263
530,1089,1181,1263
433,1246,1171,1267
330,1349,1171,1161
271,1368,1211,952
267,1260,1275,920
267,1130,1382,868
267,1130,1380,1064
267,1080,1419,1087
295,986,1435,1117
328,960,1402,1123
393,857,1469,1057
405,718,1491,1209
430,694,1457,1209
465,693,1448,1209
466,693,1448,1288
498,693,1448,1271
750,693,1445,1253
809,693,1444,1157
818,693,1444,1123
818,668,1469,1058
818,654,1479,1021
818,654,1433,1013
818,654,1428,929
820,654,1382,871
820,654,1367,870
833,653,1105,870
869,653,1050,881
841,585,1091,787
780,646,1059,779
720,706,859,769
827,708,855,785
771,530,1089,760
711,433,1246,750
711,330,1349,748
727,271,1368,745
739,267,1260,745
745,267,1130,745
756,267,1130,474
767,267,1080,415
739,295,986,385
711,328,960,366
646,393,857,312
634,405,718,157
609,430,694,157
574,465,693,159
573,466,693,90
559,498,693,117
382,750,693,117
334,809,693,117
461,818,693,117
461,818,668,208
465,818,654,222
488,818,654,222
504,818,654,356
517,820,654,364
523,820,654,364
510,833,653,364
474,869,653,353
476,841,585,666
476,780,646,678
476,720,706,748
367,827,708,733
367,771,530,733
367,711,433,733
367,711,330,733
351,727,271,733
339,739,267,733
333,745,267,733
322,756,267,733
311,767,267,757
311,739,295,791
330,711,328,791
330,646,393,791
330,634,405,793
340,609,430,793
408,574,465,791
492,573,466,781
474,559,498,754
415,382,750,772
406,334,809,929
270,461,818,937
270,461,818,846
274,465,818,832
465,488,818,854
449,504,818,721
436,517,820,759
524,523,820,1039
538,510,833,1156
541,474,869,1165
539,476,841,848
561,476,780,834
561,476,720,820
561,367,827,890
561,367,771,893
561,367,711,893
561,367,711,893
564,351,727,909
569,339,739,909
571,333,745,909
571,322,756,909
571,311,767,885
571,311,739,851
547,330,711,851
557,330,646,851
598,330,634,849
605,340,609,849
600,408,574,853
555,492,573,902
593,474,559,930
577,415,382,947
594,406,334,856
594,270,461,1001
596,270,461,1002
622,274,465,1003
466,465,488,993
469,449,504,992
467,436,517,946
373,524,523,666
359,538,510,549
356,541,474,540
356,539,476,589
334,561,476,551
334,561,476,525
363,561,367,458
371,561,367,455
424,561,367,455
427,561,367,455
464,564,351,439
542,569,339,439
544,571,333,439
663,571,322,439
956,571,311,439
967,571,311,439
1206,547,330,439
1196,557,330,454
1155,598,330,469
1138,605,340,469
1075,600,408,465
1055,555,492,527
1043,593,474,569
1043,577,415,535
1024,594,406,647
1024,594,270,519
1022,596,270,545
989,622,274,574
1126,466,465,568
1123,469,449,575
1123,467,436,577
1123,373,524,709
1123,359,538,711
1123,356,541,794
1123,356,539,782
1123,334,561,778
1123,334,561,745
1094,363,561,1020
1086,371,561,1022
1033,424,561,1024
1144,427,561,1024
1112,464,564,1024
1029,542,569,1024
1060,544,571,1024
1025,663,571,1123
742,956,571,1123
731,967,571,1123
492,1206,547,1158
492,1196,557,1143
492,1155,598,1203
492,1138,605,1372
493,1075,600,1419
474,1055,555,1309
502,1043,593,1241
515,1043,577,1272
515,1024,594,1114
515,1024,594,1096
515,1022,596,1069
514,989,622,1039
319,1126,466,1034
337,1123,469,1027
340,1123,467,1025
340,1123,373,901
370,1123,359,904
496,1123,356,821
550,1123,356,784
581,1123,334,819
581,1123,334,819
596,1094,363,541
703,1086,371,553
950,1033,424,552
871,1144,427,598
905,1112,464,616
1257,1029,542,616
1400,1060,544,616
1421,1025,663,529
1411,742,956,530
1412,731,967,530
1413,492,1206,495
1416,492,1196,519
1465,492,1155,444
1651,492,1138,275
1702,493,1075,228
1720,474,1055,227
1666,502,1043,225
1716,515,1043,247
1739,515,1024,356
1857,515,1024,502
1886,515,1022,505
2073,514,989,505
2089,319,1126,504
2072,337,1123,527
2111,340,1123,527
2138,340,1123,520
2154,370,1123,515
2127,496,1123,515
2080,550,1123,515
2049,581,1123,480
2049,581,1123,480
2034,596,1094,479
1984,703,1086,465
1742,950,1033,535
1731,871,1144,494
1697,905,1112,512
1406,1257,1029,551
1228,1400,1060,611
1123,1421,1025,631
1132,1411,742,631
1141,1412,731,713
1144,1413,492,796
1209,1416,492,788
1188,1465,492,801
1005,1651,492,812
953,1702,493,856
935,1720,474,898
935,1666,502,898
872,1716,515,844
849,1739,515,715
731,1857,515,562
702,1886,515,559
515,2073,514,559
504,2089,319,559
504,2072,337,536
469,2111,340,536
479,2138,340,535
437,2154,370,535
338,2127,496,535
331,2080,550,535
331,2049,581,537
387,2049,581,537
412,2034,596,552
511,1984,703,564
509,1742,950,493
524,1731,871,496
530,1697,905,547
572,1406,1257,508
619,1228,1400,496
624,1123,1421,609
758,1132,1411,763
841,1141,1412,681
875,1144,1413,598
1048,1209,1416,582
1354,1188,1465,569
1398,1005,1651,558
1532,953,1702,514
1532,935,1720,472
1532,935,1666,472
1532,872,1716,472
1532,849,1739,472
1532,731,1857,472
1532,702,1886,472
1532,515,2073,472
1527,504,2089,472
1528,504,2072,472
1521,469,2111,472
1493,479,2138,507
1489,437,2154,517
1489,338,2127,517
1489,331,2080,517
1517,331,2049,563
1506,387,2049,586
1500,412,2034,573
1372,511,1984,572
1371,509,1742,650
1332,524,1731,701
1318,530,1697,650
1241,572,1406,767
1213,619,1228,777
1279,624,1123,642
1151,758,1132,487
1058,841,1141,487
1020,875,1144,490
782,1048,1209,491
550,1354,1188,491
564,1398,1005,491
437,1532,953,495
438,1532,935,541
438,1532,935,546
443,1532,872,592
445,1532,849,607
445,1532,731,870
445,1532,702,925
445,1532,515,980
445,1527,504,1012
443,1528,504,1212
443,1521,469,1216
434,1493,479,1181
434,1489,437,1171
434,1489,338,1171
434,1489,331,1211
406,1517,331,1275
361,1506,387,1382
342,1500,412,1380
314,1372,511,1419
312,1371,509,1435
312,1332,524,1402
312,1318,530,1469
286,1241,572,1491
267,1213,619,1457
198,1279,624,1448
324,1151,758,1448
366,1058,841,1448
367,1020,875,1445
364,782,1048,1444
262,550,1354,1444
329,564,1398,1469
322,437,1532,1479
321,438,1532,1433
321,438,1532,1428
316,443,1532,1382
317,445,1532,1367
317,445,1532,1105
317,445,1532,1050
317,445,1532,1091
317,445,1527,1059
317,443,1528,859
317,443,1521,855
317,434,1493,1089
317,434,1489,1246
317,434,1489,1349
317,434,1489,1368
317,406,1517,1260
317,361,1506,1130
317,342,1500,1130
402,314,1372,1080
438,312,1371,986
438,312,1332,960
440,312,1318,857
440,286,1241,718
471,267,1213,694
469,198,1279,693
422,324,1151,693
409,366,1058,693
409,367,1020,693
409,364,782,693
410,262,550,693
282,329,564,668
282,322,437,654
282,321,438,654
282,321,438,654
285,316,443,654
282,317,445,654
282,317,445,653
282,317,445,653
282,317,445,585
282,317,445,646
282,317,443,706
282,317,443,708
282,317,434,530
282,317,434,433
282,317,434,330
283,317,434,271
284,317,406,267
284,317,361,267
284,317,342,267
202,402,314,267
287,438,312,295
299,438,312,328
326,440,312,393
370,440,286,405
518,471,267,430
525,469,198,465
432,422,324,466
403,409,366,498
402,409,367,750
402,409,364,809
401,410,262,818
401,282,329,818
405,282,322,818
413,282,321,818
413,282,321,818
410,285,316,820
452,282,317,820
464,282,317,833
500,282,317,869
500,282,317,841
506,282,317,780
574,282,317,720
821,282,317,827
1091,282,317,771
1091,282,317,711
1121,282,317,711
1158,283,317,727
1157,284,317,739
1247,284,317,745
1247,284,317,756
1244,202,402,767
1123,287,438,739
1111,299,438,711
1179,326,440,646
1135,370,440,634
956,518,471,609
949,525,469,574
984,432,422,573
1005,403,409,559
1022,402,409,382
1046,402,409,334
1046,401,410,461
1046,401,282,461
1131,405,282,465
1123,413,282,488
1161,413,282,504
1161,410,285,517
1120,452,282,523
1108,464,282,510
1240,500,282,474
1240,500,282,476
1234,506,282,476
1230,574,282,476
983,821,282,367
713,1091,282,367
713,1091,282,367
683,1121,282,367
645,1158,283,351
645,1157,284,339
555,1247,284,333
555,1247,284,322
555,1244,202,311
555,1123,287,311
555,1111,299,330
458,1179,326,330
484,1135,370,330
523,956,518,340
549,949,525,408
537,984,432,492
611,1005,403,474
594,1022,402,415
570,1046,402,406
570,1046,401,270
570,1046,401,270
481,1131,405,274
481,1123,413,465
443,1161,413,449
443,1161,410,436
442,1120,452,524
442,1108,464,538
274,1240,500,541
281,1240,500,539
281,1234,506,561
217,1230,574,561
217,983,821,561
232,713,1091,561
392,713,1091,561
392,683,1121,561
392,645,1158,564
396,645,1157,569
398,555,1247,571
471,555,1247,571
493,555,1244,571
493,555,1123,571
493,555,1111,547
532,458,1179,557
506,484,1135,598
467,523,956,605
441,549,949,600
417,537,984,555
322,611,1005,593
322,594,1022,577
322,570,1046,594
322,570,1046,594
322,570,1046,596
322,481,1131,622
322,481,1123,466
322,443,1161,469
322,443,1161,467
322,442,1120,373
322,442,1108,359
322,274,1240,356
315,281,1240,356
494,281,1234,334
623,217,1230,334
623,217,983,363
608,232,713,371
448,392,713,424
448,392,683,427
448,392,645,464
444,396,645,542
442,398,555,544
369,471,555,663
347,493,555,956
356,493,555,967
506,493,555,1206
473,532,458,1196
473,506,484,1155
473,467,523,1138
473,441,549,1075
473,417,537,1055
473,322,611,1043
473,322,594,1043
482,322,570,1024
629,322,570,1024
629,322,570,1022
629,322,481,989
658,322,481,1126
658,322,443,1123
658,322,443,1123
658,322,442,1123
658,322,442,1123
658,322,274,1123
658,315,281,1123
479,494,281,1123
350,623,217,1123
350,623,217,1094
350,608,232,1086
350,448,392,1033
382,448,392,1144
388,448,392,1112
388,444,396,1029
388,442,398,1060
388,369,471,1025
390,347,493,742
400,356,493,731
250,506,493,492
244,473,532,492
285,473,506,492
369,473,467,492
399,473,441,493
399,473,417,474
410,473,322,502
481,473,322,515
627,482,322,515
517,629,322,515
517,629,322,515
518,629,322,514
491,658,322,319
491,658,322,337
491,658,322,340
491,658,322,340
491,658,322,370
491,658,322,496
491,658,315,550
491,479,494,581
491,350,623,581
491,350,623,596
491,350,608,703
491,350,448,950
459,382,448,871
453,388,448,905
453,388,444,1257
453,388,442,1400
453,388,369,1421
473,390,347,1411
471,400,356,1412
517,250,506,1413
703,244,473,1416
671,285,473,1465
647,369,473,1651
640,399,473,1702
640,399,473,1720
629,410,473,1666
558,481,473,1716
403,627,482,1739
366,517,629,1857
366,517,629,1886
365,518,629,2073
363,491,658,2089
381,491,658,2072
381,491,658,2111
418,491,658,2138
418,491,658,2154
496,491,658,2127
555,491,658,2080
561,491,479,2049
563,491,350,2049
563,491,350,2034
563,491,350,1984
565,491,350,1742
592,459,382,1731
592,453,388,1697
624,453,388,1406
673,453,388,1228
717,453,388,1123
695,473,390,1132
680,471,400,1141
678,517,250,1144
501,703,244,1209
492,671,285,1188
432,647,369,1005
409,640,399,953
409,640,399,935
409,629,410,935
409,558,481,872
409,403,627,849
409,366,517,731
409,366,517,702
415,365,518,515
433,363,491,504
549,381,491,504
648,381,491,469
612,418,491,479
612,418,491,437
534,496,491,338
475,555,491,331
477,561,491,331
574,563,491,387
587,563,491,412
587,563,491,511
608,565,491,509
581,592,459,524
585,592,453,530
553,624,453,572
588,673,453,619
567,717,453,624
567,695,473,758
565,680,471,841
521,678,517,875
521,501,703,1048
522,492,671,1354
522,432,647,1398
522,409,640,1532
538,409,640,1532
576,409,629,1532
577,409,558,1532
660,409,403,1532
683,409,366,1532
703,409,366,1532
901,415,365,1532
1050,433,363,1527
1017,549,381,1528
985,648,381,1521
1026,612,418,1493
1079,612,418,1489
1118,534,496,1489
1127,475,555,1489
1179,477,561,1517
1086,574,563,1506
1073,587,563,1500
1073,587,563,1372
1050,608,565,1371
1072,581,592,1332
1080,585,592,1318
1102,553,624,1241
1026,588,673,1213
1016,567,717,1279
1017,567,695,1151
1017,565,680,1058
1049,521,678,1020
1091,521,501,782
1091,522,492,550
1091,522,432,564
1091,522,409,437
1075,538,409,438
1042,576,409,438
1082,577,409,443
1059,660,409,445
1036,683,409,445
1021,703,409,445
817,901,415,445
650,1050,433,445
549,1017,549,443
482,985,648,443
440,1026,612,434
387,1079,612,434
348,1118,534,434
339,1127,475,434
279,1179,477,406
273,1086,574,361
273,1073,587,342
293,1073,587,314
293,1050,608,312
273,1072,581,312
292,1080,585,312
271,1102,553,286
271,1026,588,267
314,1016,567,198
313,1017,567,324
313,1017,565,366
281,1049,521,367
230,1091,521,364
235,1091,522,262
241,1091,522,329
266,1091,522,322
266,1075,538,321
263,1042,576,321
228,1082,577,316
168,1059,660,317
255,1036,683,317
251,1021,703,317
251,817,901,317
251,650,1050,317
251,549,1017,317
251,482,985,317
251,440,1026,317
290,387,1079,317
362,348,1118,317
396,339,1127,317
443,279,1179,317
447,273,1086,317
447,273,1073,317
427,293,1073,402
427,293,1050,438
425,273,1072,438
394,292,1080,440
393,271,1102,440
385,271,1026,471
329,314,1016,469
329,313,1017,422
415,313,1017,409
417,281,1049,409
453,230,1091,409
517,235,1091,410
526,241,1091,282
512,266,1091,282
529,266,1075,282
527,263,1042,282
523,228,1082,285
523,168,1059,282
436,255,1036,282
435,251,1021,282
435,251,817,282
435,251,650,282
435,251,549,282
443,251,482,282
472,251,440,282
515,290,387,282
446,362,348,282
412,396,339,283
514,443,279,284
510,447,273,284
510,447,273,284
510,427,293,202
510,427,293,287
542,425,273,299
563,394,292,326
569,393,271,370
569,385,271,518
571,329,314,525
571,329,313,432
523,415,313,403
538,417,281,402
503,453,230,402
502,517,235,401
694,526,241,401
892,512,266,405
877,529,266,413
877,527,263,413
984,523,228,410
984,523,168,452
992,436,255,464
992,435,251,500
992,435,251,500
992,435,251,506
992,435,251,574
984,443,251,821
955,472,251,1091
873,515,290,1091
870,446,362,1121
870,412,396,1158
721,514,443,1157
721,510,447,1247
721,510,447,1247
721,510,427,1244
721,510,427,1123
689,542,425,1111
668,563,394,1179
675,569,393,1135
675,569,385,956
673,571,329,949
707,571,329,984
669,523,415,1005
710,538,417,1022
709,503,453,1046
640,502,517,1046
433,694,526,1046
224,892,512,1131
222,877,529,1123
295,877,527,1161
208,984,523,1161
299,984,523,1120
291,992,436,1108
291,992,435,1240
291,992,435,1240
291,992,435,1234
291,992,435,1230
305,984,443,983
326,955,472,713
326,873,515,713
327,870,446,683
423,870,412,645
423,721,514,645
444,721,510,555
444,721,510,555
444,721,510,555
444,721,510,555
444,689,542,555
444,668,563,458
431,675,569,484
484,675,569,523
587,673,571,549
568,707,571,537
606,669,523,611
548,710,538,594
548,709,503,570
623,640,502,570
671,433,694,570
695,224,892,481
705,222,877,481
634,295,877,443
614,208,984,443
523,299,984,442
523,291,992,442
523,291,992,274
523,291,992,281
525,291,992,281
661,291,992,217
715,305,984,217
724,326,955,232
776,326,873,392
775,327,870,392
679,423,870,392
679,423,721,396
681,444,721,398
689,444,721,471
689,444,721,493
689,444,721,493
689,444,689,493
689,444,668,532
689,431,675,506
636,484,675,467
533,587,673,441
525,568,707,417
506,606,669,322
506,548,710,322
506,548,709,322
454,623,640,322
406,671,433,322
382,695,224,322
499,705,222,322
497,634,295,322
567,614,208,322
654,523,299,322
682,523,291,322
682,523,291,322
863,523,291,315
900,525,291,494
995,661,291,623
927,715,305,623
1010,724,326,608
982,776,326,448
982,775,327,448
983,679,423,448
1022,679,423,444
1097,681,444,442
1112,689,444,369
1124,689,444,347
1221,689,444,356
1249,689,444,506
1278,689,444,473
1278,689,431,473
1278,636,484,473
1278,533,587,473
1271,525,568,473
1252,506,606,473
1252,506,548,473
1252,506,548,482
1229,454,623,629
1229,406,671,629
1229,382,695,629
1233,499,705,658
1239,497,634,658
1167,567,614,658
1081,654,523,658
1053,682,523,658
1056,682,523,658
875,863,523,658
836,900,525,479
641,995,661,350
641,927,715,350
539,1010,724,350
518,982,776,350
537,982,775,382
654,983,679,388
620,1022,679,388
562,1097,681,388
539,1112,689,388
549,1124,689,390
453,1221,689,400
427,1249,689,250
456,1278,689,244
456,1278,689,285
456,1278,636,369
456,1278,533,399
456,1271,525,399
509,1252,506,410
512,1252,506,481
518,1252,506,627
537,1229,454,517
551,1229,406,517
551,1229,382,518
420,1233,499,491
414,1239,497,491
425,1167,567,491
456,1081,654,491
478,1053,682,491
552,1056,682,491
624,875,863,491
645,836,900,491
618,641,995,491
757,641,927,491
746,539,1010,491
743,518,982,491
724,537,982,459
643,654,983,453
638,620,1022,453
598,562,1097,453
715,539,1112,453
713,549,1124,473
753,453,1221,471
753,427,1249,517
695,456,1278,703
713,456,1278,671
766,456,1278,647
839,456,1278,640
848,456,1271,640
795,509,1252,629
834,512,1252,558
828,518,1252,403
810,537,1229,366
842,551,1229,366
852,551,1229,365
852,420,1233,363
854,414,1239,381
843,425,1167,381
811,456,1081,418
789,478,1053,418
715,552,1056,496
651,624,875,555
742,645,836,561
733,618,641,563
594,757,641,563
607,746,539,563
619,743,518,565
629,724,537,592
592,643,654,592
592,638,620,624
616,598,562,673
499,715,539,717
481,713,549,695
440,753,453,680
438,753,427,678
457,695,456,501
452,713,456,492
399,766,456,432
326,839,456,409
317,848,456,409
317,795,509,409
275,834,512,409
275,828,518,409
274,810,537,409
228,842,551,409
218,852,551,415
218,852,420,433
216,854,414,549
216,843,425,648
216,811,456,612
272,789,478,612
356,715,552,534
440,651,624,475
344,742,645,477
344,733,618,574
344,594,757,587
346,607,746,587
365,619,743,608
402,629,724,581
419,592,643,585
419,592,638,553
395,616,598,588
411,499,715,567
411,481,713,567
411,440,753,565
433,438,753,521
441,457,695,521
428,452,713,522
433,399,766,522
433,326,839,522
485,317,848,538
485,317,795,576
486,275,834,577
517,275,828,660
517,274,810,683
532,228,842,703
538,218,852,901
578,218,852,1050
578,216,854,1017
578,216,843,985
578,216,811,1026
522,272,789,1079
515,356,715,1118
513,440,651,1127
506,344,742,1179
650,344,733,1086
650,344,594,1073
635,346,607,1073
608,365,619,1050
562,402,629,1072
545,419,592,1080
545,419,592,1102
545,395,616,1026
530,411,499,1016
528,411,481,1017
530,411,440,1017
525,433,438,1049
500,441,457,1091
516,428,452,1091
513,433,399,1091
513,433,326,1091
461,485,317,1075
461,485,317,1042
460,486,275,1082
429,517,275,1059
429,517,274,1036
479,532,228,1021
518,538,218,817
593,578,218,650
726,578,216,549
745,578,216,482
746,578,216,440
746,522,272,387
666,515,356,348
605,513,440,339
609,506,344,279
526,650,344,273
558,650,344,273
558,635,346,293
555,608,365,293
555,562,402,273
555,545,419,292
568,545,419,271
568,545,395,271
567,530,411,314
567,528,411,313
565,530,411,313
548,525,433,281
553,500,441,230
543,516,428,235
544,513,433,241
550,513,433,266
554,461,485,266
560,461,485,263
560,460,486,228
573,429,517,168
594,429,517,255
529,479,532,251
484,518,538,251
369,593,578,251
236,726,578,251
217,745,578,251
216,746,578,251
216,746,522,290
216,666,515,362
187,605,513,396
190,609,506,443
129,526,650,447
106,558,650,447
106,558,635,427
162,555,608,427
184,555,562,425
189,555,545,394
227,568,545,393
252,568,545,385
252,567,530,329
252,567,528,329
252,565,530,415
252,548,525,417
263,553,500,453
265,543,516,517
318,544,513,526
