Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3
980,540,339,2003,426
980,491,356,2003,426
1190,485,360,1868,426
1177,492,424,1868,426
809,822,421,1766,426
824,822,391,1727,426
824,822,454,1727,426
824,822,543,1821,426
824,814,540,1628,426
824,773,539,1679,426
824,770,539,1701,426
826,779,539,1659,331
792,813,539,1578,324
792,812,552,1496,363
792,812,552,1283,364
792,812,552,1189,359
792,812,544,1099,359
674,930,544,959,359
580,1024,526,863,359
579,991,587,863,364
554,1016,587,848,351
494,1053,549,866,342
494,1053,560,866,321
494,1053,603,870,247
510,1018,604,801,232
523,907,605,546,187
561,858,605,543,116
354,1022,605,538,131
323,1062,545,529,129
332,1003,544,529,129
392,980,531,529,105
400,980,498,529,220
400,980,481,529,258
190,1190,461,524,363
190,1177,365,524,438
265,809,364,419,438
254,824,342,419,438
326,824,255,419,438
326,824,151,292,438
384,824,150,288,438
384,824,150,237,438
384,824,150,206,559
373,826,228,206,606
373,792,258,206,607
373,792,246,207,568
373,792,326,190,622
406,792,326,178,622
730,792,326,236,660
731,674,326,263,763
731,580,326,401,804
731,579,263,416,846
731,554,263,473,900
731,494,263,416,902
731,494,236,656,902
731,494,376,584,902
715,510,486,583,902
702,523,491,583,902
664,561,534,583,902
660,354,534,583,870
645,323,598,586,860
635,332,603,586,860
575,392,626,586,860
567,400,654,586,738
567,400,655,586,700
567,190,1015,651,678
567,190,1042,679,614
492,265,1138,679,624
567,254,1149,679,624
495,326,1164,679,624
546,326,1164,678,624
488,384,1164,657,624
489,384,1164,657,624
532,384,1164,657,569
579,373,1086,657,526
621,373,1056,657,525
647,373,1055,656,521
648,373,975,656,466
630,406,975,656,466
368,730,991,598,428
380,731,1045,570,484
411,731,1107,432,443
554,731,1109,417,395
688,731,1140,347,341
705,731,1140,346,801
813,731,1200,96,801
838,731,1041,96,801
898,715,930,96,823
899,702,924,96,838
899,664,968,96,838
899,660,968,276,838
933,645,918,355,838
946,635,913,372,838
948,575,958,443,838
952,567,976,558,838
952,567,981,646,838
952,567,621,601,755
952,567,665,597,744
952,492,573,684,743
873,567,562,689,763
873,495,578,689,807
822,546,594,689,810
822,488,594,689,834
834,489,594,689,926
791,532,595,689,884
829,579,651,689,880
796,621,873,689,880
936,647,1187,689,874
944,648,1353,689,874
929,630,1417,689,876
867,368,1445,689,884
854,380,1765,689,744
823,411,1795,689,816
748,554,1853,689,816
618,688,2031,689,831
613,705,2130,689,398
720,813,2088,689,402
696,838,2086,689,403
636,898,2089,718,502
663,899,2089,822,569
667,899,2008,1028,637
667,899,2008,849,671
636,933,2038,779,706
657,946,2069,899,706
677,948,2017,844,713
691,952,1971,750,967
691,952,1965,735,1073
691,952,1966,717,1124
693,952,1940,693,1124
693,952,1956,611,1115
698,873,1986,615,1095
700,873,1955,615,1051
700,822,1939,615,1176
705,822,1940,630,1176
696,834,1940,673,1194
696,791,1939,675,1170
614,829,1883,675,1170
614,796,1661,675,1180
470,936,1347,675,1188
469,944,1181,675,1291
469,929,1182,675,1291
481,867,1139,694,1283
481,854,765,743,1264
481,823,683,847,1259
413,748,624,877,1266
415,618,415,878,1254
414,613,316,977,1246
221,720,296,982,1303
226,696,274,982,1349
226,636,293,953,1252
200,663,293,849,1170
246,667,291,645,1102
259,667,291,644,1068
312,636,281,641,1033
291,657,255,571,1033
420,677,279,686,1026
695,691,330,714,772
816,691,343,642,719
847,691,355,644,668
850,693,311,644,668
850,693,295,639,668
864,698,265,753,723
980,700,290,806,729
1141,700,382,833,613
1136,705,384,915,657
1132,696,384,990,549
1132,696,385,988,561
1139,614,385,990,665
1158,614,390,1051,655
1317,470,393,1148,647
1478,469,482,1192,544
1559,469,516,1200,542
1617,481,523,1182,542
1620,481,523,1162,548
1625,481,513,1058,517
1632,413,512,1041,512
1633,415,512,1049,509
1622,414,543,1091,488
1600,221,590,1168,457
1671,226,633,1240,410
1671,226,611,1339,403
1691,200,611,1360,403
1641,246,628,1391,403
1668,259,665,1391,403
1615,312,680,1382,403
1602,291,675,1315,403
1451,420,635,1184,403
1158,695,589,1135,403
1037,816,582,1141,350
1006,847,588,1142,350
1001,850,592,1169,350
1001,850,590,1242,350
982,864,607,1123,295
865,980,582,1160,315
705,1141,490,1229,389
705,1136,487,1139,321
719,1132,487,1021,319
727,1132,486,1021,346
719,1139,486,1019,244
691,1158,486,962,248
510,1317,530,867,248
341,1478,526,823,250
260,1559,473,815,253
199,1617,536,814,253
284,1620,536,785,247
293,1625,536,785,211
286,1632,536,772,209
279,1633,536,763,209
295,1622,505,622,209
295,1600,458,540,179
219,1671,438,468,185
219,1671,468,369,228
220,1691,519,348,228
248,1641,549,320,228
301,1668,514,320,228
302,1615,466,320,228
389,1602,466,320,246
389,1451,467,320,259
411,1158,462,320,380
433,1037,456,313,538
443,1006,437,308,627
511,1001,434,281,636
582,1001,439,208,636
584,982,426,204,643
700,865,457,114,790
710,705,511,18,709
710,705,581,11,717
696,719,640,20,731
688,727,720,44,692
686,719,733,44,703
726,691,743,40,847
754,510,696,38,1129
754,341,611,38,1244
754,260,565,38,1244
844,199,494,59,1244
807,284,546,60,1245
794,293,604,61,1245
934,286,683,80,1299
937,279,744,281,1321
921,295,761,322,1334
921,295,761,364,1334
920,219,745,496,1328
938,219,744,625,1268
916,220,707,625,1268
890,248,694,620,1268
797,301,692,625,1268
793,302,691,626,1268
706,389,691,628,1250
728,389,690,629,1253
706,411,690,631,1133
684,433,690,631,975
675,443,690,631,886
610,511,710,631,882
539,582,710,631,925
537,584,708,632,926
420,700,705,635,753
409,710,692,635,748
410,710,648,655,759
485,696,589,646,745
563,688,525,622,757
572,686,539,627,744
555,726,543,629,596
527,754,636,629,347
655,754,636,629,232
719,754,636,629,229
645,844,636,608,229
598,807,584,607,228
597,794,533,650,228
493,934,473,895,177
503,937,413,809,158
525,921,396,800,155
525,921,402,892,174
525,920,462,856,174
507,938,433,729,174
506,916,419,782,174
504,890,381,813,174
565,797,395,813,174
595,793,511,815,174
651,706,555,813,174
673,728,774,815,159
710,706,787,926,158
780,684,787,927,158
781,675,787,975,158
778,610,767,1042,153
781,539,762,1042,110
781,537,784,1119,102
782,420,789,1123,102
782,409,773,1123,102
860,410,773,1103,83
785,485,773,1105,83
707,563,757,1114,98
698,572,731,1245,195
675,555,712,1385,242
675,527,619,1423,220
561,655,619,1423,229
497,719,619,1423,229
472,645,685,1450,229
468,598,685,1519,229
518,597,678,1475,229
482,493,661,1211,227
506,503,663,1097,427
542,525,668,1069,517
546,525,693,937,516
551,525,626,841,517
551,507,626,839,587
551,506,675,786,617
554,504,681,755,638
579,565,673,750,653
550,595,595,747,653
494,651,551,747,653
450,673,332,744,678
438,710,319,631,710
389,780,327,630,710
409,781,368,582,849
473,778,369,515,851
470,781,367,515,927
591,781,343,437,1054
594,782,311,430,1054
594,782,286,430,1054
523,860,260,430,1054
557,785,260,448,1054
590,707,260,454,1027
591,698,259,369,930
607,675,293,460,883
624,675,293,430,872
756,561,316,431,861
756,497,316,553,861
756,472,250,526,861
756,468,285,513,861
769,518,396,513,861
809,482,443,513,860
997,506,487,512,657
940,542,488,512,557
936,546,517,620,731
931,551,540,620,866
938,551,540,628,796
947,551,491,628,766
944,554,485,644,885
858,579,492,676,870
857,550,822,680,1077
857,494,822,732,1116
857,450,822,756,1090
832,438,822,771,1092
811,389,814,775,1310
789,409,773,776,1171
725,473,770,776,1178
725,470,779,776,1144
607,591,813,776,1098
603,594,812,776,1180
609,594,812,776,1410
610,523,812,776,1516
618,557,812,764,1606
585,590,930,749,1747
584,591,1024,716,1843
568,607,991,485,1843
551,624,1016,477,1871
405,756,1053,514,1911
486,756,1053,410,1921
717,756,1053,410,1989
717,756,1018,354,2059
896,769,907,354,2314
883,809,858,354,2317
667,997,1022,354,2322
887,940,1062,410,2331
920,936,1003,301,2139
1176,931,980,314,2003
1208,938,980,339,2003
1211,947,980,356,2003
1219,944,1190,360,1868
1328,858,1177,424,1868
1364,857,809,421,1766
1402,857,824,391,1727
1415,857,824,454,1727
1415,832,824,543,1821
1415,811,824,540,1628
1415,789,824,539,1679
1415,725,824,539,1701
1415,725,826,539,1659
1412,607,792,539,1578
1562,603,792,552,1496
1588,609,792,552,1283
1596,610,792,552,1189
1758,618,792,544,1099
1816,585,674,544,959
1837,584,580,526,863
1971,568,579,587,863
1971,551,554,587,848
1971,405,494,549,866
1934,486,494,560,866
1703,717,494,603,870
1703,717,510,604,801
1461,896,523,605,546
1434,883,561,605,543
1425,667,354,605,538
1209,887,323,545,529
1205,920,332,544,529
949,1176,392,531,529
910,1208,400,498,529
898,1211,400,481,529
890,1219,190,461,524
781,1328,190,365,524
745,1364,265,364,419
707,1402,254,342,419
694,1415,326,255,419
694,1415,326,151,292
807,1415,384,150,288
967,1415,384,150,237
1123,1415,384,150,206
1123,1415,373,228,206
1123,1412,373,258,206
973,1562,373,246,207
941,1588,373,326,190
924,1596,406,326,178
820,1758,730,326,236
774,1816,731,326,263
754,1837,731,326,401
620,1971,731,263,416
620,1971,731,263,473
620,1971,731,263,416
678,1934,731,236,656
793,1703,731,376,584
794,1703,715,486,583
799,1461,702,491,583
799,1434,664,534,583
987,1425,660,534,583
982,1209,645,598,586
953,1205,635,603,586
953,949,575,626,586
953,910,567,654,586
953,898,567,655,586
963,890,567,1015,651
963,781,567,1042,679
963,745,492,1138,679
966,707,567,1149,679
1150,694,495,1164,679
1162,694,546,1164,678
1050,807,488,1164,657
917,967,489,1164,657
800,1123,532,1164,657
800,1123,579,1086,657
802,1123,621,1056,657
802,973,647,1055,656
805,941,648,975,656
805,924,630,975,656
723,820,368,991,598
713,774,380,1045,570
910,754,411,1107,432
912,620,554,1109,417
1092,620,688,1140,347
1102,620,705,1140,346
1062,678,813,1200,96
947,793,838,1041,96
946,794,898,930,96
993,799,899,924,96
993,799,899,968,96
805,987,899,968,276
979,982,933,918,355
1110,953,946,913,372
1216,953,948,958,443
1221,953,952,976,558
1221,953,952,981,646
1211,963,952,621,601
1211,963,952,665,597
1259,963,952,573,684
1263,966,873,562,689
1079,1150,873,578,689
1160,1162,822,594,689
1174,1050,822,594,689
1147,917,834,594,689
1108,800,791,595,689
1108,800,829,651,689
1137,802,796,873,689
1137,802,936,1187,689
1147,805,944,1353,689
1147,805,929,1417,689
1133,723,867,1445,689
1138,713,854,1765,689
941,910,823,1795,689
1098,912,748,1853,689
952,1092,618,2031,689
1081,1102,613,2130,689
1073,1062,720,2088,689
1128,947,696,2086,689
1134,946,636,2089,718
1205,993,663,2089,822
1292,993,667,2008,1028
1391,805,667,2008,849
1271,979,636,2038,779
1161,1110,657,2069,899
1055,1216,677,2017,844
1050,1221,691,1971,750
1195,1221,691,1965,735
1247,1211,691,1966,717
1252,1211,693,1940,693
1231,1259,693,1956,611
1226,1263,698,1986,615
1235,1079,700,1955,615
1142,1160,700,1939,615
1159,1174,705,1940,630
1172,1147,696,1940,673
1242,1108,696,1939,675
1354,1108,614,1883,675
1467,1137,614,1661,675
1467,1137,470,1347,675
1550,1147,469,1181,675
1616,1147,469,1182,675
1650,1133,481,1139,694
1643,1138,481,765,743
1642,941,481,683,847
1483,1098,413,624,877
1503,952,415,415,878
1409,1081,414,316,977
1355,1073,221,296,982
1303,1128,226,274,982
1297,1134,226,293,953
1228,1205,200,293,849
1244,1292,246,291,645
1164,1391,259,291,644
1110,1271,312,281,641
1242,1161,291,255,571
1276,1055,420,279,686
1290,1050,695,330,714
1181,1195,816,343,642
1251,1247,847,355,644
1263,1252,850,311,644
1249,1231,850,295,639
1247,1226,864,265,753
1271,1235,980,290,806
1272,1142,1141,382,833
1240,1159,1136,384,915
1227,1172,1132,384,990
1157,1242,1132,385,988
1046,1354,1139,385,990
903,1467,1158,390,1051
962,1467,1317,393,1148
918,1550,1478,482,1192
884,1616,1559,516,1200
854,1650,1617,523,1182
869,1643,1620,523,1162
869,1642,1625,513,1058
870,1483,1632,512,1041
946,1503,1633,512,1049
939,1409,1622,543,1091
948,1355,1600,590,1168
1147,1303,1671,633,1240
1391,1297,1671,611,1339
1343,1228,1691,611,1360
1240,1244,1641,628,1391
1221,1164,1668,665,1391
1222,1110,1615,680,1382
1104,1242,1602,675,1315
1070,1276,1451,635,1184
1056,1290,1158,589,1135
1020,1181,1037,582,1141
898,1251,1006,588,1142
881,1263,1001,592,1169
868,1249,1001,590,1242
871,1247,982,607,1123
851,1271,865,582,1160
863,1272,705,490,1229
868,1240,705,487,1139
954,1227,719,487,1021
1036,1157,727,486,1021
1124,1046,719,486,1019
1188,903,691,486,962
1172,962,510,530,867
1200,918,341,526,823
1205,884,260,473,815
1197,854,199,536,814
1182,869,284,536,785
1182,869,293,536,785
1181,870,286,536,772
1051,946,279,536,763
1036,939,295,505,622
1092,948,295,458,540
999,1147,219,438,468
839,1391,219,468,369
907,1343,220,519,348
956,1240,248,549,320
985,1221,301,514,320
987,1222,302,466,320
952,1104,389,466,320
952,1070,389,467,320
1144,1056,411,462,320
1147,1020,433,456,313
1147,898,443,437,308
1147,881,511,434,281
1157,868,582,439,208
1154,871,584,426,204
1141,851,700,457,114
1128,863,710,511,18
1123,868,710,581,11
1051,954,696,640,20
980,1036,688,720,44
924,1124,686,733,44
859,1188,726,743,40
817,1172,754,696,38
744,1200,754,611,38
707,1205,754,565,38
729,1197,844,494,59
769,1182,807,546,60
769,1182,794,604,61
820,1181,934,683,80
897,1051,937,744,281
874,1036,921,761,322
823,1092,921,761,364
753,999,920,745,496
727,839,938,744,625
670,907,916,707,625
668,956,890,694,620
708,985,797,692,625
758,987,793,691,626
780,952,706,691,628
851,952,728,690,629
717,1144,706,690,631
723,1147,684,690,631
794,1147,675,690,631
819,1147,610,710,631
815,1157,539,710,631
923,1154,537,708,632
1135,1141,420,705,635
1167,1128,409,692,635
1219,1123,410,648,655
1280,1051,485,589,646
1305,980,563,525,622
1272,924,572,539,627
1285,859,555,543,629
1404,817,527,636,629
1400,744,655,636,629
1400,707,719,636,629
1378,729,645,636,608
1338,769,598,584,607
1355,769,597,533,650
1322,820,493,473,895
1341,897,503,413,809
1375,874,525,396,800
1426,823,525,402,892
1424,753,525,462,856
1374,727,507,433,729
1441,670,506,419,782
1452,668,504,381,813
1384,708,565,395,813
1331,758,595,511,815
1309,780,651,555,813
1336,851,673,774,815
1330,717,710,787,926
1334,723,780,787,927
1263,794,781,787,975
1263,819,778,767,1042
1267,815,781,762,1042
1161,923,781,784,1119
952,1135,782,789,1123
920,1167,782,773,1123
868,1219,860,773,1103
1064,1280,785,773,1105
1087,1305,707,757,1114
1117,1272,698,731,1245
1123,1285,675,712,1385
1057,1404,675,619,1423
1209,1400,561,619,1423
1209,1400,497,619,1423
1209,1378,472,685,1450
1288,1338,468,685,1519
1271,1355,518,678,1475
1253,1322,482,661,1211
1157,1341,506,663,1097
1123,1375,542,668,1069
1058,1426,546,693,937
1021,1424,551,626,841
1013,1374,551,626,839
929,1441,551,675,786
871,1452,554,681,755
870,1384,579,673,750
870,1331,550,595,747
881,1309,494,551,747
787,1336,450,332,744
779,1330,438,319,631
769,1334,389,327,630
785,1263,409,368,582
760,1263,473,369,515
750,1267,470,367,515
748,1161,591,343,437
745,952,594,311,430
745,920,594,286,430
745,868,523,260,430
474,1064,557,260,448
415,1087,590,260,454
385,1117,591,259,369
366,1123,607,293,460
312,1057,624,293,430
157,1209,756,316,431
157,1209,756,316,553
159,1209,756,250,526
90,1288,756,285,513
117,1271,769,396,513
117,1253,809,443,513
117,1157,997,487,512
117,1123,940,488,512
208,1058,936,517,620
222,1021,931,540,620
222,1013,938,540,628
356,929,947,491,628
364,871,944,485,644
364,870,858,492,676
364,870,857,822,680
353,881,857,822,732
666,787,857,822,756
678,779,832,822,771
748,769,811,814,775
733,785,789,773,776
733,760,725,770,776
733,750,725,779,776
733,748,607,813,776
733,745,603,812,776
733,745,609,812,776
733,745,610,812,776
733,474,618,812,764
757,415,585,930,749
791,385,584,1024,716
791,366,568,991,485
791,312,551,1016,477
793,157,405,1053,514
793,157,486,1053,410
791,159,717,1053,410
781,90,717,1018,354
754,117,896,907,354
772,117,883,858,354
929,117,667,1022,354
937,117,887,1062,410
846,208,920,1003,301
832,222,1176,980,314
854,222,1208,980,339
721,356,1211,980,356
759,364,1219,1190,360
1039,364,1328,1177,424
1156,364,1364,809,421
1165,353,1402,824,391
848,666,1415,824,454
834,678,1415,824,543
820,748,1415,824,540
890,733,1415,824,539
893,733,1415,824,539
893,733,1415,826,539
893,733,1412,792,539
909,733,1562,792,552
909,733,1588,792,552
909,733,1596,792,552
909,733,1758,792,544
885,757,1816,674,544
851,791,1837,580,526
851,791,1971,579,587
851,791,1971,554,587
849,793,1971,494,549
849,793,1934,494,560
853,791,1703,494,603
902,781,1703,510,604
930,754,1461,523,605
947,772,1434,561,605
856,929,1425,354,605
1001,937,1209,323,545
1002,846,1205,332,544
1003,832,949,392,531
993,854,910,400,498
992,721,898,400,481
946,759,890,190,461
666,1039,781,190,365
549,1156,745,265,364
540,1165,707,254,342
589,848,694,326,255
551,834,694,326,151
525,820,807,384,150
458,890,967,384,150
455,893,1123,384,150
455,893,1123,373,228
455,893,1123,373,258
439,909,973,373,246
439,909,941,373,326
439,909,924,406,326
439,909,820,730,326
439,885,774,731,326
439,851,754,731,326
439,851,620,731,263
454,851,620,731,263
469,849,620,731,263
469,849,678,731,236
465,853,793,731,376
527,902,794,715,486
569,930,799,702,491
535,947,799,664,534
647,856,987,660,534
519,1001,982,645,598
545,1002,953,635,603
574,1003,953,575,626
568,993,953,567,654
575,992,953,567,655
577,946,963,567,1015
709,666,963,567,1042
711,549,963,492,1138
794,540,966,567,1149
782,589,1150,495,1164
778,551,1162,546,1164
745,525,1050,488,1164
1020,458,917,489,1164
1022,455,800,532,1164
1024,455,800,579,1086
1024,455,802,621,1056
1024,439,802,647,1055
1024,439,805,648,975
1024,439,805,630,975
1123,439,723,368,991
1123,439,713,380,1045
1123,439,910,411,1107
1158,439,912,554,1109
1143,454,1092,688,1140
1203,469,1102,705,1140
1372,469,1062,813,1200
1419,465,947,838,1041
1309,527,946,898,930
1241,569,993,899,924
1272,535,993,899,968
1114,647,805,899,968
1096,519,979,933,918
1069,545,1110,946,913
1039,574,1216,948,958
1034,568,1221,952,976
1027,575,1221,952,981
1025,577,1211,952,621
901,709,1211,952,665
904,711,1259,952,573
821,794,1263,873,562
784,782,1079,873,578
819,778,1160,822,594
819,745,1174,822,594
541,1020,1147,834,594
553,1022,1108,791,595
552,1024,1108,829,651
598,1024,1137,796,873
616,1024,1137,936,1187
616,1024,1147,944,1353
616,1024,1147,929,1417
529,1123,1133,867,1445
530,1123,1138,854,1765
530,1123,941,823,1795
495,1158,1098,748,1853
519,1143,952,618,2031
444,1203,1081,613,2130
275,1372,1073,720,2088
228,1419,1128,696,2086
227,1309,1134,636,2089
225,1241,1205,663,2089
247,1272,1292,667,2008
356,1114,1391,667,2008
502,1096,1271,636,2038
505,1069,1161,657,2069
505,1039,1055,677,2017
504,1034,1050,691,1971
527,1027,1195,691,1965
527,1025,1247,691,1966
520,901,1252,693,1940
515,904,1231,693,1956
515,821,1226,698,1986
515,784,1235,700,1955
480,819,1142,700,1939
480,819,1159,705,1940
479,541,1172,696,1940
465,553,1242,696,1939
535,552,1354,614,1883
494,598,1467,614,1661
512,616,1467,470,1347
551,616,1550,469,1181
611,616,1616,469,1182
631,529,1650,481,1139
631,530,1643,481,765
713,530,1642,481,683
796,495,1483,413,624
788,519,1503,415,415
801,444,1409,414,316
812,275,1355,221,296
856,228,1303,226,274
898,227,1297,226,293
898,225,1228,200,293
844,247,1244,246,291
715,356,1164,259,291
562,502,1110,312,281
559,505,1242,291,255
559,505,1276,420,279
559,504,1290,695,330
536,527,1181,816,343
536,527,1251,847,355
535,520,1263,850,311
535,515,1249,850,295
535,515,1247,864,265
535,515,1271,980,290
537,480,1272,1141,382
537,480,1240,1136,384
552,479,1227,1132,384
564,465,1157,1132,385
493,535,1046,1139,385
496,494,903,1158,390
547,512,962,1317,393
508,551,918,1478,482
496,611,884,1559,516
609,631,854,1617,523
763,631,869,1620,523
681,713,869,1625,513
598,796,870,1632,512
582,788,946,1633,512
569,801,939,1622,543
558,812,948,1600,590
514,856,1147,1671,633
472,898,1391,1671,611
472,898,1343,1691,611
472,844,1240,1641,628
472,715,1221,1668,665
472,562,1222,1615,680
472,559,1104,1602,675
472,559,1070,1451,635
472,559,1056,1158,589
472,536,1020,1037,582
472,536,898,1006,588
507,535,881,1001,592
517,535,868,1001,590
517,535,871,982,607
517,535,851,865,582
563,537,863,705,490
586,537,868,705,487
573,552,954,719,487
572,564,1036,727,486
650,493,1124,719,486
701,496,1188,691,486
650,547,1172,510,530
767,508,1200,341,526
777,496,1205,260,473
642,609,1197,199,536
487,763,1182,284,536
487,681,1182,293,536
490,598,1181,286,536
491,582,1051,279,536
491,569,1036,295,505
491,558,1092,295,458
495,514,999,219,438
541,472,839,219,468
546,472,907,220,519
592,472,956,248,549
607,472,985,301,514
870,472,987,302,466
925,472,952,389,466
980,472,952,389,467
1012,472,1144,411,462
1212,472,1147,433,456
1216,472,1147,443,437
1181,507,1147,511,434
1171,517,1157,582,439
1171,517,1154,584,426
1211,517,1141,700,457
1275,563,1128,710,511
1382,586,1123,710,581
1380,573,1051,696,640
1419,572,980,688,720
1435,650,924,686,733
1402,701,859,726,743
1469,650,817,754,696
1491,767,744,754,611
1457,777,707,754,565
1448,642,729,844,494
1448,487,769,807,546
1448,487,769,794,604
1445,490,820,934,683
1444,491,897,937,744
1444,491,874,921,761
1469,491,823,921,761
1479,495,753,920,745
1433,541,727,938,744
1428,546,670,916,707
1382,592,668,890,694
1367,607,708,797,692
1105,870,758,793,691
1050,925,780,706,691
1091,980,851,728,690
1059,1012,717,706,690
859,1212,723,684,690
855,1216,794,675,690
1089,1181,819,610,710
1246,1171,815,539,710
1349,1171,923,537,708
1368,1211,1135,420,705
1260,1275,1167,409,692
1130,1382,1219,410,648
1130,1380,1280,485,589
1080,1419,1305,563,525
986,1435,1272,572,539
960,1402,1285,555,543
857,1469,1404,527,636
718,1491,1400,655,636
694,1457,1400,719,636
693,1448,1378,645,636
693,1448,1338,598,584
693,1448,1355,597,533
693,1445,1322,493,473
693,1444,1341,503,413
693,1444,1375,525,396
668,1469,1426,525,402
654,1479,1424,525,462
654,1433,1374,507,433
654,1428,1441,506,419
654,1382,1452,504,381
654,1367,1384,565,395
653,1105,1331,595,511
653,1050,1309,651,555
585,1091,1336,673,774
646,1059,1330,710,787
706,859,1334,780,787
708,855,1263,781,787
530,1089,1263,778,767
433,1246,1267,781,762
330,1349,1161,781,784
271,1368,952,782,789
267,1260,920,782,773
267,1130,868,860,773
267,1130,1064,785,773
267,1080,1087,707,757
295,986,1117,698,731
328,960,1123,675,712
393,857,1057,675,619
405,718,1209,561,619
430,694,1209,497,619
465,693,1209,472,685
466,693,1288,468,685
498,693,1271,518,678
750,693,1253,482,661
809,693,1157,506,663
818,693,1123,542,668
818,668,1058,546,693
818,654,1021,551,626
818,654,1013,551,626
818,654,929,551,675
820,654,871,554,681
820,654,870,579,673
833,653,870,550,595
869,653,881,494,551
841,585,787,450,332
780,646,779,438,319
720,706,769,389,327
827,708,785,409,368
771,530,760,473,369
711,433,750,470,367
711,330,748,591,343
727,271,745,594,311
739,267,745,594,286
745,267,745,523,260
756,267,474,557,260
767,267,415,590,260
739,295,385,591,259
711,328,366,607,293
646,393,312,624,293
634,405,157,756,316
609,430,157,756,316
574,465,159,756,250
573,466,90,756,285
559,498,117,769,396
382,750,117,809,443
334,809,117,997,487
461,818,117,940,488
461,818,208,936,517
465,818,222,931,540
488,818,222,938,540
504,818,356,947,491
517,820,364,944,485
