Accum_y-0,T-1,T-2,T-3,T-4,T-5,Accum_y-1
950,486,346,629,569,476,252
1056,515,345,606,593,465,252
1104,522,311,640,593,455,252
977,674,247,704,593,438,252
977,674,230,721,499,493,263
976,675,230,595,607,338,265
964,687,230,502,619,402,318
960,691,230,386,666,471,340
889,762,224,336,671,522,342
829,822,224,314,668,547,336
818,832,225,314,668,547,336
815,817,246,278,699,552,323
823,805,258,278,699,552,302
846,793,270,278,689,561,302
856,793,229,319,689,561,302
915,783,239,319,687,563,342
922,783,239,319,677,573,383
922,782,240,319,677,573,383
922,591,431,307,689,573,406
922,573,444,247,680,647,470
877,591,339,374,667,665,476
906,516,427,374,660,680,476
906,510,433,354,680,675,460
906,500,417,380,680,632,463
736,634,446,387,680,572,455
653,717,446,387,672,539,564
682,721,446,387,672,486,568
635,768,446,387,672,482,545
598,805,442,391,634,520,551
528,875,441,384,642,518,500
520,958,464,357,645,542,475
517,950,486,346,629,569,475
382,1056,515,345,606,593,475
327,1104,522,311,640,593,545
302,977,674,247,704,593,568
317,977,674,230,721,499,559
317,976,675,230,595,607,565
317,964,687,230,502,619,607
427,960,691,230,386,666,590
432,889,762,224,336,671,584
432,829,822,224,314,668,584
432,818,832,225,314,668,584
557,815,817,246,278,699,584
571,823,805,258,278,699,677
548,846,793,270,278,689,766
538,856,793,229,319,689,766
876,915,783,239,319,687,726
869,922,783,239,319,677,685
908,922,782,240,319,677,685
959,922,591,431,307,689,662
1144,922,573,444,247,680,723
1191,877,591,339,374,667,721
1160,906,516,427,374,660,722
1173,906,510,433,354,680,737
1197,906,500,417,380,680,734
1247,736,634,446,387,680,733
1385,653,717,446,387,672,624
1384,682,721,446,387,672,563
1384,635,768,446,387,672,563
1487,598,805,442,391,634,796
1512,528,875,441,384,642,796
1428,520,958,464,357,645,796
1468,517,950,486,346,629,796
1468,382,1056,515,345,606,796
1468,327,1104,522,311,640,772
1470,302,977,674,247,704,749
1456,317,977,674,230,721,740
1456,317,976,675,230,595,758
1456,317,964,687,230,502,660
1346,427,960,691,230,386,649
1341,432,889,762,224,336,649
1341,432,829,822,224,314,649
1341,432,818,832,225,314,649
1213,557,815,817,246,278,649
1191,571,823,805,258,278,556
1288,548,846,793,270,278,468
1338,538,856,793,229,319,468
941,876,915,783,239,319,468
941,869,922,783,239,319,468
1017,908,922,782,240,319,468
1114,959,922,591,431,307,468
929,1144,922,573,444,247,343
898,1191,877,591,339,374,339
879,1160,906,516,427,374,338
866,1173,906,510,433,354,323
842,1197,906,500,417,380,323
933,1247,736,634,446,387,325
803,1385,653,717,446,387,326
782,1384,682,721,446,387,326
782,1384,635,768,446,387,376
681,1487,598,805,442,391,334
656,1512,528,875,441,384,392
642,1428,520,958,464,357,456
591,1468,517,950,486,346,505
591,1468,382,1056,515,345,505
591,1468,327,1104,522,311,493
608,1470,302,977,674,247,507
624,1456,317,977,674,230,759
625,1456,317,976,675,230,772
629,1456,317,964,687,230,848
629,1346,427,960,691,230,848
629,1341,432,889,762,224,848
629,1341,432,829,822,224,848
629,1341,432,818,832,225,848
629,1213,557,815,817,246,848
629,1191,571,823,805,258,848
532,1288,548,846,793,270,847
482,1338,538,856,793,229,847
482,941,876,915,783,239,847
482,941,869,922,783,239,957
367,1017,908,922,782,240,957
219,1114,959,922,591,431,1024
219,929,1144,922,573,444,1024
223,898,1191,877,591,339,1024
223,879,1160,906,516,427,1027
223,866,1173,906,510,433,1076
223,842,1197,906,500,417,1093
82,933,1247,736,634,446,1091
88,803,1385,653,717,446,1134
124,782,1384,682,721,446,1273
124,782,1384,635,768,446,1657
122,681,1487,598,805,442,1456
122,656,1512,528,875,441,1398
134,642,1428,520,958,464,1334
188,591,1468,517,950,486,1285
222,591,1468,382,1056,515,1286
501,591,1468,327,1104,522,1252
482,608,1470,302,977,674,1297
465,624,1456,317,977,674,1045
465,625,1456,317,976,675,1055
461,629,1456,317,964,687,1007
475,629,1346,427,960,691,1007
531,629,1341,432,889,762,1007
612,629,1341,432,829,822,1019
617,629,1341,432,818,832,1032
713,629,1213,557,815,817,1135
831,629,1191,571,823,805,1249
832,532,1288,548,846,793,1249
834,482,1338,538,856,793,1249
1012,482,941,876,915,783,1249
1021,482,941,869,922,783,1139
1044,367,1017,908,922,782,1160
1062,219,1114,959,922,591,1093
1132,219,929,1144,922,573,1093
1113,223,898,1191,877,591,1093
1113,223,879,1160,906,516,1092
1363,223,866,1173,906,510,1044
1469,223,842,1197,906,500,1087
1553,82,933,1247,736,634,1087
1539,88,803,1385,653,717,1043
1666,124,782,1384,682,721,904
1748,124,782,1384,635,768,470
1748,122,681,1487,598,805,469
1748,122,656,1512,528,875,469
1736,134,642,1428,520,958,469
1682,188,591,1468,517,950,469
1670,222,591,1468,382,1056,468
1391,501,591,1468,327,1104,468
1391,482,608,1470,302,977,409
1391,465,624,1456,317,977,409
1390,465,625,1456,317,976,354
1390,461,629,1456,317,964,326
1376,475,629,1346,427,960,327
1320,531,629,1341,432,889,658
1239,612,629,1341,432,829,759
1234,617,629,1341,432,818,776
1138,713,629,1213,557,815,673
1020,831,629,1191,571,823,560
1022,832,532,1288,548,846,610
1020,834,482,1338,538,856,652
867,1012,482,941,876,915,652
878,1021,482,941,869,922,652
860,1044,367,1017,908,922,631
842,1062,219,1114,959,922,631
772,1132,219,929,1144,922,631
771,1113,223,898,1191,877,631
771,1113,223,879,1160,906,629
527,1363,223,866,1173,906,628
434,1469,223,842,1197,906,575
358,1553,82,933,1247,736,575
358,1539,88,803,1385,653,586
184,1666,124,782,1384,682,596
118,1748,124,782,1384,635,613
174,1748,122,681,1487,598,652
193,1748,122,656,1512,528,825
381,1736,134,642,1428,520,842
630,1682,188,591,1468,517,842
609,1670,222,591,1468,382,842
613,1391,501,591,1468,327,842
677,1391,482,608,1470,302,842
682,1391,465,624,1456,317,842
682,1390,465,625,1456,317,842
683,1390,461,629,1456,317,843
683,1376,475,629,1346,427,842
683,1320,531,629,1341,432,511
683,1239,612,629,1341,432,398
683,1234,617,629,1341,432,368
683,1138,713,629,1213,557,368
683,1020,831,629,1191,571,367
680,1022,832,532,1288,548,317
680,1020,834,482,1338,538,275
655,867,1012,482,941,876,280
715,878,1021,482,941,869,323
747,860,1044,367,1017,908,383
752,842,1062,219,1114,959,424
784,772,1132,219,929,1144,477
934,771,1113,223,898,1191,481
995,771,1113,223,879,1160,481
990,527,1363,223,866,1173,483
977,434,1469,223,842,1197,476
969,358,1553,82,933,1247,476
976,358,1539,88,803,1385,465
977,184,1666,124,782,1384,455
961,118,1748,124,782,1384,438
928,174,1748,122,681,1487,493
927,193,1748,122,656,1512,338
739,381,1736,134,642,1428,402
490,630,1682,188,591,1468,471
489,609,1670,222,591,1468,522
485,613,1391,501,591,1468,547
421,677,1391,482,608,1470,547
416,682,1391,465,624,1456,552
423,682,1390,465,625,1456,552
422,683,1390,461,629,1456,561
422,683,1376,475,629,1346,561
485,683,1320,531,629,1341,563
485,683,1239,612,629,1341,573
565,683,1234,617,629,1341,573
580,683,1138,713,629,1213,573
580,683,1020,831,629,1191,647
628,680,1022,832,532,1288,665
636,680,1020,834,482,1338,680
695,655,867,1012,482,941,675
697,715,878,1021,482,941,632
758,747,860,1044,367,1017,572
782,752,842,1062,219,1114,539
776,784,772,1132,219,929,486
885,934,771,1113,223,898,482
851,995,771,1113,223,879,520
927,990,527,1363,223,866,518
929,977,434,1469,223,842,542
929,969,358,1553,82,933,569
947,976,358,1539,88,803,593
946,977,184,1666,124,782,593
947,961,118,1748,124,782,593
924,928,174,1748,122,681,499
906,927,193,1748,122,656,607
993,739,381,1736,134,642,619
1105,490,630,1682,188,591,666
1122,489,609,1670,222,591,671
1128,485,613,1391,501,591,668
1196,421,677,1391,482,608,668
1279,416,682,1391,465,624,699
1278,423,682,1390,465,625,699
1278,422,683,1390,461,629,689
1320,422,683,1376,475,629,689
1292,485,683,1320,531,629,687
1293,485,683,1239,612,629,677
1213,565,683,1234,617,629,677
1198,580,683,1138,713,629,689
1242,580,683,1020,831,629,680
1194,628,680,1022,832,532,667
1186,636,680,1020,834,482,660
1127,695,655,867,1012,482,680
1045,697,715,878,1021,482,680
947,758,747,860,1044,367,680
918,782,752,842,1062,219,672
892,776,784,772,1132,219,672
633,885,934,771,1113,223,672
606,851,995,771,1113,223,634
529,927,990,527,1363,223,642
527,929,977,434,1469,223,645
527,929,969,358,1553,82,629
502,947,976,358,1539,88,606
627,946,977,184,1666,124,640
705,947,961,118,1748,124,704
803,924,928,174,1748,122,721
832,906,927,193,1748,122,595
757,993,739,381,1736,134,502
714,1105,490,630,1682,188,386
707,1122,489,609,1670,222,336
777,1128,485,613,1391,501,314
709,1196,421,677,1391,482,314
704,1279,416,682,1391,465,278
706,1278,423,682,1390,465,278
735,1278,422,683,1390,461,278
731,1320,422,683,1376,475,319
698,1292,485,683,1320,531,319
704,1293,485,683,1239,612,319
712,1213,565,683,1234,617,319
712,1198,580,683,1138,713,307
668,1242,580,683,1020,831,247
746,1194,628,680,1022,832,374
904,1186,636,680,1020,834,374
959,1127,695,655,867,1012,354
1014,1045,697,715,878,1021,380
1015,947,758,747,860,1044,387
1015,918,782,752,842,1062,387
1015,892,776,784,772,1132,387
1015,633,885,934,771,1113,387
1015,606,851,995,771,1113,391
1015,529,927,990,527,1363,384
1036,527,929,977,434,1469,357
1036,527,929,969,358,1553,346
1039,502,947,976,358,1539,345
914,627,946,977,184,1666,311
836,705,947,961,118,1748,247
738,803,924,928,174,1748,230
709,832,906,927,193,1748,230
697,757,993,739,381,1736,230
628,714,1105,490,630,1682,230
622,707,1122,489,609,1670,224
591,777,1128,485,613,1391,224
601,709,1196,421,677,1391,225
707,704,1279,416,682,1391,246
706,706,1278,423,682,1390,258
704,735,1278,422,683,1390,270
801,731,1320,422,683,1376,229
914,698,1292,485,683,1320,239
930,704,1293,485,683,1239,239
1066,712,1213,565,683,1234,240
1066,712,1198,580,683,1138,431
1066,668,1242,580,683,1020,444
988,746,1194,628,680,1022,339
830,904,1186,636,680,1020,427
775,959,1127,695,655,867,433
720,1014,1045,697,715,878,417
732,1015,947,758,747,860,446
732,1015,918,782,752,842,446
777,1015,892,776,784,772,446
880,1015,633,885,934,771,446
999,1015,606,851,995,771,442
1016,1015,529,927,990,527,441
1042,1036,527,929,977,434,464
1206,1036,527,929,969,358,486
1294,1039,502,947,976,358,515
1328,914,627,946,977,184,522
1412,836,705,947,961,118,674
1412,738,803,924,928,174,674
1429,709,832,906,927,193,675
1499,697,757,993,739,381,687
1523,628,714,1105,490,630,691
1519,622,707,1122,489,609,762
1509,591,777,1128,485,613,822
1499,601,709,1196,421,677,832
1315,707,704,1279,416,682,817
1308,706,706,1278,423,682,805
1281,704,735,1278,422,683,793
1146,801,731,1320,422,683,793
1031,914,698,1292,485,683,783
1008,930,704,1293,485,683,783
870,1066,712,1213,565,683,782
920,1066,712,1198,580,683,591
955,1066,668,1242,580,683,573
992,988,746,1194,628,680,591
992,830,904,1186,636,680,516
1207,775,959,1127,695,655,510
1211,720,1014,1045,697,715,500
1219,732,1015,947,758,747,634
1224,732,1015,918,782,752,717
1179,777,1015,892,776,784,721
1076,880,1015,633,885,934,768
976,999,1015,606,851,995,805
972,1016,1015,529,927,990,875
954,1042,1036,527,929,977,958
831,1206,1036,527,929,969,950
740,1294,1039,502,947,976,1056
706,1328,914,627,946,977,1104
621,1412,836,705,947,961,977
621,1412,738,803,924,928,977
604,1429,709,832,906,927,976
534,1499,697,757,993,739,964
510,1523,628,714,1105,490,960
510,1519,622,707,1122,489,889
475,1509,591,777,1128,485,829
475,1499,601,709,1196,421,818
475,1315,707,704,1279,416,815
475,1308,706,706,1278,423,823
475,1281,704,735,1278,422,846
475,1146,801,731,1320,422,856
475,1031,914,698,1292,485,915
475,1008,930,704,1293,485,922
469,870,1066,712,1213,565,922
419,920,1066,712,1198,580,922
384,955,1066,668,1242,580,922
347,992,988,746,1194,628,877
347,992,830,904,1186,636,906
132,1207,775,959,1127,695,906
128,1211,720,1014,1045,697,906
107,1219,732,1015,947,758,736
102,1224,732,1015,918,782,653
102,1179,777,1015,892,776,682
102,1076,880,1015,633,885,635
83,976,999,1015,606,851,598
136,972,1016,1015,529,927,528
107,954,1042,1036,527,929,520
66,831,1206,1036,527,929,517
66,740,1294,1039,502,947,382
66,706,1328,914,627,946,327
90,621,1412,836,705,947,302
92,621,1412,738,803,924,317
92,604,1429,709,832,906,317
198,534,1499,697,757,993,317
279,510,1523,628,714,1105,427
370,510,1519,622,707,1122,432
370,475,1509,591,777,1128,432
398,475,1499,601,709,1196,432
413,475,1315,707,704,1279,557
433,475,1308,706,706,1278,571
444,475,1281,704,735,1278,548
479,475,1146,801,731,1320,538
638,475,1031,914,698,1292,876
724,475,1008,930,704,1293,869
724,469,870,1066,712,1213,908
762,419,920,1066,712,1198,959
902,384,955,1066,668,1242,1144
903,347,992,988,746,1194,1191
903,347,992,830,904,1186,1160
903,132,1207,775,959,1127,1173
903,128,1211,720,1014,1045,1197
951,107,1219,732,1015,947,1247
1112,102,1224,732,1015,918,1385
1159,102,1179,777,1015,892,1384
1177,102,1076,880,1015,633,1384
1183,83,976,999,1015,606,1487
1123,136,972,1016,1015,529,1512
1195,107,954,1042,1036,527,1428
1443,66,831,1206,1036,527,1468
1443,66,740,1294,1039,502,1468
1443,66,706,1328,914,627,1468
1419,90,621,1412,836,705,1470
1417,92,621,1412,738,803,1456
1417,92,604,1429,709,832,1456
1311,198,534,1499,697,757,1456
1261,279,510,1523,628,714,1346
1204,370,510,1519,622,707,1341
1278,370,475,1509,591,777,1341
1250,398,475,1499,601,709,1341
1235,413,475,1315,707,704,1213
1220,433,475,1308,706,706,1191
1237,444,475,1281,704,735,1288
1290,479,475,1146,801,731,1338
1175,638,475,1031,914,698,941
1213,724,475,1008,930,704,941
1267,724,469,870,1066,712,1017
1230,762,419,920,1066,712,1114
1122,902,384,955,1066,668,929
1173,903,347,992,988,746,898
1266,903,347,992,830,904,879
1383,903,132,1207,775,959,866
1425,903,128,1211,720,1014,842
1448,951,107,1219,732,1015,933
1409,1112,102,1224,732,1015,803
1376,1159,102,1179,777,1015,782
1399,1177,102,1076,880,1015,782
1401,1183,83,976,999,1015,681
1398,1123,136,972,1016,1015,656
1374,1195,107,954,1042,1036,642
1320,1443,66,831,1206,1036,591
1495,1443,66,740,1294,1039,591
1529,1443,66,706,1328,914,591
1589,1419,90,621,1412,836,608
1618,1417,92,621,1412,738,624
1618,1417,92,604,1429,709,625
1713,1311,198,534,1499,697,629
1689,1261,279,510,1523,628,629
1656,1204,370,510,1519,622,629
1583,1278,370,475,1509,591,629
1591,1250,398,475,1499,601,629
1593,1235,413,475,1315,707,629
1588,1220,433,475,1308,706,629
1560,1237,444,475,1281,704,532
1472,1290,479,475,1146,801,482
1428,1175,638,475,1031,914,482
1304,1213,724,475,1008,930,482
1307,1267,724,469,870,1066,367
1382,1230,762,419,920,1066,219
1417,1122,902,384,955,1066,219
1369,1173,903,347,992,988,223
1313,1266,903,347,992,830,223
1197,1383,903,132,1207,775,223
1155,1425,903,128,1211,720,223
1084,1448,951,107,1219,732,82
962,1409,1112,102,1224,732,88
992,1376,1159,102,1179,777,124
995,1399,1177,102,1076,880,124
987,1401,1183,83,976,999,122
984,1398,1123,136,972,1016,122
936,1374,1195,107,954,1042,134
834,1320,1443,66,831,1206,188
659,1495,1443,66,740,1294,222
625,1529,1443,66,706,1328,501
565,1589,1419,90,621,1412,482
840,1618,1417,92,621,1412,465
881,1618,1417,92,604,1429,465
810,1713,1311,198,534,1499,461
899,1689,1261,279,510,1523,475
907,1656,1204,370,510,1519,531
906,1583,1278,370,475,1509,612
903,1591,1250,398,475,1499,617
901,1593,1235,413,475,1315,713
901,1588,1220,433,475,1308,831
952,1560,1237,444,475,1281,832
1009,1472,1290,479,475,1146,834
1035,1428,1175,638,475,1031,1012
1035,1304,1213,724,475,1008,1021
1028,1307,1267,724,469,870,1044
963,1382,1230,762,419,920,1062
974,1417,1122,902,384,955,1132
1304,1369,1173,903,347,992,1113
1268,1313,1266,903,347,992,1113
1267,1197,1383,903,132,1207,1363
1267,1155,1425,903,128,1211,1469
1267,1084,1448,951,107,1219,1553
1267,962,1409,1112,102,1224,1539
1223,992,1376,1159,102,1179,1666
1179,995,1399,1177,102,1076,1748
1179,987,1401,1183,83,976,1748
1179,984,1398,1123,136,972,1748
1179,936,1374,1195,107,954,1736
1087,834,1320,1443,66,831,1682
1196,659,1495,1443,66,740,1670
1202,625,1529,1443,66,706,1391
1207,565,1589,1419,90,621,1391
912,840,1618,1417,92,621,1391
871,881,1618,1417,92,604,1390
847,810,1713,1311,198,534,1390
751,899,1689,1261,279,510,1376
771,907,1656,1204,370,510,1320
772,906,1583,1278,370,475,1239
767,903,1591,1250,398,475,1234
767,901,1593,1235,413,475,1138
767,901,1588,1220,433,475,1020
716,952,1560,1237,444,475,1022
659,1009,1472,1290,479,475,1020
710,1035,1428,1175,638,475,867
729,1035,1304,1213,724,475,878
679,1028,1307,1267,724,469,860
668,963,1382,1230,762,419,842
590,974,1417,1122,902,384,772
256,1304,1369,1173,903,347,771
255,1268,1313,1266,903,347,771
312,1267,1197,1383,903,132,527
312,1267,1155,1425,903,128,434
312,1267,1084,1448,951,107,358
479,1267,962,1409,1112,102,358
489,1223,992,1376,1159,102,184
530,1179,995,1399,1177,102,118
530,1179,987,1401,1183,83,174
530,1179,984,1398,1123,136,193
544,1179,936,1374,1195,107,381
549,1087,834,1320,1443,66,630
440,1196,659,1495,1443,66,609
434,1202,625,1529,1443,66,613
429,1207,565,1589,1419,90,677
420,912,840,1618,1417,92,682
420,871,881,1618,1417,92,682
425,847,810,1713,1311,198,683
476,751,899,1689,1261,279,683
447,771,907,1656,1204,370,683
446,772,906,1583,1278,370,683
446,767,903,1591,1250,398,683
446,767,901,1593,1235,413,683
446,767,901,1588,1220,433,683
446,716,952,1560,1237,444,680
456,659,1009,1472,1290,479,680
379,710,1035,1428,1175,638,655
360,729,1035,1304,1213,724,715
360,679,1028,1307,1267,724,747
374,668,963,1382,1230,762,752
375,590,974,1417,1122,902,784
375,256,1304,1369,1173,903,934
375,255,1268,1313,1266,903,995
318,312,1267,1197,1383,903,990
318,312,1267,1155,1425,903,977
318,312,1267,1084,1448,951,969
151,479,1267,962,1409,1112,976
380,489,1223,992,1376,1159,977
352,530,1179,995,1399,1177,961
352,530,1179,987,1401,1183,928
352,530,1179,984,1398,1123,927
338,544,1179,936,1374,1195,739
333,549,1087,834,1320,1443,490
333,440,1196,659,1495,1443,489
333,434,1202,625,1529,1443,485
406,429,1207,565,1589,1419,421
409,420,912,840,1618,1417,416
509,420,871,881,1618,1417,423
615,425,847,810,1713,1311,422
592,476,751,899,1689,1261,422
624,447,771,907,1656,1204,485
624,446,772,906,1583,1278,485
680,446,767,903,1591,1250,565
690,446,767,901,1593,1235,580
690,446,767,901,1588,1220,580
690,446,716,952,1560,1237,628
680,456,659,1009,1472,1290,636
680,379,710,1035,1428,1175,695
826,360,729,1035,1304,1213,697
832,360,679,1028,1307,1267,758
856,374,668,963,1382,1230,782
855,375,590,974,1417,1122,776
873,375,256,1304,1369,1173,885
873,375,255,1268,1313,1266,851
893,318,312,1267,1197,1383,927
937,318,312,1267,1155,1425,929
946,318,312,1267,1084,1448,929
946,151,479,1267,962,1409,947
716,380,489,1223,992,1376,946
707,352,530,1179,995,1399,947
826,352,530,1179,987,1401,924
1158,352,530,1179,984,1398,906
1221,338,544,1179,936,1374,993
1252,333,549,1087,834,1320,1105
1270,333,440,1196,659,1495,1122
1373,333,434,1202,625,1529,1128
1403,406,429,1207,565,1589,1196
1452,409,420,912,840,1618,1279
1500,509,420,871,881,1618,1278
1412,615,425,847,810,1713,1278
1394,592,476,751,899,1689,1320
1362,624,447,771,907,1656,1292
1362,624,446,772,906,1583,1293
1306,680,446,767,903,1591,1213
1296,690,446,767,901,1593,1198
1296,690,446,767,901,1588,1242
1296,690,446,716,952,1560,1194
1296,680,456,659,1009,1472,1186
1296,680,379,710,1035,1428,1127
1150,826,360,729,1035,1304,1045
1144,832,360,679,1028,1307,947
1106,856,374,668,963,1382,918
1106,855,375,590,974,1417,892
1088,873,375,256,1304,1369,633
1088,873,375,255,1268,1313,606
1090,893,318,312,1267,1197,529
1047,937,318,312,1267,1155,527
1040,946,318,312,1267,1084,527
1108,946,151,479,1267,962,502
1111,716,380,489,1223,992,627
1108,707,352,530,1179,995,705
989,826,352,530,1179,987,803
657,1158,352,530,1179,984,832
610,1221,338,544,1179,936,757
580,1252,333,549,1087,834,714
667,1270,333,440,1196,659,707
588,1373,333,434,1202,625,777
546,1403,406,429,1207,565,709
497,1452,409,420,912,840,704
389,1500,509,420,871,881,706
367,1412,615,425,847,810,735
411,1394,592,476,751,899,731
430,1362,624,447,771,907,698
430,1362,624,446,772,906,704
434,1306,680,446,767,903,712
448,1296,690,446,767,901,712
534,1296,690,446,767,901,668
654,1296,690,446,716,952,746
683,1296,680,456,659,1009,904
690,1296,680,379,710,1035,959
694,1150,826,360,729,1035,1014
748,1144,832,360,679,1028,1015
803,1106,856,374,668,963,1015
803,1106,855,375,590,974,1015
815,1088,873,375,256,1304,1015
815,1088,873,375,255,1268,1015
793,1090,893,318,312,1267,1015
792,1047,937,318,312,1267,1036
790,1040,946,318,312,1267,1036
722,1108,946,151,479,1267,1039
746,1111,716,380,489,1223,914
780,1108,707,352,530,1179,836
991,989,826,352,530,1179,738
994,657,1158,352,530,1179,709
978,610,1221,338,544,1179,697
1049,580,1252,333,549,1087,628
1086,667,1270,333,440,1196,622
1304,588,1373,333,434,1202,591
1243,546,1403,406,429,1207,601
1240,497,1452,409,420,912,707
1200,389,1500,509,420,871,706
1199,367,1412,615,425,847,704
1145,411,1394,592,476,751,801
1126,430,1362,624,447,771,914
1126,430,1362,624,446,772,930
1122,434,1306,680,446,767,1066
1108,448,1296,690,446,767,1066
1022,534,1296,690,446,767,1066
902,654,1296,690,446,716,988
873,683,1296,680,456,659,830
866,690,1296,680,379,710,775
884,694,1150,826,360,729,720
830,748,1144,832,360,679,732
775,803,1106,856,374,668,732
775,803,1106,855,375,590,777
763,815,1088,873,375,256,880
776,815,1088,873,375,255,999
835,793,1090,893,318,312,1016
835,792,1047,937,318,312,1042
914,790,1040,946,318,312,1206
1079,722,1108,946,151,479,1294
1071,746,1111,716,380,489,1328
1087,780,1108,707,352,530,1412
920,991,989,826,352,530,1412
917,994,657,1158,352,530,1429
917,978,610,1221,338,544,1499
846,1049,580,1252,333,549,1523
704,1086,667,1270,333,440,1519
463,1304,588,1373,333,434,1509
513,1243,546,1403,406,429,1499
715,1240,497,1452,409,420,1315
786,1200,389,1500,509,420,1308
812,1199,367,1412,615,425,1281
863,1145,411,1394,592,476,1146
892,1126,430,1362,624,447,1031
1008,1126,430,1362,624,446,1008
1018,1122,434,1306,680,446,870
1018,1108,448,1296,690,446,920
1022,1022,534,1296,690,446,955
1055,902,654,1296,690,446,992
1231,873,683,1296,680,456,992
1254,866,690,1296,680,379,1207
1232,884,694,1150,826,360,1211
1251,830,748,1144,832,360,1219
1251,775,803,1106,856,374,1224
1256,775,803,1106,855,375,1179
1327,763,815,1088,873,375,1076
1358,776,815,1088,873,375,976
1299,835,793,1090,893,318,972
1306,835,792,1047,937,318,954
1233,914,790,1040,946,318,831
1068,1079,722,1108,946,151,740
1040,1071,746,1111,716,380,706
989,1087,780,1108,707,352,621
945,920,991,989,826,352,621
977,917,994,657,1158,352,604
1094,917,978,610,1221,338,534
1112,846,1049,580,1252,333,510
1112,704,1086,667,1270,333,510
1158,463,1304,588,1373,333,475
1108,513,1243,546,1403,406,475
917,715,1240,497,1452,409,475
852,786,1200,389,1500,509,475
888,812,1199,367,1412,615,475
930,863,1145,411,1394,592,475
927,892,1126,430,1362,624,475
811,1008,1126,430,1362,624,475
801,1018,1122,434,1306,680,469
803,1018,1108,448,1296,690,419
857,1022,1022,534,1296,690,384
825,1055,902,654,1296,690,347
696,1231,873,683,1296,680,347
673,1254,866,690,1296,680,132
685,1232,884,694,1150,826,128
674,1251,830,748,1144,832,107
674,1251,775,803,1106,856,102
669,1256,775,803,1106,855,102
598,1327,763,815,1088,873,102
716,1358,776,815,1088,873,83
724,1299,835,793,1090,893,136
730,1306,835,792,1047,937,107
747,1233,914,790,1040,946,66
747,1068,1079,722,1108,946,66
747,1040,1071,746,1111,716,66
747,989,1087,780,1108,707,90
747,945,920,991,989,826,92
715,977,917,994,657,1158,92
598,1094,917,978,610,1221,198
579,1112,846,1049,580,1252,279
579,1112,704,1086,667,1270,370
532,1158,463,1304,588,1373,370
532,1108,513,1243,546,1403,398
521,917,715,1240,497,1452,413
515,852,786,1200,389,1500,433
453,888,812,1199,367,1412,444
360,930,863,1145,411,1394,479
392,927,892,1126,430,1362,638
418,811,1008,1126,430,1362,724
423,801,1018,1122,434,1306,724
437,803,1018,1108,448,1296,762
379,857,1022,1022,534,1296,902
378,825,1055,902,654,1296,903
331,696,1231,873,683,1296,903
331,673,1254,866,690,1296,903
326,685,1232,884,694,1150,903
321,674,1251,830,748,1144,951
330,674,1251,775,803,1106,1112
