Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
1093,1024,468,662,406,216,746,1010,608,371,455,1123
1093,1024,343,723,470,216,746,982,448,424,455,1123
1093,1024,339,721,476,216,666,982,448,427,455,1123
1092,1027,338,722,476,187,605,983,448,464,439,973
1044,1076,323,737,460,190,609,1022,444,542,439,941
1087,1093,323,734,463,129,526,1097,442,544,439,924
1087,1091,325,733,455,106,558,1112,369,663,439,820
1043,1134,326,624,564,106,558,1124,347,956,439,774
904,1273,326,563,568,162,555,1221,356,967,439,754
470,1657,376,563,545,184,555,1249,506,1206,439,620
469,1456,334,796,551,189,555,1278,473,1196,454,620
469,1398,392,796,500,227,568,1278,473,1155,469,620
469,1334,456,796,475,252,568,1278,473,1138,469,678
469,1285,505,796,475,252,567,1278,473,1075,465,793
468,1286,505,796,475,252,567,1271,473,1055,527,794
468,1252,493,772,545,252,565,1252,473,1043,569,799
409,1297,507,749,568,252,548,1252,473,1043,535,799
409,1045,759,740,559,263,553,1252,482,1024,647,987
354,1055,772,758,565,265,543,1229,629,1024,519,982
326,1007,848,660,607,318,544,1229,629,1022,545,953
327,1007,848,649,590,340,550,1229,629,989,574,953
658,1007,848,649,584,342,554,1233,658,1126,568,953
759,1019,848,649,584,336,560,1239,658,1123,575,953
776,1032,848,649,584,336,560,1167,658,1123,577,963
673,1135,848,649,584,323,573,1081,658,1123,709,963
560,1249,848,556,677,302,594,1053,658,1123,711,963
610,1249,847,468,766,302,529,1056,658,1123,794,966
652,1249,847,468,766,302,484,875,658,1123,782,1150
652,1249,847,468,726,342,369,836,479,1123,778,1162
652,1139,957,468,685,383,236,641,350,1123,745,1050
631,1160,957,468,685,383,217,641,350,1094,1020,917
631,1093,1024,468,662,406,216,539,350,1086,1022,800
631,1093,1024,343,723,470,216,518,350,1033,1024,800
631,1093,1024,339,721,476,216,537,382,1144,1024,802
629,1092,1027,338,722,476,187,654,388,1112,1024,802
628,1044,1076,323,737,460,190,620,388,1029,1024,805
575,1087,1093,323,734,463,129,562,388,1060,1024,805
575,1087,1091,325,733,455,106,539,388,1025,1123,723
586,1043,1134,326,624,564,106,549,390,742,1123,713
596,904,1273,326,563,568,162,453,400,731,1123,910
613,470,1657,376,563,545,184,427,250,492,1158,912
652,469,1456,334,796,551,189,456,244,492,1143,1092
825,469,1398,392,796,500,227,456,285,492,1203,1102
842,469,1334,456,796,475,252,456,369,492,1372,1062
842,469,1285,505,796,475,252,456,399,493,1419,947
842,468,1286,505,796,475,252,456,399,474,1309,946
842,468,1252,493,772,545,252,509,410,502,1241,993
842,409,1297,507,749,568,252,512,481,515,1272,993
842,409,1045,759,740,559,263,518,627,515,1114,805
842,354,1055,772,758,565,265,537,517,515,1096,979
843,326,1007,848,660,607,318,551,517,515,1069,1110
842,327,1007,848,649,590,340,551,518,514,1039,1216
511,658,1007,848,649,584,342,420,491,319,1034,1221
398,759,1019,848,649,584,336,414,491,337,1027,1221
368,776,1032,848,649,584,336,425,491,340,1025,1211
368,673,1135,848,649,584,323,456,491,340,901,1211
367,560,1249,848,556,677,302,478,491,370,904,1259
317,610,1249,847,468,766,302,552,491,496,821,1263
275,652,1249,847,468,766,302,624,491,550,784,1079
280,652,1249,847,468,726,342,645,491,581,819,1160
323,652,1139,957,468,685,383,618,491,581,819,1174
383,631,1160,957,468,685,383,757,491,596,541,1147
424,631,1093,1024,468,662,406,746,491,703,553,1108
477,631,1093,1024,343,723,470,743,491,950,552,1108
481,631,1093,1024,339,721,476,724,459,871,598,1137
481,629,1092,1027,338,722,476,643,453,905,616,1137
483,628,1044,1076,323,737,460,638,453,1257,616,1147
476,575,1087,1093,323,734,463,598,453,1400,616,1147
476,575,1087,1091,325,733,455,715,453,1421,529,1133
465,586,1043,1134,326,624,564,713,473,1411,530,1138
455,596,904,1273,326,563,568,753,471,1412,530,941
438,613,470,1657,376,563,545,753,517,1413,495,1098
493,652,469,1456,334,796,551,695,703,1416,519,952
338,825,469,1398,392,796,500,713,671,1465,444,1081
402,842,469,1334,456,796,475,766,647,1651,275,1073
471,842,469,1285,505,796,475,839,640,1702,228,1128
522,842,468,1286,505,796,475,848,640,1720,227,1134
547,842,468,1252,493,772,545,795,629,1666,225,1205
547,842,409,1297,507,749,568,834,558,1716,247,1292
552,842,409,1045,759,740,559,828,403,1739,356,1391
552,842,354,1055,772,758,565,810,366,1857,502,1271
561,843,326,1007,848,660,607,842,366,1886,505,1161
561,842,327,1007,848,649,590,852,365,2073,505,1055
563,511,658,1007,848,649,584,852,363,2089,504,1050
573,398,759,1019,848,649,584,854,381,2072,527,1195
573,368,776,1032,848,649,584,843,381,2111,527,1247
573,368,673,1135,848,649,584,811,418,2138,520,1252
647,367,560,1249,848,556,677,789,418,2154,515,1231
665,317,610,1249,847,468,766,715,496,2127,515,1226
680,275,652,1249,847,468,766,651,555,2080,515,1235
675,280,652,1249,847,468,726,742,561,2049,480,1142
632,323,652,1139,957,468,685,733,563,2049,480,1159
572,383,631,1160,957,468,685,594,563,2034,479,1172
539,424,631,1093,1024,468,662,607,563,1984,465,1242
486,477,631,1093,1024,343,723,619,565,1742,535,1354
482,481,631,1093,1024,339,721,629,592,1731,494,1467
520,481,629,1092,1027,338,722,592,592,1697,512,1467
518,483,628,1044,1076,323,737,592,624,1406,551,1550
542,476,575,1087,1093,323,734,616,673,1228,611,1616
569,476,575,1087,1091,325,733,499,717,1123,631,1650
593,465,586,1043,1134,326,624,481,695,1132,631,1643
593,455,596,904,1273,326,563,440,680,1141,713,1642
593,438,613,470,1657,376,563,438,678,1144,796,1483
499,493,652,469,1456,334,796,457,501,1209,788,1503
607,338,825,469,1398,392,796,452,492,1188,801,1409
619,402,842,469,1334,456,796,399,432,1005,812,1355
666,471,842,469,1285,505,796,326,409,953,856,1303
671,522,842,468,1286,505,796,317,409,935,898,1297
668,547,842,468,1252,493,772,317,409,935,898,1228
668,547,842,409,1297,507,749,275,409,872,844,1244
699,552,842,409,1045,759,740,275,409,849,715,1164
699,552,842,354,1055,772,758,274,409,731,562,1110
689,561,843,326,1007,848,660,228,409,702,559,1242
689,561,842,327,1007,848,649,218,415,515,559,1276
687,563,511,658,1007,848,649,218,433,504,559,1290
677,573,398,759,1019,848,649,216,549,504,536,1181
677,573,368,776,1032,848,649,216,648,469,536,1251
689,573,368,673,1135,848,649,216,612,479,535,1263
680,647,367,560,1249,848,556,272,612,437,535,1249
667,665,317,610,1249,847,468,356,534,338,535,1247
660,680,275,652,1249,847,468,440,475,331,535,1271
680,675,280,652,1249,847,468,344,477,331,537,1272
680,632,323,652,1139,957,468,344,574,387,537,1240
680,572,383,631,1160,957,468,344,587,412,552,1227
672,539,424,631,1093,1024,468,346,587,511,564,1157
672,486,477,631,1093,1024,343,365,608,509,493,1046
672,482,481,631,1093,1024,339,402,581,524,496,903
634,520,481,629,1092,1027,338,419,585,530,547,962
642,518,483,628,1044,1076,323,419,553,572,508,918
645,542,476,575,1087,1093,323,395,588,619,496,884
629,569,476,575,1087,1091,325,411,567,624,609,854
606,593,465,586,1043,1134,326,411,567,758,763,869
640,593,455,596,904,1273,326,411,565,841,681,869
704,593,438,613,470,1657,376,433,521,875,598,870
721,499,493,652,469,1456,334,441,521,1048,582,946
595,607,338,825,469,1398,392,428,522,1354,569,939
502,619,402,842,469,1334,456,433,522,1398,558,948
386,666,471,842,469,1285,505,433,522,1532,514,1147
336,671,522,842,468,1286,505,485,538,1532,472,1391
314,668,547,842,468,1252,493,485,576,1532,472,1343
314,668,547,842,409,1297,507,486,577,1532,472,1240
278,699,552,842,409,1045,759,517,660,1532,472,1221
278,699,552,842,354,1055,772,517,683,1532,472,1222
278,689,561,843,326,1007,848,532,703,1532,472,1104
319,689,561,842,327,1007,848,538,901,1532,472,1070
319,687,563,511,658,1007,848,578,1050,1527,472,1056
319,677,573,398,759,1019,848,578,1017,1528,472,1020
319,677,573,368,776,1032,848,578,985,1521,472,898
307,689,573,368,673,1135,848,578,1026,1493,507,881
247,680,647,367,560,1249,848,522,1079,1489,517,868
374,667,665,317,610,1249,847,515,1118,1489,517,871
374,660,680,275,652,1249,847,513,1127,1489,517,851
354,680,675,280,652,1249,847,506,1179,1517,563,863
380,680,632,323,652,1139,957,650,1086,1506,586,868
387,680,572,383,631,1160,957,650,1073,1500,573,954
387,672,539,424,631,1093,1024,635,1073,1372,572,1036
387,672,486,477,631,1093,1024,608,1050,1371,650,1124
387,672,482,481,631,1093,1024,562,1072,1332,701,1188
391,634,520,481,629,1092,1027,545,1080,1318,650,1172
384,642,518,483,628,1044,1076,545,1102,1241,767,1200
357,645,542,476,575,1087,1093,545,1026,1213,777,1205
346,629,569,476,575,1087,1091,530,1016,1279,642,1197
345,606,593,465,586,1043,1134,528,1017,1151,487,1182
311,640,593,455,596,904,1273,530,1017,1058,487,1182
247,704,593,438,613,470,1657,525,1049,1020,490,1181
230,721,499,493,652,469,1456,500,1091,782,491,1051
230,595,607,338,825,469,1398,516,1091,550,491,1036
230,502,619,402,842,469,1334,513,1091,564,491,1092
230,386,666,471,842,469,1285,513,1091,437,495,999
224,336,671,522,842,468,1286,461,1075,438,541,839
224,314,668,547,842,468,1252,461,1042,438,546,907
225,314,668,547,842,409,1297,460,1082,443,592,956
246,278,699,552,842,409,1045,429,1059,445,607,985
258,278,699,552,842,354,1055,429,1036,445,870,987
270,278,689,561,843,326,1007,479,1021,445,925,952
229,319,689,561,842,327,1007,518,817,445,980,952
239,319,687,563,511,658,1007,593,650,445,1012,1144
239,319,677,573,398,759,1019,726,549,443,1212,1147
240,319,677,573,368,776,1032,745,482,443,1216,1147
431,307,689,573,368,673,1135,746,440,434,1181,1147
444,247,680,647,367,560,1249,746,387,434,1171,1157
339,374,667,665,317,610,1249,666,348,434,1171,1154
427,374,660,680,275,652,1249,605,339,434,1211,1141
433,354,680,675,280,652,1249,609,279,406,1275,1128
417,380,680,632,323,652,1139,526,273,361,1382,1123
446,387,680,572,383,631,1160,558,273,342,1380,1051
446,387,672,539,424,631,1093,558,293,314,1419,980
446,387,672,486,477,631,1093,555,293,312,1435,924
446,387,672,482,481,631,1093,555,273,312,1402,859
442,391,634,520,481,629,1092,555,292,312,1469,817
441,384,642,518,483,628,1044,568,271,286,1491,744
464,357,645,542,476,575,1087,568,271,267,1457,707
486,346,629,569,476,575,1087,567,314,198,1448,729
515,345,606,593,465,586,1043,567,313,324,1448,769
522,311,640,593,455,596,904,565,313,366,1448,769
674,247,704,593,438,613,470,548,281,367,1445,820
674,230,721,499,493,652,469,553,230,364,1444,897
675,230,595,607,338,825,469,543,235,262,1444,874
687,230,502,619,402,842,469,544,241,329,1469,823
691,230,386,666,471,842,469,550,266,322,1479,753
762,224,336,671,522,842,468,554,266,321,1433,727
822,224,314,668,547,842,468,560,263,321,1428,670
832,225,314,668,547,842,409,560,228,316,1382,668
817,246,278,699,552,842,409,573,168,317,1367,708
805,258,278,699,552,842,354,594,255,317,1105,758
793,270,278,689,561,843,326,529,251,317,1050,780
793,229,319,689,561,842,327,484,251,317,1091,851
783,239,319,687,563,511,658,369,251,317,1059,717
783,239,319,677,573,398,759,236,251,317,859,723
782,240,319,677,573,368,776,217,251,317,855,794
591,431,307,689,573,368,673,216,251,317,1089,819
573,444,247,680,647,367,560,216,290,317,1246,815
591,339,374,667,665,317,610,216,362,317,1349,923
516,427,374,660,680,275,652,187,396,317,1368,1135
510,433,354,680,675,280,652,190,443,317,1260,1167
500,417,380,680,632,323,652,129,447,317,1130,1219
634,446,387,680,572,383,631,106,447,317,1130,1280
717,446,387,672,539,424,631,106,427,402,1080,1305
721,446,387,672,486,477,631,162,427,438,986,1272
768,446,387,672,482,481,631,184,425,438,960,1285
805,442,391,634,520,481,629,189,394,440,857,1404
875,441,384,642,518,483,628,227,393,440,718,1400
958,464,357,645,542,476,575,252,385,471,694,1400
950,486,346,629,569,476,575,252,329,469,693,1378
1056,515,345,606,593,465,586,252,329,422,693,1338
1104,522,311,640,593,455,596,252,415,409,693,1355
977,674,247,704,593,438,613,252,417,409,693,1322
977,674,230,721,499,493,652,263,453,409,693,1341
976,675,230,595,607,338,825,265,517,410,693,1375
964,687,230,502,619,402,842,318,526,282,668,1426
960,691,230,386,666,471,842,340,512,282,654,1424
889,762,224,336,671,522,842,342,529,282,654,1374
829,822,224,314,668,547,842,336,527,282,654,1441
818,832,225,314,668,547,842,336,523,285,654,1452
815,817,246,278,699,552,842,323,523,282,654,1384
823,805,258,278,699,552,842,302,436,282,653,1331
846,793,270,278,689,561,843,302,435,282,653,1309
856,793,229,319,689,561,842,302,435,282,585,1336
915,783,239,319,687,563,511,342,435,282,646,1330
922,783,239,319,677,573,398,383,435,282,706,1334
922,782,240,319,677,573,368,383,443,282,708,1263
922,591,431,307,689,573,368,406,472,282,530,1263
922,573,444,247,680,647,367,470,515,282,433,1267
877,591,339,374,667,665,317,476,446,282,330,1161
906,516,427,374,660,680,275,476,412,283,271,952
906,510,433,354,680,675,280,460,514,284,267,920
906,500,417,380,680,632,323,463,510,284,267,868
736,634,446,387,680,572,383,455,510,284,267,1064
653,717,446,387,672,539,424,564,510,202,267,1087
682,721,446,387,672,486,477,568,510,287,295,1117
635,768,446,387,672,482,481,545,542,299,328,1123
598,805,442,391,634,520,481,551,563,326,393,1057
528,875,441,384,642,518,483,500,569,370,405,1209
520,958,464,357,645,542,476,475,569,518,430,1209
517,950,486,346,629,569,476,475,571,525,465,1209
382,1056,515,345,606,593,465,475,571,432,466,1288
327,1104,522,311,640,593,455,545,523,403,498,1271
302,977,674,247,704,593,438,568,538,402,750,1253
317,977,674,230,721,499,493,559,503,402,809,1157
317,976,675,230,595,607,338,565,502,401,818,1123
317,964,687,230,502,619,402,607,694,401,818,1058
427,960,691,230,386,666,471,590,892,405,818,1021
432,889,762,224,336,671,522,584,877,413,818,1013
432,829,822,224,314,668,547,584,877,413,818,929
432,818,832,225,314,668,547,584,984,410,820,871
557,815,817,246,278,699,552,584,984,452,820,870
571,823,805,258,278,699,552,677,992,464,833,870
548,846,793,270,278,689,561,766,992,500,869,881
538,856,793,229,319,689,561,766,992,500,841,787
876,915,783,239,319,687,563,726,992,506,780,779
869,922,783,239,319,677,573,685,992,574,720,769
908,922,782,240,319,677,573,685,984,821,827,785
959,922,591,431,307,689,573,662,955,1091,771,760
1144,922,573,444,247,680,647,723,873,1091,711,750
1191,877,591,339,374,667,665,721,870,1121,711,748
1160,906,516,427,374,660,680,722,870,1158,727,745
1173,906,510,433,354,680,675,737,721,1157,739,745
1197,906,500,417,380,680,632,734,721,1247,745,745
1247,736,634,446,387,680,572,733,721,1247,756,474
1385,653,717,446,387,672,539,624,721,1244,767,415
1384,682,721,446,387,672,486,563,721,1123,739,385
1384,635,768,446,387,672,482,563,689,1111,711,366
1487,598,805,442,391,634,520,796,668,1179,646,312
1512,528,875,441,384,642,518,796,675,1135,634,157
1428,520,958,464,357,645,542,796,675,956,609,157
1468,517,950,486,346,629,569,796,673,949,574,159
1468,382,1056,515,345,606,593,796,707,984,573,90
1468,327,1104,522,311,640,593,772,669,1005,559,117
1470,302,977,674,247,704,593,749,710,1022,382,117
1456,317,977,674,230,721,499,740,709,1046,334,117
1456,317,976,675,230,595,607,758,640,1046,461,117
1456,317,964,687,230,502,619,660,433,1046,461,208
1346,427,960,691,230,386,666,649,224,1131,465,222
1341,432,889,762,224,336,671,649,222,1123,488,222
1341,432,829,822,224,314,668,649,295,1161,504,356
1341,432,818,832,225,314,668,649,208,1161,517,364
1213,557,815,817,246,278,699,649,299,1120,523,364
1191,571,823,805,258,278,699,556,291,1108,510,364
1288,548,846,793,270,278,689,468,291,1240,474,353
1338,538,856,793,229,319,689,468,291,1240,476,666
941,876,915,783,239,319,687,468,291,1234,476,678
941,869,922,783,239,319,677,468,291,1230,476,748
1017,908,922,782,240,319,677,468,305,983,367,733
