Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6
1207,775,959,1127,695,655,867,1012,510,190,443,317,1260,1167
1211,720,1014,1045,697,715,878,1021,500,129,447,317,1130,1219
1219,732,1015,947,758,747,860,1044,634,106,447,317,1130,1280
1224,732,1015,918,782,752,842,1062,717,106,427,402,1080,1305
1179,777,1015,892,776,784,772,1132,721,162,427,438,986,1272
1076,880,1015,633,885,934,771,1113,768,184,425,438,960,1285
976,999,1015,606,851,995,771,1113,805,189,394,440,857,1404
972,1016,1015,529,927,990,527,1363,875,227,393,440,718,1400
954,1042,1036,527,929,977,434,1469,958,252,385,471,694,1400
831,1206,1036,527,929,969,358,1553,950,252,329,469,693,1378
740,1294,1039,502,947,976,358,1539,1056,252,329,422,693,1338
706,1328,914,627,946,977,184,1666,1104,252,415,409,693,1355
621,1412,836,705,947,961,118,1748,977,252,417,409,693,1322
621,1412,738,803,924,928,174,1748,977,263,453,409,693,1341
604,1429,709,832,906,927,193,1748,976,265,517,410,693,1375
534,1499,697,757,993,739,381,1736,964,318,526,282,668,1426
510,1523,628,714,1105,490,630,1682,960,340,512,282,654,1424
510,1519,622,707,1122,489,609,1670,889,342,529,282,654,1374
475,1509,591,777,1128,485,613,1391,829,336,527,282,654,1441
475,1499,601,709,1196,421,677,1391,818,336,523,285,654,1452
475,1315,707,704,1279,416,682,1391,815,323,523,282,654,1384
475,1308,706,706,1278,423,682,1390,823,302,436,282,653,1331
475,1281,704,735,1278,422,683,1390,846,302,435,282,653,1309
475,1146,801,731,1320,422,683,1376,856,302,435,282,585,1336
475,1031,914,698,1292,485,683,1320,915,342,435,282,646,1330
475,1008,930,704,1293,485,683,1239,922,383,435,282,706,1334
469,870,1066,712,1213,565,683,1234,922,383,443,282,708,1263
419,920,1066,712,1198,580,683,1138,922,406,472,282,530,1263
384,955,1066,668,1242,580,683,1020,922,470,515,282,433,1267
347,992,988,746,1194,628,680,1022,877,476,446,282,330,1161
347,992,830,904,1186,636,680,1020,906,476,412,283,271,952
132,1207,775,959,1127,695,655,867,906,460,514,284,267,920
128,1211,720,1014,1045,697,715,878,906,463,510,284,267,868
107,1219,732,1015,947,758,747,860,736,455,510,284,267,1064
102,1224,732,1015,918,782,752,842,653,564,510,202,267,1087
102,1179,777,1015,892,776,784,772,682,568,510,287,295,1117
102,1076,880,1015,633,885,934,771,635,545,542,299,328,1123
83,976,999,1015,606,851,995,771,598,551,563,326,393,1057
136,972,1016,1015,529,927,990,527,528,500,569,370,405,1209
107,954,1042,1036,527,929,977,434,520,475,569,518,430,1209
66,831,1206,1036,527,929,969,358,517,475,571,525,465,1209
66,740,1294,1039,502,947,976,358,382,475,571,432,466,1288
66,706,1328,914,627,946,977,184,327,545,523,403,498,1271
90,621,1412,836,705,947,961,118,302,568,538,402,750,1253
92,621,1412,738,803,924,928,174,317,559,503,402,809,1157
92,604,1429,709,832,906,927,193,317,565,502,401,818,1123
198,534,1499,697,757,993,739,381,317,607,694,401,818,1058
279,510,1523,628,714,1105,490,630,427,590,892,405,818,1021
370,510,1519,622,707,1122,489,609,432,584,877,413,818,1013
370,475,1509,591,777,1128,485,613,432,584,877,413,818,929
398,475,1499,601,709,1196,421,677,432,584,984,410,820,871
413,475,1315,707,704,1279,416,682,557,584,984,452,820,870
433,475,1308,706,706,1278,423,682,571,677,992,464,833,870
444,475,1281,704,735,1278,422,683,548,766,992,500,869,881
479,475,1146,801,731,1320,422,683,538,766,992,500,841,787
638,475,1031,914,698,1292,485,683,876,726,992,506,780,779
724,475,1008,930,704,1293,485,683,869,685,992,574,720,769
724,469,870,1066,712,1213,565,683,908,685,984,821,827,785
762,419,920,1066,712,1198,580,683,959,662,955,1091,771,760
902,384,955,1066,668,1242,580,683,1144,723,873,1091,711,750
903,347,992,988,746,1194,628,680,1191,721,870,1121,711,748
903,347,992,830,904,1186,636,680,1160,722,870,1158,727,745
903,132,1207,775,959,1127,695,655,1173,737,721,1157,739,745
903,128,1211,720,1014,1045,697,715,1197,734,721,1247,745,745
951,107,1219,732,1015,947,758,747,1247,733,721,1247,756,474
1112,102,1224,732,1015,918,782,752,1385,624,721,1244,767,415
1159,102,1179,777,1015,892,776,784,1384,563,721,1123,739,385
1177,102,1076,880,1015,633,885,934,1384,563,689,1111,711,366
1183,83,976,999,1015,606,851,995,1487,796,668,1179,646,312
1123,136,972,1016,1015,529,927,990,1512,796,675,1135,634,157
1195,107,954,1042,1036,527,929,977,1428,796,675,956,609,157
1443,66,831,1206,1036,527,929,969,1468,796,673,949,574,159
1443,66,740,1294,1039,502,947,976,1468,796,707,984,573,90
1443,66,706,1328,914,627,946,977,1468,772,669,1005,559,117
1419,90,621,1412,836,705,947,961,1470,749,710,1022,382,117
1417,92,621,1412,738,803,924,928,1456,740,709,1046,334,117
1417,92,604,1429,709,832,906,927,1456,758,640,1046,461,117
1311,198,534,1499,697,757,993,739,1456,660,433,1046,461,208
1261,279,510,1523,628,714,1105,490,1346,649,224,1131,465,222
1204,370,510,1519,622,707,1122,489,1341,649,222,1123,488,222
1278,370,475,1509,591,777,1128,485,1341,649,295,1161,504,356
1250,398,475,1499,601,709,1196,421,1341,649,208,1161,517,364
1235,413,475,1315,707,704,1279,416,1213,649,299,1120,523,364
1220,433,475,1308,706,706,1278,423,1191,556,291,1108,510,364
1237,444,475,1281,704,735,1278,422,1288,468,291,1240,474,353
1290,479,475,1146,801,731,1320,422,1338,468,291,1240,476,666
1175,638,475,1031,914,698,1292,485,941,468,291,1234,476,678
1213,724,475,1008,930,704,1293,485,941,468,291,1230,476,748
1267,724,469,870,1066,712,1213,565,1017,468,305,983,367,733
1230,762,419,920,1066,712,1198,580,1114,468,326,713,367,733
1122,902,384,955,1066,668,1242,580,929,343,326,713,367,733
1173,903,347,992,988,746,1194,628,898,339,327,683,367,733
1266,903,347,992,830,904,1186,636,879,338,423,645,351,733
1383,903,132,1207,775,959,1127,695,866,323,423,645,339,733
1425,903,128,1211,720,1014,1045,697,842,323,444,555,333,733
1448,951,107,1219,732,1015,947,758,933,325,444,555,322,733
1409,1112,102,1224,732,1015,918,782,803,326,444,555,311,757
1376,1159,102,1179,777,1015,892,776,782,326,444,555,311,791
1399,1177,102,1076,880,1015,633,885,782,376,444,555,330,791
1401,1183,83,976,999,1015,606,851,681,334,444,458,330,791
1398,1123,136,972,1016,1015,529,927,656,392,431,484,330,793
1374,1195,107,954,1042,1036,527,929,642,456,484,523,340,793
1320,1443,66,831,1206,1036,527,929,591,505,587,549,408,791
1495,1443,66,740,1294,1039,502,947,591,505,568,537,492,781
1529,1443,66,706,1328,914,627,946,591,493,606,611,474,754
1589,1419,90,621,1412,836,705,947,608,507,548,594,415,772
1618,1417,92,621,1412,738,803,924,624,759,548,570,406,929
1618,1417,92,604,1429,709,832,906,625,772,623,570,270,937
1713,1311,198,534,1499,697,757,993,629,848,671,570,270,846
1689,1261,279,510,1523,628,714,1105,629,848,695,481,274,832
1656,1204,370,510,1519,622,707,1122,629,848,705,481,465,854
1583,1278,370,475,1509,591,777,1128,629,848,634,443,449,721
1591,1250,398,475,1499,601,709,1196,629,848,614,443,436,759
1593,1235,413,475,1315,707,704,1279,629,848,523,442,524,1039
1588,1220,433,475,1308,706,706,1278,629,848,523,442,538,1156
1560,1237,444,475,1281,704,735,1278,532,847,523,274,541,1165
1472,1290,479,475,1146,801,731,1320,482,847,523,281,539,848
1428,1175,638,475,1031,914,698,1292,482,847,525,281,561,834
1304,1213,724,475,1008,930,704,1293,482,957,661,217,561,820
1307,1267,724,469,870,1066,712,1213,367,957,715,217,561,890
1382,1230,762,419,920,1066,712,1198,219,1024,724,232,561,893
1417,1122,902,384,955,1066,668,1242,219,1024,776,392,561,893
1369,1173,903,347,992,988,746,1194,223,1024,775,392,561,893
1313,1266,903,347,992,830,904,1186,223,1027,679,392,564,909
1197,1383,903,132,1207,775,959,1127,223,1076,679,396,569,909
1155,1425,903,128,1211,720,1014,1045,223,1093,681,398,571,909
1084,1448,951,107,1219,732,1015,947,82,1091,689,471,571,909
962,1409,1112,102,1224,732,1015,918,88,1134,689,493,571,885
992,1376,1159,102,1179,777,1015,892,124,1273,689,493,571,851
995,1399,1177,102,1076,880,1015,633,124,1657,689,493,547,851
987,1401,1183,83,976,999,1015,606,122,1456,689,532,557,851
984,1398,1123,136,972,1016,1015,529,122,1398,689,506,598,849
936,1374,1195,107,954,1042,1036,527,134,1334,636,467,605,849
834,1320,1443,66,831,1206,1036,527,188,1285,533,441,600,853
659,1495,1443,66,740,1294,1039,502,222,1286,525,417,555,902
625,1529,1443,66,706,1328,914,627,501,1252,506,322,593,930
565,1589,1419,90,621,1412,836,705,482,1297,506,322,577,947
840,1618,1417,92,621,1412,738,803,465,1045,506,322,594,856
881,1618,1417,92,604,1429,709,832,465,1055,454,322,594,1001
810,1713,1311,198,534,1499,697,757,461,1007,406,322,596,1002
899,1689,1261,279,510,1523,628,714,475,1007,382,322,622,1003
907,1656,1204,370,510,1519,622,707,531,1007,499,322,466,993
906,1583,1278,370,475,1509,591,777,612,1019,497,322,469,992
903,1591,1250,398,475,1499,601,709,617,1032,567,322,467,946
901,1593,1235,413,475,1315,707,704,713,1135,654,322,373,666
901,1588,1220,433,475,1308,706,706,831,1249,682,322,359,549
952,1560,1237,444,475,1281,704,735,832,1249,682,322,356,540
1009,1472,1290,479,475,1146,801,731,834,1249,863,315,356,589
1035,1428,1175,638,475,1031,914,698,1012,1249,900,494,334,551
1035,1304,1213,724,475,1008,930,704,1021,1139,995,623,334,525
1028,1307,1267,724,469,870,1066,712,1044,1160,927,623,363,458
963,1382,1230,762,419,920,1066,712,1062,1093,1010,608,371,455
974,1417,1122,902,384,955,1066,668,1132,1093,982,448,424,455
1304,1369,1173,903,347,992,988,746,1113,1093,982,448,427,455
1268,1313,1266,903,347,992,830,904,1113,1092,983,448,464,439
1267,1197,1383,903,132,1207,775,959,1363,1044,1022,444,542,439
1267,1155,1425,903,128,1211,720,1014,1469,1087,1097,442,544,439
1267,1084,1448,951,107,1219,732,1015,1553,1087,1112,369,663,439
1267,962,1409,1112,102,1224,732,1015,1539,1043,1124,347,956,439
1223,992,1376,1159,102,1179,777,1015,1666,904,1221,356,967,439
1179,995,1399,1177,102,1076,880,1015,1748,470,1249,506,1206,439
1179,987,1401,1183,83,976,999,1015,1748,469,1278,473,1196,454
1179,984,1398,1123,136,972,1016,1015,1748,469,1278,473,1155,469
1179,936,1374,1195,107,954,1042,1036,1736,469,1278,473,1138,469
1087,834,1320,1443,66,831,1206,1036,1682,469,1278,473,1075,465
1196,659,1495,1443,66,740,1294,1039,1670,468,1271,473,1055,527
1202,625,1529,1443,66,706,1328,914,1391,468,1252,473,1043,569
1207,565,1589,1419,90,621,1412,836,1391,409,1252,473,1043,535
912,840,1618,1417,92,621,1412,738,1391,409,1252,482,1024,647
871,881,1618,1417,92,604,1429,709,1390,354,1229,629,1024,519
847,810,1713,1311,198,534,1499,697,1390,326,1229,629,1022,545
751,899,1689,1261,279,510,1523,628,1376,327,1229,629,989,574
771,907,1656,1204,370,510,1519,622,1320,658,1233,658,1126,568
772,906,1583,1278,370,475,1509,591,1239,759,1239,658,1123,575
767,903,1591,1250,398,475,1499,601,1234,776,1167,658,1123,577
767,901,1593,1235,413,475,1315,707,1138,673,1081,658,1123,709
767,901,1588,1220,433,475,1308,706,1020,560,1053,658,1123,711
716,952,1560,1237,444,475,1281,704,1022,610,1056,658,1123,794
659,1009,1472,1290,479,475,1146,801,1020,652,875,658,1123,782
710,1035,1428,1175,638,475,1031,914,867,652,836,479,1123,778
729,1035,1304,1213,724,475,1008,930,878,652,641,350,1123,745
679,1028,1307,1267,724,469,870,1066,860,631,641,350,1094,1020
668,963,1382,1230,762,419,920,1066,842,631,539,350,1086,1022
590,974,1417,1122,902,384,955,1066,772,631,518,350,1033,1024
256,1304,1369,1173,903,347,992,988,771,631,537,382,1144,1024
255,1268,1313,1266,903,347,992,830,771,629,654,388,1112,1024
312,1267,1197,1383,903,132,1207,775,527,628,620,388,1029,1024
312,1267,1155,1425,903,128,1211,720,434,575,562,388,1060,1024
312,1267,1084,1448,951,107,1219,732,358,575,539,388,1025,1123
479,1267,962,1409,1112,102,1224,732,358,586,549,390,742,1123
489,1223,992,1376,1159,102,1179,777,184,596,453,400,731,1123
530,1179,995,1399,1177,102,1076,880,118,613,427,250,492,1158
530,1179,987,1401,1183,83,976,999,174,652,456,244,492,1143
530,1179,984,1398,1123,136,972,1016,193,825,456,285,492,1203
544,1179,936,1374,1195,107,954,1042,381,842,456,369,492,1372
549,1087,834,1320,1443,66,831,1206,630,842,456,399,493,1419
440,1196,659,1495,1443,66,740,1294,609,842,456,399,474,1309
434,1202,625,1529,1443,66,706,1328,613,842,509,410,502,1241
429,1207,565,1589,1419,90,621,1412,677,842,512,481,515,1272
420,912,840,1618,1417,92,621,1412,682,842,518,627,515,1114
420,871,881,1618,1417,92,604,1429,682,842,537,517,515,1096
425,847,810,1713,1311,198,534,1499,683,843,551,517,515,1069
476,751,899,1689,1261,279,510,1523,683,842,551,518,514,1039
447,771,907,1656,1204,370,510,1519,683,511,420,491,319,1034
446,772,906,1583,1278,370,475,1509,683,398,414,491,337,1027
446,767,903,1591,1250,398,475,1499,683,368,425,491,340,1025
446,767,901,1593,1235,413,475,1315,683,368,456,491,340,901
446,767,901,1588,1220,433,475,1308,683,367,478,491,370,904
446,716,952,1560,1237,444,475,1281,680,317,552,491,496,821
456,659,1009,1472,1290,479,475,1146,680,275,624,491,550,784
379,710,1035,1428,1175,638,475,1031,655,280,645,491,581,819
360,729,1035,1304,1213,724,475,1008,715,323,618,491,581,819
360,679,1028,1307,1267,724,469,870,747,383,757,491,596,541
374,668,963,1382,1230,762,419,920,752,424,746,491,703,553
375,590,974,1417,1122,902,384,955,784,477,743,491,950,552
375,256,1304,1369,1173,903,347,992,934,481,724,459,871,598
375,255,1268,1313,1266,903,347,992,995,481,643,453,905,616
318,312,1267,1197,1383,903,132,1207,990,483,638,453,1257,616
318,312,1267,1155,1425,903,128,1211,977,476,598,453,1400,616
318,312,1267,1084,1448,951,107,1219,969,476,715,453,1421,529
151,479,1267,962,1409,1112,102,1224,976,465,713,473,1411,530
380,489,1223,992,1376,1159,102,1179,977,455,753,471,1412,530
352,530,1179,995,1399,1177,102,1076,961,438,753,517,1413,495
352,530,1179,987,1401,1183,83,976,928,493,695,703,1416,519
352,530,1179,984,1398,1123,136,972,927,338,713,671,1465,444
338,544,1179,936,1374,1195,107,954,739,402,766,647,1651,275
333,549,1087,834,1320,1443,66,831,490,471,839,640,1702,228
333,440,1196,659,1495,1443,66,740,489,522,848,640,1720,227
333,434,1202,625,1529,1443,66,706,485,547,795,629,1666,225
406,429,1207,565,1589,1419,90,621,421,547,834,558,1716,247
409,420,912,840,1618,1417,92,621,416,552,828,403,1739,356
509,420,871,881,1618,1417,92,604,423,552,810,366,1857,502
615,425,847,810,1713,1311,198,534,422,561,842,366,1886,505
592,476,751,899,1689,1261,279,510,422,561,852,365,2073,505
624,447,771,907,1656,1204,370,510,485,563,852,363,2089,504
624,446,772,906,1583,1278,370,475,485,573,854,381,2072,527
680,446,767,903,1591,1250,398,475,565,573,843,381,2111,527
690,446,767,901,1593,1235,413,475,580,573,811,418,2138,520
690,446,767,901,1588,1220,433,475,580,647,789,418,2154,515
690,446,716,952,1560,1237,444,475,628,665,715,496,2127,515
680,456,659,1009,1472,1290,479,475,636,680,651,555,2080,515
680,379,710,1035,1428,1175,638,475,695,675,742,561,2049,480
826,360,729,1035,1304,1213,724,475,697,632,733,563,2049,480
832,360,679,1028,1307,1267,724,469,758,572,594,563,2034,479
856,374,668,963,1382,1230,762,419,782,539,607,563,1984,465
855,375,590,974,1417,1122,902,384,776,486,619,565,1742,535
873,375,256,1304,1369,1173,903,347,885,482,629,592,1731,494
873,375,255,1268,1313,1266,903,347,851,520,592,592,1697,512
893,318,312,1267,1197,1383,903,132,927,518,592,624,1406,551
937,318,312,1267,1155,1425,903,128,929,542,616,673,1228,611
946,318,312,1267,1084,1448,951,107,929,569,499,717,1123,631
946,151,479,1267,962,1409,1112,102,947,593,481,695,1132,631
716,380,489,1223,992,1376,1159,102,946,593,440,680,1141,713
707,352,530,1179,995,1399,1177,102,947,593,438,678,1144,796
826,352,530,1179,987,1401,1183,83,924,499,457,501,1209,788
1158,352,530,1179,984,1398,1123,136,906,607,452,492,1188,801
1221,338,544,1179,936,1374,1195,107,993,619,399,432,1005,812
1252,333,549,1087,834,1320,1443,66,1105,666,326,409,953,856
1270,333,440,1196,659,1495,1443,66,1122,671,317,409,935,898
1373,333,434,1202,625,1529,1443,66,1128,668,317,409,935,898
1403,406,429,1207,565,1589,1419,90,1196,668,275,409,872,844
1452,409,420,912,840,1618,1417,92,1279,699,275,409,849,715
1500,509,420,871,881,1618,1417,92,1278,699,274,409,731,562
1412,615,425,847,810,1713,1311,198,1278,689,228,409,702,559
1394,592,476,751,899,1689,1261,279,1320,689,218,415,515,559
1362,624,447,771,907,1656,1204,370,1292,687,218,433,504,559
1362,624,446,772,906,1583,1278,370,1293,677,216,549,504,536
1306,680,446,767,903,1591,1250,398,1213,677,216,648,469,536
1296,690,446,767,901,1593,1235,413,1198,689,216,612,479,535
1296,690,446,767,901,1588,1220,433,1242,680,272,612,437,535
1296,690,446,716,952,1560,1237,444,1194,667,356,534,338,535
1296,680,456,659,1009,1472,1290,479,1186,660,440,475,331,535
1296,680,379,710,1035,1428,1175,638,1127,680,344,477,331,537
1150,826,360,729,1035,1304,1213,724,1045,680,344,574,387,537
1144,832,360,679,1028,1307,1267,724,947,680,344,587,412,552
1106,856,374,668,963,1382,1230,762,918,672,346,587,511,564
1106,855,375,590,974,1417,1122,902,892,672,365,608,509,493
1088,873,375,256,1304,1369,1173,903,633,672,402,581,524,496
1088,873,375,255,1268,1313,1266,903,606,634,419,585,530,547
1090,893,318,312,1267,1197,1383,903,529,642,419,553,572,508
1047,937,318,312,1267,1155,1425,903,527,645,395,588,619,496
1040,946,318,312,1267,1084,1448,951,527,629,411,567,624,609
1108,946,151,479,1267,962,1409,1112,502,606,411,567,758,763
1111,716,380,489,1223,992,1376,1159,627,640,411,565,841,681
1108,707,352,530,1179,995,1399,1177,705,704,433,521,875,598
989,826,352,530,1179,987,1401,1183,803,721,441,521,1048,582
657,1158,352,530,1179,984,1398,1123,832,595,428,522,1354,569
610,1221,338,544,1179,936,1374,1195,757,502,433,522,1398,558
580,1252,333,549,1087,834,1320,1443,714,386,433,522,1532,514
667,1270,333,440,1196,659,1495,1443,707,336,485,538,1532,472
588,1373,333,434,1202,625,1529,1443,777,314,485,576,1532,472
546,1403,406,429,1207,565,1589,1419,709,314,486,577,1532,472
497,1452,409,420,912,840,1618,1417,704,278,517,660,1532,472
389,1500,509,420,871,881,1618,1417,706,278,517,683,1532,472
367,1412,615,425,847,810,1713,1311,735,278,532,703,1532,472
411,1394,592,476,751,899,1689,1261,731,319,538,901,1532,472
430,1362,624,447,771,907,1656,1204,698,319,578,1050,1527,472
430,1362,624,446,772,906,1583,1278,704,319,578,1017,1528,472
434,1306,680,446,767,903,1591,1250,712,319,578,985,1521,472
448,1296,690,446,767,901,1593,1235,712,307,578,1026,1493,507
534,1296,690,446,767,901,1588,1220,668,247,522,1079,1489,517
654,1296,690,446,716,952,1560,1237,746,374,515,1118,1489,517
683,1296,680,456,659,1009,1472,1290,904,374,513,1127,1489,517
690,1296,680,379,710,1035,1428,1175,959,354,506,1179,1517,563
694,1150,826,360,729,1035,1304,1213,1014,380,650,1086,1506,586
748,1144,832,360,679,1028,1307,1267,1015,387,650,1073,1500,573
803,1106,856,374,668,963,1382,1230,1015,387,635,1073,1372,572
803,1106,855,375,590,974,1417,1122,1015,387,608,1050,1371,650
815,1088,873,375,256,1304,1369,1173,1015,387,562,1072,1332,701
815,1088,873,375,255,1268,1313,1266,1015,391,545,1080,1318,650
793,1090,893,318,312,1267,1197,1383,1015,384,545,1102,1241,767
792,1047,937,318,312,1267,1155,1425,1036,357,545,1026,1213,777
790,1040,946,318,312,1267,1084,1448,1036,346,530,1016,1279,642
722,1108,946,151,479,1267,962,1409,1039,345,528,1017,1151,487
746,1111,716,380,489,1223,992,1376,914,311,530,1017,1058,487
780,1108,707,352,530,1179,995,1399,836,247,525,1049,1020,490
991,989,826,352,530,1179,987,1401,738,230,500,1091,782,491
994,657,1158,352,530,1179,984,1398,709,230,516,1091,550,491
978,610,1221,338,544,1179,936,1374,697,230,513,1091,564,491
1049,580,1252,333,549,1087,834,1320,628,230,513,1091,437,495
1086,667,1270,333,440,1196,659,1495,622,224,461,1075,438,541
1304,588,1373,333,434,1202,625,1529,591,224,461,1042,438,546
1243,546,1403,406,429,1207,565,1589,601,225,460,1082,443,592
1240,497,1452,409,420,912,840,1618,707,246,429,1059,445,607
1200,389,1500,509,420,871,881,1618,706,258,429,1036,445,870
1199,367,1412,615,425,847,810,1713,704,270,479,1021,445,925
1145,411,1394,592,476,751,899,1689,801,229,518,817,445,980
1126,430,1362,624,447,771,907,1656,914,239,593,650,445,1012
1126,430,1362,624,446,772,906,1583,930,239,726,549,443,1212
1122,434,1306,680,446,767,903,1591,1066,240,745,482,443,1216
1108,448,1296,690,446,767,901,1593,1066,431,746,440,434,1181
1022,534,1296,690,446,767,901,1588,1066,444,746,387,434,1171
902,654,1296,690,446,716,952,1560,988,339,666,348,434,1171
873,683,1296,680,456,659,1009,1472,830,427,605,339,434,1211
866,690,1296,680,379,710,1035,1428,775,433,609,279,406,1275
884,694,1150,826,360,729,1035,1304,720,417,526,273,361,1382
830,748,1144,832,360,679,1028,1307,732,446,558,273,342,1380
775,803,1106,856,374,668,963,1382,732,446,558,293,314,1419
775,803,1106,855,375,590,974,1417,777,446,555,293,312,1435
763,815,1088,873,375,256,1304,1369,880,446,555,273,312,1402
776,815,1088,873,375,255,1268,1313,999,442,555,292,312,1469
835,793,1090,893,318,312,1267,1197,1016,441,568,271,286,1491
835,792,1047,937,318,312,1267,1155,1042,464,568,271,267,1457
914,790,1040,946,318,312,1267,1084,1206,486,567,314,198,1448
1079,722,1108,946,151,479,1267,962,1294,515,567,313,324,1448
1071,746,1111,716,380,489,1223,992,1328,522,565,313,366,1448
1087,780,1108,707,352,530,1179,995,1412,674,548,281,367,1445
920,991,989,826,352,530,1179,987,1412,674,553,230,364,1444
917,994,657,1158,352,530,1179,984,1429,675,543,235,262,1444
917,978,610,1221,338,544,1179,936,1499,687,544,241,329,1469
846,1049,580,1252,333,549,1087,834,1523,691,550,266,322,1479
704,1086,667,1270,333,440,1196,659,1519,762,554,266,321,1433
463,1304,588,1373,333,434,1202,625,1509,822,560,263,321,1428
513,1243,546,1403,406,429,1207,565,1499,832,560,228,316,1382
715,1240,497,1452,409,420,912,840,1315,817,573,168,317,1367
786,1200,389,1500,509,420,871,881,1308,805,594,255,317,1105
812,1199,367,1412,615,425,847,810,1281,793,529,251,317,1050
863,1145,411,1394,592,476,751,899,1146,793,484,251,317,1091
892,1126,430,1362,624,447,771,907,1031,783,369,251,317,1059
1008,1126,430,1362,624,446,772,906,1008,783,236,251,317,859
1018,1122,434,1306,680,446,767,903,870,782,217,251,317,855
1018,1108,448,1296,690,446,767,901,920,591,216,251,317,1089
1022,1022,534,1296,690,446,767,901,955,573,216,290,317,1246
1055,902,654,1296,690,446,716,952,992,591,216,362,317,1349
1231,873,683,1296,680,456,659,1009,992,516,187,396,317,1368
1254,866,690,1296,680,379,710,1035,1207,510,190,443,317,1260
1232,884,694,1150,826,360,729,1035,1211,500,129,447,317,1130
1251,830,748,1144,832,360,679,1028,1219,634,106,447,317,1130
1251,775,803,1106,856,374,668,963,1224,717,106,427,402,1080
1256,775,803,1106,855,375,590,974,1179,721,162,427,438,986
1327,763,815,1088,873,375,256,1304,1076,768,184,425,438,960
1358,776,815,1088,873,375,255,1268,976,805,189,394,440,857
1299,835,793,1090,893,318,312,1267,972,875,227,393,440,718
1306,835,792,1047,937,318,312,1267,954,958,252,385,471,694
1233,914,790,1040,946,318,312,1267,831,950,252,329,469,693
1068,1079,722,1108,946,151,479,1267,740,1056,252,329,422,693
1040,1071,746,1111,716,380,489,1223,706,1104,252,415,409,693
989,1087,780,1108,707,352,530,1179,621,977,252,417,409,693
945,920,991,989,826,352,530,1179,621,977,263,453,409,693
977,917,994,657,1158,352,530,1179,604,976,265,517,410,693
1094,917,978,610,1221,338,544,1179,534,964,318,526,282,668
1112,846,1049,580,1252,333,549,1087,510,960,340,512,282,654
1112,704,1086,667,1270,333,440,1196,510,889,342,529,282,654
1158,463,1304,588,1373,333,434,1202,475,829,336,527,282,654
1108,513,1243,546,1403,406,429,1207,475,818,336,523,285,654
917,715,1240,497,1452,409,420,912,475,815,323,523,282,654
852,786,1200,389,1500,509,420,871,475,823,302,436,282,653
888,812,1199,367,1412,615,425,847,475,846,302,435,282,653
930,863,1145,411,1394,592,476,751,475,856,302,435,282,585
927,892,1126,430,1362,624,447,771,475,915,342,435,282,646
811,1008,1126,430,1362,624,446,772,475,922,383,435,282,706
801,1018,1122,434,1306,680,446,767,469,922,383,443,282,708
803,1018,1108,448,1296,690,446,767,419,922,406,472,282,530
857,1022,1022,534,1296,690,446,767,384,922,470,515,282,433
825,1055,902,654,1296,690,446,716,347,877,476,446,282,330
696,1231,873,683,1296,680,456,659,347,906,476,412,283,271
673,1254,866,690,1296,680,379,710,132,906,460,514,284,267
685,1232,884,694,1150,826,360,729,128,906,463,510,284,267
674,1251,830,748,1144,832,360,679,107,736,455,510,284,267
674,1251,775,803,1106,856,374,668,102,653,564,510,202,267
669,1256,775,803,1106,855,375,590,102,682,568,510,287,295
598,1327,763,815,1088,873,375,256,102,635,545,542,299,328
716,1358,776,815,1088,873,375,255,83,598,551,563,326,393
724,1299,835,793,1090,893,318,312,136,528,500,569,370,405
730,1306,835,792,1047,937,318,312,107,520,475,569,518,430
747,1233,914,790,1040,946,318,312,66,517,475,571,525,465
747,1068,1079,722,1108,946,151,479,66,382,475,571,432,466
747,1040,1071,746,1111,716,380,489,66,327,545,523,403,498
747,989,1087,780,1108,707,352,530,90,302,568,538,402,750
747,945,920,991,989,826,352,530,92,317,559,503,402,809
715,977,917,994,657,1158,352,530,92,317,565,502,401,818
598,1094,917,978,610,1221,338,544,198,317,607,694,401,818
579,1112,846,1049,580,1252,333,549,279,427,590,892,405,818
579,1112,704,1086,667,1270,333,440,370,432,584,877,413,818
532,1158,463,1304,588,1373,333,434,370,432,584,877,413,818
532,1108,513,1243,546,1403,406,429,398,432,584,984,410,820
521,917,715,1240,497,1452,409,420,413,557,584,984,452,820
515,852,786,1200,389,1500,509,420,433,571,677,992,464,833
453,888,812,1199,367,1412,615,425,444,548,766,992,500,869
360,930,863,1145,411,1394,592,476,479,538,766,992,500,841
392,927,892,1126,430,1362,624,447,638,876,726,992,506,780
418,811,1008,1126,430,1362,624,446,724,869,685,992,574,720
423,801,1018,1122,434,1306,680,446,724,908,685,984,821,827
437,803,1018,1108,448,1296,690,446,762,959,662,955,1091,771
379,857,1022,1022,534,1296,690,446,902,1144,723,873,1091,711
378,825,1055,902,654,1296,690,446,903,1191,721,870,1121,711
331,696,1231,873,683,1296,680,456,903,1160,722,870,1158,727
331,673,1254,866,690,1296,680,379,903,1173,737,721,1157,739
326,685,1232,884,694,1150,826,360,903,1197,734,721,1247,745
321,674,1251,830,748,1144,832,360,951,1247,733,721,1247,756
330,674,1251,775,803,1106,856,374,1112,1385,624,721,1244,767
367,669,1256,775,803,1106,855,375,1159,1384,563,721,1123,739
386,598,1327,763,815,1088,873,375,1177,1384,563,689,1111,711
