Average Fitness 	  Best Individual
Infinity	 781.8211102628279
Infinity	 781.8211102628279
824.489062388451	 781.8211102628279
815.8795038732958	 763.060724087826
782.8865938616246	 763.060724087826
783.3478814163484	 768.4294034533799
904.0430296007196	 768.4294034533799
982.9032325653068	 768.4294034533799
962.4780036917585	 768.4294034533799
981.0316310454076	 763.1050950638364
1432.490319808605	 768.4294034533799
769.6411695523759	 768.4294034533799
797.1727588604796	 768.4294034533799
796.615906217253	 768.4294034533799
795.2277051300366	 768.4294034533799
961.1505205617283	 768.4294034533799
879.9006044283485	 768.4294034533799
901.5411232270502	 768.4294034533799
989.4037099503641	 768.4294034533799
1068.8697959644494	 768.4294034533799
960.7338067538082	 763.1050950638364
768.3666821185476	 758.2657474742781
764.609738616595	 758.2657474742781
894.2070892648668	 758.2657474742781
868.3988153671564	 758.2657474742781
788.810781062529	 758.2657474742781
791.6017012212382	 758.2657474742781
892.8205544244313	 753.9174876334141
787.8791767530714	 753.9174876334141
919.5783520038513	 753.9174876334141
795.3999206215116	 753.9174876334141
815.0131699478641	 753.9174876334141
787.3695597387086	 753.9174876334141
791.6757765557056	 749.943972691418
813.0539668426472	 749.943972691418
933.5176368854679	 749.2431682927102
932.9044687155767	 749.2431682927102
781.193826269174	 748.7877345897318
779.7634955033213	 748.538150327197
749.5324967375867	 748.4917752176095
944.9231823162338	 748.4917752176095
942.9912977823063	 748.4917752176095
817.397602754342	 748.4917752176095
748.4917752176096	 748.4917752176095
1267.3571212002869	 748.4917752176095
750.2268139754353	 748.4917752176095
951.2458773215824	 748.4917752176095
755.2216231239862	 748.4917752176095
823.2656877732419	 748.4917752176095
755.3888729628757	 748.4917752176095
