Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
155,236,1022,989,584,753,772,1150
113,274,985,1025,617,753,772,1170
104,240,996,1024,617,748,772,1200
107,240,1000,989,638,748,772,1182
107,179,1061,989,640,748,772,1172
107,172,1068,989,650,748,769,1032
97,174,1076,878,662,748,546,984
73,189,1085,852,671,748,259,951
73,178,1096,839,671,708,141,931
104,148,1126,800,671,708,116,946
104,148,1126,663,687,588,83,947
104,148,1126,660,687,588,113,923
167,148,1126,647,687,623,118,945
212,148,1126,437,681,628,118,1063
225,149,1126,363,676,625,118,1128
225,149,1126,232,676,638,118,1118
225,149,1125,233,676,638,118,966
227,143,1087,276,676,638,118,966
227,142,1031,283,661,628,118,999
283,142,1022,292,656,628,143,1037
350,142,995,319,559,628,151,1347
355,142,849,465,456,628,141,1509
366,142,538,756,463,628,151,1564
366,142,325,941,437,628,231,1504
366,142,257,1001,437,628,261,1261
356,152,247,1011,465,630,264,1269
358,152,247,1011,491,658,317,1269
358,152,244,1006,504,392,317,1302
358,136,256,1010,502,373,295,1302
347,147,214,1052,501,128,345,1394
317,161,223,1038,407,148,327,1559
310,155,236,1022,296,158,330,1559
310,113,274,985,263,158,330,1542
310,104,240,996,271,158,330,1572
301,107,240,1000,250,158,330,1755
301,107,179,1061,268,158,340,1755
301,107,172,1068,282,158,335,1755
301,97,174,1076,284,158,335,1755
315,73,189,1085,275,428,335,1755
319,73,178,1096,330,471,335,1755
288,104,148,1126,330,471,335,1655
288,104,148,1126,296,471,335,1462
288,104,148,1126,296,476,305,1424
225,167,148,1126,296,441,300,1402
197,212,148,1126,296,436,300,1284
276,225,149,1126,296,436,300,1219
298,225,149,1126,296,423,305,1219
323,225,149,1125,315,423,365,1334
321,227,143,1087,317,423,435,1399
335,227,142,1031,561,423,435,1471
601,283,142,1022,561,423,415,1488
910,350,142,995,560,423,407,1175
921,355,142,849,552,433,407,1008
917,366,142,538,541,463,397,953
917,366,142,325,471,471,317,953
917,366,142,257,471,474,287,953
957,356,152,247,443,469,284,930
955,358,152,247,417,441,231,930
1044,358,152,244,404,432,231,897
1046,358,136,256,404,432,231,897
1046,347,147,214,404,432,181,787
1041,317,161,223,404,379,161,589
1041,310,155,236,386,369,158,589
1041,310,113,274,404,369,158,586
1130,310,104,240,557,369,158,526
1193,301,107,240,557,369,158,343
1256,301,107,179,537,369,148,343
1256,301,107,172,590,369,148,343
1294,301,97,174,576,369,148,348
1280,315,73,189,591,99,148,348
1276,319,73,178,540,56,148,348
1365,288,104,148,542,56,313,348
1391,288,104,148,561,56,458,491
1391,288,104,148,592,51,506,496
1391,225,167,148,677,51,521,542
1374,197,212,148,684,142,551,590
1281,276,225,149,684,208,721,642
1259,298,225,149,697,228,789,667
1234,323,225,149,712,245,766,567
1293,321,227,143,724,321,696,535
1282,335,227,142,480,321,696,430
986,601,283,142,521,321,691,375
620,910,350,142,521,336,691,375
638,921,355,142,521,341,691,372
646,917,366,142,521,315,691,372
662,917,366,142,521,307,691,372
669,917,366,142,521,359,691,372
629,957,356,152,521,366,721,372
629,955,358,152,521,376,749,372
540,1044,358,152,556,485,764,372
677,1046,358,136,580,486,769,372
677,1046,347,147,580,538,799,757
677,1041,317,161,832,538,817,812
677,1041,310,155,1213,565,817,812
677,1041,310,113,1290,569,817,812
588,1130,310,104,1129,587,817,817
532,1193,301,107,1129,634,867,892
469,1256,301,107,1129,634,867,892
469,1256,301,107,1052,634,1070,937
431,1294,301,97,1052,634,1308,945
431,1280,315,73,1048,634,1371,1000
431,1276,319,73,1072,634,1371,1028
342,1365,288,104,1070,634,1324,1028
316,1391,288,104,1091,634,1179,1058
320,1391,288,104,1182,634,1386,1096
320,1391,225,167,1191,638,1386,1050
320,1374,197,212,1184,547,1447,1002
320,1281,276,225,1184,481,1277,1138
320,1259,298,225,1171,461,1249,1150
381,1234,323,225,1258,444,1217,1135
322,1293,321,227,1268,368,1217,1102
374,1282,335,227,1378,368,1217,1102
351,986,601,283,1337,479,1217,1102
541,620,910,350,1339,483,1217,1102
512,638,921,355,1339,468,1217,1102
510,646,917,366,1344,464,1217,1102
494,662,917,366,1348,464,1217,1102
488,669,917,366,1349,428,1217,1102
640,629,957,356,1349,421,1187,1102
682,629,955,358,1349,411,1159,1102
707,540,1044,358,1344,302,1144,1102
568,677,1046,358,1320,301,1131,1245
568,677,1046,347,1320,249,1101,967
568,677,1041,317,1129,251,1083,912
608,677,1041,310,748,372,1083,912
626,677,1041,310,653,449,1083,912
763,588,1130,310,653,432,1083,907
900,532,1193,301,653,385,1033,832
900,469,1256,301,653,385,1206,832
1112,469,1256,301,653,612,1003,817
1139,431,1294,301,663,612,765,804
1139,431,1280,315,807,612,702,794
1139,431,1276,319,779,612,702,769
1139,342,1365,288,779,612,584,769
1139,316,1391,288,739,612,584,596
1135,320,1391,288,617,612,329,553
1135,320,1391,225,523,608,314,633
1135,320,1374,197,523,616,223,696
1135,320,1281,276,523,728,223,670
1190,320,1259,298,525,728,178,633
1140,381,1234,323,464,728,173,658
1140,322,1293,321,667,728,173,666
1086,374,1282,335,573,728,173,676
1083,351,986,601,638,617,176,676
955,541,620,910,792,598,336,676
1028,512,638,921,792,598,336,676
1015,510,646,917,787,598,548,866
1015,494,662,917,783,598,573,868
1014,488,669,917,789,579,623,868
862,640,629,957,849,579,623,868
820,682,629,955,879,579,651,868
795,707,540,1044,849,579,673,868
795,568,677,1046,863,596,673,725
796,568,677,1046,903,596,673,618
796,568,677,1041,846,594,673,618
756,608,677,1041,846,446,681,688
738,626,677,1041,846,365,681,698
601,763,588,1130,846,364,704,716
457,900,532,1193,846,364,704,716
457,900,469,1256,916,364,531,716
245,1112,469,1256,921,137,574,686
218,1139,431,1294,1049,137,1216,686
218,1139,431,1280,952,141,1219,649
218,1139,431,1276,1108,141,1219,646
242,1139,342,1365,1121,141,1219,646
242,1139,316,1391,1159,141,1224,646
245,1135,320,1391,1159,141,1224,646
245,1135,320,1391,1159,141,1229,566
269,1135,320,1374,1161,133,1309,503
376,1135,320,1281,1161,21,1329,341
330,1190,320,1259,1159,21,1329,341
418,1140,381,1234,1099,21,1339,316
535,1140,322,1293,887,47,1339,308
546,1086,374,1282,871,47,1339,298
787,1083,351,986,806,47,1336,343
801,955,541,620,695,47,1176,373
996,1028,512,638,707,47,1176,466
1001,1015,510,646,707,52,964,286
1001,1015,494,662,707,52,939,284
1001,1014,488,669,701,52,889,284
1001,862,640,629,641,52,889,302
1001,820,682,629,611,52,861,302
1040,795,707,540,611,52,862,302
1204,795,568,677,605,58,1245,302
1288,796,568,677,565,58,1250,615
1378,796,568,677,561,70,1300,615
1442,756,608,677,561,190,1305,560
1442,738,626,677,561,263,1305,550
1442,601,763,588,561,291,1282,532
1442,457,900,532,568,338,1282,532
1442,457,900,469,498,480,1312,532
1457,245,1112,469,493,507,1317,532
1509,218,1139,431,369,520,695,532
1509,218,1139,431,311,516,692,524
1512,218,1139,431,161,516,740,524
1513,242,1139,342,148,516,785,524
1933,242,1139,316,110,615,780,524
1967,245,1135,320,207,712,780,562
1972,245,1135,320,214,712,778,592
1958,269,1135,320,212,712,698,614
1923,376,1135,320,212,712,678,627
1917,330,1190,320,212,712,678,627
1823,418,1140,381,216,712,668,630
1741,535,1140,322,201,778,668,630
1793,546,1086,374,201,778,668,630
1664,787,1083,351,201,778,668,600
1588,801,955,541,218,778,668,570
1315,996,1028,512,206,780,698,477
1310,1001,1015,510,206,868,718,467
1310,1001,1015,494,206,947,718,467
1310,1001,1014,488,205,953,718,467
1310,1001,862,640,235,961,718,479
1349,1001,820,682,288,961,718,479
1310,1040,795,707,289,961,695,479
1153,1204,795,568,332,938,312,479
1069,1288,796,568,483,938,307,166
979,1378,796,568,598,926,275,166
915,1442,756,608,621,806,305,151
915,1442,738,626,657,733,415,151
915,1442,601,763,768,705,975,234
915,1442,457,900,774,658,1200,287
915,1442,457,900,774,530,1185,339
900,1457,245,1112,774,503,1197,359
848,1509,218,1139,760,490,1212,537
848,1509,218,1139,822,585,1332,687
845,1512,218,1139,855,614,1284,710
820,1513,242,1139,855,660,1250,747
400,1933,242,1139,855,583,1250,792
364,1967,245,1135,758,486,1250,756
384,1972,245,1135,751,558,1247,726
383,1958,269,1135,769,625,1247,737
311,1923,376,1135,770,630,1247,724
319,1917,330,1190,861,630,1260,724
328,1823,418,1140,989,717,1450,721
294,1741,535,1140,1016,635,1450,721
231,1793,546,1086,1020,792,1463,721
186,1664,787,1083,1020,869,1579,706
219,1588,801,955,1049,914,1624,706
219,1315,996,1028,1116,912,1601,706
219,1310,1001,1015,1135,819,1609,706
219,1310,1001,1015,1166,806,1694,706
219,1310,1001,1014,1183,906,1719,706
219,1310,1001,862,1158,904,1976,676
181,1349,1001,820,1138,904,1976,676
183,1310,1040,795,1174,904,1976,679
176,1153,1204,795,1123,904,1976,679
175,1069,1288,796,972,904,2036,679
175,979,1378,796,968,904,2026,679
175,915,1442,756,971,904,2008,679
176,915,1442,738,948,904,1898,679
176,915,1442,601,876,904,1338,596
176,915,1442,457,1000,904,1161,543
176,915,1442,457,1003,890,1146,491
191,900,1457,245,1016,890,1094,471
197,848,1509,218,1226,890,1067,293
201,848,1509,218,1238,795,947,143
243,845,1512,218,1330,766,947,120
243,820,1513,242,1330,720,941,83
243,400,1933,242,1331,698,941,38
299,364,1967,245,1381,698,941,36
406,384,1972,245,1381,626,941,36
456,383,1958,269,1363,559,941,3
649,311,1923,376,1362,554,1124,3
689,319,1917,330,1291,554,1114,3
750,328,1823,418,1187,467,977,73
886,294,1741,535,1168,457,990,221
916,231,1793,546,1164,300,977,386
887,186,1664,787,1164,223,871,541
926,219,1588,801,1081,199,826,618
989,219,1315,996,1014,287,819,773
995,219,1310,1001,995,397,791,800
1215,219,1310,1001,990,464,706,818
1646,219,1310,1001,989,404,694,1108
1738,219,1310,1001,1025,513,485,1118
1845,181,1349,1001,1024,543,513,1241
1900,183,1310,1040,989,565,513,1353
1975,176,1153,1204,989,565,513,1363
1975,175,1069,1288,989,565,513,1363
1988,175,979,1378,878,566,673,1363
1993,175,915,1442,852,575,741,1363
2009,176,915,1442,839,575,751,1363
2080,176,915,1442,800,575,1026,1363
2144,176,915,1442,663,575,1091,1363
2322,176,915,1442,660,575,1109,1363
2307,191,900,1457,647,575,1184,1363
2337,197,848,1509,437,575,1431,1363
2432,201,848,1509,363,575,1586,1363
2431,243,845,1512,232,595,1732,1363
2560,243,820,1513,233,620,1900,1363
2721,243,400,1933,276,620,1910,1363
2685,299,364,1967,283,620,1955,1363
2553,406,384,1972,292,629,2013,1363
2494,456,383,1958,319,656,2096,1363
2301,649,311,1923,465,720,2086,1363
2250,689,319,1917,756,720,2177,1363
2230,750,328,1823,941,720,2124,1293
2134,886,294,1741,1001,720,2111,1150
2158,916,231,1793,1011,720,2111,993
2120,887,186,1664,1011,720,2101,863
2038,926,219,1588,1006,699,2101,786
1975,989,219,1315,1010,611,2101,639
1969,995,219,1310,1052,501,2101,612
1773,1215,219,1310,1038,378,2116,594
1348,1646,219,1310,1022,339,2103,307
1256,1738,219,1310,985,224,2068,297
1152,1845,181,1349,996,194,2068,174
1126,1900,183,1310,1000,172,2068,264
1057,1975,176,1153,1061,172,2068,419
1107,1975,175,1069,1068,172,2008,647
1153,1988,175,979,1076,171,1840,657
1253,1993,175,915,1085,162,1747,670
1253,2009,176,915,1096,162,1737,715
1185,2080,176,915,1126,162,1462,715
1129,2144,176,915,1126,162,1349,715
951,2322,176,915,1126,162,1331,715
958,2307,191,900,1126,162,1248,715
994,2337,197,848,1126,162,993,800
994,2432,201,848,1126,163,838,855
968,2431,243,845,1126,178,692,855
839,2560,243,820,1125,172,524,855
695,2721,243,400,1087,172,527,855
674,2685,299,364,1031,172,482,858
677,2553,406,384,1022,163,429,858
681,2494,456,383,995,187,359,858
681,2301,649,311,849,137,201,971
681,2250,689,319,538,223,142,1018
626,2230,750,328,325,242,142,1101
586,2134,886,294,257,314,142,1148
531,2158,916,231,247,314,150,1248
531,2120,887,186,247,373,175,1453
531,2038,926,219,244,397,175,1453
531,1975,989,219,256,406,175,1460
531,1969,995,219,214,406,175,1460
507,1773,1215,219,223,396,160,1460
501,1348,1646,219,236,389,160,1457
501,1256,1738,219,274,389,147,1457
528,1152,1845,181,240,389,124,1457
513,1126,1900,183,240,389,124,1252
532,1057,1975,176,179,389,124,1087
482,1107,1975,175,172,389,124,867
423,1153,1988,175,174,389,124,1080
320,1253,1993,175,189,389,124,1354
351,1253,2009,176,178,389,164,1427
350,1185,2080,176,148,389,164,1452
390,1129,2144,176,148,407,284,1485
441,951,2322,176,148,407,284,1485
434,958,2307,191,148,407,284,1485
362,994,2337,197,148,413,284,1400
266,994,2432,201,149,417,287,1345
253,968,2431,243,149,382,287,1345
283,839,2560,243,149,363,282,1345
266,695,2721,243,143,363,269,1345
266,674,2685,299,142,378,279,1342
263,677,2553,406,142,383,274,1342
269,681,2494,456,142,430,261,1342
298,681,2301,649,142,527,246,1239
298,681,2250,689,142,445,211,1192
360,626,2230,750,142,522,211,1109
366,586,2134,886,142,450,211,1057
383,531,2158,916,152,450,206,949
426,531,2120,887,152,391,181,719
526,531,2038,926,152,367,456,719
526,531,1975,989,136,360,475,734
582,531,1969,995,147,361,720,734
594,507,1773,1215,161,455,753,772
599,501,1348,1646,155,584,753,772
620,501,1256,1738,113,617,753,772
638,528,1152,1845,104,617,748,772
626,513,1126,1900,107,638,748,772
601,532,1057,1975,107,640,748,772
614,482,1107,1975,107,650,748,769
615,423,1153,1988,97,662,748,546
613,320,1253,1993,73,671,748,259
644,351,1253,2009,73,671,708,141
743,350,1185,2080,104,671,708,116
734,390,1129,2144,104,687,588,83
683,441,951,2322,104,687,588,113
763,434,958,2307,167,687,623,118
785,362,994,2337,212,681,628,118
787,266,994,2432,225,676,625,118
788,253,968,2431,225,676,638,118
786,283,839,2560,225,676,638,118
921,266,695,2721,227,676,638,118
931,266,674,2685,227,661,628,118
996,263,677,2553,283,656,628,143
992,269,681,2494,350,559,628,151
983,298,681,2301,355,456,628,141
983,298,681,2250,366,463,628,151
921,360,626,2230,366,437,628,231
914,366,586,2134,366,437,628,261
897,383,531,2158,356,465,630,264
854,426,531,2120,358,491,658,317
754,526,531,2038,358,504,392,317
754,526,531,1975,358,502,373,295
698,582,531,1969,347,501,128,345
686,594,507,1773,317,407,148,327
681,599,501,1348,310,296,158,330
723,620,501,1256,310,263,158,330
682,638,528,1152,310,271,158,330
679,626,513,1126,301,250,158,330
693,601,532,1057,301,268,158,340
680,614,482,1107,301,282,158,335
679,615,423,1153,301,284,158,335
679,613,320,1253,315,275,428,335
600,644,351,1253,319,330,471,335
499,743,350,1185,288,330,471,335
460,734,390,1129,288,296,471,335
523,683,441,951,288,296,476,305
453,763,434,958,225,296,441,300
482,785,362,994,197,296,436,300
477,787,266,994,276,296,436,300
534,788,253,968,298,296,423,305
506,786,283,839,323,315,423,365
371,921,266,695,321,317,423,435
361,931,266,674,335,561,423,435
297,996,263,677,601,561,423,415
297,992,269,681,910,560,423,407
329,983,298,681,921,552,433,407
329,983,298,681,917,541,463,397
329,921,360,626,917,471,471,317
329,914,366,586,917,471,474,287
362,897,383,531,957,443,469,284
369,854,426,531,955,417,441,231
464,754,526,531,1044,404,432,231
577,754,526,531,1046,404,432,231
583,698,582,531,1046,404,432,181
698,686,594,507,1041,404,379,161
718,681,599,501,1041,386,369,158
655,723,620,501,1041,404,369,158
672,682,638,528,1130,557,369,158
674,679,626,513,1193,557,369,158
660,693,601,532,1256,537,369,148
660,680,614,482,1256,590,369,148
660,679,615,423,1294,576,369,148
660,679,613,320,1280,591,99,148
660,600,644,351,1276,540,56,148
794,499,743,350,1365,542,56,313
825,460,734,390,1391,561,56,458
926,523,683,441,1391,592,51,506
938,453,763,434,1391,677,51,521
898,482,785,362,1374,684,142,551
900,477,787,266,1281,684,208,721
840,534,788,253,1259,697,228,789
840,506,786,283,1234,712,245,766
859,371,921,266,1293,724,321,696
864,361,931,266,1282,480,321,696
863,297,996,263,986,521,321,691
857,297,992,269,620,521,336,691
805,329,983,298,638,521,341,691
805,329,983,298,646,521,315,691
805,329,921,360,662,521,307,691
805,329,914,366,669,521,359,691
772,362,897,383,629,521,366,721
765,369,854,426,629,521,376,749
670,464,754,526,540,556,485,764
557,577,754,526,677,580,486,769
551,583,698,582,677,580,538,799
436,698,686,594,677,832,538,817
416,718,681,599,677,1213,565,817
416,655,723,620,677,1290,569,817
391,672,682,638,588,1129,587,817
388,674,679,626,532,1129,634,867
388,660,693,601,469,1129,634,867
388,660,680,614,469,1052,634,1070
388,660,679,615,431,1052,634,1308
388,660,679,613,431,1048,634,1371
388,660,600,644,431,1072,634,1371
254,794,499,743,342,1070,634,1324
223,825,460,734,316,1091,634,1179
59,926,523,683,320,1182,634,1386
37,938,453,763,320,1191,638,1386
65,898,482,785,320,1184,547,1447
96,900,477,787,320,1184,481,1277
97,840,534,788,320,1171,461,1249
97,840,506,786,381,1258,444,1217
78,859,371,921,322,1268,368,1217
73,864,361,931,374,1378,368,1217
73,863,297,996,351,1337,479,1217
75,857,297,992,541,1339,483,1217
75,805,329,983,512,1339,468,1217
75,805,329,983,510,1344,464,1217
75,805,329,921,494,1348,464,1217
75,805,329,914,488,1349,428,1217
77,772,362,897,640,1349,421,1187
77,765,369,854,682,1349,411,1159
77,670,464,754,707,1344,302,1144
77,557,577,754,568,1320,301,1131
77,551,583,698,568,1320,249,1101
132,436,698,686,568,1129,251,1083
132,416,718,681,608,748,372,1083
132,416,655,723,626,653,449,1083
132,391,672,682,763,653,432,1083
142,388,674,679,900,653,385,1033
142,388,660,693,900,653,385,1206
185,388,660,680,1112,653,612,1003
276,388,660,679,1139,663,612,765
352,388,660,679,1139,807,612,702
352,388,660,600,1139,779,612,702
352,254,794,499,1139,779,612,584
352,223,825,460,1139,739,612,584
352,59,926,523,1135,617,612,329
352,37,938,453,1135,523,608,314
406,65,898,482,1135,523,616,223
395,96,900,477,1135,523,728,223
394,97,840,534,1190,525,728,178
508,97,840,506,1140,464,728,173
569,78,859,371,1140,667,728,173
632,73,864,361,1086,573,728,173
632,73,863,297,1083,638,617,176
630,75,857,297,955,792,598,336
630,75,805,329,1028,792,598,336
630,75,805,329,1015,787,598,548
647,75,805,329,1015,783,598,573
647,75,805,329,1014,789,579,623
852,77,772,362,862,849,579,623
853,77,765,369,820,879,579,651
853,77,670,464,795,849,579,673
853,77,557,577,795,863,596,673
864,77,551,583,796,903,596,673
809,132,436,698,796,846,594,673
830,132,416,718,756,846,446,681
832,132,416,655,738,846,365,681
833,132,391,672,601,846,364,704
829,142,388,674,457,846,364,704
829,142,388,660,457,916,364,531
786,185,388,660,245,921,137,574
695,276,388,660,218,1049,137,1216
619,352,388,660,218,952,141,1219
619,352,388,660,218,1108,141,1219
619,352,254,794,242,1121,141,1219
619,352,223,825,242,1159,141,1224
630,352,59,926,245,1159,141,1224
709,352,37,938,245,1159,141,1229
689,406,65,898,269,1161,133,1309
793,395,96,900,376,1161,21,1329
825,394,97,840,330,1159,21,1329
877,508,97,840,418,1099,21,1339
816,569,78,859,535,887,47,1339
832,632,73,864,546,871,47,1339
832,632,73,863,787,806,47,1336
953,630,75,857,801,695,47,1176
964,630,75,805,996,707,47,1176
968,630,75,805,1001,707,52,964
965,647,75,805,1001,707,52,939
1015,647,75,805,1001,701,52,889
900,852,77,772,1001,641,52,889
950,853,77,765,1001,611,52,861
951,853,77,670,1040,611,52,862
951,853,77,557,1204,605,58,1245
940,864,77,551,1288,565,58,1250
1086,809,132,436,1378,561,70,1300
1067,830,132,416,1442,561,190,1305
1065,832,132,416,1442,561,263,1305
1064,833,132,391,1442,561,291,1282
1058,829,142,388,1442,568,338,1282
1058,829,142,388,1442,498,480,1312
1058,786,185,388,1457,493,507,1317
1058,695,276,388,1509,369,520,695
1058,619,352,388,1509,311,516,692
1071,619,352,388,1512,161,516,740
1078,619,352,254,1513,148,516,785
1078,619,352,223,1933,110,615,780
1067,630,352,59,1967,207,712,780
988,709,352,37,1972,214,712,778
915,689,406,65,1958,212,712,698
789,793,395,96,1923,212,712,678
757,825,394,97,1917,212,712,678
591,877,508,97,1823,216,712,668
591,816,569,78,1741,201,778,668
512,832,632,73,1793,201,778,668
512,832,632,73,1664,201,778,668
391,953,630,75,1588,218,778,668
380,964,630,75,1315,206,780,698
376,968,630,75,1310,206,868,718
362,965,647,75,1310,206,947,718
312,1015,647,75,1310,205,953,718
220,900,852,77,1310,235,961,718
169,950,853,77,1349,288,961,718
239,951,853,77,1310,289,961,695
333,951,853,77,1153,332,938,312
416,940,864,77,1069,483,938,307
310,1086,809,132,979,598,926,275
320,1067,830,132,915,621,806,305
377,1065,832,132,915,657,733,415
387,1064,833,132,915,768,705,975
452,1058,829,142,915,774,658,1200
580,1058,829,142,915,774,530,1185
637,1058,786,185,900,774,503,1197
637,1058,695,276,848,760,490,1212
637,1058,619,352,848,822,585,1332
624,1071,619,352,845,855,614,1284
617,1078,619,352,820,855,660,1250
617,1078,619,352,400,855,583,1250
622,1067,630,352,364,758,486,1250
681,988,709,352,384,751,558,1247
681,915,689,406,383,769,625,1247
716,789,793,395,311,770,630,1247
790,757,825,394,319,861,630,1260
790,591,877,508,328,989,717,1450
790,591,816,569,294,1016,635,1450
803,512,832,632,231,1020,792,1463
815,512,832,632,186,1020,869,1579
885,391,953,630,219,1049,914,1624
889,380,964,630,219,1116,912,1601
892,376,968,630,219,1135,819,1609
931,362,965,647,219,1166,806,1694
958,312,1015,647,219,1183,906,1719
963,220,900,852,219,1158,904,1976
963,169,950,853,181,1138,904,1976
1002,239,951,853,183,1174,904,1976
908,333,951,853,176,1123,904,1976
825,416,940,864,175,972,904,2036
785,310,1086,809,175,968,904,2026
788,320,1067,830,175,971,904,2008
731,377,1065,832,176,948,904,1898
721,387,1064,833,176,876,904,1338
656,452,1058,829,176,1000,904,1161
528,580,1058,829,176,1003,890,1146
471,637,1058,786,191,1016,890,1094
471,637,1058,695,197,1226,890,1067
492,637,1058,619,201,1238,795,947
553,624,1071,619,243,1330,766,947
587,617,1078,619,243,1330,720,941
631,617,1078,619,243,1331,698,941
651,622,1067,630,299,1381,698,941
622,681,988,709,406,1381,626,941
681,681,915,689,456,1363,559,941
648,716,789,793,649,1362,554,1124
576,790,757,825,689,1291,554,1114
576,790,591,877,750,1187,467,977
603,790,591,816,886,1168,457,990
609,803,512,832,916,1164,300,977
597,815,512,832,887,1164,223,871
530,885,391,953,926,1081,199,826
526,889,380,964,989,1014,287,819
529,892,376,968,995,995,397,791
491,931,362,965,1215,990,464,706
471,958,312,1015,1646,989,404,694
466,963,220,900,1738,1025,513,485
466,963,169,950,1845,1024,543,513
356,1002,239,951,1900,989,565,513
356,908,333,951,1975,989,565,513
357,825,416,940,1975,989,565,513
366,785,310,1086,1988,878,566,673
546,788,320,1067,1993,852,575,741
618,731,377,1065,2009,839,575,751
710,721,387,1064,2080,800,575,1026
753,656,452,1058,2144,663,575,1091
801,528,580,1058,2322,660,575,1109
809,471,637,1058,2307,647,575,1184
820,471,637,1058,2337,437,575,1431
800,492,637,1058,2432,363,575,1586
739,553,624,1071,2431,232,595,1732
705,587,617,1078,2560,233,620,1900
665,631,617,1078,2721,276,620,1910
640,651,622,1067,2685,283,620,1955
657,622,681,988,2553,292,629,2013
614,681,681,915,2494,319,656,2096
682,648,716,789,2301,465,720,2086
711,576,790,757,2250,756,720,2177
747,576,790,591,2230,941,720,2124
720,603,790,591,2134,1001,720,2111
711,609,803,512,2158,1011,720,2111
712,597,815,512,2120,1011,720,2101
709,530,885,391,2038,1006,699,2101
709,526,889,380,1975,1010,611,2101
808,529,892,376,1969,1052,501,2101
807,491,931,362,1773,1038,378,2116
823,471,958,312,1348,1022,339,2103
853,466,963,220,1256,985,224,2068
1387,466,963,169,1152,996,194,2068
1509,356,1002,239,1126,1000,172,2068
1525,356,908,333,1057,1061,172,2068
1816,357,825,416,1107,1068,172,2008
1921,366,785,310,1153,1076,171,1840
1762,546,788,320,1253,1085,162,1747
1930,618,731,377,1253,1096,162,1737
2053,710,721,387,1185,1126,162,1462
2024,753,656,452,1129,1126,162,1349
1976,801,528,580,951,1126,162,1331
1983,809,471,637,958,1126,162,1248
2023,820,471,637,994,1126,162,993
2022,800,492,637,994,1126,163,838
2035,739,553,624,968,1126,178,692
2035,705,587,617,839,1125,172,524
2036,665,631,617,695,1087,172,527
2036,640,651,622,674,1031,172,482
2008,657,622,681,677,1022,163,429
1997,614,681,681,681,995,187,359
1967,682,648,716,681,849,137,201
