Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
1058,841,1141,1412,487,1182,293,536
1020,875,1144,1413,490,1181,286,536
782,1048,1209,1416,491,1051,279,536
550,1354,1188,1465,491,1036,295,505
564,1398,1005,1651,491,1092,295,458
437,1532,953,1702,495,999,219,438
438,1532,935,1720,541,839,219,468
438,1532,935,1666,546,907,220,519
443,1532,872,1716,592,956,248,549
445,1532,849,1739,607,985,301,514
445,1532,731,1857,870,987,302,466
445,1532,702,1886,925,952,389,466
445,1532,515,2073,980,952,389,467
445,1527,504,2089,1012,1144,411,462
443,1528,504,2072,1212,1147,433,456
443,1521,469,2111,1216,1147,443,437
434,1493,479,2138,1181,1147,511,434
434,1489,437,2154,1171,1157,582,439
434,1489,338,2127,1171,1154,584,426
434,1489,331,2080,1211,1141,700,457
406,1517,331,2049,1275,1128,710,511
361,1506,387,2049,1382,1123,710,581
342,1500,412,2034,1380,1051,696,640
314,1372,511,1984,1419,980,688,720
312,1371,509,1742,1435,924,686,733
312,1332,524,1731,1402,859,726,743
312,1318,530,1697,1469,817,754,696
286,1241,572,1406,1491,744,754,611
267,1213,619,1228,1457,707,754,565
198,1279,624,1123,1448,729,844,494
324,1151,758,1132,1448,769,807,546
366,1058,841,1141,1448,769,794,604
367,1020,875,1144,1445,820,934,683
364,782,1048,1209,1444,897,937,744
262,550,1354,1188,1444,874,921,761
329,564,1398,1005,1469,823,921,761
322,437,1532,953,1479,753,920,745
321,438,1532,935,1433,727,938,744
321,438,1532,935,1428,670,916,707
316,443,1532,872,1382,668,890,694
317,445,1532,849,1367,708,797,692
317,445,1532,731,1105,758,793,691
317,445,1532,702,1050,780,706,691
317,445,1532,515,1091,851,728,690
317,445,1527,504,1059,717,706,690
317,443,1528,504,859,723,684,690
317,443,1521,469,855,794,675,690
317,434,1493,479,1089,819,610,710
317,434,1489,437,1246,815,539,710
317,434,1489,338,1349,923,537,708
317,434,1489,331,1368,1135,420,705
317,406,1517,331,1260,1167,409,692
317,361,1506,387,1130,1219,410,648
317,342,1500,412,1130,1280,485,589
402,314,1372,511,1080,1305,563,525
438,312,1371,509,986,1272,572,539
438,312,1332,524,960,1285,555,543
440,312,1318,530,857,1404,527,636
440,286,1241,572,718,1400,655,636
471,267,1213,619,694,1400,719,636
469,198,1279,624,693,1378,645,636
422,324,1151,758,693,1338,598,584
409,366,1058,841,693,1355,597,533
409,367,1020,875,693,1322,493,473
409,364,782,1048,693,1341,503,413
410,262,550,1354,693,1375,525,396
282,329,564,1398,668,1426,525,402
282,322,437,1532,654,1424,525,462
282,321,438,1532,654,1374,507,433
282,321,438,1532,654,1441,506,419
285,316,443,1532,654,1452,504,381
282,317,445,1532,654,1384,565,395
282,317,445,1532,653,1331,595,511
282,317,445,1532,653,1309,651,555
282,317,445,1532,585,1336,673,774
282,317,445,1527,646,1330,710,787
282,317,443,1528,706,1334,780,787
282,317,443,1521,708,1263,781,787
282,317,434,1493,530,1263,778,767
282,317,434,1489,433,1267,781,762
282,317,434,1489,330,1161,781,784
283,317,434,1489,271,952,782,789
284,317,406,1517,267,920,782,773
284,317,361,1506,267,868,860,773
284,317,342,1500,267,1064,785,773
202,402,314,1372,267,1087,707,757
287,438,312,1371,295,1117,698,731
299,438,312,1332,328,1123,675,712
326,440,312,1318,393,1057,675,619
370,440,286,1241,405,1209,561,619
518,471,267,1213,430,1209,497,619
525,469,198,1279,465,1209,472,685
432,422,324,1151,466,1288,468,685
403,409,366,1058,498,1271,518,678
402,409,367,1020,750,1253,482,661
402,409,364,782,809,1157,506,663
401,410,262,550,818,1123,542,668
401,282,329,564,818,1058,546,693
405,282,322,437,818,1021,551,626
413,282,321,438,818,1013,551,626
413,282,321,438,818,929,551,675
410,285,316,443,820,871,554,681
452,282,317,445,820,870,579,673
464,282,317,445,833,870,550,595
500,282,317,445,869,881,494,551
500,282,317,445,841,787,450,332
506,282,317,445,780,779,438,319
574,282,317,443,720,769,389,327
821,282,317,443,827,785,409,368
1091,282,317,434,771,760,473,369
1091,282,317,434,711,750,470,367
1121,282,317,434,711,748,591,343
1158,283,317,434,727,745,594,311
1157,284,317,406,739,745,594,286
1247,284,317,361,745,745,523,260
1247,284,317,342,756,474,557,260
1244,202,402,314,767,415,590,260
1123,287,438,312,739,385,591,259
1111,299,438,312,711,366,607,293
1179,326,440,312,646,312,624,293
1135,370,440,286,634,157,756,316
956,518,471,267,609,157,756,316
949,525,469,198,574,159,756,250
984,432,422,324,573,90,756,285
1005,403,409,366,559,117,769,396
1022,402,409,367,382,117,809,443
1046,402,409,364,334,117,997,487
1046,401,410,262,461,117,940,488
1046,401,282,329,461,208,936,517
1131,405,282,322,465,222,931,540
1123,413,282,321,488,222,938,540
1161,413,282,321,504,356,947,491
1161,410,285,316,517,364,944,485
1120,452,282,317,523,364,858,492
1108,464,282,317,510,364,857,822
1240,500,282,317,474,353,857,822
1240,500,282,317,476,666,857,822
1234,506,282,317,476,678,832,822
1230,574,282,317,476,748,811,814
983,821,282,317,367,733,789,773
713,1091,282,317,367,733,725,770
713,1091,282,317,367,733,725,779
683,1121,282,317,367,733,607,813
645,1158,283,317,351,733,603,812
645,1157,284,317,339,733,609,812
555,1247,284,317,333,733,610,812
555,1247,284,317,322,733,618,812
555,1244,202,402,311,757,585,930
555,1123,287,438,311,791,584,1024
555,1111,299,438,330,791,568,991
458,1179,326,440,330,791,551,1016
484,1135,370,440,330,793,405,1053
523,956,518,471,340,793,486,1053
549,949,525,469,408,791,717,1053
537,984,432,422,492,781,717,1018
611,1005,403,409,474,754,896,907
594,1022,402,409,415,772,883,858
570,1046,402,409,406,929,667,1022
570,1046,401,410,270,937,887,1062
570,1046,401,282,270,846,920,1003
481,1131,405,282,274,832,1176,980
481,1123,413,282,465,854,1208,980
443,1161,413,282,449,721,1211,980
443,1161,410,285,436,759,1219,1190
442,1120,452,282,524,1039,1328,1177
442,1108,464,282,538,1156,1364,809
274,1240,500,282,541,1165,1402,824
281,1240,500,282,539,848,1415,824
281,1234,506,282,561,834,1415,824
217,1230,574,282,561,820,1415,824
217,983,821,282,561,890,1415,824
232,713,1091,282,561,893,1415,824
392,713,1091,282,561,893,1415,826
392,683,1121,282,561,893,1412,792
392,645,1158,283,564,909,1562,792
396,645,1157,284,569,909,1588,792
398,555,1247,284,571,909,1596,792
471,555,1247,284,571,909,1758,792
493,555,1244,202,571,885,1816,674
493,555,1123,287,571,851,1837,580
493,555,1111,299,547,851,1971,579
532,458,1179,326,557,851,1971,554
506,484,1135,370,598,849,1971,494
467,523,956,518,605,849,1934,494
441,549,949,525,600,853,1703,494
417,537,984,432,555,902,1703,510
322,611,1005,403,593,930,1461,523
322,594,1022,402,577,947,1434,561
322,570,1046,402,594,856,1425,354
322,570,1046,401,594,1001,1209,323
322,570,1046,401,596,1002,1205,332
322,481,1131,405,622,1003,949,392
322,481,1123,413,466,993,910,400
322,443,1161,413,469,992,898,400
322,443,1161,410,467,946,890,190
322,442,1120,452,373,666,781,190
322,442,1108,464,359,549,745,265
322,274,1240,500,356,540,707,254
315,281,1240,500,356,589,694,326
494,281,1234,506,334,551,694,326
623,217,1230,574,334,525,807,384
623,217,983,821,363,458,967,384
608,232,713,1091,371,455,1123,384
448,392,713,1091,424,455,1123,373
448,392,683,1121,427,455,1123,373
448,392,645,1158,464,439,973,373
444,396,645,1157,542,439,941,373
442,398,555,1247,544,439,924,406
369,471,555,1247,663,439,820,730
347,493,555,1244,956,439,774,731
356,493,555,1123,967,439,754,731
506,493,555,1111,1206,439,620,731
473,532,458,1179,1196,454,620,731
473,506,484,1135,1155,469,620,731
473,467,523,956,1138,469,678,731
473,441,549,949,1075,465,793,731
473,417,537,984,1055,527,794,715
473,322,611,1005,1043,569,799,702
473,322,594,1022,1043,535,799,664
482,322,570,1046,1024,647,987,660
629,322,570,1046,1024,519,982,645
629,322,570,1046,1022,545,953,635
629,322,481,1131,989,574,953,575
658,322,481,1123,1126,568,953,567
658,322,443,1161,1123,575,953,567
658,322,443,1161,1123,577,963,567
658,322,442,1120,1123,709,963,567
658,322,442,1108,1123,711,963,492
658,322,274,1240,1123,794,966,567
658,315,281,1240,1123,782,1150,495
479,494,281,1234,1123,778,1162,546
350,623,217,1230,1123,745,1050,488
350,623,217,983,1094,1020,917,489
350,608,232,713,1086,1022,800,532
350,448,392,713,1033,1024,800,579
382,448,392,683,1144,1024,802,621
388,448,392,645,1112,1024,802,647
388,444,396,645,1029,1024,805,648
388,442,398,555,1060,1024,805,630
388,369,471,555,1025,1123,723,368
390,347,493,555,742,1123,713,380
400,356,493,555,731,1123,910,411
250,506,493,555,492,1158,912,554
244,473,532,458,492,1143,1092,688
285,473,506,484,492,1203,1102,705
369,473,467,523,492,1372,1062,813
399,473,441,549,493,1419,947,838
399,473,417,537,474,1309,946,898
410,473,322,611,502,1241,993,899
481,473,322,594,515,1272,993,899
627,482,322,570,515,1114,805,899
517,629,322,570,515,1096,979,933
517,629,322,570,515,1069,1110,946
518,629,322,481,514,1039,1216,948
491,658,322,481,319,1034,1221,952
491,658,322,443,337,1027,1221,952
491,658,322,443,340,1025,1211,952
491,658,322,442,340,901,1211,952
491,658,322,442,370,904,1259,952
491,658,322,274,496,821,1263,873
491,658,315,281,550,784,1079,873
491,479,494,281,581,819,1160,822
491,350,623,217,581,819,1174,822
491,350,623,217,596,541,1147,834
491,350,608,232,703,553,1108,791
491,350,448,392,950,552,1108,829
459,382,448,392,871,598,1137,796
453,388,448,392,905,616,1137,936
453,388,444,396,1257,616,1147,944
453,388,442,398,1400,616,1147,929
453,388,369,471,1421,529,1133,867
473,390,347,493,1411,530,1138,854
471,400,356,493,1412,530,941,823
517,250,506,493,1413,495,1098,748
703,244,473,532,1416,519,952,618
671,285,473,506,1465,444,1081,613
647,369,473,467,1651,275,1073,720
640,399,473,441,1702,228,1128,696
640,399,473,417,1720,227,1134,636
629,410,473,322,1666,225,1205,663
558,481,473,322,1716,247,1292,667
403,627,482,322,1739,356,1391,667
366,517,629,322,1857,502,1271,636
366,517,629,322,1886,505,1161,657
365,518,629,322,2073,505,1055,677
363,491,658,322,2089,504,1050,691
381,491,658,322,2072,527,1195,691
381,491,658,322,2111,527,1247,691
418,491,658,322,2138,520,1252,693
418,491,658,322,2154,515,1231,693
496,491,658,322,2127,515,1226,698
555,491,658,315,2080,515,1235,700
561,491,479,494,2049,480,1142,700
563,491,350,623,2049,480,1159,705
563,491,350,623,2034,479,1172,696
563,491,350,608,1984,465,1242,696
565,491,350,448,1742,535,1354,614
592,459,382,448,1731,494,1467,614
592,453,388,448,1697,512,1467,470
624,453,388,444,1406,551,1550,469
673,453,388,442,1228,611,1616,469
717,453,388,369,1123,631,1650,481
695,473,390,347,1132,631,1643,481
680,471,400,356,1141,713,1642,481
678,517,250,506,1144,796,1483,413
501,703,244,473,1209,788,1503,415
492,671,285,473,1188,801,1409,414
432,647,369,473,1005,812,1355,221
409,640,399,473,953,856,1303,226
409,640,399,473,935,898,1297,226
409,629,410,473,935,898,1228,200
409,558,481,473,872,844,1244,246
409,403,627,482,849,715,1164,259
409,366,517,629,731,562,1110,312
409,366,517,629,702,559,1242,291
415,365,518,629,515,559,1276,420
433,363,491,658,504,559,1290,695
549,381,491,658,504,536,1181,816
648,381,491,658,469,536,1251,847
612,418,491,658,479,535,1263,850
612,418,491,658,437,535,1249,850
534,496,491,658,338,535,1247,864
475,555,491,658,331,535,1271,980
477,561,491,479,331,537,1272,1141
574,563,491,350,387,537,1240,1136
587,563,491,350,412,552,1227,1132
587,563,491,350,511,564,1157,1132
608,565,491,350,509,493,1046,1139
581,592,459,382,524,496,903,1158
585,592,453,388,530,547,962,1317
553,624,453,388,572,508,918,1478
588,673,453,388,619,496,884,1559
567,717,453,388,624,609,854,1617
567,695,473,390,758,763,869,1620
565,680,471,400,841,681,869,1625
521,678,517,250,875,598,870,1632
521,501,703,244,1048,582,946,1633
522,492,671,285,1354,569,939,1622
522,432,647,369,1398,558,948,1600
522,409,640,399,1532,514,1147,1671
538,409,640,399,1532,472,1391,1671
576,409,629,410,1532,472,1343,1691
577,409,558,481,1532,472,1240,1641
660,409,403,627,1532,472,1221,1668
683,409,366,517,1532,472,1222,1615
703,409,366,517,1532,472,1104,1602
901,415,365,518,1532,472,1070,1451
1050,433,363,491,1527,472,1056,1158
1017,549,381,491,1528,472,1020,1037
985,648,381,491,1521,472,898,1006
1026,612,418,491,1493,507,881,1001
1079,612,418,491,1489,517,868,1001
1118,534,496,491,1489,517,871,982
1127,475,555,491,1489,517,851,865
1179,477,561,491,1517,563,863,705
1086,574,563,491,1506,586,868,705
1073,587,563,491,1500,573,954,719
1073,587,563,491,1372,572,1036,727
1050,608,565,491,1371,650,1124,719
1072,581,592,459,1332,701,1188,691
1080,585,592,453,1318,650,1172,510
1102,553,624,453,1241,767,1200,341
1026,588,673,453,1213,777,1205,260
1016,567,717,453,1279,642,1197,199
1017,567,695,473,1151,487,1182,284
1017,565,680,471,1058,487,1182,293
1049,521,678,517,1020,490,1181,286
1091,521,501,703,782,491,1051,279
1091,522,492,671,550,491,1036,295
1091,522,432,647,564,491,1092,295
1091,522,409,640,437,495,999,219
1075,538,409,640,438,541,839,219
1042,576,409,629,438,546,907,220
1082,577,409,558,443,592,956,248
1059,660,409,403,445,607,985,301
1036,683,409,366,445,870,987,302
1021,703,409,366,445,925,952,389
817,901,415,365,445,980,952,389
650,1050,433,363,445,1012,1144,411
549,1017,549,381,443,1212,1147,433
482,985,648,381,443,1216,1147,443
440,1026,612,418,434,1181,1147,511
387,1079,612,418,434,1171,1157,582
348,1118,534,496,434,1171,1154,584
339,1127,475,555,434,1211,1141,700
279,1179,477,561,406,1275,1128,710
273,1086,574,563,361,1382,1123,710
273,1073,587,563,342,1380,1051,696
293,1073,587,563,314,1419,980,688
293,1050,608,565,312,1435,924,686
273,1072,581,592,312,1402,859,726
292,1080,585,592,312,1469,817,754
271,1102,553,624,286,1491,744,754
271,1026,588,673,267,1457,707,754
314,1016,567,717,198,1448,729,844
313,1017,567,695,324,1448,769,807
313,1017,565,680,366,1448,769,794
281,1049,521,678,367,1445,820,934
230,1091,521,501,364,1444,897,937
235,1091,522,492,262,1444,874,921
241,1091,522,432,329,1469,823,921
266,1091,522,409,322,1479,753,920
266,1075,538,409,321,1433,727,938
263,1042,576,409,321,1428,670,916
228,1082,577,409,316,1382,668,890
168,1059,660,409,317,1367,708,797
255,1036,683,409,317,1105,758,793
251,1021,703,409,317,1050,780,706
251,817,901,415,317,1091,851,728
251,650,1050,433,317,1059,717,706
251,549,1017,549,317,859,723,684
251,482,985,648,317,855,794,675
251,440,1026,612,317,1089,819,610
290,387,1079,612,317,1246,815,539
362,348,1118,534,317,1349,923,537
396,339,1127,475,317,1368,1135,420
443,279,1179,477,317,1260,1167,409
447,273,1086,574,317,1130,1219,410
447,273,1073,587,317,1130,1280,485
427,293,1073,587,402,1080,1305,563
427,293,1050,608,438,986,1272,572
425,273,1072,581,438,960,1285,555
394,292,1080,585,440,857,1404,527
393,271,1102,553,440,718,1400,655
385,271,1026,588,471,694,1400,719
329,314,1016,567,469,693,1378,645
329,313,1017,567,422,693,1338,598
415,313,1017,565,409,693,1355,597
417,281,1049,521,409,693,1322,493
453,230,1091,521,409,693,1341,503
517,235,1091,522,410,693,1375,525
526,241,1091,522,282,668,1426,525
512,266,1091,522,282,654,1424,525
529,266,1075,538,282,654,1374,507
527,263,1042,576,282,654,1441,506
523,228,1082,577,285,654,1452,504
523,168,1059,660,282,654,1384,565
436,255,1036,683,282,653,1331,595
435,251,1021,703,282,653,1309,651
435,251,817,901,282,585,1336,673
435,251,650,1050,282,646,1330,710
435,251,549,1017,282,706,1334,780
443,251,482,985,282,708,1263,781
472,251,440,1026,282,530,1263,778
515,290,387,1079,282,433,1267,781
446,362,348,1118,282,330,1161,781
412,396,339,1127,283,271,952,782
514,443,279,1179,284,267,920,782
510,447,273,1086,284,267,868,860
510,447,273,1073,284,267,1064,785
510,427,293,1073,202,267,1087,707
510,427,293,1050,287,295,1117,698
542,425,273,1072,299,328,1123,675
563,394,292,1080,326,393,1057,675
569,393,271,1102,370,405,1209,561
569,385,271,1026,518,430,1209,497
571,329,314,1016,525,465,1209,472
571,329,313,1017,432,466,1288,468
523,415,313,1017,403,498,1271,518
538,417,281,1049,402,750,1253,482
503,453,230,1091,402,809,1157,506
502,517,235,1091,401,818,1123,542
694,526,241,1091,401,818,1058,546
892,512,266,1091,405,818,1021,551
877,529,266,1075,413,818,1013,551
877,527,263,1042,413,818,929,551
984,523,228,1082,410,820,871,554
984,523,168,1059,452,820,870,579
992,436,255,1036,464,833,870,550
992,435,251,1021,500,869,881,494
992,435,251,817,500,841,787,450
992,435,251,650,506,780,779,438
992,435,251,549,574,720,769,389
984,443,251,482,821,827,785,409
955,472,251,440,1091,771,760,473
873,515,290,387,1091,711,750,470
870,446,362,348,1121,711,748,591
870,412,396,339,1158,727,745,594
721,514,443,279,1157,739,745,594
721,510,447,273,1247,745,745,523
721,510,447,273,1247,756,474,557
721,510,427,293,1244,767,415,590
721,510,427,293,1123,739,385,591
689,542,425,273,1111,711,366,607
668,563,394,292,1179,646,312,624
675,569,393,271,1135,634,157,756
675,569,385,271,956,609,157,756
673,571,329,314,949,574,159,756
707,571,329,313,984,573,90,756
669,523,415,313,1005,559,117,769
710,538,417,281,1022,382,117,809
709,503,453,230,1046,334,117,997
640,502,517,235,1046,461,117,940
433,694,526,241,1046,461,208,936
224,892,512,266,1131,465,222,931
222,877,529,266,1123,488,222,938
295,877,527,263,1161,504,356,947
208,984,523,228,1161,517,364,944
299,984,523,168,1120,523,364,858
291,992,436,255,1108,510,364,857
291,992,435,251,1240,474,353,857
291,992,435,251,1240,476,666,857
291,992,435,251,1234,476,678,832
291,992,435,251,1230,476,748,811
305,984,443,251,983,367,733,789
326,955,472,251,713,367,733,725
326,873,515,290,713,367,733,725
327,870,446,362,683,367,733,607
423,870,412,396,645,351,733,603
423,721,514,443,645,339,733,609
444,721,510,447,555,333,733,610
444,721,510,447,555,322,733,618
444,721,510,427,555,311,757,585
444,721,510,427,555,311,791,584
444,689,542,425,555,330,791,568
444,668,563,394,458,330,791,551
431,675,569,393,484,330,793,405
484,675,569,385,523,340,793,486
587,673,571,329,549,408,791,717
568,707,571,329,537,492,781,717
606,669,523,415,611,474,754,896
548,710,538,417,594,415,772,883
548,709,503,453,570,406,929,667
623,640,502,517,570,270,937,887
671,433,694,526,570,270,846,920
695,224,892,512,481,274,832,1176
705,222,877,529,481,465,854,1208
634,295,877,527,443,449,721,1211
614,208,984,523,443,436,759,1219
523,299,984,523,442,524,1039,1328
523,291,992,436,442,538,1156,1364
523,291,992,435,274,541,1165,1402
523,291,992,435,281,539,848,1415
525,291,992,435,281,561,834,1415
661,291,992,435,217,561,820,1415
715,305,984,443,217,561,890,1415
724,326,955,472,232,561,893,1415
776,326,873,515,392,561,893,1415
775,327,870,446,392,561,893,1412
679,423,870,412,392,564,909,1562
679,423,721,514,396,569,909,1588
681,444,721,510,398,571,909,1596
689,444,721,510,471,571,909,1758
689,444,721,510,493,571,885,1816
689,444,721,510,493,571,851,1837
689,444,689,542,493,547,851,1971
689,444,668,563,532,557,851,1971
689,431,675,569,506,598,849,1971
636,484,675,569,467,605,849,1934
533,587,673,571,441,600,853,1703
525,568,707,571,417,555,902,1703
506,606,669,523,322,593,930,1461
506,548,710,538,322,577,947,1434
506,548,709,503,322,594,856,1425
454,623,640,502,322,594,1001,1209
406,671,433,694,322,596,1002,1205
382,695,224,892,322,622,1003,949
499,705,222,877,322,466,993,910
497,634,295,877,322,469,992,898
567,614,208,984,322,467,946,890
654,523,299,984,322,373,666,781
682,523,291,992,322,359,549,745
682,523,291,992,322,356,540,707
863,523,291,992,315,356,589,694
900,525,291,992,494,334,551,694
995,661,291,992,623,334,525,807
927,715,305,984,623,363,458,967
1010,724,326,955,608,371,455,1123
982,776,326,873,448,424,455,1123
982,775,327,870,448,427,455,1123
983,679,423,870,448,464,439,973
1022,679,423,721,444,542,439,941
1097,681,444,721,442,544,439,924
1112,689,444,721,369,663,439,820
1124,689,444,721,347,956,439,774
1221,689,444,721,356,967,439,754
1249,689,444,689,506,1206,439,620
1278,689,444,668,473,1196,454,620
1278,689,431,675,473,1155,469,620
1278,636,484,675,473,1138,469,678
1278,533,587,673,473,1075,465,793
1271,525,568,707,473,1055,527,794
1252,506,606,669,473,1043,569,799
1252,506,548,710,473,1043,535,799
1252,506,548,709,482,1024,647,987
1229,454,623,640,629,1024,519,982
1229,406,671,433,629,1022,545,953
1229,382,695,224,629,989,574,953
1233,499,705,222,658,1126,568,953
1239,497,634,295,658,1123,575,953
1167,567,614,208,658,1123,577,963
1081,654,523,299,658,1123,709,963
1053,682,523,291,658,1123,711,963
1056,682,523,291,658,1123,794,966
875,863,523,291,658,1123,782,1150
836,900,525,291,479,1123,778,1162
641,995,661,291,350,1123,745,1050
641,927,715,305,350,1094,1020,917
539,1010,724,326,350,1086,1022,800
518,982,776,326,350,1033,1024,800
537,982,775,327,382,1144,1024,802
654,983,679,423,388,1112,1024,802
620,1022,679,423,388,1029,1024,805
562,1097,681,444,388,1060,1024,805
539,1112,689,444,388,1025,1123,723
549,1124,689,444,390,742,1123,713
453,1221,689,444,400,731,1123,910
427,1249,689,444,250,492,1158,912
456,1278,689,444,244,492,1143,1092
456,1278,689,431,285,492,1203,1102
456,1278,636,484,369,492,1372,1062
456,1278,533,587,399,493,1419,947
456,1271,525,568,399,474,1309,946
509,1252,506,606,410,502,1241,993
512,1252,506,548,481,515,1272,993
518,1252,506,548,627,515,1114,805
537,1229,454,623,517,515,1096,979
551,1229,406,671,517,515,1069,1110
551,1229,382,695,518,514,1039,1216
420,1233,499,705,491,319,1034,1221
414,1239,497,634,491,337,1027,1221
425,1167,567,614,491,340,1025,1211
456,1081,654,523,491,340,901,1211
478,1053,682,523,491,370,904,1259
552,1056,682,523,491,496,821,1263
624,875,863,523,491,550,784,1079
645,836,900,525,491,581,819,1160
618,641,995,661,491,581,819,1174
757,641,927,715,491,596,541,1147
746,539,1010,724,491,703,553,1108
743,518,982,776,491,950,552,1108
724,537,982,775,459,871,598,1137
643,654,983,679,453,905,616,1137
638,620,1022,679,453,1257,616,1147
598,562,1097,681,453,1400,616,1147
715,539,1112,689,453,1421,529,1133
713,549,1124,689,473,1411,530,1138
753,453,1221,689,471,1412,530,941
753,427,1249,689,517,1413,495,1098
695,456,1278,689,703,1416,519,952
713,456,1278,689,671,1465,444,1081
766,456,1278,636,647,1651,275,1073
839,456,1278,533,640,1702,228,1128
848,456,1271,525,640,1720,227,1134
795,509,1252,506,629,1666,225,1205
834,512,1252,506,558,1716,247,1292
828,518,1252,506,403,1739,356,1391
810,537,1229,454,366,1857,502,1271
842,551,1229,406,366,1886,505,1161
852,551,1229,382,365,2073,505,1055
852,420,1233,499,363,2089,504,1050
854,414,1239,497,381,2072,527,1195
843,425,1167,567,381,2111,527,1247
811,456,1081,654,418,2138,520,1252
789,478,1053,682,418,2154,515,1231
715,552,1056,682,496,2127,515,1226
651,624,875,863,555,2080,515,1235
742,645,836,900,561,2049,480,1142
733,618,641,995,563,2049,480,1159
594,757,641,927,563,2034,479,1172
607,746,539,1010,563,1984,465,1242
619,743,518,982,565,1742,535,1354
629,724,537,982,592,1731,494,1467
592,643,654,983,592,1697,512,1467
592,638,620,1022,624,1406,551,1550
616,598,562,1097,673,1228,611,1616
499,715,539,1112,717,1123,631,1650
481,713,549,1124,695,1132,631,1643
440,753,453,1221,680,1141,713,1642
438,753,427,1249,678,1144,796,1483
457,695,456,1278,501,1209,788,1503
452,713,456,1278,492,1188,801,1409
399,766,456,1278,432,1005,812,1355
326,839,456,1278,409,953,856,1303
317,848,456,1271,409,935,898,1297
317,795,509,1252,409,935,898,1228
275,834,512,1252,409,872,844,1244
275,828,518,1252,409,849,715,1164
274,810,537,1229,409,731,562,1110
228,842,551,1229,409,702,559,1242
218,852,551,1229,415,515,559,1276
218,852,420,1233,433,504,559,1290
216,854,414,1239,549,504,536,1181
216,843,425,1167,648,469,536,1251
216,811,456,1081,612,479,535,1263
272,789,478,1053,612,437,535,1249
356,715,552,1056,534,338,535,1247
440,651,624,875,475,331,535,1271
344,742,645,836,477,331,537,1272
344,733,618,641,574,387,537,1240
344,594,757,641,587,412,552,1227
346,607,746,539,587,511,564,1157
365,619,743,518,608,509,493,1046
402,629,724,537,581,524,496,903
419,592,643,654,585,530,547,962
419,592,638,620,553,572,508,918
395,616,598,562,588,619,496,884
411,499,715,539,567,624,609,854
411,481,713,549,567,758,763,869
411,440,753,453,565,841,681,869
433,438,753,427,521,875,598,870
441,457,695,456,521,1048,582,946
428,452,713,456,522,1354,569,939
433,399,766,456,522,1398,558,948
433,326,839,456,522,1532,514,1147
485,317,848,456,538,1532,472,1391
485,317,795,509,576,1532,472,1343
486,275,834,512,577,1532,472,1240
517,275,828,518,660,1532,472,1221
517,274,810,537,683,1532,472,1222
532,228,842,551,703,1532,472,1104
538,218,852,551,901,1532,472,1070
578,218,852,420,1050,1527,472,1056
578,216,854,414,1017,1528,472,1020
578,216,843,425,985,1521,472,898
578,216,811,456,1026,1493,507,881
522,272,789,478,1079,1489,517,868
515,356,715,552,1118,1489,517,871
513,440,651,624,1127,1489,517,851
506,344,742,645,1179,1517,563,863
650,344,733,618,1086,1506,586,868
650,344,594,757,1073,1500,573,954
635,346,607,746,1073,1372,572,1036
608,365,619,743,1050,1371,650,1124
562,402,629,724,1072,1332,701,1188
545,419,592,643,1080,1318,650,1172
545,419,592,638,1102,1241,767,1200
545,395,616,598,1026,1213,777,1205
530,411,499,715,1016,1279,642,1197
528,411,481,713,1017,1151,487,1182
530,411,440,753,1017,1058,487,1182
525,433,438,753,1049,1020,490,1181
500,441,457,695,1091,782,491,1051
516,428,452,713,1091,550,491,1036
513,433,399,766,1091,564,491,1092
513,433,326,839,1091,437,495,999
461,485,317,848,1075,438,541,839
461,485,317,795,1042,438,546,907
460,486,275,834,1082,443,592,956
429,517,275,828,1059,445,607,985
429,517,274,810,1036,445,870,987
479,532,228,842,1021,445,925,952
518,538,218,852,817,445,980,952
593,578,218,852,650,445,1012,1144
726,578,216,854,549,443,1212,1147
745,578,216,843,482,443,1216,1147
746,578,216,811,440,434,1181,1147
746,522,272,789,387,434,1171,1157
666,515,356,715,348,434,1171,1154
605,513,440,651,339,434,1211,1141
609,506,344,742,279,406,1275,1128
526,650,344,733,273,361,1382,1123
558,650,344,594,273,342,1380,1051
558,635,346,607,293,314,1419,980
555,608,365,619,293,312,1435,924
555,562,402,629,273,312,1402,859
555,545,419,592,292,312,1469,817
568,545,419,592,271,286,1491,744
568,545,395,616,271,267,1457,707
567,530,411,499,314,198,1448,729
567,528,411,481,313,324,1448,769
565,530,411,440,313,366,1448,769
548,525,433,438,281,367,1445,820
553,500,441,457,230,364,1444,897
543,516,428,452,235,262,1444,874
544,513,433,399,241,329,1469,823
550,513,433,326,266,322,1479,753
554,461,485,317,266,321,1433,727
560,461,485,317,263,321,1428,670
560,460,486,275,228,316,1382,668
573,429,517,275,168,317,1367,708
594,429,517,274,255,317,1105,758
529,479,532,228,251,317,1050,780
484,518,538,218,251,317,1091,851
369,593,578,218,251,317,1059,717
236,726,578,216,251,317,859,723
217,745,578,216,251,317,855,794
216,746,578,216,251,317,1089,819
216,746,522,272,290,317,1246,815
216,666,515,356,362,317,1349,923
187,605,513,440,396,317,1368,1135
190,609,506,344,443,317,1260,1167
129,526,650,344,447,317,1130,1219
106,558,650,344,447,317,1130,1280
106,558,635,346,427,402,1080,1305
162,555,608,365,427,438,986,1272
184,555,562,402,425,438,960,1285
