Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1,Accum_y-2
326,624,564,106,558,635,346,607,746,539,444,555
326,563,568,162,555,608,365,619,743,518,444,555
376,563,545,184,555,562,402,629,724,537,444,555
334,796,551,189,555,545,419,592,643,654,444,458
392,796,500,227,568,545,419,592,638,620,431,484
456,796,475,252,568,545,395,616,598,562,484,523
505,796,475,252,567,530,411,499,715,539,587,549
505,796,475,252,567,528,411,481,713,549,568,537
493,772,545,252,565,530,411,440,753,453,606,611
507,749,568,252,548,525,433,438,753,427,548,594
759,740,559,263,553,500,441,457,695,456,548,570
772,758,565,265,543,516,428,452,713,456,623,570
848,660,607,318,544,513,433,399,766,456,671,570
848,649,590,340,550,513,433,326,839,456,695,481
848,649,584,342,554,461,485,317,848,456,705,481
848,649,584,336,560,461,485,317,795,509,634,443
848,649,584,336,560,460,486,275,834,512,614,443
848,649,584,323,573,429,517,275,828,518,523,442
848,556,677,302,594,429,517,274,810,537,523,442
847,468,766,302,529,479,532,228,842,551,523,274
847,468,766,302,484,518,538,218,852,551,523,281
847,468,726,342,369,593,578,218,852,420,525,281
957,468,685,383,236,726,578,216,854,414,661,217
957,468,685,383,217,745,578,216,843,425,715,217
1024,468,662,406,216,746,578,216,811,456,724,232
1024,343,723,470,216,746,522,272,789,478,776,392
1024,339,721,476,216,666,515,356,715,552,775,392
1027,338,722,476,187,605,513,440,651,624,679,392
1076,323,737,460,190,609,506,344,742,645,679,396
1093,323,734,463,129,526,650,344,733,618,681,398
1091,325,733,455,106,558,650,344,594,757,689,471
1134,326,624,564,106,558,635,346,607,746,689,493
1273,326,563,568,162,555,608,365,619,743,689,493
1657,376,563,545,184,555,562,402,629,724,689,493
1456,334,796,551,189,555,545,419,592,643,689,532
1398,392,796,500,227,568,545,419,592,638,689,506
1334,456,796,475,252,568,545,395,616,598,636,467
1285,505,796,475,252,567,530,411,499,715,533,441
1286,505,796,475,252,567,528,411,481,713,525,417
1252,493,772,545,252,565,530,411,440,753,506,322
1297,507,749,568,252,548,525,433,438,753,506,322
1045,759,740,559,263,553,500,441,457,695,506,322
1055,772,758,565,265,543,516,428,452,713,454,322
1007,848,660,607,318,544,513,433,399,766,406,322
1007,848,649,590,340,550,513,433,326,839,382,322
1007,848,649,584,342,554,461,485,317,848,499,322
1019,848,649,584,336,560,461,485,317,795,497,322
1032,848,649,584,336,560,460,486,275,834,567,322
1135,848,649,584,323,573,429,517,275,828,654,322
1249,848,556,677,302,594,429,517,274,810,682,322
1249,847,468,766,302,529,479,532,228,842,682,322
1249,847,468,766,302,484,518,538,218,852,863,315
1249,847,468,726,342,369,593,578,218,852,900,494
1139,957,468,685,383,236,726,578,216,854,995,623
1160,957,468,685,383,217,745,578,216,843,927,623
1093,1024,468,662,406,216,746,578,216,811,1010,608
1093,1024,343,723,470,216,746,522,272,789,982,448
1093,1024,339,721,476,216,666,515,356,715,982,448
1092,1027,338,722,476,187,605,513,440,651,983,448
1044,1076,323,737,460,190,609,506,344,742,1022,444
1087,1093,323,734,463,129,526,650,344,733,1097,442
1087,1091,325,733,455,106,558,650,344,594,1112,369
1043,1134,326,624,564,106,558,635,346,607,1124,347
904,1273,326,563,568,162,555,608,365,619,1221,356
470,1657,376,563,545,184,555,562,402,629,1249,506
469,1456,334,796,551,189,555,545,419,592,1278,473
469,1398,392,796,500,227,568,545,419,592,1278,473
469,1334,456,796,475,252,568,545,395,616,1278,473
469,1285,505,796,475,252,567,530,411,499,1278,473
468,1286,505,796,475,252,567,528,411,481,1271,473
468,1252,493,772,545,252,565,530,411,440,1252,473
409,1297,507,749,568,252,548,525,433,438,1252,473
409,1045,759,740,559,263,553,500,441,457,1252,482
354,1055,772,758,565,265,543,516,428,452,1229,629
326,1007,848,660,607,318,544,513,433,399,1229,629
327,1007,848,649,590,340,550,513,433,326,1229,629
658,1007,848,649,584,342,554,461,485,317,1233,658
759,1019,848,649,584,336,560,461,485,317,1239,658
776,1032,848,649,584,336,560,460,486,275,1167,658
673,1135,848,649,584,323,573,429,517,275,1081,658
560,1249,848,556,677,302,594,429,517,274,1053,658
610,1249,847,468,766,302,529,479,532,228,1056,658
652,1249,847,468,766,302,484,518,538,218,875,658
652,1249,847,468,726,342,369,593,578,218,836,479
652,1139,957,468,685,383,236,726,578,216,641,350
631,1160,957,468,685,383,217,745,578,216,641,350
631,1093,1024,468,662,406,216,746,578,216,539,350
631,1093,1024,343,723,470,216,746,522,272,518,350
631,1093,1024,339,721,476,216,666,515,356,537,382
629,1092,1027,338,722,476,187,605,513,440,654,388
628,1044,1076,323,737,460,190,609,506,344,620,388
575,1087,1093,323,734,463,129,526,650,344,562,388
575,1087,1091,325,733,455,106,558,650,344,539,388
586,1043,1134,326,624,564,106,558,635,346,549,390
596,904,1273,326,563,568,162,555,608,365,453,400
613,470,1657,376,563,545,184,555,562,402,427,250
652,469,1456,334,796,551,189,555,545,419,456,244
825,469,1398,392,796,500,227,568,545,419,456,285
842,469,1334,456,796,475,252,568,545,395,456,369
842,469,1285,505,796,475,252,567,530,411,456,399
842,468,1286,505,796,475,252,567,528,411,456,399
842,468,1252,493,772,545,252,565,530,411,509,410
842,409,1297,507,749,568,252,548,525,433,512,481
842,409,1045,759,740,559,263,553,500,441,518,627
842,354,1055,772,758,565,265,543,516,428,537,517
843,326,1007,848,660,607,318,544,513,433,551,517
842,327,1007,848,649,590,340,550,513,433,551,518
511,658,1007,848,649,584,342,554,461,485,420,491
398,759,1019,848,649,584,336,560,461,485,414,491
368,776,1032,848,649,584,336,560,460,486,425,491
368,673,1135,848,649,584,323,573,429,517,456,491
367,560,1249,848,556,677,302,594,429,517,478,491
317,610,1249,847,468,766,302,529,479,532,552,491
275,652,1249,847,468,766,302,484,518,538,624,491
280,652,1249,847,468,726,342,369,593,578,645,491
323,652,1139,957,468,685,383,236,726,578,618,491
383,631,1160,957,468,685,383,217,745,578,757,491
424,631,1093,1024,468,662,406,216,746,578,746,491
477,631,1093,1024,343,723,470,216,746,522,743,491
481,631,1093,1024,339,721,476,216,666,515,724,459
481,629,1092,1027,338,722,476,187,605,513,643,453
483,628,1044,1076,323,737,460,190,609,506,638,453
476,575,1087,1093,323,734,463,129,526,650,598,453
476,575,1087,1091,325,733,455,106,558,650,715,453
465,586,1043,1134,326,624,564,106,558,635,713,473
455,596,904,1273,326,563,568,162,555,608,753,471
438,613,470,1657,376,563,545,184,555,562,753,517
493,652,469,1456,334,796,551,189,555,545,695,703
338,825,469,1398,392,796,500,227,568,545,713,671
402,842,469,1334,456,796,475,252,568,545,766,647
471,842,469,1285,505,796,475,252,567,530,839,640
522,842,468,1286,505,796,475,252,567,528,848,640
547,842,468,1252,493,772,545,252,565,530,795,629
547,842,409,1297,507,749,568,252,548,525,834,558
552,842,409,1045,759,740,559,263,553,500,828,403
552,842,354,1055,772,758,565,265,543,516,810,366
561,843,326,1007,848,660,607,318,544,513,842,366
561,842,327,1007,848,649,590,340,550,513,852,365
563,511,658,1007,848,649,584,342,554,461,852,363
573,398,759,1019,848,649,584,336,560,461,854,381
573,368,776,1032,848,649,584,336,560,460,843,381
573,368,673,1135,848,649,584,323,573,429,811,418
647,367,560,1249,848,556,677,302,594,429,789,418
665,317,610,1249,847,468,766,302,529,479,715,496
680,275,652,1249,847,468,766,302,484,518,651,555
675,280,652,1249,847,468,726,342,369,593,742,561
632,323,652,1139,957,468,685,383,236,726,733,563
572,383,631,1160,957,468,685,383,217,745,594,563
539,424,631,1093,1024,468,662,406,216,746,607,563
486,477,631,1093,1024,343,723,470,216,746,619,565
482,481,631,1093,1024,339,721,476,216,666,629,592
520,481,629,1092,1027,338,722,476,187,605,592,592
518,483,628,1044,1076,323,737,460,190,609,592,624
542,476,575,1087,1093,323,734,463,129,526,616,673
569,476,575,1087,1091,325,733,455,106,558,499,717
593,465,586,1043,1134,326,624,564,106,558,481,695
593,455,596,904,1273,326,563,568,162,555,440,680
593,438,613,470,1657,376,563,545,184,555,438,678
499,493,652,469,1456,334,796,551,189,555,457,501
607,338,825,469,1398,392,796,500,227,568,452,492
619,402,842,469,1334,456,796,475,252,568,399,432
666,471,842,469,1285,505,796,475,252,567,326,409
671,522,842,468,1286,505,796,475,252,567,317,409
668,547,842,468,1252,493,772,545,252,565,317,409
668,547,842,409,1297,507,749,568,252,548,275,409
699,552,842,409,1045,759,740,559,263,553,275,409
699,552,842,354,1055,772,758,565,265,543,274,409
689,561,843,326,1007,848,660,607,318,544,228,409
689,561,842,327,1007,848,649,590,340,550,218,415
687,563,511,658,1007,848,649,584,342,554,218,433
677,573,398,759,1019,848,649,584,336,560,216,549
677,573,368,776,1032,848,649,584,336,560,216,648
689,573,368,673,1135,848,649,584,323,573,216,612
680,647,367,560,1249,848,556,677,302,594,272,612
667,665,317,610,1249,847,468,766,302,529,356,534
660,680,275,652,1249,847,468,766,302,484,440,475
680,675,280,652,1249,847,468,726,342,369,344,477
680,632,323,652,1139,957,468,685,383,236,344,574
680,572,383,631,1160,957,468,685,383,217,344,587
672,539,424,631,1093,1024,468,662,406,216,346,587
672,486,477,631,1093,1024,343,723,470,216,365,608
672,482,481,631,1093,1024,339,721,476,216,402,581
634,520,481,629,1092,1027,338,722,476,187,419,585
642,518,483,628,1044,1076,323,737,460,190,419,553
645,542,476,575,1087,1093,323,734,463,129,395,588
629,569,476,575,1087,1091,325,733,455,106,411,567
606,593,465,586,1043,1134,326,624,564,106,411,567
640,593,455,596,904,1273,326,563,568,162,411,565
704,593,438,613,470,1657,376,563,545,184,433,521
721,499,493,652,469,1456,334,796,551,189,441,521
595,607,338,825,469,1398,392,796,500,227,428,522
502,619,402,842,469,1334,456,796,475,252,433,522
386,666,471,842,469,1285,505,796,475,252,433,522
336,671,522,842,468,1286,505,796,475,252,485,538
314,668,547,842,468,1252,493,772,545,252,485,576
314,668,547,842,409,1297,507,749,568,252,486,577
278,699,552,842,409,1045,759,740,559,263,517,660
278,699,552,842,354,1055,772,758,565,265,517,683
278,689,561,843,326,1007,848,660,607,318,532,703
319,689,561,842,327,1007,848,649,590,340,538,901
319,687,563,511,658,1007,848,649,584,342,578,1050
319,677,573,398,759,1019,848,649,584,336,578,1017
319,677,573,368,776,1032,848,649,584,336,578,985
307,689,573,368,673,1135,848,649,584,323,578,1026
247,680,647,367,560,1249,848,556,677,302,522,1079
374,667,665,317,610,1249,847,468,766,302,515,1118
374,660,680,275,652,1249,847,468,766,302,513,1127
354,680,675,280,652,1249,847,468,726,342,506,1179
380,680,632,323,652,1139,957,468,685,383,650,1086
387,680,572,383,631,1160,957,468,685,383,650,1073
387,672,539,424,631,1093,1024,468,662,406,635,1073
387,672,486,477,631,1093,1024,343,723,470,608,1050
387,672,482,481,631,1093,1024,339,721,476,562,1072
391,634,520,481,629,1092,1027,338,722,476,545,1080
384,642,518,483,628,1044,1076,323,737,460,545,1102
357,645,542,476,575,1087,1093,323,734,463,545,1026
346,629,569,476,575,1087,1091,325,733,455,530,1016
345,606,593,465,586,1043,1134,326,624,564,528,1017
311,640,593,455,596,904,1273,326,563,568,530,1017
247,704,593,438,613,470,1657,376,563,545,525,1049
230,721,499,493,652,469,1456,334,796,551,500,1091
230,595,607,338,825,469,1398,392,796,500,516,1091
230,502,619,402,842,469,1334,456,796,475,513,1091
230,386,666,471,842,469,1285,505,796,475,513,1091
224,336,671,522,842,468,1286,505,796,475,461,1075
224,314,668,547,842,468,1252,493,772,545,461,1042
225,314,668,547,842,409,1297,507,749,568,460,1082
246,278,699,552,842,409,1045,759,740,559,429,1059
258,278,699,552,842,354,1055,772,758,565,429,1036
270,278,689,561,843,326,1007,848,660,607,479,1021
229,319,689,561,842,327,1007,848,649,590,518,817
239,319,687,563,511,658,1007,848,649,584,593,650
239,319,677,573,398,759,1019,848,649,584,726,549
240,319,677,573,368,776,1032,848,649,584,745,482
431,307,689,573,368,673,1135,848,649,584,746,440
444,247,680,647,367,560,1249,848,556,677,746,387
339,374,667,665,317,610,1249,847,468,766,666,348
427,374,660,680,275,652,1249,847,468,766,605,339
433,354,680,675,280,652,1249,847,468,726,609,279
417,380,680,632,323,652,1139,957,468,685,526,273
446,387,680,572,383,631,1160,957,468,685,558,273
446,387,672,539,424,631,1093,1024,468,662,558,293
446,387,672,486,477,631,1093,1024,343,723,555,293
446,387,672,482,481,631,1093,1024,339,721,555,273
442,391,634,520,481,629,1092,1027,338,722,555,292
441,384,642,518,483,628,1044,1076,323,737,568,271
464,357,645,542,476,575,1087,1093,323,734,568,271
486,346,629,569,476,575,1087,1091,325,733,567,314
515,345,606,593,465,586,1043,1134,326,624,567,313
522,311,640,593,455,596,904,1273,326,563,565,313
674,247,704,593,438,613,470,1657,376,563,548,281
674,230,721,499,493,652,469,1456,334,796,553,230
675,230,595,607,338,825,469,1398,392,796,543,235
687,230,502,619,402,842,469,1334,456,796,544,241
691,230,386,666,471,842,469,1285,505,796,550,266
762,224,336,671,522,842,468,1286,505,796,554,266
822,224,314,668,547,842,468,1252,493,772,560,263
832,225,314,668,547,842,409,1297,507,749,560,228
817,246,278,699,552,842,409,1045,759,740,573,168
805,258,278,699,552,842,354,1055,772,758,594,255
793,270,278,689,561,843,326,1007,848,660,529,251
793,229,319,689,561,842,327,1007,848,649,484,251
783,239,319,687,563,511,658,1007,848,649,369,251
783,239,319,677,573,398,759,1019,848,649,236,251
782,240,319,677,573,368,776,1032,848,649,217,251
591,431,307,689,573,368,673,1135,848,649,216,251
573,444,247,680,647,367,560,1249,848,556,216,290
591,339,374,667,665,317,610,1249,847,468,216,362
516,427,374,660,680,275,652,1249,847,468,187,396
510,433,354,680,675,280,652,1249,847,468,190,443
500,417,380,680,632,323,652,1139,957,468,129,447
634,446,387,680,572,383,631,1160,957,468,106,447
717,446,387,672,539,424,631,1093,1024,468,106,427
721,446,387,672,486,477,631,1093,1024,343,162,427
768,446,387,672,482,481,631,1093,1024,339,184,425
805,442,391,634,520,481,629,1092,1027,338,189,394
875,441,384,642,518,483,628,1044,1076,323,227,393
958,464,357,645,542,476,575,1087,1093,323,252,385
950,486,346,629,569,476,575,1087,1091,325,252,329
1056,515,345,606,593,465,586,1043,1134,326,252,329
1104,522,311,640,593,455,596,904,1273,326,252,415
977,674,247,704,593,438,613,470,1657,376,252,417
977,674,230,721,499,493,652,469,1456,334,263,453
976,675,230,595,607,338,825,469,1398,392,265,517
964,687,230,502,619,402,842,469,1334,456,318,526
960,691,230,386,666,471,842,469,1285,505,340,512
889,762,224,336,671,522,842,468,1286,505,342,529
829,822,224,314,668,547,842,468,1252,493,336,527
818,832,225,314,668,547,842,409,1297,507,336,523
815,817,246,278,699,552,842,409,1045,759,323,523
823,805,258,278,699,552,842,354,1055,772,302,436
846,793,270,278,689,561,843,326,1007,848,302,435
856,793,229,319,689,561,842,327,1007,848,302,435
915,783,239,319,687,563,511,658,1007,848,342,435
922,783,239,319,677,573,398,759,1019,848,383,435
922,782,240,319,677,573,368,776,1032,848,383,443
922,591,431,307,689,573,368,673,1135,848,406,472
922,573,444,247,680,647,367,560,1249,848,470,515
877,591,339,374,667,665,317,610,1249,847,476,446
906,516,427,374,660,680,275,652,1249,847,476,412
906,510,433,354,680,675,280,652,1249,847,460,514
906,500,417,380,680,632,323,652,1139,957,463,510
736,634,446,387,680,572,383,631,1160,957,455,510
653,717,446,387,672,539,424,631,1093,1024,564,510
682,721,446,387,672,486,477,631,1093,1024,568,510
635,768,446,387,672,482,481,631,1093,1024,545,542
598,805,442,391,634,520,481,629,1092,1027,551,563
528,875,441,384,642,518,483,628,1044,1076,500,569
520,958,464,357,645,542,476,575,1087,1093,475,569
517,950,486,346,629,569,476,575,1087,1091,475,571
382,1056,515,345,606,593,465,586,1043,1134,475,571
327,1104,522,311,640,593,455,596,904,1273,545,523
302,977,674,247,704,593,438,613,470,1657,568,538
317,977,674,230,721,499,493,652,469,1456,559,503
317,976,675,230,595,607,338,825,469,1398,565,502
317,964,687,230,502,619,402,842,469,1334,607,694
427,960,691,230,386,666,471,842,469,1285,590,892
432,889,762,224,336,671,522,842,468,1286,584,877
432,829,822,224,314,668,547,842,468,1252,584,877
432,818,832,225,314,668,547,842,409,1297,584,984
557,815,817,246,278,699,552,842,409,1045,584,984
571,823,805,258,278,699,552,842,354,1055,677,992
548,846,793,270,278,689,561,843,326,1007,766,992
538,856,793,229,319,689,561,842,327,1007,766,992
876,915,783,239,319,687,563,511,658,1007,726,992
869,922,783,239,319,677,573,398,759,1019,685,992
908,922,782,240,319,677,573,368,776,1032,685,984
959,922,591,431,307,689,573,368,673,1135,662,955
1144,922,573,444,247,680,647,367,560,1249,723,873
1191,877,591,339,374,667,665,317,610,1249,721,870
1160,906,516,427,374,660,680,275,652,1249,722,870
1173,906,510,433,354,680,675,280,652,1249,737,721
1197,906,500,417,380,680,632,323,652,1139,734,721
1247,736,634,446,387,680,572,383,631,1160,733,721
1385,653,717,446,387,672,539,424,631,1093,624,721
1384,682,721,446,387,672,486,477,631,1093,563,721
1384,635,768,446,387,672,482,481,631,1093,563,689
1487,598,805,442,391,634,520,481,629,1092,796,668
1512,528,875,441,384,642,518,483,628,1044,796,675
1428,520,958,464,357,645,542,476,575,1087,796,675
1468,517,950,486,346,629,569,476,575,1087,796,673
1468,382,1056,515,345,606,593,465,586,1043,796,707
1468,327,1104,522,311,640,593,455,596,904,772,669
1470,302,977,674,247,704,593,438,613,470,749,710
1456,317,977,674,230,721,499,493,652,469,740,709
1456,317,976,675,230,595,607,338,825,469,758,640
1456,317,964,687,230,502,619,402,842,469,660,433
1346,427,960,691,230,386,666,471,842,469,649,224
1341,432,889,762,224,336,671,522,842,468,649,222
1341,432,829,822,224,314,668,547,842,468,649,295
1341,432,818,832,225,314,668,547,842,409,649,208
1213,557,815,817,246,278,699,552,842,409,649,299
1191,571,823,805,258,278,699,552,842,354,556,291
1288,548,846,793,270,278,689,561,843,326,468,291
1338,538,856,793,229,319,689,561,842,327,468,291
941,876,915,783,239,319,687,563,511,658,468,291
941,869,922,783,239,319,677,573,398,759,468,291
1017,908,922,782,240,319,677,573,368,776,468,305
1114,959,922,591,431,307,689,573,368,673,468,326
929,1144,922,573,444,247,680,647,367,560,343,326
898,1191,877,591,339,374,667,665,317,610,339,327
879,1160,906,516,427,374,660,680,275,652,338,423
866,1173,906,510,433,354,680,675,280,652,323,423
842,1197,906,500,417,380,680,632,323,652,323,444
933,1247,736,634,446,387,680,572,383,631,325,444
803,1385,653,717,446,387,672,539,424,631,326,444
782,1384,682,721,446,387,672,486,477,631,326,444
782,1384,635,768,446,387,672,482,481,631,376,444
681,1487,598,805,442,391,634,520,481,629,334,444
656,1512,528,875,441,384,642,518,483,628,392,431
642,1428,520,958,464,357,645,542,476,575,456,484
591,1468,517,950,486,346,629,569,476,575,505,587
591,1468,382,1056,515,345,606,593,465,586,505,568
591,1468,327,1104,522,311,640,593,455,596,493,606
608,1470,302,977,674,247,704,593,438,613,507,548
624,1456,317,977,674,230,721,499,493,652,759,548
625,1456,317,976,675,230,595,607,338,825,772,623
629,1456,317,964,687,230,502,619,402,842,848,671
629,1346,427,960,691,230,386,666,471,842,848,695
629,1341,432,889,762,224,336,671,522,842,848,705
629,1341,432,829,822,224,314,668,547,842,848,634
629,1341,432,818,832,225,314,668,547,842,848,614
629,1213,557,815,817,246,278,699,552,842,848,523
629,1191,571,823,805,258,278,699,552,842,848,523
532,1288,548,846,793,270,278,689,561,843,847,523
482,1338,538,856,793,229,319,689,561,842,847,523
482,941,876,915,783,239,319,687,563,511,847,525
482,941,869,922,783,239,319,677,573,398,957,661
367,1017,908,922,782,240,319,677,573,368,957,715
219,1114,959,922,591,431,307,689,573,368,1024,724
219,929,1144,922,573,444,247,680,647,367,1024,776
223,898,1191,877,591,339,374,667,665,317,1024,775
223,879,1160,906,516,427,374,660,680,275,1027,679
223,866,1173,906,510,433,354,680,675,280,1076,679
223,842,1197,906,500,417,380,680,632,323,1093,681
82,933,1247,736,634,446,387,680,572,383,1091,689
88,803,1385,653,717,446,387,672,539,424,1134,689
124,782,1384,682,721,446,387,672,486,477,1273,689
124,782,1384,635,768,446,387,672,482,481,1657,689
122,681,1487,598,805,442,391,634,520,481,1456,689
122,656,1512,528,875,441,384,642,518,483,1398,689
134,642,1428,520,958,464,357,645,542,476,1334,636
188,591,1468,517,950,486,346,629,569,476,1285,533
222,591,1468,382,1056,515,345,606,593,465,1286,525
501,591,1468,327,1104,522,311,640,593,455,1252,506
482,608,1470,302,977,674,247,704,593,438,1297,506
465,624,1456,317,977,674,230,721,499,493,1045,506
465,625,1456,317,976,675,230,595,607,338,1055,454
461,629,1456,317,964,687,230,502,619,402,1007,406
475,629,1346,427,960,691,230,386,666,471,1007,382
531,629,1341,432,889,762,224,336,671,522,1007,499
612,629,1341,432,829,822,224,314,668,547,1019,497
617,629,1341,432,818,832,225,314,668,547,1032,567
713,629,1213,557,815,817,246,278,699,552,1135,654
831,629,1191,571,823,805,258,278,699,552,1249,682
832,532,1288,548,846,793,270,278,689,561,1249,682
834,482,1338,538,856,793,229,319,689,561,1249,863
1012,482,941,876,915,783,239,319,687,563,1249,900
1021,482,941,869,922,783,239,319,677,573,1139,995
1044,367,1017,908,922,782,240,319,677,573,1160,927
1062,219,1114,959,922,591,431,307,689,573,1093,1010
1132,219,929,1144,922,573,444,247,680,647,1093,982
1113,223,898,1191,877,591,339,374,667,665,1093,982
1113,223,879,1160,906,516,427,374,660,680,1092,983
1363,223,866,1173,906,510,433,354,680,675,1044,1022
1469,223,842,1197,906,500,417,380,680,632,1087,1097
1553,82,933,1247,736,634,446,387,680,572,1087,1112
1539,88,803,1385,653,717,446,387,672,539,1043,1124
1666,124,782,1384,682,721,446,387,672,486,904,1221
1748,124,782,1384,635,768,446,387,672,482,470,1249
1748,122,681,1487,598,805,442,391,634,520,469,1278
1748,122,656,1512,528,875,441,384,642,518,469,1278
1736,134,642,1428,520,958,464,357,645,542,469,1278
1682,188,591,1468,517,950,486,346,629,569,469,1278
1670,222,591,1468,382,1056,515,345,606,593,468,1271
1391,501,591,1468,327,1104,522,311,640,593,468,1252
1391,482,608,1470,302,977,674,247,704,593,409,1252
1391,465,624,1456,317,977,674,230,721,499,409,1252
1390,465,625,1456,317,976,675,230,595,607,354,1229
1390,461,629,1456,317,964,687,230,502,619,326,1229
1376,475,629,1346,427,960,691,230,386,666,327,1229
1320,531,629,1341,432,889,762,224,336,671,658,1233
1239,612,629,1341,432,829,822,224,314,668,759,1239
1234,617,629,1341,432,818,832,225,314,668,776,1167
1138,713,629,1213,557,815,817,246,278,699,673,1081
1020,831,629,1191,571,823,805,258,278,699,560,1053
1022,832,532,1288,548,846,793,270,278,689,610,1056
1020,834,482,1338,538,856,793,229,319,689,652,875
867,1012,482,941,876,915,783,239,319,687,652,836
878,1021,482,941,869,922,783,239,319,677,652,641
860,1044,367,1017,908,922,782,240,319,677,631,641
842,1062,219,1114,959,922,591,431,307,689,631,539
772,1132,219,929,1144,922,573,444,247,680,631,518
771,1113,223,898,1191,877,591,339,374,667,631,537
771,1113,223,879,1160,906,516,427,374,660,629,654
527,1363,223,866,1173,906,510,433,354,680,628,620
434,1469,223,842,1197,906,500,417,380,680,575,562
358,1553,82,933,1247,736,634,446,387,680,575,539
358,1539,88,803,1385,653,717,446,387,672,586,549
184,1666,124,782,1384,682,721,446,387,672,596,453
118,1748,124,782,1384,635,768,446,387,672,613,427
174,1748,122,681,1487,598,805,442,391,634,652,456
193,1748,122,656,1512,528,875,441,384,642,825,456
381,1736,134,642,1428,520,958,464,357,645,842,456
630,1682,188,591,1468,517,950,486,346,629,842,456
609,1670,222,591,1468,382,1056,515,345,606,842,456
613,1391,501,591,1468,327,1104,522,311,640,842,509
677,1391,482,608,1470,302,977,674,247,704,842,512
682,1391,465,624,1456,317,977,674,230,721,842,518
682,1390,465,625,1456,317,976,675,230,595,842,537
683,1390,461,629,1456,317,964,687,230,502,843,551
683,1376,475,629,1346,427,960,691,230,386,842,551
683,1320,531,629,1341,432,889,762,224,336,511,420
683,1239,612,629,1341,432,829,822,224,314,398,414
683,1234,617,629,1341,432,818,832,225,314,368,425
683,1138,713,629,1213,557,815,817,246,278,368,456
683,1020,831,629,1191,571,823,805,258,278,367,478
680,1022,832,532,1288,548,846,793,270,278,317,552
680,1020,834,482,1338,538,856,793,229,319,275,624
655,867,1012,482,941,876,915,783,239,319,280,645
715,878,1021,482,941,869,922,783,239,319,323,618
747,860,1044,367,1017,908,922,782,240,319,383,757
752,842,1062,219,1114,959,922,591,431,307,424,746
784,772,1132,219,929,1144,922,573,444,247,477,743
934,771,1113,223,898,1191,877,591,339,374,481,724
995,771,1113,223,879,1160,906,516,427,374,481,643
990,527,1363,223,866,1173,906,510,433,354,483,638
977,434,1469,223,842,1197,906,500,417,380,476,598
969,358,1553,82,933,1247,736,634,446,387,476,715
976,358,1539,88,803,1385,653,717,446,387,465,713
977,184,1666,124,782,1384,682,721,446,387,455,753
961,118,1748,124,782,1384,635,768,446,387,438,753
928,174,1748,122,681,1487,598,805,442,391,493,695
927,193,1748,122,656,1512,528,875,441,384,338,713
739,381,1736,134,642,1428,520,958,464,357,402,766
490,630,1682,188,591,1468,517,950,486,346,471,839
489,609,1670,222,591,1468,382,1056,515,345,522,848
485,613,1391,501,591,1468,327,1104,522,311,547,795
421,677,1391,482,608,1470,302,977,674,247,547,834
416,682,1391,465,624,1456,317,977,674,230,552,828
423,682,1390,465,625,1456,317,976,675,230,552,810
422,683,1390,461,629,1456,317,964,687,230,561,842
422,683,1376,475,629,1346,427,960,691,230,561,852
485,683,1320,531,629,1341,432,889,762,224,563,852
485,683,1239,612,629,1341,432,829,822,224,573,854
565,683,1234,617,629,1341,432,818,832,225,573,843
580,683,1138,713,629,1213,557,815,817,246,573,811
580,683,1020,831,629,1191,571,823,805,258,647,789
628,680,1022,832,532,1288,548,846,793,270,665,715
636,680,1020,834,482,1338,538,856,793,229,680,651
695,655,867,1012,482,941,876,915,783,239,675,742
697,715,878,1021,482,941,869,922,783,239,632,733
758,747,860,1044,367,1017,908,922,782,240,572,594
782,752,842,1062,219,1114,959,922,591,431,539,607
776,784,772,1132,219,929,1144,922,573,444,486,619
885,934,771,1113,223,898,1191,877,591,339,482,629
851,995,771,1113,223,879,1160,906,516,427,520,592
927,990,527,1363,223,866,1173,906,510,433,518,592
929,977,434,1469,223,842,1197,906,500,417,542,616
929,969,358,1553,82,933,1247,736,634,446,569,499
947,976,358,1539,88,803,1385,653,717,446,593,481
946,977,184,1666,124,782,1384,682,721,446,593,440
947,961,118,1748,124,782,1384,635,768,446,593,438
924,928,174,1748,122,681,1487,598,805,442,499,457
906,927,193,1748,122,656,1512,528,875,441,607,452
993,739,381,1736,134,642,1428,520,958,464,619,399
1105,490,630,1682,188,591,1468,517,950,486,666,326
1122,489,609,1670,222,591,1468,382,1056,515,671,317
1128,485,613,1391,501,591,1468,327,1104,522,668,317
1196,421,677,1391,482,608,1470,302,977,674,668,275
1279,416,682,1391,465,624,1456,317,977,674,699,275
1278,423,682,1390,465,625,1456,317,976,675,699,274
1278,422,683,1390,461,629,1456,317,964,687,689,228
1320,422,683,1376,475,629,1346,427,960,691,689,218
1292,485,683,1320,531,629,1341,432,889,762,687,218
1293,485,683,1239,612,629,1341,432,829,822,677,216
1213,565,683,1234,617,629,1341,432,818,832,677,216
1198,580,683,1138,713,629,1213,557,815,817,689,216
1242,580,683,1020,831,629,1191,571,823,805,680,272
1194,628,680,1022,832,532,1288,548,846,793,667,356
1186,636,680,1020,834,482,1338,538,856,793,660,440
1127,695,655,867,1012,482,941,876,915,783,680,344
1045,697,715,878,1021,482,941,869,922,783,680,344
947,758,747,860,1044,367,1017,908,922,782,680,344
