Average Fitness 	  Best Individual
Infinity	 791.8298610058654
803.7477751069003	 791.8298610058654
799.0500896487898	 791.8298610058654
791.8298610058654	 791.8298610058654
791.8298610058654	 791.8298610058654
791.8298610058654	 791.8298610058654
793.6337209017477	 791.8298610058654
791.8298610058654	 791.8298610058654
793.6337209017477	 791.8298610058654
791.8298610058654	 791.8298610058654
791.8298610058654	 791.8298610058654
791.8298610058654	 791.8298610058654
791.8298610058654	 791.8298610058654
791.8298610058654	 791.8298610058654
793.6337209017477	 791.8298610058654
791.8298610058654	 791.8298610058654
795.4375807976301	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
795.4375807976301	 791.8298610058654
793.6337209017477	 791.8298610058654
791.8298610058654	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
795.4375807976301	 791.8298610058654
793.6337209017477	 791.8298610058654
791.8298610058654	 791.8298610058654
791.8298610058654	 791.8298610058654
793.6337209017477	 791.8298610058654
791.8298610058654	 791.8298610058654
791.8298610058654	 791.8298610058654
793.6337209017477	 791.8298610058654
799.0453005893946	 791.8298610058654
791.8298610058654	 791.8298610058654
793.6337209017477	 791.8298610058654
795.4375807976301	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6367920272421	 791.8298610058654
797.2414406935123	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
791.8298610058654	 791.8298610058654
793.6337209017477	 791.8298610058654
793.6337209017477	 791.8298610058654
