Average Fitness 	  Best Individual
Infinity	 805.1873012934963
1212.9338518269412	 557.5283449926131
732.1873393583134	 557.0087926418357
734.3269025882098	 557.061843593554
628.6244088173839	 557.061843593554
708.5533434714333	 557.0087926418357
658.5866863344975	 557.0087926418357
696.2330978864481	 557.0064620913882
689.8778223894576	 557.0064620913882
606.5797405752619	 557.0064620913882
607.682912784237	 557.0064620913882
632.8631373838366	 557.0064620913882
582.0839794089813	 557.0064620913882
607.6889725612301	 557.0064620913882
632.9724184214454	 557.0064620913882
582.1782003338661	 557.0064620913882
632.0719445122738	 557.0064620913882
607.6800537444357	 557.0064620913882
607.6827514663275	 557.0064620913882
639.5835198452852	 557.0064620913882
689.2527621604501	 557.0064620913882
689.0977674946674	 557.0064620913882
690.1551192295237	 557.0064620913882
639.2029000606587	 557.0064620913882
683.1166084671365	 557.0064620913882
557.0075758924445	 557.0064620913882
607.3425144885757	 557.0064620913882
607.2414853114686	 557.0064620913882
632.3038611014845	 557.0064620913882
608.024750325067	 557.0064620913882
633.5220723956215	 557.0064620913882
608.016297618362	 557.0064620913882
582.1765125838234	 557.0064620913882
582.5129340289371	 557.0064620913882
632.9635016094957	 557.0064620913882
582.5144644707602	 557.0064620913882
607.585111386604	 557.0064620913882
657.0396109995029	 557.0064620913882
633.1836503889052	 557.0064620913882
606.9065902984883	 557.0064620913882
557.0097070837709	 557.0064620913882
607.3439979889355	 557.0064620913882
607.2408738442846	 557.0064620913882
606.9029648891212	 557.0064620913882
557.0075758924445	 557.0064620913882
582.5193901837295	 557.0064620913882
582.5124679188476	 557.0064620913882
632.085724129624	 557.0064620913882
607.3445090356436	 557.0064620913882
690.1468481036959	 557.0064620913882
