Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1
548,1264,744,484,763,537
517,1259,816,443,804,542
512,1266,816,395,846,547
509,1254,831,341,900,547
488,1246,398,801,902,525
457,1303,402,801,902,524
410,1349,403,801,902,524
403,1252,502,823,902,524
403,1170,569,838,902,525
403,1102,637,838,902,522
403,1068,671,838,870,522
403,1033,706,838,860,531
403,1033,706,838,860,549
403,1026,713,838,860,549
403,772,967,838,738,550
350,719,1073,838,700,550
350,668,1124,755,678,550
350,668,1124,744,614,550
350,668,1115,743,624,550
295,723,1095,763,624,550
315,729,1051,807,624,546
389,613,1176,810,624,546
321,657,1176,834,624,428
319,549,1194,926,624,357
346,561,1170,884,569,275
244,665,1170,880,526,78
248,655,1180,880,525,52
248,647,1188,874,521,52
250,544,1291,874,466,73
253,542,1291,876,466,73
253,542,1283,884,428,73
247,548,1264,744,484,73
211,517,1259,816,443,68
209,512,1266,816,395,63
209,509,1254,831,341,63
209,488,1246,398,801,123
179,457,1303,402,801,124
185,410,1349,403,801,124
228,403,1252,502,823,124
228,403,1170,569,838,123
228,403,1102,637,838,117
228,403,1068,671,838,122
228,403,1033,706,838,113
246,403,1033,706,838,121
259,403,1026,713,838,124
380,403,772,967,838,297
538,350,719,1073,838,304
627,350,668,1124,755,308
636,350,668,1124,744,308
636,350,668,1115,743,353
643,295,723,1095,763,378
790,315,729,1051,807,534
709,389,613,1176,810,569
717,321,657,1176,834,723
731,319,549,1194,926,723
692,346,561,1170,884,723
703,244,665,1170,880,724
847,248,655,1180,880,719
1129,248,647,1188,874,719
1244,250,544,1291,874,733
1244,253,542,1291,876,733
1244,253,542,1283,884,735
1245,247,548,1264,744,751
1245,211,517,1259,816,751
1299,209,512,1266,816,751
1321,209,509,1254,831,751
1334,209,488,1246,398,691
1334,179,457,1303,402,690
1328,185,410,1349,403,697
1268,228,403,1252,502,697
1268,228,403,1170,569,697
1268,228,403,1102,637,697
1268,228,403,1068,671,692
1268,228,403,1033,706,692
1250,246,403,1033,706,666
1253,259,403,1026,713,663
1133,380,403,772,967,489
975,538,350,719,1073,482
886,627,350,668,1124,478
882,636,350,668,1124,478
925,636,350,668,1115,433
926,643,295,723,1095,423
753,790,315,729,1051,339
748,709,389,613,1176,345
759,717,321,657,1176,205
745,731,319,549,1194,205
757,692,346,561,1170,205
744,703,244,665,1170,239
596,847,248,655,1180,240
347,1129,248,647,1188,240
232,1244,250,544,1291,224
229,1244,253,542,1291,236
229,1244,253,542,1283,234
228,1245,247,548,1264,218
228,1245,211,517,1259,218
177,1299,209,512,1266,218
158,1321,209,509,1254,229
155,1334,209,488,1246,229
174,1334,179,457,1303,229
174,1328,185,410,1349,222
174,1268,228,403,1252,222
174,1268,228,403,1170,222
174,1268,228,403,1102,222
174,1268,228,403,1068,228
174,1268,228,403,1033,240
174,1250,246,403,1033,240
159,1253,259,403,1026,240
158,1133,380,403,772,240
158,975,538,350,719,240
158,886,627,350,668,240
153,882,636,350,668,240
110,925,636,350,668,240
102,926,643,295,723,225
102,753,790,315,729,153
102,748,709,389,613,112
83,759,717,321,657,106
83,745,731,319,549,110
98,757,692,346,561,110
195,744,703,244,665,73
242,596,847,248,655,72
220,347,1129,248,647,80
229,232,1244,250,544,61
229,229,1244,253,542,49
229,229,1244,253,542,53
229,228,1245,247,548,160
229,228,1245,211,517,183
227,177,1299,209,512,183
427,158,1321,209,509,172
517,155,1334,209,488,177
516,174,1334,179,457,207
517,174,1328,185,410,207
587,174,1268,228,403,207
617,174,1268,228,403,207
638,174,1268,228,403,207
653,174,1268,228,403,201
653,174,1268,228,403,189
653,174,1250,246,403,189
678,159,1253,259,403,190
710,158,1133,380,403,212
710,158,975,538,350,329
849,158,886,627,350,430
851,153,882,636,350,495
927,110,925,636,350,495
1054,102,926,643,295,498
1054,102,753,790,315,528
1054,102,748,709,389,531
1054,83,759,717,321,523
1054,83,745,731,319,568
1027,98,757,692,346,641
930,195,744,703,244,713
883,242,596,847,248,713
872,220,347,1129,248,705
861,229,232,1244,250,705
861,229,229,1244,253,705
861,229,229,1244,253,840
861,229,228,1245,247,749
861,229,228,1245,211,726
860,227,177,1299,209,726
657,427,158,1321,209,726
557,517,155,1334,209,721
731,516,174,1334,179,691
866,517,174,1328,185,691
796,587,174,1268,228,691
766,617,174,1268,228,691
885,638,174,1268,228,691
870,653,174,1268,228,691
1077,653,174,1268,228,691
1116,653,174,1250,246,691
1090,678,159,1253,259,690
1092,710,158,1133,380,668
1310,710,158,975,538,551
1171,849,158,886,627,450
1178,851,153,882,636,385
1144,927,110,925,636,480
1098,1054,102,926,643,484
1180,1054,102,753,790,464
1410,1054,102,748,709,461
1516,1054,83,759,717,466
1606,1054,83,745,731,417
1747,1027,98,757,692,344
1843,930,195,744,703,272
1843,883,242,596,847,273
1871,872,220,347,1129,286
1911,861,229,232,1244,295
1921,861,229,229,1244,316
1989,861,229,229,1244,251
2059,861,229,228,1245,250
2314,861,229,228,1245,295
2317,860,227,177,1299,366
2322,657,427,158,1321,383
2331,557,517,155,1334,395
2139,731,516,174,1334,395
2003,866,517,174,1328,419
2003,796,587,174,1268,426
2003,766,617,174,1268,426
1868,885,638,174,1268,426
1868,870,653,174,1268,426
1766,1077,653,174,1268,426
1727,1116,653,174,1250,426
1727,1090,678,159,1253,426
1821,1092,710,158,1133,426
1628,1310,710,158,975,426
1679,1171,849,158,886,426
1701,1178,851,153,882,426
1659,1144,927,110,925,331
1578,1098,1054,102,926,324
1496,1180,1054,102,753,363
1283,1410,1054,102,748,364
1189,1516,1054,83,759,359
1099,1606,1054,83,745,359
959,1747,1027,98,757,359
863,1843,930,195,744,359
863,1843,883,242,596,364
848,1871,872,220,347,351
866,1911,861,229,232,342
866,1921,861,229,229,321
870,1989,861,229,229,247
801,2059,861,229,228,232
546,2314,861,229,228,187
543,2317,860,227,177,116
538,2322,657,427,158,131
529,2331,557,517,155,129
529,2139,731,516,174,129
529,2003,866,517,174,105
529,2003,796,587,174,220
529,2003,766,617,174,258
524,1868,885,638,174,363
524,1868,870,653,174,438
419,1766,1077,653,174,438
419,1727,1116,653,174,438
419,1727,1090,678,159,438
292,1821,1092,710,158,438
288,1628,1310,710,158,438
237,1679,1171,849,158,438
206,1701,1178,851,153,559
206,1659,1144,927,110,606
206,1578,1098,1054,102,607
207,1496,1180,1054,102,568
190,1283,1410,1054,102,622
178,1189,1516,1054,83,622
236,1099,1606,1054,83,660
263,959,1747,1027,98,763
401,863,1843,930,195,804
416,863,1843,883,242,846
473,848,1871,872,220,900
416,866,1911,861,229,902
656,866,1921,861,229,902
584,870,1989,861,229,902
583,801,2059,861,229,902
583,546,2314,861,229,902
583,543,2317,860,227,902
583,538,2322,657,427,870
586,529,2331,557,517,860
586,529,2139,731,516,860
586,529,2003,866,517,860
586,529,2003,796,587,738
586,529,2003,766,617,700
651,524,1868,885,638,678
679,524,1868,870,653,614
679,419,1766,1077,653,624
679,419,1727,1116,653,624
679,419,1727,1090,678,624
678,292,1821,1092,710,624
657,288,1628,1310,710,624
657,237,1679,1171,849,624
657,206,1701,1178,851,569
657,206,1659,1144,927,526
657,206,1578,1098,1054,525
656,207,1496,1180,1054,521
656,190,1283,1410,1054,466
656,178,1189,1516,1054,466
598,236,1099,1606,1054,428
570,263,959,1747,1027,484
432,401,863,1843,930,443
417,416,863,1843,883,395
347,473,848,1871,872,341
346,416,866,1911,861,801
96,656,866,1921,861,801
96,584,870,1989,861,801
96,583,801,2059,861,823
96,583,546,2314,861,838
96,583,543,2317,860,838
276,583,538,2322,657,838
355,586,529,2331,557,838
372,586,529,2139,731,838
443,586,529,2003,866,838
558,586,529,2003,796,838
646,586,529,2003,766,838
601,651,524,1868,885,755
597,679,524,1868,870,744
684,679,419,1766,1077,743
689,679,419,1727,1116,763
689,679,419,1727,1090,807
689,678,292,1821,1092,810
689,657,288,1628,1310,834
689,657,237,1679,1171,926
689,657,206,1701,1178,884
689,657,206,1659,1144,880
689,657,206,1578,1098,880
689,656,207,1496,1180,874
689,656,190,1283,1410,874
689,656,178,1189,1516,876
689,598,236,1099,1606,884
689,570,263,959,1747,744
689,432,401,863,1843,816
689,417,416,863,1843,816
689,347,473,848,1871,831
689,346,416,866,1911,398
689,96,656,866,1921,402
689,96,584,870,1989,403
718,96,583,801,2059,502
822,96,583,546,2314,569
1028,96,583,543,2317,637
849,276,583,538,2322,671
779,355,586,529,2331,706
899,372,586,529,2139,706
844,443,586,529,2003,713
750,558,586,529,2003,967
735,646,586,529,2003,1073
717,601,651,524,1868,1124
693,597,679,524,1868,1124
611,684,679,419,1766,1115
615,689,679,419,1727,1095
615,689,679,419,1727,1051
615,689,678,292,1821,1176
630,689,657,288,1628,1176
673,689,657,237,1679,1194
675,689,657,206,1701,1170
675,689,657,206,1659,1170
675,689,657,206,1578,1180
675,689,656,207,1496,1188
675,689,656,190,1283,1291
675,689,656,178,1189,1291
694,689,598,236,1099,1283
743,689,570,263,959,1264
847,689,432,401,863,1259
877,689,417,416,863,1266
878,689,347,473,848,1254
977,689,346,416,866,1246
982,689,96,656,866,1303
982,689,96,584,870,1349
953,718,96,583,801,1252
849,822,96,583,546,1170
645,1028,96,583,543,1102
644,849,276,583,538,1068
641,779,355,586,529,1033
571,899,372,586,529,1033
686,844,443,586,529,1026
714,750,558,586,529,772
642,735,646,586,529,719
644,717,601,651,524,668
644,693,597,679,524,668
639,611,684,679,419,668
753,615,689,679,419,723
806,615,689,679,419,729
833,615,689,678,292,613
915,630,689,657,288,657
990,673,689,657,237,549
988,675,689,657,206,561
990,675,689,657,206,665
1051,675,689,657,206,655
1148,675,689,656,207,647
1192,675,689,656,190,544
1200,675,689,656,178,542
1182,694,689,598,236,542
1162,743,689,570,263,548
1058,847,689,432,401,517
1041,877,689,417,416,512
1049,878,689,347,473,509
1091,977,689,346,416,488
1168,982,689,96,656,457
1240,982,689,96,584,410
1339,953,718,96,583,403
1360,849,822,96,583,403
1391,645,1028,96,583,403
1391,644,849,276,583,403
1382,641,779,355,586,403
1315,571,899,372,586,403
1184,686,844,443,586,403
1135,714,750,558,586,403
1141,642,735,646,586,350
1142,644,717,601,651,350
1169,644,693,597,679,350
1242,639,611,684,679,350
1123,753,615,689,679,295
1160,806,615,689,679,315
1229,833,615,689,678,389
1139,915,630,689,657,321
1021,990,673,689,657,319
1021,988,675,689,657,346
1019,990,675,689,657,244
962,1051,675,689,657,248
867,1148,675,689,656,248
823,1192,675,689,656,250
815,1200,675,689,656,253
814,1182,694,689,598,253
785,1162,743,689,570,247
785,1058,847,689,432,211
772,1041,877,689,417,209
763,1049,878,689,347,209
622,1091,977,689,346,209
540,1168,982,689,96,179
468,1240,982,689,96,185
369,1339,953,718,96,228
348,1360,849,822,96,228
320,1391,645,1028,96,228
320,1391,644,849,276,228
320,1382,641,779,355,228
320,1315,571,899,372,246
320,1184,686,844,443,259
320,1135,714,750,558,380
313,1141,642,735,646,538
308,1142,644,717,601,627
281,1169,644,693,597,636
208,1242,639,611,684,636
204,1123,753,615,689,643
114,1160,806,615,689,790
18,1229,833,615,689,709
11,1139,915,630,689,717
20,1021,990,673,689,731
44,1021,988,675,689,692
44,1019,990,675,689,703
40,962,1051,675,689,847
38,867,1148,675,689,1129
38,823,1192,675,689,1244
38,815,1200,675,689,1244
59,814,1182,694,689,1244
60,785,1162,743,689,1245
61,785,1058,847,689,1245
80,772,1041,877,689,1299
281,763,1049,878,689,1321
322,622,1091,977,689,1334
364,540,1168,982,689,1334
496,468,1240,982,689,1328
625,369,1339,953,718,1268
625,348,1360,849,822,1268
620,320,1391,645,1028,1268
625,320,1391,644,849,1268
626,320,1382,641,779,1268
628,320,1315,571,899,1250
629,320,1184,686,844,1253
631,320,1135,714,750,1133
631,313,1141,642,735,975
631,308,1142,644,717,886
631,281,1169,644,693,882
631,208,1242,639,611,925
632,204,1123,753,615,926
635,114,1160,806,615,753
635,18,1229,833,615,748
655,11,1139,915,630,759
646,20,1021,990,673,745
622,44,1021,988,675,757
627,44,1019,990,675,744
629,40,962,1051,675,596
629,38,867,1148,675,347
629,38,823,1192,675,232
629,38,815,1200,675,229
608,59,814,1182,694,229
607,60,785,1162,743,228
650,61,785,1058,847,228
895,80,772,1041,877,177
809,281,763,1049,878,158
800,322,622,1091,977,155
892,364,540,1168,982,174
856,496,468,1240,982,174
729,625,369,1339,953,174
782,625,348,1360,849,174
813,620,320,1391,645,174
813,625,320,1391,644,174
815,626,320,1382,641,174
813,628,320,1315,571,174
815,629,320,1184,686,159
926,631,320,1135,714,158
927,631,313,1141,642,158
975,631,308,1142,644,158
1042,631,281,1169,644,153
1042,631,208,1242,639,110
1119,632,204,1123,753,102
1123,635,114,1160,806,102
1123,635,18,1229,833,102
1103,655,11,1139,915,83
1105,646,20,1021,990,83
1114,622,44,1021,988,98
1245,627,44,1019,990,195
1385,629,40,962,1051,242
1423,629,38,867,1148,220
1423,629,38,823,1192,229
1423,629,38,815,1200,229
1450,608,59,814,1182,229
1519,607,60,785,1162,229
1475,650,61,785,1058,229
1211,895,80,772,1041,227
1097,809,281,763,1049,427
1069,800,322,622,1091,517
937,892,364,540,1168,516
841,856,496,468,1240,517
839,729,625,369,1339,587
786,782,625,348,1360,617
755,813,620,320,1391,638
750,813,625,320,1391,653
747,815,626,320,1382,653
747,813,628,320,1315,653
744,815,629,320,1184,678
631,926,631,320,1135,710
630,927,631,313,1141,710
582,975,631,308,1142,849
515,1042,631,281,1169,851
515,1042,631,208,1242,927
437,1119,632,204,1123,1054
430,1123,635,114,1160,1054
430,1123,635,18,1229,1054
430,1103,655,11,1139,1054
448,1105,646,20,1021,1054
454,1114,622,44,1021,1027
369,1245,627,44,1019,930
460,1385,629,40,962,883
430,1423,629,38,867,872
431,1423,629,38,823,861
553,1423,629,38,815,861
526,1450,608,59,814,861
513,1519,607,60,785,861
513,1475,650,61,785,861
513,1211,895,80,772,860
512,1097,809,281,763,657
512,1069,800,322,622,557
620,937,892,364,540,731
620,841,856,496,468,866
628,839,729,625,369,796
628,786,782,625,348,766
644,755,813,620,320,885
676,750,813,625,320,870
680,747,815,626,320,1077
732,747,813,628,320,1116
756,744,815,629,320,1090
771,631,926,631,320,1092
775,630,927,631,313,1310
776,582,975,631,308,1171
776,515,1042,631,281,1178
776,515,1042,631,208,1144
776,437,1119,632,204,1098
776,430,1123,635,114,1180
776,430,1123,635,18,1410
776,430,1103,655,11,1516
764,448,1105,646,20,1606
749,454,1114,622,44,1747
716,369,1245,627,44,1843
485,460,1385,629,40,1843
477,430,1423,629,38,1871
514,431,1423,629,38,1911
410,553,1423,629,38,1921
410,526,1450,608,59,1989
354,513,1519,607,60,2059
354,513,1475,650,61,2314
354,513,1211,895,80,2317
354,512,1097,809,281,2322
410,512,1069,800,322,2331
301,620,937,892,364,2139
314,620,841,856,496,2003
339,628,839,729,625,2003
356,628,786,782,625,2003
360,644,755,813,620,1868
424,676,750,813,625,1868
421,680,747,815,626,1766
391,732,747,813,628,1727
454,756,744,815,629,1727
543,771,631,926,631,1821
540,775,630,927,631,1628
539,776,582,975,631,1679
539,776,515,1042,631,1701
539,776,515,1042,631,1659
539,776,437,1119,632,1578
552,776,430,1123,635,1496
552,776,430,1123,635,1283
552,776,430,1103,655,1189
544,764,448,1105,646,1099
544,749,454,1114,622,959
526,716,369,1245,627,863
587,485,460,1385,629,863
587,477,430,1423,629,848
549,514,431,1423,629,866
560,410,553,1423,629,866
603,410,526,1450,608,870
604,354,513,1519,607,801
605,354,513,1475,650,546
605,354,513,1211,895,543
605,354,512,1097,809,538
545,410,512,1069,800,529
544,301,620,937,892,529
531,314,620,841,856,529
498,339,628,839,729,529
481,356,628,786,782,529
461,360,644,755,813,524
365,424,676,750,813,524
364,421,680,747,815,419
342,391,732,747,813,419
255,454,756,744,815,419
151,543,771,631,926,292
150,540,775,630,927,288
150,539,776,582,975,237
150,539,776,515,1042,206
228,539,776,515,1042,206
258,539,776,437,1119,206
246,552,776,430,1123,207
326,552,776,430,1123,190
326,552,776,430,1103,178
326,544,764,448,1105,236
326,544,749,454,1114,263
326,526,716,369,1245,401
263,587,485,460,1385,416
263,587,477,430,1423,473
263,549,514,431,1423,416
236,560,410,553,1423,656
376,603,410,526,1450,584
486,604,354,513,1519,583
491,605,354,513,1475,583
534,605,354,513,1211,583
534,605,354,512,1097,583
598,545,410,512,1069,586
603,544,301,620,937,586
626,531,314,620,841,586
654,498,339,628,839,586
655,481,356,628,786,586
1015,461,360,644,755,651
1042,365,424,676,750,679
1138,364,421,680,747,679
1149,342,391,732,747,679
1164,255,454,756,744,679
1164,151,543,771,631,678
1164,150,540,775,630,657
1164,150,539,776,582,657
1164,150,539,776,515,657
1086,228,539,776,515,657
1056,258,539,776,437,657
1055,246,552,776,430,656
975,326,552,776,430,656
975,326,552,776,430,656
991,326,544,764,448,598
1045,326,544,749,454,570
1107,326,526,716,369,432
1109,263,587,485,460,417
1140,263,587,477,430,347
1140,263,549,514,431,346
1200,236,560,410,553,96
1041,376,603,410,526,96
930,486,604,354,513,96
924,491,605,354,513,96
968,534,605,354,513,96
968,534,605,354,512,276
918,598,545,410,512,355
913,603,544,301,620,372
958,626,531,314,620,443
976,654,498,339,628,558
981,655,481,356,628,646
621,1015,461,360,644,601
665,1042,365,424,676,597
573,1138,364,421,680,684
562,1149,342,391,732,689
578,1164,255,454,756,689
594,1164,151,543,771,689
594,1164,150,540,775,689
594,1164,150,539,776,689
595,1164,150,539,776,689
651,1086,228,539,776,689
873,1056,258,539,776,689
1187,1055,246,552,776,689
1353,975,326,552,776,689
1417,975,326,552,776,689
1445,991,326,544,764,689
1765,1045,326,544,749,689
1795,1107,326,526,716,689
1853,1109,263,587,485,689
2031,1140,263,587,477,689
2130,1140,263,549,514,689
2088,1200,236,560,410,689
2086,1041,376,603,410,689
2089,930,486,604,354,718
2089,924,491,605,354,822
2008,968,534,605,354,1028
2008,968,534,605,354,849
2038,918,598,545,410,779
2069,913,603,544,301,899
2017,958,626,531,314,844
1971,976,654,498,339,750
1965,981,655,481,356,735
1966,621,1015,461,360,717
1940,665,1042,365,424,693
1956,573,1138,364,421,611
1986,562,1149,342,391,615
1955,578,1164,255,454,615
1939,594,1164,151,543,615
1940,594,1164,150,540,630
1940,594,1164,150,539,673
1939,595,1164,150,539,675
1883,651,1086,228,539,675
1661,873,1056,258,539,675
1347,1187,1055,246,552,675
1181,1353,975,326,552,675
1182,1417,975,326,552,675
1139,1445,991,326,544,694
765,1765,1045,326,544,743
683,1795,1107,326,526,847
624,1853,1109,263,587,877
415,2031,1140,263,587,878
316,2130,1140,263,549,977
296,2088,1200,236,560,982
274,2086,1041,376,603,982
293,2089,930,486,604,953
293,2089,924,491,605,849
291,2008,968,534,605,645
291,2008,968,534,605,644
281,2038,918,598,545,641
255,2069,913,603,544,571
279,2017,958,626,531,686
330,1971,976,654,498,714
343,1965,981,655,481,642
355,1966,621,1015,461,644
311,1940,665,1042,365,644
295,1956,573,1138,364,639
265,1986,562,1149,342,753
290,1955,578,1164,255,806
382,1939,594,1164,151,833
384,1940,594,1164,150,915
384,1940,594,1164,150,990
385,1939,595,1164,150,988
385,1883,651,1086,228,990
390,1661,873,1056,258,1051
393,1347,1187,1055,246,1148
482,1181,1353,975,326,1192
516,1182,1417,975,326,1200
523,1139,1445,991,326,1182
523,765,1765,1045,326,1162
513,683,1795,1107,326,1058
512,624,1853,1109,263,1041
512,415,2031,1140,263,1049
543,316,2130,1140,263,1091
590,296,2088,1200,236,1168
633,274,2086,1041,376,1240
611,293,2089,930,486,1339
611,293,2089,924,491,1360
628,291,2008,968,534,1391
665,291,2008,968,534,1391
680,281,2038,918,598,1382
675,255,2069,913,603,1315
635,279,2017,958,626,1184
589,330,1971,976,654,1135
582,343,1965,981,655,1141
588,355,1966,621,1015,1142
592,311,1940,665,1042,1169
590,295,1956,573,1138,1242
607,265,1986,562,1149,1123
582,290,1955,578,1164,1160
490,382,1939,594,1164,1229
487,384,1940,594,1164,1139
487,384,1940,594,1164,1021
486,385,1939,595,1164,1021
486,385,1883,651,1086,1019
486,390,1661,873,1056,962
530,393,1347,1187,1055,867
526,482,1181,1353,975,823
473,516,1182,1417,975,815
536,523,1139,1445,991,814
536,523,765,1765,1045,785
536,513,683,1795,1107,785
536,512,624,1853,1109,772
536,512,415,2031,1140,763
505,543,316,2130,1140,622
458,590,296,2088,1200,540
438,633,274,2086,1041,468
468,611,293,2089,930,369
519,611,293,2089,924,348
549,628,291,2008,968,320
514,665,291,2008,968,320
466,680,281,2038,918,320
466,675,255,2069,913,320
467,635,279,2017,958,320
462,589,330,1971,976,320
456,582,343,1965,981,313
437,588,355,1966,621,308
434,592,311,1940,665,281
439,590,295,1956,573,208
426,607,265,1986,562,204
457,582,290,1955,578,114
511,490,382,1939,594,18
581,487,384,1940,594,11
640,487,384,1940,594,20
720,486,385,1939,595,44
733,486,385,1883,651,44
743,486,390,1661,873,40
696,530,393,1347,1187,38
611,526,482,1181,1353,38
565,473,516,1182,1417,38
494,536,523,1139,1445,59
546,536,523,765,1765,60
604,536,513,683,1795,61
683,536,512,624,1853,80
744,536,512,415,2031,281
761,505,543,316,2130,322
761,458,590,296,2088,364
745,438,633,274,2086,496
744,468,611,293,2089,625
707,519,611,293,2089,625
694,549,628,291,2008,620
692,514,665,291,2008,625
691,466,680,281,2038,626
691,466,675,255,2069,628
690,467,635,279,2017,629
690,462,589,330,1971,631
690,456,582,343,1965,631
690,437,588,355,1966,631
710,434,592,311,1940,631
710,439,590,295,1956,631
708,426,607,265,1986,632
705,457,582,290,1955,635
692,511,490,382,1939,635
648,581,487,384,1940,655
589,640,487,384,1940,646
525,720,486,385,1939,622
539,733,486,385,1883,627
543,743,486,390,1661,629
636,696,530,393,1347,629
636,611,526,482,1181,629
636,565,473,516,1182,629
636,494,536,523,1139,608
584,546,536,523,765,607
533,604,536,513,683,650
473,683,536,512,624,895
413,744,536,512,415,809
396,761,505,543,316,800
402,761,458,590,296,892
462,745,438,633,274,856
433,744,468,611,293,729
419,707,519,611,293,782
381,694,549,628,291,813
395,692,514,665,291,813
511,691,466,680,281,815
555,691,466,675,255,813
774,690,467,635,279,815
787,690,462,589,330,926
787,690,456,582,343,927
787,690,437,588,355,975
767,710,434,592,311,1042
762,710,439,590,295,1042
784,708,426,607,265,1119
789,705,457,582,290,1123
773,692,511,490,382,1123
773,648,581,487,384,1103
773,589,640,487,384,1105
757,525,720,486,385,1114
731,539,733,486,385,1245
712,543,743,486,390,1385
619,636,696,530,393,1423
619,636,611,526,482,1423
619,636,565,473,516,1423
685,636,494,536,523,1450
685,584,546,536,523,1519
678,533,604,536,513,1475
661,473,683,536,512,1211
663,413,744,536,512,1097
668,396,761,505,543,1069
693,402,761,458,590,937
626,462,745,438,633,841
626,433,744,468,611,839
675,419,707,519,611,786
681,381,694,549,628,755
673,395,692,514,665,750
595,511,691,466,680,747
551,555,691,466,675,747
332,774,690,467,635,744
319,787,690,462,589,631
327,787,690,456,582,630
368,787,690,437,588,582
369,767,710,434,592,515
367,762,710,439,590,515
343,784,708,426,607,437
311,789,705,457,582,430
286,773,692,511,490,430
260,773,648,581,487,430
260,773,589,640,487,448
260,757,525,720,486,454
259,731,539,733,486,369
293,712,543,743,486,460
293,619,636,696,530,430
316,619,636,611,526,431
316,619,636,565,473,553
250,685,636,494,536,526
285,685,584,546,536,513
396,678,533,604,536,513
443,661,473,683,536,513
487,663,413,744,536,512
488,668,396,761,505,512
517,693,402,761,458,620
540,626,462,745,438,620
540,626,433,744,468,628
491,675,419,707,519,628
485,681,381,694,549,644
492,673,395,692,514,676
822,595,511,691,466,680
822,551,555,691,466,732
822,332,774,690,467,756
822,319,787,690,462,771
814,327,787,690,456,775
773,368,787,690,437,776
770,369,767,710,434,776
779,367,762,710,439,776
813,343,784,708,426,776
812,311,789,705,457,776
812,286,773,692,511,776
812,260,773,648,581,776
812,260,773,589,640,764
930,260,757,525,720,749
1024,259,731,539,733,716
991,293,712,543,743,485
1016,293,619,636,696,477
1053,316,619,636,611,514
1053,316,619,636,565,410
1053,250,685,636,494,410
1018,285,685,584,546,354
907,396,678,533,604,354
858,443,661,473,683,354
1022,487,663,413,744,354
1062,488,668,396,761,410
1003,517,693,402,761,301
980,540,626,462,745,314
980,540,626,433,744,339
980,491,675,419,707,356
1190,485,681,381,694,360
1177,492,673,395,692,424
809,822,595,511,691,421
824,822,551,555,691,391
824,822,332,774,690,454
824,822,319,787,690,543
824,814,327,787,690,540
824,773,368,787,690,539
824,770,369,767,710,539
826,779,367,762,710,539
792,813,343,784,708,539
792,812,311,789,705,552
792,812,286,773,692,552
792,812,260,773,648,552
792,812,260,773,589,544
674,930,260,757,525,544
580,1024,259,731,539,526
579,991,293,712,543,587
554,1016,293,619,636,587
494,1053,316,619,636,549
494,1053,316,619,636,560
494,1053,250,685,636,603
510,1018,285,685,584,604
523,907,396,678,533,605
561,858,443,661,473,605
354,1022,487,663,413,605
323,1062,488,668,396,545
332,1003,517,693,402,544
392,980,540,626,462,531
400,980,540,626,433,498
400,980,491,675,419,481
190,1190,485,681,381,461
190,1177,492,673,395,365
265,809,822,595,511,364
254,824,822,551,555,342
326,824,822,332,774,255
326,824,822,319,787,151
384,824,814,327,787,150
384,824,773,368,787,150
384,824,770,369,767,150
373,826,779,367,762,228
373,792,813,343,784,258
373,792,812,311,789,246
373,792,812,286,773,326
406,792,812,260,773,326
730,792,812,260,773,326
731,674,930,260,757,326
731,580,1024,259,731,326
731,579,991,293,712,263
731,554,1016,293,619,263
731,494,1053,316,619,263
731,494,1053,316,619,236
731,494,1053,250,685,376
715,510,1018,285,685,486
702,523,907,396,678,491
664,561,858,443,661,534
660,354,1022,487,663,534
645,323,1062,488,668,598
635,332,1003,517,693,603
575,392,980,540,626,626
567,400,980,540,626,654
567,400,980,491,675,655
567,190,1190,485,681,1015
567,190,1177,492,673,1042
492,265,809,822,595,1138
567,254,824,822,551,1149
495,326,824,822,332,1164
546,326,824,822,319,1164
488,384,824,814,327,1164
489,384,824,773,368,1164
532,384,824,770,369,1164
579,373,826,779,367,1086
621,373,792,813,343,1056
647,373,792,812,311,1055
648,373,792,812,286,975
630,406,792,812,260,975
368,730,792,812,260,991
380,731,674,930,260,1045
411,731,580,1024,259,1107
554,731,579,991,293,1109
688,731,554,1016,293,1140
705,731,494,1053,316,1140
813,731,494,1053,316,1200
838,731,494,1053,250,1041
898,715,510,1018,285,930
899,702,523,907,396,924
899,664,561,858,443,968
899,660,354,1022,487,968
933,645,323,1062,488,918
946,635,332,1003,517,913
948,575,392,980,540,958
952,567,400,980,540,976
952,567,400,980,491,981
952,567,190,1190,485,621
952,567,190,1177,492,665
952,492,265,809,822,573
873,567,254,824,822,562
873,495,326,824,822,578
822,546,326,824,822,594
822,488,384,824,814,594
834,489,384,824,773,594
791,532,384,824,770,595
829,579,373,826,779,651
796,621,373,792,813,873
936,647,373,792,812,1187
944,648,373,792,812,1353
929,630,406,792,812,1417
867,368,730,792,812,1445
854,380,731,674,930,1765
823,411,731,580,1024,1795
748,554,731,579,991,1853
618,688,731,554,1016,2031
613,705,731,494,1053,2130
720,813,731,494,1053,2088
696,838,731,494,1053,2086
636,898,715,510,1018,2089
663,899,702,523,907,2089
667,899,664,561,858,2008
667,899,660,354,1022,2008
636,933,645,323,1062,2038
657,946,635,332,1003,2069
677,948,575,392,980,2017
691,952,567,400,980,1971
691,952,567,400,980,1965
691,952,567,190,1190,1966
693,952,567,190,1177,1940
693,952,492,265,809,1956
698,873,567,254,824,1986
700,873,495,326,824,1955
700,822,546,326,824,1939
705,822,488,384,824,1940
696,834,489,384,824,1940
696,791,532,384,824,1939
614,829,579,373,826,1883
614,796,621,373,792,1661
470,936,647,373,792,1347
