Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1
1068,1079,722,1108,946,151,479,1267,962,1409,1112,102,740
1040,1071,746,1111,716,380,489,1223,992,1376,1159,102,706
989,1087,780,1108,707,352,530,1179,995,1399,1177,102,621
945,920,991,989,826,352,530,1179,987,1401,1183,83,621
977,917,994,657,1158,352,530,1179,984,1398,1123,136,604
1094,917,978,610,1221,338,544,1179,936,1374,1195,107,534
1112,846,1049,580,1252,333,549,1087,834,1320,1443,66,510
1112,704,1086,667,1270,333,440,1196,659,1495,1443,66,510
1158,463,1304,588,1373,333,434,1202,625,1529,1443,66,475
1108,513,1243,546,1403,406,429,1207,565,1589,1419,90,475
917,715,1240,497,1452,409,420,912,840,1618,1417,92,475
852,786,1200,389,1500,509,420,871,881,1618,1417,92,475
888,812,1199,367,1412,615,425,847,810,1713,1311,198,475
930,863,1145,411,1394,592,476,751,899,1689,1261,279,475
927,892,1126,430,1362,624,447,771,907,1656,1204,370,475
811,1008,1126,430,1362,624,446,772,906,1583,1278,370,475
801,1018,1122,434,1306,680,446,767,903,1591,1250,398,469
803,1018,1108,448,1296,690,446,767,901,1593,1235,413,419
857,1022,1022,534,1296,690,446,767,901,1588,1220,433,384
825,1055,902,654,1296,690,446,716,952,1560,1237,444,347
696,1231,873,683,1296,680,456,659,1009,1472,1290,479,347
673,1254,866,690,1296,680,379,710,1035,1428,1175,638,132
685,1232,884,694,1150,826,360,729,1035,1304,1213,724,128
674,1251,830,748,1144,832,360,679,1028,1307,1267,724,107
674,1251,775,803,1106,856,374,668,963,1382,1230,762,102
669,1256,775,803,1106,855,375,590,974,1417,1122,902,102
598,1327,763,815,1088,873,375,256,1304,1369,1173,903,102
716,1358,776,815,1088,873,375,255,1268,1313,1266,903,83
724,1299,835,793,1090,893,318,312,1267,1197,1383,903,136
730,1306,835,792,1047,937,318,312,1267,1155,1425,903,107
747,1233,914,790,1040,946,318,312,1267,1084,1448,951,66
747,1068,1079,722,1108,946,151,479,1267,962,1409,1112,66
747,1040,1071,746,1111,716,380,489,1223,992,1376,1159,66
747,989,1087,780,1108,707,352,530,1179,995,1399,1177,90
747,945,920,991,989,826,352,530,1179,987,1401,1183,92
715,977,917,994,657,1158,352,530,1179,984,1398,1123,92
598,1094,917,978,610,1221,338,544,1179,936,1374,1195,198
579,1112,846,1049,580,1252,333,549,1087,834,1320,1443,279
579,1112,704,1086,667,1270,333,440,1196,659,1495,1443,370
532,1158,463,1304,588,1373,333,434,1202,625,1529,1443,370
532,1108,513,1243,546,1403,406,429,1207,565,1589,1419,398
521,917,715,1240,497,1452,409,420,912,840,1618,1417,413
515,852,786,1200,389,1500,509,420,871,881,1618,1417,433
453,888,812,1199,367,1412,615,425,847,810,1713,1311,444
360,930,863,1145,411,1394,592,476,751,899,1689,1261,479
392,927,892,1126,430,1362,624,447,771,907,1656,1204,638
418,811,1008,1126,430,1362,624,446,772,906,1583,1278,724
423,801,1018,1122,434,1306,680,446,767,903,1591,1250,724
437,803,1018,1108,448,1296,690,446,767,901,1593,1235,762
379,857,1022,1022,534,1296,690,446,767,901,1588,1220,902
378,825,1055,902,654,1296,690,446,716,952,1560,1237,903
331,696,1231,873,683,1296,680,456,659,1009,1472,1290,903
331,673,1254,866,690,1296,680,379,710,1035,1428,1175,903
326,685,1232,884,694,1150,826,360,729,1035,1304,1213,903
321,674,1251,830,748,1144,832,360,679,1028,1307,1267,951
330,674,1251,775,803,1106,856,374,668,963,1382,1230,1112
367,669,1256,775,803,1106,855,375,590,974,1417,1122,1159
386,598,1327,763,815,1088,873,375,256,1304,1369,1173,1177
291,716,1358,776,815,1088,873,375,255,1268,1313,1266,1183
354,724,1299,835,793,1090,893,318,312,1267,1197,1383,1123
341,730,1306,835,792,1047,937,318,312,1267,1155,1425,1195
318,747,1233,914,790,1040,946,318,312,1267,1084,1448,1443
330,747,1068,1079,722,1108,946,151,479,1267,962,1409,1443
345,747,1040,1071,746,1111,716,380,489,1223,992,1376,1443
345,747,989,1087,780,1108,707,352,530,1179,995,1399,1419
567,747,945,920,991,989,826,352,530,1179,987,1401,1417
653,715,977,917,994,657,1158,352,530,1179,984,1398,1417
658,598,1094,917,978,610,1221,338,544,1179,936,1374,1311
658,579,1112,846,1049,580,1252,333,549,1087,834,1320,1261
658,579,1112,704,1086,667,1270,333,440,1196,659,1495,1204
658,532,1158,463,1304,588,1373,333,434,1202,625,1529,1278
658,532,1108,513,1243,546,1403,406,429,1207,565,1589,1250
746,521,917,715,1240,497,1452,409,420,912,840,1618,1235
746,515,852,786,1200,389,1500,509,420,871,881,1618,1220
824,453,888,812,1199,367,1412,615,425,847,810,1713,1237
841,360,930,863,1145,411,1394,592,476,751,899,1689,1290
836,392,927,892,1126,430,1362,624,447,771,907,1656,1175
810,418,811,1008,1126,430,1362,624,446,772,906,1583,1213
805,423,801,1018,1122,434,1306,680,446,767,903,1591,1267
846,437,803,1018,1108,448,1296,690,446,767,901,1593,1230
848,379,857,1022,1022,534,1296,690,446,767,901,1588,1122
848,378,825,1055,902,654,1296,690,446,716,952,1560,1173
876,331,696,1231,873,683,1296,680,456,659,1009,1472,1266
876,331,673,1254,866,690,1296,680,379,710,1035,1428,1383
869,326,685,1232,884,694,1150,826,360,729,1035,1304,1425
1109,321,674,1251,830,748,1144,832,360,679,1028,1307,1448
1100,330,674,1251,775,803,1106,856,374,668,963,1382,1409
1063,367,669,1256,775,803,1106,855,375,590,974,1417,1376
1044,386,598,1327,763,815,1088,873,375,256,1304,1369,1399
977,291,716,1358,776,815,1088,873,375,255,1268,1313,1401
906,354,724,1299,835,793,1090,893,318,312,1267,1197,1398
906,341,730,1306,835,792,1047,937,318,312,1267,1155,1374
1077,318,747,1233,914,790,1040,946,318,312,1267,1084,1320
1153,330,747,1068,1079,722,1108,946,151,479,1267,962,1495
1138,345,747,1040,1071,746,1111,716,380,489,1223,992,1529
1138,345,747,989,1087,780,1108,707,352,530,1179,995,1589
916,567,747,945,920,991,989,826,352,530,1179,987,1618
870,653,715,977,917,994,657,1158,352,530,1179,984,1618
895,658,598,1094,917,978,610,1221,338,544,1179,936,1713
895,658,579,1112,846,1049,580,1252,333,549,1087,834,1689
900,658,579,1112,704,1086,667,1270,333,440,1196,659,1656
967,658,532,1158,463,1304,588,1373,333,434,1202,625,1583
971,658,532,1108,513,1243,546,1403,406,429,1207,565,1591
883,746,521,917,715,1240,497,1452,409,420,912,840,1593
883,746,515,852,786,1200,389,1500,509,420,871,881,1588
805,824,453,888,812,1199,367,1412,615,425,847,810,1560
808,841,360,930,863,1145,411,1394,592,476,751,899,1472
765,836,392,927,892,1126,430,1362,624,447,771,907,1428
766,810,418,811,1008,1126,430,1362,624,446,772,906,1304
832,805,423,801,1018,1122,434,1306,680,446,767,903,1307
820,846,437,803,1018,1108,448,1296,690,446,767,901,1382
821,848,379,857,1022,1022,534,1296,690,446,767,901,1417
821,848,378,825,1055,902,654,1296,690,446,716,952,1369
793,876,331,696,1231,873,683,1296,680,456,659,1009,1313
793,876,331,673,1254,866,690,1296,680,379,710,1035,1197
793,869,326,685,1232,884,694,1150,826,360,729,1035,1155
622,1109,321,674,1251,830,748,1144,832,360,679,1028,1084
801,1100,330,674,1251,775,803,1106,856,374,668,963,962
854,1063,367,669,1256,775,803,1106,855,375,590,974,992
854,1044,386,598,1327,763,815,1088,873,375,256,1304,995
854,977,291,716,1358,776,815,1088,873,375,255,1268,987
854,906,354,724,1299,835,793,1090,893,318,312,1267,984
869,906,341,730,1306,835,792,1047,937,318,312,1267,936
704,1077,318,747,1233,914,790,1040,946,318,312,1267,834
690,1153,330,747,1068,1079,722,1108,946,151,479,1267,659
904,1138,345,747,1040,1071,746,1111,716,380,489,1223,625
904,1138,345,747,989,1087,780,1108,707,352,530,1179,565
904,916,567,747,945,920,991,989,826,352,530,1179,840
864,870,653,715,977,917,994,657,1158,352,530,1179,881
879,895,658,598,1094,917,978,610,1221,338,544,1179,810
879,895,658,579,1112,846,1049,580,1252,333,549,1087,899
874,900,658,579,1112,704,1086,667,1270,333,440,1196,907
828,967,658,532,1158,463,1304,588,1373,333,434,1202,906
877,971,658,532,1108,513,1243,546,1403,406,429,1207,903
880,883,746,521,917,715,1240,497,1452,409,420,912,901
880,883,746,515,852,786,1200,389,1500,509,420,871,901
888,805,824,453,888,812,1199,367,1412,615,425,847,952
869,808,841,360,930,863,1145,411,1394,592,476,751,1009
865,765,836,392,927,892,1126,430,1362,624,447,771,1035
864,766,810,418,811,1008,1126,430,1362,624,446,772,1035
839,832,805,423,801,1018,1122,434,1306,680,446,767,1028
812,820,846,437,803,1018,1108,448,1296,690,446,767,963
809,821,848,379,857,1022,1022,534,1296,690,446,767,974
922,821,848,378,825,1055,902,654,1296,690,446,716,1304
922,793,876,331,696,1231,873,683,1296,680,456,659,1268
941,793,876,331,673,1254,866,690,1296,680,379,710,1267
943,793,869,326,685,1232,884,694,1150,826,360,729,1267
871,622,1109,321,674,1251,830,748,1144,832,360,679,1267
692,801,1100,330,674,1251,775,803,1106,856,374,668,1267
639,854,1063,367,669,1256,775,803,1106,855,375,590,1223
639,854,1044,386,598,1327,763,815,1088,873,375,256,1179
639,854,977,291,716,1358,776,815,1088,873,375,255,1179
639,854,906,354,724,1299,835,793,1090,893,318,312,1179
627,869,906,341,730,1306,835,792,1047,937,318,312,1179
685,704,1077,318,747,1233,914,790,1040,946,318,312,1087
687,690,1153,330,747,1068,1079,722,1108,946,151,479,1196
473,904,1138,345,747,1040,1071,746,1111,716,380,489,1202
683,904,1138,345,747,989,1087,780,1108,707,352,530,1207
741,904,916,567,747,945,920,991,989,826,352,530,912
758,864,870,653,715,977,917,994,657,1158,352,530,871
713,879,895,658,598,1094,917,978,610,1221,338,544,847
713,879,895,658,579,1112,846,1049,580,1252,333,549,751
713,874,900,658,579,1112,704,1086,667,1270,333,440,771
707,828,967,658,532,1158,463,1304,588,1373,333,434,772
1057,877,971,658,532,1108,513,1243,546,1403,406,429,767
1283,880,883,746,521,917,715,1240,497,1452,409,420,767
1283,880,883,746,515,852,786,1200,389,1500,509,420,767
1275,888,805,824,453,888,812,1199,367,1412,615,425,716
1274,869,808,841,360,930,863,1145,411,1394,592,476,659
1268,865,765,836,392,927,892,1126,430,1362,624,447,710
1268,864,766,810,418,811,1008,1126,430,1362,624,446,729
1227,839,832,805,423,801,1018,1122,434,1306,680,446,679
1209,812,820,846,437,803,1018,1108,448,1296,690,446,668
1209,809,821,848,379,857,1022,1022,534,1296,690,446,590
1096,922,821,848,378,825,1055,902,654,1296,690,446,256
1100,922,793,876,331,696,1231,873,683,1296,680,456,255
1081,941,793,876,331,673,1254,866,690,1296,680,379,312
1079,943,793,869,326,685,1232,884,694,1150,826,360,312
1079,871,622,1109,321,674,1251,830,748,1144,832,360,312
1079,692,801,1100,330,674,1251,775,803,1106,856,374,479
1079,639,854,1063,367,669,1256,775,803,1106,855,375,489
1079,639,854,1044,386,598,1327,763,815,1088,873,375,530
1155,639,854,977,291,716,1358,776,815,1088,873,375,530
1253,639,854,906,354,724,1299,835,793,1090,893,318,530
1302,627,869,906,341,730,1306,835,792,1047,937,318,544
1264,685,704,1077,318,747,1233,914,790,1040,946,318,549
1190,687,690,1153,330,747,1068,1079,722,1108,946,151,440
1257,473,904,1138,345,747,1040,1071,746,1111,716,380,434
1091,683,904,1138,345,747,989,1087,780,1108,707,352,429
1033,741,904,916,567,747,945,920,991,989,826,352,420
1065,758,864,870,653,715,977,917,994,657,1158,352,420
1065,713,879,895,658,598,1094,917,978,610,1221,338,425
1065,713,879,895,658,579,1112,846,1049,580,1252,333,476
1065,713,874,900,658,579,1112,704,1086,667,1270,333,447
1052,707,828,967,658,532,1158,463,1304,588,1373,333,446
649,1057,877,971,658,532,1108,513,1243,546,1403,406,446
420,1283,880,883,746,521,917,715,1240,497,1452,409,446
428,1283,880,883,746,515,852,786,1200,389,1500,509,446
491,1275,888,805,824,453,888,812,1199,367,1412,615,446
491,1274,869,808,841,360,930,863,1145,411,1394,592,456
491,1268,865,765,836,392,927,892,1126,430,1362,624,379
491,1268,864,766,810,418,811,1008,1126,430,1362,624,360
491,1227,839,832,805,423,801,1018,1122,434,1306,680,360
510,1209,812,820,846,437,803,1018,1108,448,1296,690,374
510,1209,809,821,848,379,857,1022,1022,534,1296,690,375
511,1096,922,821,848,378,825,1055,902,654,1296,690,375
515,1100,922,793,876,331,696,1231,873,683,1296,680,375
515,1081,941,793,876,331,673,1254,866,690,1296,680,318
515,1079,943,793,869,326,685,1232,884,694,1150,826,318
679,1079,871,622,1109,321,674,1251,830,748,1144,832,318
682,1079,692,801,1100,330,674,1251,775,803,1106,856,151
702,1079,639,854,1063,367,669,1256,775,803,1106,855,380
760,1079,639,854,1044,386,598,1327,763,815,1088,873,352
734,1155,639,854,977,291,716,1358,776,815,1088,873,352
689,1253,639,854,906,354,724,1299,835,793,1090,893,352
637,1302,627,869,906,341,730,1306,835,792,1047,937,338
611,1264,685,704,1077,318,747,1233,914,790,1040,946,333
609,1190,687,690,1153,330,747,1068,1079,722,1108,946,333
542,1257,473,904,1138,345,747,1040,1071,746,1111,716,333
505,1091,683,904,1138,345,747,989,1087,780,1108,707,406
506,1033,741,904,916,567,747,945,920,991,989,826,409
457,1065,758,864,870,653,715,977,917,994,657,1158,509
569,1065,713,879,895,658,598,1094,917,978,610,1221,615
618,1065,713,879,895,658,579,1112,846,1049,580,1252,592
668,1065,713,874,900,658,579,1112,704,1086,667,1270,624
674,1052,707,828,967,658,532,1158,463,1304,588,1373,624
674,649,1057,877,971,658,532,1108,513,1243,546,1403,680
674,420,1283,880,883,746,521,917,715,1240,497,1452,690
670,428,1283,880,883,746,515,852,786,1200,389,1500,690
634,491,1275,888,805,824,453,888,812,1199,367,1412,690
634,491,1274,869,808,841,360,930,863,1145,411,1394,680
640,491,1268,865,765,836,392,927,892,1126,430,1362,680
642,491,1268,864,766,810,418,811,1008,1126,430,1362,826
648,491,1227,839,832,805,423,801,1018,1122,434,1306,832
657,510,1209,812,820,846,437,803,1018,1108,448,1296,856
720,510,1209,809,821,848,379,857,1022,1022,534,1296,855
729,511,1096,922,821,848,378,825,1055,902,654,1296,873
737,515,1100,922,793,876,331,696,1231,873,683,1296,873
737,515,1081,941,793,876,331,673,1254,866,690,1296,893
737,515,1079,943,793,869,326,685,1232,884,694,1150,937
573,679,1079,871,622,1109,321,674,1251,830,748,1144,946
570,682,1079,692,801,1100,330,674,1251,775,803,1106,946
550,702,1079,639,854,1063,367,669,1256,775,803,1106,716
527,760,1079,639,854,1044,386,598,1327,763,815,1088,707
553,734,1155,639,854,977,291,716,1358,776,815,1088,826
508,689,1253,639,854,906,354,724,1299,835,793,1090,1158
561,637,1302,627,869,906,341,730,1306,835,792,1047,1221
654,611,1264,685,704,1077,318,747,1233,914,790,1040,1252
778,609,1190,687,690,1153,330,747,1068,1079,722,1108,1270
848,542,1257,473,904,1138,345,747,1040,1071,746,1111,1373
842,505,1091,683,904,1138,345,747,989,1087,780,1108,1403
841,506,1033,741,904,916,567,747,945,920,991,989,1452
854,457,1065,758,864,870,653,715,977,917,994,657,1500
743,569,1065,713,879,895,658,598,1094,917,978,610,1412
694,618,1065,713,879,895,658,579,1112,846,1049,580,1394
644,668,1065,713,874,900,658,579,1112,704,1086,667,1362
636,674,1052,707,828,967,658,532,1158,463,1304,588,1362
641,674,649,1057,877,971,658,532,1108,513,1243,546,1306
641,674,420,1283,880,883,746,521,917,715,1240,497,1296
637,670,428,1283,880,883,746,515,852,786,1200,389,1296
637,634,491,1275,888,805,824,453,888,812,1199,367,1296
643,634,491,1274,869,808,841,360,930,863,1145,411,1296
642,640,491,1268,865,765,836,392,927,892,1126,430,1296
661,642,491,1268,864,766,810,418,811,1008,1126,430,1150
657,648,491,1227,839,832,805,423,801,1018,1122,434,1144
630,657,510,1209,812,820,846,437,803,1018,1108,448,1106
567,720,510,1209,809,821,848,379,857,1022,1022,534,1106
557,729,511,1096,922,821,848,378,825,1055,902,654,1088
541,737,515,1100,922,793,876,331,696,1231,873,683,1088
541,737,515,1081,941,793,876,331,673,1254,866,690,1090
541,737,515,1079,943,793,869,326,685,1232,884,694,1047
541,573,679,1079,871,622,1109,321,674,1251,830,748,1040
541,570,682,1079,692,801,1100,330,674,1251,775,803,1108
541,550,702,1079,639,854,1063,367,669,1256,775,803,1111
520,527,760,1079,639,854,1044,386,598,1327,763,815,1108
444,553,734,1155,639,854,977,291,716,1358,776,815,989
436,508,689,1253,639,854,906,354,724,1299,835,793,657
383,561,637,1302,627,869,906,341,730,1306,835,792,610
290,654,611,1264,685,704,1077,318,747,1233,914,790,580
169,778,609,1190,687,690,1153,330,747,1068,1079,722,667
99,848,542,1257,473,904,1138,345,747,1040,1071,746,588
98,842,505,1091,683,904,1138,345,747,989,1087,780,546
98,841,506,1033,741,904,916,567,747,945,920,991,497
85,854,457,1065,758,864,870,653,715,977,917,994,389
84,743,569,1065,713,879,895,658,598,1094,917,978,367
84,694,618,1065,713,879,895,658,579,1112,846,1049,411
84,644,668,1065,713,874,900,658,579,1112,704,1086,430
84,636,674,1052,707,828,967,658,532,1158,463,1304,430
88,641,674,649,1057,877,971,658,532,1108,513,1243,434
88,641,674,420,1283,880,883,746,521,917,715,1240,448
88,637,670,428,1283,880,883,746,515,852,786,1200,534
81,637,634,491,1275,888,805,824,453,888,812,1199,654
263,643,634,491,1274,869,808,841,360,930,863,1145,683
365,642,640,491,1268,865,765,836,392,927,892,1126,690
356,661,642,491,1268,864,766,810,418,811,1008,1126,694
354,657,648,491,1227,839,832,805,423,801,1018,1122,748
381,630,657,510,1209,812,820,846,437,803,1018,1108,803
750,567,720,510,1209,809,821,848,379,857,1022,1022,803
750,557,729,511,1096,922,821,848,378,825,1055,902,815
750,541,737,515,1100,922,793,876,331,696,1231,873,815
750,541,737,515,1081,941,793,876,331,673,1254,866,793
750,541,737,515,1079,943,793,869,326,685,1232,884,792
750,541,573,679,1079,871,622,1109,321,674,1251,830,790
750,541,570,682,1079,692,801,1100,330,674,1251,775,722
750,541,550,702,1079,639,854,1063,367,669,1256,775,746
736,520,527,760,1079,639,854,1044,386,598,1327,763,780
736,444,553,734,1155,639,854,977,291,716,1358,776,991
764,436,508,689,1253,639,854,906,354,724,1299,835,994
771,383,561,637,1302,627,869,906,341,730,1306,835,978
778,290,654,611,1264,685,704,1077,318,747,1233,914,1049
775,169,778,609,1190,687,690,1153,330,747,1068,1079,1086
775,99,848,542,1257,473,904,1138,345,747,1040,1071,1304
786,98,842,505,1091,683,904,1138,345,747,989,1087,1243
786,98,841,506,1033,741,904,916,567,747,945,920,1240
888,85,854,457,1065,758,864,870,653,715,977,917,1200
1042,84,743,569,1065,713,879,895,658,598,1094,917,1199
1063,84,694,618,1065,713,879,895,658,579,1112,846,1145
1083,84,644,668,1065,713,874,900,658,579,1112,704,1126
1086,84,636,674,1052,707,828,967,658,532,1158,463,1126
1077,88,641,674,649,1057,877,971,658,532,1108,513,1122
1080,88,641,674,420,1283,880,883,746,521,917,715,1108
1148,88,637,670,428,1283,880,883,746,515,852,786,1022
1139,81,637,634,491,1275,888,805,824,453,888,812,902
951,263,643,634,491,1274,869,808,841,360,930,863,873
848,365,642,640,491,1268,865,765,836,392,927,892,866
837,356,661,642,491,1268,864,766,810,418,811,1008,884
837,354,657,648,491,1227,839,832,805,423,801,1018,830
835,381,630,657,510,1209,812,820,846,437,803,1018,775
485,750,567,720,510,1209,809,821,848,379,857,1022,775
485,750,557,729,511,1096,922,821,848,378,825,1055,763
485,750,541,737,515,1100,922,793,876,331,696,1231,776
485,750,541,737,515,1081,941,793,876,331,673,1254,835
489,750,541,737,515,1079,943,793,869,326,685,1232,835
489,750,541,573,679,1079,871,622,1109,321,674,1251,914
508,750,541,570,682,1079,692,801,1100,330,674,1251,1079
510,750,541,550,702,1079,639,854,1063,367,669,1256,1071
510,736,520,527,760,1079,639,854,1044,386,598,1327,1087
632,736,444,553,734,1155,639,854,977,291,716,1358,920
672,764,436,508,689,1253,639,854,906,354,724,1299,917
720,771,383,561,637,1302,627,869,906,341,730,1306,917
713,778,290,654,611,1264,685,704,1077,318,747,1233,846
765,775,169,778,609,1190,687,690,1153,330,747,1068,704
780,775,99,848,542,1257,473,904,1138,345,747,1040,463
837,786,98,842,505,1091,683,904,1138,345,747,989,513
838,786,98,841,506,1033,741,904,916,567,747,945,715
743,888,85,854,457,1065,758,864,870,653,715,977,786
592,1042,84,743,569,1065,713,879,895,658,598,1094,812
571,1063,84,694,618,1065,713,879,895,658,579,1112,863
551,1083,84,644,668,1065,713,874,900,658,579,1112,892
548,1086,84,636,674,1052,707,828,967,658,532,1158,1008
548,1077,88,641,674,649,1057,877,971,658,532,1108,1018
545,1080,88,641,674,420,1283,880,883,746,521,917,1018
477,1148,88,637,670,428,1283,880,883,746,515,852,1022
466,1139,81,637,634,491,1275,888,805,824,453,888,1055
466,951,263,643,634,491,1274,869,808,841,360,930,1231
462,848,365,642,640,491,1268,865,765,836,392,927,1254
534,837,356,661,642,491,1268,864,766,810,418,811,1232
547,837,354,657,648,491,1227,839,832,805,423,801,1251
571,835,381,630,657,510,1209,812,820,846,437,803,1251
600,485,750,567,720,510,1209,809,821,848,379,857,1256
622,485,750,557,729,511,1096,922,821,848,378,825,1327
648,485,750,541,737,515,1100,922,793,876,331,696,1358
654,485,750,541,737,515,1081,941,793,876,331,673,1299
650,489,750,541,737,515,1079,943,793,869,326,685,1306
650,489,750,541,573,679,1079,871,622,1109,321,674,1233
631,508,750,541,570,682,1079,692,801,1100,330,674,1068
629,510,750,541,550,702,1079,639,854,1063,367,669,1040
629,510,736,520,527,760,1079,639,854,1044,386,598,989
507,632,736,444,553,734,1155,639,854,977,291,716,945
439,672,764,436,508,689,1253,639,854,906,354,724,977
384,720,771,383,561,637,1302,627,869,906,341,730,1094
388,713,778,290,654,611,1264,685,704,1077,318,747,1112
340,765,775,169,778,609,1190,687,690,1153,330,747,1112
326,780,775,99,848,542,1257,473,904,1138,345,747,1158
258,837,786,98,842,505,1091,683,904,1138,345,747,1108
257,838,786,98,841,506,1033,741,904,916,567,747,917
250,743,888,85,854,457,1065,758,864,870,653,715,852
247,592,1042,84,743,569,1065,713,879,895,658,598,888
247,571,1063,84,694,618,1065,713,879,895,658,579,930
247,551,1083,84,644,668,1065,713,874,900,658,579,927
290,548,1086,84,636,674,1052,707,828,967,658,532,811
492,548,1077,88,641,674,649,1057,877,971,658,532,801
578,545,1080,88,641,674,420,1283,880,883,746,521,803
578,477,1148,88,637,670,428,1283,880,883,746,515,857
578,466,1139,81,637,634,491,1275,888,805,824,453,825
578,466,951,263,643,634,491,1274,869,808,841,360,696
578,462,848,365,642,640,491,1268,865,765,836,392,673
505,534,837,356,661,642,491,1268,864,766,810,418,685
492,547,837,354,657,648,491,1227,839,832,805,423,674
448,571,835,381,630,657,510,1209,812,820,846,437,674
471,600,485,750,567,720,510,1209,809,821,848,379,669
451,622,485,750,557,729,511,1096,922,821,848,378,598
479,648,485,750,541,737,515,1100,922,793,876,331,716
473,654,485,750,541,737,515,1081,941,793,876,331,724
473,650,489,750,541,737,515,1079,943,793,869,326,730
473,650,489,750,541,573,679,1079,871,622,1109,321,747
473,631,508,750,541,570,682,1079,692,801,1100,330,747
473,629,510,750,541,550,702,1079,639,854,1063,367,747
473,629,510,736,520,527,760,1079,639,854,1044,386,747
475,507,632,736,444,553,734,1155,639,854,977,291,747
475,439,672,764,436,508,689,1253,639,854,906,354,715
475,384,720,771,383,561,637,1302,627,869,906,341,598
476,388,713,778,290,654,611,1264,685,704,1077,318,579
540,340,765,775,169,778,609,1190,687,690,1153,330,579
683,326,780,775,99,848,542,1257,473,904,1138,345,532
721,258,837,786,98,842,505,1091,683,904,1138,345,532
776,257,838,786,98,841,506,1033,741,904,916,567,521
776,250,743,888,85,854,457,1065,758,864,870,653,515
935,247,592,1042,84,743,569,1065,713,879,895,658,453
983,247,571,1063,84,694,618,1065,713,879,895,658,360
983,247,551,1083,84,644,668,1065,713,874,900,658,392
945,290,548,1086,84,636,674,1052,707,828,967,658,418
743,492,548,1077,88,641,674,649,1057,877,971,658,423
662,578,545,1080,88,641,674,420,1283,880,883,746,437
662,578,477,1148,88,637,670,428,1283,880,883,746,379
703,578,466,1139,81,637,634,491,1275,888,805,824,378
703,578,466,951,263,643,634,491,1274,869,808,841,331
703,578,462,848,365,642,640,491,1268,865,765,836,331
703,505,534,837,356,661,642,491,1268,864,766,810,326
703,492,547,837,354,657,648,491,1227,839,832,805,321
709,448,571,835,381,630,657,510,1209,812,820,846,330
639,471,600,485,750,567,720,510,1209,809,821,848,367
648,451,622,485,750,557,729,511,1096,922,821,848,386
594,479,648,485,750,541,737,515,1100,922,793,876,291
594,473,654,485,750,541,737,515,1081,941,793,876,354
594,473,650,489,750,541,737,515,1079,943,793,869,341
594,473,650,489,750,541,573,679,1079,871,622,1109,318
594,473,631,508,750,541,570,682,1079,692,801,1100,330
594,473,629,510,750,541,550,702,1079,639,854,1063,345
594,473,629,510,736,520,527,760,1079,639,854,1044,345
592,475,507,632,736,444,553,734,1155,639,854,977,567
650,475,439,672,764,436,508,689,1253,639,854,906,653
685,475,384,720,771,383,561,637,1302,627,869,906,658
684,476,388,713,778,290,654,611,1264,685,704,1077,658
661,540,340,765,775,169,778,609,1190,687,690,1153,658
711,683,326,780,775,99,848,542,1257,473,904,1138,658
757,721,258,837,786,98,842,505,1091,683,904,1138,658
702,776,257,838,786,98,841,506,1033,741,904,916,746
702,776,250,743,888,85,854,457,1065,758,864,870,746
543,935,247,592,1042,84,743,569,1065,713,879,895,824
879,983,247,571,1063,84,694,618,1065,713,879,895,841
879,983,247,551,1083,84,644,668,1065,713,874,900,836
874,945,290,548,1086,84,636,674,1052,707,828,967,810
874,743,492,548,1077,88,641,674,649,1057,877,971,805
869,662,578,545,1080,88,641,674,420,1283,880,883,846
882,662,578,477,1148,88,637,670,428,1283,880,883,848
889,703,578,466,1139,81,637,634,491,1275,888,805,848
889,703,578,466,951,263,643,634,491,1274,869,808,876
889,703,578,462,848,365,642,640,491,1268,865,765,876
889,703,505,534,837,356,661,642,491,1268,864,766,869
905,703,492,547,837,354,657,648,491,1227,839,832,1109
893,709,448,571,835,381,630,657,510,1209,812,820,1100
892,639,471,600,485,750,567,720,510,1209,809,821,1063
881,648,451,622,485,750,557,729,511,1096,922,821,1044
888,594,479,648,485,750,541,737,515,1100,922,793,977
888,594,473,654,485,750,541,737,515,1081,941,793,906
888,594,473,650,489,750,541,737,515,1079,943,793,906
888,594,473,650,489,750,541,573,679,1079,871,622,1077
888,594,473,631,508,750,541,570,682,1079,692,801,1153
888,594,473,629,510,750,541,550,702,1079,639,854,1138
888,594,473,629,510,736,520,527,760,1079,639,854,1138
898,592,475,507,632,736,444,553,734,1155,639,854,916
892,650,475,439,672,764,436,508,689,1253,639,854,870
896,685,475,384,720,771,383,561,637,1302,627,869,895
933,684,476,388,713,778,290,654,611,1264,685,704,895
888,661,540,340,765,775,169,778,609,1190,687,690,900
694,711,683,326,780,775,99,848,542,1257,473,904,967
655,757,721,258,837,786,98,842,505,1091,683,904,971
750,702,776,257,838,786,98,841,506,1033,741,904,883
750,702,776,250,743,888,85,854,457,1065,758,864,883
750,543,935,247,592,1042,84,743,569,1065,713,879,805
366,879,983,247,571,1063,84,694,618,1065,713,879,808
471,879,983,247,551,1083,84,644,668,1065,713,874,765
490,874,945,290,548,1086,84,636,674,1052,707,828,766
508,874,743,492,548,1077,88,641,674,649,1057,877,832
511,869,662,578,545,1080,88,641,674,420,1283,880,820
498,882,662,578,477,1148,88,637,670,428,1283,880,821
