Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6
730,1306,107,520,475,569,518,430
747,1233,66,517,475,571,525,465
747,1068,66,382,475,571,432,466
747,1040,66,327,545,523,403,498
747,989,90,302,568,538,402,750
747,945,92,317,559,503,402,809
715,977,92,317,565,502,401,818
598,1094,198,317,607,694,401,818
579,1112,279,427,590,892,405,818
579,1112,370,432,584,877,413,818
532,1158,370,432,584,877,413,818
532,1108,398,432,584,984,410,820
521,917,413,557,584,984,452,820
515,852,433,571,677,992,464,833
453,888,444,548,766,992,500,869
360,930,479,538,766,992,500,841
392,927,638,876,726,992,506,780
418,811,724,869,685,992,574,720
423,801,724,908,685,984,821,827
437,803,762,959,662,955,1091,771
379,857,902,1144,723,873,1091,711
378,825,903,1191,721,870,1121,711
331,696,903,1160,722,870,1158,727
331,673,903,1173,737,721,1157,739
326,685,903,1197,734,721,1247,745
321,674,951,1247,733,721,1247,756
330,674,1112,1385,624,721,1244,767
367,669,1159,1384,563,721,1123,739
386,598,1177,1384,563,689,1111,711
291,716,1183,1487,796,668,1179,646
354,724,1123,1512,796,675,1135,634
341,730,1195,1428,796,675,956,609
318,747,1443,1468,796,673,949,574
330,747,1443,1468,796,707,984,573
345,747,1443,1468,772,669,1005,559
345,747,1419,1470,749,710,1022,382
567,747,1417,1456,740,709,1046,334
653,715,1417,1456,758,640,1046,461
658,598,1311,1456,660,433,1046,461
658,579,1261,1346,649,224,1131,465
658,579,1204,1341,649,222,1123,488
658,532,1278,1341,649,295,1161,504
658,532,1250,1341,649,208,1161,517
746,521,1235,1213,649,299,1120,523
746,515,1220,1191,556,291,1108,510
824,453,1237,1288,468,291,1240,474
841,360,1290,1338,468,291,1240,476
836,392,1175,941,468,291,1234,476
810,418,1213,941,468,291,1230,476
805,423,1267,1017,468,305,983,367
846,437,1230,1114,468,326,713,367
848,379,1122,929,343,326,713,367
848,378,1173,898,339,327,683,367
876,331,1266,879,338,423,645,351
876,331,1383,866,323,423,645,339
869,326,1425,842,323,444,555,333
1109,321,1448,933,325,444,555,322
1100,330,1409,803,326,444,555,311
1063,367,1376,782,326,444,555,311
1044,386,1399,782,376,444,555,330
977,291,1401,681,334,444,458,330
906,354,1398,656,392,431,484,330
906,341,1374,642,456,484,523,340
1077,318,1320,591,505,587,549,408
1153,330,1495,591,505,568,537,492
1138,345,1529,591,493,606,611,474
1138,345,1589,608,507,548,594,415
916,567,1618,624,759,548,570,406
870,653,1618,625,772,623,570,270
895,658,1713,629,848,671,570,270
895,658,1689,629,848,695,481,274
900,658,1656,629,848,705,481,465
967,658,1583,629,848,634,443,449
971,658,1591,629,848,614,443,436
883,746,1593,629,848,523,442,524
883,746,1588,629,848,523,442,538
805,824,1560,532,847,523,274,541
808,841,1472,482,847,523,281,539
765,836,1428,482,847,525,281,561
766,810,1304,482,957,661,217,561
832,805,1307,367,957,715,217,561
820,846,1382,219,1024,724,232,561
821,848,1417,219,1024,776,392,561
821,848,1369,223,1024,775,392,561
793,876,1313,223,1027,679,392,564
793,876,1197,223,1076,679,396,569
793,869,1155,223,1093,681,398,571
622,1109,1084,82,1091,689,471,571
801,1100,962,88,1134,689,493,571
854,1063,992,124,1273,689,493,571
854,1044,995,124,1657,689,493,547
854,977,987,122,1456,689,532,557
854,906,984,122,1398,689,506,598
869,906,936,134,1334,636,467,605
704,1077,834,188,1285,533,441,600
690,1153,659,222,1286,525,417,555
904,1138,625,501,1252,506,322,593
904,1138,565,482,1297,506,322,577
904,916,840,465,1045,506,322,594
864,870,881,465,1055,454,322,594
879,895,810,461,1007,406,322,596
879,895,899,475,1007,382,322,622
874,900,907,531,1007,499,322,466
828,967,906,612,1019,497,322,469
877,971,903,617,1032,567,322,467
880,883,901,713,1135,654,322,373
880,883,901,831,1249,682,322,359
888,805,952,832,1249,682,322,356
869,808,1009,834,1249,863,315,356
865,765,1035,1012,1249,900,494,334
864,766,1035,1021,1139,995,623,334
839,832,1028,1044,1160,927,623,363
812,820,963,1062,1093,1010,608,371
809,821,974,1132,1093,982,448,424
922,821,1304,1113,1093,982,448,427
922,793,1268,1113,1092,983,448,464
941,793,1267,1363,1044,1022,444,542
943,793,1267,1469,1087,1097,442,544
871,622,1267,1553,1087,1112,369,663
692,801,1267,1539,1043,1124,347,956
639,854,1223,1666,904,1221,356,967
639,854,1179,1748,470,1249,506,1206
639,854,1179,1748,469,1278,473,1196
639,854,1179,1748,469,1278,473,1155
627,869,1179,1736,469,1278,473,1138
685,704,1087,1682,469,1278,473,1075
687,690,1196,1670,468,1271,473,1055
473,904,1202,1391,468,1252,473,1043
683,904,1207,1391,409,1252,473,1043
741,904,912,1391,409,1252,482,1024
758,864,871,1390,354,1229,629,1024
713,879,847,1390,326,1229,629,1022
713,879,751,1376,327,1229,629,989
713,874,771,1320,658,1233,658,1126
707,828,772,1239,759,1239,658,1123
1057,877,767,1234,776,1167,658,1123
1283,880,767,1138,673,1081,658,1123
1283,880,767,1020,560,1053,658,1123
1275,888,716,1022,610,1056,658,1123
1274,869,659,1020,652,875,658,1123
1268,865,710,867,652,836,479,1123
1268,864,729,878,652,641,350,1123
1227,839,679,860,631,641,350,1094
1209,812,668,842,631,539,350,1086
1209,809,590,772,631,518,350,1033
1096,922,256,771,631,537,382,1144
1100,922,255,771,629,654,388,1112
1081,941,312,527,628,620,388,1029
1079,943,312,434,575,562,388,1060
1079,871,312,358,575,539,388,1025
1079,692,479,358,586,549,390,742
1079,639,489,184,596,453,400,731
1079,639,530,118,613,427,250,492
1155,639,530,174,652,456,244,492
1253,639,530,193,825,456,285,492
1302,627,544,381,842,456,369,492
1264,685,549,630,842,456,399,493
1190,687,440,609,842,456,399,474
1257,473,434,613,842,509,410,502
1091,683,429,677,842,512,481,515
1033,741,420,682,842,518,627,515
1065,758,420,682,842,537,517,515
1065,713,425,683,843,551,517,515
1065,713,476,683,842,551,518,514
1065,713,447,683,511,420,491,319
1052,707,446,683,398,414,491,337
649,1057,446,683,368,425,491,340
420,1283,446,683,368,456,491,340
428,1283,446,683,367,478,491,370
491,1275,446,680,317,552,491,496
491,1274,456,680,275,624,491,550
491,1268,379,655,280,645,491,581
491,1268,360,715,323,618,491,581
491,1227,360,747,383,757,491,596
510,1209,374,752,424,746,491,703
510,1209,375,784,477,743,491,950
511,1096,375,934,481,724,459,871
515,1100,375,995,481,643,453,905
515,1081,318,990,483,638,453,1257
515,1079,318,977,476,598,453,1400
679,1079,318,969,476,715,453,1421
682,1079,151,976,465,713,473,1411
702,1079,380,977,455,753,471,1412
760,1079,352,961,438,753,517,1413
734,1155,352,928,493,695,703,1416
689,1253,352,927,338,713,671,1465
637,1302,338,739,402,766,647,1651
611,1264,333,490,471,839,640,1702
609,1190,333,489,522,848,640,1720
542,1257,333,485,547,795,629,1666
505,1091,406,421,547,834,558,1716
506,1033,409,416,552,828,403,1739
457,1065,509,423,552,810,366,1857
569,1065,615,422,561,842,366,1886
618,1065,592,422,561,852,365,2073
668,1065,624,485,563,852,363,2089
674,1052,624,485,573,854,381,2072
674,649,680,565,573,843,381,2111
674,420,690,580,573,811,418,2138
670,428,690,580,647,789,418,2154
634,491,690,628,665,715,496,2127
634,491,680,636,680,651,555,2080
640,491,680,695,675,742,561,2049
642,491,826,697,632,733,563,2049
648,491,832,758,572,594,563,2034
657,510,856,782,539,607,563,1984
720,510,855,776,486,619,565,1742
729,511,873,885,482,629,592,1731
737,515,873,851,520,592,592,1697
737,515,893,927,518,592,624,1406
737,515,937,929,542,616,673,1228
573,679,946,929,569,499,717,1123
570,682,946,947,593,481,695,1132
550,702,716,946,593,440,680,1141
527,760,707,947,593,438,678,1144
553,734,826,924,499,457,501,1209
508,689,1158,906,607,452,492,1188
561,637,1221,993,619,399,432,1005
654,611,1252,1105,666,326,409,953
778,609,1270,1122,671,317,409,935
848,542,1373,1128,668,317,409,935
842,505,1403,1196,668,275,409,872
841,506,1452,1279,699,275,409,849
854,457,1500,1278,699,274,409,731
743,569,1412,1278,689,228,409,702
694,618,1394,1320,689,218,415,515
644,668,1362,1292,687,218,433,504
636,674,1362,1293,677,216,549,504
641,674,1306,1213,677,216,648,469
641,674,1296,1198,689,216,612,479
637,670,1296,1242,680,272,612,437
637,634,1296,1194,667,356,534,338
643,634,1296,1186,660,440,475,331
642,640,1296,1127,680,344,477,331
661,642,1150,1045,680,344,574,387
657,648,1144,947,680,344,587,412
630,657,1106,918,672,346,587,511
567,720,1106,892,672,365,608,509
557,729,1088,633,672,402,581,524
541,737,1088,606,634,419,585,530
541,737,1090,529,642,419,553,572
541,737,1047,527,645,395,588,619
541,573,1040,527,629,411,567,624
541,570,1108,502,606,411,567,758
541,550,1111,627,640,411,565,841
520,527,1108,705,704,433,521,875
444,553,989,803,721,441,521,1048
436,508,657,832,595,428,522,1354
383,561,610,757,502,433,522,1398
290,654,580,714,386,433,522,1532
169,778,667,707,336,485,538,1532
99,848,588,777,314,485,576,1532
98,842,546,709,314,486,577,1532
98,841,497,704,278,517,660,1532
85,854,389,706,278,517,683,1532
84,743,367,735,278,532,703,1532
84,694,411,731,319,538,901,1532
84,644,430,698,319,578,1050,1527
84,636,430,704,319,578,1017,1528
88,641,434,712,319,578,985,1521
88,641,448,712,307,578,1026,1493
88,637,534,668,247,522,1079,1489
81,637,654,746,374,515,1118,1489
263,643,683,904,374,513,1127,1489
365,642,690,959,354,506,1179,1517
356,661,694,1014,380,650,1086,1506
354,657,748,1015,387,650,1073,1500
381,630,803,1015,387,635,1073,1372
750,567,803,1015,387,608,1050,1371
750,557,815,1015,387,562,1072,1332
750,541,815,1015,391,545,1080,1318
750,541,793,1015,384,545,1102,1241
750,541,792,1036,357,545,1026,1213
750,541,790,1036,346,530,1016,1279
750,541,722,1039,345,528,1017,1151
750,541,746,914,311,530,1017,1058
736,520,780,836,247,525,1049,1020
736,444,991,738,230,500,1091,782
764,436,994,709,230,516,1091,550
771,383,978,697,230,513,1091,564
778,290,1049,628,230,513,1091,437
775,169,1086,622,224,461,1075,438
775,99,1304,591,224,461,1042,438
786,98,1243,601,225,460,1082,443
786,98,1240,707,246,429,1059,445
888,85,1200,706,258,429,1036,445
1042,84,1199,704,270,479,1021,445
1063,84,1145,801,229,518,817,445
1083,84,1126,914,239,593,650,445
1086,84,1126,930,239,726,549,443
1077,88,1122,1066,240,745,482,443
1080,88,1108,1066,431,746,440,434
1148,88,1022,1066,444,746,387,434
1139,81,902,988,339,666,348,434
951,263,873,830,427,605,339,434
848,365,866,775,433,609,279,406
837,356,884,720,417,526,273,361
837,354,830,732,446,558,273,342
835,381,775,732,446,558,293,314
485,750,775,777,446,555,293,312
485,750,763,880,446,555,273,312
485,750,776,999,442,555,292,312
485,750,835,1016,441,568,271,286
489,750,835,1042,464,568,271,267
489,750,914,1206,486,567,314,198
508,750,1079,1294,515,567,313,324
510,750,1071,1328,522,565,313,366
510,736,1087,1412,674,548,281,367
632,736,920,1412,674,553,230,364
672,764,917,1429,675,543,235,262
720,771,917,1499,687,544,241,329
713,778,846,1523,691,550,266,322
765,775,704,1519,762,554,266,321
780,775,463,1509,822,560,263,321
837,786,513,1499,832,560,228,316
838,786,715,1315,817,573,168,317
743,888,786,1308,805,594,255,317
592,1042,812,1281,793,529,251,317
571,1063,863,1146,793,484,251,317
551,1083,892,1031,783,369,251,317
548,1086,1008,1008,783,236,251,317
548,1077,1018,870,782,217,251,317
545,1080,1018,920,591,216,251,317
477,1148,1022,955,573,216,290,317
466,1139,1055,992,591,216,362,317
466,951,1231,992,516,187,396,317
462,848,1254,1207,510,190,443,317
534,837,1232,1211,500,129,447,317
547,837,1251,1219,634,106,447,317
571,835,1251,1224,717,106,427,402
600,485,1256,1179,721,162,427,438
622,485,1327,1076,768,184,425,438
648,485,1358,976,805,189,394,440
654,485,1299,972,875,227,393,440
650,489,1306,954,958,252,385,471
650,489,1233,831,950,252,329,469
631,508,1068,740,1056,252,329,422
629,510,1040,706,1104,252,415,409
629,510,989,621,977,252,417,409
507,632,945,621,977,263,453,409
439,672,977,604,976,265,517,410
384,720,1094,534,964,318,526,282
388,713,1112,510,960,340,512,282
340,765,1112,510,889,342,529,282
326,780,1158,475,829,336,527,282
258,837,1108,475,818,336,523,285
257,838,917,475,815,323,523,282
250,743,852,475,823,302,436,282
247,592,888,475,846,302,435,282
247,571,930,475,856,302,435,282
247,551,927,475,915,342,435,282
290,548,811,475,922,383,435,282
492,548,801,469,922,383,443,282
578,545,803,419,922,406,472,282
578,477,857,384,922,470,515,282
578,466,825,347,877,476,446,282
578,466,696,347,906,476,412,283
578,462,673,132,906,460,514,284
505,534,685,128,906,463,510,284
492,547,674,107,736,455,510,284
448,571,674,102,653,564,510,202
471,600,669,102,682,568,510,287
451,622,598,102,635,545,542,299
479,648,716,83,598,551,563,326
473,654,724,136,528,500,569,370
473,650,730,107,520,475,569,518
473,650,747,66,517,475,571,525
473,631,747,66,382,475,571,432
473,629,747,66,327,545,523,403
473,629,747,90,302,568,538,402
475,507,747,92,317,559,503,402
475,439,715,92,317,565,502,401
475,384,598,198,317,607,694,401
476,388,579,279,427,590,892,405
540,340,579,370,432,584,877,413
683,326,532,370,432,584,877,413
721,258,532,398,432,584,984,410
776,257,521,413,557,584,984,452
776,250,515,433,571,677,992,464
935,247,453,444,548,766,992,500
983,247,360,479,538,766,992,500
983,247,392,638,876,726,992,506
945,290,418,724,869,685,992,574
743,492,423,724,908,685,984,821
662,578,437,762,959,662,955,1091
662,578,379,902,1144,723,873,1091
703,578,378,903,1191,721,870,1121
703,578,331,903,1160,722,870,1158
703,578,331,903,1173,737,721,1157
703,505,326,903,1197,734,721,1247
703,492,321,951,1247,733,721,1247
709,448,330,1112,1385,624,721,1244
639,471,367,1159,1384,563,721,1123
648,451,386,1177,1384,563,689,1111
594,479,291,1183,1487,796,668,1179
594,473,354,1123,1512,796,675,1135
594,473,341,1195,1428,796,675,956
594,473,318,1443,1468,796,673,949
594,473,330,1443,1468,796,707,984
594,473,345,1443,1468,772,669,1005
594,473,345,1419,1470,749,710,1022
592,475,567,1417,1456,740,709,1046
650,475,653,1417,1456,758,640,1046
685,475,658,1311,1456,660,433,1046
684,476,658,1261,1346,649,224,1131
661,540,658,1204,1341,649,222,1123
711,683,658,1278,1341,649,295,1161
757,721,658,1250,1341,649,208,1161
702,776,746,1235,1213,649,299,1120
702,776,746,1220,1191,556,291,1108
543,935,824,1237,1288,468,291,1240
879,983,841,1290,1338,468,291,1240
879,983,836,1175,941,468,291,1234
874,945,810,1213,941,468,291,1230
874,743,805,1267,1017,468,305,983
869,662,846,1230,1114,468,326,713
882,662,848,1122,929,343,326,713
889,703,848,1173,898,339,327,683
889,703,876,1266,879,338,423,645
889,703,876,1383,866,323,423,645
889,703,869,1425,842,323,444,555
905,703,1109,1448,933,325,444,555
893,709,1100,1409,803,326,444,555
892,639,1063,1376,782,326,444,555
881,648,1044,1399,782,376,444,555
888,594,977,1401,681,334,444,458
888,594,906,1398,656,392,431,484
888,594,906,1374,642,456,484,523
888,594,1077,1320,591,505,587,549
888,594,1153,1495,591,505,568,537
888,594,1138,1529,591,493,606,611
888,594,1138,1589,608,507,548,594
898,592,916,1618,624,759,548,570
892,650,870,1618,625,772,623,570
896,685,895,1713,629,848,671,570
933,684,895,1689,629,848,695,481
888,661,900,1656,629,848,705,481
694,711,967,1583,629,848,634,443
655,757,971,1591,629,848,614,443
750,702,883,1593,629,848,523,442
750,702,883,1588,629,848,523,442
750,543,805,1560,532,847,523,274
366,879,808,1472,482,847,523,281
471,879,765,1428,482,847,525,281
490,874,766,1304,482,957,661,217
508,874,832,1307,367,957,715,217
511,869,820,1382,219,1024,724,232
498,882,821,1417,219,1024,776,392
508,889,821,1369,223,1024,775,392
705,889,793,1313,223,1027,679,392
727,889,793,1197,223,1076,679,396
727,889,793,1155,223,1093,681,398
711,905,622,1084,82,1091,689,471
749,893,801,962,88,1134,689,493
749,892,854,992,124,1273,689,493
754,881,854,995,124,1657,689,493
747,888,854,987,122,1456,689,532
747,888,854,984,122,1398,689,506
747,888,869,936,134,1334,636,467
786,888,704,834,188,1285,533,441
786,888,690,659,222,1286,525,417
786,888,904,625,501,1252,506,322
786,888,904,565,482,1297,506,322
776,898,904,840,465,1045,506,322
743,892,864,881,465,1055,454,322
704,896,879,810,461,1007,406,322
663,933,879,899,475,1007,382,322
832,888,874,907,531,1007,499,322
855,694,828,906,612,1019,497,322
810,655,877,903,617,1032,567,322
935,750,880,901,713,1135,654,322
935,750,880,901,831,1249,682,322
935,750,888,952,832,1249,682,322
935,366,869,1009,834,1249,863,315
830,471,865,1035,1012,1249,900,494
811,490,864,1035,1021,1139,995,623
793,508,839,1028,1044,1160,927,623
790,511,812,963,1062,1093,1010,608
793,498,809,974,1132,1093,982,448
735,508,922,1304,1113,1093,982,448
538,705,922,1268,1113,1092,983,448
516,727,941,1267,1363,1044,1022,444
533,727,943,1267,1469,1087,1097,442
533,711,871,1267,1553,1087,1112,369
495,749,692,1267,1539,1043,1124,347
495,749,639,1223,1666,904,1221,356
490,754,639,1179,1748,470,1249,506
490,747,639,1179,1748,469,1278,473
490,747,639,1179,1748,469,1278,473
591,747,627,1179,1736,469,1278,473
552,786,685,1087,1682,469,1278,473
626,786,687,1196,1670,468,1271,473
816,786,473,1202,1391,468,1252,473
819,786,683,1207,1391,409,1252,473
819,776,741,912,1391,409,1252,482
800,743,758,871,1390,354,1229,629
800,704,713,847,1390,326,1229,629
800,663,713,751,1376,327,1229,629
631,832,713,771,1320,658,1233,658
608,855,707,772,1239,759,1239,658
608,810,1057,767,1234,776,1167,658
389,935,1283,767,1138,673,1081,658
482,935,1283,767,1020,560,1053,658
482,935,1275,716,1022,610,1056,658
482,935,1274,659,1020,652,875,658
482,830,1268,710,867,652,836,479
482,811,1268,729,878,652,641,350
482,793,1227,679,860,631,641,350
576,790,1209,668,842,631,539,350
573,793,1209,590,772,631,518,350
573,735,1096,256,771,631,537,382
573,538,1100,255,771,629,654,388
573,516,1081,312,527,628,620,388
556,533,1079,312,434,575,562,388
556,533,1079,312,358,575,539,388
556,495,1079,479,358,586,549,390
556,495,1079,489,184,596,453,400
556,490,1079,530,118,613,427,250
556,490,1155,530,174,652,456,244
556,490,1253,530,193,825,456,285
455,591,1302,544,381,842,456,369
455,552,1264,549,630,842,456,399
381,626,1190,440,609,842,456,399
396,816,1257,434,613,842,509,410
432,819,1091,429,677,842,512,481
458,819,1033,420,682,842,518,627
476,800,1065,420,682,842,537,517
476,800,1065,425,683,843,551,517
568,800,1065,476,683,842,551,518
694,631,1065,447,683,511,420,491
740,608,1052,446,683,398,414,491
740,608,649,446,683,368,425,491
739,389,420,446,683,368,456,491
646,482,428,446,683,367,478,491
648,482,491,446,680,317,552,491
650,482,491,456,680,275,624,491
650,482,491,379,655,280,645,491
650,482,491,360,715,323,618,491
650,482,491,360,747,383,757,491
556,576,510,374,752,424,746,491
556,573,510,375,784,477,743,491
558,573,511,375,934,481,724,459
600,573,515,375,995,481,643,453
605,573,515,318,990,483,638,453
605,556,515,318,977,476,598,453
605,556,679,318,969,476,715,453
605,556,682,151,976,465,713,473
605,556,702,380,977,455,753,471
605,556,760,352,961,438,753,517
605,556,734,352,928,493,695,703
639,556,689,352,927,338,713,671
684,455,637,338,739,402,766,647
761,455,611,333,490,471,839,640
942,381,609,333,489,522,848,640
771,396,542,333,485,547,795,629
740,432,505,406,421,547,834,558
806,458,506,409,416,552,828,403
788,476,457,509,423,552,810,366
845,476,569,615,422,561,842,366
797,568,618,592,422,561,852,365
671,694,668,624,485,563,852,363
628,740,674,624,485,573,854,381
629,740,674,680,565,573,843,381
639,739,674,690,580,573,811,418
642,646,670,690,580,647,789,418
802,648,634,690,628,665,715,496
955,650,634,680,636,680,651,555
955,650,640,680,695,675,742,561
955,650,642,826,697,632,733,563
955,650,648,832,758,572,594,563
955,556,657,856,782,539,607,563
959,556,720,855,776,486,619,565
1143,558,729,873,885,482,629,592
1155,600,737,873,851,520,592,592
1187,605,737,893,927,518,592,624
1189,605,737,937,929,542,616,673
1349,605,573,946,929,569,499,717
1453,605,570,946,947,593,481,695
1547,605,550,716,946,593,440,680
1547,605,527,707,947,593,438,678
1558,605,553,826,924,499,457,501
1538,639,508,1158,906,607,452,492
1549,684,561,1221,993,619,399,432
1473,761,654,1252,1105,666,326,409
1367,942,778,1270,1122,671,317,409
1388,771,848,1373,1128,668,317,409
1416,740,842,1403,1196,668,275,409
1408,806,841,1452,1279,699,275,409
1425,788,854,1500,1278,699,274,409
1467,845,743,1412,1278,689,228,409
1437,797,694,1394,1320,689,218,415
1438,671,644,1362,1292,687,218,433
1438,628,636,1362,1293,677,216,549
1437,629,641,1306,1213,677,216,648
1427,639,641,1296,1198,689,216,612
1424,642,637,1296,1242,680,272,612
1262,802,637,1296,1194,667,356,534
1107,955,643,1296,1186,660,440,475
1112,955,642,1296,1127,680,344,477
1119,955,661,1150,1045,680,344,574
1143,955,657,1144,947,680,344,587
1316,955,630,1106,918,672,346,587
1323,959,567,1106,892,672,365,608
1214,1143,557,1088,633,672,402,581
1217,1155,541,1088,606,634,419,585
1180,1187,541,1090,529,642,419,553
1209,1189,541,1047,527,645,395,588
1049,1349,541,1040,527,629,411,567
1079,1453,541,1108,502,606,411,567
1040,1547,541,1111,627,640,411,565
1127,1547,520,1108,705,704,433,521
1119,1558,444,989,803,721,441,521
1106,1538,436,657,832,595,428,522
1050,1549,383,610,757,502,433,522
1049,1473,290,580,714,386,433,522
974,1367,169,667,707,336,485,538
919,1388,99,588,777,314,485,576
886,1416,98,546,709,314,486,577
802,1408,98,497,704,278,517,660
798,1425,85,389,706,278,517,683
706,1467,84,367,735,278,532,703
692,1437,84,411,731,319,538,901
691,1438,84,430,698,319,578,1050
709,1438,84,430,704,319,578,1017
709,1437,88,434,712,319,578,985
709,1427,88,448,712,307,578,1026
774,1424,88,534,668,247,522,1079
845,1262,81,654,746,374,515,1118
845,1107,263,683,904,374,513,1127
840,1112,365,690,959,354,506,1179
833,1119,356,694,1014,380,650,1086
815,1143,354,748,1015,387,650,1073
645,1316,381,803,1015,387,635,1073
634,1323,750,803,1015,387,608,1050
602,1214,750,815,1015,387,562,1072
549,1217,750,815,1015,391,545,1080
549,1180,750,793,1015,384,545,1102
519,1209,750,792,1036,357,545,1026
535,1049,750,790,1036,346,530,1016
468,1079,750,722,1039,345,528,1017
417,1040,750,746,914,311,530,1017
351,1127,736,780,836,247,525,1049
357,1119,736,991,738,230,500,1091
441,1106,764,994,709,230,516,1091
604,1050,771,978,697,230,513,1091
607,1049,778,1049,628,230,513,1091
644,974,775,1086,622,224,461,1075
644,919,775,1304,591,224,461,1042
641,886,786,1243,601,225,460,1082
641,802,786,1240,707,246,429,1059
628,798,888,1200,706,258,429,1036
621,706,1042,1199,704,270,479,1021
622,692,1063,1145,801,229,518,817
622,691,1083,1126,914,239,593,650
601,709,1086,1126,930,239,726,549
620,709,1077,1122,1066,240,745,482
627,709,1080,1108,1066,431,746,440
562,774,1148,1022,1066,444,746,387
517,845,1139,902,988,339,666,348
556,845,951,873,830,427,605,339
556,840,848,866,775,433,609,279
556,833,837,884,720,417,526,273
570,815,837,830,732,446,558,273
574,645,835,775,732,446,558,293
708,634,485,775,777,446,555,293
708,602,485,763,880,446,555,273
749,549,485,776,999,442,555,292
