Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,Accum_y-1,Accum_y-2
563,688,727,1132,696,791,532,525,622
572,686,719,1139,614,829,579,539,627
555,726,691,1158,614,796,621,543,629
527,754,510,1317,470,936,647,636,629
655,754,341,1478,469,944,648,636,629
719,754,260,1559,469,929,630,636,629
645,844,199,1617,481,867,368,636,608
598,807,284,1620,481,854,380,584,607
597,794,293,1625,481,823,411,533,650
493,934,286,1632,413,748,554,473,895
503,937,279,1633,415,618,688,413,809
525,921,295,1622,414,613,705,396,800
525,921,295,1600,221,720,813,402,892
525,920,219,1671,226,696,838,462,856
507,938,219,1671,226,636,898,433,729
506,916,220,1691,200,663,899,419,782
504,890,248,1641,246,667,899,381,813
565,797,301,1668,259,667,899,395,813
595,793,302,1615,312,636,933,511,815
651,706,389,1602,291,657,946,555,813
673,728,389,1451,420,677,948,774,815
710,706,411,1158,695,691,952,787,926
780,684,433,1037,816,691,952,787,927
781,675,443,1006,847,691,952,787,975
778,610,511,1001,850,693,952,767,1042
781,539,582,1001,850,693,952,762,1042
781,537,584,982,864,698,873,784,1119
782,420,700,865,980,700,873,789,1123
782,409,710,705,1141,700,822,773,1123
860,410,710,705,1136,705,822,773,1103
785,485,696,719,1132,696,834,773,1105
707,563,688,727,1132,696,791,757,1114
698,572,686,719,1139,614,829,731,1245
675,555,726,691,1158,614,796,712,1385
675,527,754,510,1317,470,936,619,1423
561,655,754,341,1478,469,944,619,1423
497,719,754,260,1559,469,929,619,1423
472,645,844,199,1617,481,867,685,1450
468,598,807,284,1620,481,854,685,1519
518,597,794,293,1625,481,823,678,1475
482,493,934,286,1632,413,748,661,1211
506,503,937,279,1633,415,618,663,1097
542,525,921,295,1622,414,613,668,1069
546,525,921,295,1600,221,720,693,937
551,525,920,219,1671,226,696,626,841
551,507,938,219,1671,226,636,626,839
551,506,916,220,1691,200,663,675,786
554,504,890,248,1641,246,667,681,755
579,565,797,301,1668,259,667,673,750
550,595,793,302,1615,312,636,595,747
494,651,706,389,1602,291,657,551,747
450,673,728,389,1451,420,677,332,744
438,710,706,411,1158,695,691,319,631
389,780,684,433,1037,816,691,327,630
409,781,675,443,1006,847,691,368,582
473,778,610,511,1001,850,693,369,515
470,781,539,582,1001,850,693,367,515
591,781,537,584,982,864,698,343,437
594,782,420,700,865,980,700,311,430
594,782,409,710,705,1141,700,286,430
523,860,410,710,705,1136,705,260,430
557,785,485,696,719,1132,696,260,448
590,707,563,688,727,1132,696,260,454
591,698,572,686,719,1139,614,259,369
607,675,555,726,691,1158,614,293,460
624,675,527,754,510,1317,470,293,430
756,561,655,754,341,1478,469,316,431
756,497,719,754,260,1559,469,316,553
756,472,645,844,199,1617,481,250,526
756,468,598,807,284,1620,481,285,513
769,518,597,794,293,1625,481,396,513
809,482,493,934,286,1632,413,443,513
997,506,503,937,279,1633,415,487,512
940,542,525,921,295,1622,414,488,512
936,546,525,921,295,1600,221,517,620
931,551,525,920,219,1671,226,540,620
938,551,507,938,219,1671,226,540,628
947,551,506,916,220,1691,200,491,628
944,554,504,890,248,1641,246,485,644
858,579,565,797,301,1668,259,492,676
857,550,595,793,302,1615,312,822,680
857,494,651,706,389,1602,291,822,732
857,450,673,728,389,1451,420,822,756
832,438,710,706,411,1158,695,822,771
811,389,780,684,433,1037,816,814,775
789,409,781,675,443,1006,847,773,776
725,473,778,610,511,1001,850,770,776
725,470,781,539,582,1001,850,779,776
607,591,781,537,584,982,864,813,776
603,594,782,420,700,865,980,812,776
609,594,782,409,710,705,1141,812,776
610,523,860,410,710,705,1136,812,776
618,557,785,485,696,719,1132,812,764
585,590,707,563,688,727,1132,930,749
584,591,698,572,686,719,1139,1024,716
568,607,675,555,726,691,1158,991,485
551,624,675,527,754,510,1317,1016,477
405,756,561,655,754,341,1478,1053,514
486,756,497,719,754,260,1559,1053,410
717,756,472,645,844,199,1617,1053,410
717,756,468,598,807,284,1620,1018,354
896,769,518,597,794,293,1625,907,354
883,809,482,493,934,286,1632,858,354
667,997,506,503,937,279,1633,1022,354
887,940,542,525,921,295,1622,1062,410
920,936,546,525,921,295,1600,1003,301
1176,931,551,525,920,219,1671,980,314
1208,938,551,507,938,219,1671,980,339
1211,947,551,506,916,220,1691,980,356
1219,944,554,504,890,248,1641,1190,360
1328,858,579,565,797,301,1668,1177,424
1364,857,550,595,793,302,1615,809,421
1402,857,494,651,706,389,1602,824,391
1415,857,450,673,728,389,1451,824,454
1415,832,438,710,706,411,1158,824,543
1415,811,389,780,684,433,1037,824,540
1415,789,409,781,675,443,1006,824,539
1415,725,473,778,610,511,1001,824,539
1415,725,470,781,539,582,1001,826,539
1412,607,591,781,537,584,982,792,539
1562,603,594,782,420,700,865,792,552
1588,609,594,782,409,710,705,792,552
1596,610,523,860,410,710,705,792,552
1758,618,557,785,485,696,719,792,544
1816,585,590,707,563,688,727,674,544
1837,584,591,698,572,686,719,580,526
1971,568,607,675,555,726,691,579,587
1971,551,624,675,527,754,510,554,587
1971,405,756,561,655,754,341,494,549
1934,486,756,497,719,754,260,494,560
1703,717,756,472,645,844,199,494,603
1703,717,756,468,598,807,284,510,604
1461,896,769,518,597,794,293,523,605
1434,883,809,482,493,934,286,561,605
1425,667,997,506,503,937,279,354,605
1209,887,940,542,525,921,295,323,545
1205,920,936,546,525,921,295,332,544
949,1176,931,551,525,920,219,392,531
910,1208,938,551,507,938,219,400,498
898,1211,947,551,506,916,220,400,481
890,1219,944,554,504,890,248,190,461
781,1328,858,579,565,797,301,190,365
745,1364,857,550,595,793,302,265,364
707,1402,857,494,651,706,389,254,342
694,1415,857,450,673,728,389,326,255
694,1415,832,438,710,706,411,326,151
807,1415,811,389,780,684,433,384,150
967,1415,789,409,781,675,443,384,150
1123,1415,725,473,778,610,511,384,150
1123,1415,725,470,781,539,582,373,228
1123,1412,607,591,781,537,584,373,258
973,1562,603,594,782,420,700,373,246
941,1588,609,594,782,409,710,373,326
924,1596,610,523,860,410,710,406,326
820,1758,618,557,785,485,696,730,326
774,1816,585,590,707,563,688,731,326
754,1837,584,591,698,572,686,731,326
620,1971,568,607,675,555,726,731,263
620,1971,551,624,675,527,754,731,263
620,1971,405,756,561,655,754,731,263
678,1934,486,756,497,719,754,731,236
793,1703,717,756,472,645,844,731,376
794,1703,717,756,468,598,807,715,486
799,1461,896,769,518,597,794,702,491
799,1434,883,809,482,493,934,664,534
987,1425,667,997,506,503,937,660,534
982,1209,887,940,542,525,921,645,598
953,1205,920,936,546,525,921,635,603
953,949,1176,931,551,525,920,575,626
953,910,1208,938,551,507,938,567,654
953,898,1211,947,551,506,916,567,655
963,890,1219,944,554,504,890,567,1015
963,781,1328,858,579,565,797,567,1042
963,745,1364,857,550,595,793,492,1138
966,707,1402,857,494,651,706,567,1149
1150,694,1415,857,450,673,728,495,1164
1162,694,1415,832,438,710,706,546,1164
1050,807,1415,811,389,780,684,488,1164
917,967,1415,789,409,781,675,489,1164
800,1123,1415,725,473,778,610,532,1164
800,1123,1415,725,470,781,539,579,1086
802,1123,1412,607,591,781,537,621,1056
802,973,1562,603,594,782,420,647,1055
805,941,1588,609,594,782,409,648,975
805,924,1596,610,523,860,410,630,975
723,820,1758,618,557,785,485,368,991
713,774,1816,585,590,707,563,380,1045
910,754,1837,584,591,698,572,411,1107
912,620,1971,568,607,675,555,554,1109
1092,620,1971,551,624,675,527,688,1140
1102,620,1971,405,756,561,655,705,1140
1062,678,1934,486,756,497,719,813,1200
947,793,1703,717,756,472,645,838,1041
946,794,1703,717,756,468,598,898,930
993,799,1461,896,769,518,597,899,924
993,799,1434,883,809,482,493,899,968
805,987,1425,667,997,506,503,899,968
979,982,1209,887,940,542,525,933,918
1110,953,1205,920,936,546,525,946,913
1216,953,949,1176,931,551,525,948,958
1221,953,910,1208,938,551,507,952,976
1221,953,898,1211,947,551,506,952,981
1211,963,890,1219,944,554,504,952,621
1211,963,781,1328,858,579,565,952,665
1259,963,745,1364,857,550,595,952,573
1263,966,707,1402,857,494,651,873,562
1079,1150,694,1415,857,450,673,873,578
1160,1162,694,1415,832,438,710,822,594
1174,1050,807,1415,811,389,780,822,594
1147,917,967,1415,789,409,781,834,594
1108,800,1123,1415,725,473,778,791,595
1108,800,1123,1415,725,470,781,829,651
1137,802,1123,1412,607,591,781,796,873
1137,802,973,1562,603,594,782,936,1187
1147,805,941,1588,609,594,782,944,1353
1147,805,924,1596,610,523,860,929,1417
1133,723,820,1758,618,557,785,867,1445
1138,713,774,1816,585,590,707,854,1765
941,910,754,1837,584,591,698,823,1795
1098,912,620,1971,568,607,675,748,1853
952,1092,620,1971,551,624,675,618,2031
1081,1102,620,1971,405,756,561,613,2130
1073,1062,678,1934,486,756,497,720,2088
1128,947,793,1703,717,756,472,696,2086
1134,946,794,1703,717,756,468,636,2089
1205,993,799,1461,896,769,518,663,2089
1292,993,799,1434,883,809,482,667,2008
1391,805,987,1425,667,997,506,667,2008
1271,979,982,1209,887,940,542,636,2038
1161,1110,953,1205,920,936,546,657,2069
1055,1216,953,949,1176,931,551,677,2017
1050,1221,953,910,1208,938,551,691,1971
1195,1221,953,898,1211,947,551,691,1965
1247,1211,963,890,1219,944,554,691,1966
1252,1211,963,781,1328,858,579,693,1940
1231,1259,963,745,1364,857,550,693,1956
1226,1263,966,707,1402,857,494,698,1986
1235,1079,1150,694,1415,857,450,700,1955
1142,1160,1162,694,1415,832,438,700,1939
1159,1174,1050,807,1415,811,389,705,1940
1172,1147,917,967,1415,789,409,696,1940
1242,1108,800,1123,1415,725,473,696,1939
1354,1108,800,1123,1415,725,470,614,1883
1467,1137,802,1123,1412,607,591,614,1661
1467,1137,802,973,1562,603,594,470,1347
1550,1147,805,941,1588,609,594,469,1181
1616,1147,805,924,1596,610,523,469,1182
1650,1133,723,820,1758,618,557,481,1139
1643,1138,713,774,1816,585,590,481,765
1642,941,910,754,1837,584,591,481,683
1483,1098,912,620,1971,568,607,413,624
1503,952,1092,620,1971,551,624,415,415
1409,1081,1102,620,1971,405,756,414,316
1355,1073,1062,678,1934,486,756,221,296
1303,1128,947,793,1703,717,756,226,274
1297,1134,946,794,1703,717,756,226,293
1228,1205,993,799,1461,896,769,200,293
1244,1292,993,799,1434,883,809,246,291
1164,1391,805,987,1425,667,997,259,291
1110,1271,979,982,1209,887,940,312,281
1242,1161,1110,953,1205,920,936,291,255
1276,1055,1216,953,949,1176,931,420,279
1290,1050,1221,953,910,1208,938,695,330
1181,1195,1221,953,898,1211,947,816,343
1251,1247,1211,963,890,1219,944,847,355
1263,1252,1211,963,781,1328,858,850,311
1249,1231,1259,963,745,1364,857,850,295
1247,1226,1263,966,707,1402,857,864,265
1271,1235,1079,1150,694,1415,857,980,290
1272,1142,1160,1162,694,1415,832,1141,382
1240,1159,1174,1050,807,1415,811,1136,384
1227,1172,1147,917,967,1415,789,1132,384
1157,1242,1108,800,1123,1415,725,1132,385
1046,1354,1108,800,1123,1415,725,1139,385
903,1467,1137,802,1123,1412,607,1158,390
962,1467,1137,802,973,1562,603,1317,393
918,1550,1147,805,941,1588,609,1478,482
884,1616,1147,805,924,1596,610,1559,516
854,1650,1133,723,820,1758,618,1617,523
869,1643,1138,713,774,1816,585,1620,523
869,1642,941,910,754,1837,584,1625,513
870,1483,1098,912,620,1971,568,1632,512
946,1503,952,1092,620,1971,551,1633,512
939,1409,1081,1102,620,1971,405,1622,543
948,1355,1073,1062,678,1934,486,1600,590
1147,1303,1128,947,793,1703,717,1671,633
1391,1297,1134,946,794,1703,717,1671,611
1343,1228,1205,993,799,1461,896,1691,611
1240,1244,1292,993,799,1434,883,1641,628
1221,1164,1391,805,987,1425,667,1668,665
1222,1110,1271,979,982,1209,887,1615,680
1104,1242,1161,1110,953,1205,920,1602,675
1070,1276,1055,1216,953,949,1176,1451,635
1056,1290,1050,1221,953,910,1208,1158,589
1020,1181,1195,1221,953,898,1211,1037,582
898,1251,1247,1211,963,890,1219,1006,588
881,1263,1252,1211,963,781,1328,1001,592
868,1249,1231,1259,963,745,1364,1001,590
871,1247,1226,1263,966,707,1402,982,607
851,1271,1235,1079,1150,694,1415,865,582
863,1272,1142,1160,1162,694,1415,705,490
868,1240,1159,1174,1050,807,1415,705,487
954,1227,1172,1147,917,967,1415,719,487
1036,1157,1242,1108,800,1123,1415,727,486
1124,1046,1354,1108,800,1123,1415,719,486
1188,903,1467,1137,802,1123,1412,691,486
1172,962,1467,1137,802,973,1562,510,530
1200,918,1550,1147,805,941,1588,341,526
1205,884,1616,1147,805,924,1596,260,473
1197,854,1650,1133,723,820,1758,199,536
1182,869,1643,1138,713,774,1816,284,536
1182,869,1642,941,910,754,1837,293,536
1181,870,1483,1098,912,620,1971,286,536
1051,946,1503,952,1092,620,1971,279,536
1036,939,1409,1081,1102,620,1971,295,505
1092,948,1355,1073,1062,678,1934,295,458
999,1147,1303,1128,947,793,1703,219,438
839,1391,1297,1134,946,794,1703,219,468
907,1343,1228,1205,993,799,1461,220,519
956,1240,1244,1292,993,799,1434,248,549
985,1221,1164,1391,805,987,1425,301,514
987,1222,1110,1271,979,982,1209,302,466
952,1104,1242,1161,1110,953,1205,389,466
952,1070,1276,1055,1216,953,949,389,467
1144,1056,1290,1050,1221,953,910,411,462
1147,1020,1181,1195,1221,953,898,433,456
1147,898,1251,1247,1211,963,890,443,437
1147,881,1263,1252,1211,963,781,511,434
1157,868,1249,1231,1259,963,745,582,439
1154,871,1247,1226,1263,966,707,584,426
1141,851,1271,1235,1079,1150,694,700,457
1128,863,1272,1142,1160,1162,694,710,511
1123,868,1240,1159,1174,1050,807,710,581
1051,954,1227,1172,1147,917,967,696,640
980,1036,1157,1242,1108,800,1123,688,720
924,1124,1046,1354,1108,800,1123,686,733
859,1188,903,1467,1137,802,1123,726,743
817,1172,962,1467,1137,802,973,754,696
744,1200,918,1550,1147,805,941,754,611
707,1205,884,1616,1147,805,924,754,565
729,1197,854,1650,1133,723,820,844,494
769,1182,869,1643,1138,713,774,807,546
769,1182,869,1642,941,910,754,794,604
820,1181,870,1483,1098,912,620,934,683
897,1051,946,1503,952,1092,620,937,744
874,1036,939,1409,1081,1102,620,921,761
823,1092,948,1355,1073,1062,678,921,761
753,999,1147,1303,1128,947,793,920,745
727,839,1391,1297,1134,946,794,938,744
670,907,1343,1228,1205,993,799,916,707
668,956,1240,1244,1292,993,799,890,694
708,985,1221,1164,1391,805,987,797,692
758,987,1222,1110,1271,979,982,793,691
780,952,1104,1242,1161,1110,953,706,691
851,952,1070,1276,1055,1216,953,728,690
717,1144,1056,1290,1050,1221,953,706,690
723,1147,1020,1181,1195,1221,953,684,690
794,1147,898,1251,1247,1211,963,675,690
819,1147,881,1263,1252,1211,963,610,710
815,1157,868,1249,1231,1259,963,539,710
923,1154,871,1247,1226,1263,966,537,708
1135,1141,851,1271,1235,1079,1150,420,705
1167,1128,863,1272,1142,1160,1162,409,692
1219,1123,868,1240,1159,1174,1050,410,648
1280,1051,954,1227,1172,1147,917,485,589
1305,980,1036,1157,1242,1108,800,563,525
1272,924,1124,1046,1354,1108,800,572,539
1285,859,1188,903,1467,1137,802,555,543
1404,817,1172,962,1467,1137,802,527,636
1400,744,1200,918,1550,1147,805,655,636
1400,707,1205,884,1616,1147,805,719,636
1378,729,1197,854,1650,1133,723,645,636
1338,769,1182,869,1643,1138,713,598,584
1355,769,1182,869,1642,941,910,597,533
1322,820,1181,870,1483,1098,912,493,473
1341,897,1051,946,1503,952,1092,503,413
1375,874,1036,939,1409,1081,1102,525,396
1426,823,1092,948,1355,1073,1062,525,402
1424,753,999,1147,1303,1128,947,525,462
1374,727,839,1391,1297,1134,946,507,433
1441,670,907,1343,1228,1205,993,506,419
1452,668,956,1240,1244,1292,993,504,381
1384,708,985,1221,1164,1391,805,565,395
1331,758,987,1222,1110,1271,979,595,511
1309,780,952,1104,1242,1161,1110,651,555
1336,851,952,1070,1276,1055,1216,673,774
1330,717,1144,1056,1290,1050,1221,710,787
1334,723,1147,1020,1181,1195,1221,780,787
1263,794,1147,898,1251,1247,1211,781,787
1263,819,1147,881,1263,1252,1211,778,767
1267,815,1157,868,1249,1231,1259,781,762
1161,923,1154,871,1247,1226,1263,781,784
952,1135,1141,851,1271,1235,1079,782,789
920,1167,1128,863,1272,1142,1160,782,773
868,1219,1123,868,1240,1159,1174,860,773
1064,1280,1051,954,1227,1172,1147,785,773
1087,1305,980,1036,1157,1242,1108,707,757
1117,1272,924,1124,1046,1354,1108,698,731
1123,1285,859,1188,903,1467,1137,675,712
1057,1404,817,1172,962,1467,1137,675,619
1209,1400,744,1200,918,1550,1147,561,619
1209,1400,707,1205,884,1616,1147,497,619
1209,1378,729,1197,854,1650,1133,472,685
1288,1338,769,1182,869,1643,1138,468,685
1271,1355,769,1182,869,1642,941,518,678
1253,1322,820,1181,870,1483,1098,482,661
1157,1341,897,1051,946,1503,952,506,663
1123,1375,874,1036,939,1409,1081,542,668
1058,1426,823,1092,948,1355,1073,546,693
1021,1424,753,999,1147,1303,1128,551,626
1013,1374,727,839,1391,1297,1134,551,626
929,1441,670,907,1343,1228,1205,551,675
871,1452,668,956,1240,1244,1292,554,681
870,1384,708,985,1221,1164,1391,579,673
870,1331,758,987,1222,1110,1271,550,595
881,1309,780,952,1104,1242,1161,494,551
787,1336,851,952,1070,1276,1055,450,332
779,1330,717,1144,1056,1290,1050,438,319
769,1334,723,1147,1020,1181,1195,389,327
785,1263,794,1147,898,1251,1247,409,368
760,1263,819,1147,881,1263,1252,473,369
750,1267,815,1157,868,1249,1231,470,367
748,1161,923,1154,871,1247,1226,591,343
745,952,1135,1141,851,1271,1235,594,311
745,920,1167,1128,863,1272,1142,594,286
745,868,1219,1123,868,1240,1159,523,260
474,1064,1280,1051,954,1227,1172,557,260
415,1087,1305,980,1036,1157,1242,590,260
385,1117,1272,924,1124,1046,1354,591,259
366,1123,1285,859,1188,903,1467,607,293
312,1057,1404,817,1172,962,1467,624,293
157,1209,1400,744,1200,918,1550,756,316
157,1209,1400,707,1205,884,1616,756,316
159,1209,1378,729,1197,854,1650,756,250
90,1288,1338,769,1182,869,1643,756,285
117,1271,1355,769,1182,869,1642,769,396
117,1253,1322,820,1181,870,1483,809,443
117,1157,1341,897,1051,946,1503,997,487
117,1123,1375,874,1036,939,1409,940,488
208,1058,1426,823,1092,948,1355,936,517
222,1021,1424,753,999,1147,1303,931,540
222,1013,1374,727,839,1391,1297,938,540
356,929,1441,670,907,1343,1228,947,491
364,871,1452,668,956,1240,1244,944,485
364,870,1384,708,985,1221,1164,858,492
364,870,1331,758,987,1222,1110,857,822
353,881,1309,780,952,1104,1242,857,822
666,787,1336,851,952,1070,1276,857,822
678,779,1330,717,1144,1056,1290,832,822
748,769,1334,723,1147,1020,1181,811,814
733,785,1263,794,1147,898,1251,789,773
733,760,1263,819,1147,881,1263,725,770
733,750,1267,815,1157,868,1249,725,779
733,748,1161,923,1154,871,1247,607,813
733,745,952,1135,1141,851,1271,603,812
733,745,920,1167,1128,863,1272,609,812
733,745,868,1219,1123,868,1240,610,812
733,474,1064,1280,1051,954,1227,618,812
757,415,1087,1305,980,1036,1157,585,930
791,385,1117,1272,924,1124,1046,584,1024
791,366,1123,1285,859,1188,903,568,991
791,312,1057,1404,817,1172,962,551,1016
793,157,1209,1400,744,1200,918,405,1053
793,157,1209,1400,707,1205,884,486,1053
791,159,1209,1378,729,1197,854,717,1053
781,90,1288,1338,769,1182,869,717,1018
754,117,1271,1355,769,1182,869,896,907
772,117,1253,1322,820,1181,870,883,858
929,117,1157,1341,897,1051,946,667,1022
937,117,1123,1375,874,1036,939,887,1062
846,208,1058,1426,823,1092,948,920,1003
832,222,1021,1424,753,999,1147,1176,980
854,222,1013,1374,727,839,1391,1208,980
721,356,929,1441,670,907,1343,1211,980
759,364,871,1452,668,956,1240,1219,1190
1039,364,870,1384,708,985,1221,1328,1177
1156,364,870,1331,758,987,1222,1364,809
1165,353,881,1309,780,952,1104,1402,824
848,666,787,1336,851,952,1070,1415,824
834,678,779,1330,717,1144,1056,1415,824
820,748,769,1334,723,1147,1020,1415,824
890,733,785,1263,794,1147,898,1415,824
893,733,760,1263,819,1147,881,1415,824
893,733,750,1267,815,1157,868,1415,826
893,733,748,1161,923,1154,871,1412,792
909,733,745,952,1135,1141,851,1562,792
909,733,745,920,1167,1128,863,1588,792
909,733,745,868,1219,1123,868,1596,792
909,733,474,1064,1280,1051,954,1758,792
885,757,415,1087,1305,980,1036,1816,674
851,791,385,1117,1272,924,1124,1837,580
851,791,366,1123,1285,859,1188,1971,579
851,791,312,1057,1404,817,1172,1971,554
849,793,157,1209,1400,744,1200,1971,494
849,793,157,1209,1400,707,1205,1934,494
853,791,159,1209,1378,729,1197,1703,494
902,781,90,1288,1338,769,1182,1703,510
930,754,117,1271,1355,769,1182,1461,523
947,772,117,1253,1322,820,1181,1434,561
856,929,117,1157,1341,897,1051,1425,354
1001,937,117,1123,1375,874,1036,1209,323
1002,846,208,1058,1426,823,1092,1205,332
1003,832,222,1021,1424,753,999,949,392
993,854,222,1013,1374,727,839,910,400
992,721,356,929,1441,670,907,898,400
946,759,364,871,1452,668,956,890,190
666,1039,364,870,1384,708,985,781,190
549,1156,364,870,1331,758,987,745,265
540,1165,353,881,1309,780,952,707,254
589,848,666,787,1336,851,952,694,326
551,834,678,779,1330,717,1144,694,326
525,820,748,769,1334,723,1147,807,384
458,890,733,785,1263,794,1147,967,384
455,893,733,760,1263,819,1147,1123,384
455,893,733,750,1267,815,1157,1123,373
455,893,733,748,1161,923,1154,1123,373
439,909,733,745,952,1135,1141,973,373
439,909,733,745,920,1167,1128,941,373
439,909,733,745,868,1219,1123,924,406
439,909,733,474,1064,1280,1051,820,730
439,885,757,415,1087,1305,980,774,731
439,851,791,385,1117,1272,924,754,731
439,851,791,366,1123,1285,859,620,731
454,851,791,312,1057,1404,817,620,731
469,849,793,157,1209,1400,744,620,731
469,849,793,157,1209,1400,707,678,731
465,853,791,159,1209,1378,729,793,731
527,902,781,90,1288,1338,769,794,715
569,930,754,117,1271,1355,769,799,702
535,947,772,117,1253,1322,820,799,664
647,856,929,117,1157,1341,897,987,660
519,1001,937,117,1123,1375,874,982,645
545,1002,846,208,1058,1426,823,953,635
574,1003,832,222,1021,1424,753,953,575
568,993,854,222,1013,1374,727,953,567
575,992,721,356,929,1441,670,953,567
577,946,759,364,871,1452,668,963,567
709,666,1039,364,870,1384,708,963,567
711,549,1156,364,870,1331,758,963,492
794,540,1165,353,881,1309,780,966,567
782,589,848,666,787,1336,851,1150,495
778,551,834,678,779,1330,717,1162,546
745,525,820,748,769,1334,723,1050,488
1020,458,890,733,785,1263,794,917,489
1022,455,893,733,760,1263,819,800,532
1024,455,893,733,750,1267,815,800,579
1024,455,893,733,748,1161,923,802,621
1024,439,909,733,745,952,1135,802,647
1024,439,909,733,745,920,1167,805,648
1024,439,909,733,745,868,1219,805,630
1123,439,909,733,474,1064,1280,723,368
1123,439,885,757,415,1087,1305,713,380
1123,439,851,791,385,1117,1272,910,411
1158,439,851,791,366,1123,1285,912,554
1143,454,851,791,312,1057,1404,1092,688
1203,469,849,793,157,1209,1400,1102,705
1372,469,849,793,157,1209,1400,1062,813
1419,465,853,791,159,1209,1378,947,838
1309,527,902,781,90,1288,1338,946,898
1241,569,930,754,117,1271,1355,993,899
1272,535,947,772,117,1253,1322,993,899
1114,647,856,929,117,1157,1341,805,899
1096,519,1001,937,117,1123,1375,979,933
1069,545,1002,846,208,1058,1426,1110,946
1039,574,1003,832,222,1021,1424,1216,948
1034,568,993,854,222,1013,1374,1221,952
1027,575,992,721,356,929,1441,1221,952
1025,577,946,759,364,871,1452,1211,952
901,709,666,1039,364,870,1384,1211,952
904,711,549,1156,364,870,1331,1259,952
821,794,540,1165,353,881,1309,1263,873
784,782,589,848,666,787,1336,1079,873
819,778,551,834,678,779,1330,1160,822
819,745,525,820,748,769,1334,1174,822
541,1020,458,890,733,785,1263,1147,834
553,1022,455,893,733,760,1263,1108,791
552,1024,455,893,733,750,1267,1108,829
598,1024,455,893,733,748,1161,1137,796
616,1024,439,909,733,745,952,1137,936
616,1024,439,909,733,745,920,1147,944
616,1024,439,909,733,745,868,1147,929
529,1123,439,909,733,474,1064,1133,867
530,1123,439,885,757,415,1087,1138,854
530,1123,439,851,791,385,1117,941,823
495,1158,439,851,791,366,1123,1098,748
519,1143,454,851,791,312,1057,952,618
444,1203,469,849,793,157,1209,1081,613
275,1372,469,849,793,157,1209,1073,720
