Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,Accum_y-1,Accum_y-2
675,1079,1414,765,657,299,472,459,980
675,1079,1372,805,654,304,471,443,980
675,1079,1298,879,647,298,476,438,854
675,1079,1245,932,647,297,462,437,725
701,1079,1164,1012,646,299,462,437,710
888,1079,1164,1012,564,366,477,437,705
888,953,902,1400,525,404,423,445,700
888,316,1349,1590,499,430,423,551,728
587,607,1303,1646,370,559,423,551,714
587,604,1305,1647,370,559,423,604,712
574,646,1209,1745,370,559,421,605,718
573,650,1194,1764,349,580,387,608,753
523,702,1191,1767,300,629,373,608,805
523,702,1155,1803,300,629,364,426,861
482,740,1158,1603,500,626,367,394,822
479,724,1170,1587,523,615,378,395,822
464,645,1189,1658,527,561,432,357,822
465,646,1178,1669,527,561,432,421,817
465,646,1131,1649,594,561,421,397,817
465,632,1145,1649,594,561,417,396,817
421,509,1312,1649,594,473,408,396,811
421,509,1312,1647,596,473,343,407,770
421,509,1312,1647,596,473,335,296,639
385,545,1312,1647,596,473,303,290,540
345,633,1312,1637,606,473,283,287,579
612,633,1312,1299,944,473,283,287,440
722,633,1282,1296,977,473,275,281,401
731,633,1247,1326,980,459,243,281,402
908,633,1247,1326,900,539,208,281,656
868,675,1247,1309,871,585,208,342,642
873,675,1246,1269,841,639,219,383,651
896,675,1079,1414,765,657,299,383,633
905,675,1079,1372,805,654,304,390,633
962,675,1079,1298,879,647,298,410,633
1078,675,1079,1245,932,647,297,454,676
1090,701,1079,1164,1012,646,299,454,734
912,888,1079,1164,1012,564,366,454,753
920,888,953,902,1400,525,404,446,753
920,888,316,1349,1590,499,430,315,723
920,587,607,1303,1646,370,559,335,723
920,587,604,1305,1647,370,559,323,723
889,574,646,1209,1745,370,559,322,698
882,573,650,1194,1764,349,580,349,663
891,523,702,1191,1767,300,629,418,599
891,523,702,1155,1803,300,629,667,458
891,482,740,1158,1603,500,626,728,458
891,479,724,1170,1587,523,615,763,458
891,464,645,1189,1658,527,561,763,458
889,465,646,1178,1669,527,561,699,458
889,465,646,1131,1649,594,561,706,458
889,465,632,1145,1649,594,561,767,458
985,421,509,1312,1649,594,473,962,458
1082,421,509,1312,1647,596,473,951,443
1090,421,509,1312,1647,596,473,986,501
1090,385,545,1312,1647,596,473,1014,505
1042,345,633,1312,1637,606,473,1034,478
780,612,633,1312,1299,944,473,1040,500
716,722,633,1282,1296,977,473,1040,490
710,731,633,1247,1326,980,459,1066,490
533,908,633,1247,1326,900,539,1184,237
531,868,675,1247,1309,871,585,1170,239
839,873,675,1246,1269,841,639,1373,229
839,896,675,1079,1414,765,657,1402,229
863,905,675,1079,1372,805,654,1397,229
865,962,675,1079,1298,879,647,1380,229
749,1078,675,1079,1245,932,647,1336,245
715,1090,701,1079,1164,1012,646,1336,270
713,912,888,1079,1164,1012,564,1336,251
709,920,888,953,902,1400,525,1336,251
890,920,888,316,1349,1590,499,1336,251
1136,920,587,607,1303,1646,370,1316,251
1144,920,587,604,1305,1647,370,1275,255
1214,889,574,646,1209,1745,370,1275,279
1352,882,573,650,1194,1764,349,1248,279
1470,891,523,702,1191,1767,300,1180,279
1507,891,523,702,1155,1803,300,931,279
1507,891,482,740,1158,1603,500,882,283
1507,891,479,724,1170,1587,523,896,295
1507,891,464,645,1189,1658,527,896,295
1507,889,465,646,1178,1669,527,896,295
1659,889,465,646,1131,1649,594,1043,299
1758,889,465,632,1145,1649,594,1121,310
1805,985,421,509,1312,1649,594,947,336
1768,1082,421,509,1312,1647,596,977,369
1812,1090,421,509,1312,1647,596,942,311
1828,1090,385,545,1312,1647,596,927,306
2000,1042,345,633,1312,1637,606,907,293
2010,780,612,633,1312,1299,944,901,271
2055,716,722,633,1282,1296,977,990,270
2052,710,731,633,1247,1326,980,964,269
2060,533,908,633,1247,1326,900,846,268
2065,531,868,675,1247,1309,871,799,266
1789,839,873,675,1246,1269,841,555,266
1767,839,896,675,1079,1414,765,526,266
1734,863,905,675,1079,1372,805,518,266
1675,865,962,675,1079,1298,879,515,266
1675,749,1078,675,1079,1245,932,528,207
1683,715,1090,701,1079,1164,1012,528,126
1687,713,912,888,1079,1164,1012,528,124
1719,709,920,888,953,902,1400,544,124
1538,890,920,888,316,1349,1590,545,124
1292,1136,920,587,607,1303,1646,545,124
1286,1144,920,587,604,1305,1647,545,120
1218,1214,889,574,646,1209,1745,545,96
1080,1352,882,573,650,1194,1764,668,97
951,1470,891,523,702,1191,1767,670,97
914,1507,891,523,702,1155,1803,670,97
928,1507,891,482,740,1158,1603,658,93
928,1507,891,479,724,1170,1587,608,87
997,1507,891,464,645,1189,1658,690,95
997,1507,889,465,646,1178,1669,693,116
845,1659,889,465,646,1131,1649,562,167
746,1758,889,465,632,1145,1649,504,579
617,1805,985,421,509,1312,1649,511,589
557,1768,1082,421,509,1312,1647,478,564
511,1812,1090,421,509,1312,1647,491,698
497,1828,1090,385,545,1312,1647,478,708
325,2000,1042,345,633,1312,1637,497,784
310,2010,780,612,633,1312,1299,513,784
219,2055,716,722,633,1282,1296,424,788
219,2052,710,731,633,1247,1326,424,860
211,2060,533,908,633,1247,1326,425,1055
234,2065,531,868,675,1247,1309,573,1208
197,1789,839,873,675,1246,1269,693,1302
196,1767,839,896,675,1079,1414,778,1608
196,1734,863,905,675,1079,1372,936,1659
196,1675,865,962,675,1079,1298,937,1671
279,1675,749,1078,675,1079,1245,925,1669
267,1683,715,1090,701,1079,1164,989,1690
256,1687,713,912,888,1079,1164,1032,1719
328,1719,709,920,888,953,902,1146,1737
328,1538,890,920,888,316,1349,1162,1758
358,1292,1136,920,587,607,1303,1162,1776
441,1286,1144,920,587,604,1305,1289,1779
440,1218,1214,889,574,646,1209,1352,1779
443,1080,1352,882,573,650,1194,1460,1778
614,951,1470,891,523,702,1191,1491,1783
626,914,1507,891,523,702,1155,1493,1826
612,928,1507,891,482,740,1158,1533,1841
613,928,1507,891,479,724,1170,1533,1872
544,997,1507,891,464,645,1189,1452,1883
624,997,1507,889,465,646,1178,1449,2057
640,845,1659,889,465,646,1131,1434,2057
688,746,1758,889,465,632,1145,1355,1690
702,617,1805,985,421,509,1312,1329,1871
816,557,1768,1082,421,509,1312,1329,1902
821,511,1812,1090,421,509,1312,1316,1787
829,497,1828,1090,385,545,1312,1316,1792
906,325,2000,1042,345,633,1312,1307,1719
917,310,2010,780,612,633,1312,1292,1719
942,219,2055,716,722,633,1282,1300,1715
942,219,2052,710,731,633,1247,1315,1654
945,211,2060,533,908,633,1247,1314,1464
938,234,2065,531,868,675,1247,1166,1311
990,197,1789,839,873,675,1246,1101,1217
1012,196,1767,839,896,675,1079,1016,911
1013,196,1734,863,905,675,1079,858,860
1013,196,1675,865,962,675,1079,857,852
930,279,1675,749,1078,675,1079,858,897
987,267,1683,715,1090,701,1079,828,948
1003,256,1687,713,912,888,1079,799,1015
895,328,1719,709,920,888,953,678,1006
960,328,1538,890,920,888,316,661,985
935,358,1292,1136,920,587,607,661,967
861,441,1286,1144,920,587,604,534,964
910,440,1218,1214,889,574,646,471,973
943,443,1080,1352,882,573,650,248,973
772,614,951,1470,891,523,702,218,968
760,626,914,1507,891,523,702,313,925
760,612,928,1507,891,482,740,338,941
759,613,928,1507,891,479,724,346,904
