Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3
594,473,629,510,345,1419,1470
592,475,507,632,567,1417,1456
650,475,439,672,653,1417,1456
685,475,384,720,658,1311,1456
684,476,388,713,658,1261,1346
661,540,340,765,658,1204,1341
711,683,326,780,658,1278,1341
757,721,258,837,658,1250,1341
702,776,257,838,746,1235,1213
702,776,250,743,746,1220,1191
543,935,247,592,824,1237,1288
879,983,247,571,841,1290,1338
879,983,247,551,836,1175,941
874,945,290,548,810,1213,941
874,743,492,548,805,1267,1017
869,662,578,545,846,1230,1114
882,662,578,477,848,1122,929
889,703,578,466,848,1173,898
889,703,578,466,876,1266,879
889,703,578,462,876,1383,866
889,703,505,534,869,1425,842
905,703,492,547,1109,1448,933
893,709,448,571,1100,1409,803
892,639,471,600,1063,1376,782
881,648,451,622,1044,1399,782
888,594,479,648,977,1401,681
888,594,473,654,906,1398,656
888,594,473,650,906,1374,642
888,594,473,650,1077,1320,591
888,594,473,631,1153,1495,591
888,594,473,629,1138,1529,591
888,594,473,629,1138,1589,608
898,592,475,507,916,1618,624
892,650,475,439,870,1618,625
896,685,475,384,895,1713,629
933,684,476,388,895,1689,629
888,661,540,340,900,1656,629
694,711,683,326,967,1583,629
655,757,721,258,971,1591,629
750,702,776,257,883,1593,629
750,702,776,250,883,1588,629
750,543,935,247,805,1560,532
366,879,983,247,808,1472,482
471,879,983,247,765,1428,482
490,874,945,290,766,1304,482
508,874,743,492,832,1307,367
511,869,662,578,820,1382,219
498,882,662,578,821,1417,219
508,889,703,578,821,1369,223
705,889,703,578,793,1313,223
727,889,703,578,793,1197,223
727,889,703,505,793,1155,223
711,905,703,492,622,1084,82
749,893,709,448,801,962,88
749,892,639,471,854,992,124
754,881,648,451,854,995,124
747,888,594,479,854,987,122
747,888,594,473,854,984,122
747,888,594,473,869,936,134
786,888,594,473,704,834,188
786,888,594,473,690,659,222
786,888,594,473,904,625,501
786,888,594,473,904,565,482
776,898,592,475,904,840,465
743,892,650,475,864,881,465
704,896,685,475,879,810,461
663,933,684,476,879,899,475
832,888,661,540,874,907,531
855,694,711,683,828,906,612
810,655,757,721,877,903,617
935,750,702,776,880,901,713
935,750,702,776,880,901,831
935,750,543,935,888,952,832
935,366,879,983,869,1009,834
830,471,879,983,865,1035,1012
811,490,874,945,864,1035,1021
793,508,874,743,839,1028,1044
790,511,869,662,812,963,1062
793,498,882,662,809,974,1132
735,508,889,703,922,1304,1113
538,705,889,703,922,1268,1113
516,727,889,703,941,1267,1363
533,727,889,703,943,1267,1469
533,711,905,703,871,1267,1553
495,749,893,709,692,1267,1539
495,749,892,639,639,1223,1666
490,754,881,648,639,1179,1748
490,747,888,594,639,1179,1748
490,747,888,594,639,1179,1748
591,747,888,594,627,1179,1736
552,786,888,594,685,1087,1682
626,786,888,594,687,1196,1670
816,786,888,594,473,1202,1391
819,786,888,594,683,1207,1391
819,776,898,592,741,912,1391
800,743,892,650,758,871,1390
800,704,896,685,713,847,1390
800,663,933,684,713,751,1376
631,832,888,661,713,771,1320
608,855,694,711,707,772,1239
608,810,655,757,1057,767,1234
389,935,750,702,1283,767,1138
482,935,750,702,1283,767,1020
482,935,750,543,1275,716,1022
482,935,366,879,1274,659,1020
482,830,471,879,1268,710,867
482,811,490,874,1268,729,878
482,793,508,874,1227,679,860
576,790,511,869,1209,668,842
573,793,498,882,1209,590,772
573,735,508,889,1096,256,771
573,538,705,889,1100,255,771
573,516,727,889,1081,312,527
556,533,727,889,1079,312,434
556,533,711,905,1079,312,358
556,495,749,893,1079,479,358
556,495,749,892,1079,489,184
556,490,754,881,1079,530,118
556,490,747,888,1155,530,174
556,490,747,888,1253,530,193
455,591,747,888,1302,544,381
455,552,786,888,1264,549,630
381,626,786,888,1190,440,609
396,816,786,888,1257,434,613
432,819,786,888,1091,429,677
458,819,776,898,1033,420,682
476,800,743,892,1065,420,682
476,800,704,896,1065,425,683
568,800,663,933,1065,476,683
694,631,832,888,1065,447,683
740,608,855,694,1052,446,683
740,608,810,655,649,446,683
739,389,935,750,420,446,683
646,482,935,750,428,446,683
648,482,935,750,491,446,680
650,482,935,366,491,456,680
650,482,830,471,491,379,655
650,482,811,490,491,360,715
650,482,793,508,491,360,747
556,576,790,511,510,374,752
556,573,793,498,510,375,784
558,573,735,508,511,375,934
600,573,538,705,515,375,995
605,573,516,727,515,318,990
605,556,533,727,515,318,977
605,556,533,711,679,318,969
605,556,495,749,682,151,976
605,556,495,749,702,380,977
605,556,490,754,760,352,961
605,556,490,747,734,352,928
639,556,490,747,689,352,927
684,455,591,747,637,338,739
761,455,552,786,611,333,490
942,381,626,786,609,333,489
771,396,816,786,542,333,485
740,432,819,786,505,406,421
806,458,819,776,506,409,416
788,476,800,743,457,509,423
845,476,800,704,569,615,422
797,568,800,663,618,592,422
671,694,631,832,668,624,485
628,740,608,855,674,624,485
629,740,608,810,674,680,565
639,739,389,935,674,690,580
642,646,482,935,670,690,580
802,648,482,935,634,690,628
955,650,482,935,634,680,636
955,650,482,830,640,680,695
955,650,482,811,642,826,697
955,650,482,793,648,832,758
955,556,576,790,657,856,782
959,556,573,793,720,855,776
1143,558,573,735,729,873,885
1155,600,573,538,737,873,851
1187,605,573,516,737,893,927
1189,605,556,533,737,937,929
1349,605,556,533,573,946,929
1453,605,556,495,570,946,947
1547,605,556,495,550,716,946
1547,605,556,490,527,707,947
1558,605,556,490,553,826,924
1538,639,556,490,508,1158,906
1549,684,455,591,561,1221,993
1473,761,455,552,654,1252,1105
1367,942,381,626,778,1270,1122
1388,771,396,816,848,1373,1128
1416,740,432,819,842,1403,1196
1408,806,458,819,841,1452,1279
1425,788,476,800,854,1500,1278
1467,845,476,800,743,1412,1278
1437,797,568,800,694,1394,1320
1438,671,694,631,644,1362,1292
1438,628,740,608,636,1362,1293
1437,629,740,608,641,1306,1213
1427,639,739,389,641,1296,1198
1424,642,646,482,637,1296,1242
1262,802,648,482,637,1296,1194
1107,955,650,482,643,1296,1186
1112,955,650,482,642,1296,1127
1119,955,650,482,661,1150,1045
1143,955,650,482,657,1144,947
1316,955,556,576,630,1106,918
1323,959,556,573,567,1106,892
1214,1143,558,573,557,1088,633
1217,1155,600,573,541,1088,606
1180,1187,605,573,541,1090,529
1209,1189,605,556,541,1047,527
1049,1349,605,556,541,1040,527
1079,1453,605,556,541,1108,502
1040,1547,605,556,541,1111,627
1127,1547,605,556,520,1108,705
1119,1558,605,556,444,989,803
1106,1538,639,556,436,657,832
1050,1549,684,455,383,610,757
1049,1473,761,455,290,580,714
974,1367,942,381,169,667,707
919,1388,771,396,99,588,777
886,1416,740,432,98,546,709
802,1408,806,458,98,497,704
798,1425,788,476,85,389,706
706,1467,845,476,84,367,735
692,1437,797,568,84,411,731
691,1438,671,694,84,430,698
709,1438,628,740,84,430,704
709,1437,629,740,88,434,712
709,1427,639,739,88,448,712
774,1424,642,646,88,534,668
845,1262,802,648,81,654,746
845,1107,955,650,263,683,904
840,1112,955,650,365,690,959
833,1119,955,650,356,694,1014
815,1143,955,650,354,748,1015
645,1316,955,556,381,803,1015
634,1323,959,556,750,803,1015
602,1214,1143,558,750,815,1015
549,1217,1155,600,750,815,1015
549,1180,1187,605,750,793,1015
519,1209,1189,605,750,792,1036
535,1049,1349,605,750,790,1036
468,1079,1453,605,750,722,1039
417,1040,1547,605,750,746,914
351,1127,1547,605,736,780,836
357,1119,1558,605,736,991,738
441,1106,1538,639,764,994,709
604,1050,1549,684,771,978,697
607,1049,1473,761,778,1049,628
644,974,1367,942,775,1086,622
644,919,1388,771,775,1304,591
641,886,1416,740,786,1243,601
641,802,1408,806,786,1240,707
628,798,1425,788,888,1200,706
621,706,1467,845,1042,1199,704
622,692,1437,797,1063,1145,801
622,691,1438,671,1083,1126,914
601,709,1438,628,1086,1126,930
620,709,1437,629,1077,1122,1066
627,709,1427,639,1080,1108,1066
562,774,1424,642,1148,1022,1066
517,845,1262,802,1139,902,988
556,845,1107,955,951,873,830
556,840,1112,955,848,866,775
556,833,1119,955,837,884,720
570,815,1143,955,837,830,732
574,645,1316,955,835,775,732
708,634,1323,959,485,775,777
708,602,1214,1143,485,763,880
749,549,1217,1155,485,776,999
778,549,1180,1187,485,835,1016
804,519,1209,1189,489,835,1042
982,535,1049,1349,489,914,1206
935,468,1079,1453,508,1079,1294
931,417,1040,1547,510,1071,1328
910,351,1127,1547,510,1087,1412
901,357,1119,1558,632,920,1412
816,441,1106,1538,672,917,1429
692,604,1050,1549,720,917,1499
689,607,1049,1473,713,846,1523
652,644,974,1367,765,704,1519
652,644,919,1388,780,463,1509
652,641,886,1416,837,513,1499
652,641,802,1408,838,715,1315
652,628,798,1425,743,786,1308
652,621,706,1467,592,812,1281
651,622,692,1437,571,863,1146
651,622,691,1438,551,892,1031
651,601,709,1438,548,1008,1008
632,620,709,1437,548,1018,870
625,627,709,1427,545,1018,920
628,562,774,1424,477,1022,955
782,517,845,1262,466,1055,992
820,556,845,1107,466,1231,992
824,556,840,1112,462,1254,1207
824,556,833,1119,534,1232,1211
804,570,815,1143,547,1251,1219
797,574,645,1316,571,1251,1224
790,708,634,1323,600,1256,1179
807,708,602,1214,622,1327,1076
784,749,549,1217,648,1358,976
816,778,549,1180,654,1299,972
821,804,519,1209,650,1306,954
645,982,535,1049,650,1233,831
628,935,468,1079,631,1068,740
688,931,417,1040,629,1040,706
697,910,351,1127,629,989,621
736,901,357,1119,507,945,621
739,816,441,1106,439,977,604
700,692,604,1050,384,1094,534
700,689,607,1049,388,1112,510
725,652,644,974,340,1112,510
725,652,644,919,326,1158,475
725,652,641,886,258,1108,475
725,652,641,802,257,917,475
731,652,628,798,250,852,475
735,652,621,706,247,888,475
735,651,622,692,247,930,475
735,651,622,691,247,927,475
735,651,601,709,290,811,475
735,632,620,709,492,801,469
735,625,627,709,578,803,419
732,628,562,774,578,857,384
552,782,517,845,578,825,347
475,820,556,845,578,696,347
471,824,556,840,578,673,132
471,824,556,833,505,685,128
471,804,570,815,492,674,107
500,797,574,645,448,674,102
373,790,708,634,471,669,102
311,807,708,602,451,598,102
289,784,749,549,479,716,83
228,816,778,549,473,724,136
198,821,804,519,473,730,107
190,645,982,535,473,747,66
275,628,935,468,473,747,66
276,688,931,417,473,747,66
267,697,910,351,473,747,90
228,736,901,357,475,747,92
486,739,816,441,475,715,92
507,700,692,604,475,598,198
507,700,689,607,476,579,279
533,725,652,644,540,579,370
533,725,652,644,683,532,370
632,725,652,641,721,532,398
632,725,652,641,776,521,413
626,731,652,628,776,515,433
627,735,652,621,935,453,444
627,735,651,622,983,360,479
627,735,651,622,983,392,638
693,735,651,601,945,418,724
693,735,632,620,743,423,724
693,735,625,627,662,437,762
693,732,628,562,662,379,902
693,552,782,517,703,378,903
693,475,820,556,703,331,903
693,471,824,556,703,331,903
693,471,824,556,703,326,903
765,471,804,570,703,321,951
866,500,797,574,709,330,1112
871,373,790,708,639,367,1159
893,311,807,708,648,386,1177
972,289,784,749,594,291,1183
1100,228,816,778,594,354,1123
1106,198,821,804,594,341,1195
1096,190,645,982,594,318,1443
1008,275,628,935,594,330,1443
947,276,688,931,594,345,1443
947,267,697,910,594,345,1419
947,228,736,901,592,567,1417
940,486,739,816,650,653,1417
919,507,700,692,685,658,1311
1062,507,700,689,684,658,1261
1073,533,725,652,661,658,1204
1164,533,725,652,711,658,1278
1100,632,725,652,757,658,1250
1129,632,725,652,702,746,1235
1129,626,731,652,702,746,1220
1151,627,735,652,543,824,1237
1151,627,735,651,879,841,1290
1151,627,735,651,879,836,1175
1151,693,735,651,874,810,1213
1151,693,735,632,874,805,1267
1158,693,735,625,869,846,1230
1160,693,732,628,882,848,1122
1160,693,552,782,889,848,1173
1160,693,475,820,889,876,1266
1160,693,471,824,889,876,1383
1160,693,471,824,889,869,1425
1088,765,471,804,905,1109,1448
958,866,500,797,893,1100,1409
953,871,373,790,892,1063,1376
931,893,311,807,881,1044,1399
852,972,289,784,888,977,1401
724,1100,228,816,888,906,1398
716,1106,198,821,888,906,1374
716,1096,190,645,888,1077,1320
716,1008,275,628,888,1153,1495
716,947,276,688,888,1138,1529
716,947,267,697,888,1138,1589
716,947,228,736,898,916,1618
462,940,486,739,892,870,1618
462,919,507,700,896,895,1713
319,1062,507,700,933,895,1689
340,1073,533,725,888,900,1656
378,1164,533,725,694,967,1583
344,1100,632,725,655,971,1591
315,1129,632,725,750,883,1593
319,1129,626,731,750,883,1588
299,1151,627,735,750,805,1560
304,1151,627,735,366,808,1472
304,1151,627,735,471,765,1428
238,1151,693,735,490,766,1304
238,1151,693,735,508,832,1307
231,1158,693,735,511,820,1382
267,1160,693,732,498,821,1417
272,1160,693,552,508,821,1369
276,1160,693,475,705,793,1313
276,1160,693,471,727,793,1197
276,1160,693,471,727,793,1155
317,1088,765,471,711,622,1084
317,958,866,500,749,801,962
447,953,871,373,749,854,992
468,931,893,311,754,854,995
468,852,972,289,747,854,987
471,724,1100,228,747,854,984
471,716,1106,198,747,869,936
494,716,1096,190,786,704,834
494,716,1008,275,786,690,659
536,716,947,276,786,904,625
597,716,947,267,786,904,565
597,716,947,228,776,904,840
597,462,940,486,743,864,881
605,462,919,507,704,879,810
605,319,1062,507,663,879,899
522,340,1073,533,832,874,907
433,378,1164,533,855,828,906
777,344,1100,632,810,877,903
777,315,1129,632,935,880,901
885,319,1129,626,935,880,901
1024,299,1151,627,935,888,952
1110,304,1151,627,935,869,1009
1225,304,1151,627,830,865,1035
1237,238,1151,693,811,864,1035
1237,238,1151,693,793,839,1028
1237,231,1158,693,790,812,963
1199,267,1160,693,793,809,974
1196,272,1160,693,735,922,1304
1302,276,1160,693,538,922,1268
1326,276,1160,693,516,941,1267
1326,276,1160,693,533,943,1267
1474,317,1088,765,533,871,1267
1829,317,958,866,495,692,1267
1722,447,953,871,495,639,1223
1777,468,931,893,490,639,1179
1787,468,852,972,490,639,1179
1784,471,724,1100,490,639,1179
1784,471,716,1106,591,627,1179
1761,494,716,1096,552,685,1087
1761,494,716,1008,626,687,1196
1719,536,716,947,816,473,1202
1658,597,716,947,819,683,1207
1696,597,716,947,819,741,912
1877,597,462,940,800,758,871
1921,605,462,919,800,713,847
1922,605,319,1062,800,713,751
1922,522,340,1073,631,713,771
1882,433,378,1164,608,707,772
1565,777,344,1100,608,1057,767
1565,777,315,1129,389,1283,767
1453,885,319,1129,482,1283,767
1379,1024,299,1151,482,1275,716
1376,1110,304,1151,482,1274,659
1261,1225,304,1151,482,1268,710
1249,1237,238,1151,482,1268,729
1249,1237,238,1151,482,1227,679
1249,1237,231,1158,576,1209,668
1249,1199,267,1160,573,1209,590
1247,1196,272,1160,573,1096,256
1206,1302,276,1160,573,1100,255
1386,1326,276,1160,573,1081,312
1387,1326,276,1160,556,1079,312
1212,1474,317,1088,556,1079,312
858,1829,317,958,556,1079,479
839,1722,447,953,556,1079,489
763,1777,468,931,556,1079,530
812,1787,468,852,556,1155,530
825,1784,471,724,556,1253,530
959,1784,471,716,455,1302,544
959,1761,494,716,455,1264,549
959,1761,494,716,381,1190,440
988,1719,536,716,396,1257,434
989,1658,597,716,432,1091,429
951,1696,597,716,458,1033,420
770,1877,597,462,476,1065,420
718,1921,605,462,476,1065,425
717,1922,605,319,568,1065,476
717,1922,522,340,694,1065,447
717,1882,433,378,740,1052,446
689,1565,777,344,740,649,446
689,1565,777,315,739,420,446
720,1453,885,319,646,428,446
722,1379,1024,299,648,491,446
634,1376,1110,304,650,491,456
634,1261,1225,304,650,491,379
727,1249,1237,238,650,491,360
762,1249,1237,238,650,491,360
762,1249,1237,231,556,510,374
762,1249,1199,267,556,510,375
799,1247,1196,272,558,511,375
730,1206,1302,276,600,515,375
526,1386,1326,276,605,515,318
525,1387,1326,276,605,515,318
512,1212,1474,317,605,679,318
511,858,1829,317,605,682,151
507,839,1722,447,605,702,380
523,763,1777,468,605,760,352
531,812,1787,468,605,734,352
518,825,1784,471,639,689,352
385,959,1784,471,684,637,338
406,959,1761,494,761,611,333
423,959,1761,494,942,609,333
394,988,1719,536,771,542,333
519,989,1658,597,740,505,406
627,951,1696,597,806,506,409
708,770,1877,597,788,457,509
804,718,1921,605,845,569,615
858,717,1922,605,797,618,592
1013,717,1922,522,671,668,624
1046,717,1882,433,628,674,624
1134,689,1565,777,629,674,680
1138,689,1565,777,639,674,690
1108,720,1453,885,642,670,690
1034,722,1379,1024,802,634,690
1034,634,1376,1110,955,634,680
1035,634,1261,1225,955,640,680
944,727,1249,1237,955,642,826
909,762,1249,1237,955,648,832
909,762,1249,1237,955,657,856
924,762,1249,1199,959,720,855
888,799,1247,1196,1143,729,873
888,730,1206,1302,1155,737,873
890,526,1386,1326,1187,737,893
891,525,1387,1326,1189,737,937
893,512,1212,1474,1349,573,946
893,511,858,1829,1453,570,946
930,507,839,1722,1547,550,716
915,523,763,1777,1547,527,707
848,531,812,1787,1558,553,826
850,518,825,1784,1538,508,1158
849,385,959,1784,1549,561,1221
832,406,959,1761,1473,654,1252
820,423,959,1761,1367,778,1270
821,394,988,1719,1388,848,1373
722,519,989,1658,1416,842,1403
754,627,951,1696,1408,841,1452
702,708,770,1877,1425,854,1500
612,804,718,1921,1467,743,1412
559,858,717,1922,1437,694,1394
410,1013,717,1922,1438,644,1362
388,1046,717,1882,1438,636,1362
306,1134,689,1565,1437,641,1306
302,1138,689,1565,1427,641,1296
332,1108,720,1453,1424,637,1296
347,1034,722,1379,1262,637,1296
377,1034,634,1376,1107,643,1296
480,1035,634,1261,1112,642,1296
495,944,727,1249,1119,661,1150
577,909,762,1249,1143,657,1144
717,909,762,1249,1316,630,1106
809,924,762,1249,1323,567,1106
883,888,799,1247,1214,557,1088
884,888,730,1206,1217,541,1088
882,890,526,1386,1180,541,1090
883,891,525,1387,1209,541,1047
887,893,512,1212,1049,541,1040
889,893,511,858,1079,541,1108
852,930,507,839,1040,541,1111
851,915,523,763,1127,520,1108
901,848,531,812,1119,444,989
1010,850,518,825,1106,436,657
1092,849,385,959,1050,383,610
1091,832,406,959,1049,290,580
1086,820,423,959,974,169,667
1314,821,394,988,919,99,588
1335,722,519,989,886,98,546
1203,754,627,951,802,98,497
1293,702,708,770,798,85,389
1287,612,804,718,706,84,367
1306,559,858,717,692,84,411
1325,410,1013,717,691,84,430
1365,388,1046,717,709,84,430
1364,306,1134,689,709,88,434
1415,302,1138,689,709,88,448
1384,332,1108,720,774,88,534
1369,347,1034,722,845,81,654
1359,377,1034,634,845,263,683
1255,480,1035,634,840,365,690
1248,495,944,727,833,356,694
1166,577,909,762,815,354,748
1026,717,909,762,645,381,803
919,809,924,762,634,750,803
844,883,888,799,602,750,815
868,884,888,730,549,750,815
898,882,890,526,549,750,793
896,883,891,525,519,750,792
900,887,893,512,535,750,790
928,889,893,511,468,750,722
928,852,930,507,417,750,746
928,851,915,523,351,736,780
878,901,848,531,357,736,991
770,1010,850,518,441,764,994
708,1092,849,385,604,771,978
705,1091,832,406,607,778,1049
705,1086,820,423,644,775,1086
476,1314,821,394,644,775,1304
428,1335,722,519,641,786,1243
428,1203,754,627,641,786,1240
309,1293,702,708,628,888,1200
311,1287,612,804,621,1042,1199
309,1306,559,858,622,1063,1145
347,1325,410,1013,622,1083,1126
316,1365,388,1046,601,1086,1126
321,1364,306,1134,620,1077,1122
351,1415,302,1138,627,1080,1108
359,1384,332,1108,562,1148,1022
359,1369,347,1034,517,1139,902
339,1359,377,1034,556,951,873
339,1255,480,1035,556,848,866
337,1248,495,944,556,837,884
337,1166,577,909,570,837,830
337,1026,717,909,574,835,775
337,919,809,924,708,485,775
367,844,883,888,708,485,763
342,868,884,888,749,485,776
391,898,882,890,778,485,835
399,896,883,891,804,489,835
388,900,887,893,982,489,914
358,928,889,893,935,508,1079
358,928,852,930,931,510,1071
358,928,851,915,910,510,1087
358,878,901,848,901,632,920
355,770,1010,850,816,672,917
378,708,1092,849,692,720,917
378,705,1091,832,689,713,846
378,705,1086,820,652,765,704
378,476,1314,821,652,780,463
378,428,1335,722,652,837,513
370,428,1203,754,652,838,715
370,309,1293,702,652,743,786
388,311,1287,612,652,592,812
375,309,1306,559,651,571,863
312,347,1325,410,651,551,892
297,316,1365,388,651,548,1008
296,321,1364,306,632,548,1018
215,351,1415,302,625,545,1018
219,359,1384,332,628,477,1022
219,359,1369,347,782,466,1055
219,339,1359,377,820,466,1231
219,339,1255,480,824,462,1254
211,337,1248,495,824,534,1232
211,337,1166,577,804,547,1251
211,337,1026,717,797,571,1251
211,337,919,809,790,600,1256
181,367,844,883,807,622,1327
181,342,868,884,784,648,1358
102,391,898,882,816,654,1299
94,399,896,883,821,650,1306
124,388,900,887,645,650,1233
154,358,928,889,628,631,1068
197,358,928,852,688,629,1040
259,358,928,851,697,629,989
330,358,878,901,736,507,945
330,355,770,1010,739,439,977
297,378,708,1092,700,384,1094
297,378,705,1091,700,388,1112
297,378,705,1086,725,340,1112
297,378,476,1314,725,326,1158
297,378,428,1335,725,258,1108
297,370,428,1203,725,257,917
317,370,309,1293,731,250,852
297,388,311,1287,735,247,888
292,375,309,1306,735,247,930
292,312,347,1325,735,247,927
287,297,316,1365,735,290,811
295,296,321,1364,735,492,801
295,215,351,1415,735,578,803
283,219,359,1384,732,578,857
283,219,359,1369,552,578,825
283,219,339,1359,475,578,696
283,219,339,1255,471,578,673
288,211,337,1248,471,505,685
314,211,337,1166,471,492,674
314,211,337,1026,500,448,674
314,211,337,919,373,471,669
314,181,367,844,311,451,598
352,181,342,868,289,479,716
360,102,391,898,228,473,724
390,94,399,896,198,473,730
360,124,388,900,190,473,747
330,154,358,928,275,473,747
287,197,358,928,276,473,747
225,259,358,928,267,473,747
154,330,358,878,228,475,747
154,330,355,770,486,475,715
144,297,378,708,507,475,598
144,297,378,705,507,476,579
186,297,378,705,533,540,579
186,297,378,476,533,683,532
186,297,378,428,632,721,532
186,297,370,428,632,776,521
179,317,370,309,626,776,515
187,297,388,311,627,935,453
187,292,375,309,627,983,360
187,292,312,347,627,983,392
218,287,297,316,693,945,418
255,295,296,321,693,743,423
364,295,215,351,693,662,437
425,283,219,359,693,662,379
425,283,219,359,693,703,378
433,283,219,339,693,703,331
433,283,219,339,693,703,331
428,288,211,337,693,703,326
402,314,211,337,765,703,321
402,314,211,337,866,709,330
402,314,211,337,871,639,367
402,314,181,367,893,648,386
364,352,181,342,972,594,291
356,360,102,391,1100,594,354
435,390,94,399,1106,594,341
435,360,124,388,1096,594,318
435,330,154,358,1008,594,330
488,287,197,358,947,594,345
488,225,259,358,947,594,345
528,154,330,358,947,592,567
630,154,330,355,940,650,653
633,144,297,378,919,685,658
648,144,297,378,1062,684,658
611,186,297,378,1073,661,658
674,186,297,378,1164,711,658
674,186,297,378,1100,757,658
711,186,297,370,1129,702,746
698,179,317,370,1129,702,746
690,187,297,388,1151,543,824
726,187,292,375,1151,879,841
741,187,292,312,1151,879,836
760,218,287,297,1151,874,810
754,255,295,296,1151,874,805
864,364,295,215,1158,869,846
811,425,283,219,1160,882,848
1097,425,283,219,1160,889,848
1101,433,283,219,1160,889,876
1102,433,283,219,1160,889,876
1104,428,288,211,1160,889,869
1104,402,314,211,1088,905,1109
1105,402,314,211,958,893,1100
1105,402,314,211,953,892,1063
1164,402,314,181,931,881,1044
1164,364,352,181,852,888,977
1164,356,360,102,724,888,906
1055,435,390,94,716,888,906
1055,435,360,124,716,888,1077
1055,435,330,154,716,888,1153
1002,488,287,197,716,888,1138
1002,488,225,259,716,888,1138
962,528,154,330,716,898,916
860,630,154,330,462,892,870
857,633,144,297,462,896,895
859,648,144,297,319,933,895
854,611,186,297,340,888,900
812,674,186,297,378,694,967
833,674,186,297,344,655,971
811,711,186,297,315,750,883
811,698,179,317,319,750,883
937,690,187,297,299,750,805
1032,726,187,292,304,366,808
1032,741,187,292,304,471,765
989,760,218,287,238,490,766
946,754,255,295,238,508,832
729,864,364,295,231,511,820
735,811,425,283,267,498,821
451,1097,425,283,272,508,821
458,1101,433,283,276,705,793
457,1102,433,283,276,727,793
467,1104,428,288,276,727,793
552,1104,402,314,317,711,622
590,1105,402,314,317,749,801
590,1105,402,314,447,749,854
531,1164,402,314,468,754,854
536,1164,364,352,468,747,854
536,1164,356,360,471,747,854
536,1055,435,390,471,747,869
542,1055,435,360,494,786,704
598,1055,435,330,494,786,690
729,1002,488,287,536,786,904
829,1002,488,225,597,786,904
832,962,528,154,597,776,904
971,860,630,154,597,743,864
1021,857,633,144,605,704,879
1004,859,648,144,605,663,879
1004,854,611,186,522,832,874
997,812,674,186,433,855,828
977,833,674,186,777,810,877
980,811,711,186,777,935,880
980,811,698,179,885,935,880
854,937,690,187,1024,935,888
725,1032,726,187,1110,935,869
710,1032,741,187,1225,830,865
705,989,760,218,1237,811,864
700,946,754,255,1237,793,839
728,729,864,364,1237,790,812
714,735,811,425,1199,793,809
712,451,1097,425,1196,735,922
718,458,1101,433,1302,538,922
753,457,1102,433,1326,516,941
805,467,1104,428,1326,533,943
861,552,1104,402,1474,533,871
822,590,1105,402,1829,495,692
822,590,1105,402,1722,495,639
822,531,1164,402,1777,490,639
817,536,1164,364,1787,490,639
817,536,1164,356,1784,490,639
817,536,1055,435,1784,591,627
811,542,1055,435,1761,552,685
770,598,1055,435,1761,626,687
639,729,1002,488,1719,816,473
540,829,1002,488,1658,819,683
579,832,962,528,1696,819,741
440,971,860,630,1877,800,758
401,1021,857,633,1921,800,713
402,1004,859,648,1922,800,713
656,1004,854,611,1922,631,713
642,997,812,674,1882,608,707
651,977,833,674,1565,608,1057
633,980,811,711,1565,389,1283
633,980,811,698,1453,482,1283
633,854,937,690,1379,482,1275
676,725,1032,726,1376,482,1274
734,710,1032,741,1261,482,1268
753,705,989,760,1249,482,1268
753,700,946,754,1249,482,1227
723,728,729,864,1249,576,1209
723,714,735,811,1249,573,1209
723,712,451,1097,1247,573,1096
698,718,458,1101,1206,573,1100
663,753,457,1102,1386,573,1081
599,805,467,1104,1387,556,1079
458,861,552,1104,1212,556,1079
458,822,590,1105,858,556,1079
458,822,590,1105,839,556,1079
458,822,531,1164,763,556,1079
458,817,536,1164,812,556,1155
458,817,536,1164,825,556,1253
458,817,536,1055,959,455,1302
458,811,542,1055,959,455,1264
443,770,598,1055,959,381,1190
501,639,729,1002,988,396,1257
505,540,829,1002,989,432,1091
478,579,832,962,951,458,1033
500,440,971,860,770,476,1065
490,401,1021,857,718,476,1065
490,402,1004,859,717,568,1065
237,656,1004,854,717,694,1065
239,642,997,812,717,740,1052
229,651,977,833,689,740,649
229,633,980,811,689,739,420
229,633,980,811,720,646,428
229,633,854,937,722,648,491
245,676,725,1032,634,650,491
270,734,710,1032,634,650,491
251,753,705,989,727,650,491
251,753,700,946,762,650,491
251,723,728,729,762,556,510
251,723,714,735,762,556,510
255,723,712,451,799,558,511
279,698,718,458,730,600,515
279,663,753,457,526,605,515
279,599,805,467,525,605,515
279,458,861,552,512,605,679
283,458,822,590,511,605,682
295,458,822,590,507,605,702
295,458,822,531,523,605,760
295,458,817,536,531,605,734
299,458,817,536,518,639,689
310,458,817,536,385,684,637
336,458,811,542,406,761,611
369,443,770,598,423,942,609
311,501,639,729,394,771,542
306,505,540,829,519,740,505
293,478,579,832,627,806,506
271,500,440,971,708,788,457
270,490,401,1021,804,845,569
269,490,402,1004,858,797,618
268,237,656,1004,1013,671,668
266,239,642,997,1046,628,674
266,229,651,977,1134,629,674
266,229,633,980,1138,639,674
266,229,633,980,1108,642,670
266,229,633,854,1034,802,634
207,245,676,725,1034,955,634
126,270,734,710,1035,955,640
124,251,753,705,944,955,642
124,251,753,700,909,955,648
124,251,723,728,909,955,657
124,251,723,714,924,959,720
120,255,723,712,888,1143,729
96,279,698,718,888,1155,737
97,279,663,753,890,1187,737
97,279,599,805,891,1189,737
