Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3
354,513,1211,895,2317,366,312
354,512,1097,809,2322,383,301
410,512,1069,800,2331,395,301
301,620,937,892,2139,395,266
314,620,841,856,2003,419,266
339,628,839,729,2003,426,266
356,628,786,782,2003,426,272
360,644,755,813,1868,426,273
424,676,750,813,1868,426,261
421,680,747,815,1766,426,230
391,732,747,813,1727,426,268
454,756,744,815,1727,426,252
543,771,631,926,1821,426,252
540,775,630,927,1628,426,217
539,776,582,975,1679,426,158
539,776,515,1042,1701,426,158
539,776,515,1042,1659,331,158
539,776,437,1119,1578,324,209
552,776,430,1123,1496,363,209
552,776,430,1123,1283,364,209
552,776,430,1103,1189,359,209
544,764,448,1105,1099,359,293
544,749,454,1114,959,359,350
526,716,369,1245,863,359,358
587,485,460,1385,863,364,358
587,477,430,1423,848,351,358
549,514,431,1423,866,342,358
560,410,553,1423,866,321,358
603,410,526,1450,870,247,324
604,354,513,1519,801,232,300
605,354,513,1475,546,187,285
605,354,513,1211,543,116,285
605,354,512,1097,538,131,285
545,410,512,1069,529,129,382
544,301,620,937,529,129,443
531,314,620,841,529,105,443
498,339,628,839,529,220,443
481,356,628,786,529,258,436
461,360,644,755,524,363,436
365,424,676,750,524,438,436
364,421,680,747,419,438,436
342,391,732,747,419,438,398
255,454,756,744,419,438,398
151,543,771,631,292,438,386
150,540,775,630,288,438,386
150,539,776,582,237,438,386
150,539,776,515,206,559,386
228,539,776,515,206,606,386
258,539,776,437,206,607,391
246,552,776,430,207,568,472
326,552,776,430,190,622,539
326,552,776,430,178,622,539
326,544,764,448,236,660,455
326,544,749,454,263,763,440
326,526,716,369,401,804,439
263,587,485,460,416,846,474
263,587,477,430,473,900,474
263,549,514,431,416,902,474
236,560,410,553,656,902,474
376,603,410,526,584,902,475
486,604,354,513,583,902,581
491,605,354,513,583,902,581
534,605,354,513,583,902,656
534,605,354,512,583,870,656
598,545,410,512,586,860,620
603,544,301,620,586,860,740
626,531,314,620,586,860,742
654,498,339,628,586,738,780
655,481,356,628,586,700,814
1015,461,360,644,651,678,820
1042,365,424,676,679,614,863
1138,364,421,680,679,624,863
1149,342,391,732,679,624,865
1164,255,454,756,679,624,953
1164,151,543,771,678,624,955
1164,150,540,775,657,624,956
1164,150,539,776,657,624,956
1164,150,539,776,657,569,956
1086,228,539,776,657,526,956
1056,258,539,776,657,525,873
1055,246,552,776,656,521,792
975,326,552,776,656,466,801
975,326,552,776,656,466,802
991,326,544,764,598,428,803
1045,326,544,749,570,484,892
1107,326,526,716,432,443,885
1109,263,587,485,417,395,850
1140,263,587,477,347,341,850
1140,263,549,514,346,801,902
1200,236,560,410,96,801,903
1041,376,603,410,96,801,1132
930,486,604,354,96,823,1042
924,491,605,354,96,838,1079
968,534,605,354,96,838,1006
968,534,605,354,276,838,1008
918,598,545,410,355,838,947
913,603,544,301,372,838,766
958,626,531,314,443,838,764
976,654,498,339,558,838,726
981,655,481,356,646,838,692
621,1015,461,360,601,755,685
665,1042,365,424,597,744,642
573,1138,364,421,684,743,642
562,1149,342,391,689,763,640
578,1164,255,454,689,807,552
594,1164,151,543,689,810,569
594,1164,150,540,689,834,568
594,1164,150,539,689,926,568
595,1164,150,539,689,884,568
651,1086,228,539,689,880,568
873,1056,258,539,689,880,568
1187,1055,246,552,689,874,568
1353,975,326,552,689,874,494
1417,975,326,552,689,876,493
1445,991,326,544,689,884,500
1765,1045,326,544,689,744,414
1795,1107,326,526,689,816,457
1853,1109,263,587,689,816,457
2031,1140,263,587,689,831,457
2130,1140,263,549,689,398,469
2088,1200,236,560,689,402,468
2086,1041,376,603,689,403,296
2089,930,486,604,718,502,280
2089,924,491,605,822,569,243
2008,968,534,605,1028,637,241
2008,968,534,605,849,671,239
2038,918,598,545,779,706,251
2069,913,603,544,899,706,251
2017,958,626,531,844,713,251
1971,976,654,498,750,967,251
1965,981,655,481,735,1073,251
1966,621,1015,461,717,1124,251
1940,665,1042,365,693,1124,266
1956,573,1138,364,611,1115,336
1986,562,1149,342,615,1095,369
1955,578,1164,255,615,1051,404
1939,594,1164,151,615,1176,385
1940,594,1164,150,630,1176,398
1940,594,1164,150,673,1194,411
1939,595,1164,150,675,1170,411
1883,651,1086,228,675,1170,411
1661,873,1056,258,675,1180,411
1347,1187,1055,246,675,1188,411
1181,1353,975,326,675,1291,409
1182,1417,975,326,675,1291,411
1139,1445,991,326,694,1283,425
765,1765,1045,326,743,1264,380
683,1795,1107,326,847,1259,337
624,1853,1109,263,877,1266,337
415,2031,1140,263,878,1254,337
316,2130,1140,263,977,1246,295
296,2088,1200,236,982,1303,296
274,2086,1041,376,982,1349,238
293,2089,930,486,953,1252,238
293,2089,924,491,849,1170,238
291,2008,968,534,645,1102,247
291,2008,968,534,644,1068,247
281,2038,918,598,641,1033,235
255,2069,913,603,571,1033,235
279,2017,958,626,686,1026,235
330,1971,976,654,714,772,235
343,1965,981,655,642,719,235
355,1966,621,1015,644,668,235
311,1940,665,1042,644,668,220
295,1956,573,1138,639,668,150
265,1986,562,1149,753,723,117
290,1955,578,1164,806,729,86
382,1939,594,1164,833,613,86
384,1940,594,1164,915,657,191
384,1940,594,1164,990,549,249
385,1939,595,1164,988,561,331
385,1883,651,1086,990,665,530
390,1661,873,1056,1051,655,561
393,1347,1187,1055,1148,647,561
482,1181,1353,975,1192,544,561
516,1182,1417,975,1200,542,559
523,1139,1445,991,1182,542,537
523,765,1765,1045,1162,548,537
513,683,1795,1107,1058,517,542
512,624,1853,1109,1041,512,547
512,415,2031,1140,1049,509,547
543,316,2130,1140,1091,488,525
590,296,2088,1200,1168,457,524
633,274,2086,1041,1240,410,524
611,293,2089,930,1339,403,524
611,293,2089,924,1360,403,525
628,291,2008,968,1391,403,522
665,291,2008,968,1391,403,522
680,281,2038,918,1382,403,531
675,255,2069,913,1315,403,549
635,279,2017,958,1184,403,549
589,330,1971,976,1135,403,550
582,343,1965,981,1141,350,550
588,355,1966,621,1142,350,550
592,311,1940,665,1169,350,550
590,295,1956,573,1242,350,550
607,265,1986,562,1123,295,550
582,290,1955,578,1160,315,546
490,382,1939,594,1229,389,546
487,384,1940,594,1139,321,428
487,384,1940,594,1021,319,357
486,385,1939,595,1021,346,275
486,385,1883,651,1019,244,78
486,390,1661,873,962,248,52
530,393,1347,1187,867,248,52
526,482,1181,1353,823,250,73
473,516,1182,1417,815,253,73
536,523,1139,1445,814,253,73
536,523,765,1765,785,247,73
536,513,683,1795,785,211,68
536,512,624,1853,772,209,63
536,512,415,2031,763,209,63
505,543,316,2130,622,209,123
458,590,296,2088,540,179,124
438,633,274,2086,468,185,124
468,611,293,2089,369,228,124
519,611,293,2089,348,228,123
549,628,291,2008,320,228,117
514,665,291,2008,320,228,122
466,680,281,2038,320,228,113
466,675,255,2069,320,246,121
467,635,279,2017,320,259,124
462,589,330,1971,320,380,297
456,582,343,1965,313,538,304
437,588,355,1966,308,627,308
434,592,311,1940,281,636,308
439,590,295,1956,208,636,353
426,607,265,1986,204,643,378
457,582,290,1955,114,790,534
511,490,382,1939,18,709,569
581,487,384,1940,11,717,723
640,487,384,1940,20,731,723
720,486,385,1939,44,692,723
733,486,385,1883,44,703,724
743,486,390,1661,40,847,719
696,530,393,1347,38,1129,719
611,526,482,1181,38,1244,733
565,473,516,1182,38,1244,733
494,536,523,1139,59,1244,735
546,536,523,765,60,1245,751
604,536,513,683,61,1245,751
683,536,512,624,80,1299,751
744,536,512,415,281,1321,751
761,505,543,316,322,1334,691
761,458,590,296,364,1334,690
745,438,633,274,496,1328,697
744,468,611,293,625,1268,697
707,519,611,293,625,1268,697
694,549,628,291,620,1268,697
692,514,665,291,625,1268,692
691,466,680,281,626,1268,692
691,466,675,255,628,1250,666
690,467,635,279,629,1253,663
690,462,589,330,631,1133,489
690,456,582,343,631,975,482
690,437,588,355,631,886,478
710,434,592,311,631,882,478
710,439,590,295,631,925,433
708,426,607,265,632,926,423
705,457,582,290,635,753,339
692,511,490,382,635,748,345
648,581,487,384,655,759,205
589,640,487,384,646,745,205
525,720,486,385,622,757,205
539,733,486,385,627,744,239
543,743,486,390,629,596,240
636,696,530,393,629,347,240
636,611,526,482,629,232,224
636,565,473,516,629,229,236
636,494,536,523,608,229,234
584,546,536,523,607,228,218
533,604,536,513,650,228,218
473,683,536,512,895,177,218
413,744,536,512,809,158,229
396,761,505,543,800,155,229
402,761,458,590,892,174,229
462,745,438,633,856,174,222
433,744,468,611,729,174,222
419,707,519,611,782,174,222
381,694,549,628,813,174,222
395,692,514,665,813,174,228
511,691,466,680,815,174,240
555,691,466,675,813,174,240
774,690,467,635,815,159,240
787,690,462,589,926,158,240
787,690,456,582,927,158,240
787,690,437,588,975,158,240
767,710,434,592,1042,153,240
762,710,439,590,1042,110,240
784,708,426,607,1119,102,225
789,705,457,582,1123,102,153
773,692,511,490,1123,102,112
773,648,581,487,1103,83,106
773,589,640,487,1105,83,110
757,525,720,486,1114,98,110
731,539,733,486,1245,195,73
712,543,743,486,1385,242,72
619,636,696,530,1423,220,80
619,636,611,526,1423,229,61
619,636,565,473,1423,229,49
685,636,494,536,1450,229,53
685,584,546,536,1519,229,160
678,533,604,536,1475,229,183
661,473,683,536,1211,227,183
663,413,744,536,1097,427,172
668,396,761,505,1069,517,177
693,402,761,458,937,516,207
626,462,745,438,841,517,207
626,433,744,468,839,587,207
675,419,707,519,786,617,207
681,381,694,549,755,638,207
673,395,692,514,750,653,201
595,511,691,466,747,653,189
551,555,691,466,747,653,189
332,774,690,467,744,678,190
319,787,690,462,631,710,212
327,787,690,456,630,710,329
368,787,690,437,582,849,430
369,767,710,434,515,851,495
367,762,710,439,515,927,495
343,784,708,426,437,1054,498
311,789,705,457,430,1054,528
286,773,692,511,430,1054,531
260,773,648,581,430,1054,523
260,773,589,640,448,1054,568
260,757,525,720,454,1027,641
259,731,539,733,369,930,713
293,712,543,743,460,883,713
293,619,636,696,430,872,705
316,619,636,611,431,861,705
316,619,636,565,553,861,705
250,685,636,494,526,861,840
285,685,584,546,513,861,749
396,678,533,604,513,861,726
443,661,473,683,513,860,726
487,663,413,744,512,657,726
488,668,396,761,512,557,721
517,693,402,761,620,731,691
540,626,462,745,620,866,691
540,626,433,744,628,796,691
491,675,419,707,628,766,691
485,681,381,694,644,885,691
492,673,395,692,676,870,691
822,595,511,691,680,1077,691
822,551,555,691,732,1116,691
822,332,774,690,756,1090,690
822,319,787,690,771,1092,668
814,327,787,690,775,1310,551
773,368,787,690,776,1171,450
770,369,767,710,776,1178,385
779,367,762,710,776,1144,480
813,343,784,708,776,1098,484
812,311,789,705,776,1180,464
812,286,773,692,776,1410,461
812,260,773,648,776,1516,466
812,260,773,589,764,1606,417
930,260,757,525,749,1747,344
1024,259,731,539,716,1843,272
991,293,712,543,485,1843,273
1016,293,619,636,477,1871,286
1053,316,619,636,514,1911,295
1053,316,619,636,410,1921,316
1053,250,685,636,410,1989,251
1018,285,685,584,354,2059,250
907,396,678,533,354,2314,295
858,443,661,473,354,2317,366
1022,487,663,413,354,2322,383
1062,488,668,396,410,2331,395
1003,517,693,402,301,2139,395
980,540,626,462,314,2003,419
980,540,626,433,339,2003,426
980,491,675,419,356,2003,426
1190,485,681,381,360,1868,426
1177,492,673,395,424,1868,426
809,822,595,511,421,1766,426
824,822,551,555,391,1727,426
824,822,332,774,454,1727,426
824,822,319,787,543,1821,426
824,814,327,787,540,1628,426
824,773,368,787,539,1679,426
824,770,369,767,539,1701,426
826,779,367,762,539,1659,331
792,813,343,784,539,1578,324
792,812,311,789,552,1496,363
792,812,286,773,552,1283,364
792,812,260,773,552,1189,359
792,812,260,773,544,1099,359
674,930,260,757,544,959,359
580,1024,259,731,526,863,359
579,991,293,712,587,863,364
554,1016,293,619,587,848,351
494,1053,316,619,549,866,342
494,1053,316,619,560,866,321
494,1053,250,685,603,870,247
510,1018,285,685,604,801,232
523,907,396,678,605,546,187
561,858,443,661,605,543,116
354,1022,487,663,605,538,131
323,1062,488,668,545,529,129
332,1003,517,693,544,529,129
392,980,540,626,531,529,105
400,980,540,626,498,529,220
400,980,491,675,481,529,258
190,1190,485,681,461,524,363
190,1177,492,673,365,524,438
265,809,822,595,364,419,438
254,824,822,551,342,419,438
326,824,822,332,255,419,438
326,824,822,319,151,292,438
384,824,814,327,150,288,438
384,824,773,368,150,237,438
384,824,770,369,150,206,559
373,826,779,367,228,206,606
373,792,813,343,258,206,607
373,792,812,311,246,207,568
373,792,812,286,326,190,622
406,792,812,260,326,178,622
730,792,812,260,326,236,660
731,674,930,260,326,263,763
731,580,1024,259,326,401,804
731,579,991,293,263,416,846
731,554,1016,293,263,473,900
731,494,1053,316,263,416,902
731,494,1053,316,236,656,902
731,494,1053,250,376,584,902
715,510,1018,285,486,583,902
702,523,907,396,491,583,902
664,561,858,443,534,583,902
660,354,1022,487,534,583,870
645,323,1062,488,598,586,860
635,332,1003,517,603,586,860
575,392,980,540,626,586,860
567,400,980,540,654,586,738
567,400,980,491,655,586,700
567,190,1190,485,1015,651,678
567,190,1177,492,1042,679,614
492,265,809,822,1138,679,624
567,254,824,822,1149,679,624
495,326,824,822,1164,679,624
546,326,824,822,1164,678,624
488,384,824,814,1164,657,624
489,384,824,773,1164,657,624
532,384,824,770,1164,657,569
579,373,826,779,1086,657,526
621,373,792,813,1056,657,525
647,373,792,812,1055,656,521
648,373,792,812,975,656,466
630,406,792,812,975,656,466
368,730,792,812,991,598,428
380,731,674,930,1045,570,484
411,731,580,1024,1107,432,443
554,731,579,991,1109,417,395
688,731,554,1016,1140,347,341
705,731,494,1053,1140,346,801
813,731,494,1053,1200,96,801
838,731,494,1053,1041,96,801
898,715,510,1018,930,96,823
899,702,523,907,924,96,838
899,664,561,858,968,96,838
899,660,354,1022,968,276,838
933,645,323,1062,918,355,838
946,635,332,1003,913,372,838
948,575,392,980,958,443,838
952,567,400,980,976,558,838
952,567,400,980,981,646,838
952,567,190,1190,621,601,755
952,567,190,1177,665,597,744
952,492,265,809,573,684,743
873,567,254,824,562,689,763
873,495,326,824,578,689,807
822,546,326,824,594,689,810
822,488,384,824,594,689,834
834,489,384,824,594,689,926
791,532,384,824,595,689,884
829,579,373,826,651,689,880
796,621,373,792,873,689,880
936,647,373,792,1187,689,874
944,648,373,792,1353,689,874
929,630,406,792,1417,689,876
867,368,730,792,1445,689,884
854,380,731,674,1765,689,744
823,411,731,580,1795,689,816
748,554,731,579,1853,689,816
618,688,731,554,2031,689,831
613,705,731,494,2130,689,398
720,813,731,494,2088,689,402
696,838,731,494,2086,689,403
636,898,715,510,2089,718,502
663,899,702,523,2089,822,569
667,899,664,561,2008,1028,637
667,899,660,354,2008,849,671
636,933,645,323,2038,779,706
657,946,635,332,2069,899,706
677,948,575,392,2017,844,713
691,952,567,400,1971,750,967
691,952,567,400,1965,735,1073
691,952,567,190,1966,717,1124
693,952,567,190,1940,693,1124
693,952,492,265,1956,611,1115
698,873,567,254,1986,615,1095
700,873,495,326,1955,615,1051
700,822,546,326,1939,615,1176
705,822,488,384,1940,630,1176
696,834,489,384,1940,673,1194
696,791,532,384,1939,675,1170
614,829,579,373,1883,675,1170
614,796,621,373,1661,675,1180
470,936,647,373,1347,675,1188
469,944,648,373,1181,675,1291
469,929,630,406,1182,675,1291
481,867,368,730,1139,694,1283
481,854,380,731,765,743,1264
481,823,411,731,683,847,1259
413,748,554,731,624,877,1266
415,618,688,731,415,878,1254
414,613,705,731,316,977,1246
221,720,813,731,296,982,1303
226,696,838,731,274,982,1349
226,636,898,715,293,953,1252
200,663,899,702,293,849,1170
246,667,899,664,291,645,1102
259,667,899,660,291,644,1068
312,636,933,645,281,641,1033
291,657,946,635,255,571,1033
420,677,948,575,279,686,1026
695,691,952,567,330,714,772
816,691,952,567,343,642,719
847,691,952,567,355,644,668
850,693,952,567,311,644,668
850,693,952,492,295,639,668
864,698,873,567,265,753,723
980,700,873,495,290,806,729
1141,700,822,546,382,833,613
1136,705,822,488,384,915,657
1132,696,834,489,384,990,549
1132,696,791,532,385,988,561
1139,614,829,579,385,990,665
1158,614,796,621,390,1051,655
1317,470,936,647,393,1148,647
1478,469,944,648,482,1192,544
1559,469,929,630,516,1200,542
1617,481,867,368,523,1182,542
1620,481,854,380,523,1162,548
1625,481,823,411,513,1058,517
1632,413,748,554,512,1041,512
1633,415,618,688,512,1049,509
1622,414,613,705,543,1091,488
1600,221,720,813,590,1168,457
1671,226,696,838,633,1240,410
1671,226,636,898,611,1339,403
1691,200,663,899,611,1360,403
1641,246,667,899,628,1391,403
1668,259,667,899,665,1391,403
1615,312,636,933,680,1382,403
1602,291,657,946,675,1315,403
1451,420,677,948,635,1184,403
1158,695,691,952,589,1135,403
1037,816,691,952,582,1141,350
1006,847,691,952,588,1142,350
1001,850,693,952,592,1169,350
1001,850,693,952,590,1242,350
982,864,698,873,607,1123,295
865,980,700,873,582,1160,315
705,1141,700,822,490,1229,389
705,1136,705,822,487,1139,321
719,1132,696,834,487,1021,319
727,1132,696,791,486,1021,346
719,1139,614,829,486,1019,244
691,1158,614,796,486,962,248
510,1317,470,936,530,867,248
341,1478,469,944,526,823,250
260,1559,469,929,473,815,253
199,1617,481,867,536,814,253
284,1620,481,854,536,785,247
293,1625,481,823,536,785,211
286,1632,413,748,536,772,209
279,1633,415,618,536,763,209
295,1622,414,613,505,622,209
295,1600,221,720,458,540,179
219,1671,226,696,438,468,185
219,1671,226,636,468,369,228
220,1691,200,663,519,348,228
248,1641,246,667,549,320,228
301,1668,259,667,514,320,228
302,1615,312,636,466,320,228
389,1602,291,657,466,320,246
389,1451,420,677,467,320,259
411,1158,695,691,462,320,380
433,1037,816,691,456,313,538
443,1006,847,691,437,308,627
511,1001,850,693,434,281,636
582,1001,850,693,439,208,636
584,982,864,698,426,204,643
700,865,980,700,457,114,790
710,705,1141,700,511,18,709
710,705,1136,705,581,11,717
696,719,1132,696,640,20,731
688,727,1132,696,720,44,692
686,719,1139,614,733,44,703
726,691,1158,614,743,40,847
754,510,1317,470,696,38,1129
754,341,1478,469,611,38,1244
754,260,1559,469,565,38,1244
844,199,1617,481,494,59,1244
807,284,1620,481,546,60,1245
794,293,1625,481,604,61,1245
934,286,1632,413,683,80,1299
937,279,1633,415,744,281,1321
921,295,1622,414,761,322,1334
921,295,1600,221,761,364,1334
920,219,1671,226,745,496,1328
938,219,1671,226,744,625,1268
916,220,1691,200,707,625,1268
890,248,1641,246,694,620,1268
797,301,1668,259,692,625,1268
793,302,1615,312,691,626,1268
706,389,1602,291,691,628,1250
728,389,1451,420,690,629,1253
706,411,1158,695,690,631,1133
684,433,1037,816,690,631,975
675,443,1006,847,690,631,886
610,511,1001,850,710,631,882
539,582,1001,850,710,631,925
537,584,982,864,708,632,926
420,700,865,980,705,635,753
409,710,705,1141,692,635,748
410,710,705,1136,648,655,759
485,696,719,1132,589,646,745
563,688,727,1132,525,622,757
572,686,719,1139,539,627,744
555,726,691,1158,543,629,596
527,754,510,1317,636,629,347
655,754,341,1478,636,629,232
719,754,260,1559,636,629,229
645,844,199,1617,636,608,229
598,807,284,1620,584,607,228
597,794,293,1625,533,650,228
493,934,286,1632,473,895,177
503,937,279,1633,413,809,158
525,921,295,1622,396,800,155
525,921,295,1600,402,892,174
525,920,219,1671,462,856,174
507,938,219,1671,433,729,174
506,916,220,1691,419,782,174
504,890,248,1641,381,813,174
565,797,301,1668,395,813,174
595,793,302,1615,511,815,174
651,706,389,1602,555,813,174
673,728,389,1451,774,815,159
710,706,411,1158,787,926,158
780,684,433,1037,787,927,158
781,675,443,1006,787,975,158
778,610,511,1001,767,1042,153
781,539,582,1001,762,1042,110
781,537,584,982,784,1119,102
782,420,700,865,789,1123,102
782,409,710,705,773,1123,102
860,410,710,705,773,1103,83
785,485,696,719,773,1105,83
707,563,688,727,757,1114,98
698,572,686,719,731,1245,195
675,555,726,691,712,1385,242
675,527,754,510,619,1423,220
561,655,754,341,619,1423,229
497,719,754,260,619,1423,229
472,645,844,199,685,1450,229
468,598,807,284,685,1519,229
518,597,794,293,678,1475,229
482,493,934,286,661,1211,227
506,503,937,279,663,1097,427
542,525,921,295,668,1069,517
546,525,921,295,693,937,516
551,525,920,219,626,841,517
551,507,938,219,626,839,587
551,506,916,220,675,786,617
554,504,890,248,681,755,638
579,565,797,301,673,750,653
550,595,793,302,595,747,653
494,651,706,389,551,747,653
450,673,728,389,332,744,678
438,710,706,411,319,631,710
389,780,684,433,327,630,710
409,781,675,443,368,582,849
473,778,610,511,369,515,851
470,781,539,582,367,515,927
591,781,537,584,343,437,1054
594,782,420,700,311,430,1054
594,782,409,710,286,430,1054
523,860,410,710,260,430,1054
557,785,485,696,260,448,1054
590,707,563,688,260,454,1027
591,698,572,686,259,369,930
607,675,555,726,293,460,883
624,675,527,754,293,430,872
756,561,655,754,316,431,861
756,497,719,754,316,553,861
756,472,645,844,250,526,861
756,468,598,807,285,513,861
769,518,597,794,396,513,861
809,482,493,934,443,513,860
997,506,503,937,487,512,657
940,542,525,921,488,512,557
936,546,525,921,517,620,731
931,551,525,920,540,620,866
938,551,507,938,540,628,796
947,551,506,916,491,628,766
944,554,504,890,485,644,885
858,579,565,797,492,676,870
857,550,595,793,822,680,1077
857,494,651,706,822,732,1116
857,450,673,728,822,756,1090
832,438,710,706,822,771,1092
811,389,780,684,814,775,1310
789,409,781,675,773,776,1171
725,473,778,610,770,776,1178
725,470,781,539,779,776,1144
607,591,781,537,813,776,1098
603,594,782,420,812,776,1180
609,594,782,409,812,776,1410
610,523,860,410,812,776,1516
618,557,785,485,812,764,1606
585,590,707,563,930,749,1747
584,591,698,572,1024,716,1843
568,607,675,555,991,485,1843
551,624,675,527,1016,477,1871
405,756,561,655,1053,514,1911
486,756,497,719,1053,410,1921
717,756,472,645,1053,410,1989
717,756,468,598,1018,354,2059
896,769,518,597,907,354,2314
883,809,482,493,858,354,2317
667,997,506,503,1022,354,2322
887,940,542,525,1062,410,2331
920,936,546,525,1003,301,2139
1176,931,551,525,980,314,2003
1208,938,551,507,980,339,2003
1211,947,551,506,980,356,2003
1219,944,554,504,1190,360,1868
1328,858,579,565,1177,424,1868
1364,857,550,595,809,421,1766
1402,857,494,651,824,391,1727
1415,857,450,673,824,454,1727
1415,832,438,710,824,543,1821
1415,811,389,780,824,540,1628
1415,789,409,781,824,539,1679
1415,725,473,778,824,539,1701
1415,725,470,781,826,539,1659
1412,607,591,781,792,539,1578
1562,603,594,782,792,552,1496
1588,609,594,782,792,552,1283
1596,610,523,860,792,552,1189
1758,618,557,785,792,544,1099
1816,585,590,707,674,544,959
1837,584,591,698,580,526,863
1971,568,607,675,579,587,863
1971,551,624,675,554,587,848
1971,405,756,561,494,549,866
1934,486,756,497,494,560,866
1703,717,756,472,494,603,870
1703,717,756,468,510,604,801
1461,896,769,518,523,605,546
1434,883,809,482,561,605,543
1425,667,997,506,354,605,538
1209,887,940,542,323,545,529
1205,920,936,546,332,544,529
949,1176,931,551,392,531,529
910,1208,938,551,400,498,529
898,1211,947,551,400,481,529
890,1219,944,554,190,461,524
781,1328,858,579,190,365,524
745,1364,857,550,265,364,419
707,1402,857,494,254,342,419
694,1415,857,450,326,255,419
694,1415,832,438,326,151,292
807,1415,811,389,384,150,288
967,1415,789,409,384,150,237
1123,1415,725,473,384,150,206
1123,1415,725,470,373,228,206
1123,1412,607,591,373,258,206
973,1562,603,594,373,246,207
941,1588,609,594,373,326,190
924,1596,610,523,406,326,178
820,1758,618,557,730,326,236
774,1816,585,590,731,326,263
754,1837,584,591,731,326,401
620,1971,568,607,731,263,416
620,1971,551,624,731,263,473
620,1971,405,756,731,263,416
678,1934,486,756,731,236,656
793,1703,717,756,731,376,584
794,1703,717,756,715,486,583
799,1461,896,769,702,491,583
799,1434,883,809,664,534,583
987,1425,667,997,660,534,583
982,1209,887,940,645,598,586
953,1205,920,936,635,603,586
953,949,1176,931,575,626,586
953,910,1208,938,567,654,586
953,898,1211,947,567,655,586
963,890,1219,944,567,1015,651
963,781,1328,858,567,1042,679
963,745,1364,857,492,1138,679
966,707,1402,857,567,1149,679
1150,694,1415,857,495,1164,679
1162,694,1415,832,546,1164,678
1050,807,1415,811,488,1164,657
917,967,1415,789,489,1164,657
800,1123,1415,725,532,1164,657
800,1123,1415,725,579,1086,657
802,1123,1412,607,621,1056,657
802,973,1562,603,647,1055,656
805,941,1588,609,648,975,656
805,924,1596,610,630,975,656
723,820,1758,618,368,991,598
713,774,1816,585,380,1045,570
910,754,1837,584,411,1107,432
912,620,1971,568,554,1109,417
1092,620,1971,551,688,1140,347
1102,620,1971,405,705,1140,346
1062,678,1934,486,813,1200,96
947,793,1703,717,838,1041,96
946,794,1703,717,898,930,96
993,799,1461,896,899,924,96
993,799,1434,883,899,968,96
805,987,1425,667,899,968,276
979,982,1209,887,933,918,355
1110,953,1205,920,946,913,372
1216,953,949,1176,948,958,443
1221,953,910,1208,952,976,558
1221,953,898,1211,952,981,646
1211,963,890,1219,952,621,601
1211,963,781,1328,952,665,597
1259,963,745,1364,952,573,684
1263,966,707,1402,873,562,689
1079,1150,694,1415,873,578,689
1160,1162,694,1415,822,594,689
1174,1050,807,1415,822,594,689
1147,917,967,1415,834,594,689
1108,800,1123,1415,791,595,689
1108,800,1123,1415,829,651,689
1137,802,1123,1412,796,873,689
1137,802,973,1562,936,1187,689
1147,805,941,1588,944,1353,689
1147,805,924,1596,929,1417,689
1133,723,820,1758,867,1445,689
1138,713,774,1816,854,1765,689
941,910,754,1837,823,1795,689
1098,912,620,1971,748,1853,689
952,1092,620,1971,618,2031,689
1081,1102,620,1971,613,2130,689
1073,1062,678,1934,720,2088,689
1128,947,793,1703,696,2086,689
1134,946,794,1703,636,2089,718
1205,993,799,1461,663,2089,822
1292,993,799,1434,667,2008,1028
1391,805,987,1425,667,2008,849
1271,979,982,1209,636,2038,779
1161,1110,953,1205,657,2069,899
1055,1216,953,949,677,2017,844
1050,1221,953,910,691,1971,750
1195,1221,953,898,691,1965,735
1247,1211,963,890,691,1966,717
1252,1211,963,781,693,1940,693
1231,1259,963,745,693,1956,611
1226,1263,966,707,698,1986,615
1235,1079,1150,694,700,1955,615
1142,1160,1162,694,700,1939,615
1159,1174,1050,807,705,1940,630
1172,1147,917,967,696,1940,673
1242,1108,800,1123,696,1939,675
1354,1108,800,1123,614,1883,675
1467,1137,802,1123,614,1661,675
1467,1137,802,973,470,1347,675
1550,1147,805,941,469,1181,675
1616,1147,805,924,469,1182,675
1650,1133,723,820,481,1139,694
1643,1138,713,774,481,765,743
1642,941,910,754,481,683,847
1483,1098,912,620,413,624,877
1503,952,1092,620,415,415,878
1409,1081,1102,620,414,316,977
1355,1073,1062,678,221,296,982
1303,1128,947,793,226,274,982
1297,1134,946,794,226,293,953
1228,1205,993,799,200,293,849
1244,1292,993,799,246,291,645
1164,1391,805,987,259,291,644
1110,1271,979,982,312,281,641
1242,1161,1110,953,291,255,571
1276,1055,1216,953,420,279,686
1290,1050,1221,953,695,330,714
1181,1195,1221,953,816,343,642
1251,1247,1211,963,847,355,644
1263,1252,1211,963,850,311,644
1249,1231,1259,963,850,295,639
1247,1226,1263,966,864,265,753
1271,1235,1079,1150,980,290,806
1272,1142,1160,1162,1141,382,833
1240,1159,1174,1050,1136,384,915
1227,1172,1147,917,1132,384,990
1157,1242,1108,800,1132,385,988
1046,1354,1108,800,1139,385,990
903,1467,1137,802,1158,390,1051
962,1467,1137,802,1317,393,1148
918,1550,1147,805,1478,482,1192
884,1616,1147,805,1559,516,1200
854,1650,1133,723,1617,523,1182
869,1643,1138,713,1620,523,1162
869,1642,941,910,1625,513,1058
870,1483,1098,912,1632,512,1041
946,1503,952,1092,1633,512,1049
939,1409,1081,1102,1622,543,1091
