Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1
506,282,317,445,1527,504,2089,319,1126,466,780
574,282,317,443,1528,504,2072,337,1123,469,720
821,282,317,443,1521,469,2111,340,1123,467,827
1091,282,317,434,1493,479,2138,340,1123,373,771
1091,282,317,434,1489,437,2154,370,1123,359,711
1121,282,317,434,1489,338,2127,496,1123,356,711
1158,283,317,434,1489,331,2080,550,1123,356,727
1157,284,317,406,1517,331,2049,581,1123,334,739
1247,284,317,361,1506,387,2049,581,1123,334,745
1247,284,317,342,1500,412,2034,596,1094,363,756
1244,202,402,314,1372,511,1984,703,1086,371,767
1123,287,438,312,1371,509,1742,950,1033,424,739
1111,299,438,312,1332,524,1731,871,1144,427,711
1179,326,440,312,1318,530,1697,905,1112,464,646
1135,370,440,286,1241,572,1406,1257,1029,542,634
956,518,471,267,1213,619,1228,1400,1060,544,609
949,525,469,198,1279,624,1123,1421,1025,663,574
984,432,422,324,1151,758,1132,1411,742,956,573
1005,403,409,366,1058,841,1141,1412,731,967,559
1022,402,409,367,1020,875,1144,1413,492,1206,382
1046,402,409,364,782,1048,1209,1416,492,1196,334
1046,401,410,262,550,1354,1188,1465,492,1155,461
1046,401,282,329,564,1398,1005,1651,492,1138,461
1131,405,282,322,437,1532,953,1702,493,1075,465
1123,413,282,321,438,1532,935,1720,474,1055,488
1161,413,282,321,438,1532,935,1666,502,1043,504
1161,410,285,316,443,1532,872,1716,515,1043,517
1120,452,282,317,445,1532,849,1739,515,1024,523
1108,464,282,317,445,1532,731,1857,515,1024,510
1240,500,282,317,445,1532,702,1886,515,1022,474
1240,500,282,317,445,1532,515,2073,514,989,476
1234,506,282,317,445,1527,504,2089,319,1126,476
1230,574,282,317,443,1528,504,2072,337,1123,476
983,821,282,317,443,1521,469,2111,340,1123,367
713,1091,282,317,434,1493,479,2138,340,1123,367
713,1091,282,317,434,1489,437,2154,370,1123,367
683,1121,282,317,434,1489,338,2127,496,1123,367
645,1158,283,317,434,1489,331,2080,550,1123,351
645,1157,284,317,406,1517,331,2049,581,1123,339
555,1247,284,317,361,1506,387,2049,581,1123,333
555,1247,284,317,342,1500,412,2034,596,1094,322
555,1244,202,402,314,1372,511,1984,703,1086,311
555,1123,287,438,312,1371,509,1742,950,1033,311
555,1111,299,438,312,1332,524,1731,871,1144,330
458,1179,326,440,312,1318,530,1697,905,1112,330
484,1135,370,440,286,1241,572,1406,1257,1029,330
523,956,518,471,267,1213,619,1228,1400,1060,340
549,949,525,469,198,1279,624,1123,1421,1025,408
537,984,432,422,324,1151,758,1132,1411,742,492
611,1005,403,409,366,1058,841,1141,1412,731,474
594,1022,402,409,367,1020,875,1144,1413,492,415
570,1046,402,409,364,782,1048,1209,1416,492,406
570,1046,401,410,262,550,1354,1188,1465,492,270
570,1046,401,282,329,564,1398,1005,1651,492,270
481,1131,405,282,322,437,1532,953,1702,493,274
481,1123,413,282,321,438,1532,935,1720,474,465
443,1161,413,282,321,438,1532,935,1666,502,449
443,1161,410,285,316,443,1532,872,1716,515,436
442,1120,452,282,317,445,1532,849,1739,515,524
442,1108,464,282,317,445,1532,731,1857,515,538
274,1240,500,282,317,445,1532,702,1886,515,541
281,1240,500,282,317,445,1532,515,2073,514,539
281,1234,506,282,317,445,1527,504,2089,319,561
217,1230,574,282,317,443,1528,504,2072,337,561
217,983,821,282,317,443,1521,469,2111,340,561
232,713,1091,282,317,434,1493,479,2138,340,561
392,713,1091,282,317,434,1489,437,2154,370,561
392,683,1121,282,317,434,1489,338,2127,496,561
392,645,1158,283,317,434,1489,331,2080,550,564
396,645,1157,284,317,406,1517,331,2049,581,569
398,555,1247,284,317,361,1506,387,2049,581,571
471,555,1247,284,317,342,1500,412,2034,596,571
493,555,1244,202,402,314,1372,511,1984,703,571
493,555,1123,287,438,312,1371,509,1742,950,571
493,555,1111,299,438,312,1332,524,1731,871,547
532,458,1179,326,440,312,1318,530,1697,905,557
506,484,1135,370,440,286,1241,572,1406,1257,598
467,523,956,518,471,267,1213,619,1228,1400,605
441,549,949,525,469,198,1279,624,1123,1421,600
417,537,984,432,422,324,1151,758,1132,1411,555
322,611,1005,403,409,366,1058,841,1141,1412,593
322,594,1022,402,409,367,1020,875,1144,1413,577
322,570,1046,402,409,364,782,1048,1209,1416,594
322,570,1046,401,410,262,550,1354,1188,1465,594
322,570,1046,401,282,329,564,1398,1005,1651,596
322,481,1131,405,282,322,437,1532,953,1702,622
322,481,1123,413,282,321,438,1532,935,1720,466
322,443,1161,413,282,321,438,1532,935,1666,469
322,443,1161,410,285,316,443,1532,872,1716,467
322,442,1120,452,282,317,445,1532,849,1739,373
322,442,1108,464,282,317,445,1532,731,1857,359
322,274,1240,500,282,317,445,1532,702,1886,356
315,281,1240,500,282,317,445,1532,515,2073,356
494,281,1234,506,282,317,445,1527,504,2089,334
623,217,1230,574,282,317,443,1528,504,2072,334
623,217,983,821,282,317,443,1521,469,2111,363
608,232,713,1091,282,317,434,1493,479,2138,371
448,392,713,1091,282,317,434,1489,437,2154,424
448,392,683,1121,282,317,434,1489,338,2127,427
448,392,645,1158,283,317,434,1489,331,2080,464
444,396,645,1157,284,317,406,1517,331,2049,542
442,398,555,1247,284,317,361,1506,387,2049,544
369,471,555,1247,284,317,342,1500,412,2034,663
347,493,555,1244,202,402,314,1372,511,1984,956
356,493,555,1123,287,438,312,1371,509,1742,967
506,493,555,1111,299,438,312,1332,524,1731,1206
473,532,458,1179,326,440,312,1318,530,1697,1196
473,506,484,1135,370,440,286,1241,572,1406,1155
473,467,523,956,518,471,267,1213,619,1228,1138
473,441,549,949,525,469,198,1279,624,1123,1075
473,417,537,984,432,422,324,1151,758,1132,1055
473,322,611,1005,403,409,366,1058,841,1141,1043
473,322,594,1022,402,409,367,1020,875,1144,1043
482,322,570,1046,402,409,364,782,1048,1209,1024
629,322,570,1046,401,410,262,550,1354,1188,1024
629,322,570,1046,401,282,329,564,1398,1005,1022
629,322,481,1131,405,282,322,437,1532,953,989
658,322,481,1123,413,282,321,438,1532,935,1126
658,322,443,1161,413,282,321,438,1532,935,1123
658,322,443,1161,410,285,316,443,1532,872,1123
658,322,442,1120,452,282,317,445,1532,849,1123
658,322,442,1108,464,282,317,445,1532,731,1123
658,322,274,1240,500,282,317,445,1532,702,1123
658,315,281,1240,500,282,317,445,1532,515,1123
479,494,281,1234,506,282,317,445,1527,504,1123
350,623,217,1230,574,282,317,443,1528,504,1123
350,623,217,983,821,282,317,443,1521,469,1094
350,608,232,713,1091,282,317,434,1493,479,1086
350,448,392,713,1091,282,317,434,1489,437,1033
382,448,392,683,1121,282,317,434,1489,338,1144
388,448,392,645,1158,283,317,434,1489,331,1112
388,444,396,645,1157,284,317,406,1517,331,1029
388,442,398,555,1247,284,317,361,1506,387,1060
388,369,471,555,1247,284,317,342,1500,412,1025
390,347,493,555,1244,202,402,314,1372,511,742
400,356,493,555,1123,287,438,312,1371,509,731
250,506,493,555,1111,299,438,312,1332,524,492
244,473,532,458,1179,326,440,312,1318,530,492
285,473,506,484,1135,370,440,286,1241,572,492
369,473,467,523,956,518,471,267,1213,619,492
399,473,441,549,949,525,469,198,1279,624,493
399,473,417,537,984,432,422,324,1151,758,474
410,473,322,611,1005,403,409,366,1058,841,502
481,473,322,594,1022,402,409,367,1020,875,515
627,482,322,570,1046,402,409,364,782,1048,515
517,629,322,570,1046,401,410,262,550,1354,515
517,629,322,570,1046,401,282,329,564,1398,515
518,629,322,481,1131,405,282,322,437,1532,514
491,658,322,481,1123,413,282,321,438,1532,319
491,658,322,443,1161,413,282,321,438,1532,337
491,658,322,443,1161,410,285,316,443,1532,340
491,658,322,442,1120,452,282,317,445,1532,340
491,658,322,442,1108,464,282,317,445,1532,370
491,658,322,274,1240,500,282,317,445,1532,496
491,658,315,281,1240,500,282,317,445,1532,550
491,479,494,281,1234,506,282,317,445,1527,581
491,350,623,217,1230,574,282,317,443,1528,581
491,350,623,217,983,821,282,317,443,1521,596
491,350,608,232,713,1091,282,317,434,1493,703
491,350,448,392,713,1091,282,317,434,1489,950
459,382,448,392,683,1121,282,317,434,1489,871
453,388,448,392,645,1158,283,317,434,1489,905
453,388,444,396,645,1157,284,317,406,1517,1257
453,388,442,398,555,1247,284,317,361,1506,1400
453,388,369,471,555,1247,284,317,342,1500,1421
473,390,347,493,555,1244,202,402,314,1372,1411
471,400,356,493,555,1123,287,438,312,1371,1412
517,250,506,493,555,1111,299,438,312,1332,1413
703,244,473,532,458,1179,326,440,312,1318,1416
671,285,473,506,484,1135,370,440,286,1241,1465
647,369,473,467,523,956,518,471,267,1213,1651
640,399,473,441,549,949,525,469,198,1279,1702
640,399,473,417,537,984,432,422,324,1151,1720
629,410,473,322,611,1005,403,409,366,1058,1666
558,481,473,322,594,1022,402,409,367,1020,1716
403,627,482,322,570,1046,402,409,364,782,1739
366,517,629,322,570,1046,401,410,262,550,1857
366,517,629,322,570,1046,401,282,329,564,1886
365,518,629,322,481,1131,405,282,322,437,2073
363,491,658,322,481,1123,413,282,321,438,2089
381,491,658,322,443,1161,413,282,321,438,2072
381,491,658,322,443,1161,410,285,316,443,2111
418,491,658,322,442,1120,452,282,317,445,2138
418,491,658,322,442,1108,464,282,317,445,2154
496,491,658,322,274,1240,500,282,317,445,2127
555,491,658,315,281,1240,500,282,317,445,2080
561,491,479,494,281,1234,506,282,317,445,2049
563,491,350,623,217,1230,574,282,317,443,2049
563,491,350,623,217,983,821,282,317,443,2034
563,491,350,608,232,713,1091,282,317,434,1984
565,491,350,448,392,713,1091,282,317,434,1742
592,459,382,448,392,683,1121,282,317,434,1731
592,453,388,448,392,645,1158,283,317,434,1697
624,453,388,444,396,645,1157,284,317,406,1406
673,453,388,442,398,555,1247,284,317,361,1228
717,453,388,369,471,555,1247,284,317,342,1123
695,473,390,347,493,555,1244,202,402,314,1132
680,471,400,356,493,555,1123,287,438,312,1141
678,517,250,506,493,555,1111,299,438,312,1144
501,703,244,473,532,458,1179,326,440,312,1209
492,671,285,473,506,484,1135,370,440,286,1188
432,647,369,473,467,523,956,518,471,267,1005
409,640,399,473,441,549,949,525,469,198,953
409,640,399,473,417,537,984,432,422,324,935
409,629,410,473,322,611,1005,403,409,366,935
409,558,481,473,322,594,1022,402,409,367,872
409,403,627,482,322,570,1046,402,409,364,849
409,366,517,629,322,570,1046,401,410,262,731
409,366,517,629,322,570,1046,401,282,329,702
415,365,518,629,322,481,1131,405,282,322,515
433,363,491,658,322,481,1123,413,282,321,504
549,381,491,658,322,443,1161,413,282,321,504
648,381,491,658,322,443,1161,410,285,316,469
612,418,491,658,322,442,1120,452,282,317,479
612,418,491,658,322,442,1108,464,282,317,437
534,496,491,658,322,274,1240,500,282,317,338
475,555,491,658,315,281,1240,500,282,317,331
477,561,491,479,494,281,1234,506,282,317,331
574,563,491,350,623,217,1230,574,282,317,387
587,563,491,350,623,217,983,821,282,317,412
587,563,491,350,608,232,713,1091,282,317,511
608,565,491,350,448,392,713,1091,282,317,509
581,592,459,382,448,392,683,1121,282,317,524
585,592,453,388,448,392,645,1158,283,317,530
553,624,453,388,444,396,645,1157,284,317,572
588,673,453,388,442,398,555,1247,284,317,619
567,717,453,388,369,471,555,1247,284,317,624
567,695,473,390,347,493,555,1244,202,402,758
565,680,471,400,356,493,555,1123,287,438,841
521,678,517,250,506,493,555,1111,299,438,875
521,501,703,244,473,532,458,1179,326,440,1048
522,492,671,285,473,506,484,1135,370,440,1354
522,432,647,369,473,467,523,956,518,471,1398
522,409,640,399,473,441,549,949,525,469,1532
538,409,640,399,473,417,537,984,432,422,1532
576,409,629,410,473,322,611,1005,403,409,1532
577,409,558,481,473,322,594,1022,402,409,1532
660,409,403,627,482,322,570,1046,402,409,1532
683,409,366,517,629,322,570,1046,401,410,1532
703,409,366,517,629,322,570,1046,401,282,1532
901,415,365,518,629,322,481,1131,405,282,1532
1050,433,363,491,658,322,481,1123,413,282,1527
1017,549,381,491,658,322,443,1161,413,282,1528
985,648,381,491,658,322,443,1161,410,285,1521
1026,612,418,491,658,322,442,1120,452,282,1493
1079,612,418,491,658,322,442,1108,464,282,1489
1118,534,496,491,658,322,274,1240,500,282,1489
1127,475,555,491,658,315,281,1240,500,282,1489
1179,477,561,491,479,494,281,1234,506,282,1517
1086,574,563,491,350,623,217,1230,574,282,1506
1073,587,563,491,350,623,217,983,821,282,1500
1073,587,563,491,350,608,232,713,1091,282,1372
1050,608,565,491,350,448,392,713,1091,282,1371
1072,581,592,459,382,448,392,683,1121,282,1332
1080,585,592,453,388,448,392,645,1158,283,1318
1102,553,624,453,388,444,396,645,1157,284,1241
1026,588,673,453,388,442,398,555,1247,284,1213
1016,567,717,453,388,369,471,555,1247,284,1279
1017,567,695,473,390,347,493,555,1244,202,1151
1017,565,680,471,400,356,493,555,1123,287,1058
1049,521,678,517,250,506,493,555,1111,299,1020
1091,521,501,703,244,473,532,458,1179,326,782
1091,522,492,671,285,473,506,484,1135,370,550
1091,522,432,647,369,473,467,523,956,518,564
1091,522,409,640,399,473,441,549,949,525,437
1075,538,409,640,399,473,417,537,984,432,438
1042,576,409,629,410,473,322,611,1005,403,438
1082,577,409,558,481,473,322,594,1022,402,443
1059,660,409,403,627,482,322,570,1046,402,445
1036,683,409,366,517,629,322,570,1046,401,445
1021,703,409,366,517,629,322,570,1046,401,445
817,901,415,365,518,629,322,481,1131,405,445
650,1050,433,363,491,658,322,481,1123,413,445
549,1017,549,381,491,658,322,443,1161,413,443
482,985,648,381,491,658,322,443,1161,410,443
440,1026,612,418,491,658,322,442,1120,452,434
387,1079,612,418,491,658,322,442,1108,464,434
348,1118,534,496,491,658,322,274,1240,500,434
339,1127,475,555,491,658,315,281,1240,500,434
279,1179,477,561,491,479,494,281,1234,506,406
273,1086,574,563,491,350,623,217,1230,574,361
273,1073,587,563,491,350,623,217,983,821,342
293,1073,587,563,491,350,608,232,713,1091,314
293,1050,608,565,491,350,448,392,713,1091,312
273,1072,581,592,459,382,448,392,683,1121,312
292,1080,585,592,453,388,448,392,645,1158,312
271,1102,553,624,453,388,444,396,645,1157,286
271,1026,588,673,453,388,442,398,555,1247,267
314,1016,567,717,453,388,369,471,555,1247,198
313,1017,567,695,473,390,347,493,555,1244,324
313,1017,565,680,471,400,356,493,555,1123,366
281,1049,521,678,517,250,506,493,555,1111,367
230,1091,521,501,703,244,473,532,458,1179,364
235,1091,522,492,671,285,473,506,484,1135,262
241,1091,522,432,647,369,473,467,523,956,329
266,1091,522,409,640,399,473,441,549,949,322
266,1075,538,409,640,399,473,417,537,984,321
263,1042,576,409,629,410,473,322,611,1005,321
228,1082,577,409,558,481,473,322,594,1022,316
168,1059,660,409,403,627,482,322,570,1046,317
255,1036,683,409,366,517,629,322,570,1046,317
251,1021,703,409,366,517,629,322,570,1046,317
251,817,901,415,365,518,629,322,481,1131,317
251,650,1050,433,363,491,658,322,481,1123,317
251,549,1017,549,381,491,658,322,443,1161,317
251,482,985,648,381,491,658,322,443,1161,317
251,440,1026,612,418,491,658,322,442,1120,317
290,387,1079,612,418,491,658,322,442,1108,317
362,348,1118,534,496,491,658,322,274,1240,317
396,339,1127,475,555,491,658,315,281,1240,317
443,279,1179,477,561,491,479,494,281,1234,317
447,273,1086,574,563,491,350,623,217,1230,317
447,273,1073,587,563,491,350,623,217,983,317
427,293,1073,587,563,491,350,608,232,713,402
427,293,1050,608,565,491,350,448,392,713,438
425,273,1072,581,592,459,382,448,392,683,438
394,292,1080,585,592,453,388,448,392,645,440
393,271,1102,553,624,453,388,444,396,645,440
385,271,1026,588,673,453,388,442,398,555,471
329,314,1016,567,717,453,388,369,471,555,469
329,313,1017,567,695,473,390,347,493,555,422
415,313,1017,565,680,471,400,356,493,555,409
417,281,1049,521,678,517,250,506,493,555,409
453,230,1091,521,501,703,244,473,532,458,409
517,235,1091,522,492,671,285,473,506,484,410
526,241,1091,522,432,647,369,473,467,523,282
512,266,1091,522,409,640,399,473,441,549,282
529,266,1075,538,409,640,399,473,417,537,282
527,263,1042,576,409,629,410,473,322,611,282
523,228,1082,577,409,558,481,473,322,594,285
523,168,1059,660,409,403,627,482,322,570,282
436,255,1036,683,409,366,517,629,322,570,282
435,251,1021,703,409,366,517,629,322,570,282
435,251,817,901,415,365,518,629,322,481,282
435,251,650,1050,433,363,491,658,322,481,282
435,251,549,1017,549,381,491,658,322,443,282
443,251,482,985,648,381,491,658,322,443,282
472,251,440,1026,612,418,491,658,322,442,282
515,290,387,1079,612,418,491,658,322,442,282
446,362,348,1118,534,496,491,658,322,274,282
412,396,339,1127,475,555,491,658,315,281,283
514,443,279,1179,477,561,491,479,494,281,284
510,447,273,1086,574,563,491,350,623,217,284
510,447,273,1073,587,563,491,350,623,217,284
510,427,293,1073,587,563,491,350,608,232,202
510,427,293,1050,608,565,491,350,448,392,287
542,425,273,1072,581,592,459,382,448,392,299
563,394,292,1080,585,592,453,388,448,392,326
569,393,271,1102,553,624,453,388,444,396,370
569,385,271,1026,588,673,453,388,442,398,518
571,329,314,1016,567,717,453,388,369,471,525
571,329,313,1017,567,695,473,390,347,493,432
523,415,313,1017,565,680,471,400,356,493,403
538,417,281,1049,521,678,517,250,506,493,402
503,453,230,1091,521,501,703,244,473,532,402
502,517,235,1091,522,492,671,285,473,506,401
694,526,241,1091,522,432,647,369,473,467,401
892,512,266,1091,522,409,640,399,473,441,405
877,529,266,1075,538,409,640,399,473,417,413
877,527,263,1042,576,409,629,410,473,322,413
984,523,228,1082,577,409,558,481,473,322,410
984,523,168,1059,660,409,403,627,482,322,452
992,436,255,1036,683,409,366,517,629,322,464
992,435,251,1021,703,409,366,517,629,322,500
992,435,251,817,901,415,365,518,629,322,500
992,435,251,650,1050,433,363,491,658,322,506
992,435,251,549,1017,549,381,491,658,322,574
984,443,251,482,985,648,381,491,658,322,821
955,472,251,440,1026,612,418,491,658,322,1091
873,515,290,387,1079,612,418,491,658,322,1091
870,446,362,348,1118,534,496,491,658,322,1121
870,412,396,339,1127,475,555,491,658,315,1158
721,514,443,279,1179,477,561,491,479,494,1157
721,510,447,273,1086,574,563,491,350,623,1247
721,510,447,273,1073,587,563,491,350,623,1247
721,510,427,293,1073,587,563,491,350,608,1244
721,510,427,293,1050,608,565,491,350,448,1123
689,542,425,273,1072,581,592,459,382,448,1111
668,563,394,292,1080,585,592,453,388,448,1179
675,569,393,271,1102,553,624,453,388,444,1135
675,569,385,271,1026,588,673,453,388,442,956
673,571,329,314,1016,567,717,453,388,369,949
707,571,329,313,1017,567,695,473,390,347,984
669,523,415,313,1017,565,680,471,400,356,1005
710,538,417,281,1049,521,678,517,250,506,1022
709,503,453,230,1091,521,501,703,244,473,1046
640,502,517,235,1091,522,492,671,285,473,1046
433,694,526,241,1091,522,432,647,369,473,1046
224,892,512,266,1091,522,409,640,399,473,1131
222,877,529,266,1075,538,409,640,399,473,1123
295,877,527,263,1042,576,409,629,410,473,1161
208,984,523,228,1082,577,409,558,481,473,1161
299,984,523,168,1059,660,409,403,627,482,1120
291,992,436,255,1036,683,409,366,517,629,1108
291,992,435,251,1021,703,409,366,517,629,1240
291,992,435,251,817,901,415,365,518,629,1240
291,992,435,251,650,1050,433,363,491,658,1234
291,992,435,251,549,1017,549,381,491,658,1230
305,984,443,251,482,985,648,381,491,658,983
326,955,472,251,440,1026,612,418,491,658,713
326,873,515,290,387,1079,612,418,491,658,713
327,870,446,362,348,1118,534,496,491,658,683
423,870,412,396,339,1127,475,555,491,658,645
423,721,514,443,279,1179,477,561,491,479,645
444,721,510,447,273,1086,574,563,491,350,555
444,721,510,447,273,1073,587,563,491,350,555
444,721,510,427,293,1073,587,563,491,350,555
444,721,510,427,293,1050,608,565,491,350,555
444,689,542,425,273,1072,581,592,459,382,555
444,668,563,394,292,1080,585,592,453,388,458
431,675,569,393,271,1102,553,624,453,388,484
484,675,569,385,271,1026,588,673,453,388,523
587,673,571,329,314,1016,567,717,453,388,549
568,707,571,329,313,1017,567,695,473,390,537
606,669,523,415,313,1017,565,680,471,400,611
548,710,538,417,281,1049,521,678,517,250,594
548,709,503,453,230,1091,521,501,703,244,570
623,640,502,517,235,1091,522,492,671,285,570
671,433,694,526,241,1091,522,432,647,369,570
695,224,892,512,266,1091,522,409,640,399,481
705,222,877,529,266,1075,538,409,640,399,481
634,295,877,527,263,1042,576,409,629,410,443
614,208,984,523,228,1082,577,409,558,481,443
523,299,984,523,168,1059,660,409,403,627,442
523,291,992,436,255,1036,683,409,366,517,442
523,291,992,435,251,1021,703,409,366,517,274
523,291,992,435,251,817,901,415,365,518,281
525,291,992,435,251,650,1050,433,363,491,281
661,291,992,435,251,549,1017,549,381,491,217
715,305,984,443,251,482,985,648,381,491,217
724,326,955,472,251,440,1026,612,418,491,232
776,326,873,515,290,387,1079,612,418,491,392
