Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1
1283,880,883,746,515,852,786,1200,389,1500,767
1275,888,805,824,453,888,812,1199,367,1412,716
1274,869,808,841,360,930,863,1145,411,1394,659
1268,865,765,836,392,927,892,1126,430,1362,710
1268,864,766,810,418,811,1008,1126,430,1362,729
1227,839,832,805,423,801,1018,1122,434,1306,679
1209,812,820,846,437,803,1018,1108,448,1296,668
1209,809,821,848,379,857,1022,1022,534,1296,590
1096,922,821,848,378,825,1055,902,654,1296,256
1100,922,793,876,331,696,1231,873,683,1296,255
1081,941,793,876,331,673,1254,866,690,1296,312
1079,943,793,869,326,685,1232,884,694,1150,312
1079,871,622,1109,321,674,1251,830,748,1144,312
1079,692,801,1100,330,674,1251,775,803,1106,479
1079,639,854,1063,367,669,1256,775,803,1106,489
1079,639,854,1044,386,598,1327,763,815,1088,530
1155,639,854,977,291,716,1358,776,815,1088,530
1253,639,854,906,354,724,1299,835,793,1090,530
1302,627,869,906,341,730,1306,835,792,1047,544
1264,685,704,1077,318,747,1233,914,790,1040,549
1190,687,690,1153,330,747,1068,1079,722,1108,440
1257,473,904,1138,345,747,1040,1071,746,1111,434
1091,683,904,1138,345,747,989,1087,780,1108,429
1033,741,904,916,567,747,945,920,991,989,420
1065,758,864,870,653,715,977,917,994,657,420
1065,713,879,895,658,598,1094,917,978,610,425
1065,713,879,895,658,579,1112,846,1049,580,476
1065,713,874,900,658,579,1112,704,1086,667,447
1052,707,828,967,658,532,1158,463,1304,588,446
649,1057,877,971,658,532,1108,513,1243,546,446
420,1283,880,883,746,521,917,715,1240,497,446
428,1283,880,883,746,515,852,786,1200,389,446
491,1275,888,805,824,453,888,812,1199,367,446
491,1274,869,808,841,360,930,863,1145,411,456
491,1268,865,765,836,392,927,892,1126,430,379
491,1268,864,766,810,418,811,1008,1126,430,360
491,1227,839,832,805,423,801,1018,1122,434,360
510,1209,812,820,846,437,803,1018,1108,448,374
510,1209,809,821,848,379,857,1022,1022,534,375
511,1096,922,821,848,378,825,1055,902,654,375
515,1100,922,793,876,331,696,1231,873,683,375
515,1081,941,793,876,331,673,1254,866,690,318
515,1079,943,793,869,326,685,1232,884,694,318
679,1079,871,622,1109,321,674,1251,830,748,318
682,1079,692,801,1100,330,674,1251,775,803,151
702,1079,639,854,1063,367,669,1256,775,803,380
760,1079,639,854,1044,386,598,1327,763,815,352
734,1155,639,854,977,291,716,1358,776,815,352
689,1253,639,854,906,354,724,1299,835,793,352
637,1302,627,869,906,341,730,1306,835,792,338
611,1264,685,704,1077,318,747,1233,914,790,333
609,1190,687,690,1153,330,747,1068,1079,722,333
542,1257,473,904,1138,345,747,1040,1071,746,333
505,1091,683,904,1138,345,747,989,1087,780,406
506,1033,741,904,916,567,747,945,920,991,409
457,1065,758,864,870,653,715,977,917,994,509
569,1065,713,879,895,658,598,1094,917,978,615
618,1065,713,879,895,658,579,1112,846,1049,592
668,1065,713,874,900,658,579,1112,704,1086,624
674,1052,707,828,967,658,532,1158,463,1304,624
674,649,1057,877,971,658,532,1108,513,1243,680
674,420,1283,880,883,746,521,917,715,1240,690
670,428,1283,880,883,746,515,852,786,1200,690
634,491,1275,888,805,824,453,888,812,1199,690
634,491,1274,869,808,841,360,930,863,1145,680
640,491,1268,865,765,836,392,927,892,1126,680
642,491,1268,864,766,810,418,811,1008,1126,826
648,491,1227,839,832,805,423,801,1018,1122,832
657,510,1209,812,820,846,437,803,1018,1108,856
720,510,1209,809,821,848,379,857,1022,1022,855
729,511,1096,922,821,848,378,825,1055,902,873
737,515,1100,922,793,876,331,696,1231,873,873
737,515,1081,941,793,876,331,673,1254,866,893
737,515,1079,943,793,869,326,685,1232,884,937
573,679,1079,871,622,1109,321,674,1251,830,946
570,682,1079,692,801,1100,330,674,1251,775,946
550,702,1079,639,854,1063,367,669,1256,775,716
527,760,1079,639,854,1044,386,598,1327,763,707
553,734,1155,639,854,977,291,716,1358,776,826
508,689,1253,639,854,906,354,724,1299,835,1158
561,637,1302,627,869,906,341,730,1306,835,1221
654,611,1264,685,704,1077,318,747,1233,914,1252
778,609,1190,687,690,1153,330,747,1068,1079,1270
848,542,1257,473,904,1138,345,747,1040,1071,1373
842,505,1091,683,904,1138,345,747,989,1087,1403
841,506,1033,741,904,916,567,747,945,920,1452
854,457,1065,758,864,870,653,715,977,917,1500
743,569,1065,713,879,895,658,598,1094,917,1412
694,618,1065,713,879,895,658,579,1112,846,1394
644,668,1065,713,874,900,658,579,1112,704,1362
636,674,1052,707,828,967,658,532,1158,463,1362
641,674,649,1057,877,971,658,532,1108,513,1306
641,674,420,1283,880,883,746,521,917,715,1296
637,670,428,1283,880,883,746,515,852,786,1296
637,634,491,1275,888,805,824,453,888,812,1296
643,634,491,1274,869,808,841,360,930,863,1296
642,640,491,1268,865,765,836,392,927,892,1296
661,642,491,1268,864,766,810,418,811,1008,1150
657,648,491,1227,839,832,805,423,801,1018,1144
630,657,510,1209,812,820,846,437,803,1018,1106
567,720,510,1209,809,821,848,379,857,1022,1106
557,729,511,1096,922,821,848,378,825,1055,1088
541,737,515,1100,922,793,876,331,696,1231,1088
541,737,515,1081,941,793,876,331,673,1254,1090
541,737,515,1079,943,793,869,326,685,1232,1047
541,573,679,1079,871,622,1109,321,674,1251,1040
541,570,682,1079,692,801,1100,330,674,1251,1108
541,550,702,1079,639,854,1063,367,669,1256,1111
520,527,760,1079,639,854,1044,386,598,1327,1108
444,553,734,1155,639,854,977,291,716,1358,989
436,508,689,1253,639,854,906,354,724,1299,657
383,561,637,1302,627,869,906,341,730,1306,610
290,654,611,1264,685,704,1077,318,747,1233,580
169,778,609,1190,687,690,1153,330,747,1068,667
99,848,542,1257,473,904,1138,345,747,1040,588
98,842,505,1091,683,904,1138,345,747,989,546
98,841,506,1033,741,904,916,567,747,945,497
85,854,457,1065,758,864,870,653,715,977,389
84,743,569,1065,713,879,895,658,598,1094,367
84,694,618,1065,713,879,895,658,579,1112,411
84,644,668,1065,713,874,900,658,579,1112,430
84,636,674,1052,707,828,967,658,532,1158,430
88,641,674,649,1057,877,971,658,532,1108,434
88,641,674,420,1283,880,883,746,521,917,448
88,637,670,428,1283,880,883,746,515,852,534
81,637,634,491,1275,888,805,824,453,888,654
263,643,634,491,1274,869,808,841,360,930,683
365,642,640,491,1268,865,765,836,392,927,690
356,661,642,491,1268,864,766,810,418,811,694
354,657,648,491,1227,839,832,805,423,801,748
381,630,657,510,1209,812,820,846,437,803,803
750,567,720,510,1209,809,821,848,379,857,803
750,557,729,511,1096,922,821,848,378,825,815
750,541,737,515,1100,922,793,876,331,696,815
750,541,737,515,1081,941,793,876,331,673,793
750,541,737,515,1079,943,793,869,326,685,792
750,541,573,679,1079,871,622,1109,321,674,790
750,541,570,682,1079,692,801,1100,330,674,722
750,541,550,702,1079,639,854,1063,367,669,746
736,520,527,760,1079,639,854,1044,386,598,780
736,444,553,734,1155,639,854,977,291,716,991
764,436,508,689,1253,639,854,906,354,724,994
771,383,561,637,1302,627,869,906,341,730,978
778,290,654,611,1264,685,704,1077,318,747,1049
775,169,778,609,1190,687,690,1153,330,747,1086
775,99,848,542,1257,473,904,1138,345,747,1304
786,98,842,505,1091,683,904,1138,345,747,1243
786,98,841,506,1033,741,904,916,567,747,1240
888,85,854,457,1065,758,864,870,653,715,1200
1042,84,743,569,1065,713,879,895,658,598,1199
1063,84,694,618,1065,713,879,895,658,579,1145
1083,84,644,668,1065,713,874,900,658,579,1126
1086,84,636,674,1052,707,828,967,658,532,1126
1077,88,641,674,649,1057,877,971,658,532,1122
1080,88,641,674,420,1283,880,883,746,521,1108
1148,88,637,670,428,1283,880,883,746,515,1022
1139,81,637,634,491,1275,888,805,824,453,902
951,263,643,634,491,1274,869,808,841,360,873
848,365,642,640,491,1268,865,765,836,392,866
837,356,661,642,491,1268,864,766,810,418,884
837,354,657,648,491,1227,839,832,805,423,830
835,381,630,657,510,1209,812,820,846,437,775
485,750,567,720,510,1209,809,821,848,379,775
485,750,557,729,511,1096,922,821,848,378,763
485,750,541,737,515,1100,922,793,876,331,776
485,750,541,737,515,1081,941,793,876,331,835
489,750,541,737,515,1079,943,793,869,326,835
489,750,541,573,679,1079,871,622,1109,321,914
508,750,541,570,682,1079,692,801,1100,330,1079
510,750,541,550,702,1079,639,854,1063,367,1071
510,736,520,527,760,1079,639,854,1044,386,1087
632,736,444,553,734,1155,639,854,977,291,920
672,764,436,508,689,1253,639,854,906,354,917
720,771,383,561,637,1302,627,869,906,341,917
713,778,290,654,611,1264,685,704,1077,318,846
765,775,169,778,609,1190,687,690,1153,330,704
780,775,99,848,542,1257,473,904,1138,345,463
837,786,98,842,505,1091,683,904,1138,345,513
838,786,98,841,506,1033,741,904,916,567,715
743,888,85,854,457,1065,758,864,870,653,786
592,1042,84,743,569,1065,713,879,895,658,812
571,1063,84,694,618,1065,713,879,895,658,863
551,1083,84,644,668,1065,713,874,900,658,892
548,1086,84,636,674,1052,707,828,967,658,1008
548,1077,88,641,674,649,1057,877,971,658,1018
545,1080,88,641,674,420,1283,880,883,746,1018
477,1148,88,637,670,428,1283,880,883,746,1022
466,1139,81,637,634,491,1275,888,805,824,1055
466,951,263,643,634,491,1274,869,808,841,1231
462,848,365,642,640,491,1268,865,765,836,1254
534,837,356,661,642,491,1268,864,766,810,1232
547,837,354,657,648,491,1227,839,832,805,1251
571,835,381,630,657,510,1209,812,820,846,1251
600,485,750,567,720,510,1209,809,821,848,1256
622,485,750,557,729,511,1096,922,821,848,1327
648,485,750,541,737,515,1100,922,793,876,1358
654,485,750,541,737,515,1081,941,793,876,1299
650,489,750,541,737,515,1079,943,793,869,1306
650,489,750,541,573,679,1079,871,622,1109,1233
631,508,750,541,570,682,1079,692,801,1100,1068
629,510,750,541,550,702,1079,639,854,1063,1040
629,510,736,520,527,760,1079,639,854,1044,989
507,632,736,444,553,734,1155,639,854,977,945
439,672,764,436,508,689,1253,639,854,906,977
384,720,771,383,561,637,1302,627,869,906,1094
388,713,778,290,654,611,1264,685,704,1077,1112
340,765,775,169,778,609,1190,687,690,1153,1112
326,780,775,99,848,542,1257,473,904,1138,1158
258,837,786,98,842,505,1091,683,904,1138,1108
257,838,786,98,841,506,1033,741,904,916,917
250,743,888,85,854,457,1065,758,864,870,852
247,592,1042,84,743,569,1065,713,879,895,888
247,571,1063,84,694,618,1065,713,879,895,930
247,551,1083,84,644,668,1065,713,874,900,927
290,548,1086,84,636,674,1052,707,828,967,811
492,548,1077,88,641,674,649,1057,877,971,801
578,545,1080,88,641,674,420,1283,880,883,803
578,477,1148,88,637,670,428,1283,880,883,857
578,466,1139,81,637,634,491,1275,888,805,825
578,466,951,263,643,634,491,1274,869,808,696
578,462,848,365,642,640,491,1268,865,765,673
505,534,837,356,661,642,491,1268,864,766,685
492,547,837,354,657,648,491,1227,839,832,674
448,571,835,381,630,657,510,1209,812,820,674
471,600,485,750,567,720,510,1209,809,821,669
451,622,485,750,557,729,511,1096,922,821,598
479,648,485,750,541,737,515,1100,922,793,716
473,654,485,750,541,737,515,1081,941,793,724
473,650,489,750,541,737,515,1079,943,793,730
473,650,489,750,541,573,679,1079,871,622,747
473,631,508,750,541,570,682,1079,692,801,747
473,629,510,750,541,550,702,1079,639,854,747
473,629,510,736,520,527,760,1079,639,854,747
475,507,632,736,444,553,734,1155,639,854,747
475,439,672,764,436,508,689,1253,639,854,715
475,384,720,771,383,561,637,1302,627,869,598
476,388,713,778,290,654,611,1264,685,704,579
540,340,765,775,169,778,609,1190,687,690,579
683,326,780,775,99,848,542,1257,473,904,532
721,258,837,786,98,842,505,1091,683,904,532
776,257,838,786,98,841,506,1033,741,904,521
776,250,743,888,85,854,457,1065,758,864,515
935,247,592,1042,84,743,569,1065,713,879,453
983,247,571,1063,84,694,618,1065,713,879,360
983,247,551,1083,84,644,668,1065,713,874,392
945,290,548,1086,84,636,674,1052,707,828,418
743,492,548,1077,88,641,674,649,1057,877,423
662,578,545,1080,88,641,674,420,1283,880,437
662,578,477,1148,88,637,670,428,1283,880,379
703,578,466,1139,81,637,634,491,1275,888,378
703,578,466,951,263,643,634,491,1274,869,331
703,578,462,848,365,642,640,491,1268,865,331
703,505,534,837,356,661,642,491,1268,864,326
703,492,547,837,354,657,648,491,1227,839,321
709,448,571,835,381,630,657,510,1209,812,330
639,471,600,485,750,567,720,510,1209,809,367
648,451,622,485,750,557,729,511,1096,922,386
594,479,648,485,750,541,737,515,1100,922,291
594,473,654,485,750,541,737,515,1081,941,354
594,473,650,489,750,541,737,515,1079,943,341
594,473,650,489,750,541,573,679,1079,871,318
594,473,631,508,750,541,570,682,1079,692,330
594,473,629,510,750,541,550,702,1079,639,345
594,473,629,510,736,520,527,760,1079,639,345
592,475,507,632,736,444,553,734,1155,639,567
650,475,439,672,764,436,508,689,1253,639,653
685,475,384,720,771,383,561,637,1302,627,658
684,476,388,713,778,290,654,611,1264,685,658
661,540,340,765,775,169,778,609,1190,687,658
711,683,326,780,775,99,848,542,1257,473,658
757,721,258,837,786,98,842,505,1091,683,658
702,776,257,838,786,98,841,506,1033,741,746
702,776,250,743,888,85,854,457,1065,758,746
543,935,247,592,1042,84,743,569,1065,713,824
879,983,247,571,1063,84,694,618,1065,713,841
879,983,247,551,1083,84,644,668,1065,713,836
874,945,290,548,1086,84,636,674,1052,707,810
874,743,492,548,1077,88,641,674,649,1057,805
869,662,578,545,1080,88,641,674,420,1283,846
882,662,578,477,1148,88,637,670,428,1283,848
889,703,578,466,1139,81,637,634,491,1275,848
889,703,578,466,951,263,643,634,491,1274,876
889,703,578,462,848,365,642,640,491,1268,876
889,703,505,534,837,356,661,642,491,1268,869
905,703,492,547,837,354,657,648,491,1227,1109
893,709,448,571,835,381,630,657,510,1209,1100
892,639,471,600,485,750,567,720,510,1209,1063
881,648,451,622,485,750,557,729,511,1096,1044
888,594,479,648,485,750,541,737,515,1100,977
888,594,473,654,485,750,541,737,515,1081,906
888,594,473,650,489,750,541,737,515,1079,906
888,594,473,650,489,750,541,573,679,1079,1077
888,594,473,631,508,750,541,570,682,1079,1153
888,594,473,629,510,750,541,550,702,1079,1138
888,594,473,629,510,736,520,527,760,1079,1138
898,592,475,507,632,736,444,553,734,1155,916
892,650,475,439,672,764,436,508,689,1253,870
896,685,475,384,720,771,383,561,637,1302,895
933,684,476,388,713,778,290,654,611,1264,895
888,661,540,340,765,775,169,778,609,1190,900
694,711,683,326,780,775,99,848,542,1257,967
655,757,721,258,837,786,98,842,505,1091,971
750,702,776,257,838,786,98,841,506,1033,883
