Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1
901,848,531,812,1787,468,852,972,289,784,1119
1010,850,518,825,1784,471,724,1100,228,816,1106
1092,849,385,959,1784,471,716,1106,198,821,1050
1091,832,406,959,1761,494,716,1096,190,645,1049
1086,820,423,959,1761,494,716,1008,275,628,974
1314,821,394,988,1719,536,716,947,276,688,919
1335,722,519,989,1658,597,716,947,267,697,886
1203,754,627,951,1696,597,716,947,228,736,802
1293,702,708,770,1877,597,462,940,486,739,798
1287,612,804,718,1921,605,462,919,507,700,706
1306,559,858,717,1922,605,319,1062,507,700,692
1325,410,1013,717,1922,522,340,1073,533,725,691
1365,388,1046,717,1882,433,378,1164,533,725,709
1364,306,1134,689,1565,777,344,1100,632,725,709
1415,302,1138,689,1565,777,315,1129,632,725,709
1384,332,1108,720,1453,885,319,1129,626,731,774
1369,347,1034,722,1379,1024,299,1151,627,735,845
1359,377,1034,634,1376,1110,304,1151,627,735,845
1255,480,1035,634,1261,1225,304,1151,627,735,840
1248,495,944,727,1249,1237,238,1151,693,735,833
1166,577,909,762,1249,1237,238,1151,693,735,815
1026,717,909,762,1249,1237,231,1158,693,735,645
919,809,924,762,1249,1199,267,1160,693,732,634
844,883,888,799,1247,1196,272,1160,693,552,602
868,884,888,730,1206,1302,276,1160,693,475,549
898,882,890,526,1386,1326,276,1160,693,471,549
896,883,891,525,1387,1326,276,1160,693,471,519
900,887,893,512,1212,1474,317,1088,765,471,535
928,889,893,511,858,1829,317,958,866,500,468
928,852,930,507,839,1722,447,953,871,373,417
928,851,915,523,763,1777,468,931,893,311,351
878,901,848,531,812,1787,468,852,972,289,357
770,1010,850,518,825,1784,471,724,1100,228,441
708,1092,849,385,959,1784,471,716,1106,198,604
705,1091,832,406,959,1761,494,716,1096,190,607
705,1086,820,423,959,1761,494,716,1008,275,644
476,1314,821,394,988,1719,536,716,947,276,644
428,1335,722,519,989,1658,597,716,947,267,641
428,1203,754,627,951,1696,597,716,947,228,641
309,1293,702,708,770,1877,597,462,940,486,628
311,1287,612,804,718,1921,605,462,919,507,621
309,1306,559,858,717,1922,605,319,1062,507,622
347,1325,410,1013,717,1922,522,340,1073,533,622
316,1365,388,1046,717,1882,433,378,1164,533,601
321,1364,306,1134,689,1565,777,344,1100,632,620
