Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2
711,330,1349,748,591
727,271,1368,745,594
739,267,1260,745,594
745,267,1130,745,523
756,267,1130,474,557
767,267,1080,415,590
739,295,986,385,591
711,328,960,366,607
646,393,857,312,624
634,405,718,157,756
609,430,694,157,756
574,465,693,159,756
573,466,693,90,756
559,498,693,117,769
382,750,693,117,809
334,809,693,117,997
461,818,693,117,940
461,818,668,208,936
465,818,654,222,931
488,818,654,222,938
504,818,654,356,947
517,820,654,364,944
523,820,654,364,858
510,833,653,364,857
474,869,653,353,857
476,841,585,666,857
476,780,646,678,832
476,720,706,748,811
367,827,708,733,789
367,771,530,733,725
367,711,433,733,725
367,711,330,733,607
351,727,271,733,603
339,739,267,733,609
333,745,267,733,610
322,756,267,733,618
311,767,267,757,585
311,739,295,791,584
330,711,328,791,568
330,646,393,791,551
330,634,405,793,405
340,609,430,793,486
408,574,465,791,717
492,573,466,781,717
474,559,498,754,896
415,382,750,772,883
406,334,809,929,667
270,461,818,937,887
270,461,818,846,920
274,465,818,832,1176
465,488,818,854,1208
449,504,818,721,1211
436,517,820,759,1219
524,523,820,1039,1328
538,510,833,1156,1364
541,474,869,1165,1402
539,476,841,848,1415
561,476,780,834,1415
561,476,720,820,1415
561,367,827,890,1415
561,367,771,893,1415
561,367,711,893,1415
561,367,711,893,1412
564,351,727,909,1562
569,339,739,909,1588
571,333,745,909,1596
571,322,756,909,1758
571,311,767,885,1816
571,311,739,851,1837
547,330,711,851,1971
557,330,646,851,1971
598,330,634,849,1971
605,340,609,849,1934
600,408,574,853,1703
555,492,573,902,1703
593,474,559,930,1461
577,415,382,947,1434
594,406,334,856,1425
594,270,461,1001,1209
596,270,461,1002,1205
622,274,465,1003,949
466,465,488,993,910
469,449,504,992,898
467,436,517,946,890
373,524,523,666,781
359,538,510,549,745
356,541,474,540,707
356,539,476,589,694
334,561,476,551,694
334,561,476,525,807
363,561,367,458,967
371,561,367,455,1123
424,561,367,455,1123
427,561,367,455,1123
464,564,351,439,973
542,569,339,439,941
544,571,333,439,924
663,571,322,439,820
956,571,311,439,774
967,571,311,439,754
1206,547,330,439,620
1196,557,330,454,620
1155,598,330,469,620
1138,605,340,469,678
1075,600,408,465,793
1055,555,492,527,794
1043,593,474,569,799
1043,577,415,535,799
1024,594,406,647,987
1024,594,270,519,982
1022,596,270,545,953
989,622,274,574,953
1126,466,465,568,953
1123,469,449,575,953
1123,467,436,577,963
1123,373,524,709,963
1123,359,538,711,963
1123,356,541,794,966
1123,356,539,782,1150
1123,334,561,778,1162
1123,334,561,745,1050
1094,363,561,1020,917
1086,371,561,1022,800
1033,424,561,1024,800
1144,427,561,1024,802
1112,464,564,1024,802
1029,542,569,1024,805
1060,544,571,1024,805
1025,663,571,1123,723
742,956,571,1123,713
731,967,571,1123,910
492,1206,547,1158,912
492,1196,557,1143,1092
492,1155,598,1203,1102
492,1138,605,1372,1062
493,1075,600,1419,947
474,1055,555,1309,946
502,1043,593,1241,993
515,1043,577,1272,993
515,1024,594,1114,805
515,1024,594,1096,979
515,1022,596,1069,1110
514,989,622,1039,1216
319,1126,466,1034,1221
337,1123,469,1027,1221
340,1123,467,1025,1211
340,1123,373,901,1211
370,1123,359,904,1259
496,1123,356,821,1263
550,1123,356,784,1079
581,1123,334,819,1160
581,1123,334,819,1174
596,1094,363,541,1147
703,1086,371,553,1108
950,1033,424,552,1108
871,1144,427,598,1137
905,1112,464,616,1137
1257,1029,542,616,1147
1400,1060,544,616,1147
1421,1025,663,529,1133
1411,742,956,530,1138
1412,731,967,530,941
1413,492,1206,495,1098
1416,492,1196,519,952
1465,492,1155,444,1081
1651,492,1138,275,1073
1702,493,1075,228,1128
1720,474,1055,227,1134
1666,502,1043,225,1205
1716,515,1043,247,1292
1739,515,1024,356,1391
1857,515,1024,502,1271
1886,515,1022,505,1161
2073,514,989,505,1055
2089,319,1126,504,1050
2072,337,1123,527,1195
2111,340,1123,527,1247
2138,340,1123,520,1252
2154,370,1123,515,1231
2127,496,1123,515,1226
2080,550,1123,515,1235
2049,581,1123,480,1142
2049,581,1123,480,1159
2034,596,1094,479,1172
1984,703,1086,465,1242
1742,950,1033,535,1354
1731,871,1144,494,1467
1697,905,1112,512,1467
1406,1257,1029,551,1550
1228,1400,1060,611,1616
1123,1421,1025,631,1650
1132,1411,742,631,1643
1141,1412,731,713,1642
1144,1413,492,796,1483
1209,1416,492,788,1503
1188,1465,492,801,1409
1005,1651,492,812,1355
953,1702,493,856,1303
935,1720,474,898,1297
935,1666,502,898,1228
872,1716,515,844,1244
849,1739,515,715,1164
731,1857,515,562,1110
702,1886,515,559,1242
515,2073,514,559,1276
504,2089,319,559,1290
504,2072,337,536,1181
469,2111,340,536,1251
479,2138,340,535,1263
437,2154,370,535,1249
338,2127,496,535,1247
331,2080,550,535,1271
331,2049,581,537,1272
387,2049,581,537,1240
412,2034,596,552,1227
511,1984,703,564,1157
509,1742,950,493,1046
524,1731,871,496,903
530,1697,905,547,962
572,1406,1257,508,918
619,1228,1400,496,884
624,1123,1421,609,854
758,1132,1411,763,869
841,1141,1412,681,869
875,1144,1413,598,870
1048,1209,1416,582,946
1354,1188,1465,569,939
1398,1005,1651,558,948
1532,953,1702,514,1147
1532,935,1720,472,1391
1532,935,1666,472,1343
1532,872,1716,472,1240
1532,849,1739,472,1221
1532,731,1857,472,1222
1532,702,1886,472,1104
1532,515,2073,472,1070
1527,504,2089,472,1056
1528,504,2072,472,1020
1521,469,2111,472,898
1493,479,2138,507,881
1489,437,2154,517,868
1489,338,2127,517,871
1489,331,2080,517,851
1517,331,2049,563,863
1506,387,2049,586,868
1500,412,2034,573,954
1372,511,1984,572,1036
1371,509,1742,650,1124
1332,524,1731,701,1188
1318,530,1697,650,1172
1241,572,1406,767,1200
1213,619,1228,777,1205
1279,624,1123,642,1197
1151,758,1132,487,1182
1058,841,1141,487,1182
1020,875,1144,490,1181
782,1048,1209,491,1051
550,1354,1188,491,1036
564,1398,1005,491,1092
437,1532,953,495,999
438,1532,935,541,839
438,1532,935,546,907
443,1532,872,592,956
445,1532,849,607,985
445,1532,731,870,987
445,1532,702,925,952
445,1532,515,980,952
445,1527,504,1012,1144
443,1528,504,1212,1147
443,1521,469,1216,1147
434,1493,479,1181,1147
434,1489,437,1171,1157
434,1489,338,1171,1154
434,1489,331,1211,1141
406,1517,331,1275,1128
361,1506,387,1382,1123
342,1500,412,1380,1051
314,1372,511,1419,980
312,1371,509,1435,924
312,1332,524,1402,859
312,1318,530,1469,817
286,1241,572,1491,744
267,1213,619,1457,707
198,1279,624,1448,729
324,1151,758,1448,769
366,1058,841,1448,769
367,1020,875,1445,820
364,782,1048,1444,897
262,550,1354,1444,874
329,564,1398,1469,823
322,437,1532,1479,753
321,438,1532,1433,727
321,438,1532,1428,670
316,443,1532,1382,668
317,445,1532,1367,708
317,445,1532,1105,758
317,445,1532,1050,780
317,445,1532,1091,851
317,445,1527,1059,717
317,443,1528,859,723
317,443,1521,855,794
317,434,1493,1089,819
317,434,1489,1246,815
317,434,1489,1349,923
317,434,1489,1368,1135
317,406,1517,1260,1167
317,361,1506,1130,1219
317,342,1500,1130,1280
402,314,1372,1080,1305
438,312,1371,986,1272
438,312,1332,960,1285
440,312,1318,857,1404
440,286,1241,718,1400
471,267,1213,694,1400
469,198,1279,693,1378
422,324,1151,693,1338
409,366,1058,693,1355
409,367,1020,693,1322
409,364,782,693,1341
410,262,550,693,1375
282,329,564,668,1426
282,322,437,654,1424
282,321,438,654,1374
282,321,438,654,1441
285,316,443,654,1452
282,317,445,654,1384
282,317,445,653,1331
282,317,445,653,1309
282,317,445,585,1336
282,317,445,646,1330
282,317,443,706,1334
282,317,443,708,1263
282,317,434,530,1263
282,317,434,433,1267
282,317,434,330,1161
283,317,434,271,952
284,317,406,267,920
284,317,361,267,868
284,317,342,267,1064
202,402,314,267,1087
287,438,312,295,1117
299,438,312,328,1123
326,440,312,393,1057
370,440,286,405,1209
518,471,267,430,1209
525,469,198,465,1209
432,422,324,466,1288
403,409,366,498,1271
402,409,367,750,1253
402,409,364,809,1157
401,410,262,818,1123
401,282,329,818,1058
405,282,322,818,1021
413,282,321,818,1013
413,282,321,818,929
410,285,316,820,871
452,282,317,820,870
464,282,317,833,870
500,282,317,869,881
500,282,317,841,787
506,282,317,780,779
574,282,317,720,769
821,282,317,827,785
1091,282,317,771,760
1091,282,317,711,750
1121,282,317,711,748
1158,283,317,727,745
1157,284,317,739,745
1247,284,317,745,745
1247,284,317,756,474
1244,202,402,767,415
1123,287,438,739,385
1111,299,438,711,366
1179,326,440,646,312
1135,370,440,634,157
956,518,471,609,157
949,525,469,574,159
984,432,422,573,90
1005,403,409,559,117
1022,402,409,382,117
1046,402,409,334,117
1046,401,410,461,117
1046,401,282,461,208
1131,405,282,465,222
1123,413,282,488,222
1161,413,282,504,356
1161,410,285,517,364
1120,452,282,523,364
1108,464,282,510,364
1240,500,282,474,353
1240,500,282,476,666
1234,506,282,476,678
1230,574,282,476,748
983,821,282,367,733
713,1091,282,367,733
713,1091,282,367,733
683,1121,282,367,733
645,1158,283,351,733
645,1157,284,339,733
555,1247,284,333,733
555,1247,284,322,733
555,1244,202,311,757
555,1123,287,311,791
555,1111,299,330,791
458,1179,326,330,791
484,1135,370,330,793
523,956,518,340,793
549,949,525,408,791
537,984,432,492,781
611,1005,403,474,754
594,1022,402,415,772
570,1046,402,406,929
570,1046,401,270,937
570,1046,401,270,846
481,1131,405,274,832
481,1123,413,465,854
443,1161,413,449,721
443,1161,410,436,759
442,1120,452,524,1039
442,1108,464,538,1156
274,1240,500,541,1165
281,1240,500,539,848
281,1234,506,561,834
217,1230,574,561,820
217,983,821,561,890
232,713,1091,561,893
392,713,1091,561,893
392,683,1121,561,893
392,645,1158,564,909
396,645,1157,569,909
398,555,1247,571,909
471,555,1247,571,909
493,555,1244,571,885
493,555,1123,571,851
493,555,1111,547,851
532,458,1179,557,851
506,484,1135,598,849
467,523,956,605,849
441,549,949,600,853
417,537,984,555,902
322,611,1005,593,930
322,594,1022,577,947
322,570,1046,594,856
322,570,1046,594,1001
322,570,1046,596,1002
322,481,1131,622,1003
322,481,1123,466,993
322,443,1161,469,992
322,443,1161,467,946
322,442,1120,373,666
322,442,1108,359,549
322,274,1240,356,540
315,281,1240,356,589
494,281,1234,334,551
623,217,1230,334,525
623,217,983,363,458
608,232,713,371,455
448,392,713,424,455
448,392,683,427,455
448,392,645,464,439
444,396,645,542,439
442,398,555,544,439
369,471,555,663,439
347,493,555,956,439
356,493,555,967,439
506,493,555,1206,439
473,532,458,1196,454
473,506,484,1155,469
473,467,523,1138,469
473,441,549,1075,465
473,417,537,1055,527
473,322,611,1043,569
473,322,594,1043,535
482,322,570,1024,647
629,322,570,1024,519
629,322,570,1022,545
629,322,481,989,574
658,322,481,1126,568
658,322,443,1123,575
658,322,443,1123,577
658,322,442,1123,709
658,322,442,1123,711
658,322,274,1123,794
658,315,281,1123,782
479,494,281,1123,778
350,623,217,1123,745
350,623,217,1094,1020
350,608,232,1086,1022
350,448,392,1033,1024
382,448,392,1144,1024
388,448,392,1112,1024
388,444,396,1029,1024
388,442,398,1060,1024
388,369,471,1025,1123
390,347,493,742,1123
400,356,493,731,1123
250,506,493,492,1158
244,473,532,492,1143
285,473,506,492,1203
369,473,467,492,1372
399,473,441,493,1419
399,473,417,474,1309
410,473,322,502,1241
481,473,322,515,1272
627,482,322,515,1114
517,629,322,515,1096
517,629,322,515,1069
518,629,322,514,1039
491,658,322,319,1034
491,658,322,337,1027
491,658,322,340,1025
491,658,322,340,901
491,658,322,370,904
491,658,322,496,821
491,658,315,550,784
491,479,494,581,819
491,350,623,581,819
491,350,623,596,541
491,350,608,703,553
491,350,448,950,552
459,382,448,871,598
453,388,448,905,616
453,388,444,1257,616
453,388,442,1400,616
453,388,369,1421,529
473,390,347,1411,530
471,400,356,1412,530
517,250,506,1413,495
703,244,473,1416,519
671,285,473,1465,444
647,369,473,1651,275
640,399,473,1702,228
640,399,473,1720,227
629,410,473,1666,225
558,481,473,1716,247
403,627,482,1739,356
366,517,629,1857,502
366,517,629,1886,505
365,518,629,2073,505
363,491,658,2089,504
381,491,658,2072,527
381,491,658,2111,527
418,491,658,2138,520
418,491,658,2154,515
496,491,658,2127,515
555,491,658,2080,515
561,491,479,2049,480
563,491,350,2049,480
563,491,350,2034,479
563,491,350,1984,465
565,491,350,1742,535
592,459,382,1731,494
592,453,388,1697,512
624,453,388,1406,551
673,453,388,1228,611
717,453,388,1123,631
695,473,390,1132,631
680,471,400,1141,713
678,517,250,1144,796
501,703,244,1209,788
492,671,285,1188,801
432,647,369,1005,812
409,640,399,953,856
409,640,399,935,898
409,629,410,935,898
409,558,481,872,844
409,403,627,849,715
409,366,517,731,562
409,366,517,702,559
415,365,518,515,559
433,363,491,504,559
549,381,491,504,536
648,381,491,469,536
612,418,491,479,535
612,418,491,437,535
534,496,491,338,535
475,555,491,331,535
477,561,491,331,537
574,563,491,387,537
587,563,491,412,552
587,563,491,511,564
608,565,491,509,493
581,592,459,524,496
585,592,453,530,547
553,624,453,572,508
588,673,453,619,496
567,717,453,624,609
567,695,473,758,763
565,680,471,841,681
521,678,517,875,598
521,501,703,1048,582
522,492,671,1354,569
522,432,647,1398,558
522,409,640,1532,514
538,409,640,1532,472
576,409,629,1532,472
577,409,558,1532,472
660,409,403,1532,472
683,409,366,1532,472
703,409,366,1532,472
901,415,365,1532,472
1050,433,363,1527,472
1017,549,381,1528,472
985,648,381,1521,472
1026,612,418,1493,507
1079,612,418,1489,517
1118,534,496,1489,517
1127,475,555,1489,517
1179,477,561,1517,563
1086,574,563,1506,586
1073,587,563,1500,573
1073,587,563,1372,572
1050,608,565,1371,650
1072,581,592,1332,701
1080,585,592,1318,650
1102,553,624,1241,767
1026,588,673,1213,777
1016,567,717,1279,642
1017,567,695,1151,487
1017,565,680,1058,487
1049,521,678,1020,490
1091,521,501,782,491
1091,522,492,550,491
1091,522,432,564,491
1091,522,409,437,495
1075,538,409,438,541
1042,576,409,438,546
1082,577,409,443,592
1059,660,409,445,607
1036,683,409,445,870
1021,703,409,445,925
817,901,415,445,980
650,1050,433,445,1012
549,1017,549,443,1212
482,985,648,443,1216
440,1026,612,434,1181
387,1079,612,434,1171
348,1118,534,434,1171
339,1127,475,434,1211
279,1179,477,406,1275
273,1086,574,361,1382
273,1073,587,342,1380
293,1073,587,314,1419
293,1050,608,312,1435
273,1072,581,312,1402
292,1080,585,312,1469
271,1102,553,286,1491
271,1026,588,267,1457
314,1016,567,198,1448
313,1017,567,324,1448
313,1017,565,366,1448
281,1049,521,367,1445
230,1091,521,364,1444
235,1091,522,262,1444
241,1091,522,329,1469
266,1091,522,322,1479
266,1075,538,321,1433
263,1042,576,321,1428
228,1082,577,316,1382
168,1059,660,317,1367
255,1036,683,317,1105
251,1021,703,317,1050
251,817,901,317,1091
251,650,1050,317,1059
251,549,1017,317,859
251,482,985,317,855
251,440,1026,317,1089
290,387,1079,317,1246
362,348,1118,317,1349
396,339,1127,317,1368
443,279,1179,317,1260
447,273,1086,317,1130
447,273,1073,317,1130
427,293,1073,402,1080
427,293,1050,438,986
425,273,1072,438,960
394,292,1080,440,857
393,271,1102,440,718
385,271,1026,471,694
329,314,1016,469,693
329,313,1017,422,693
415,313,1017,409,693
417,281,1049,409,693
453,230,1091,409,693
517,235,1091,410,693
526,241,1091,282,668
512,266,1091,282,654
529,266,1075,282,654
527,263,1042,282,654
523,228,1082,285,654
523,168,1059,282,654
436,255,1036,282,653
435,251,1021,282,653
435,251,817,282,585
435,251,650,282,646
435,251,549,282,706
443,251,482,282,708
472,251,440,282,530
515,290,387,282,433
446,362,348,282,330
412,396,339,283,271
514,443,279,284,267
510,447,273,284,267
510,447,273,284,267
510,427,293,202,267
510,427,293,287,295
542,425,273,299,328
563,394,292,326,393
569,393,271,370,405
569,385,271,518,430
571,329,314,525,465
571,329,313,432,466
523,415,313,403,498
538,417,281,402,750
503,453,230,402,809
502,517,235,401,818
694,526,241,401,818
892,512,266,405,818
877,529,266,413,818
877,527,263,413,818
984,523,228,410,820
984,523,168,452,820
992,436,255,464,833
992,435,251,500,869
992,435,251,500,841
992,435,251,506,780
992,435,251,574,720
984,443,251,821,827
955,472,251,1091,771
873,515,290,1091,711
870,446,362,1121,711
870,412,396,1158,727
721,514,443,1157,739
721,510,447,1247,745
721,510,447,1247,756
721,510,427,1244,767
721,510,427,1123,739
689,542,425,1111,711
668,563,394,1179,646
675,569,393,1135,634
675,569,385,956,609
673,571,329,949,574
707,571,329,984,573
669,523,415,1005,559
710,538,417,1022,382
709,503,453,1046,334
640,502,517,1046,461
433,694,526,1046,461
224,892,512,1131,465
222,877,529,1123,488
295,877,527,1161,504
208,984,523,1161,517
299,984,523,1120,523
291,992,436,1108,510
291,992,435,1240,474
291,992,435,1240,476
291,992,435,1234,476
291,992,435,1230,476
305,984,443,983,367
326,955,472,713,367
326,873,515,713,367
327,870,446,683,367
423,870,412,645,351
423,721,514,645,339
444,721,510,555,333
444,721,510,555,322
444,721,510,555,311
444,721,510,555,311
444,689,542,555,330
444,668,563,458,330
431,675,569,484,330
484,675,569,523,340
587,673,571,549,408
568,707,571,537,492
606,669,523,611,474
548,710,538,594,415
548,709,503,570,406
623,640,502,570,270
671,433,694,570,270
695,224,892,481,274
705,222,877,481,465
634,295,877,443,449
614,208,984,443,436
523,299,984,442,524
523,291,992,442,538
523,291,992,274,541
523,291,992,281,539
525,291,992,281,561
661,291,992,217,561
715,305,984,217,561
724,326,955,232,561
776,326,873,392,561
775,327,870,392,561
679,423,870,392,564
679,423,721,396,569
681,444,721,398,571
689,444,721,471,571
689,444,721,493,571
689,444,721,493,571
689,444,689,493,547
689,444,668,532,557
689,431,675,506,598
636,484,675,467,605
533,587,673,441,600
525,568,707,417,555
506,606,669,322,593
506,548,710,322,577
506,548,709,322,594
454,623,640,322,594
406,671,433,322,596
382,695,224,322,622
499,705,222,322,466
497,634,295,322,469
567,614,208,322,467
654,523,299,322,373
682,523,291,322,359
682,523,291,322,356
863,523,291,315,356
900,525,291,494,334
995,661,291,623,334
927,715,305,623,363
1010,724,326,608,371
982,776,326,448,424
982,775,327,448,427
983,679,423,448,464
1022,679,423,444,542
1097,681,444,442,544
1112,689,444,369,663
1124,689,444,347,956
1221,689,444,356,967
1249,689,444,506,1206
1278,689,444,473,1196
1278,689,431,473,1155
1278,636,484,473,1138
1278,533,587,473,1075
1271,525,568,473,1055
1252,506,606,473,1043
1252,506,548,473,1043
1252,506,548,482,1024
1229,454,623,629,1024
1229,406,671,629,1022
1229,382,695,629,989
1233,499,705,658,1126
1239,497,634,658,1123
1167,567,614,658,1123
1081,654,523,658,1123
1053,682,523,658,1123
1056,682,523,658,1123
875,863,523,658,1123
836,900,525,479,1123
641,995,661,350,1123
641,927,715,350,1094
539,1010,724,350,1086
518,982,776,350,1033
537,982,775,382,1144
654,983,679,388,1112
620,1022,679,388,1029
562,1097,681,388,1060
539,1112,689,388,1025
549,1124,689,390,742
453,1221,689,400,731
427,1249,689,250,492
456,1278,689,244,492
456,1278,689,285,492
456,1278,636,369,492
456,1278,533,399,493
456,1271,525,399,474
509,1252,506,410,502
512,1252,506,481,515
518,1252,506,627,515
537,1229,454,517,515
551,1229,406,517,515
551,1229,382,518,514
420,1233,499,491,319
414,1239,497,491,337
425,1167,567,491,340
456,1081,654,491,340
478,1053,682,491,370
552,1056,682,491,496
624,875,863,491,550
645,836,900,491,581
618,641,995,491,581
757,641,927,491,596
746,539,1010,491,703
743,518,982,491,950
724,537,982,459,871
643,654,983,453,905
638,620,1022,453,1257
598,562,1097,453,1400
715,539,1112,453,1421
713,549,1124,473,1411
753,453,1221,471,1412
753,427,1249,517,1413
695,456,1278,703,1416
713,456,1278,671,1465
766,456,1278,647,1651
839,456,1278,640,1702
848,456,1271,640,1720
795,509,1252,629,1666
834,512,1252,558,1716
828,518,1252,403,1739
810,537,1229,366,1857
842,551,1229,366,1886
852,551,1229,365,2073
852,420,1233,363,2089
854,414,1239,381,2072
843,425,1167,381,2111
811,456,1081,418,2138
789,478,1053,418,2154
715,552,1056,496,2127
651,624,875,555,2080
742,645,836,561,2049
733,618,641,563,2049
594,757,641,563,2034
607,746,539,563,1984
619,743,518,565,1742
629,724,537,592,1731
592,643,654,592,1697
592,638,620,624,1406
616,598,562,673,1228
499,715,539,717,1123
481,713,549,695,1132
440,753,453,680,1141
438,753,427,678,1144
457,695,456,501,1209
452,713,456,492,1188
399,766,456,432,1005
326,839,456,409,953
317,848,456,409,935
317,795,509,409,935
275,834,512,409,872
275,828,518,409,849
274,810,537,409,731
228,842,551,409,702
218,852,551,415,515
218,852,420,433,504
216,854,414,549,504
216,843,425,648,469
216,811,456,612,479
272,789,478,612,437
356,715,552,534,338
440,651,624,475,331
344,742,645,477,331
344,733,618,574,387
344,594,757,587,412
346,607,746,587,511
365,619,743,608,509
402,629,724,581,524
419,592,643,585,530
419,592,638,553,572
395,616,598,588,619
411,499,715,567,624
411,481,713,567,758
411,440,753,565,841
433,438,753,521,875
441,457,695,521,1048
428,452,713,522,1354
433,399,766,522,1398
433,326,839,522,1532
485,317,848,538,1532
485,317,795,576,1532
486,275,834,577,1532
517,275,828,660,1532
517,274,810,683,1532
532,228,842,703,1532
538,218,852,901,1532
578,218,852,1050,1527
578,216,854,1017,1528
578,216,843,985,1521
578,216,811,1026,1493
522,272,789,1079,1489
515,356,715,1118,1489
513,440,651,1127,1489
506,344,742,1179,1517
650,344,733,1086,1506
650,344,594,1073,1500
635,346,607,1073,1372
608,365,619,1050,1371
562,402,629,1072,1332
545,419,592,1080,1318
545,419,592,1102,1241
545,395,616,1026,1213
530,411,499,1016,1279
528,411,481,1017,1151
530,411,440,1017,1058
525,433,438,1049,1020
500,441,457,1091,782
516,428,452,1091,550
513,433,399,1091,564
513,433,326,1091,437
461,485,317,1075,438
461,485,317,1042,438
460,486,275,1082,443
429,517,275,1059,445
429,517,274,1036,445
479,532,228,1021,445
518,538,218,817,445
593,578,218,650,445
726,578,216,549,443
745,578,216,482,443
746,578,216,440,434
746,522,272,387,434
666,515,356,348,434
605,513,440,339,434
609,506,344,279,406
526,650,344,273,361
558,650,344,273,342
558,635,346,293,314
555,608,365,293,312
555,562,402,273,312
555,545,419,292,312
568,545,419,271,286
568,545,395,271,267
567,530,411,314,198
567,528,411,313,324
565,530,411,313,366
548,525,433,281,367
553,500,441,230,364
543,516,428,235,262
544,513,433,241,329
550,513,433,266,322
554,461,485,266,321
560,461,485,263,321
560,460,486,228,316
573,429,517,168,317
594,429,517,255,317
529,479,532,251,317
484,518,538,251,317
369,593,578,251,317
236,726,578,251,317
217,745,578,251,317
216,746,578,251,317
216,746,522,290,317
216,666,515,362,317
187,605,513,396,317
190,609,506,443,317
129,526,650,447,317
106,558,650,447,317
106,558,635,427,402
162,555,608,427,438
184,555,562,425,438
189,555,545,394,440
227,568,545,393,440
252,568,545,385,471
252,567,530,329,469
252,567,528,329,422
252,565,530,415,409
252,548,525,417,409
263,553,500,453,409
265,543,516,517,410
318,544,513,526,282
340,550,513,512,282
342,554,461,529,282
336,560,461,527,282
336,560,460,523,285
323,573,429,523,282
302,594,429,436,282
302,529,479,435,282
302,484,518,435,282
342,369,593,435,282
383,236,726,435,282
383,217,745,443,282
406,216,746,472,282
470,216,746,515,282
476,216,666,446,282
476,187,605,412,283
460,190,609,514,284
463,129,526,510,284
455,106,558,510,284
564,106,558,510,202
568,162,555,510,287
545,184,555,542,299
551,189,555,563,326
500,227,568,569,370
475,252,568,569,518
475,252,567,571,525
475,252,567,571,432
545,252,565,523,403
568,252,548,538,402
559,263,553,503,402
565,265,543,502,401
607,318,544,694,401
590,340,550,892,405
584,342,554,877,413
584,336,560,877,413
584,336,560,984,410
584,323,573,984,452
677,302,594,992,464
766,302,529,992,500
766,302,484,992,500
726,342,369,992,506
685,383,236,992,574
685,383,217,984,821
662,406,216,955,1091
723,470,216,873,1091
721,476,216,870,1121
722,476,187,870,1158
737,460,190,721,1157
734,463,129,721,1247
733,455,106,721,1247
624,564,106,721,1244
563,568,162,721,1123
563,545,184,689,1111
796,551,189,668,1179
796,500,227,675,1135
796,475,252,675,956
796,475,252,673,949
796,475,252,707,984
772,545,252,669,1005
749,568,252,710,1022
740,559,263,709,1046
758,565,265,640,1046
660,607,318,433,1046
649,590,340,224,1131
649,584,342,222,1123
649,584,336,295,1161
649,584,336,208,1161
649,584,323,299,1120
556,677,302,291,1108
468,766,302,291,1240
468,766,302,291,1240
468,726,342,291,1234
468,685,383,291,1230
468,685,383,305,983
468,662,406,326,713
343,723,470,326,713
339,721,476,327,683
338,722,476,423,645
323,737,460,423,645
323,734,463,444,555
325,733,455,444,555
326,624,564,444,555
326,563,568,444,555
376,563,545,444,555
334,796,551,444,458
392,796,500,431,484
456,796,475,484,523
505,796,475,587,549
505,796,475,568,537
493,772,545,606,611
507,749,568,548,594
759,740,559,548,570
772,758,565,623,570
848,660,607,671,570
848,649,590,695,481
848,649,584,705,481
848,649,584,634,443
848,649,584,614,443
848,649,584,523,442
848,556,677,523,442
847,468,766,523,274
847,468,766,523,281
847,468,726,525,281
957,468,685,661,217
957,468,685,715,217
1024,468,662,724,232
1024,343,723,776,392
1024,339,721,775,392
1027,338,722,679,392
1076,323,737,679,396
1093,323,734,681,398
1091,325,733,689,471
1134,326,624,689,493
1273,326,563,689,493
1657,376,563,689,493
1456,334,796,689,532
1398,392,796,689,506
1334,456,796,636,467
1285,505,796,533,441
1286,505,796,525,417
1252,493,772,506,322
1297,507,749,506,322
1045,759,740,506,322
1055,772,758,454,322
1007,848,660,406,322
1007,848,649,382,322
1007,848,649,499,322
1019,848,649,497,322
1032,848,649,567,322
1135,848,649,654,322
1249,848,556,682,322
1249,847,468,682,322
1249,847,468,863,315
1249,847,468,900,494
1139,957,468,995,623
1160,957,468,927,623
1093,1024,468,1010,608
1093,1024,343,982,448
1093,1024,339,982,448
1092,1027,338,983,448
1044,1076,323,1022,444
1087,1093,323,1097,442
1087,1091,325,1112,369
1043,1134,326,1124,347
904,1273,326,1221,356
470,1657,376,1249,506
469,1456,334,1278,473
469,1398,392,1278,473
469,1334,456,1278,473
469,1285,505,1278,473
468,1286,505,1271,473
468,1252,493,1252,473
409,1297,507,1252,473
409,1045,759,1252,482
354,1055,772,1229,629
326,1007,848,1229,629
327,1007,848,1229,629
658,1007,848,1233,658
759,1019,848,1239,658
776,1032,848,1167,658
673,1135,848,1081,658
560,1249,848,1053,658
610,1249,847,1056,658
652,1249,847,875,658
652,1249,847,836,479
652,1139,957,641,350
631,1160,957,641,350
631,1093,1024,539,350
631,1093,1024,518,350
631,1093,1024,537,382
629,1092,1027,654,388
628,1044,1076,620,388
575,1087,1093,562,388
575,1087,1091,539,388
586,1043,1134,549,390
596,904,1273,453,400
613,470,1657,427,250
652,469,1456,456,244
825,469,1398,456,285
842,469,1334,456,369
842,469,1285,456,399
842,468,1286,456,399
842,468,1252,509,410
842,409,1297,512,481
842,409,1045,518,627
842,354,1055,537,517
843,326,1007,551,517
842,327,1007,551,518
511,658,1007,420,491
398,759,1019,414,491
368,776,1032,425,491
368,673,1135,456,491
367,560,1249,478,491
317,610,1249,552,491
275,652,1249,624,491
280,652,1249,645,491
323,652,1139,618,491
383,631,1160,757,491
424,631,1093,746,491
477,631,1093,743,491
481,631,1093,724,459
481,629,1092,643,453
483,628,1044,638,453
476,575,1087,598,453
476,575,1087,715,453
465,586,1043,713,473
455,596,904,753,471
438,613,470,753,517
493,652,469,695,703
338,825,469,713,671
402,842,469,766,647
471,842,469,839,640
522,842,468,848,640
547,842,468,795,629
547,842,409,834,558
552,842,409,828,403
